method,seed,epoch,train_ba,val_ba,train_loss,val_loss,train_main_ce,val_main_ce,train_aux_ce,val_aux_ce
l2_only,11,21.0,0.3644875595913794,0.3514069264069264,2.042184360261218,2.0806915760040283,2.042184360261218,2.0806915760040283,,
l2_only,11,22.0,0.3840337672186544,0.3557359307359307,2.012621696762702,2.052281618118286,2.012621696762702,2.052281618118286,,
l2_only,11,23.0,0.4018775744319121,0.3514069264069264,1.9768212465328927,2.042445659637451,1.9768212465328927,2.042445659637451,,
l2_only,11,24.0,0.3979454939799927,0.3613275613275613,1.9388116249324123,2.00860857963562,1.9388116249324123,2.00860857963562,,
l2_only,11,25.0,0.4334583079052187,0.3652958152958153,1.910801078899797,1.9864665269851685,1.910801078899797,1.9864665269851685,,
l2_only,11,26.0,0.4326968267821023,0.4321608946608947,1.871593220714037,1.9541072845458984,1.871593220714037,1.9541072845458984,,
l2_only,11,27.0,0.4610398893336833,0.4093073593073593,1.8412877672100232,1.9499117136001587,1.8412877672100232,1.9499117136001587,,
l2_only,11,28.0,0.4588531452601467,0.4126803751803752,1.806125506681748,1.905985951423645,1.806125506681748,1.905985951423645,,
l2_only,11,29.0,0.4769858303478355,0.3981601731601731,1.7712437072432186,1.883727550506592,1.7712437072432186,1.883727550506592,,
l2_only,11,30.0,0.4927749503822385,0.4051046176046176,1.741704950849694,1.882331132888794,1.741704950849694,1.882331132888794,,
l2_only,11,31.0,0.5061258831329124,0.3987914862914863,1.7094769453222698,1.846370339393616,1.7094769453222698,1.846370339393616,,
l2_only,11,32.0,0.493580895175375,0.3967712842712843,1.6776616895465557,1.839773416519165,1.6776616895465557,1.839773416519165,,
l2_only,11,33.0,0.5170566245903835,0.4273268398268399,1.6485499223620468,1.812711477279663,1.6485499223620468,1.812711477279663,,
l2_only,11,34.0,0.5219883514627333,0.4288840788840788,1.6189638899443688,1.7891846895217896,1.6189638899443688,1.7891846895217896,,
l2_only,11,35.0,0.5334899264673157,0.4210137085137085,1.5900836120168846,1.787505030632019,1.5900836120168846,1.787505030632019,,
l2_only,11,36.0,0.5505122653486106,0.4279581529581529,1.557562301368188,1.7698837518692017,1.557562301368188,1.7698837518692017,,
l2_only,11,37.0,0.5553996162084471,0.4378487253487252,1.5289146493921593,1.7622536420822144,1.5289146493921593,1.7622536420822144,,
l2_only,11,38.0,0.5645180169305768,0.4329184704184703,1.5057040775088968,1.7455180883407593,1.5057040775088968,1.7455180883407593,,
l2_only,11,39.0,0.5719403985989352,0.438474025974026,1.4731897027480212,1.7014600038528442,1.4731897027480212,1.7014600038528442,,
l2_only,11,40.0,0.5731825468451067,0.4372174122174121,1.4452169799148114,1.7249387502670288,1.4452169799148114,1.7249387502670288,,
l2_only,11,41.0,0.6003521131073477,0.447101972101972,1.4196521870650851,1.691650152206421,1.4196521870650851,1.691650152206421,,
l2_only,11,42.0,0.6156087671897539,0.4282527657527657,1.3941989503095564,1.6844007968902588,1.3941989503095564,1.6844007968902588,,
l2_only,11,43.0,0.6238273124335056,0.4427729677729677,1.3716329574174602,1.6755417585372925,1.3716329574174602,1.6755417585372925,,
l2_only,11,44.0,0.6484304916813897,0.4413840788840788,1.344062560601817,1.638485074043274,1.344062560601817,1.638485074043274,,
l2_only,11,45.0,0.6555957180789058,0.4293109668109667,1.3200889518051673,1.639399170875549,1.3200889518051673,1.639399170875549,,
l2_only,11,46.0,0.6613347117895976,0.4296416546416546,1.2935877461851977,1.629109501838684,1.2935877461851977,1.629109501838684,,
l2_only,11,47.0,0.681427870341555,0.4421777296777296,1.2700634158621966,1.6355069875717163,1.2700634158621966,1.6355069875717163,,
l2_only,11,48.0,0.6928684921834409,0.4833393458393458,1.24438465072448,1.576061487197876,1.24438465072448,1.576061487197876,,
l2_only,11,49.0,0.7098965142249708,0.4194504569504569,1.2226248234766897,1.6142579317092896,1.2226248234766897,1.6142579317092896,,
l2_only,11,50.0,0.7200614780452222,0.4645262145262145,1.2046986682895129,1.5656183958053589,1.2046986682895129,1.5656183958053589,,
l2_only,11,51.0,0.7364425461419767,0.4283790283790283,1.1835571394114404,1.571705937385559,1.1835571394114404,1.571705937385559,,
l2_only,11,52.0,0.7538874666484968,0.4283790283790283,1.1594348245151276,1.5626431703567505,1.1594348245151276,1.5626431703567505,,
l2_only,11,53.0,0.747867048883997,0.4542087542087542,1.1338457650859262,1.531849980354309,1.1338457650859262,1.531849980354309,,
l2_only,11,54.0,0.7562645949642626,0.4442881192881192,1.1122016360960811,1.5547122955322266,1.1122016360960811,1.5547122955322266,,
l2_only,11,55.0,0.7755548000647233,0.4667087542087542,1.09387237808175,1.514301061630249,1.09387237808175,1.514301061630249,,
l2_only,11,56.0,0.7666419988667297,0.4422679172679173,1.0694001964365554,1.5177159309387207,1.0694001964365554,1.5177159309387207,,
l2_only,11,57.0,0.7759906031195175,0.4591329966329966,1.0567432849214329,1.5000028610229492,1.0567432849214329,1.5000028610229492,,
l2_only,11,58.0,0.7887051709097405,0.4422679172679173,1.045074625803148,1.4934370517730713,1.045074625803148,1.4934370517730713,,
l2_only,11,59.0,0.7970375741172376,0.4819504569504569,1.017965728362538,1.472622632980347,1.017965728362538,1.472622632980347,,
l2_only,11,60.0,0.8022517394479401,0.4793350168350168,1.0049124597066856,1.4615024328231812,1.0049124597066856,1.4615024328231812,,
l2_only,11,61.0,0.8017625921145458,0.453541366041366,0.9783399377960756,1.4856635332107544,0.9783399377960756,1.4856635332107544,,
l2_only,11,62.0,0.8203845069230603,0.4885942760942761,0.9682637773159244,1.4271957874298096,0.9682637773159244,1.4271957874298096,,
l2_only,11,63.0,0.8209880866584366,0.4452080327080326,0.9474762963345869,1.438262104988098,0.9474762963345869,1.438262104988098,,
l2_only,11,64.0,0.8133249468155875,0.453541366041366,0.9376564222851226,1.428660869598389,0.9376564222851226,1.428660869598389,,
l2_only,11,65.0,0.8240389815334174,0.4646885521885521,0.9215609536934228,1.4168716669082642,0.9215609536934228,1.4168716669082642,,
l2_only,11,66.0,0.8377119997334023,0.4591329966329966,0.9012327181903096,1.419270396232605,0.9012327181903096,1.419270396232605,,
l2_only,11,67.0,0.8426471283120258,0.4799663299663299,0.8826355107269681,1.4164252281188965,0.8826355107269681,1.4164252281188965,,
l2_only,11,68.0,0.8621422340778523,0.4892255892255893,0.8644598741949938,1.4011242389678955,0.8644598741949938,1.4011242389678955,,
l2_only,11,69.0,0.859256832750718,0.467598605098605,0.8518042224820017,1.409499168395996,0.8518042224820017,1.409499168395996,,
l2_only,11,70.0,0.8624211422443375,0.4952441077441076,0.8338690912046449,1.381184697151184,0.8338690912046449,1.381184697151184,,
l2_only,11,71.0,0.8648047874972932,0.4639309764309764,0.8186219815748284,1.390804648399353,0.8186219815748284,1.390804648399353,,
l2_only,11,72.0,0.8737441684063866,0.4736531986531986,0.8000767980918622,1.372146725654602,0.8000767980918622,1.372146725654602,,
l2_only,11,73.0,0.87256535988088,0.4583754208754209,0.7859155160219452,1.3932507038116455,0.7859155160219452,1.3932507038116455,,
l2_only,11,74.0,0.8764541393306997,0.4861531986531986,0.7730569244456988,1.3640203475952148,0.7730569244456988,1.3640203475952148,,
l2_only,11,75.0,0.8732485750693192,0.4792087542087542,0.7600868305322841,1.3572813272476196,0.7600868305322841,1.3572813272476196,,
l2_only,11,76.0,0.8887042244424203,0.4861531986531985,0.746863247708076,1.372165560722351,0.746863247708076,1.372165560722351,,
l2_only,11,77.0,0.8965652563663956,0.4722643097643098,0.73298241667411,1.3492248058319092,0.73298241667411,1.3492248058319092,,
l2_only,11,78.0,0.896965913159763,0.4954124579124579,0.719770460551454,1.34456205368042,0.719770460551454,1.34456205368042,,
l2_only,11,79.0,0.8989185637706174,0.4847643097643097,0.7113332683781544,1.3605732917785645,0.7113332683781544,1.3605732917785645,,
l2_only,11,80.0,0.904327007185629,0.4583754208754207,0.6948523392160255,1.3636306524276731,0.6948523392160255,1.3636306524276731,,
l2_only,11,81.0,0.9094255352008236,0.493097643097643,0.6838963849409107,1.3367314338684082,0.6838963849409107,1.3367314338684082,,
l2_only,11,82.0,0.9166424202390212,0.4639309764309763,0.6706559266157692,1.3457728624343872,0.6706559266157692,1.3457728624343872,,
l2_only,11,83.0,0.9149395427981646,0.4875420875420874,0.6619299509644303,1.3508156538009644,0.6619299509644303,1.3508156538009644,,
l2_only,11,84.0,0.9203218367569952,0.5083754208754209,0.6509591666228184,1.326457142829895,0.6509591666228184,1.326457142829895,,
l2_only,11,85.0,0.9195496191299388,0.4861531986531986,0.6408286827156343,1.3269495964050293,0.6408286827156343,1.3269495964050293,,
l2_only,11,86.0,0.9206767750286003,0.5176346801346802,0.6246622645916504,1.31255042552948,0.6246622645916504,1.31255042552948,,
l2_only,11,87.0,0.9240718367569952,0.5014309764309763,0.6178849953997771,1.3236252069473269,0.6178849953997771,1.3236252069473269,,
l2_only,11,88.0,0.9217646886271056,0.5083754208754209,0.6115716259779085,1.316878318786621,0.6115716259779085,1.316878318786621,,
l2_only,11,89.0,0.9224692726544312,0.4944865319865319,0.5989421216222792,1.303210973739624,0.5989421216222792,1.303210973739624,,
l2_only,11,90.0,0.9208667085518673,0.4875420875420875,0.5862759811332426,1.3309777975082395,0.5862759811332426,1.3309777975082395,,
l2_only,11,91.0,0.9259296623244984,0.5014309764309764,0.5753831963941275,1.28664231300354,0.5753831963941275,1.28664231300354,,
l2_only,11,92.0,0.9326770158243028,0.506986531986532,0.5722156782568835,1.2973374128341677,0.5722156782568835,1.2973374128341677,,
l2_only,11,93.0,0.9317297032304848,0.4875420875420875,0.5605764195143458,1.29617178440094,0.5605764195143458,1.29617178440094,,
l2_only,11,94.0,0.931670349004464,0.5236531986531987,0.557846052716398,1.2826354503631592,0.557846052716398,1.2826354503631592,,
l2_only,11,95.0,0.9374728722010416,0.5222643097643097,0.5486810580793634,1.2748005390167236,0.5486810580793634,1.2748005390167236,,
l2_only,11,96.0,0.9354156006663824,0.494486531986532,0.536078274044851,1.2781842947006226,0.536078274044851,1.2781842947006226,,
l2_only,11,97.0,0.9363142572450704,0.5228956228956229,0.5254271931164031,1.2679134607315063,0.5254271931164031,1.2679134607315063,,
l2_only,11,98.0,0.9391068591291462,0.5159511784511784,0.5172962340143175,1.277839422225952,0.5172962340143175,1.277839422225952,,
l2_only,11,99.0,0.9364780413121562,0.5145622895622896,0.5100967884063721,1.273423433303833,0.5100967884063721,1.273423433303833,,
l2_only,11,100.0,0.940768777457731,0.5203162578162579,0.4985026329396719,1.2640076875686646,0.4985026329396719,1.2640076875686646,,
l2_only,23,1.0,0.0688782051282051,0.0926587301587301,2.4816772658730537,2.4819207191467285,2.4816772658730537,2.4819207191467285,,
l2_only,23,2.0,0.0972074508591804,0.0724206349206349,2.472736756280449,2.476073741912842,2.472736756280449,2.476073741912842,,
l2_only,23,3.0,0.1093655369205683,0.048015873015873,2.46407118393509,2.4690866470336914,2.46407118393509,2.4690866470336914,,
l2_only,23,4.0,0.1035185857119819,0.0257936507936507,2.4537506513874625,2.4592080116271973,2.4537506513874625,2.4592080116271973,,
l2_only,23,5.0,0.1102191178842122,0.0396825396825396,2.442157835229949,2.447441339492798,2.442157835229949,2.447441339492798,,
l2_only,23,6.0,0.1145532978551846,0.1101190476190476,2.4313204698841666,2.43641996383667,2.4313204698841666,2.43641996383667,,
l2_only,23,7.0,0.1227133840420003,0.1309523809523809,2.4182873510863,2.4251840114593506,2.4182873510863,2.4251840114593506,,
l2_only,23,8.0,0.1378975501263237,0.117063492063492,2.406167384063931,2.418217897415161,2.406167384063931,2.418217897415161,,
l2_only,23,9.0,0.1519065025354333,0.1428571428571428,2.3922476600246463,2.4104225635528564,2.3922476600246463,2.4104225635528564,,
l2_only,23,10.0,0.171428835402892,0.1531746031746031,2.378786842096693,2.401145696640014,2.378786842096693,2.401145696640014,,
l2_only,23,11.0,0.1932205155082513,0.1412698412698412,2.3619226572230434,2.390921831130981,2.3619226572230434,2.390921831130981,,
l2_only,23,12.0,0.1999079561540253,0.1329365079365079,2.3451647421989508,2.3789539337158203,2.3451647421989508,2.3789539337158203,,
l2_only,23,13.0,0.1982921997348098,0.1259920634920634,2.325237341468798,2.363346099853516,2.325237341468798,2.363346099853516,,
l2_only,23,14.0,0.2158706817000842,0.1398809523809523,2.303656891578241,2.3443613052368164,2.303656891578241,2.3443613052368164,,
l2_only,23,15.0,0.2182311656722034,0.1412698412698412,2.2807063740420053,2.329091787338257,2.2807063740420053,2.329091787338257,,
l2_only,23,16.0,0.2527542936623125,0.1378968253968253,2.253709291632122,2.310155868530273,2.253709291632122,2.310155868530273,,
l2_only,23,17.0,0.2738974560554749,0.1704365079365079,2.2246932437620965,2.292482614517212,2.2246932437620965,2.292482614517212,,
l2_only,23,18.0,0.2826415878263362,0.1926587301587301,2.1921515764344783,2.2666263580322266,2.1921515764344783,2.2666263580322266,,
l2_only,23,19.0,0.2966124191438656,0.2321428571428571,2.159173065126456,2.224374532699585,2.159173065126456,2.224374532699585,,
l2_only,23,20.0,0.3121715695497142,0.2051587301587301,2.1279073323727475,2.209460496902466,2.1279073323727475,2.209460496902466,,
l2_only,23,21.0,0.3287626995645863,0.2468253968253968,2.0918827114335024,2.1754610538482666,2.0918827114335024,2.1754610538482666,,
l2_only,23,22.0,0.3364455441774623,0.2724206349206349,2.0609234873070776,2.138061761856079,2.0609234873070776,2.138061761856079,,
l2_only,23,23.0,0.3615951840204985,0.2432539682539682,2.0228659281837347,2.119737148284912,2.0228659281837347,2.119737148284912,,
l2_only,23,24.0,0.3723449622820692,0.2640873015873016,1.986764008945524,2.076773166656494,1.986764008945524,2.076773166656494,,
l2_only,23,25.0,0.3945015028937985,0.3043650793650793,1.954284110496048,2.0405020713806152,1.954284110496048,2.0405020713806152,,
l2_only,23,26.0,0.4020321977901519,0.296031746031746,1.9165064777646743,2.0345799922943115,1.9165064777646743,2.0345799922943115,,
l2_only,23,27.0,0.4181512278485549,0.3043650793650794,1.8781472083418385,1.9760987758636477,1.8781472083418385,1.9760987758636477,,
l2_only,23,28.0,0.4340890233021661,0.3289021164021163,1.846760597368526,1.961398124694824,1.846760597368526,1.961398124694824,,
l2_only,23,29.0,0.4318733313623251,0.3082671957671958,1.8118603980479675,1.958557367324829,1.8118603980479675,1.958557367324829,,
l2_only,23,30.0,0.4553675469273879,0.3505291005291004,1.7735064764236217,1.9079043865203855,1.7735064764236217,1.9079043865203855,,
l2_only,23,31.0,0.469111710977462,0.3497715247715247,1.7480395919484648,1.892408847808838,1.7480395919484648,1.892408847808838,,
l2_only,23,32.0,0.4692980984411355,0.3469937469937469,1.718129356838955,1.8752230405807493,1.718129356838955,1.8752230405807493,,
l2_only,23,33.0,0.5102374222591605,0.3823472823472822,1.682142570794347,1.8367716073989868,1.682142570794347,1.8367716073989868,,
l2_only,23,34.0,0.5131911250406008,0.3573472823472823,1.6487277590264142,1.840083360671997,1.6487277590264142,1.840083360671997,,
l2_only,23,35.0,0.5291544283611939,0.4140271765271766,1.6258458978337798,1.7952600717544556,1.6258458978337798,1.7952600717544556,,
l2_only,23,36.0,0.5447917913847049,0.4123436748436748,1.5958020646067372,1.78285014629364,1.5958020646067372,1.78285014629364,,
l2_only,23,37.0,0.5505825062332244,0.4206770081770081,1.5636489165629457,1.7729142904281616,1.5636489165629457,1.7729142904281616,,
l2_only,23,38.0,0.5668769830359327,0.4580146705146705,1.535469780895673,1.7274384498596191,1.535469780895673,1.7274384498596191,,
l2_only,23,39.0,0.5728455300817102,0.4262325637325637,1.5109888428049532,1.7344555854797363,1.5109888428049532,1.7344555854797363,,
l2_only,23,40.0,0.5844964122983095,0.4458453583453584,1.481691569346364,1.704560399055481,1.481691569346364,1.704560399055481,,
l2_only,23,41.0,0.5856096366672205,0.4858285233285233,1.4521619296935668,1.7011489868164062,1.4521619296935668,1.7011489868164062,,
l2_only,23,42.0,0.6097249617265011,0.4660473785473786,1.4253049502069075,1.6719298362731934,1.4253049502069075,1.6719298362731934,,
l2_only,23,43.0,0.6210694239209001,0.4845658970658971,1.3978478533060332,1.653597354888916,1.3978478533060332,1.653597354888916,,
l2_only,23,44.0,0.634312331980216,0.4729918229918231,1.3732210368995208,1.64862859249115,1.3732210368995208,1.64862859249115,,
l2_only,23,45.0,0.6518229130594274,0.4912157287157286,1.350479456931096,1.6300827264785769,1.350479456931096,1.6300827264785769,,
l2_only,23,46.0,0.6674004159721642,0.4825517075517076,1.324248779661274,1.613199234008789,1.324248779661274,1.613199234008789,,
l2_only,23,47.0,0.6690600504242529,0.4981601731601732,1.3008477919688528,1.6034718751907349,1.3008477919688528,1.6034718751907349,,
l2_only,23,48.0,0.6718863871670191,0.5166786916786917,1.2740031460271235,1.5677462816238403,1.2740031460271235,1.5677462816238403,,
l2_only,23,49.0,0.6927909906222237,0.4967712842712843,1.253304267504129,1.5590304136276243,1.253304267504129,1.5590304136276243,,
l2_only,23,50.0,0.7117403892862016,0.5057359307359307,1.2348231982035809,1.5386205911636353,1.2348231982035809,1.5386205911636353,,
l2_only,23,51.0,0.7207727757450586,0.5211820586820587,1.207796292132642,1.5455933809280396,1.207796292132642,1.5455933809280396,,
l2_only,23,52.0,0.7239148125818327,0.5066618566618567,1.1825081389044731,1.5074174404144287,1.1825081389044731,1.5074174404144287,,
l2_only,23,53.0,0.7340981506905346,0.5072931697931699,1.1593069560351348,1.5065362453460691,1.1593069560351348,1.5065362453460691,,
l2_only,23,54.0,0.7543925101023099,0.4864598364598365,1.139458927763514,1.483928084373474,1.139458927763514,1.483928084373474,,
l2_only,23,55.0,0.761887485085261,0.4934042809042809,1.1173554849706706,1.4764822721481323,1.1173554849706706,1.4764822721481323,,
l2_only,23,56.0,0.7703824516785921,0.5171837421837423,1.09033813841782,1.4530394077301023,1.09033813841782,1.4530394077301023,,
l2_only,23,57.0,0.7843049945262616,0.5145382395382396,1.076724256582802,1.4629616737365725,1.076724256582802,1.4629616737365725,,
l2_only,23,58.0,0.781265103080298,0.5231962481962482,1.066319927906621,1.42503559589386,1.066319927906621,1.42503559589386,,
l2_only,23,59.0,0.792452661950017,0.5162518037518037,1.037718678710793,1.4190573692321775,1.037718678710793,1.4190573692321775,,
l2_only,23,60.0,0.7998452308009192,0.5208814333814334,1.0177260117153293,1.4233441352844238,1.0177260117153293,1.4233441352844238,,
l2_only,23,61.0,0.8015706172232596,0.5231962481962482,1.0095043633767946,1.39979887008667,1.0095043633767946,1.39979887008667,,
l2_only,23,62.0,0.8063967673543503,0.4881433381433382,0.9866475859935846,1.41401469707489,0.9866475859935846,1.41401469707489,,
l2_only,23,63.0,0.7989519436854686,0.5089766714766715,0.9675600218895996,1.368663311004639,0.9675600218895996,1.368663311004639,,
l2_only,23,64.0,0.8143217711955554,0.5341450216450218,0.9526089726339724,1.390595316886902,0.9526089726339724,1.390595316886902,,
l2_only,23,65.0,0.8069862398412068,0.5133056758056759,0.9340041581406652,1.348493576049805,0.9340041581406652,1.348493576049805,,
l2_only,23,66.0,0.8297498542484102,0.5410834535834537,0.917431696454342,1.346668720245361,0.917431696454342,1.346668720245361,,
l2_only,23,67.0,0.8305406263665008,0.538474025974026,0.8986754467688411,1.3565865755081177,0.8986754467688411,1.3565865755081177,,
l2_only,23,68.0,0.8325931337953523,0.5199555074555074,0.8818189322230328,1.3515264987945557,0.8818189322230328,1.3515264987945557,,
l2_only,23,69.0,0.8326547936794317,0.5599386724386725,0.8667727581605238,1.3281629085540771,0.8667727581605238,1.3281629085540771,,
l2_only,23,70.0,0.8404189871786881,0.5384740259740259,0.8505246477159903,1.3330206871032717,0.8505246477159903,1.3330206871032717,,
l2_only,23,71.0,0.8483754896877711,0.552994227994228,0.834391131561102,1.313854694366455,0.834391131561102,1.313854694366455,,
l2_only,23,72.0,0.8565355312064465,0.5358585858585859,0.8179476170859936,1.322605848312378,0.8179476170859936,1.322605848312378,,
l2_only,23,73.0,0.8613401681453308,0.5497474747474748,0.8024104213960815,1.2971101999282837,0.8024104213960815,1.2971101999282837,,
l2_only,23,74.0,0.8714145375603893,0.533543771043771,0.7937385055161179,1.312793254852295,0.7937385055161179,1.312793254852295,,
l2_only,23,75.0,0.8708490143581678,0.5250060125060125,0.7814836744187006,1.285740852355957,0.7814836744187006,1.285740852355957,,
l2_only,23,76.0,0.8796600589184247,0.5203763828763829,0.7659263572881636,1.295896291732788,0.7659263572881636,1.295896291732788,,
l2_only,23,77.0,0.8875061105676133,0.5296356421356421,0.7506011322320226,1.2675400972366333,0.7506011322320226,1.2675400972366333,,
l2_only,23,78.0,0.8847706105685144,0.5342652717652718,0.7373136256319726,1.2822463512420654,0.7373136256319726,1.2822463512420654,,
l2_only,23,79.0,0.8773907991255278,0.5207070707070707,0.7286879331027374,1.281733512878418,0.7286879331027374,1.281733512878418,,
l2_only,23,80.0,0.8960187094312557,0.555429292929293,0.7118996234030404,1.2594486474990845,0.7118996234030404,1.2594486474990845,,
l2_only,23,81.0,0.888660007403436,0.5253367003367003,0.7006291991256806,1.2692289352416992,0.7006291991256806,1.2692289352416992,,
l2_only,23,82.0,0.9036658908265428,0.5507996632996633,0.6891036256250128,1.24811851978302,0.6891036256250128,1.24811851978302,,
l2_only,23,83.0,0.9041234927626391,0.541540404040404,0.675268889191639,1.234367609024048,0.675268889191639,1.234367609024048,,
l2_only,23,84.0,0.900276065491977,0.5276515151515151,0.6611786207725998,1.2626124620437622,0.6611786207725998,1.2626124620437622,,
l2_only,23,85.0,0.9105295956945932,0.5623737373737373,0.6520417115158961,1.2376564741134644,0.6520417115158961,1.2376564741134644,,
l2_only,23,86.0,0.9076894959794932,0.541540404040404,0.6419080564569483,1.2394107580184937,0.6419080564569483,1.2394107580184937,,
l2_only,23,87.0,0.906975448872736,0.5630050505050506,0.6288769742707992,1.2381521463394165,0.6288769742707992,1.2381521463394165,,
l2_only,23,88.0,0.9129114458705608,0.5276515151515151,0.620233190859862,1.247892141342163,0.620233190859862,1.247892141342163,,
l2_only,23,89.0,0.9146024813666278,0.5345959595959596,0.6110898705644985,1.242586970329285,0.6110898705644985,1.242586970329285,,
l2_only,23,90.0,0.9109188895887887,0.5497474747474748,0.6034619990806777,1.2272628545761108,0.6034619990806777,1.2272628545761108,,
l2_only,23,91.0,0.9193217022808172,0.5276515151515151,0.5918011819228863,1.23893940448761,0.5918011819228863,1.23893940448761,,
l2_only,23,92.0,0.917882922245339,0.5262626262626262,0.5816236561013581,1.2252380847930908,0.5816236561013581,1.2252380847930908,,
l2_only,23,93.0,0.916116574075689,0.541540404040404,0.5725992295294744,1.2271419763565063,0.5725992295294744,1.2271419763565063,,
l2_only,23,94.0,0.9161479969012296,0.5437289562289562,0.5615229003400688,1.2321878671646118,0.5615229003400688,1.2321878671646118,,
l2_only,23,95.0,0.9246113495862804,0.5401515151515152,0.5549615110669818,1.2094205617904663,0.5549615110669818,1.2094205617904663,,
l2_only,23,96.0,0.9299562708467614,0.5262626262626263,0.5454993853778314,1.2098658084869385,0.5454993853778314,1.2098658084869385,,
l2_only,23,97.0,0.9222905848986565,0.5506734006734008,0.5370919393590313,1.2229324579238892,0.5370919393590313,1.2229324579238892,,
l2_only,23,98.0,0.9309177216507932,0.5361531986531988,0.5338971045464533,1.210112452507019,0.5338971045464533,1.210112452507019,,
l2_only,23,99.0,0.9299199962579064,0.5414141414141415,0.5226720364286649,1.2133219242095947,0.5226720364286649,1.2133219242095947,,
l2_only,23,100.0,0.9276811706201245,0.5506734006734006,0.5129529791731843,1.1942694187164309,0.5129529791731843,1.1942694187164309,,
l2_only,37,1.0,0.0762977041077314,0.092063492063492,2.483984912324075,2.4785945415496826,2.483984912324075,2.4785945415496826,,
l2_only,37,2.0,0.0886570826390008,0.1115079365079365,2.4756094551743,2.4730544090271,2.4756094551743,2.4730544090271,,
l2_only,37,3.0,0.1090445972239349,0.117063492063492,2.466054728847773,2.463977336883545,2.466054728847773,2.463977336883545,,
l2_only,37,4.0,0.1124834816069092,0.0962301587301587,2.454331279826862,2.45564079284668,2.454331279826862,2.45564079284668,,
l2_only,37,5.0,0.1077398918633195,0.0892857142857142,2.439450155231916,2.4427330493927,2.439450155231916,2.4427330493927,,
l2_only,37,6.0,0.1082402143919439,0.1011904761904762,2.426525809473507,2.428399085998535,2.426525809473507,2.428399085998535,,
l2_only,37,7.0,0.1095596588363884,0.1289682539682539,2.4123595413365586,2.4165408611297607,2.4123595413365586,2.4165408611297607,,
l2_only,37,8.0,0.1161516399684638,0.1451719576719576,2.398157590022391,2.408928155899048,2.398157590022391,2.408928155899048,,
l2_only,37,9.0,0.1573144004551237,0.1213624338624338,2.382939168385097,2.394679307937622,2.382939168385097,2.394679307937622,,
l2_only,37,10.0,0.175303580067731,0.1213624338624338,2.3644540420702937,2.3840925693511963,2.3644540420702937,2.3840925693511963,,
l2_only,37,11.0,0.1838412599222347,0.1352513227513227,2.343629519007908,2.3682339191436768,2.343629519007908,2.3682339191436768,,
l2_only,37,12.0,0.1971912460355857,0.1521164021164021,2.3191517121615384,2.3561036586761475,2.3191517121615384,2.3561036586761475,,
