method,feature,block_index,layer,aggregation,coef_fro_norm_mean,coef_fro_norm_std,coef_rms_mean,coef_rms_std,coef_norm_fraction_mean,coef_norm_fraction_std
l1_l2_joint,l1_l2_whole,1,l2,whole_count,5.949309635120538,5.527305113661242,0.1517997179986343,0.14103205397027319,0.70389905841644,0.01666881784754872
l1_l2_joint,l1_whole,0,l1,whole_count,8.65261937879928,4.812802464524423,0.22077606683933113,0.12280114865514766,1.0,0.0
l1_l2_joint,l1fixed250_l2whole,0,l1,fixed250,2.279396747337995,1.7860248611338223,0.014539997271712913,0.01139283744193502,0.5111802487230603,0.019660378836336458
l1_l2_joint,l1fixed250_l2whole,1,l2,whole_count,2.0991824824044576,1.4763288545366848,0.05356172873833175,0.03766929568919217,0.48881975127693966,0.019660378836336503
l1_l2_joint,l1whole_l2fixed250,0,l1,whole_count,0.6395538406217934,0.15262050992361156,0.01631854763084032,0.003894191391627342,0.1728837324280635,0.006162598722468893
l1_l2_joint,l1whole_l2fixed250,1,l2,fixed250,3.0790202830382554,0.852790352751791,0.019640699482092613,0.005439846931796776,0.8271162675719365,0.006162598722468846
l1_l2_joint,l2_fixed250,0,l2,fixed250,3.710354313420121,0.9039669767318291,0.023667903210452892,0.005766296451352436,1.0,0.0
l1_l2_joint,l2_whole,0,l2,whole_count,6.888909332746252,6.621392501960661,0.17577409114088804,0.16894826058848006,1.0,0.0
l2_main_l1_aux,l1_fixed250,0,l1,fixed250,6.615156454272057,1.9352843166595117,0.042197286150118064,0.01234494552871517,1.0,0.0
l2_main_l1_aux,l1_l2_fixed250,0,l1,fixed250,0.7290594275313116,0.46230243127181175,0.004650582264628446,0.0029489715194375723,0.34420943442873164,0.005479935631011108
l2_main_l1_aux,l1_l2_fixed250,1,l2,fixed250,1.3752928709040377,0.8451466101605424,0.008772827553651745,0.005391088418583911,0.6557905655712685,0.005479935631011195
l2_main_l1_aux,l1_l2_whole,0,l1,whole_count,2.962486927180231,3.9312980791668726,0.0755893889714295,0.10030910750773403,0.30235166856505397,0.037623852602149774
l2_main_l1_aux,l1_l2_whole,1,l2,whole_count,5.922414821787914,7.185455240721119,0.15111348290079749,0.18334061363931264,0.6976483314349461,0.037623852602149774
l2_main_l1_aux,l1_whole,0,l1,whole_count,14.401755564485754,0.08284067494503021,0.36746825555498347,0.0021137227454488617,1.0,0.0
l2_main_l1_aux,l1fixed250_l2whole,0,l1,fixed250,3.986638716349738,1.3554516387220588,0.025430288135106713,0.008646262723667532,0.5339266107819877,0.02629228930171619
l2_main_l1_aux,l1fixed250_l2whole,1,l2,whole_count,3.4068354016585123,0.8825498021741456,0.08692717053867849,0.022518715499175966,0.4660733892180125,0.026292289301716235
l2_main_l1_aux,l1whole_l2fixed250,0,l1,whole_count,0.6174421294698912,0.41539472616218515,0.01575435586352814,0.010599011676463536,0.16786396056254824,0.0056337770443264735
l2_main_l1_aux,l1whole_l2fixed250,1,l2,fixed250,3.1153970627991683,2.129921300590082,0.019872742578185946,0.013586511402944828,0.8321360394374517,0.005633777044326467
l2_main_l1_aux,l2_fixed250,0,l2,fixed250,4.172400030612199,3.3941398315484186,0.026615237181699992,0.021650809122264778,1.0,0.0
l2_main_l1_aux,l2_whole,0,l2,whole_count,3.524165638647855,1.3684605488720765,0.08992091233059218,0.034916979977766556,1.0,0.0
