temporal_mode,primitive_width,what,magnitude,r0b_val_ba_mean,r0b_test_ba_mean,r1_val_ba_mean,r1_test_ba_mean,r2_val_ba_mean,r2_test_ba_mean,hard_val_ba_mean,hard_test_ba_mean,delta_softmax_val_pp,delta_softmax_test_pp,delta_magnitude_val_pp,delta_magnitude_test_pp,delta_hard_val_pp,delta_hard_test_pp
t0,64,norm,h,0.5592071508738176,0.55254144004144,0.5456930415263749,0.5438362563362563,0.5494708994708994,0.5428326303326303,0.43466209716209714,0.44701062826062826,-1.3514109347442682,-0.8705183705183694,0.3777857944524565,-0.10036260036260236,11.480880230880231,9.582200207200204
t0,64,norm,s,0.5592071508738176,0.55254144004144,0.5456930415263749,0.5438362563362563,0.5466931216931217,0.545312789062789,0.4225268558601892,0.43879384504384494,-1.3514109347442682,-0.8705183705183694,0.10000801667467973,0.14765327265326977,12.41662658329325,10.651894401894408
t0,128,raw,h,0.5546496713163379,0.5542445979945979,0.5600489017155684,0.5609568672068671,0.5554212762546097,0.5609725922225922,0.4602553310886644,0.42871364746364743,0.5399230399230515,0.6712269212269195,-0.462762546095874,0.001572501572510987,9.516594516594528,13.225894475894478
t0,128,raw,s,0.5546496713163379,0.5542445979945979,0.5600489017155684,0.5609568672068671,0.5433120891454225,0.5683235745735745,0.45979036395703066,0.42202542827542827,0.5399230399230515,0.6712269212269195,-1.673681257014592,0.7366707366707415,8.352172518839184,14.629814629814625
t0,128,norm,h,0.5546496713163379,0.5542445979945979,0.5502244668911336,0.5529128279128278,0.5479838063171396,0.5462229899729899,0.4602553310886644,0.42871364746364743,-0.4425204425204332,-0.13317700817701006,-0.2240660573993969,-0.6689837939837906,8.77284752284752,11.750934250934247
t0,128,norm,s,0.5546496713163379,0.5542445979945979,0.5502244668911336,0.5529128279128278,0.5456689915023248,0.5436225811225811,0.45979036395703066,0.42202542827542827,-0.4425204425204332,-0.13317700817701006,-0.45554753888087385,-0.9290246790246703,8.587862754529418,12.159715284715283
ema,16,raw,h,0.510626102292769,0.5126079938579938,0.5261143177809844,0.4801029988529988,0.5469777136443802,0.5413177100677101,0.39489538239538247,0.38129324379324375,1.548821548821544,-3.250499500499504,2.0863395863395806,6.121471121471133,15.208233124899772,16.002446627446638
ema,16,raw,s,0.510626102292769,0.5126079938579938,0.5261143177809844,0.4801029988529988,0.5312249478916146,0.5335255022755022,0.37532667949334614,0.37228650978650973,1.548821548821544,-3.250499500499504,0.5110630110630177,5.342250342250344,15.589826839826843,16.12389924889925
ema,16,norm,h,0.510626102292769,0.5126079938579938,0.47847122013788684,0.44996369371369366,0.5067580567580569,0.5091903466903466,0.39489538239538247,0.38129324379324375,-3.21548821548821,-6.264430014430017,2.828683662017001,5.922665297665292,11.186267436267439,12.789710289710282
ema,16,norm,s,0.510626102292769,0.5126079938579938,0.47847122013788684,0.44996369371369366,0.5111772486772487,0.5062014374514374,0.37532667949334614,0.37228650978650973,-3.21548821548821,-6.264430014430017,3.2706028539361833,5.623774373774376,13.585056918390254,13.39149276649277
ema,32,raw,h,0.5054793971460638,0.4897574647574647,0.5189273689273689,0.48662726162726155,0.5355018438351772,0.5159840159840159,0.3619729036395703,0.332043882043882,1.344797178130508,-0.3130203130203124,1.6574474907808279,2.9356754356754333,17.35289401956069,18.394013394013385
ema,32,raw,s,0.5054793971460638,0.4897574647574647,0.5189273689273689,0.48662726162726155,0.5266614558281225,0.5084360084360083,0.3654000320666988,0.34783411033411027,1.344797178130508,-0.3130203130203124,0.7734086900753612,2.180874680874678,16.126142376142372,16.060189810189808
ema,32,norm,h,0.5054793971460638,0.4897574647574647,0.4680335097001764,0.44668687793687784,0.5162497995831329,0.4907164594664595,0.3619729036395703,0.332043882043882,-3.7445887445887447,-4.307058682058685,4.821628988295651,4.402958152958164,15.42768959435626,15.867257742257745
ema,32,norm,s,0.5054793971460638,0.4897574647574647,0.4680335097001764,0.44668687793687784,0.5067139650472984,0.4753394753394753,0.3654000320666988,0.34783411033411027,-3.7445887445887447,-4.307058682058685,3.8680455347122003,2.865259740259746,14.131393298059958,12.750536500536501
ema,64,raw,h,0.5093775052108385,0.5100637788137788,0.530184784351451,0.5354865042365041,0.5269019560686227,0.5414109039109039,0.34835457752124416,0.3533723221223221,2.0807279140612533,2.542272542272528,-0.3282828282828332,0.5924399674399727,17.854737854737852,18.803858178858174
ema,64,raw,s,0.5093775052108385,0.5100637788137788,0.530184784351451,0.5354865042365041,0.5229337021003687,0.5483095608095607,0.34388127304793964,0.3608127983127982,2.0807279140612533,2.542272542272528,-0.7251082251082286,1.2823056573056602,17.905242905242908,18.74967624967625
ema,64,norm,h,0.5093775052108385,0.5100637788137788,0.4938953022286356,0.4821569634069634,0.5174042007375341,0.5389931827431828,0.34835457752124416,0.3533723221223221,-1.5482202982202875,-2.790681540681544,2.3508898508898532,5.683621933621935,16.904962321628997,18.562086062086063
ema,64,norm,s,0.5093775052108385,0.5100637788137788,0.4938953022286356,0.4821569634069634,0.5237854737854738,0.5258738946238947,0.34388127304793964,0.3608127983127982,-1.5482202982202875,-2.790681540681544,2.989017155683821,4.371693121693126,17.990420073753416,16.506109631109645
ema,128,raw,h,0.5142175725509058,0.5259166759166759,0.5186107102773769,0.5266578329078329,0.520861391694725,0.5429660617160618,0.3452841911175244,0.33416907166907167,0.4393137726471097,0.07411569911569549,0.22506814173480771,1.6308228808228908,17.55772005772006,20.87969900469901
ema,128,raw,s,0.5142175725509058,0.5259166759166759,0.5186107102773769,0.5266578329078329,0.5233986692320026,0.5597032597032596,0.3426607343274009,0.32418530543530544,0.4393137726471097,0.07411569911569549,0.4787958954625693,3.304542679542677,18.073793490460172,23.55179542679542
ema,128,norm,h,0.5142175725509058,0.5259166759166759,0.46882515632515626,0.4574966699966699,0.5131152797819464,0.5336420523920523,0.3452841911175244,0.33416907166907167,-4.5392416225749574,-6.842000592000602,4.429012345679012,7.614538239538243,16.7831088664422,19.947298072298064
ema,128,norm,s,0.5142175725509058,0.5259166759166759,0.46882515632515626,0.4574966699966699,0.5108004649671316,0.5281857031857031,0.3426607343274009,0.32418530543530544,-4.5392416225749574,-6.842000592000602,4.197530864197535,7.068903318903325,16.81397306397307,20.40003977503977
