temporal_mode,primitive_width,seed,representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
t0,32,11,r2_mh_qnorm,32,0.9262790484864972,0.4961700336700336,0.531547619047619,0.547945205479452,0.5161830039442269
t0,32,11,r2_ms_qraw,32,0.9458232389923504,0.5424663299663299,0.5705849705849705,0.589041095890411,0.5611799927215748
t0,32,11,r2_ms_qnorm,32,0.9781036304173528,0.4975589225589225,0.5203504828504828,0.5342465753424658,0.5090302756984847
t0,32,11,r2_mh_qraw_hard,32,0.8749722080865197,0.3729617604617605,0.3505994005994006,0.3561643835616438,0.3348535528560039
t0,32,11,r2_mh_qnorm_hard,32,0.8749722080865197,0.3729617604617605,0.3505994005994006,0.3561643835616438,0.3348535528560039
t0,32,11,r2_ms_qraw_hard,32,0.9201633294380674,0.3649591149591149,0.3432470307470307,0.3493150684931507,0.3241931239535716
t0,32,11,r2_ms_qnorm_hard,32,0.9201633294380674,0.3649591149591149,0.3432470307470307,0.3493150684931507,0.3241931239535716
t0,32,23,r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
t0,32,23,r0a_integrated_128d,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
t0,32,23,r0b_analog_k,32,0.9496422316128168,0.5771945646945646,0.5913780663780663,0.5958904109589042,0.5858518292885123
t0,32,23,r1_raw_what,32,0.9679061383307116,0.5739959114959116,0.567110667110667,0.5684931506849316,0.5666319184721144
t0,32,23,r1_norm_what,32,0.954603670512428,0.5397005772005772,0.5151785714285714,0.5205479452054794,0.515246807609611
t0,32,23,r2_mh_qraw,32,0.9217138508431932,0.5811928811928812,0.584208152958153,0.589041095890411,0.5778863209212179
t0,32,23,r2_mh_qnorm,32,0.9447948609487162,0.5517316017316017,0.5571539571539571,0.5616438356164384,0.5527100030001882
t0,32,23,r2_ms_qraw,32,0.9234083777643204,0.5692881192881193,0.5961129148629147,0.6027397260273972,0.5895527012052703
t0,32,23,r2_ms_qnorm,32,0.943192296846152,0.5398268398268399,0.5716741591741592,0.5753424657534246,0.5659463091640592
t0,32,23,r2_mh_qraw_hard,32,0.9070052267759416,0.4745189995189995,0.4345321345321345,0.4452054794520548,0.4148824239246696
t0,32,23,r2_mh_qnorm_hard,32,0.9070052267759416,0.4745189995189995,0.4345321345321345,0.4452054794520548,0.4148824239246696
t0,32,23,r2_ms_qraw_hard,32,0.9031899720415688,0.4652597402597402,0.4271298146298146,0.4383561643835616,0.4087354853868801
t0,32,23,r2_ms_qnorm_hard,32,0.9031899720415688,0.4652597402597402,0.4271298146298146,0.4383561643835616,0.4087354853868801
t0,32,37,r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
t0,32,37,r0a_integrated_128d,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
t0,32,37,r0b_analog_k,32,0.9314342562068656,0.560990860990861,0.5226641414141414,0.5342465753424658,0.5148247318525957
t0,32,37,r1_raw_what,32,0.9416224091033516,0.5778258778258779,0.520544733044733,0.5273972602739726,0.5194244710111584
t0,32,37,r1_norm_what,32,0.9648334207315864,0.5228294853294854,0.4876734376734377,0.5,0.4853314148397207
t0,32,37,r2_mh_qraw,32,0.9294785693737276,0.5594336219336219,0.5475489787989788,0.5547945205479452,0.5374558095451109
t0,32,37,r2_mh_qnorm,32,0.946804626577236,0.5345658970658971,0.4791798479298478,0.4931506849315068,0.4694169534751777
t0,32,37,r2_ms_qraw,32,0.9283253516763924,0.5686928811928812,0.5395652958152958,0.547945205479452,0.5291661246387056
t0,32,37,r2_ms_qnorm,32,0.9123092388623668,0.5365500240500242,0.4827110389610389,0.4931506849315068,0.4732983614055462
t0,32,37,r2_mh_qraw_hard,32,0.8508174558281816,0.4026214526214526,0.4549714174714174,0.4589041095890411,0.4415634176375864
t0,32,37,r2_mh_qnorm_hard,32,0.8508174558281816,0.4026214526214526,0.4549714174714174,0.4589041095890411,0.4415634176375864
t0,32,37,r2_ms_qraw_hard,32,0.8418033452901147,0.3963083213083213,0.4692571317571317,0.4726027397260274,0.4595561741096132
t0,32,37,r2_ms_qnorm_hard,32,0.8418033452901147,0.3963083213083213,0.4692571317571317,0.4726027397260274,0.4595561741096132
t0,64,11,r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
t0,64,11,r0a_integrated_128d,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
t0,64,11,r0b_analog_k,64,0.9874109844286948,0.5490259740259741,0.5184045121545121,0.5273972602739726,0.498887429394645
t0,64,11,r1_raw_what,64,1.0,0.5911556036556037,0.5607905982905982,0.5684931506849316,0.5466558973217989
t0,64,11,r1_norm_what,64,0.9967320261437908,0.5366582491582491,0.5368548118548119,0.541095890410959,0.5266394254634886
t0,64,11,r2_mh_qraw,64,0.9842058562235666,0.6044131794131794,0.5087454212454212,0.5205479452054794,0.495393384354148
t0,64,11,r2_mh_qnorm,64,0.98577699750059,0.5241161616161616,0.5259802697302697,0.5342465753424658,0.5137959077089512
t0,64,11,r2_ms_qraw,64,0.9858084203261308,0.6113576238576239,0.5087454212454212,0.5205479452054794,0.494666680502444
t0,64,11,r2_ms_qnorm,64,0.948355831073406,0.5296717171717171,0.5438374125874126,0.5547945205479452,0.5272802665809103
t0,64,11,r2_mh_qraw_hard,64,0.9771189821007152,0.4074134199134199,0.4381313131313131,0.4452054794520548,0.4186667385309151
t0,64,11,r2_mh_qnorm_hard,64,0.9771189821007152,0.4074134199134199,0.4381313131313131,0.4452054794520548,0.4186667385309151
t0,64,11,r2_ms_qraw_hard,64,0.9833825986584496,0.3981541606541607,0.4305555555555555,0.4383561643835616,0.4123367372825835
t0,64,11,r2_ms_qnorm_hard,64,0.9833825986584496,0.3981541606541607,0.4305555555555555,0.4383561643835616,0.4123367372825835
t0,64,23,r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
t0,64,23,r0a_integrated_128d,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
t0,64,23,r0b_analog_k,64,0.9354227916844868,0.5693241943241943,0.5818944943944944,0.589041095890411,0.5884574757123776
t0,64,23,r1_raw_what,64,0.9890449713567993,0.5810726310726311,0.5709054834054833,0.5753424657534246,0.5742485122929768
t0,64,23,r1_norm_what,64,1.0,0.5526936026936027,0.5560266122766122,0.5684931506849316,0.5557431331425139
t0,64,23,r2_mh_qraw,64,0.9407823544048972,0.5540464165464166,0.5894702519702519,0.5958904109589042,0.5939388936660889
t0,64,23,r2_mh_qnorm,64,0.9932449304508127,0.5730699855699855,0.5442002442002442,0.5547945205479452,0.5363387849476269
t0,64,23,r2_ms_qraw,64,0.9418365395198036,0.5421416546416546,0.5894702519702519,0.5958904109589042,0.5939388936660889
t0,64,23,r2_ms_qnorm,64,0.9932449304508127,0.5730699855699855,0.5397359584859585,0.5547945205479452,0.5343894431900358
t0,64,23,r2_mh_qraw_hard,64,0.96007506695631,0.4466329966329966,0.4111395548895549,0.4178082191780822,0.4142509789061513
t0,64,23,r2_mh_qnorm_hard,64,0.96007506695631,0.4466329966329966,0.4111395548895549,0.4178082191780822,0.4142509789061513
t0,64,23,r2_ms_qraw_hard,64,0.9584410800282056,0.4403198653198652,0.4016407203907203,0.410958904109589,0.4001246673855128
t0,64,23,r2_ms_qnorm_hard,64,0.9584410800282056,0.4403198653198652,0.4016407203907203,0.410958904109589,0.4001246673855128
t0,64,37,r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
t0,64,37,r0a_integrated_128d,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
t0,64,37,r0b_analog_k,64,0.9442837176374436,0.5592712842712843,0.5573253135753136,0.5616438356164384,0.5460845648341035
t0,64,37,r1_raw_what,64,0.9610833713671286,0.5593073593073593,0.5342983405483405,0.541095890410959,0.5241432764754709
t0,64,37,r1_norm_what,64,0.9924679644856748,0.5477272727272727,0.5386273448773449,0.547945205479452,0.5274638244452485
t0,64,37,r2_mh_qraw,64,0.9791476903995848,0.5606601731601731,0.5242667055167055,0.5273972602739726,0.5102178698540928
t0,64,37,r2_mh_qnorm,64,0.9407545996369496,0.5512265512265512,0.558317377067377,0.5616438356164384,0.549639126883709
t0,64,37,r2_ms_qraw,64,0.9791476903995848,0.5444564694564694,0.524724580974581,0.5273972602739726,0.5039616659181877
t0,64,37,r2_ms_qnorm,64,0.9434427716799604,0.5373376623376623,0.5523649961149961,0.5547945205479452,0.5426260541236073
t0,64,37,r2_mh_qraw_hard,64,0.7822447605503767,0.449939874939875,0.4917610167610167,0.4931506849315068,0.4813453936650031
t0,64,37,r2_mh_qnorm_hard,64,0.7822447605503767,0.449939874939875,0.4917610167610167,0.4931506849315068,0.4813453936650031
t0,64,37,r2_ms_qraw_hard,64,0.7866192019223672,0.4291065416065416,0.4841852591852592,0.4863013698630137,0.4767194124910343
t0,64,37,r2_ms_qnorm_hard,64,0.7866192019223672,0.4291065416065416,0.4841852591852592,0.4863013698630137,0.4767194124910343
t0,128,11,r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
t0,128,11,r0a_integrated_128d,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
t0,128,11,r0b_analog_k,128,0.935454157070454,0.5406144781144782,0.5191849816849816,0.5342465753424658,0.5123571526512704
t0,128,11,r1_raw_what,128,1.0,0.5405242905242905,0.5680666555666555,0.5753424657534246,0.5589994471005821
t0,128,11,r1_norm_what,128,1.0,0.5511664261664262,0.5695547508047508,0.5821917808219178,0.5603351625492993
t0,128,11,r2_mh_qraw,128,0.9745299473828856,0.5270562770562771,0.5569576257076257,0.5684931506849316,0.5398240696208964
t0,128,11,r2_mh_qnorm,128,0.9983974358974358,0.5210377585377585,0.5355311355311355,0.541095890410959,0.5134419546264176
t0,128,11,r2_ms_qraw,128,0.97616393431099,0.5207431457431457,0.5553342490842491,0.5684931506849316,0.5386054686054685
t0,128,11,r2_ms_qnorm,128,0.9983974358974358,0.514093314093314,0.5201541514041514,0.5273972602739726,0.4936675622497233
t0,128,11,r2_mh_qraw_hard,128,0.9967948717948718,0.400012025012025,0.3836281773781773,0.3972602739726027,0.3649086966318708
t0,128,11,r2_mh_qnorm_hard,128,0.9967948717948718,0.400012025012025,0.3836281773781773,0.3972602739726027,0.3649086966318708
t0,128,11,r2_ms_qraw_hard,128,0.97618046451925,0.4069504569504569,0.3824127261627261,0.3972602739726027,0.3667263661592155
t0,128,11,r2_ms_qnorm_hard,128,0.97618046451925,0.4069504569504569,0.3824127261627261,0.3972602739726027,0.3667263661592155
t0,128,23,r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
t0,128,23,r0a_integrated_128d,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
t0,128,23,r0b_analog_k,128,0.9561219166997916,0.5652898027898027,0.5719377844377843,0.5821917808219178,0.5681618017337832
t0,128,23,r1_raw_what,128,0.9983333333333334,0.5803150553150553,0.5565608003108002,0.5684931506849316,0.5621624736080473
t0,128,23,r1_norm_what,128,1.0,0.54496151996152,0.5473096348096347,0.5616438356164384,0.555710143161973
t0,128,23,r2_mh_qraw,128,0.7701759931958904,0.5666426166426167,0.5546717171717171,0.5753424657534246,0.5373226009095574
t0,128,23,r2_mh_qnorm,128,0.9900386164786832,0.5566618566618566,0.5710719835719835,0.5821917808219178,0.5640980969046657
t0,128,23,r2_ms_qraw,128,0.985040990647724,0.5574615199615199,0.5664432789432788,0.5753424657534246,0.5660276591280827
t0,128,23,r2_ms_qnorm,128,0.9900386164786832,0.5566618566618566,0.57269536019536,0.5821917808219178,0.5670068790173018
t0,128,23,r2_mh_qraw_hard,128,0.8598515382526055,0.517015392015392,0.451530414030414,0.4726027397260274,0.4362365408028239
t0,128,23,r2_mh_qnorm_hard,128,0.8598515382526055,0.517015392015392,0.451530414030414,0.4726027397260274,0.4362365408028239
t0,128,23,r2_ms_qraw_hard,128,0.8581154271414942,0.5086820586820587,0.4386335886335886,0.4589041095890411,0.4241097627385037
t0,128,23,r2_ms_qnorm_hard,128,0.8581154271414942,0.5086820586820587,0.4386335886335886,0.4589041095890411,0.4241097627385037
t0,128,37,r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
t0,128,37,r0a_integrated_128d,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
t0,128,37,r0b_analog_k,128,0.9209915784235014,0.558044733044733,0.5716110278610279,0.5753424657534246,0.564220771177293
t0,128,37,r1_raw_what,128,0.9752790313120008,0.5593073593073593,0.5582431457431457,0.5616438356164384,0.5504244138077764
t0,128,37,r1_norm_what,128,0.9624431068567662,0.5545454545454546,0.541874098124098,0.547945205479452,0.5312617604790387
t0,128,37,r2_mh_qraw,128,0.9635298985029348,0.572564935064935,0.5712884337884337,0.5684931506849316,0.5589843489843489
t0,128,37,r2_mh_qnorm,128,0.9528159369924046,0.5662518037518037,0.5320658508158508,0.5342465753424658,0.5185311140574299
t0,128,37,r2_ms_qraw,128,0.9619575714589096,0.5517316017316017,0.5831931956931957,0.5821917808219178,0.5707025307887376
t0,128,37,r2_ms_qnorm,128,0.9544499239205092,0.5662518037518037,0.5380182317682317,0.541095890410959,0.5244348773524975
t0,128,37,r2_mh_qraw_hard,128,0.8751200843880197,0.4637385762385762,0.4509823509823509,0.4589041095890411,0.4466142613201436
t0,128,37,r2_mh_qnorm_hard,128,0.8751200843880197,0.4637385762385762,0.4509823509823509,0.4589041095890411,0.4466142613201436
t0,128,37,r2_ms_qraw_hard,128,0.8751200843880199,0.4637385762385762,0.44502997002997,0.4520547945205479,0.4403348965848965
t0,128,37,r2_ms_qnorm_hard,128,0.8751200843880199,0.4637385762385762,0.44502997002997,0.4520547945205479,0.4403348965848965
ema,16,11,r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
ema,16,11,r0a_integrated_128d,128,0.9524424209606818,0.5180615680615681,0.5161477411477411,0.5273972602739726,0.5037371394492463
ema,16,11,r0b_analog_k,16,0.9586117388238612,0.5001743626743627,0.4378399378399378,0.4520547945205479,0.4269871505603912
ema,16,11,r1_raw_what,16,0.894237537729066,0.5167087542087542,0.4479208291708291,0.4589041095890411,0.4346009878332533
ema,16,11,r1_norm_what,16,0.8879702467386478,0.4862854737854738,0.4310286935286935,0.4383561643835616,0.423434146605502
ema,16,11,r2_mh_qraw,16,0.9207557379307704,0.5663780663780663,0.5023580586080586,0.5205479452054794,0.4935629962103047
ema,16,11,r2_mh_qnorm,16,0.9405455357393914,0.5077501202501203,0.4749791874791874,0.4863013698630137,0.4549777937331136
ema,16,11,r2_ms_qraw,16,0.9225168127310608,0.5532467532467532,0.4910124597624596,0.5136986301369864,0.4814512166974618
ema,16,11,r2_ms_qnorm,16,0.9357984545707416,0.5063612313612313,0.4794434731934732,0.4863013698630137,0.4599698575082205
ema,16,11,r2_mh_qraw_hard,16,0.614795620859612,0.3977934102934103,0.3957743645243645,0.4041095890410959,0.3896614537454488
ema,16,11,r2_mh_qnorm_hard,16,0.614795620859612,0.3977934102934103,0.3957743645243645,0.4041095890410959,0.3896614537454488
ema,16,11,r2_ms_qraw_hard,16,0.7104785496151943,0.3876022126022126,0.3801628926628926,0.3904109589041096,0.3598111385182324
ema,16,11,r2_ms_qnorm_hard,16,0.7104785496151943,0.3876022126022126,0.3801628926628926,0.3904109589041096,0.3598111385182324
ema,16,23,r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
ema,16,23,r0a_integrated_128d,128,0.9900386164786832,0.5583754208754209,0.5390873015873016,0.547945205479452,0.5277767784642319
ema,16,23,r0b_analog_k,16,0.959221392321323,0.52749518999519,0.5683011433011432,0.5753424657534246,0.5593089738110378
ema,16,23,r1_raw_what,16,0.9216092278581092,0.5225348725348725,0.5012896825396825,0.5068493150684932,0.4988027136577861
ema,16,23,r1_norm_what,16,0.8142330922078259,0.4717352092352092,0.4577152014652014,0.4589041095890411,0.454089409200971
ema,16,23,r2_mh_qraw,16,0.8957806421190965,0.5290103415103414,0.5692300754800754,0.5753424657534246,0.5755518070817001
ema,16,23,r2_mh_qnorm,16,0.948859979145631,0.5053992303992304,0.5663551726051725,0.5684931506849316,0.5530373138000594
ema,16,23,r2_ms_qraw,16,0.8944386766654961,0.535954785954786,0.576805833055833,0.5821917808219178,0.5834931942539322
ema,16,23,r2_ms_qnorm,16,0.9585406520921196,0.5206770081770081,0.5733967421467421,0.5753424657534246,0.563135270809375
ema,16,23,r2_mh_qraw_hard,16,0.6735543637024669,0.4088023088023089,0.412783744033744,0.410958904109589,0.3925342713427255
ema,16,23,r2_mh_qnorm_hard,16,0.6735543637024669,0.4088023088023089,0.412783744033744,0.410958904109589,0.3925342713427255
ema,16,23,r2_ms_qraw_hard,16,0.6510001424450423,0.3819203944203944,0.4237935675435675,0.4315068493150685,0.4124307847192373
ema,16,23,r2_ms_qnorm_hard,16,0.6510001424450423,0.3819203944203944,0.4237935675435675,0.4315068493150685,0.4124307847192373
ema,16,37,r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
ema,16,37,r0a_integrated_128d,128,0.943264533686884,0.5162157287157286,0.5210699023199022,0.5273972602739726,0.5152861017277494
ema,16,37,r0b_analog_k,16,0.9143687126298518,0.5042087542087542,0.5316829004329003,0.541095890410959,0.5244755935486518
ema,16,37,r1_raw_what,16,0.9246766227234168,0.5390993265993266,0.4910984848484848,0.5,0.4886812287894197
ema,16,37,r1_norm_what,16,0.8321921554423747,0.4773929773929774,0.4611471861471861,0.4657534246575342,0.434744860710019
ema,16,37,r2_mh_qraw,16,0.9016675873998682,0.545544733044733,0.5523649961149961,0.5547945205479452,0.5402135440996471
ema,16,37,r2_mh_qnorm,16,0.9025258652758564,0.5071248196248196,0.4862366799866799,0.4863013698630137,0.4723634028423245
ema,16,37,r2_ms_qraw,16,0.9042501438348124,0.5044733044733044,0.532758214008214,0.5342465753424658,0.5237773867143866
ema,16,37,r2_ms_qnorm,16,0.8986714908130854,0.5064935064935064,0.465764097014097,0.4657534246575342,0.455321008076312
ema,16,37,r2_mh_qraw_hard,16,0.5256964395930508,0.3780904280904281,0.3353216228216228,0.3356164383561644,0.3006649831649831
ema,16,37,r2_mh_qnorm_hard,16,0.5256964395930508,0.3780904280904281,0.3353216228216228,0.3356164383561644,0.3006649831649831
ema,16,37,r2_ms_qraw_hard,16,0.5283284952127144,0.3564574314574314,0.3129030691530691,0.3082191780821918,0.2781883903790597
ema,16,37,r2_ms_qnorm_hard,16,0.5283284952127144,0.3564574314574314,0.3129030691530691,0.3082191780821918,0.2781883903790597
ema,32,11,r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
ema,32,11,r0a_integrated_128d,128,0.9524424209606818,0.5180615680615681,0.5161477411477411,0.5273972602739726,0.5037371394492463
ema,32,11,r0b_analog_k,32,0.9573219187491708,0.4753367003367004,0.4584748584748584,0.4726027397260274,0.4324835725827762
ema,32,11,r1_raw_what,32,0.9628306878914028,0.4974266474266475,0.4420676545676545,0.4520547945205479,0.4340236553505499
ema,32,11,r1_norm_what,32,0.878933628897871,0.4328403078403078,0.3961101398601399,0.4041095890410959,0.3784612330690761
ema,32,11,r2_mh_qraw,32,0.9497204387904014,0.5253367003367004,0.4940989565989565,0.5068493150684932,0.4813457104957464
ema,32,11,r2_mh_qnorm,32,0.9342173039752044,0.4892255892255892,0.4492826617826617,0.4589041095890411,0.4251664492037243
ema,32,11,r2_ms_qraw,32,0.9492177242637304,0.5108164983164984,0.4795787545787545,0.4931506849315068,0.4641487992308108
ema,32,11,r2_ms_qnorm,32,0.8743733487238242,0.468025493025493,0.400770757020757,0.410958904109589,0.3874285312211009
ema,32,11,r2_mh_qraw_hard,32,0.6330811074531686,0.3268278018278018,0.2849768287268287,0.2876712328767123,0.2619982109371343
ema,32,11,r2_mh_qnorm_hard,32,0.6330811074531686,0.3268278018278018,0.2849768287268287,0.2876712328767123,0.2619982109371343
ema,32,11,r2_ms_qraw_hard,32,0.6621177457579887,0.321566859066859,0.31127553002553,0.3150684931506849,0.2852033677852347
ema,32,11,r2_ms_qnorm_hard,32,0.6621177457579887,0.321566859066859,0.31127553002553,0.3150684931506849,0.2852033677852347
ema,32,23,r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
ema,32,23,r0a_integrated_128d,128,0.9900386164786832,0.5583754208754209,0.5390873015873016,0.547945205479452,0.5277767784642319
ema,32,23,r0b_analog_k,32,0.9678040503794744,0.566552429052429,0.5251103063603063,0.5342465753424658,0.5228795659678013
ema,32,23,r1_raw_what,32,0.9445597654704172,0.5471079846079846,0.5150523088023087,0.5205479452054794,0.5031444727013613
ema,32,23,r1_norm_what,32,0.9051748128477168,0.5122895622895622,0.4581730769230769,0.4589041095890411,0.4498048371189104
ema,32,23,r2_mh_qraw,32,0.8701675709776325,0.5703823953823954,0.5567189754689753,0.5684931506849316,0.5553025875626495
ema,32,23,r2_mh_qnorm,32,0.9166598700329666,0.556403318903319,0.5080107392607393,0.5136986301369864,0.5007379560011139
ema,32,23,r2_ms_qraw,32,0.9283418193875064,0.5583814333814333,0.5469717782217781,0.5547945205479452,0.5396812291973583
