condition,family,shifts_mem,tau_mem_ms,shifts_syn,tau_syn_ms,recurrent,seed,feature_dim,feature_type,phase_probe_C,phase_probe_test_accuracy,phase_probe_test_ba,phase_probe_test_macro_f1,phase_probe_val_ba,progress_probe_alpha,progress_probe_test_mae,progress_probe_test_r2,progress_probe_val_mae
mem_single_s4,mem,[4],[242.10347130039656],[1],[22.542110013890053],False,71,128,spike500,10.0,0.30931080185553345,0.30459819104768066,0.2787196874457595,0.2964135523967074,10.0,0.11880004405975342,0.7324850559234619,0.13096588850021362
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,11,128,membrane,10.0,0.3153578528827038,0.31136963754351954,0.29342500007751343,0.3274725883781635,0.01,0.12001414597034454,0.7115188837051392,0.12660130858421326
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,11,128,synaptic,0.1,0.3427766732935719,0.33836861212047614,0.3179937102644203,0.3241548930633808,0.01,0.1348045915365219,0.6762158870697021,0.15203846991062164
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,11,128,spike,0.01,0.30790258449304175,0.30340373460086856,0.28161032931404234,0.30051781208078415,10.0,0.13540863990783691,0.6710606813430786,0.150987446308136
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,11,128,spike250,0.01,0.3066600397614314,0.30211701618306186,0.2795311614773742,0.3063553428598119,0.01,0.1242995634675026,0.7003649473190308,0.1350296139717102
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,11,128,spike500,0.01,0.3080682571239231,0.30357417776705153,0.2776544883562642,0.3167292127351129,0.01,0.11975936591625214,0.7102503776550293,0.12684619426727295
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,23,128,membrane,10.0,0.34020874751491054,0.33550842555385835,0.3153934533502095,0.3280872828842816,0.01,0.11356714367866516,0.7405392527580261,0.12398642301559448
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,23,128,synaptic,0.01,0.3489065606361829,0.34445291508340753,0.32673436952364715,0.3388605836522944,1.0,0.12717176973819733,0.7112761735916138,0.14309218525886536
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,23,128,spike,0.01,0.3142809807819748,0.3095109822266503,0.2869150682498547,0.2987877631247472,10.0,0.13535508513450623,0.6731186509132385,0.1486876755952835
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,23,128,spike250,0.01,0.31850563286944994,0.313956443175532,0.29035958688292923,0.3193688043090636,10.0,0.12484515458345413,0.7001141905784607,0.13114775717258453
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,23,128,spike500,0.01,0.32231610337972166,0.31739866738063605,0.28894214808203483,0.32525194728568085,10.0,0.12112681567668915,0.7110251188278198,0.1253247708082199
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,37,128,membrane,0.01,0.3343273691186216,0.33001910424823716,0.31077995955033266,0.3329923306585193,10.0,0.11475135385990143,0.7323664426803589,0.11725621670484543
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,37,128,synaptic,10.0,0.3383035122597747,0.33409023605572474,0.3162669269976057,0.33877387834651795,0.01,0.12824058532714844,0.6996723413467407,0.14050163328647614
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,37,128,spike,0.01,0.3214049039098741,0.3168546317742689,0.29342428242015844,0.29868819898190013,10.0,0.1310127079486847,0.6895877718925476,0.1432752013206482
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,37,128,spike250,10.0,0.3281146454605699,0.323605411628325,0.3000400937796375,0.31991248021315644,10.0,0.11548051983118057,0.7396582961082458,0.12453068792819977
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,37,128,spike500,0.01,0.34335652750165674,0.3387858728697721,0.31277359259682097,0.32134551050163657,10.0,0.1112382635474205,0.7517223954200745,0.11808319389820099
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,53,128,membrane,0.01,0.340622929092114,0.3358970535886195,0.3148445090179903,0.3330920533827327,10.0,0.1144682988524437,0.7410115003585815,0.12334340810775757
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,53,128,synaptic,0.01,0.3421139827700464,0.3374560093314077,0.3186448909715686,0.3343563050055148,10.0,0.13137181103229523,0.6913949251174927,0.14729341864585876
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,53,128,spike,0.1,0.3059973492379059,0.3008927771206632,0.2772172261874618,0.3035894429947311,10.0,0.13344143331050873,0.6793071627616882,0.14848212897777557
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,53,128,spike250,0.01,0.31096752816434725,0.30635098949767225,0.2824162971403761,0.3126019616231095,10.0,0.11723638325929642,0.7357969880104065,0.1307670921087265
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,53,128,spike500,0.01,0.3106361829025845,0.30605791852110154,0.28323635445484646,0.3094471541278128,10.0,0.11335673183202744,0.7500203251838684,0.12279116362333298
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,71,128,membrane,1.0,0.33979456593770707,0.33435326633514756,0.31003789419630107,0.3151776348042631,0.01,0.11395356059074402,0.7465860247612,0.12666869163513184
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,71,128,synaptic,1.0,0.34335652750165674,0.3385146830850177,0.31681177652724163,0.3257525969101002,0.01,0.13438062369823456,0.6825335025787354,0.15178002417087555
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,71,128,spike,0.01,0.307571239231279,0.3025991282684227,0.27732193611272804,0.28456799834759106,10.0,0.14025816321372986,0.6567063331604004,0.15547920763492584
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,71,128,spike250,1.0,0.30533465871438037,0.3002302063439566,0.2710407430857108,0.29114684914367894,10.0,0.123188316822052,0.7207578420639038,0.13861864805221558
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,71,128,spike500,1.0,0.305168986083499,0.3003298726369187,0.27286030561215197,0.2984473858534033,10.0,0.1185140609741211,0.7334862947463989,0.12991303205490112
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,11,128,membrane,10.0,0.30889662027833004,0.3048203452480358,0.2867838318453842,0.32074883653150826,0.01,0.12442897260189056,0.6917020678520203,0.12474773824214935
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,11,128,synaptic,0.1,0.34377070907886015,0.33930761620349614,0.3188598337107974,0.32404152697033656,10.0,0.1346937119960785,0.6765342950820923,0.15197519958019257
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,11,128,spike,1.0,0.30409211398277003,0.29946686239675196,0.2770683353834033,0.2925967573741555,10.0,0.13633713126182556,0.6652432680130005,0.15186919271945953
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,11,128,spike250,0.01,0.3045891318754142,0.29998097130332196,0.27609914167916527,0.3158115010216834,0.01,0.12425396591424942,0.6986860036849976,0.13549965620040894
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,11,128,spike500,0.01,0.31030483764082173,0.3057665017849319,0.28019466594167985,0.31967194457743475,0.01,0.11907560378313065,0.7114865779876709,0.12733063101768494
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,23,128,membrane,0.01,0.33242213386348574,0.32768172119025446,0.30561561030089723,0.3248165384993313,10.0,0.11371753364801407,0.7320135831832886,0.12493147701025009
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,23,128,synaptic,10.0,0.3483267064280981,0.3440091758291719,0.32678302951229593,0.3379509811813533,1.0,0.12708206474781036,0.7115206718444824,0.14311321079730988
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,23,128,spike,0.01,0.3101391650099404,0.305491601159655,0.28319440734075324,0.30421119808976244,10.0,0.1362989842891693,0.6663251519203186,0.14782914519309998
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,23,128,spike250,0.01,0.31618621603711067,0.311588475348536,0.2873993638742535,0.3212946281409427,10.0,0.12462189793586731,0.7014045715332031,0.13151536881923676
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,23,128,spike500,0.01,0.31403247183565275,0.3093931517360321,0.28227065008208363,0.32662577977715085,10.0,0.11997680366039276,0.7180484533309937,0.12582308053970337
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,37,128,membrane,10.0,0.3353214049039099,0.3311203619151644,0.31287505188792386,0.32651712456222065,10.0,0.11755680292844772,0.7149351835250854,0.11819625645875931
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,37,128,synaptic,10.0,0.3389662027833002,0.3347496953670265,0.31709424856724006,0.33977163095019564,1.0,0.12823757529258728,0.6997600197792053,0.14048902690410614
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,37,128,spike,0.01,0.32786613651424784,0.3232682452202214,0.29983665297419765,0.3022469239105482,10.0,0.13115037977695465,0.6898924112319946,0.1431960165500641
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,37,128,spike250,10.0,0.3383035122597747,0.3337690243551382,0.3115884650270669,0.3102485157687339,10.0,0.11557009071111679,0.7443873286247253,0.12492349743843079
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,37,128,spike500,0.01,0.3399602385685885,0.3354027260224422,0.3094567445547169,0.310096055867318,10.0,0.10991394519805908,0.7577719688415527,0.11838392168283463
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,53,128,membrane,0.01,0.33416169648774025,0.32960892375902884,0.30769554147304845,0.3256739325356321,10.0,0.11624671518802643,0.7258321642875671,0.1224774569272995
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,53,128,synaptic,0.01,0.3436050364479788,0.33899122662167475,0.31999328262914234,0.33416823041552857,10.0,0.13135145604610443,0.6913079023361206,0.1473025232553482
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,53,128,spike,0.01,0.30848243870112657,0.30343180121038194,0.27956114825967915,0.29115893967053325,10.0,0.13452917337417603,0.6738868951797485,0.14769800007343292
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,53,128,spike250,1.0,0.31312127236580517,0.30849532770384036,0.2847924174067472,0.31018360399314543,10.0,0.1202826276421547,0.7260894179344177,0.1301044225692749
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,53,128,spike500,0.01,0.30790258449304175,0.3032088737460511,0.27980910690862454,0.3103828920239152,10.0,0.11721807718276978,0.7364174127578735,0.12330850213766098
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,71,128,membrane,1.0,0.3354042412193506,0.3300886588726605,0.30465756831182256,0.3176312909153116,0.1,0.1189732551574707,0.722642719745636,0.12630446255207062
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,71,128,synaptic,10.0,0.3450132538104705,0.3402163289354415,0.31896452588459423,0.3267035708827718,0.1,0.1343730241060257,0.6825989484786987,0.1517668217420578
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,71,128,spike,0.01,0.3066600397614314,0.3016343597455295,0.27564942991163627,0.2849320513696894,10.0,0.13911014795303345,0.661704421043396,0.15389060974121094
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,71,128,spike250,1.0,0.31088469184890655,0.3057941767447556,0.2777899582618466,0.2905083875716506,10.0,0.1244259625673294,0.7161030769348145,0.13412070274353027
mem_single_s6,mem,[6],[992.1669944116244],[1],[22.542110013890053],False,71,128,spike500,0.01,0.31403247183565275,0.30890117395003425,0.2796642642316224,0.30680534900618506,10.0,0.12150368094444275,0.7220842838287354,0.12572042644023895
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,11,128,membrane,10.0,0.3229787939032472,0.31896445317593963,0.3034562874815943,0.34303015834618233,10.0,0.12467239797115326,0.6926784515380859,0.12352745980024338
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,11,128,synaptic,10.0,0.34285950960901257,0.338440329650304,0.31799118099498785,0.32346470243173686,0.01,0.13473249971866608,0.6762839555740356,0.15202315151691437
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,11,128,spike,0.01,0.3039264413518887,0.29898987352969003,0.2760845558342434,0.2938050626514995,10.0,0.13790440559387207,0.6612858772277832,0.15255141258239746
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,11,128,spike250,10.0,0.29812789927104044,0.2939237213809525,0.27174404065435603,0.30921458354950604,10.0,0.12265294790267944,0.7135193347930908,0.1342831254005432
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,11,128,spike500,1.0,0.3067428760768721,0.30195714409451585,0.27749907301050647,0.31546415031436126,0.01,0.1178547814488411,0.7240859270095825,0.12554383277893066
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,23,128,membrane,1.0,0.34244532803180916,0.33866688856852073,0.32304221552122664,0.35018827357831694,10.0,0.11147862672805786,0.7443563938140869,0.12253247946500778
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,23,128,synaptic,10.0,0.3489065606361829,0.3445964981777728,0.3273914276065527,0.34150436605974227,0.01,0.12699711322784424,0.7117819786071777,0.1431349664926529
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,23,128,spike,0.01,0.319831013916501,0.3150631493702627,0.29211633460146835,0.2939309828147699,10.0,0.13408367335796356,0.6794532537460327,0.1493505835533142
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,23,128,spike250,0.01,0.31394963552021204,0.30966266182846974,0.2854571208482602,0.31240849350872774,10.0,0.12189788371324539,0.7141553163528442,0.13067644834518433
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,23,128,spike500,10.0,0.314777998674619,0.31049096705428936,0.2861722633637022,0.31388489152437116,10.0,0.11759085953235626,0.7255021333694458,0.12290272116661072
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,37,128,membrane,1.0,0.35097746852220013,0.346913944896143,0.3322598279343219,0.35039657129891655,0.01,0.11231686919927597,0.7372987270355225,0.11631345003843307
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,37,128,synaptic,1.0,0.339546056991385,0.33528632252091717,0.3174644257719775,0.3395341064432518,1.0,0.12838058173656464,0.6991474628448486,0.14042916893959045
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,37,128,spike,1.0,0.3151921802518224,0.3107496044971065,0.2888202328655776,0.29393562583800453,10.0,0.13190065324306488,0.6834527850151062,0.14598312973976135
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,37,128,spike250,1.0,0.3291086812458582,0.3244240277987408,0.3014182281926554,0.31312489339555916,10.0,0.1170489490032196,0.7350634932518005,0.12621523439884186
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,37,128,spike500,10.0,0.32703777335984097,0.32261055304069464,0.29865933073632894,0.3173378397113381,10.0,0.11078888922929764,0.7525452375411987,0.11758790910243988
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,128,membrane,10.0,0.3497349237905898,0.3456137149094201,0.33094974416858625,0.34899794300007886,10.0,0.11713801324367523,0.7264866828918457,0.12236718088388443
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,128,synaptic,0.01,0.3412027833001988,0.3365156849627041,0.31744853306181514,0.33423578236522755,10.0,0.13150376081466675,0.6912179589271545,0.14700022339820862
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,128,spike,0.01,0.3214877402253148,0.31651875173329913,0.2946350209551751,0.29614678104312886,10.0,0.13163237273693085,0.6858193874359131,0.15066108107566833
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,128,spike250,0.01,0.3281974817760106,0.32314249266873973,0.29971586666365607,0.31271705023610136,10.0,0.11274819076061249,0.7530726194381714,0.12989206612110138
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,128,spike500,0.1,0.3167660702451955,0.31173100170198315,0.2866839489684202,0.31471496813852423,10.0,0.10840800404548645,0.7675106525421143,0.1206069067120552
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,128,membrane,10.0,0.35106030483764084,0.3465252443738797,0.330958107350524,0.33485659914460697,0.1,0.11900102347135544,0.7217065691947937,0.12488061934709549
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,128,synaptic,0.1,0.34476474486414843,0.33987033884359763,0.31774126260239616,0.3260351246151493,0.01,0.1343778520822525,0.682548463344574,0.15178118646144867
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,128,spike,1.0,0.30773691186216034,0.30273928198662087,0.2782179480203927,0.2831206518032755,10.0,0.14011633396148682,0.6550182104110718,0.15458913147449493
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,128,spike250,0.01,0.3290258449304175,0.3238364885005591,0.29818838666317965,0.2916508626481406,10.0,0.1251855045557022,0.7110167741775513,0.13491734862327576
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,128,spike500,0.01,0.3132869449966865,0.3086207596466844,0.28233821871209336,0.3104299455461287,0.01,0.12250842899084091,0.7195990085601807,0.1260034143924713
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,128,membrane,10.0,0.3215705765407555,0.3173636708770804,0.2955308998789604,0.32183463522611877,0.01,0.12062227725982666,0.7166942358016968,0.1330045610666275
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,128,synaptic,10.0,0.32496686547382375,0.32077785288788147,0.2984797283657158,0.3319983687608027,0.01,0.12145263701677322,0.7149200439453125,0.13487623631954193
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,128,spike,0.1,0.3012756792577866,0.29674561132373134,0.27443884653882483,0.30410307783920454,10.0,0.12689681351184845,0.702724814414978,0.1350747048854828
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,128,spike250,0.1,0.2835487077534791,0.2788400885370621,0.25390898582364063,0.3133292687755348,10.0,0.12465882301330566,0.7009707093238831,0.1261093020439148
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,128,spike500,1.0,0.2890987408880053,0.2846276390858615,0.2597464849074758,0.31712686256462536,10.0,0.1258034110069275,0.6900113821029663,0.12071488052606583
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,128,membrane,0.1,0.3436878727634195,0.3395463448230798,0.3181792454500955,0.3322866666623213,10.0,0.11050058156251907,0.7564042210578918,0.12585753202438354
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,128,synaptic,0.01,0.34493041749502984,0.3405960551813535,0.319394972895006,0.33791578070288325,0.01,0.1095096692442894,0.7627751231193542,0.12555046379566193
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,128,spike,0.1,0.3085652750165673,0.303968936953899,0.28052225644809237,0.3087940769531727,10.0,0.12591981887817383,0.7051382660865784,0.12716145813465118
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,128,spike250,0.1,0.30939363817097415,0.3049376505475361,0.2817721038612461,0.31725055473941477,10.0,0.12079007178544998,0.7173048257827759,0.11925408244132996
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,128,spike500,10.0,0.3092279655400928,0.30459500936972256,0.2786887878454973,0.33178149259063616,10.0,0.11851832270622253,0.71701979637146,0.1171143501996994
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,128,membrane,1.0,0.3415341285619616,0.3373525636266243,0.3166713245540028,0.34801116401685694,10.0,0.11204633861780167,0.7502384781837463,0.1180189698934555
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,128,synaptic,1.0,0.33573558648111335,0.33139413163991305,0.3106892265908733,0.3512025092224695,0.01,0.11143741756677628,0.7531518340110779,0.11813648790121078
