condition,family,shifts_mem,tau_mem_ms,shifts_syn,tau_syn_ms,recurrent,seed,ablation,replicate,native_val_phase_ba,native_test_phase_ba,native_test_progress_mae,probe_val_phase_ba,probe_test_phase_ba,probe_test_progress_mae
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,23,temporal_shuffle,2,0.16031027553829189,0.17158329963866512,0.1713406647721382,0.4227790875256024,0.44282405264666586,0.10937285423278809
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,23,temporal_shuffle,3,0.16189353847011387,0.17069015479640978,0.173518811186699,0.4148766793898372,0.4432849066910555,0.10980009287595749
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,23,temporal_shuffle,4,0.16137366648587678,0.17385390519540592,0.17134927233604536,0.4265533057675617,0.42555235445270834,0.116217702627182
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,37,ordered,0,0.36911705441034975,0.3673861721256304,0.1600391391205461,0.3595728622671278,0.34451599065147936,0.11394881457090378
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,37,state_reset,0,0.14856865094929228,0.14345935816795588,0.26495965212991796,0.3079453075166918,0.3165295073724877,0.14273174107074738
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,37,temporal_shuffle,0,0.15870784123312753,0.17489075083069852,0.15716798664772347,0.40612768622491113,0.4264082478015527,0.10759571939706802
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,37,temporal_shuffle,1,0.1590597882555491,0.16996638354713367,0.1608058753078931,0.4120329380297457,0.43888437822440823,0.10299886018037796
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,37,temporal_shuffle,2,0.15173334970538105,0.17509831622016214,0.16018006899585463,0.4130978113290623,0.4106655214731975,0.107072614133358
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,37,temporal_shuffle,3,0.16165839640642138,0.18051370747412396,0.15944919357561085,0.412619186841241,0.40442609699307336,0.11079630255699158
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,37,temporal_shuffle,4,0.16060876649727568,0.1816798246820736,0.15830039324825756,0.408081254096485,0.4218751251079354,0.10914848744869232
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,53,ordered,0,0.3198446244672008,0.3214522772864017,0.18743504890023846,0.3451739596699544,0.33807631239012376,0.11758589744567871
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,53,state_reset,0,0.10390437925667222,0.10802795308403437,0.26441559726244784,0.302317060437162,0.31331580297593653,0.14312303066253662
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,53,temporal_shuffle,0,0.1619943583046473,0.15516212332043253,0.1613972725933545,0.4064335558256074,0.4397558815913838,0.11368583887815475
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,53,temporal_shuffle,1,0.15598784313597197,0.1535698272072947,0.15679037407652974,0.41369791200709216,0.42722031866389665,0.1112302616238594
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,53,temporal_shuffle,2,0.15710513633097223,0.15538260683761843,0.16011485334945053,0.39548196035167205,0.4461814747556961,0.11172940582036972
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,53,temporal_shuffle,3,0.1566745034848591,0.15583057935162564,0.15994369003870715,0.40603283404510115,0.4490815864927537,0.11381425708532333
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,53,temporal_shuffle,4,0.1615523938496795,0.15419322792606396,0.15932169189191844,0.3975270250382676,0.4280643394329253,0.11593823879957199
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,71,ordered,0,0.3563035918862569,0.3616695118376644,0.1853046172285733,0.34070765023230665,0.35384266918573826,0.1172356903553009
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,71,state_reset,0,0.13613109955909963,0.13704658086347127,0.2666538806810771,0.29343143885678064,0.31024841998134023,0.14449842274188995
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,71,temporal_shuffle,0,0.14196636820003983,0.15476639274257958,0.1747293815220872,0.4048698779492309,0.45121549295913177,0.11144932359457016
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,71,temporal_shuffle,1,0.15446197446348003,0.15160157667737217,0.1741769705733208,0.4086282171536177,0.4391147263122742,0.11177277565002441
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,71,temporal_shuffle,2,0.14373755704991084,0.15851088020618326,0.1671344123474539,0.41237677091275876,0.4328721094057816,0.10881909728050232
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,71,temporal_shuffle,3,0.14696679689773937,0.15668005268761204,0.16897253794212863,0.4042299416520966,0.4364174677825748,0.11349546909332275
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,71,temporal_shuffle,4,0.15002118400989123,0.14757096711591253,0.17385162556008116,0.4000549436274731,0.4273569236316018,0.11303167790174484
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,11,ordered,0,0.3662366644682883,0.37187136834068324,0.15933657672307264,0.3550357160821615,0.3603841258075769,0.11800304055213928
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,11,state_reset,0,0.1491928881930474,0.1519943142776264,0.27058671925165884,0.3013934342505885,0.31662100248046,0.1447100043296814
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,11,temporal_shuffle,0,0.11360495127206154,0.12080583553783375,0.2619185447692871,0.22224273438247905,0.22594341468823664,0.1977693736553192
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,11,temporal_shuffle,1,0.12976702357618847,0.1314684634689926,0.2550568123386331,0.2353380483712138,0.24258398414396534,0.1938471496105194
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,11,temporal_shuffle,2,0.1277096820981057,0.12856227862921923,0.25539509564229884,0.23950533951780945,0.22808969541196245,0.19888822734355927
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,11,temporal_shuffle,3,0.12526918010169252,0.12219096051588588,0.25691842379635327,0.22920945461253273,0.23550004968892857,0.2002195566892624
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,11,temporal_shuffle,4,0.12048236593434392,0.12992355942482212,0.25412841202461556,0.2268449900714507,0.233004947220057,0.19611841440200806
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,23,ordered,0,0.3667807754948937,0.391070992233593,0.1612115118601551,0.35573028247637795,0.35905453253105096,0.11393500119447708
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,23,state_reset,0,0.1664917090959684,0.16532840578527058,0.2548345898928708,0.3076628390327,0.32072946928747903,0.13787798583507538
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,23,temporal_shuffle,0,0.1343272358519135,0.13060367089943145,0.2439156950336613,0.2677350831487032,0.2805705053754993,0.1688576638698578
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,23,temporal_shuffle,1,0.1291899244825801,0.13177051080657565,0.2398792554254401,0.2658236111037545,0.27993919473509055,0.16902029514312744
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,23,temporal_shuffle,2,0.13120499698767266,0.1332995868787676,0.24393046392153386,0.26554136140497586,0.27173277381586536,0.1666640341281891
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,23,temporal_shuffle,3,0.13294428558169633,0.13272669754264754,0.2408156443948615,0.2524402653926275,0.26615274349452045,0.17234869301319122
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,23,temporal_shuffle,4,0.1357980580331303,0.12501698151231871,0.24181317629879467,0.2634178259776966,0.2878125818823193,0.16548913717269897
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,37,ordered,0,0.37167526188115924,0.36846308201107275,0.17713876946331703,0.35217276912908,0.3601655540229987,0.11895699054002762
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,37,state_reset,0,0.1462409226007579,0.14162769879287176,0.2632912446374763,0.30941193313977294,0.32170216680982144,0.14471009373664856
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,37,temporal_shuffle,0,0.12824820930364217,0.13120037446106309,0.2123827819954859,0.2746535430668734,0.2854403294146463,0.15911732614040375
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,37,temporal_shuffle,1,0.13814099858253073,0.129082090808546,0.21026497017847348,0.28791738493593794,0.2855857701919182,0.16069650650024414
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,37,temporal_shuffle,2,0.14277142050560987,0.13835466559891452,0.21094329063206502,0.2846909348803296,0.2932080141962849,0.16330008208751678
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,37,temporal_shuffle,3,0.13255315877483548,0.14144754064413312,0.20697639413075905,0.29219148667280676,0.29112095230770846,0.15815560519695282
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,37,temporal_shuffle,4,0.13235597883300204,0.13994432413897187,0.2086356470029648,0.2835616704231208,0.30220656721214817,0.15610992908477783
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,53,ordered,0,0.363652334127943,0.37227467033342376,0.15866446821656946,0.3559809469055175,0.3587294458515671,0.11420486867427826
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,53,state_reset,0,0.14690221982839652,0.15221479536063764,0.26281501169074073,0.3050020442825354,0.3151691895196992,0.14238396286964417
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,53,temporal_shuffle,0,0.12686166116191125,0.13119703174101813,0.24089819111236155,0.2857585164703054,0.27903301123361257,0.1607745736837387
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,53,temporal_shuffle,1,0.12039041266688426,0.12510124057556732,0.24512534272180844,0.29428516934292515,0.28254062648326755,0.156767338514328
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,53,temporal_shuffle,2,0.12382660206314385,0.11924870804147684,0.2440423116292039,0.2910817283369327,0.2871137592162117,0.15674880146980286
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,53,temporal_shuffle,3,0.12977450140372437,0.13579573057844443,0.2400194422839439,0.29682381497855814,0.2882368834362686,0.1555532068014145
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,53,temporal_shuffle,4,0.12368167180318386,0.12484102592248254,0.24259577058765985,0.29477216678838924,0.2809879981515392,0.1549118608236313
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,71,ordered,0,0.3721079085741434,0.3777532753307543,0.17608126548871603,0.3467921444218117,0.3529374369614095,0.11822474002838135
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,71,state_reset,0,0.1704008957896326,0.17272283224785734,0.25816987965204946,0.2941131523684325,0.31310763231125605,0.1450067162513733
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,71,temporal_shuffle,0,0.121295616507839,0.12800841363554902,0.2432240231396401,0.25637136872887517,0.27770390420640584,0.16872814297676086
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,71,temporal_shuffle,1,0.11948828911797978,0.12744902256063081,0.25197182289541586,0.26869894981067877,0.26948999945836793,0.1776553839445114
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,71,temporal_shuffle,2,0.1229489789191951,0.13081082324203558,0.242727666685026,0.26499765141476955,0.2805306228710355,0.16944587230682373
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,71,temporal_shuffle,3,0.12263164908342916,0.12453797415065675,0.24387830904085342,0.2615411201364516,0.25394485360421043,0.17796233296394348
rsnn_shortmem,rsnn,[1],[22.542110013890053],[1],[22.542110013890053],True,71,temporal_shuffle,4,0.12881305024229567,0.12893589879690293,0.24578786222902063,0.2643435359090947,0.2793269936067245,0.17303280532360077
