split_seed,condition,split,user
71,fixed_0650ms,train,user_14
71,fixed_0650ms,train,user_18
71,fixed_0650ms,train,user_19
71,fixed_0650ms,train,user_20
71,fixed_0650ms,train,user_5
71,fixed_0650ms,train,user_7
71,fixed_0650ms,train,user_9
71,fixed_0650ms,val,user_0
71,fixed_0650ms,val,user_15
71,fixed_0650ms,val,user_3
71,fixed_0650ms,val,user_8
71,fixed_0750ms,test,user_16
71,fixed_0750ms,test,user_2
71,fixed_0750ms,test,user_4
71,fixed_0750ms,test,user_6
71,fixed_0750ms,train,user_1
71,fixed_0750ms,train,user_10
71,fixed_0750ms,train,user_11
71,fixed_0750ms,train,user_12
71,fixed_0750ms,train,user_13
71,fixed_0750ms,train,user_14
71,fixed_0750ms,train,user_18
71,fixed_0750ms,train,user_19
71,fixed_0750ms,train,user_20
71,fixed_0750ms,train,user_5
71,fixed_0750ms,train,user_7
71,fixed_0750ms,train,user_9
71,fixed_0750ms,val,user_0
71,fixed_0750ms,val,user_15
71,fixed_0750ms,val,user_3
71,fixed_0750ms,val,user_8
71,fixed_0850ms,test,user_16
71,fixed_0850ms,test,user_2
71,fixed_0850ms,test,user_4
71,fixed_0850ms,test,user_6
71,fixed_0850ms,train,user_1
71,fixed_0850ms,train,user_10
71,fixed_0850ms,train,user_11
71,fixed_0850ms,train,user_12
71,fixed_0850ms,train,user_13
71,fixed_0850ms,train,user_14
71,fixed_0850ms,train,user_18
71,fixed_0850ms,train,user_19
71,fixed_0850ms,train,user_20
71,fixed_0850ms,train,user_5
71,fixed_0850ms,train,user_7
71,fixed_0850ms,train,user_9
71,fixed_0850ms,val,user_0
71,fixed_0850ms,val,user_15
71,fixed_0850ms,val,user_3
71,fixed_0850ms,val,user_8
71,fixed_0950ms,test,user_16
71,fixed_0950ms,test,user_2
71,fixed_0950ms,test,user_4
71,fixed_0950ms,test,user_6
71,fixed_0950ms,train,user_1
71,fixed_0950ms,train,user_10
71,fixed_0950ms,train,user_11
71,fixed_0950ms,train,user_12
71,fixed_0950ms,train,user_13
71,fixed_0950ms,train,user_14
71,fixed_0950ms,train,user_18
71,fixed_0950ms,train,user_19
71,fixed_0950ms,train,user_20
71,fixed_0950ms,train,user_5
71,fixed_0950ms,train,user_7
71,fixed_0950ms,train,user_9
71,fixed_0950ms,val,user_0
71,fixed_0950ms,val,user_15
71,fixed_0950ms,val,user_3
71,fixed_0950ms,val,user_8
71,fixed_1050ms,test,user_16
71,fixed_1050ms,test,user_2
71,fixed_1050ms,test,user_4
71,fixed_1050ms,test,user_6
71,fixed_1050ms,train,user_1
71,fixed_1050ms,train,user_10
71,fixed_1050ms,train,user_11
71,fixed_1050ms,train,user_12
71,fixed_1050ms,train,user_13
71,fixed_1050ms,train,user_14
71,fixed_1050ms,train,user_18
71,fixed_1050ms,train,user_19
71,fixed_1050ms,train,user_20
71,fixed_1050ms,train,user_5
71,fixed_1050ms,train,user_7
71,fixed_1050ms,train,user_9
71,fixed_1050ms,val,user_0
71,fixed_1050ms,val,user_15
71,fixed_1050ms,val,user_3
71,fixed_1050ms,val,user_8
71,relative_01bin,test,user_16
71,relative_01bin,test,user_2
71,relative_01bin,test,user_4
71,relative_01bin,test,user_6
71,relative_01bin,train,user_1
71,relative_01bin,train,user_10
71,relative_01bin,train,user_11
71,relative_01bin,train,user_12
71,relative_01bin,train,user_13
71,relative_01bin,train,user_14
71,relative_01bin,train,user_18
71,relative_01bin,train,user_19
71,relative_01bin,train,user_20
71,relative_01bin,train,user_5
71,relative_01bin,train,user_7
71,relative_01bin,train,user_9
71,relative_01bin,val,user_0
71,relative_01bin,val,user_15
71,relative_01bin,val,user_3
71,relative_01bin,val,user_8
71,relative_02bin,test,user_16
71,relative_02bin,test,user_2
71,relative_02bin,test,user_4
71,relative_02bin,test,user_6
71,relative_02bin,train,user_1
71,relative_02bin,train,user_10
71,relative_02bin,train,user_11
71,relative_02bin,train,user_12
71,relative_02bin,train,user_13
71,relative_02bin,train,user_14
71,relative_02bin,train,user_18
71,relative_02bin,train,user_19
71,relative_02bin,train,user_20
71,relative_02bin,train,user_5
71,relative_02bin,train,user_7
71,relative_02bin,train,user_9
71,relative_02bin,val,user_0
71,relative_02bin,val,user_15
71,relative_02bin,val,user_3
71,relative_02bin,val,user_8
71,relative_04bin,test,user_16
71,relative_04bin,test,user_2
71,relative_04bin,test,user_4
71,relative_04bin,test,user_6
71,relative_04bin,train,user_1
71,relative_04bin,train,user_10
71,relative_04bin,train,user_11
71,relative_04bin,train,user_12
71,relative_04bin,train,user_13
71,relative_04bin,train,user_14
71,relative_04bin,train,user_18
71,relative_04bin,train,user_19
71,relative_04bin,train,user_20
71,relative_04bin,train,user_5
71,relative_04bin,train,user_7
71,relative_04bin,train,user_9
71,relative_04bin,val,user_0
71,relative_04bin,val,user_15
71,relative_04bin,val,user_3
71,relative_04bin,val,user_8
71,relative_06bin,test,user_16
71,relative_06bin,test,user_2
71,relative_06bin,test,user_4
71,relative_06bin,test,user_6
71,relative_06bin,train,user_1
71,relative_06bin,train,user_10
71,relative_06bin,train,user_11
71,relative_06bin,train,user_12
71,relative_06bin,train,user_13
71,relative_06bin,train,user_14
71,relative_06bin,train,user_18
71,relative_06bin,train,user_19
71,relative_06bin,train,user_20
71,relative_06bin,train,user_5
71,relative_06bin,train,user_7
71,relative_06bin,train,user_9
71,relative_06bin,val,user_0
71,relative_06bin,val,user_15
71,relative_06bin,val,user_3
71,relative_06bin,val,user_8
71,relative_08bin,test,user_16
71,relative_08bin,test,user_2
71,relative_08bin,test,user_4
71,relative_08bin,test,user_6
71,relative_08bin,train,user_1
71,relative_08bin,train,user_10
71,relative_08bin,train,user_11
71,relative_08bin,train,user_12
71,relative_08bin,train,user_13
71,relative_08bin,train,user_14
71,relative_08bin,train,user_18
71,relative_08bin,train,user_19
71,relative_08bin,train,user_20
71,relative_08bin,train,user_5
71,relative_08bin,train,user_7
71,relative_08bin,train,user_9
71,relative_08bin,val,user_0
71,relative_08bin,val,user_15
71,relative_08bin,val,user_3
71,relative_08bin,val,user_8
71,relative_10bin,test,user_16
71,relative_10bin,test,user_2
71,relative_10bin,test,user_4
71,relative_10bin,test,user_6
71,relative_10bin,train,user_1
71,relative_10bin,train,user_10
71,relative_10bin,train,user_11
71,relative_10bin,train,user_12
71,relative_10bin,train,user_13
71,relative_10bin,train,user_14
71,relative_10bin,train,user_18
71,relative_10bin,train,user_19
71,relative_10bin,train,user_20
71,relative_10bin,train,user_5
71,relative_10bin,train,user_7
71,relative_10bin,train,user_9
71,relative_10bin,val,user_0
71,relative_10bin,val,user_15
71,relative_10bin,val,user_3
71,relative_10bin,val,user_8
71,relative_12bin,test,user_16
71,relative_12bin,test,user_2
71,relative_12bin,test,user_4
71,relative_12bin,test,user_6
71,relative_12bin,train,user_1
71,relative_12bin,train,user_10
71,relative_12bin,train,user_11
71,relative_12bin,train,user_12
71,relative_12bin,train,user_13
71,relative_12bin,train,user_14
71,relative_12bin,train,user_18
71,relative_12bin,train,user_19
71,relative_12bin,train,user_20
71,relative_12bin,train,user_5
71,relative_12bin,train,user_7
71,relative_12bin,train,user_9
71,relative_12bin,val,user_0
71,relative_12bin,val,user_15
71,relative_12bin,val,user_3
71,relative_12bin,val,user_8
71,relative_16bin,test,user_16
71,relative_16bin,test,user_2
71,relative_16bin,test,user_4
71,relative_16bin,test,user_6
71,relative_16bin,train,user_1
71,relative_16bin,train,user_10
71,relative_16bin,train,user_11
71,relative_16bin,train,user_12
71,relative_16bin,train,user_13
71,relative_16bin,train,user_14
71,relative_16bin,train,user_18
71,relative_16bin,train,user_19
71,relative_16bin,train,user_20
71,relative_16bin,train,user_5
71,relative_16bin,train,user_7
71,relative_16bin,train,user_9
71,relative_16bin,val,user_0
71,relative_16bin,val,user_15
71,relative_16bin,val,user_3
71,relative_16bin,val,user_8
71,relative_20bin,test,user_16
71,relative_20bin,test,user_2
71,relative_20bin,test,user_4
71,relative_20bin,test,user_6
71,relative_20bin,train,user_1
71,relative_20bin,train,user_10
71,relative_20bin,train,user_11
71,relative_20bin,train,user_12
71,relative_20bin,train,user_13
71,relative_20bin,train,user_14
71,relative_20bin,train,user_18
71,relative_20bin,train,user_19
71,relative_20bin,train,user_20
71,relative_20bin,train,user_5
71,relative_20bin,train,user_7
71,relative_20bin,train,user_9
71,relative_20bin,val,user_0
71,relative_20bin,val,user_15
71,relative_20bin,val,user_3
71,relative_20bin,val,user_8
