split_seed,condition,split,user
11,fixed_0950ms,test,user_2
11,fixed_0950ms,test,user_3
11,fixed_0950ms,train,user_0
11,fixed_0950ms,train,user_10
11,fixed_0950ms,train,user_13
11,fixed_0950ms,train,user_15
11,fixed_0950ms,train,user_18
11,fixed_0950ms,train,user_19
11,fixed_0950ms,train,user_20
11,fixed_0950ms,train,user_4
11,fixed_0950ms,train,user_5
11,fixed_0950ms,train,user_6
11,fixed_0950ms,train,user_7
11,fixed_0950ms,train,user_8
11,fixed_0950ms,val,user_11
11,fixed_0950ms,val,user_12
11,fixed_0950ms,val,user_16
11,fixed_0950ms,val,user_9
11,fixed_1050ms,test,user_1
11,fixed_1050ms,test,user_14
11,fixed_1050ms,test,user_2
11,fixed_1050ms,test,user_3
11,fixed_1050ms,train,user_0
11,fixed_1050ms,train,user_10
11,fixed_1050ms,train,user_13
11,fixed_1050ms,train,user_15
11,fixed_1050ms,train,user_18
11,fixed_1050ms,train,user_19
11,fixed_1050ms,train,user_20
11,fixed_1050ms,train,user_4
11,fixed_1050ms,train,user_5
11,fixed_1050ms,train,user_6
11,fixed_1050ms,train,user_7
11,fixed_1050ms,train,user_8
11,fixed_1050ms,val,user_11
11,fixed_1050ms,val,user_12
11,fixed_1050ms,val,user_16
11,fixed_1050ms,val,user_9
11,relative_01bin,test,user_1
11,relative_01bin,test,user_14
11,relative_01bin,test,user_2
11,relative_01bin,test,user_3
11,relative_01bin,train,user_0
11,relative_01bin,train,user_10
11,relative_01bin,train,user_13
11,relative_01bin,train,user_15
11,relative_01bin,train,user_18
11,relative_01bin,train,user_19
11,relative_01bin,train,user_20
11,relative_01bin,train,user_4
11,relative_01bin,train,user_5
11,relative_01bin,train,user_6
11,relative_01bin,train,user_7
11,relative_01bin,train,user_8
11,relative_01bin,val,user_11
11,relative_01bin,val,user_12
11,relative_01bin,val,user_16
11,relative_01bin,val,user_9
11,relative_02bin,test,user_1
11,relative_02bin,test,user_14
11,relative_02bin,test,user_2
11,relative_02bin,test,user_3
11,relative_02bin,train,user_0
11,relative_02bin,train,user_10
11,relative_02bin,train,user_13
11,relative_02bin,train,user_15
11,relative_02bin,train,user_18
11,relative_02bin,train,user_19
11,relative_02bin,train,user_20
11,relative_02bin,train,user_4
11,relative_02bin,train,user_5
11,relative_02bin,train,user_6
11,relative_02bin,train,user_7
11,relative_02bin,train,user_8
11,relative_02bin,val,user_11
11,relative_02bin,val,user_12
11,relative_02bin,val,user_16
11,relative_02bin,val,user_9
11,relative_04bin,test,user_1
11,relative_04bin,test,user_14
11,relative_04bin,test,user_2
11,relative_04bin,test,user_3
11,relative_04bin,train,user_0
11,relative_04bin,train,user_10
11,relative_04bin,train,user_13
11,relative_04bin,train,user_15
11,relative_04bin,train,user_18
11,relative_04bin,train,user_19
11,relative_04bin,train,user_20
11,relative_04bin,train,user_4
11,relative_04bin,train,user_5
11,relative_04bin,train,user_6
11,relative_04bin,train,user_7
11,relative_04bin,train,user_8
11,relative_04bin,val,user_11
11,relative_04bin,val,user_12
11,relative_04bin,val,user_16
11,relative_04bin,val,user_9
11,relative_06bin,test,user_1
11,relative_06bin,test,user_14
11,relative_06bin,test,user_2
11,relative_06bin,test,user_3
11,relative_06bin,train,user_0
11,relative_06bin,train,user_10
11,relative_06bin,train,user_13
11,relative_06bin,train,user_15
11,relative_06bin,train,user_18
11,relative_06bin,train,user_19
11,relative_06bin,train,user_20
11,relative_06bin,train,user_4
11,relative_06bin,train,user_5
11,relative_06bin,train,user_6
11,relative_06bin,train,user_7
11,relative_06bin,train,user_8
11,relative_06bin,val,user_11
11,relative_06bin,val,user_12
11,relative_06bin,val,user_16
11,relative_06bin,val,user_9
11,relative_08bin,test,user_1
11,relative_08bin,test,user_14
11,relative_08bin,test,user_2
11,relative_08bin,test,user_3
11,relative_08bin,train,user_0
11,relative_08bin,train,user_10
11,relative_08bin,train,user_13
11,relative_08bin,train,user_15
11,relative_08bin,train,user_18
11,relative_08bin,train,user_19
11,relative_08bin,train,user_20
11,relative_08bin,train,user_4
11,relative_08bin,train,user_5
11,relative_08bin,train,user_6
11,relative_08bin,train,user_7
11,relative_08bin,train,user_8
11,relative_08bin,val,user_11
11,relative_08bin,val,user_12
11,relative_08bin,val,user_16
11,relative_08bin,val,user_9
11,relative_10bin,test,user_1
11,relative_10bin,test,user_14
11,relative_10bin,test,user_2
11,relative_10bin,test,user_3
11,relative_10bin,train,user_0
11,relative_10bin,train,user_10
11,relative_10bin,train,user_13
11,relative_10bin,train,user_15
11,relative_10bin,train,user_18
11,relative_10bin,train,user_19
11,relative_10bin,train,user_20
11,relative_10bin,train,user_4
11,relative_10bin,train,user_5
11,relative_10bin,train,user_6
11,relative_10bin,train,user_7
11,relative_10bin,train,user_8
11,relative_10bin,val,user_11
11,relative_10bin,val,user_12
11,relative_10bin,val,user_16
11,relative_10bin,val,user_9
11,relative_12bin,test,user_1
11,relative_12bin,test,user_14
11,relative_12bin,test,user_2
11,relative_12bin,test,user_3
11,relative_12bin,train,user_0
11,relative_12bin,train,user_10
11,relative_12bin,train,user_13
11,relative_12bin,train,user_15
11,relative_12bin,train,user_18
11,relative_12bin,train,user_19
11,relative_12bin,train,user_20
11,relative_12bin,train,user_4
11,relative_12bin,train,user_5
11,relative_12bin,train,user_6
11,relative_12bin,train,user_7
11,relative_12bin,train,user_8
11,relative_12bin,val,user_11
11,relative_12bin,val,user_12
11,relative_12bin,val,user_16
11,relative_12bin,val,user_9
11,relative_16bin,test,user_1
11,relative_16bin,test,user_14
11,relative_16bin,test,user_2
11,relative_16bin,test,user_3
11,relative_16bin,train,user_0
11,relative_16bin,train,user_10
11,relative_16bin,train,user_13
11,relative_16bin,train,user_15
11,relative_16bin,train,user_18
11,relative_16bin,train,user_19
11,relative_16bin,train,user_20
11,relative_16bin,train,user_4
11,relative_16bin,train,user_5
11,relative_16bin,train,user_6
11,relative_16bin,train,user_7
11,relative_16bin,train,user_8
11,relative_16bin,val,user_11
11,relative_16bin,val,user_12
11,relative_16bin,val,user_16
11,relative_16bin,val,user_9
11,relative_20bin,test,user_1
11,relative_20bin,test,user_14
11,relative_20bin,test,user_2
11,relative_20bin,test,user_3
11,relative_20bin,train,user_0
11,relative_20bin,train,user_10
11,relative_20bin,train,user_13
11,relative_20bin,train,user_15
11,relative_20bin,train,user_18
11,relative_20bin,train,user_19
11,relative_20bin,train,user_20
11,relative_20bin,train,user_4
11,relative_20bin,train,user_5
11,relative_20bin,train,user_6
11,relative_20bin,train,user_7
11,relative_20bin,train,user_8
11,relative_20bin,val,user_11
11,relative_20bin,val,user_12
11,relative_20bin,val,user_16
11,relative_20bin,val,user_9
23,fixed_0050ms,test,user_16
23,fixed_0050ms,test,user_5
23,fixed_0050ms,test,user_6
23,fixed_0050ms,test,user_8
23,fixed_0050ms,train,user_0
23,fixed_0050ms,train,user_1
23,fixed_0050ms,train,user_12
23,fixed_0050ms,train,user_13
23,fixed_0050ms,train,user_15
23,fixed_0050ms,train,user_18
23,fixed_0050ms,train,user_19
23,fixed_0050ms,train,user_2
23,fixed_0050ms,train,user_20
23,fixed_0050ms,train,user_4
23,fixed_0050ms,train,user_7
23,fixed_0050ms,train,user_9
23,fixed_0050ms,val,user_10
23,fixed_0050ms,val,user_11
23,fixed_0050ms,val,user_14
23,fixed_0050ms,val,user_3
23,fixed_0150ms,test,user_16
23,fixed_0150ms,test,user_5
23,fixed_0150ms,test,user_6
23,fixed_0150ms,test,user_8
23,fixed_0150ms,train,user_0
23,fixed_0150ms,train,user_1
23,fixed_0150ms,train,user_12
23,fixed_0150ms,train,user_13
23,fixed_0150ms,train,user_15
23,fixed_0150ms,train,user_18
23,fixed_0150ms,train,user_19
23,fixed_0150ms,train,user_2
23,fixed_0150ms,train,user_20
23,fixed_0150ms,train,user_4
23,fixed_0150ms,train,user_7
23,fixed_0150ms,train,user_9
23,fixed_0150ms,val,user_10
23,fixed_0150ms,val,user_11
23,fixed_0150ms,val,user_14
23,fixed_0150ms,val,user_3
23,fixed_0250ms,test,user_16
23,fixed_0250ms,test,user_5
23,fixed_0250ms,test,user_6
23,fixed_0250ms,test,user_8
23,fixed_0250ms,train,user_0
23,fixed_0250ms,train,user_1
23,fixed_0250ms,train,user_12
23,fixed_0250ms,train,user_13
23,fixed_0250ms,train,user_15
23,fixed_0250ms,train,user_18
23,fixed_0250ms,train,user_19
23,fixed_0250ms,train,user_2
23,fixed_0250ms,train,user_20
23,fixed_0250ms,train,user_4
23,fixed_0250ms,train,user_7
23,fixed_0250ms,train,user_9
23,fixed_0250ms,val,user_10
23,fixed_0250ms,val,user_11
23,fixed_0250ms,val,user_14
23,fixed_0250ms,val,user_3
23,fixed_0350ms,test,user_16
23,fixed_0350ms,test,user_5
23,fixed_0350ms,test,user_6
23,fixed_0350ms,test,user_8
23,fixed_0350ms,train,user_0
23,fixed_0350ms,train,user_1
23,fixed_0350ms,train,user_12
23,fixed_0350ms,train,user_13
23,fixed_0350ms,train,user_15
23,fixed_0350ms,train,user_18
23,fixed_0350ms,train,user_19
23,fixed_0350ms,train,user_2
23,fixed_0350ms,train,user_20
23,fixed_0350ms,train,user_4
23,fixed_0350ms,train,user_7
23,fixed_0350ms,train,user_9
23,fixed_0350ms,val,user_10
23,fixed_0350ms,val,user_11
23,fixed_0350ms,val,user_14
23,fixed_0350ms,val,user_3
23,fixed_0450ms,test,user_16
23,fixed_0450ms,test,user_5
23,fixed_0450ms,test,user_6
23,fixed_0450ms,test,user_8
23,fixed_0450ms,train,user_0
23,fixed_0450ms,train,user_1
23,fixed_0450ms,train,user_12
23,fixed_0450ms,train,user_13
23,fixed_0450ms,train,user_15
23,fixed_0450ms,train,user_18
23,fixed_0450ms,train,user_19
23,fixed_0450ms,train,user_2
23,fixed_0450ms,train,user_20
23,fixed_0450ms,train,user_4
23,fixed_0450ms,train,user_7
23,fixed_0450ms,train,user_9
23,fixed_0450ms,val,user_10
23,fixed_0450ms,val,user_11
23,fixed_0450ms,val,user_14
23,fixed_0450ms,val,user_3
23,fixed_0550ms,test,user_16
23,fixed_0550ms,test,user_5
23,fixed_0550ms,test,user_6
23,fixed_0550ms,test,user_8
23,fixed_0550ms,train,user_0
23,fixed_0550ms,train,user_1
23,fixed_0550ms,train,user_12
23,fixed_0550ms,train,user_13
23,fixed_0550ms,train,user_15
23,fixed_0550ms,train,user_18
23,fixed_0550ms,train,user_19
23,fixed_0550ms,train,user_2
23,fixed_0550ms,train,user_20
23,fixed_0550ms,train,user_4
23,fixed_0550ms,train,user_7
23,fixed_0550ms,train,user_9
23,fixed_0550ms,val,user_10
23,fixed_0550ms,val,user_11
23,fixed_0550ms,val,user_14
23,fixed_0550ms,val,user_3
23,fixed_0650ms,test,user_16
23,fixed_0650ms,test,user_5
23,fixed_0650ms,test,user_6
23,fixed_0650ms,test,user_8
23,fixed_0650ms,train,user_0
23,fixed_0650ms,train,user_1
23,fixed_0650ms,train,user_12
23,fixed_0650ms,train,user_13
23,fixed_0650ms,train,user_15
23,fixed_0650ms,train,user_18
23,fixed_0650ms,train,user_19
23,fixed_0650ms,train,user_2
23,fixed_0650ms,train,user_20
23,fixed_0650ms,train,user_4
23,fixed_0650ms,train,user_7
23,fixed_0650ms,train,user_9
23,fixed_0650ms,val,user_10
23,fixed_0650ms,val,user_11
23,fixed_0650ms,val,user_14
23,fixed_0650ms,val,user_3
23,fixed_0750ms,test,user_16
23,fixed_0750ms,test,user_5
23,fixed_0750ms,test,user_6
23,fixed_0750ms,test,user_8
23,fixed_0750ms,train,user_0
23,fixed_0750ms,train,user_1
23,fixed_0750ms,train,user_12
23,fixed_0750ms,train,user_13
23,fixed_0750ms,train,user_15
23,fixed_0750ms,train,user_18
23,fixed_0750ms,train,user_19
23,fixed_0750ms,train,user_2
23,fixed_0750ms,train,user_20
23,fixed_0750ms,train,user_4
23,fixed_0750ms,train,user_7
23,fixed_0750ms,train,user_9
23,fixed_0750ms,val,user_10
23,fixed_0750ms,val,user_11
23,fixed_0750ms,val,user_14
23,fixed_0750ms,val,user_3
23,fixed_0850ms,test,user_16
23,fixed_0850ms,test,user_5
23,fixed_0850ms,test,user_6
23,fixed_0850ms,test,user_8
23,fixed_0850ms,train,user_0
23,fixed_0850ms,train,user_1
23,fixed_0850ms,train,user_12
23,fixed_0850ms,train,user_13
23,fixed_0850ms,train,user_15
23,fixed_0850ms,train,user_18
23,fixed_0850ms,train,user_19
23,fixed_0850ms,train,user_2
23,fixed_0850ms,train,user_20
23,fixed_0850ms,train,user_4
23,fixed_0850ms,train,user_7
23,fixed_0850ms,train,user_9
23,fixed_0850ms,val,user_10
23,fixed_0850ms,val,user_11
23,fixed_0850ms,val,user_14
23,fixed_0850ms,val,user_3
23,fixed_0950ms,test,user_16
23,fixed_0950ms,test,user_5
23,fixed_0950ms,test,user_6
23,fixed_0950ms,test,user_8
23,fixed_0950ms,train,user_0
23,fixed_0950ms,train,user_1
23,fixed_0950ms,train,user_12
23,fixed_0950ms,train,user_13
23,fixed_0950ms,train,user_15
23,fixed_0950ms,train,user_18
23,fixed_0950ms,train,user_19
23,fixed_0950ms,train,user_2
23,fixed_0950ms,train,user_20
23,fixed_0950ms,train,user_4
23,fixed_0950ms,train,user_7
23,fixed_0950ms,train,user_9
23,fixed_0950ms,val,user_10
23,fixed_0950ms,val,user_11
23,fixed_0950ms,val,user_14
23,fixed_0950ms,val,user_3
23,fixed_1050ms,test,user_16
23,fixed_1050ms,test,user_5
23,fixed_1050ms,test,user_6
23,fixed_1050ms,test,user_8
23,fixed_1050ms,train,user_0
23,fixed_1050ms,train,user_1
23,fixed_1050ms,train,user_12
23,fixed_1050ms,train,user_13
23,fixed_1050ms,train,user_15
23,fixed_1050ms,train,user_18
23,fixed_1050ms,train,user_19
23,fixed_1050ms,train,user_2
23,fixed_1050ms,train,user_20
23,fixed_1050ms,train,user_4
23,fixed_1050ms,train,user_7
23,fixed_1050ms,train,user_9
23,fixed_1050ms,val,user_10
23,fixed_1050ms,val,user_11
23,fixed_1050ms,val,user_14
23,fixed_1050ms,val,user_3
23,relative_01bin,test,user_16
23,relative_01bin,test,user_5
23,relative_01bin,test,user_6
23,relative_01bin,test,user_8
23,relative_01bin,train,user_0
23,relative_01bin,train,user_1
23,relative_01bin,train,user_12
23,relative_01bin,train,user_13
23,relative_01bin,train,user_15
23,relative_01bin,train,user_18
23,relative_01bin,train,user_19
23,relative_01bin,train,user_2
23,relative_01bin,train,user_20
23,relative_01bin,train,user_4
23,relative_01bin,train,user_7
23,relative_01bin,train,user_9
23,relative_01bin,val,user_10
23,relative_01bin,val,user_11
23,relative_01bin,val,user_14
23,relative_01bin,val,user_3
23,relative_02bin,test,user_16
23,relative_02bin,test,user_5
23,relative_02bin,test,user_6
23,relative_02bin,test,user_8
23,relative_02bin,train,user_0
23,relative_02bin,train,user_1
23,relative_02bin,train,user_12
23,relative_02bin,train,user_13
23,relative_02bin,train,user_15
23,relative_02bin,train,user_18
23,relative_02bin,train,user_19
23,relative_02bin,train,user_2
23,relative_02bin,train,user_20
23,relative_02bin,train,user_4
23,relative_02bin,train,user_7
23,relative_02bin,train,user_9
23,relative_02bin,val,user_10
23,relative_02bin,val,user_11
23,relative_02bin,val,user_14
23,relative_02bin,val,user_3
23,relative_04bin,test,user_16
23,relative_04bin,test,user_5
23,relative_04bin,test,user_6
23,relative_04bin,test,user_8
23,relative_04bin,train,user_0
23,relative_04bin,train,user_1
23,relative_04bin,train,user_12
23,relative_04bin,train,user_13
23,relative_04bin,train,user_15
23,relative_04bin,train,user_18
23,relative_04bin,train,user_19
23,relative_04bin,train,user_2
23,relative_04bin,train,user_20
23,relative_04bin,train,user_4
23,relative_04bin,train,user_7
23,relative_04bin,train,user_9
23,relative_04bin,val,user_10
23,relative_04bin,val,user_11
23,relative_04bin,val,user_14
23,relative_04bin,val,user_3
23,relative_06bin,test,user_16
23,relative_06bin,test,user_5
23,relative_06bin,test,user_6
23,relative_06bin,test,user_8
23,relative_06bin,train,user_0
23,relative_06bin,train,user_1
23,relative_06bin,train,user_12
23,relative_06bin,train,user_13
23,relative_06bin,train,user_15
23,relative_06bin,train,user_18
23,relative_06bin,train,user_19
23,relative_06bin,train,user_2
23,relative_06bin,train,user_20
23,relative_06bin,train,user_4
23,relative_06bin,train,user_7
23,relative_06bin,train,user_9
23,relative_06bin,val,user_10
23,relative_06bin,val,user_11
23,relative_06bin,val,user_14
23,relative_06bin,val,user_3
23,relative_08bin,test,user_16
23,relative_08bin,test,user_5
23,relative_08bin,test,user_6
23,relative_08bin,test,user_8
23,relative_08bin,train,user_0
23,relative_08bin,train,user_1
23,relative_08bin,train,user_12
23,relative_08bin,train,user_13
23,relative_08bin,train,user_15
23,relative_08bin,train,user_18
23,relative_08bin,train,user_19
23,relative_08bin,train,user_2
23,relative_08bin,train,user_20
23,relative_08bin,train,user_4
23,relative_08bin,train,user_7
23,relative_08bin,train,user_9
23,relative_08bin,val,user_10
23,relative_08bin,val,user_11
23,relative_08bin,val,user_14
23,relative_08bin,val,user_3
23,relative_10bin,test,user_16
23,relative_10bin,test,user_5
23,relative_10bin,test,user_6
23,relative_10bin,test,user_8
23,relative_10bin,train,user_0
23,relative_10bin,train,user_1
23,relative_10bin,train,user_12
23,relative_10bin,train,user_13
23,relative_10bin,train,user_15
23,relative_10bin,train,user_18
23,relative_10bin,train,user_19
23,relative_10bin,train,user_2
23,relative_10bin,train,user_20
23,relative_10bin,train,user_4
23,relative_10bin,train,user_7
23,relative_10bin,train,user_9
23,relative_10bin,val,user_10
23,relative_10bin,val,user_11
23,relative_10bin,val,user_14
23,relative_10bin,val,user_3
23,relative_12bin,test,user_16
23,relative_12bin,test,user_5
23,relative_12bin,test,user_6
23,relative_12bin,test,user_8
23,relative_12bin,train,user_0
23,relative_12bin,train,user_1
23,relative_12bin,train,user_12
23,relative_12bin,train,user_13
23,relative_12bin,train,user_15
23,relative_12bin,train,user_18
23,relative_12bin,train,user_19
23,relative_12bin,train,user_2
23,relative_12bin,train,user_20
23,relative_12bin,train,user_4
23,relative_12bin,train,user_7
23,relative_12bin,train,user_9
23,relative_12bin,val,user_10
23,relative_12bin,val,user_11
23,relative_12bin,val,user_14
23,relative_12bin,val,user_3
23,relative_16bin,test,user_16
23,relative_16bin,test,user_5
23,relative_16bin,test,user_6
23,relative_16bin,test,user_8
23,relative_16bin,train,user_0
23,relative_16bin,train,user_1
23,relative_16bin,train,user_12
23,relative_16bin,train,user_13
23,relative_16bin,train,user_15
23,relative_16bin,train,user_18
23,relative_16bin,train,user_19
23,relative_16bin,train,user_2
23,relative_16bin,train,user_20
23,relative_16bin,train,user_4
23,relative_16bin,train,user_7
23,relative_16bin,train,user_9
23,relative_16bin,val,user_10
23,relative_16bin,val,user_11
23,relative_16bin,val,user_14
23,relative_16bin,val,user_3
23,relative_20bin,test,user_16
23,relative_20bin,test,user_5
23,relative_20bin,test,user_6
23,relative_20bin,test,user_8
23,relative_20bin,train,user_0
23,relative_20bin,train,user_1
23,relative_20bin,train,user_12
23,relative_20bin,train,user_13
23,relative_20bin,train,user_15
23,relative_20bin,train,user_18
23,relative_20bin,train,user_19
23,relative_20bin,train,user_2
23,relative_20bin,train,user_20
23,relative_20bin,train,user_4
23,relative_20bin,train,user_7
23,relative_20bin,train,user_9
23,relative_20bin,val,user_10
23,relative_20bin,val,user_11
23,relative_20bin,val,user_14
23,relative_20bin,val,user_3
37,fixed_0050ms,test,user_10
37,fixed_0050ms,test,user_14
37,fixed_0050ms,test,user_4
37,fixed_0050ms,test,user_9
37,fixed_0050ms,train,user_0
37,fixed_0050ms,train,user_11
37,fixed_0050ms,train,user_12
37,fixed_0050ms,train,user_15
37,fixed_0050ms,train,user_16
37,fixed_0050ms,train,user_18
37,fixed_0050ms,train,user_19
37,fixed_0050ms,train,user_2
37,fixed_0050ms,train,user_3
37,fixed_0050ms,train,user_6
37,fixed_0050ms,train,user_7
37,fixed_0050ms,train,user_8
37,fixed_0050ms,val,user_1
37,fixed_0050ms,val,user_13
37,fixed_0050ms,val,user_20
37,fixed_0050ms,val,user_5
37,fixed_0150ms,test,user_10
37,fixed_0150ms,test,user_14
37,fixed_0150ms,test,user_4
37,fixed_0150ms,test,user_9
37,fixed_0150ms,train,user_0
37,fixed_0150ms,train,user_11
37,fixed_0150ms,train,user_12
37,fixed_0150ms,train,user_15
37,fixed_0150ms,train,user_16
37,fixed_0150ms,train,user_18
37,fixed_0150ms,train,user_19
37,fixed_0150ms,train,user_2
37,fixed_0150ms,train,user_3
37,fixed_0150ms,train,user_6
37,fixed_0150ms,train,user_7
37,fixed_0150ms,train,user_8
37,fixed_0150ms,val,user_1
37,fixed_0150ms,val,user_13
37,fixed_0150ms,val,user_20
37,fixed_0150ms,val,user_5
37,fixed_0250ms,test,user_10
37,fixed_0250ms,test,user_14
37,fixed_0250ms,test,user_4
37,fixed_0250ms,test,user_9
37,fixed_0250ms,train,user_0
37,fixed_0250ms,train,user_11
37,fixed_0250ms,train,user_12
37,fixed_0250ms,train,user_15
37,fixed_0250ms,train,user_16
37,fixed_0250ms,train,user_18
37,fixed_0250ms,train,user_19
37,fixed_0250ms,train,user_2
37,fixed_0250ms,train,user_3
37,fixed_0250ms,train,user_6
37,fixed_0250ms,train,user_7
37,fixed_0250ms,train,user_8
37,fixed_0250ms,val,user_1
37,fixed_0250ms,val,user_13
37,fixed_0250ms,val,user_20
37,fixed_0250ms,val,user_5
37,fixed_0350ms,test,user_10
37,fixed_0350ms,test,user_14
37,fixed_0350ms,test,user_4
37,fixed_0350ms,test,user_9
