segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,is_last_label,segment_end_source,ring_source_path,label_source_path
25,user_10,0,1,1,L,1720390111679127.0,1720390112925218.0,1365,1607,1720390111687817.0,1720390112892866.0,242,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
26,user_10,0,1,2,T,1720390112925218.0,1720390114234549.0,1607,1868,1720390112971103.0,1720390114203997.0,261,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
27,user_10,0,1,3,F,1720390114234549.0,1720390115796288.0,1868,2189,1720390114284320.0,1720390115794704.0,321,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
28,user_10,0,1,4,J,1720390115796288.0,1720390117038308.0,2189,2430,1720390115872597.0,1720390117006080.0,241,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
29,user_10,0,1,5,B,1720390117038308.0,1720390118808210.0,2430,2792,1720390117069856.0,1720390118786520.0,362,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
30,user_10,0,1,6,X,1720390118808210.0,1720390120269652.0,2792,3080,1720390118880419.0,1720390120266660.0,288,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
31,user_10,0,1,7,E,1720390120269652.0,1720390122075841.0,3080,3435,1720390120281659.0,1720390121997437.0,355,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
32,user_10,0,1,8,U,1720390122075841.0,1720390123319990.0,3435,3696,1720390122076918.0,1720390123281553.0,261,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
33,user_10,0,1,9,N,1720390123319990.0,1720390124724643.0,3696,3977,1720390123374272.0,1720390124689196.0,281,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
34,user_10,0,1,10,M,1720390124724643.0,1720390126255539.0,3977,4279,1720390124765793.0,1720390126202791.0,302,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
35,user_10,0,1,11,G,1720390126255539.0,1720390127672682.0,4279,4566,1720390126265398.0,1720390127666700.0,287,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
36,user_10,0,1,12,Z,1720390127672682.0,1720390128773006.0,4566,4781,1720390127681527.0,1720390128695358.0,215,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
37,user_10,0,1,13,Y,1720390128773006.0,1720390130190874.0,4781,5082,1720390128774008.0,1720390130188754.0,301,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
38,user_10,0,1,14,R,1720390130190874.0,1720390131625692.0,5082,5363,1720390130267405.0,1720390131581019.0,281,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
39,user_10,0,1,15,C,1720390131625692.0,1720390132788881.0,5363,5597,1720390131675873.0,1720390132782827.0,234,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
40,user_10,0,1,16,O,1720390132788881.0,1720390133990566.0,5597,5846,1720390132795685.0,1720390133983658.0,249,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
41,user_10,0,1,17,I,1720390133990566.0,1720390135110877.0,5846,6067,1720390134075210.0,1720390135088772.0,221,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
42,user_10,0,1,18,D,1720390135110877.0,1720390136579602.0,6067,6367,1720390135166691.0,1720390136578599.0,300,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
43,user_10,0,1,19,H,1720390136579602.0,1720390138003940.0,6367,6649,1720390136586644.0,1720390137983039.0,282,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
44,user_10,0,1,20,W,1720390138003940.0,1720390139256754.0,6649,6890,1720390138077032.0,1720390139192674.0,241,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
45,user_10,0,1,21,Q,1720390139256754.0,1720390140708526.0,6890,7192,1720390139270762.0,1720390140691469.0,302,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
46,user_10,0,1,22,A,1720390140708526.0,1720390142223168.0,7192,7493,1720390140769651.0,1720390142186183.0,301,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
47,user_10,0,1,23,P,1720390142223168.0,1720390143677042.0,7493,7792,1720390142263861.0,1720390143675983.0,299,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
48,user_10,0,1,24,K,1720390143677042.0,1720390144965585.0,7792,8035,1720390143677042.0,1720390144892292.0,243,False,next_label_timestamp,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
49,user_10,0,1,25,V,1720390144965585.0,,8035,8276,1720390144966177.0,1720390146087535.0,241,True,ring_recording_end,data/user_10/0/1_ring_0.bin,data/user_10/0/1_timestamp.txt
50,user_10,0,2,0,k,1720390171356799.0,1720390172953042.0,502,823,1720390171370111.0,1720390172885327.0,321,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
51,user_10,0,2,1,u,1720390172953042.0,1720390174103618.0,823,1065,1720390172976200.0,1720390174083869.0,242,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
52,user_10,0,2,2,g,1720390174103618.0,1720390175514170.0,1065,1346,1720390174177164.0,1720390175489268.0,281,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
53,user_10,0,2,3,v,1720390175514170.0,1720390176516651.0,1346,1547,1720390175578240.0,1720390176486415.0,201,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
54,user_10,0,2,4,q,1720390176516651.0,1720390177693282.0,1547,1788,1720390176579139.0,1720390177691933.0,241,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
55,user_10,0,2,5,f,1720390177693282.0,1720390179008497.0,1788,2049,1720390177769839.0,1720390178990182.0,261,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
56,user_10,0,2,6,i,1720390179008497.0,1720390180338966.0,2049,2310,1720390179068148.0,1720390180289574.0,261,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
57,user_10,0,2,7,h,1720390180338966.0,1720390181571548.0,2310,2564,1720390180365579.0,1720390181570478.0,254,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
58,user_10,0,2,8,t,1720390181571548.0,1720390183118419.0,2564,2873,1720390181582964.0,1720390183084199.0,309,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
59,user_10,0,2,9,m,1720390183118419.0,1720390184503937.0,2873,3154,1720390183174799.0,1720390184482812.0,281,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
60,user_10,0,2,10,n,1720390184503937.0,1720390185676832.0,3154,3381,1720390184572755.0,1720390185666494.0,227,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
61,user_10,0,2,11,o,1720390185676832.0,1720390186717387.0,3381,3596,1720390185682257.0,1720390186699892.0,215,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
62,user_10,0,2,12,b,1720390186717387.0,1720390188008627.0,3596,3857,1720390186778188.0,1720390187982474.0,261,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
63,user_10,0,2,13,l,1720390188008627.0,1720390189320102.0,3857,4118,1720390188073687.0,1720390189293048.0,261,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
64,user_10,0,2,14,s,1720390189320102.0,1720390190553569.0,4118,4359,1720390189371609.0,1720390190495738.0,241,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
65,user_10,0,2,15,d,1720390190553569.0,1720390192015701.0,4359,4661,1720390190573892.0,1720390191998336.0,302,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
66,user_10,0,2,16,j,1720390192015701.0,1720390193553226.0,4661,4962,1720390192076470.0,1720390193494749.0,301,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
67,user_10,0,2,17,e,1720390193553226.0,1720390194818775.0,4962,5223,1720390193572435.0,1720390194788372.0,261,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
68,user_10,0,2,18,a,1720390194818775.0,1720390196185261.0,5223,5497,1720390194865624.0,1720390196180682.0,274,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
69,user_10,0,2,19,p,1720390196185261.0,1720390197520653.0,5497,5765,1720390196192668.0,1720390197483818.0,268,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
70,user_10,0,2,20,z,1720390197520653.0,1720390199040183.0,5765,6067,1720390197576887.0,1720390198982785.0,302,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
71,user_10,0,2,21,x,1720390199040183.0,1720390200425833.0,6067,6348,1720390199073869.0,1720390200401633.0,281,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
72,user_10,0,2,22,r,1720390200425833.0,1720390201585687.0,6348,6582,1720390200478521.0,1720390201575426.0,234,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
73,user_10,0,2,23,y,1720390201585687.0,1720390202769353.0,6582,6810,1720390201588707.0,1720390202696856.0,228,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
74,user_10,0,2,24,w,1720390202769353.0,1720390203879178.0,6810,7044,1720390202773693.0,1720390203866290.0,234,False,next_label_timestamp,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
75,user_10,0,2,25,c,1720390203879178.0,,7044,7252,1720390203880381.0,1720390204887658.0,208,True,ring_recording_end,data/user_10/0/2_ring_0.bin,data/user_10/0/2_timestamp.txt
76,user_10,0,3,0,K,1720390235494380.0,1720390236998461.0,523,824,1720390235585560.0,1720390236990414.0,301,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
77,user_10,0,3,1,U,1720390236998461.0,1720390238199027.0,824,1065,1720390237066606.0,1720390238189870.0,241,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
78,user_10,0,3,2,G,1720390238199027.0,1720390240000391.0,1065,1427,1720390238267172.0,1720390239991148.0,362,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
79,user_10,0,3,3,V,1720390240000391.0,1720390241213920.0,1427,1668,1720390240069833.0,1720390241184097.0,241,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
80,user_10,0,3,4,Q,1720390241213920.0,1720390242669576.0,1668,1949,1720390241274777.0,1720390242596302.0,281,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
81,user_10,0,3,5,F,1720390242669576.0,1720390244160341.0,1949,2250,1720390242675448.0,1720390244096891.0,301,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
82,user_10,0,3,6,I,1720390244160341.0,1720390246236347.0,2250,2672,1720390244174147.0,1720390246188788.0,422,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
83,user_10,0,3,7,H,1720390246236347.0,1720390247820734.0,2672,2994,1720390246267960.0,1720390247782894.0,322,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
84,user_10,0,3,8,T,1720390247820734.0,1720390249073864.0,2994,3244,1720390247872794.0,1720390249072862.0,250,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
85,user_10,0,3,9,M,1720390249073864.0,1720390250663627.0,3244,3556,1720390249073864.0,1720390250586202.0,312,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
86,user_10,0,3,10,N,1720390250663627.0,1720390252133995.0,3556,3857,1720390250678646.0,1720390252102433.0,301,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
87,user_10,0,3,11,O,1720390252133995.0,1720390253328523.0,3857,4098,1720390252165624.0,1720390253293776.0,241,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
88,user_10,0,3,12,B,1720390253328523.0,1720390254871098.0,4098,4413,1720390253371004.0,1720390254868952.0,315,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
89,user_10,0,3,13,L,1720390254871098.0,1720390256027245.0,4413,4641,1720390254883550.0,1720390255992039.0,228,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
90,user_10,0,3,14,S,1720390256027245.0,1720390257351683.0,4641,4902,1720390256068886.0,1720390257286925.0,261,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
91,user_10,0,3,15,D,1720390257351683.0,1720390258749522.0,4902,5183,1720390257378911.0,1720390258687256.0,281,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
92,user_10,0,3,16,J,1720390258749522.0,1720390259962424.0,5183,5424,1720390258765346.0,1720390259885784.0,241,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
93,user_10,0,3,17,E,1720390259962424.0,1720390261664715.0,5424,5766,1720390259978988.0,1720390261587376.0,342,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
94,user_10,0,3,18,A,1720390261664715.0,1720390263112638.0,5766,6067,1720390261666344.0,1720390263081628.0,301,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
95,user_10,0,3,19,P,1720390263112638.0,1720390264538365.0,6067,6349,1720390263170989.0,1720390264493804.0,282,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
96,user_10,0,3,20,Z,1720390264538365.0,1720390266347720.0,6349,6710,1720390264570151.0,1720390266292399.0,361,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
97,user_10,0,3,21,X,1720390266347720.0,1720390267780408.0,6710,7002,1720390266369491.0,1720390267779365.0,292,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
98,user_10,0,3,22,R,1720390267780408.0,1720390269437265.0,7002,7333,1720390267780408.0,1720390269388104.0,331,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
99,user_10,0,3,23,Y,1720390269437265.0,1720390270953206.0,7333,7634,1720390269479569.0,1720390270884292.0,301,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
100,user_10,0,3,24,W,1720390270953206.0,1720390272340506.0,7634,7915,1720390270977195.0,1720390272290380.0,281,False,next_label_timestamp,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
101,user_10,0,3,25,C,1720390272340506.0,,7915,8157,1720390272367712.0,1720390273492834.0,242,True,ring_recording_end,data/user_10/0/3_ring_0.bin,data/user_10/0/3_timestamp.txt
102,user_10,0,4,0,v,1720390300941278.0,1720390302300074.0,462,743,1720390300968026.0,1720390302296683.0,281,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
103,user_10,0,4,1,x,1720390302300074.0,1720390303655313.0,743,1005,1720390302374781.0,1720390303607458.0,262,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
104,user_10,0,4,2,t,1720390303655313.0,1720390304905448.0,1005,1266,1720390303669420.0,1720390304890603.0,261,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
105,user_10,0,4,3,w,1720390304905448.0,1720390306116411.0,1266,1507,1720390304966238.0,1720390306092173.0,241,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
106,user_10,0,4,4,z,1720390306116411.0,1720390307489398.0,1507,1787,1720390306169744.0,1720390307484657.0,280,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
107,user_10,0,4,5,f,1720390307489398.0,1720390308742417.0,1787,2029,1720390307497974.0,1720390308686840.0,242,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
108,user_10,0,4,6,c,1720390308742417.0,1720390309762722.0,2029,2230,1720390308779388.0,1720390309687024.0,201,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
109,user_10,0,4,7,r,1720390309762722.0,1720390310794248.0,2230,2451,1720390309777856.0,1720390310792159.0,221,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
110,user_10,0,4,8,g,1720390310794248.0,1720390312099067.0,2451,2712,1720390310869850.0,1720390312086852.0,261,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
111,user_10,0,4,9,q,1720390312099067.0,1720390313319616.0,2712,2953,1720390312180641.0,1720390313290361.0,241,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
112,user_10,0,4,10,j,1720390313319616.0,1720390315102887.0,2953,3315,1720390313368381.0,1720390315100542.0,362,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
113,user_10,0,4,11,y,1720390315102887.0,1720390316380466.0,3315,3563,1720390315179420.0,1720390316379379.0,248,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
114,user_10,0,4,12,d,1720390316380466.0,1720390317719326.0,3563,3837,1720390316380466.0,1720390317689204.0,274,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
115,user_10,0,4,13,s,1720390317719326.0,1720390318921823.0,3837,4078,1720390317766626.0,1720390318888820.0,241,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
116,user_10,0,4,14,p,1720390318921823.0,1720390320312772.0,4078,4359,1720390318967160.0,1720390320283743.0,281,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
117,user_10,0,4,15,e,1720390320312772.0,1720390321494640.0,4359,4601,1720390320376402.0,1720390321487664.0,242,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
118,user_10,0,4,16,h,1720390321494640.0,1720390322696985.0,4601,4842,1720390321580592.0,1720390322694401.0,241,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
119,user_10,0,4,17,b,1720390322696985.0,1720390324088436.0,4842,5123,1720390322768934.0,1720390324085698.0,281,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
120,user_10,0,4,18,l,1720390324088436.0,1720390325834077.0,5123,5464,1720390324174121.0,1720390325785457.0,341,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
121,user_10,0,4,19,a,1720390325834077.0,1720390327509585.0,5464,5806,1720390325878561.0,1720390327494148.0,342,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
122,user_10,0,4,20,k,1720390327509585.0,1720390328950922.0,5806,6087,1720390327572240.0,1720390328901851.0,281,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
123,user_10,0,4,21,o,1720390328950922.0,1720390330092957.0,6087,6328,1720390328979874.0,1720390330088502.0,241,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
124,user_10,0,4,22,m,1720390330092957.0,1720390331528648.0,6328,6610,1720390330179573.0,1720390331485845.0,282,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
125,user_10,0,4,23,n,1720390331528648.0,1720390332793866.0,6610,6870,1720390331580015.0,1720390332784746.0,260,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
126,user_10,0,4,24,i,1720390332793866.0,1720390334257202.0,6870,7152,1720390332795369.0,1720390334192266.0,282,False,next_label_timestamp,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
127,user_10,0,4,25,u,1720390334257202.0,,7152,7433,1720390334271360.0,1720390335589932.0,281,True,ring_recording_end,data/user_10/0/4_ring_0.bin,data/user_10/0/4_timestamp.txt
128,user_10,0,5,0,V,1720390362451893.0,1720390363774560.0,502,776,1720390362491976.0,1720390363773559.0,274,False,next_label_timestamp,data/user_10/0/5_ring_0.bin,data/user_10/0/5_timestamp.txt
129,user_10,0,5,1,X,1720390363774560.0,1720390364972191.0,776,1004,1720390363786716.0,1720390364898622.0,228,False,next_label_timestamp,data/user_10/0/5_ring_0.bin,data/user_10/0/5_timestamp.txt
130,user_10,0,5,2,T,1720390364972191.0,1720390366107091.0,1004,1245,1720390364976008.0,1720390366088536.0,241,False,next_label_timestamp,data/user_10/0/5_ring_0.bin,data/user_10/0/5_timestamp.txt
