condition,front_end,ff_width,rsnn_width,seed,parameter_count,recurrent_parameter_count,source,best_epoch,native_train_loss,native_train_objective_loss,native_train_phase_accuracy,native_train_phase_balanced_accuracy,native_train_phase_ce,native_train_phase_macro_f1,native_train_progress_loss,native_train_progress_mae,native_train_progress_r2,native_train_progress_sample_balanced_mae,probe_u_train_phase_ba,probe_u_train_progress_mae,probe_train_sample_balanced_mae_mean,probe_train_sample_balanced_mae_sd,probe_train_spearman_mean,probe_train_spearman_sd,probe_train_monotonic_violation_rate_mean,probe_train_monotonic_violation_rate_sd,native_val_loss,native_val_objective_loss,native_val_phase_accuracy,native_val_phase_balanced_accuracy,native_val_phase_ce,native_val_phase_macro_f1,native_val_progress_loss,native_val_progress_mae,native_val_progress_r2,native_val_progress_sample_balanced_mae,probe_u_val_phase_ba,probe_u_val_progress_mae,probe_val_sample_balanced_mae_mean,probe_val_sample_balanced_mae_sd,probe_val_spearman_mean,probe_val_spearman_sd,probe_val_monotonic_violation_rate_mean,probe_val_monotonic_violation_rate_sd,native_test_loss,native_test_objective_loss,native_test_phase_accuracy,native_test_phase_balanced_accuracy,native_test_phase_ce,native_test_phase_macro_f1,native_test_progress_loss,native_test_progress_mae,native_test_progress_r2,native_test_progress_sample_balanced_mae,probe_u_test_phase_ba,probe_u_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd,probe_phase_train_val_gap,probe_progress_val_train_gap
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,30,1.5067280424236225,1.50672805019159,0.46404944143902727,0.46103883615629304,1.488069088446704,0.44367047283657657,0.01865896174488605,0.1519475132226944,0.5459750294685364,0.14811863464250416,0.49239000637341396,0.10369217395782471,0.10272998592965368,0.05260751297746087,0.9192181159074109,0.14782426826387154,0.2917622685063679,0.08204962688970663,1.849061131477356,1.849061168730259,0.3519445176016153,0.34847940909598435,1.826996088027954,0.32538731561613055,0.02206508070230484,0.16451722383499146,0.4889029860496521,0.16548211233956472,0.3418023582268039,0.12235025316476822,0.12831155148645243,0.06655819522731113,0.899586014281941,0.18032013238723932,0.26020536325071963,0.07870628320242003,1.9697833861390206,1.9697833950184798,0.36033797216699803,0.3558884975284111,1.9475378287981635,0.3349451955603795,0.02224556622031617,0.16343146562576294,0.5026650428771973,0.16878378227965474,0.34241568310905796,0.12066098302602768,0.13040962391724326,0.06015603445228353,0.9335833648362144,0.060275065552990795,0.2718168177283224,0.06497490015365888,0.15058764814661008,0.025581565556798747
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,17,1.6897341012954712,1.689734121595418,0.3505786591186963,0.3505783517372141,1.6657916756792446,0.31600761675049205,0.02394244591617338,0.17350199818611145,0.42668861150741577,0.17105972828430072,0.4256466580359972,0.11444737762212753,0.11303944415741451,0.05482588760914118,0.9060767262191981,0.1318479591654732,0.3048035722610624,0.08066752278289871,1.8729125261306763,1.8729124963283539,0.3118251250987622,0.3130896372381279,1.8453460931777954,0.2797057867478706,0.02756640315055847,0.18559150397777557,0.36747121810913086,0.18835073804098462,0.3381275465020229,0.12753494083881378,0.13471665310244713,0.06931431942681181,0.8827629382308168,0.16129506380537018,0.28121924461649017,0.07526275010390716,1.9292771946893978,1.9292771494756007,0.31875414181577205,0.3201298397808351,1.9016186456157738,0.28086590217537777,0.027658503859826964,0.1834487020969391,0.3795486092567444,0.18927935214891825,0.34361828656269255,0.11849227547645569,0.12704290528717924,0.05674272983489083,0.9236729892454241,0.06221365476027446,0.27899035294229335,0.06803926587659502,0.08751911153397429,0.02167720894503261
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,31,1.4922050083771015,1.4922050401606883,0.41640008709196574,0.4166276944700118,1.4741458285490945,0.3846606991645327,0.018059211611593858,0.14751358330249786,0.562502384185791,0.1442662532891751,0.4931953106438879,0.09659849852323532,0.09598094941134502,0.05089126391051257,0.9421384521177099,0.09788282716928091,0.2911467291359219,0.07799874007073919,1.8266113996505737,1.826611403375864,0.3099815643929418,0.311357290108199,1.8043516874313354,0.2790006908761738,0.02225971594452858,0.16892561316490173,0.4747159481048584,0.16860413929772755,0.35456900695245885,0.11737765371799469,0.12098685051831934,0.060593857886046154,0.9343567025971291,0.08463355088201041,0.26709092946288726,0.07173352401269076,1.9240739590501132,1.9240739636174211,0.3228959575878065,0.32451436606331335,1.9011760623487708,0.2893903302351567,0.02289790126865041,0.1650446504354477,0.48770034313201904,0.1704120831946804,0.3525111535249482,0.11014965921640396,0.1195037010036511,0.058091944897175944,0.9487696354054366,0.047615274072277745,0.2680697039846535,0.06631537586898636,0.13862630369142903,0.025005901106974315
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,32,1.4637452794844845,1.4637452697929592,0.48215452124541514,0.47887392849971766,1.4435086607317507,0.4692345872127525,0.020236609061208527,0.15057067573070526,0.5198259353637695,0.14914844696780286,0.493602971500639,0.10139749944210052,0.10085686823920621,0.052090844156028736,0.9249171360681954,0.12833093603406423,0.30056975726232965,0.08104200596901613,1.9111146926879883,1.9111147094517946,0.35563163901325606,0.351513791498918,1.8849436044692993,0.3340686529004153,0.026171104982495308,0.17832708358764648,0.40183693170547485,0.18231096721830822,0.344286360913845,0.12229200452566147,0.12826673914160994,0.06108931891711853,0.8948572974761949,0.16102816920608798,0.28433029929230413,0.08322984179384188,2.0123670885007674,2.012366978732282,0.3620775347912525,0.35699493540968275,1.985655854826104,0.33902892620438063,0.026711123906178018,0.1789625585079193,0.40106356143951416,0.18490796056512285,0.34613044441938484,0.12055671215057373,0.1286728405074714,0.0577507698134526,0.9207124649420669,0.0773979323987113,0.2899203086207173,0.06216143824428107,0.14931661058679396,0.027409870902403724
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,65,1.4178978360663592,1.4178978353450251,0.435811546384846,0.4366354042306925,1.3997375320854777,0.4103086163131263,0.01816030325954732,0.14908084273338318,0.559256911277771,0.14533790253525963,0.5235570680393329,0.09954021126031876,0.09908382330416812,0.05568135976817699,0.9319150252772629,0.13108273185038058,0.2935087066349618,0.08277255662332342,1.8024181127548218,1.802418164908886,0.3202528311825125,0.3225947182050672,1.7807750701904297,0.2914204930112897,0.02164309471845627,0.16337771713733673,0.49382704496383667,0.16382171994163877,0.3557420236278834,0.11911247670650482,0.12538284772918337,0.07032575009982117,0.9207409548323346,0.12398289543219193,0.2673504680032138,0.07630864045756966,1.9018437290844852,1.9018437724611532,0.332090788601723,0.33383344575292656,1.8800515720289048,0.3017893818617997,0.02179220043224831,0.16095887124538422,0.5093532800674438,0.1652363946993057,0.3620225369209257,0.1149856224656105,0.12414000364505265,0.06128378144731519,0.935331330194295,0.06351919104599253,0.2732049517857629,0.06748613661461521,0.1678150444114495,0.02629902442501525
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,12,1.6885137406150568,1.6885137254990983,0.3336124742492505,0.33279212044251816,1.6637673244624047,0.3144656524333218,0.024746401036693594,0.1771887242794037,0.40543413162231445,0.17449254710579903,0.4353232816585801,0.11878935247659683,0.1181303586188877,0.057747730279997175,0.9004154949540348,0.15614715484461478,0.312937628443565,0.08317527424712841,1.8895256519317627,1.8895256537944078,0.253006759722588,0.2521568009917321,1.8617421388626099,0.24122894380908072,0.02778351493179798,0.18716013431549072,0.35479527711868286,0.18846666245233445,0.32487842314254517,0.12713012099266052,0.13194153111960208,0.06678309795093902,0.8740459070346046,0.20477025193307877,0.2808494824189795,0.0816663335661651,1.9521514389612904,1.9521514851191681,0.2661530815109344,0.2657583619108572,1.9249454687719476,0.2538580194223613,0.0272060163472205,0.18187201023101807,0.3876691460609436,0.18712775347984,0.33832394139430044,0.12265170365571976,0.13088377478392157,0.052796326971414835,0.9345992850700867,0.053111837567775246,0.28726658341361366,0.06709705002920946,0.11044485851603492,0.013811172500714383
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,17,1.501103456172188,1.5011034434863244,0.4719547121778016,0.46862200252589314,1.4791154122803996,0.45644824343085,0.021988031205924775,0.16065086424350739,0.48036378622055054,0.1599038939878165,0.4879359275294205,0.1041131317615509,0.1030941020934594,0.05390533288916205,0.9313639431520113,0.12349309055478982,0.2906630865462002,0.08265293339320097,1.8775650262832642,1.8775650206953287,0.3656395399877096,0.36145890746913006,1.850476622581482,0.3420555679343253,0.02708839811384678,0.18351253867149353,0.3804578185081482,0.1869364238920666,0.3481879542009773,0.12373601645231247,0.12989664722293143,0.06533744321215978,0.9118088620211314,0.13114900905092636,0.2673616819287512,0.08133524343790914,1.9289367166284013,1.928936731019249,0.3812955599734924,0.3770570774756353,1.9018324205320176,0.3623734745049926,0.027104310487231165,0.17812877893447876,0.4013668894767761,0.1856017586303084,0.35192224526368315,0.11345943808555603,0.12124474481870867,0.05477116815286607,0.9448423910486843,0.05278714201089358,0.2659438437034972,0.07065024377073684,0.1397479733284432,0.026802545129472027
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,41,1.37824701195945,1.3782470325479308,0.5103589193896862,0.5077025351198012,1.360447448215058,0.49715095817109944,0.017799584332872792,0.14531417191028595,0.5742138028144836,0.14279683485704117,0.5446727019902269,0.09317420423030853,0.09326445076633853,0.050266536794477706,0.9429429957330668,0.09994116404546481,0.30284918568292196,0.07848389011727462,1.8193095922470093,1.8193095903843641,0.36081116671056096,0.3570494795774471,1.7969845533370972,0.33806624638085714,0.02232503704726696,0.1666300743818283,0.4791848659515381,0.16734020293705046,0.355293974109796,0.11975711584091187,0.12471441581608757,0.060969700258566725,0.9259224087407256,0.09490345468573504,0.28341351263590864,0.07382684374416681,1.9199689985954598,1.919968987240979,0.38750828363154405,0.38370852249472664,1.8975080447654202,0.36572171410024845,0.02246094247555896,0.16243669390678406,0.4988178014755249,0.16798950058140166,0.3602126950224663,0.11131200939416885,0.11998393304952204,0.0548997957605528,0.9422346918340915,0.044320009899659334,0.28340836464405494,0.06670630064240163,0.18937872788043086,0.031449965049749035
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,56,1.2957861105464206,1.2957861257040562,0.49036126417338,0.49038431736759547,1.2807007125240595,0.4642718266428826,0.015085413179996707,0.1290651112794876,0.6438899040222168,0.12864139116979917,0.5712092765655644,0.09563612937927246,0.09537081247301397,0.048371572964084675,0.9301880367117892,0.11993102952076848,0.3015540540751748,0.08136828959869125,1.8625966310501099,1.8625966720283031,0.3270125537705206,0.3273060281675984,1.84158456325531,0.29500089012792813,0.021012108772993088,0.16053731739521027,0.5173693895339966,0.1634626237172929,0.35684502097875537,0.12393192201852798,0.1285483283655984,0.05985496428577056,0.8882858788269221,0.14354197217809683,0.2876681965981929,0.08184597488631376,1.9720181977912172,1.9720181908254346,0.3425281643472498,0.343603690115359,1.950336405675705,0.30829147846632055,0.021681785149729415,0.15932561457157135,0.5264928340911865,0.1670294363204747,0.35873248190162277,0.11651474982500076,0.12477129335476927,0.054649041804100996,0.9224006202397561,0.06054886937096111,0.28348722086170886,0.0670216513494729,0.21436425558680905,0.03317751589258443
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,22,1.5312105872750077,1.5312105858547809,0.41715376756494216,0.417560645155849,1.5097820502345205,0.388931825288542,0.021428535620260362,0.15876786410808563,0.4885200262069702,0.15673484900732254,0.4865408357957435,0.10960488021373749,0.10887038091553468,0.05710557915832971,0.9133325028937203,0.15765485705052318,0.29325889707924696,0.08503436959349663,1.8634674549102783,1.8634675089269876,0.31314195417434815,0.31433579961445124,1.8371516466140747,0.28371216611193795,0.02631586231291294,0.18049101531505585,0.394853413105011,0.18313759092300658,0.3335487575512452,0.12861405313014984,0.13428359324969943,0.06801147710917703,0.868393872026486,0.18871196149318015,0.27240822605266657,0.0831248177456485,1.9227279930898589,1.922727983368382,0.3351557322730285,0.3364172155706798,1.8974545377574554,0.3016879531779037,0.025273445610926575,0.172143816947937,0.43429243564605713,0.17805619599068,0.3629592560926101,0.11369159817695618,0.12076323851943016,0.05299810655983496,0.9265230719236143,0.07802036067438951,0.27236282043031046,0.07302847959507631,0.1529920782444983,0.025413212334164756
