condition,front_end,ff_width,rsnn_width,seed,parameter_count,recurrent_parameter_count,source,ablation,replicate,native_test_phase_ba,native_test_progress_mae,probe_test_phase_ba,probe_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd
direct_rsnn64,direct,0,64,23,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,1,0.11659219472217656,0.2516426582858987,0.23007524917099764,0.19668850302696228,0.19661109573016428,0.04733316541749201,0.5862968377197061,0.27173222513791323,0.44162682508195866,0.04334040186428969
direct_rsnn64,direct,0,64,23,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,2,0.1300918760971456,0.2498929010678644,0.2332144838297267,0.18945999443531036,0.18855458135678344,0.04835701467008846,0.6316760532613329,0.23743439805845,0.43308207008521266,0.041090448534368676
direct_rsnn64,direct,0,64,23,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,3,0.12039821071785861,0.25239773972393714,0.22956426994269527,0.19596368074417114,0.19548048915928357,0.04878977718254418,0.6175147445452202,0.2494539818060589,0.4416145001022516,0.03837563200086185
direct_rsnn64,direct,0,64,23,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,4,0.11310777339429072,0.2497661636300283,0.2356340049456494,0.1876390129327774,0.18680207023065384,0.05033864033994613,0.6360563353804748,0.2552838540439284,0.43524605456217597,0.04326856853610077
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,ordered,0,0.3638004663880743,0.16936057234463625,0.3602899586154812,0.11385959386825562,0.1225855046347396,0.054635225283146155,0.9445399780545775,0.050447917662825796,0.29602030697471116,0.06045620248553222
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,state_reset,0,0.1478196187703324,0.25663322618562884,0.30628936308909643,0.14836294949054718,0.15199152599662952,0.032985557808130325,0.8380653240313659,0.0761606183530108,0.4024445111449447,0.05038667857790612
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,0,0.12030023961652067,0.23974850243085052,0.24310280212126373,0.18480713665485382,0.18120498955249786,0.041101660348449115,0.6446373064555927,0.2429227815623647,0.4391697507588223,0.03961936159622673
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,1,0.11390760400221804,0.24309095291242208,0.2428359460953647,0.1901368349790573,0.18763082673492498,0.0377211417616779,0.6221185488623359,0.24545887193499522,0.44544937084864117,0.04369133193404105
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,2,0.11788322825656054,0.24234258148768176,0.23781644874923186,0.18632741272449493,0.18450831907660994,0.04198994836609585,0.6411985199484325,0.23552448330411066,0.43620589407040705,0.04296879072168789
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,3,0.11670019357124042,0.23865409256660775,0.2526026876223982,0.18582956492900848,0.18416223287174147,0.039131834702055904,0.6584714994015901,0.2196507029758257,0.44017205445117014,0.04288621017155433
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,4,0.11999830119451235,0.24121568627553444,0.2375163038938989,0.18835577368736267,0.18607913248547137,0.0389917097561606,0.622827426538156,0.24773261576103872,0.44409647242925326,0.04499271628310874
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,ordered,0,0.37240268515632446,0.16209180551032498,0.3631138477252782,0.11594321578741074,0.12453360896404475,0.060416579300370456,0.9461542709958423,0.040983980183803004,0.28578205924497246,0.06677598277316184
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,state_reset,0,0.16334296840480642,0.2589343933209981,0.3106626240878413,0.14861902594566345,0.15265965431112133,0.036703763854123446,0.8362718410037796,0.08690376009359464,0.39744493057743596,0.05310953506383025
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,0,0.11973963204177056,0.2348229852441239,0.26300906530621193,0.17611868679523468,0.17262695464369368,0.04377401157183166,0.6811687928199481,0.23770292021614706,0.4270806472742657,0.0440040481150266
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,1,0.12777275325821505,0.23403513594849468,0.25021816749439774,0.17496255040168762,0.1706161555157949,0.04510865744625372,0.6778920105896827,0.24149982125754318,0.42227497298915295,0.047555848092358494
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,2,0.11434027374470719,0.2355789844303915,0.24861293256749767,0.17900457978248596,0.1765977890830334,0.04468450099970043,0.6690748698751776,0.22826169660227283,0.4268875213215105,0.04141509423056673
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,3,0.12164009721703703,0.23638747489615664,0.27229069494011987,0.17531368136405945,0.17126422319306087,0.04069387926601017,0.6756162757675921,0.23091021000022277,0.4228890273336692,0.04343943095664269
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,4,0.11771417515183584,0.23440435814530883,0.25869997926342936,0.17440958321094513,0.17128024490116395,0.04280033276663235,0.6664068727144006,0.23099794882726804,0.4298745207228091,0.04496561131327507
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,ordered,0,0.3431621753695474,0.16400647000090718,0.36116299454922396,0.11862636357545853,0.12678890001692183,0.05702251161472822,0.9129149720426749,0.0802130479087036,0.29542355874772724,0.05904630222964907
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,state_reset,0,0.1231856163357116,0.26235187216980815,0.3055335806638685,0.14965368807315826,0.15130291618917086,0.03767727411401443,0.8501982907244722,0.0957599702695009,0.3954204909967381,0.05448478279621587
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,0,0.11668943728467815,0.23456857792318683,0.25266417015487486,0.1788766235113144,0.17755251847309608,0.04255440321471209,0.7072735454614016,0.20859490337637387,0.4356803677848739,0.04128975351191992
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,1,0.12198888822111993,0.2356196364311323,0.2505775867532095,0.18100880086421967,0.18007790384023156,0.04655418488964706,0.6948236146604276,0.21735538482296313,0.4408454288072797,0.04120162621802496
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,2,0.12366899103045444,0.22987984141258344,0.2702216280396077,0.17555658519268036,0.1751678628362205,0.04544949110450084,0.7005187906962999,0.20919438976020194,0.43397692386164954,0.04299107109529854
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,3,0.1240415668946074,0.2305344294195306,0.25763332012423834,0.1739804893732071,0.17142719372290455,0.03936061782874563,0.7147469895484515,0.18871283625755444,0.43532003913036327,0.04389003602401966
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,temporal_shuffle,4,0.11661804035224035,0.2304223596233211,0.2644607205981744,0.1744876354932785,0.17432615084395017,0.040625091685274735,0.7058181306104102,0.20106569860236695,0.43354764721148575,0.04542270378883506
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,ordered,0,0.3672626952008207,0.15467158735614933,0.3550032513566022,0.12033715844154358,0.13009200160940215,0.05997923655103598,0.9531429007819778,0.0463649212023099,0.29020396460168035,0.061999528662175694
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,state_reset,0,0.18364131071183734,0.2604811191558838,0.2952613213237844,0.18661825358867645,0.19189455911313016,0.03665404798597161,0.6698339621084088,0.15825835201293215,0.41063811128956423,0.053160829390236475
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.13206205858027195,0.2680815670588245,0.24504481875701395,0.18228693306446075,0.18100216489744514,0.03899878659146856,0.6988043113505936,0.21740082442796677,0.44492281718455784,0.04216029244929134
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.13179002213535332,0.2601141537705513,0.24241819764131,0.17810030281543732,0.17748127244923212,0.04409770026270712,0.6962442058476725,0.22816079700538133,0.43737469489458425,0.043886467999402455
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.14536994254041663,0.25237798854096294,0.23931807864391685,0.17634408175945282,0.17539485947114147,0.03961816028786954,0.7376744762803032,0.19357436256790295,0.4412772331166766,0.03814658752388925
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.1336938279054037,0.25657458174718567,0.2482647638452849,0.17791412770748138,0.17735587907572314,0.04317724610879811,0.7225428681027246,0.22508144083002998,0.43765730400149044,0.03794601686438936
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.1335162731561363,0.2587088640422037,0.2424170887366932,0.18344217538833618,0.182731622039047,0.04251778341199574,0.692050191301259,0.22868476415453173,0.44367423425119507,0.03782025409349822
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,ordered,0,0.3458716104562587,0.161237994285479,0.3651149357931487,0.11800423264503479,0.12762691371449053,0.06472710527496722,0.9417048293025361,0.04734654628346415,0.2862941358796542,0.05844060838171499
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,state_reset,0,0.12491366722421322,0.260587604078528,0.30270946626791645,0.16810284554958344,0.17205017866337136,0.03678193542420075,0.7697124964446912,0.11692357848713496,0.40974144061127704,0.0515039193593661
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.12947458619276325,0.21444014817068022,0.29026383989221805,0.15190885961055756,0.1535276656791772,0.05184300720737692,0.7851344392546367,0.19028896810609117,0.42599637395247425,0.04367747339287206
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.12025758641731954,0.2186895919172731,0.28676011452841454,0.15992821753025055,0.1615182850765039,0.05708449000071362,0.7634291882295093,0.19332914228041032,0.43414435102307386,0.039816868989990824
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.13623135229139344,0.21281897858397603,0.29254502512210345,0.1506909281015396,0.1526063025405962,0.045931450278793154,0.8095250436665199,0.1571683839734848,0.4333838808961687,0.03895672096541803
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.14263995354737694,0.20994853810088276,0.2943218839276077,0.15101641416549683,0.1552096116420341,0.05456125905059177,0.8161586214435784,0.1523251974190422,0.4257859620972187,0.03805934835857558
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.1309934839445429,0.21616564058277704,0.2809994255574999,0.15438690781593323,0.15511049488431786,0.051892829534100085,0.7841214385433631,0.18648146877025376,0.43324811365984417,0.04040165276964695
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,ordered,0,0.3334279111277448,0.15584237934791878,0.3608247922432465,0.11469873040914536,0.12443475175189646,0.05804244497770492,0.9413528039150076,0.061747172575528045,0.3086704691277143,0.06064874961669969
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,state_reset,0,0.13701331451809312,0.25779587601962156,0.29565707031371335,0.19413988292217255,0.19931233521193675,0.037683363697372026,0.6099291085738234,0.22783160332550412,0.4153676059989564,0.05280393270509387
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.13284753521732498,0.22659500167794425,0.2546862740174078,0.16478250920772552,0.16480958441348925,0.04578374715145574,0.7545623356900009,0.20823891606807096,0.4338064764040559,0.04571685800982014
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.12778744144826895,0.22723421985155914,0.2708763821053209,0.16627393662929535,0.16637626902697839,0.04367035716016267,0.7456860983979108,0.19365735598944975,0.435517450208411,0.04180970431909667
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.12479897545135854,0.23023208853316635,0.26655063850357064,0.16423580050468445,0.1639358090007142,0.044842791717029436,0.7618591070021311,0.19168512759033782,0.4365018727588941,0.04151794400860979
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.12529095344680297,0.2262745589426119,0.2692930845573712,0.16459204256534576,0.1642043561457771,0.04629061833246168,0.7636280438880583,0.18305015198888278,0.43806484842901355,0.04400894686591154
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.1350588284268343,0.22495123784836024,0.2704362974545903,0.16291049122810364,0.16432923083640125,0.04554459734714506,0.7665257370568008,0.18472571962462023,0.4346639324279022,0.0389386700085248
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,ordered,0,0.37527727106933007,0.16969912019494462,0.35611483005186295,0.11887947469949722,0.12743901665488336,0.05814532190540073,0.9264728751524488,0.07858221636955248,0.2996555915879584,0.05765299544004413
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,state_reset,0,0.20497863753851875,0.2466654744866776,0.3050363473715463,0.16756586730480194,0.17217815218314733,0.0358401306009068,0.7700284079130315,0.11283279733912586,0.4054912541317788,0.054297496536995456
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.11451746199016474,0.2610469844243298,0.23573101765673893,0.18884505331516266,0.18601943445328165,0.03430281987238417,0.6410522227374138,0.2196703734230521,0.44556118171704395,0.03779048748277012
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.10996523077841958,0.26403105095641255,0.23269405189848408,0.19266222417354584,0.189699066420124,0.03796960109907535,0.6103121975587809,0.2591537101604273,0.45798367441575194,0.0422094703048263
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.11534043705869634,0.2618886901907725,0.2340644692571582,0.1887483298778534,0.18752195992290158,0.036121046312292925,0.643639811786261,0.22666719061677337,0.4479033483057031,0.040977727513516804
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.11461767387611307,0.26591741222224824,0.2399630892844565,0.1891816258430481,0.18712014745767802,0.03733652197058497,0.6293804908216125,0.24633909320693834,0.44617530645428566,0.04045581582842518
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.12161168884747042,0.26383844793659367,0.23541851653533108,0.18782919645309448,0.1856121641315826,0.03503020933661322,0.6447863578005186,0.22616998729228505,0.44791924504057024,0.04007184085680574
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,ordered,0,0.3376710175654671,0.16226277939260822,0.356691287590547,0.11998672783374786,0.1273602868800294,0.0546930324578853,0.9303832489363145,0.05876890980718948,0.30771242166956236,0.06385173049031313
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,state_reset,0,0.15023242764406147,0.25223161749643824,0.29440980551567353,0.18666118383407593,0.18912281871658482,0.030689176531589306,0.6869263837940537,0.13555454577386009,0.4088198932168413,0.055586078380071846
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.12782817175629865,0.25080898526596695,0.22066122133303417,0.19611550867557526,0.19551172275861647,0.04688037983123789,0.6235357006680418,0.2600580662368005,0.44052901318920706,0.04627947608701407
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.12519135513788132,0.24956234187295992,0.22673490381365785,0.19362957775592804,0.1930769138956723,0.04274458337722218,0.6566993537580467,0.2508598065932773,0.43990081313909624,0.04512459722874946
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.12934162525685877,0.24546861975160364,0.22822137777839396,0.19137942790985107,0.1906020768905339,0.043382160926536024,0.6531304272378465,0.25609231021741063,0.4438970804174694,0.04281743353609551
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.12130962893451809,0.2528692271611462,0.21989407572221248,0.19617632031440735,0.1949468019788396,0.03910746086884028,0.6235946866905637,0.2593900976223959,0.4453430432334541,0.041927531727833346
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.12132697978389066,0.2503822339724188,0.22863949948637682,0.19559155404567719,0.19554846677674007,0.04582279355814109,0.6270916947298218,0.28714081607747477,0.4423675958769571,0.040760088466137406
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,ordered,0,0.3558884975284111,0.16878378227965474,0.34241568310905796,0.12066098302602768,0.13040962391724326,0.06015603445228353,0.9335833648362144,0.060275065552990795,0.2718168177283224,0.06497490015365888
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,state_reset,0,0.1633706504949085,0.25437680335894025,0.2796903992557137,0.16478273272514343,0.1685600123585087,0.033835481442145036,0.8046206807023392,0.12907861493823725,0.3822948162913769,0.06356965838496388
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.10982692459424681,0.2595716894489445,0.2220254795274899,0.2004251331090927,0.19927399886185176,0.04226098323162292,0.56551930084367,0.22356844176452864,0.45537309164928697,0.03683649680629919
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.11371042181134343,0.256829607976626,0.22218759197346222,0.2031121850013733,0.20339554344138053,0.04713984929112486,0.5473865449568306,0.26052455527393187,0.4517773798189571,0.04354367210942486
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.11842702287743016,0.25352709260705397,0.23535328024438223,0.20392803847789764,0.20340061218362965,0.04574899184856419,0.5546700173523409,0.26389959687960807,0.4487869867883735,0.04263130273336478
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.11395470110171409,0.25124916965014316,0.2339176692561606,0.19961237907409668,0.2013207849064102,0.05587797107172509,0.5742724174302443,0.2737368674986001,0.45316641625312504,0.03822040119267915
ffsnn64_rsnn64,ff_snn,64,64,11,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.12729523866810594,0.2544705835107255,0.22081272979875027,0.20214426517486572,0.20164134965775765,0.04874154216976274,0.55544460133709,0.24336626232395991,0.45912559978520084,0.039366760141996915
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,ordered,0,0.3201298397808351,0.18927935214891825,0.34361828656269255,0.11849227547645569,0.12704290528717924,0.05674272983489083,0.9236729892454241,0.06221365476027446,0.27899035294229335,0.06803926587659502
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,state_reset,0,0.15278388015900704,0.2443378559530598,0.2683971155530428,0.17608796060085297,0.17843470288670227,0.03293859780441361,0.7631461976398037,0.13205684864932513,0.3804926389190902,0.06638269061736396
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.1158036170230026,0.2681408712308701,0.2216707485242882,0.1950618028640747,0.19223940066278797,0.03513932085628642,0.5826471479524687,0.2351172144201901,0.4548311771795298,0.039583397802411734
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.10990592538130387,0.2766645085321714,0.21921163651616643,0.20011304318904877,0.19920314174808867,0.03438102096385237,0.5152777167158787,0.23398316122768845,0.4544131556987517,0.040482667491221994
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.10436759606074075,0.2704601875723225,0.2331622076353217,0.19708316028118134,0.19555549420518417,0.03418511274919875,0.5746553117014659,0.21567853812684823,0.4469722146208087,0.03937063628243934
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.10346348755055154,0.27407832668252186,0.22240853800252314,0.20026026666164398,0.1996437844450343,0.03218544627815191,0.5255262251570536,0.2262320556973368,0.45695032279238446,0.036671748744927686
ffsnn64_rsnn64,ff_snn,64,64,23,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.1022805329972675,0.27363931316218965,0.22439582216467463,0.19969542324543,0.19749458394434355,0.03204056270016609,0.5327598312066382,0.2353409555481215,0.45694682363336286,0.03927822905580284
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,ordered,0,0.32451436606331335,0.1704120831946804,0.3525111535249482,0.11014965921640396,0.1195037010036511,0.058091944897175944,0.9487696354054366,0.047615274072277745,0.2680697039846535,0.06631537586898636
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,state_reset,0,0.12159713245899764,0.2514274348951366,0.28007763843106603,0.1608065515756607,0.16189936563780863,0.02525309583830962,0.7862602031364886,0.09113730128847009,0.39636892341943464,0.05632288104747426
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.11652475267948983,0.24772610566387437,0.23990807018302948,0.19089968502521515,0.19297863451177127,0.049438363891652404,0.6315202127054548,0.22325468549501581,0.4516214419855021,0.04218710926330062
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.10385420769964242,0.24832577574742984,0.22927823139185474,0.19113780558109283,0.1913404908694633,0.0519244037392169,0.6257601131599657,0.24299030370040633,0.44647868573826627,0.03961829149111062
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.11519890428997064,0.24496247180520672,0.24142686450924136,0.18905922770500183,0.18986324848581668,0.04976059152282267,0.649635039262998,0.22115290090887973,0.4499181403084325,0.04308171592781372
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.10635341727583121,0.2461688796134844,0.24191215165591048,0.19178718328475952,0.1933005806824116,0.05198729003225362,0.6270649331317586,0.22518528965185408,0.44713341967921577,0.03768669008997527
ffsnn64_rsnn64,ff_snn,64,64,37,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.11393058532451825,0.2456950357515518,0.2418046836355213,0.19244587421417236,0.19420709665099237,0.05219726976408218,0.6377435653865988,0.2079573896459698,0.4430670509287813,0.046056629492110236
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,ordered,0,0.35699493540968275,0.18490796056512285,0.34613044441938484,0.12055671215057373,0.1286728405074714,0.0577507698134526,0.9207124649420669,0.0773979323987113,0.2899203086207173,0.06216143824428107
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,state_reset,0,0.1792242248298818,0.2563004134452506,0.29596304366712434,0.16131122410297394,0.1632287510453838,0.029874500115580176,0.8097495931066097,0.10664118773551029,0.38122260220404475,0.06015639989734954
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.11492922627560191,0.25443312239973515,0.220737718503745,0.20361101627349854,0.20250775022049472,0.0403573767875678,0.5525373216692843,0.2666949333066748,0.4504189904565282,0.04029115992263129
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.11634961868527009,0.2614240972963098,0.22247385630148742,0.20490679144859314,0.20343912928684116,0.03910450630531205,0.5207812787029656,0.2778914929503663,0.4561233269911171,0.037485739863304016
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.11036543130265519,0.2577211562901327,0.21832230364208405,0.20291030406951904,0.2017423795816833,0.037156567833085546,0.5614729727162511,0.23495721750860274,0.45528941165487385,0.03941206060106171
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.1108961747351771,0.26172861660996527,0.21566354130304782,0.20591385662555695,0.20468320171922855,0.03717394776857851,0.5324622633321018,0.24018548045908822,0.45489748116436785,0.03876038977218364
