architecture,regularization,seed,condition,max_abs_charge_identity_error,mean_abs_final_membrane,mean_spikes_per_output_neuron_sample,mean_total_output_spikes_per_sample,negative_evidence_fraction,output_spikes_per_neuron_second,potential_multi_crossing_fraction,silent_output_neuron_fraction,silent_sample_fraction,negative_event_fraction,positive_event_fraction,valid_output_positions
234x234,task_only,23,wlif_if_beta1_cap1,0.0,11.785585059294629,1.610159817351598,19.32191780821918,0.5400927766732936,1.2462999779103159,0.0003175392091893086,0.6695205479452054,0.0136986301369863,,,
234x234,task_only,23,wlif_lif_beta05_cap1,2.842170943040401e-14,0.47253032808570783,0.5205479452054794,6.2465753424657535,0.5400927766732936,0.40291583830351224,2.76121051468964e-05,0.8344748858447488,0.19863013698630136,,,
234x234,task_only,23,wlin_if_beta1_bipolar,,0.3091313695756192,,305.06164383561645,,19.6770488182019,,,0.0,0.276229821055704,0.723770178944296,144864.0
234x234,task_only,23,wlin_if_beta1_cap31,3.552713678800501e-14,1.7786168418960069,14.602739726027398,175.23287671232876,0.27564474265518,11.30284956925116,0.012701568367572344,0.1740867579908676,0.00684931506849315,,,
234x234,task_only,23,wlin_lif_beta05_bipolar,,0.12825654992227903,,126.13698630136986,,8.136072454163905,,,0.02054794520547945,0.18711989574283233,0.8128801042571677,144864.0
234x234,task_only,23,wlin_lif_beta05_cap31,3.552713678800501e-14,0.23533884034551716,8.507420091324201,102.08904109589041,0.27564474265518,6.584934835431853,0.0035550585376629114,0.2334474885844749,0.02054794520547945,,,
234x234,task_only,23,wlin_unipolar_beta_0.5_cap1,4.263256414560601e-14,0.23790123734517113,8.281392694063927,99.37671232876713,0.27564474265518,6.409984537221118,0.005142754583609454,0.2334474885844749,0.02054794520547945,,,
234x234,task_only,23,wlin_unipolar_beta_0.6_cap1,2.842170943040401e-14,0.2627736617405291,9.480593607305936,113.76712328767124,0.27564474265518,7.338193063839187,0.007082504970178927,0.20205479452054795,0.00684931506849315,,,
234x234,task_only,23,wlin_unipolar_beta_0.7_cap1,3.552713678800501e-14,0.30052663679118397,10.807077625570777,129.68493150684932,0.27564474265518,8.364921581621383,0.010333830351225978,0.17751141552511415,0.00684931506849315,,,
234x234,task_only,23,wlin_unipolar_beta_0.8_cap1,3.552713678800501e-14,0.3672773633447743,12.188356164383562,146.26027397260273,0.27564474265518,9.43406229290921,0.015207366909653191,0.1523972602739726,0.00684931506849315,,,
234x234,task_only,23,wlin_unipolar_beta_0.95_cap1,3.552713678800501e-14,0.8026829363355239,14.094178082191782,169.13013698630138,0.27564474265518,10.909211398277005,0.029807267506074663,0.14840182648401826,0.00684931506849315,,,
234x234,task_only,23,wlin_unipolar_beta_0.9_cap1,3.552713678800501e-14,0.5363178389858085,13.5587899543379,162.7054794520548,0.27564474265518,10.494808924232384,0.024395294897282968,0.136986301369863,0.00684931506849315,,,
234x234,task_only,23,wlin_unipolar_beta_1_cap1,3.552713678800501e-14,1.8889871617448388,14.378424657534246,172.54109589041096,0.27564474265518,11.129224652087474,0.03805638391870996,0.1740867579908676,0.00684931506849315,,,
234x234,task_only,37,native_lif_beta05_cap1,1.7763568394002505e-14,0.5755912819249649,12.81906392694064,153.82876712328766,0.42156091230395404,9.92224431190634,0.032658217362491714,0.16723744292237444,0.0,,,
234x234,task_only,37,wlif_if_beta1_cap1,0.0,9.125639722930757,2.5245433789954337,30.294520547945204,0.5563217914733819,1.9540534570355643,0.00069030262867241,0.6147260273972602,0.0,,,
234x234,task_only,37,wlif_lif_beta05_cap1,1.4210854715202004e-14,0.3803971540502743,1.0684931506849316,12.821917808219178,0.5563217914733819,0.827037773359841,6.9030262867241e-05,0.718607305936073,0.0684931506849315,,,
234x234,task_only,37,wlin_if_beta1_bipolar,,0.2503627904428144,,236.36301369863014,,15.245858184227966,,,0.0,0.22701324292213626,0.7729867570778638,144864.0
234x234,task_only,37,wlin_if_beta1_cap31,1.0658141036401503e-14,1.291706301711715,12.770547945205479,153.24657534246575,0.2680583167660702,9.884691848906561,0.001449635520212061,0.13184931506849315,0.0,,,
234x234,task_only,37,wlin_lif_beta05_bipolar,,0.11883083704624114,,62.205479452054796,,4.012370223105809,,,0.00684931506849315,0.13334067386038317,0.8666593261396168,144864.0
234x234,task_only,37,wlin_lif_beta05_cap31,1.4210854715202004e-14,0.2222453674512078,4.465753424657534,53.58904109589041,0.2680583167660702,3.456593770709079,6.9030262867241e-05,0.3253424657534247,0.00684931506849315,,,
234x234,task_only,37,wlin_unipolar_beta_0.5_cap1,1.4210854715202004e-14,0.22224538051509013,4.461187214611872,53.534246575342465,0.2680583167660702,3.453059421250276,0.00010354539430086149,0.3253424657534247,0.00684931506849315,,,
234x234,task_only,37,wlin_unipolar_beta_0.6_cap1,1.4210854715202004e-14,0.24824566298490436,5.932077625570776,71.18493150684931,0.2680583167660702,4.5915617406671085,0.0002968301303291363,0.23573059360730594,0.0,,,
234x234,task_only,37,wlin_unipolar_beta_0.7_cap1,1.4210854715202004e-14,0.2712825563267413,7.631849315068493,91.58219178082192,0.2680583167660702,5.907223326706428,0.000621272365805169,0.17180365296803654,0.0,,,
234x234,task_only,37,wlin_unipolar_beta_0.8_cap1,1.4210854715202004e-14,0.3146099458006823,9.515981735159817,114.1917808219178,0.2680583167660702,7.3655842721449085,0.0011182902584493041,0.1358447488584475,0.0,,,
234x234,task_only,37,wlin_unipolar_beta_0.95_cap1,1.4210854715202004e-14,0.5825875565417435,12.237442922374429,146.84931506849315,0.2680583167660702,9.472056549591342,0.0036171857742434282,0.10388127853881278,0.0,,,
234x234,task_only,37,wlin_unipolar_beta_0.9_cap1,1.4210854715202004e-14,0.41858532698603,11.40296803652968,136.83561643835617,0.2680583167660702,8.82615418599514,0.0025334106472277448,0.10273972602739725,0.0,,,
234x234,task_only,37,wlin_unipolar_beta_1_cap1,1.0658141036401503e-14,1.2962725117573772,12.761415525114156,153.13698630136986,0.2680583167660702,9.877623149988954,0.005197978793903247,0.13184931506849315,0.0,,,
234x234,task_plus_reg,11,native_lif_beta05_cap1,2.842170943040401e-14,0.5146944586890794,10.650684931506849,127.8082191780822,0.3834285950960901,8.243870112657389,0.025472166998011928,0.2254566210045662,0.0,,,
234x234,task_plus_reg,11,wlif_if_beta1_cap1,0.0,4.472822568903826,5.291095890410959,63.49315068493151,0.3953708305721228,4.095427435387674,0.0009042964435608571,0.3647260273972603,0.0,,,
234x234,task_plus_reg,11,wlif_lif_beta05_cap1,7.105427357601002e-15,0.27417377079781347,1.7477168949771689,20.972602739726028,0.3953708305721228,1.3527722553567485,2.07090788601723e-05,0.591324200913242,0.0410958904109589,,,
234x234,task_plus_reg,11,wlin_if_beta1_bipolar,,0.33728183509825854,,331.0890410958904,,21.355864811133202,,,0.0,0.31570781356668526,0.6842921864333147,144864.0
234x234,task_plus_reg,11,wlin_if_beta1_cap31,3.552713678800501e-14,2.5674400117946874,14.970319634703197,179.64383561643837,0.28138115749944775,11.58736470068478,0.01480008835873647,0.12728310502283105,0.0,,,
234x234,task_plus_reg,11,wlin_lif_beta05_bipolar,,0.13409778563842475,,148.23972602739727,,9.56174066710846,,,0.0,0.27297509587395463,0.7270249041260454,144864.0
234x234,task_plus_reg,11,wlin_lif_beta05_cap31,4.263256414560601e-14,0.26908945342145585,9.018264840182649,108.21917808219177,0.28138115749944775,6.98034018113541,0.004769991164126353,0.17751141552511415,0.0,,,
234x234,task_plus_reg,11,wlin_unipolar_beta_0.5_cap1,3.552713678800501e-14,0.27246858503635074,8.706050228310502,104.47260273972603,0.28138115749944775,6.738679036889772,0.006702838524409101,0.17751141552511415,0.0,,,
234x234,task_plus_reg,11,wlin_unipolar_beta_0.6_cap1,3.552713678800501e-14,0.30464635587980965,9.920662100456621,119.04794520547945,0.28138115749944775,7.678815992931301,0.009574497459686327,0.14098173515981735,0.0,,,
234x234,task_plus_reg,11,wlin_unipolar_beta_0.7_cap1,3.552713678800501e-14,0.35633671940954437,11.289954337899543,135.4794520547945,0.28138115749944775,8.738679036889772,0.013357355864811134,0.1158675799086758,0.0,,,
234x234,task_plus_reg,11,wlin_unipolar_beta_0.8_cap1,3.552713678800501e-14,0.44689550614598933,12.67865296803653,152.14383561643837,0.28138115749944775,9.813563066048156,0.019556273470289376,0.09931506849315068,0.0,,,
234x234,task_plus_reg,11,wlin_unipolar_beta_0.95_cap1,3.552713678800501e-14,1.0939516603757804,14.525684931506849,174.3082191780822,0.28138115749944775,11.243207422133864,0.03558510050806273,0.0930365296803653,0.0,,,
234x234,task_plus_reg,11,wlin_unipolar_beta_0.9_cap1,3.552713678800501e-14,0.7047382208753283,13.999429223744292,167.9931506849315,0.28138115749944775,10.835873647006848,0.02894438922023415,0.09018264840182648,0.0,,,
234x234,task_plus_reg,11,wlin_unipolar_beta_1_cap1,3.552713678800501e-14,2.6950085049453727,14.70376712328767,176.44520547945206,0.28138115749944775,11.38104705102717,0.04310249613430528,0.12728310502283105,0.0,,,
234x234,task_plus_reg,23,native_lif_beta05_cap1,2.842170943040401e-14,0.5928181214693267,10.860730593607306,130.32876712328766,0.41046774906118844,8.406450187762315,0.029945328031809146,0.2100456621004566,0.0,,,
234x234,task_plus_reg,23,wlif_if_beta1_cap1,0.0,5.58887624086262,5.179794520547945,62.157534246575345,0.4317773912083057,4.009277667329357,0.002692180251822399,0.4218036529680365,0.0,,,
234x234,task_plus_reg,23,wlif_lif_beta05_cap1,1.4210854715202004e-14,0.31276986447535104,2.103310502283105,25.23972602739726,0.4317773912083057,1.6280097194610117,7.59332891539651e-05,0.5616438356164384,0.0547945205479452,,,
234x234,task_plus_reg,23,wlin_if_beta1_bipolar,,0.3514965123092103,,318.82191780821915,,20.564612326043736,,,0.0,0.3065652659620177,0.6934347340379823,144864.0
234x234,task_plus_reg,23,wlin_if_beta1_cap31,2.4868995751603507e-14,2.2770800134551448,14.482876712328768,173.7945205479452,0.2925985752153744,11.210072895957587,0.012922465208747515,0.1541095890410959,0.0,,,
234x234,task_plus_reg,23,wlin_lif_beta05_bipolar,,0.13817604949669915,,137.73287671232876,,8.884029158383035,,,0.00684931506849315,0.2494405490079069,0.7505594509920931,144864.0
234x234,task_plus_reg,23,wlin_lif_beta05_cap31,2.4868995751603507e-14,0.2725425077894905,8.659246575342467,103.91095890410959,0.2925985752153744,6.702451954937044,0.004107300640600839,0.19463470319634704,0.00684931506849315,,,
234x234,task_plus_reg,23,wlin_unipolar_beta_0.5_cap1,2.1316282072803006e-14,0.27758446649407337,8.38527397260274,100.62328767123287,0.2925985752153744,6.49039098740888,0.00579163905456152,0.19463470319634704,0.00684931506849315,,,
234x234,task_plus_reg,23,wlin_unipolar_beta_0.6_cap1,2.4868995751603507e-14,0.30300407786200395,9.652397260273972,115.82876712328768,0.2925985752153744,7.47117296222664,0.008352661806936161,0.1558219178082192,0.00684931506849315,,,
234x234,task_plus_reg,23,wlin_unipolar_beta_0.7_cap1,2.842170943040401e-14,0.34793061332817554,10.980022831050228,131.76027397260273,0.2925985752153744,8.498785067373536,0.011555666003976143,0.1312785388127854,0.00684931506849315,,,
234x234,task_plus_reg,23,wlin_unipolar_beta_0.8_cap1,1.7763568394002505e-14,0.43298103893154766,12.332762557077626,147.9931506849315,0.2925985752153744,9.545836094543848,0.01710569913850232,0.11472602739726027,0.0,,,
234x234,task_plus_reg,23,wlin_unipolar_beta_0.95_cap1,2.4868995751603507e-14,1.008569857027007,14.139269406392694,169.67123287671234,0.2925985752153744,10.944113099182681,0.031491605920035345,0.11358447488584475,0.0,,,
234x234,task_plus_reg,23,wlin_unipolar_beta_0.9_cap1,2.1316282072803006e-14,0.659799015333488,13.644977168949772,163.73972602739727,0.2925985752153744,10.561519770267285,0.025437651866578308,0.10559360730593607,0.0,,,
234x234,task_plus_reg,23,wlin_unipolar_beta_1_cap1,2.4868995751603507e-14,2.3984821403941288,14.212328767123287,170.54794520547946,0.2925985752153744,11.000662690523525,0.03854649878506737,0.1541095890410959,0.0,,,
234x234,task_plus_reg,37,native_lif_beta05_cap1,2.842170943040401e-14,0.6028780279810888,11.052511415525114,132.63013698630138,0.40288132317207864,8.55489286503203,0.029952231058095868,0.22488584474885845,0.0,,,
234x234,task_plus_reg,37,wlif_if_beta1_cap1,0.0,4.763951802208583,4.47945205479452,53.75342465753425,0.4257786613651425,3.467196819085487,0.0014772476253589574,0.4195205479452055,0.0,,,
234x234,task_plus_reg,37,wlif_lif_beta05_cap1,1.4210854715202004e-14,0.2723356195184449,1.5057077625570776,18.068493150684933,0.4257786613651425,1.1654517340402033,6.9030262867241e-06,0.6592465753424658,0.04794520547945205,,,
234x234,task_plus_reg,37,wlin_if_beta1_bipolar,,0.2469659271787095,,172.14383561643837,,11.103600618511155,,,0.0,0.3392352683722596,0.6607647316277404,144864.0
234x234,task_plus_reg,37,wlin_if_beta1_cap31,1.4210854715202004e-14,1.4784675121893915,7.088470319634703,85.06164383561644,0.3059076098961785,5.486635741108902,0.0001173514468743097,0.2243150684931507,0.0,,,
234x234,task_plus_reg,37,wlin_lif_beta05_bipolar,,0.10958877197113616,,25.424657534246574,,1.6399381488844709,,,0.0684931506849315,0.27370689655172414,0.7262931034482759,144864.0
234x234,task_plus_reg,37,wlin_lif_beta05_cap31,1.7763568394002505e-14,0.19379545382963773,1.523972602739726,18.28767123287671,0.3059076098961785,1.1795891318754141,0.0,0.6170091324200914,0.08904109589041095,,,
234x234,task_plus_reg,37,wlin_unipolar_beta_0.5_cap1,1.7763568394002505e-14,0.19379545382963773,1.523972602739726,18.28767123287671,0.3059076098961785,1.1795891318754141,0.0,0.6170091324200914,0.08904109589041095,,,
234x234,task_plus_reg,37,wlin_unipolar_beta_0.6_cap1,1.4210854715202004e-14,0.21822363241191567,2.3202054794520546,27.84246575342466,0.3059076098961785,1.7958913187541419,0.0,0.5079908675799086,0.0547945205479452,,,
234x234,task_plus_reg,37,wlin_unipolar_beta_0.7_cap1,1.5987211554602254e-14,0.24561212616242628,3.3498858447488584,40.1986301369863,0.3059076098961785,2.5928871217141594,0.0,0.4058219178082192,0.03424657534246575,,,
234x234,task_plus_reg,37,wlin_unipolar_beta_0.8_cap1,1.0658141036401503e-14,0.2923401523525479,4.654109589041096,55.84931506849315,0.3059076098961785,3.6023856858846917,6.9030262867241e-06,0.2979452054794521,0.0136986301369863,,,
234x234,task_plus_reg,37,wlin_unipolar_beta_0.95_cap1,1.4210854715202004e-14,0.5910104419365005,6.720890410958904,80.65068493150685,0.3059076098961785,5.202120609675282,0.0001311574994477579,0.21689497716894976,0.0,,,
234x234,task_plus_reg,37,wlin_unipolar_beta_0.9_cap1,1.4210854715202004e-14,0.4048658473831125,6.073059360730594,72.87671232876713,0.3059076098961785,4.700684780207643,8.97393417274133e-05,0.22488584474885845,0.0,,,
234x234,task_plus_reg,37,wlin_unipolar_beta_1_cap1,1.4210854715202004e-14,1.4784675121893915,7.088470319634703,85.06164383561644,0.3059076098961785,5.486635741108902,0.00020709078860172298,0.2243150684931507,0.0,,,
