model_kind,layer,state,lag_steps,corr_mean_mean,corr_mean_std,corr_mean_count,cosine_mean_mean,cosine_mean_std,cosine_mean_count,normalized_l2_mean_mean,normalized_l2_mean_std,normalized_l2_mean_count
c2,L3,syn_current,48,0.38499073269148926,0.17286768500433375,6,0.40327169460796636,0.16156993367004724,6,14845431954546.338,4350098219911.312,6
c2,L3,syn_current,64,0.2189718786227918,0.18806801181948765,6,0.24091063082008604,0.17490343243263923,6,23581590264563.516,8699075279699.246,6
c2,L3,pre_reset,1,0.9911249332588423,0.001368247822547257,6,0.9912113497684789,0.0013423242111137697,6,17422554755.12079,1992331051.5400898,6
c2,L3,pre_reset,2,0.9811658186538414,0.0031678908075777413,6,0.9813708414652783,0.0030893729844948784,6,61678702651.45774,7192740103.184865,6
c2,L3,pre_reset,4,0.9558282488353518,0.009546782588517714,6,0.9564308762229872,0.009365753692838796,6,258259549847.69308,29560478613.74875,6
c2,L3,pre_reset,8,0.8947750107424346,0.027684415616801558,6,0.8966150152111233,0.027269830863045418,6,1204024638981.5498,119839588795.6279,6
c2,L3,pre_reset,16,0.7712069186386273,0.0678438450976229,6,0.7756803513204055,0.06678907430369076,6,5315009405898.864,741638556961.9174,6
c2,L3,pre_reset,32,0.5674698519552925,0.13290659390677553,6,0.5763990282008076,0.13038565123202248,6,15604996128462.264,3823603648255.4253,6
c2,L3,pre_reset,48,0.3858782260761932,0.1729254687280592,6,0.3987559008852332,0.16935993129017526,6,28453779397423.13,8663224911482.571,6
c2,L3,pre_reset,64,0.22067563084343944,0.1883561795477517,6,0.23656437948091613,0.18307511022171216,6,45698585233410.164,17248162457562.678,6
