seed,split,accuracy,balanced_accuracy,checkpoint_index,elapsed_ms,macro_f1,n_active
23,test,0.6643835616438356,0.6407509157509158,11,3000.0,0.6280720727898147,0
23,test,0.6643835616438356,0.6407509157509158,12,3250.0,0.6280720727898147,0
23,test,0.6643835616438356,0.6407509157509158,13,3500.0,0.6280720727898147,0
23,test,0.6643835616438356,0.6407509157509158,14,3750.0,0.6280720727898147,0
23,test,0.6643835616438356,0.6407509157509158,15,4000.0,0.6280720727898147,0
101,val,0.1111111111111111,0.09785353535353536,0,250.0,0.04098978288633461,126
101,val,0.1746031746031746,0.17044252044252042,1,500.0,0.13508712601849857,126
101,val,0.24603174603174602,0.24547859547859543,2,750.0,0.24247451268837059,126
101,val,0.3888888888888889,0.39520803270803273,3,1000.0,0.3827626522663708,126
101,val,0.48412698412698413,0.4882996632996634,4,1250.0,0.47655098458270634,111
101,val,0.5079365079365079,0.5041726791726792,5,1500.0,0.5026992682880862,80
101,val,0.5317460317460317,0.5250060125060125,6,1750.0,0.5162923570682191,47
101,val,0.5317460317460317,0.5250060125060125,7,2000.0,0.5162923570682191,20
101,val,0.5317460317460317,0.5250060125060125,8,2250.0,0.5162923570682191,6
101,val,0.5317460317460317,0.5250060125060125,9,2500.0,0.5162923570682191,3
101,val,0.5317460317460317,0.5250060125060125,10,2750.0,0.5162923570682191,2
101,val,0.5317460317460317,0.5250060125060125,11,3000.0,0.5162923570682191,0
101,val,0.5317460317460317,0.5250060125060125,12,3250.0,0.5162923570682191,0
101,val,0.5317460317460317,0.5250060125060125,13,3500.0,0.5162923570682191,0
101,val,0.5317460317460317,0.5250060125060125,14,3750.0,0.5162923570682191,0
101,val,0.5317460317460317,0.5250060125060125,15,4000.0,0.5162923570682191,0
101,test,0.07534246575342465,0.07983682983682984,0,250.0,0.031019283746556475,146
101,test,0.1780821917808219,0.18441697191697193,1,500.0,0.1637876546329022,146
101,test,0.3424657534246575,0.3390005827505827,2,750.0,0.3107899783845162,146
101,test,0.4863013698630137,0.48043276168276167,3,1000.0,0.4754248937014813,141
101,test,0.5342465753424658,0.5278554778554778,4,1250.0,0.5171463550539638,111
101,test,0.6232876712328768,0.6092407592407593,5,1500.0,0.6053868806715107,82
101,test,0.6301369863013698,0.6168165168165167,6,1750.0,0.6112416994769936,36
101,test,0.636986301369863,0.6227688977688978,7,2000.0,0.6176836961150686,15
101,test,0.636986301369863,0.6227688977688978,8,2250.0,0.6176836961150686,1
101,test,0.636986301369863,0.6227688977688978,9,2500.0,0.6176836961150686,0
101,test,0.636986301369863,0.6227688977688978,10,2750.0,0.6176836961150686,0
101,test,0.636986301369863,0.6227688977688978,11,3000.0,0.6176836961150686,0
101,test,0.636986301369863,0.6227688977688978,12,3250.0,0.6176836961150686,0
101,test,0.636986301369863,0.6227688977688978,13,3500.0,0.6176836961150686,0
101,test,0.636986301369863,0.6227688977688978,14,3750.0,0.6176836961150686,0
101,test,0.636986301369863,0.6227688977688978,15,4000.0,0.6176836961150686,0
