seed,accuracy,balanced_accuracy,conditional_early_exit_accuracy,early_exit_coverage,forced_decision_rate,macro_f1,mean_decision_latency_ms,mean_spike_activity_cost,mean_spikes_per_correct_gesture,mean_synops_per_correct_gesture,mean_synops_proxy,median_decision_latency_ms,median_spike_activity_cost,median_synops_proxy,n_samples,p_latency_le_1000ms,p_latency_le_1500ms,p_latency_le_500ms,p_latency_le_750ms,persistence_ms,premature_wrong_decision_rate,split,stability_m,threshold
11,0.5873015873015873,0.5789502164502165,0.7142857142857143,0.05555555555555555,0.9444444444444444,0.5826578577579722,1395.8333333333333,2880.7698412698414,3196.7567567567567,98519.62162162163,87814.15873015873,1382.8125,2793.5,78542.0,126,0.12698412698412698,0.6666666666666666,0.0,0.0,0.0,0.015873015873015872,val,1,0.9
11,0.5873015873015873,0.5789502164502165,0.75,0.031746031746031744,0.9682539682539683,0.5826578577579722,1409.1021825396826,2934.904761904762,3247.810810810811,100085.35135135135,89405.58730158731,1406.25,2833.5,79198.0,126,0.11904761904761904,0.6349206349206349,0.0,0.0,250.0,0.007936507936507936,val,2,0.9
11,0.5873015873015873,0.5789502164502165,,0.0,1.0,0.5826578577579722,1412.5744047619048,2949.6349206349205,3271.2837837837837,100852.97297297297,89875.11111111111,1406.25,2833.5,79198.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,500.0,0.0,val,3,0.9
11,0.5873015873015873,0.5789502164502165,0.75,0.031746031746031744,0.9682539682539683,0.5826578577579722,1409.1021825396826,2934.904761904762,3247.810810810811,100085.35135135135,89405.58730158731,1406.25,2833.5,79198.0,126,0.11904761904761904,0.6349206349206349,0.0,0.0,0.0,0.007936507936507936,val,1,0.95
11,0.5873015873015873,0.5789502164502165,,0.0,1.0,0.5826578577579722,1412.5744047619048,2949.6349206349205,3271.2837837837837,100852.97297297297,89875.11111111111,1406.25,2833.5,79198.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,250.0,0.0,val,2,0.95
11,0.5873015873015873,0.5789502164502165,,0.0,1.0,0.5826578577579722,1412.5744047619048,2949.6349206349205,3271.2837837837837,100852.97297297297,89875.11111111111,1406.25,2833.5,79198.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,500.0,0.0,val,3,0.95
11,0.5684931506849316,0.5486166611166611,0.7205882352941176,0.4657534246575342,0.5342465753424658,0.5253361035619101,1093.6429794520548,2572.7671232876714,2781.9277108433735,93698.93975903615,86769.31506849315,1023.4375,2531.5,86006.0,146,0.4863013698630137,0.9315068493150684,0.0273972602739726,0.18493150684931506,0.0,0.13013698630136986,test,1,0.5
11,0.589041095890411,0.5688547563547564,0.7567567567567568,0.2534246575342466,0.7465753424657534,0.5451629953186264,1194.9914383561643,2956.068493150685,3267.8953488372094,107662.83720930232,97988.87671232877,1226.5625,3037.0,97602.0,146,0.3424657534246575,0.8904109589041096,0.0,0.06164383561643835,250.0,0.06164383561643835,test,2,0.5
11,0.5958904109589042,0.5771880896880898,0.7619047619047619,0.14383561643835616,0.8561643835616438,0.5525740625123023,1251.7123287671234,3178.3972602739727,3539.7241379310344,115594.02298850575,104559.50684931508,1250.0,3172.5,100088.0,146,0.2534246575342466,0.8493150684931506,0.0,0.03424657534246575,500.0,0.03424657534246575,test,3,0.5
11,0.5821917808219178,0.560521423021423,0.7959183673469388,0.3356164383561644,0.6643835616438356,0.5377244462134106,1158.8184931506848,2821.849315068493,3062.164705882353,101839.71764705882,94295.80821917808,1187.5,2890.5,95404.0,146,0.3835616438356164,0.9041095890410958,0.00684931506849315,0.11643835616438356,0.0,0.0684931506849315,test,1,0.6
11,0.5958904109589042,0.5771880896880898,0.7857142857142857,0.1917808219178082,0.8082191780821918,0.5525740625123023,1231.9135273972602,3099.7397260273974,3429.3333333333335,112130.66666666667,102062.32876712328,1250.0,3077.5,99600.0,146,0.2945205479452055,0.863013698630137,0.0,0.0410958904109589,250.0,0.0410958904109589,test,2,0.6
11,0.5958904109589042,0.5771880896880898,0.7272727272727273,0.07534246575342465,0.9246575342465754,0.5525740625123023,1270.1198630136987,3245.3150684931506,3614.9885057471265,117522.52873563218,106266.68493150685,1265.625,3263.0,100758.0,146,0.2465753424657534,0.8082191780821918,0.0,0.03424657534246575,500.0,0.02054794520547945,test,3,0.6
11,0.5958904109589042,0.5771880896880898,0.8484848484848485,0.22602739726027396,0.773972602739726,0.5525740625123023,1212.6498287671234,3019.027397260274,3294.8045977011493,108688.32183908045,99946.49315068492,1250.0,3092.5,99802.0,146,0.2945205479452055,0.8835616438356164,0.0,0.0547945205479452,0.0,0.03424657534246575,test,1,0.7
11,0.6027397260273972,0.5855214230214231,0.8571428571428571,0.14383561643835616,0.8561643835616438,0.5596831973388284,1264.9828767123288,3226.178082191781,3573.3977272727275,116308.77272727272,105847.94520547945,1273.4375,3290.0,102002.0,146,0.2534246575342466,0.8493150684931506,0.0,0.03424657534246575,250.0,0.02054794520547945,test,2,0.7
11,0.6027397260273972,0.5855214230214231,0.75,0.0273972602739726,0.9726027397260274,0.5596831973388284,1286.0659246575342,3305.0616438356165,3681.1363636363635,119110.95454545454,107907.67123287672,1296.875,3303.0,103714.0,146,0.23972602739726026,0.7671232876712328,0.0,0.03424657534246575,500.0,0.00684931506849315,test,3,0.7
11,0.6027397260273972,0.5855214230214231,0.9523809523809523,0.14383561643835616,0.8561643835616438,0.5596831973388284,1249.3578767123288,3163.582191780822,3446.5113636363635,112938.04545454546,104075.83561643836,1250.0,3233.0,101190.0,146,0.2602739726027397,0.8493150684931506,0.0,0.0410958904109589,0.0,0.00684931506849315,test,1,0.8
11,0.6027397260273972,0.5855214230214231,0.9285714285714286,0.0958904109589041,0.9041095890410958,0.5596831973388284,1279.4306506849316,3281.746575342466,3631.284090909091,117926.13636363637,107309.28767123287,1296.875,3303.0,102932.0,146,0.2465753424657534,0.815068493150685,0.0,0.03424657534246575,250.0,0.00684931506849315,test,2,0.8
11,0.6027397260273972,0.5855214230214231,1.0,0.00684931506849315,0.9931506849315068,0.5596831973388284,1291.73801369863,3326.9520547945203,3702.1022727272725,119685.5,108461.94520547945,1296.875,3303.0,103714.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.8
11,0.6027397260273972,0.5855214230214231,1.0,0.0821917808219178,0.9178082191780822,0.5596831973388284,1270.226883561644,3247.0890410958905,3569.6022727272725,116355.5,106454.82191780822,1273.4375,3290.0,102932.0,146,0.23972602739726026,0.821917808219178,0.0,0.03424657534246575,0.0,0.0,test,1,0.9
11,0.6027397260273972,0.5855214230214231,1.0,0.04794520547945205,0.952054794520548,0.5596831973388284,1287.2431506849316,3311.445205479452,3676.375,119077.54545454546,108095.50684931508,1296.875,3303.0,102932.0,146,0.23972602739726026,0.7808219178082192,0.0,0.03424657534246575,250.0,0.0,test,2,0.9
11,0.6027397260273972,0.5855214230214231,,0.0,1.0,0.5596831973388284,1291.9520547945206,3327.7328767123286,3703.3977272727275,119720.81818181818,108483.23287671233,1296.875,3303.0,103714.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.9
11,0.6027397260273972,0.5855214230214231,1.0,0.0410958904109589,0.958904109589041,0.5596831973388284,1284.6746575342465,3301.3356164383563,3659.6022727272725,118699.63636363637,107867.72602739726,1296.875,3303.0,102932.0,146,0.23972602739726026,0.7876712328767124,0.0,0.03424657534246575,0.0,0.0,test,1,0.95
11,0.6027397260273972,0.5855214230214231,1.0,0.00684931506849315,0.9931506849315068,0.5596831973388284,1291.73801369863,3326.9520547945203,3702.1022727272725,119685.5,108461.94520547945,1296.875,3303.0,103714.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,250.0,0.0,test,2,0.95
11,0.6027397260273972,0.5855214230214231,,0.0,1.0,0.5596831973388284,1291.9520547945206,3327.7328767123286,3703.3977272727275,119720.81818181818,108483.23287671233,1296.875,3303.0,103714.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.95
23,0.5238095238095238,0.5202441077441078,0.7037037037037037,0.42857142857142855,0.5714285714285714,0.5156051956490552,1219.3700396825398,2340.2698412698414,2685.969696969697,76782.66666666667,66831.84126984127,1195.3125,2533.5,66586.0,126,0.3253968253968254,0.8492063492063492,0.015873015873015872,0.0873015873015873,0.0,0.12698412698412698,val,1,0.5
23,0.5158730158730159,0.5132996632996633,0.6216216216216216,0.29365079365079366,0.7063492063492064,0.5060400369610895,1318.080357142857,2699.6984126984125,3127.7384615384617,88772.73846153847,76368.66666666667,1250.0,2875.5,76066.0,126,0.19047619047619047,0.8095238095238095,0.007936507936507936,0.015873015873015872,250.0,0.1111111111111111,val,2,0.5
23,0.5396825396825397,0.5341329966329966,0.4666666666666667,0.11904761904761904,0.8809523809523809,0.5248892433102958,1375.3720238095239,2918.6746031746034,3466.279411764706,98324.4705882353,82374.19047619047,1351.5625,2936.5,76474.0,126,0.1349206349206349,0.6984126984126984,0.0,0.007936507936507936,500.0,0.06349206349206349,val,3,0.5
23,0.5158730158730159,0.5132996632996633,0.6511627906976745,0.3412698412698413,0.6587301587301587,0.5060400369610895,1277.6537698412699,2534.8809523809523,2915.5384615384614,83097.9076923077,72035.87301587302,1250.0,2654.0,71752.0,126,0.23015873015873015,0.8253968253968254,0.007936507936507936,0.03968253968253968,0.0,0.11904761904761904,val,1,0.6
23,0.5476190476190477,0.5410774410774412,0.6190476190476191,0.16666666666666666,0.8333333333333334,0.5308813068023593,1355.0347222222222,2840.1349206349205,3405.8695652173915,96619.36231884058,80179.6507936508,1312.5,2929.0,76474.0,126,0.15873015873015872,0.7380952380952381,0.0,0.007936507936507936,250.0,0.06349206349206349,val,2,0.6
23,0.5476190476190477,0.5410774410774412,0.5833333333333334,0.09523809523809523,0.9047619047619048,0.5308813068023593,1387.8968253968253,2967.5555555555557,3555.550724637681,100964.17391304347,83785.6507936508,1359.375,2936.5,77238.0,126,0.12698412698412698,0.6904761904761905,0.0,0.0,500.0,0.03968253968253968,val,3,0.6
23,0.5396825396825397,0.5341329966329966,0.6896551724137931,0.23015873015873015,0.7698412698412699,0.5248892433102958,1323.7847222222222,2712.6111111111113,3242.25,92231.17647058824,76828.3492063492,1250.0,2745.0,74100.0,126,0.19047619047619047,0.7777777777777778,0.0,0.015873015873015872,0.0,0.07142857142857142,val,1,0.7
23,0.5476190476190477,0.5410774410774412,0.5714285714285714,0.1111111111111111,0.8888888888888888,0.5308813068023593,1371.031746031746,2898.690476190476,3499.7246376811595,99327.59420289854,81891.33333333333,1320.3125,2943.0,77238.0,126,0.1349206349206349,0.7142857142857143,0.0,0.0,250.0,0.047619047619047616,val,2,0.7
23,0.5476190476190477,0.5410774410774412,0.5555555555555556,0.07142857142857142,0.9285714285714286,0.5308813068023593,1393.9732142857142,2991.6666666666665,3592.2608695652175,102156.17391304347,84520.57142857143,1382.8125,2943.0,77238.0,126,0.11904761904761904,0.6825396825396826,0.0,0.0,500.0,0.031746031746031744,val,3,0.7
23,0.5476190476190477,0.5410774410774412,0.7222222222222222,0.14285714285714285,0.8571428571428571,0.5308813068023593,1364.7073412698412,2870.785714285714,3442.391304347826,97768.7536231884,80995.80952380953,1312.5,2929.0,76474.0,126,0.15079365079365079,0.7142857142857143,0.0,0.007936507936507936,0.0,0.03968253968253968,val,1,0.8
23,0.5476190476190477,0.5410774410774412,0.5555555555555556,0.07142857142857142,0.9285714285714286,0.5308813068023593,1388.0208333333333,2966.1666666666665,3564.9710144927535,101297.44927536232,83721.11111111111,1359.375,2943.0,77238.0,126,0.12698412698412698,0.6825396825396826,0.0,0.0,250.0,0.031746031746031744,val,2,0.8
23,0.5476190476190477,0.5410774410774412,0.7142857142857143,0.05555555555555555,0.9444444444444444,0.5308813068023593,1404.265873015873,3031.4761904761904,3637.6521739130435,103252.28985507246,85489.90476190476,1398.4375,2943.0,77238.0,126,0.11904761904761904,0.6507936507936508,0.0,0.0,500.0,0.015873015873015872,val,3,0.8
23,0.5476190476190477,0.5410774410774412,0.75,0.06349206349206349,0.9365079365079365,0.5308813068023593,1384.920634920635,2951.563492063492,3541.840579710145,100856.8115942029,83427.11111111111,1359.375,2936.5,77238.0,126,0.1349206349206349,0.6904761904761905,0.0,0.0,0.0,0.015873015873015872,val,1,0.9
23,0.5476190476190477,0.5410774410774412,0.7142857142857143,0.05555555555555555,0.9444444444444444,0.5308813068023593,1400.297619047619,3018.6507936507937,3629.014492753623,103091.47826086957,85196.06349206349,1382.8125,2943.0,77238.0,126,0.11904761904761904,0.6587301587301587,0.0,0.0,250.0,0.015873015873015872,val,2,0.9
23,0.5476190476190477,0.5410774410774412,1.0,0.007936507936507936,0.9920634920634921,0.5308813068023593,1410.4662698412699,3061.5,3665.985507246377,104069.73913043478,86339.96825396825,1406.25,2943.0,77238.0,126,0.11904761904761904,0.6349206349206349,0.0,0.0,500.0,0.0,val,3,0.9
23,0.5476190476190477,0.5410774410774412,1.0,0.03968253968253968,0.9603174603174603,0.5308813068023593,1406.9940476190477,3045.9841269841268,3637.6521739130435,103252.28985507246,85892.31746031746,1406.25,2943.0,77238.0,126,0.11904761904761904,0.6428571428571429,0.0,0.0,0.0,0.0,val,1,0.95
23,0.5476190476190477,0.5410774410774412,1.0,0.007936507936507936,0.9920634920634921,0.5308813068023593,1412.4503968253969,3066.5238095238096,3675.159420289855,104284.0579710145,86457.33333333333,1406.25,2943.0,77238.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,250.0,0.0,val,2,0.95
23,0.5476190476190477,0.5410774410774412,,0.0,1.0,0.5308813068023593,1412.5744047619048,3066.8571428571427,3675.768115942029,104299.76811594203,86465.93650793651,1406.25,2943.0,77238.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,500.0,0.0,val,3,0.95
23,0.6164383561643836,0.5903180153180153,0.7384615384615385,0.4452054794520548,0.5547945205479452,0.5765001777349648,1117.8296232876712,2738.3424657534247,2887.1444444444446,88065.02222222222,84732.76712328767,1125.0,2837.0,82674.0,146,0.4383561643835616,0.9383561643835616,0.02054794520547945,0.1780821917808219,0.0,0.11643835616438356,test,1,0.5
23,0.6438356164383562,0.618131868131868,0.8235294117647058,0.2328767123287671,0.7671232876712328,0.604012816384677,1216.9306506849316,3120.541095890411,3351.308510638298,100957.74468085106,95200.19178082192,1242.1875,3148.5,92350.0,146,0.3219178082191781,0.8561643835616438,0.0,0.0547945205479452,250.0,0.0410958904109589,test,2,0.5
23,0.6643835616438356,0.6407509157509158,0.9090909090909091,0.07534246575342465,0.9246575342465754,0.6280720727898147,1276.4340753424658,3353.4520547945203,3593.577319587629,107339.09278350516,101376.60273972603,1273.4375,3314.0,96696.0,146,0.23972602739726026,0.7945205479452054,0.0,0.03424657534246575,500.0,0.00684931506849315,test,3,0.5
23,0.6506849315068494,0.6264652014652013,0.8604651162790697,0.2945205479452055,0.7054794520547946,0.613656103524094,1183.326198630137,2982.4109589041095,3121.1157894736843,94813.55789473685,91392.65753424658,1203.125,3077.0,90024.0,146,0.363013698630137,0.8835616438356164,0.00684931506849315,0.08904109589041095,0.0,0.0410958904109589,test,1,0.6
23,0.6643835616438356,0.6407509157509158,0.9615384615384616,0.1780821917808219,0.821917808219178,0.6280720727898147,1254.0667808219177,3262.554794520548,3467.9896907216494,103781.11340206186,98821.53424657535,1250.0,3271.0,95306.0,146,0.2671232876712329,0.8424657534246576,0.0,0.0410958904109589,250.0,0.00684931506849315,test,2,0.6
23,0.6643835616438356,0.6407509157509158,1.0,0.04794520547945205,0.952054794520548,0.6280720727898147,1285.5308219178082,3388.198630136986,3641.8453608247423,108454.06185567011,102179.69863013699,1296.875,3328.5,96696.0,146,0.23972602739726026,0.773972602739726,0.0,0.03424657534246575,500.0,0.0,test,3,0.6
23,0.6643835616438356,0.6407509157509158,0.9642857142857143,0.1917808219178082,0.8082191780821918,0.6280720727898147,1231.164383561644,3176.7602739726026,3338.855670103093,100859.8350515464,96880.68493150685,1250.0,3224.0,93726.0,146,0.2808219178082192,0.8561643835616438,0.0,0.0410958904109589,0.0,0.00684931506849315,test,1,0.7
23,0.6643835616438356,0.6407509157509158,1.0,0.10273972602739725,0.8972602739726028,0.6280720727898147,1271.4041095890411,3338.280821917808,3566.7113402061855,106706.96907216495,101018.95890410959,1273.4375,3302.0,95828.0,146,0.2465753424657534,0.821917808219178,0.0,0.03424657534246575,250.0,0.0,test,2,0.7
23,0.6643835616438356,0.6407509157509158,1.0,0.0273972602739726,0.9726027397260274,0.6280720727898147,1287.6712328767123,3397.1301369863013,3655.2886597938145,108803.13402061856,102411.61643835617,1296.875,3346.5,96696.0,146,0.23972602739726026,0.7671232876712328,0.0,0.03424657534246575,500.0,0.0,test,3,0.7
23,0.6643835616438356,0.6407509157509158,1.0,0.15753424657534246,0.8424657534246576,0.6280720727898147,1249.6789383561643,3247.486301369863,3430.0515463917527,103270.84536082474,98736.05479452055,1250.0,3271.0,94226.0,146,0.2465753424657534,0.8424657534246576,0.0,0.03424657534246575,0.0,0.0,test,1,0.8
23,0.6643835616438356,0.6407509157509158,1.0,0.06164383561643835,0.9383561643835616,0.6280720727898147,1279.751712328767,3369.1164383561645,3613.1237113402062,107904.90721649484,101814.8493150685,1296.875,3346.5,96696.0,146,0.23972602739726026,0.8082191780821918,0.0,0.03424657534246575,250.0,0.0,test,2,0.8
23,0.6643835616438356,0.6407509157509158,1.0,0.02054794520547945,0.9794520547945206,0.6280720727898147,1290.2397260273972,3407.609589041096,3671.061855670103,109211.25773195876,102682.76712328767,1296.875,3346.5,97416.0,146,0.23972602739726026,0.7602739726027398,0.0,0.03424657534246575,500.0,0.0,test,3,0.8
23,0.6643835616438356,0.6407509157509158,1.0,0.0684931506849315,0.9315068493150684,0.6280720727898147,1273.4375,3342.671232876712,3573.319587628866,106856.82474226804,101118.52054794521,1281.25,3328.5,95828.0,146,0.23972602739726026,0.815068493150685,0.0,0.03424657534246575,0.0,0.0,test,1,0.9
23,0.6643835616438356,0.6407509157509158,1.0,0.0410958904109589,0.958904109589041,0.6280720727898147,1287.4571917808219,3397.404109589041,3655.701030927835,108877.44329896907,102460.98630136986,1296.875,3346.5,97416.0,146,0.23972602739726026,0.773972602739726,0.0,0.03424657534246575,250.0,0.0,test,2,0.9
23,0.6643835616438356,0.6407509157509158,,0.0,1.0,0.6280720727898147,1291.9520547945206,3414.0479452054797,3680.7525773195875,109448.32989690722,102840.27397260274,1296.875,3346.5,97416.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.9
23,0.6643835616438356,0.6407509157509158,1.0,0.0410958904109589,0.958904109589041,0.6280720727898147,1283.2833904109589,3380.082191780822,3629.6288659793813,108211.793814433,102018.7397260274,1296.875,3346.5,96696.0,146,0.23972602739726026,0.7876712328767124,0.0,0.03424657534246575,0.0,0.0,test,1,0.95
23,0.6643835616438356,0.6407509157509158,1.0,0.0136986301369863,0.9863013698630136,0.6280720727898147,1290.3467465753424,3407.917808219178,3671.5257731958764,109220.41237113402,102688.8493150685,1296.875,3346.5,97416.0,146,0.23972602739726026,0.7602739726027398,0.0,0.03424657534246575,250.0,0.0,test,2,0.95
23,0.6643835616438356,0.6407509157509158,,0.0,1.0,0.6280720727898147,1291.9520547945206,3414.0479452054797,3680.7525773195875,109448.32989690722,102840.27397260274,1296.875,3346.5,97416.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.95
101,0.49206349206349204,0.4861171236171236,0.6071428571428571,0.4444444444444444,0.5555555555555556,0.4828476910435737,1222.0982142857142,2351.8174603174602,2605.516129032258,77600.70967741935,69225.04761904762,1171.875,2418.0,70048.0,126,0.35714285714285715,0.8412698412698413,0.015873015873015872,0.0873015873015873,0.0,0.1746031746031746,val,1,0.5
101,0.5317460317460317,0.5250060125060125,0.65625,0.25396825396825395,0.746031746031746,0.5214036840236704,1327.2569444444443,2747.531746031746,3145.716417910448,93262.3880597015,80654.66666666667,1250.0,2866.0,75944.0,126,0.1746031746031746,0.7857142857142857,0.0,0.015873015873015872,250.0,0.0873015873015873,val,2,0.5
101,0.5317460317460317,0.5250060125060125,0.7222222222222222,0.14285714285714285,0.8571428571428571,0.5181424525015693,1380.2083333333333,2955.4920634920636,3414.10447761194,100847.76119402985,86566.66666666667,1359.375,2948.5,79096.0,126,0.1349206349206349,0.7222222222222222,0.0,0.0,500.0,0.03968253968253968,val,3,0.5
101,0.5238095238095238,0.5180615680615681,0.7105263157894737,0.30158730158730157,0.6984126984126984,0.5103951640525265,1297.8670634920634,2639.190476190476,2991.212121212121,89031.33333333333,77645.87301587302,1250.0,2724.5,72800.0,126,0.23809523809523808,0.7936507936507936,0.007936507936507936,0.031746031746031744,0.0,0.0873015873015873,val,1,0.6
101,0.5317460317460317,0.5250060125060125,0.7,0.15873015873015872,0.8412698412698413,0.5181424525015693,1361.8551587301588,2883.8333333333335,3340.0298507462685,98694.98507462686,84500.73015873016,1312.5,2917.0,77614.0,126,0.14285714285714285,0.7380952380952381,0.0,0.007936507936507936,250.0,0.047619047619047616,val,2,0.6
101,0.5317460317460317,0.5250060125060125,0.7272727272727273,0.0873015873015873,0.9126984126984127,0.5162923570682191,1399.5535714285713,3020.095238095238,3525.1492537313434,103925.49253731343,88175.07936507936,1406.25,2988.0,82102.0,126,0.12698412698412698,0.6746031746031746,0.0,0.0,500.0,0.023809523809523808,val,3,0.6
101,0.5158730158730159,0.5111171236171237,0.72,0.1984126984126984,0.8015873015873016,0.5012306286731575,1345.610119047619,2817.3333333333335,3197.8,94892.36923076923,82723.1746031746,1250.0,2866.0,75322.0,126,0.14285714285714285,0.7619047619047619,0.0,0.0,0.0,0.05555555555555555,val,1,0.7
101,0.5317460317460317,0.5250060125060125,0.6666666666666666,0.09523809523809523,0.9047619047619048,0.5162923570682191,1391.2450396825398,2988.5555555555557,3466.4776119402986,102340.17910447762,87324.31746031746,1367.1875,2988.0,81982.0,126,0.11904761904761904,0.6984126984126984,0.0,0.0,250.0,0.031746031746031744,val,2,0.7
101,0.5317460317460317,0.5250060125060125,1.0,0.031746031746031744,0.9682539682539683,0.5162923570682191,1407.2420634920634,3049.15873015873,3553.044776119403,104750.20895522388,88992.44444444444,1406.25,2988.0,82102.0,126,0.11904761904761904,0.6507936507936508,0.0,0.0,500.0,0.0,val,3,0.7
101,0.5238095238095238,0.5180615680615681,0.7857142857142857,0.1111111111111111,0.8888888888888888,0.5089779171222003,1379.8363095238096,2943.9206349206347,3389.560606060606,100537.75757575757,86274.98412698413,1335.9375,2948.5,79096.0,126,0.12698412698412698,0.7063492063492064,0.0,0.0,0.0,0.023809523809523808,val,1,0.8
101,0.5317460317460317,0.5250060125060125,1.0,0.047619047619047616,0.9523809523809523,0.5162923570682191,1404.6378968253969,3043.690476190476,3542.7611940298507,104699.5223880597,88965.49206349206,1398.4375,2988.0,81982.0,126,0.11904761904761904,0.6587301587301587,0.0,0.0,250.0,0.0,val,2,0.8
101,0.5317460317460317,0.5250060125060125,1.0,0.007936507936507936,0.9920634920634921,0.5162923570682191,1410.4662698412699,3063.3888888888887,3579.805970149254,105569.97014925373,89428.3492063492,1406.25,2988.0,82102.0,126,0.11904761904761904,0.6349206349206349,0.0,0.0,500.0,0.0,val,3,0.8
