architecture,objective,profile,seed,long_shifts,long_neuron_count,valid_firing_rate_hz,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz,tail_firing_rate_hz,tail_to_valid_rate_ratio
mid_long,whole_count_ce,a1_p2,11,"6,7",42,12.614976805831677,23.603793466807165,23.065883887801697,22.08306153511633,22.939540632402927,1.8182011421414364
mid_long,whole_count_ce,a1_p2,23,"6,7",42,11.9991164126353,20.58507702343319,20.13869235787044,19.405957816916725,20.060013046314413,1.671519675814712
mid_long,whole_count_ce,a1_p2,37,"6,7",42,9.463978036542647,20.80184655527121,20.676601936875905,19.581648184387912,20.373673910804406,2.184908919366316
mid_long,whole_count_ce,tail,11,"6,7",42,12.653602196345734,20.552160168598522,19.819158010938832,18.950206566644923,19.795516187729596,1.5658064715023516
mid_long,whole_count_ce,tail,23,"6,7",42,12.008962100413394,18.569120377339555,17.95654573736766,17.27419004131333,17.950629999656677,1.4943913647708944
mid_long,whole_count_ce,tail,37,"6,7",42,9.757455268389663,18.405338953284154,18.171709568969845,17.28375733855186,17.971229443471696,1.8420416817631626
mid_long,whole_count_ce,a1_tail,11,"6,7",42,11.164378806525923,20.622810978975362,19.921922826032414,18.864970645792564,19.827925979331894,1.7700799014423543
mid_long,whole_count_ce,a1_tail,23,"6,7",42,12.761778535138376,20.87731446635556,20.364293241005573,19.68514894542292,20.325333882651837,1.5926272786656293
mid_long,whole_count_ce,a1_tail,37,"6,7",42,9.883303354476316,18.959305534648003,18.605248632645893,17.682974559686887,18.435128918185878,1.869774417542844
mid_long,timestep_ce,none,11,"6,7",42,12.269620373000093,23.32279592553565,22.70540418485624,21.51598173515982,22.541010059395063,1.8156321432550138
mid_long,timestep_ce,none,23,"6,7",42,13.261636530026191,21.043504440764714,20.821917808219176,20.28440965427267,20.727984344422698,1.5629247012689378
mid_long,timestep_ce,none,37,"6,7",42,10.885543879579663,21.23458276882934,20.520849013999698,19.312024353120243,20.38328698458475,1.869350362615773
mid_long,timestep_ce,a1,11,"6,7",42,1.3202057496292088,3.0508304480907222,2.7738471574088015,2.3979125896934113,2.749888419679335,2.0511756811436386
mid_long,timestep_ce,a1,23,"6,7",42,5.01486320174193,9.470419990967937,8.86667670229314,8.133942161339421,8.84183060390703,1.7702308197320822
mid_long,timestep_ce,a1,37,"6,7",42,0.1784846476695383,0.18786692759295498,0.14692157157910576,0.10089149815177204,0.14639338071205404,0.8340788552192658
mid_long,timestep_ce,a1_p2,11,"6,7",42,1.063460506800467,2.5329921220332183,2.2536002809975413,1.9099804305283756,2.240670168572115,2.028341022551588
mid_long,timestep_ce,a1_p2,23,"6,7",42,5.314146864842691,10.301369863013699,9.74419188117818,8.962818003913894,9.688055755827927,1.8297054182582746
mid_long,timestep_ce,a1_p2,37,"6,7",42,0.33929754804506296,0.5266696773546089,0.4247077123789452,0.30180474016090447,0.42077797232808045,1.2415288619105556
mid_long,timestep_ce,tail,11,"6,7",42,2.250875698191802,3.10381855587335,2.625319885593858,2.163078930202218,2.6430459710921137,1.1916879519653207
mid_long,timestep_ce,tail,23,"6,7",42,7.860645649910064,12.311706558281898,11.610015555221034,10.992824527071102,11.655165310536617,1.4871612138339283
mid_long,timestep_ce,tail,37,"6,7",42,1.5962636877149798,2.1909779717998896,1.9645742385468412,1.649054142204827,1.942390222130669,1.197339650449724
mid_long,timestep_ce,a1_tail,11,"6,7",42,1.9166272208021713,3.1311154598825834,2.7585930051683483,2.369210697977821,2.763072063720946,1.4615111875517819
mid_long,timestep_ce,a1_tail,23,"6,7",42,5.410331660828679,8.979075718801747,8.511816950173115,7.946944988040879,8.49328801455694,1.564725726363513
mid_long,timestep_ce,a1_tail,37,"6,7",42,0.8154249108523464,1.095890410958904,0.9152491344272166,0.6966731898238747,0.9080234833659491,1.1328550763455825
