decoder,seed,split,accuracy,balanced_accuracy,checkpoint_index,elapsed_ms,macro_f1,n_active
cumulative250,11,test,0.4178082191780822,0.39864787989787986,3,1000.0,0.3721045971045971,141
cumulative250,11,test,0.4794520547945205,0.4579080641580641,4,1250.0,0.4351236542701768,111
cumulative250,11,test,0.5273972602739726,0.5019556832056832,5,1500.0,0.47706486654044117,82
cumulative250,11,test,0.5342465753424658,0.5079080641580641,6,1750.0,0.4826506300083535,36
cumulative250,11,test,0.541095890410959,0.513860445110445,7,2000.0,0.4895425035668937,15
cumulative250,11,test,0.541095890410959,0.513860445110445,8,2250.0,0.4895425035668937,1
cumulative250,11,test,0.541095890410959,0.513860445110445,9,2500.0,0.4895425035668937,0
cumulative250,11,test,0.541095890410959,0.513860445110445,10,2750.0,0.4895425035668937,0
cumulative250,11,test,0.541095890410959,0.513860445110445,11,3000.0,0.4895425035668937,0
cumulative250,11,test,0.541095890410959,0.513860445110445,12,3250.0,0.4895425035668937,0
cumulative250,11,test,0.541095890410959,0.513860445110445,13,3500.0,0.4895425035668937,0
cumulative250,11,test,0.541095890410959,0.513860445110445,14,3750.0,0.4895425035668937,0
cumulative250,11,test,0.541095890410959,0.513860445110445,15,4000.0,0.4895425035668937,0
cumulative250,23,val,0.1111111111111111,0.09722222222222221,0,250.0,0.03705018939393939,126
cumulative250,23,val,0.16666666666666666,0.14722222222222223,1,500.0,0.10531438440372343,126
cumulative250,23,val,0.25396825396825395,0.24405363155363155,2,750.0,0.23443988414936898,126
cumulative250,23,val,0.36507936507936506,0.3686928811928812,3,1000.0,0.35861746566451097,126
cumulative250,23,val,0.4523809523809524,0.4487854737854738,4,1250.0,0.4411273095096624,111
cumulative250,23,val,0.49206349206349204,0.4808621933621933,5,1500.0,0.47486673113608097,80
cumulative250,23,val,0.49206349206349204,0.48086219336219327,6,1750.0,0.4701424530529221,47
cumulative250,23,val,0.5079365079365079,0.4947510822510823,7,2000.0,0.4815463170100982,20
cumulative250,23,val,0.5079365079365079,0.4947510822510823,8,2250.0,0.4815463170100982,6
cumulative250,23,val,0.5079365079365079,0.4947510822510823,9,2500.0,0.4815463170100982,3
cumulative250,23,val,0.5079365079365079,0.4947510822510823,10,2750.0,0.4815463170100982,2
cumulative250,23,val,0.5079365079365079,0.4947510822510823,11,3000.0,0.4815463170100982,0
cumulative250,23,val,0.5079365079365079,0.4947510822510823,12,3250.0,0.4815463170100982,0
cumulative250,23,val,0.5079365079365079,0.4947510822510823,13,3500.0,0.4815463170100982,0
cumulative250,23,val,0.5079365079365079,0.4947510822510823,14,3750.0,0.4815463170100982,0
cumulative250,23,val,0.5079365079365079,0.4947510822510823,15,4000.0,0.4815463170100982,0
cumulative250,23,test,0.08904109589041095,0.09458041958041959,0,250.0,0.04334765021787923,146
cumulative250,23,test,0.18493150684931506,0.18277139527139527,1,500.0,0.1385068312768661,146
cumulative250,23,test,0.3150684931506849,0.3016989954489954,2,750.0,0.2799842221013448,146
cumulative250,23,test,0.4383561643835616,0.4212384837384837,3,1000.0,0.40589424035080834,141
cumulative250,23,test,0.5068493150684932,0.48684995559995553,4,1250.0,0.4724730244535232,111
cumulative250,23,test,0.5684931506849316,0.5458146020646021,5,1500.0,0.5273328236194768,82
cumulative250,23,test,0.5684931506849316,0.5458146020646021,6,1750.0,0.5266170338612793,36
cumulative250,23,test,0.5684931506849316,0.5458146020646021,7,2000.0,0.5266170338612793,15
cumulative250,23,test,0.5684931506849316,0.5458146020646021,8,2250.0,0.5266170338612793,1
cumulative250,23,test,0.5684931506849316,0.5458146020646021,9,2500.0,0.5266170338612793,0
cumulative250,23,test,0.5684931506849316,0.5458146020646021,10,2750.0,0.5266170338612793,0
cumulative250,23,test,0.5684931506849316,0.5458146020646021,11,3000.0,0.5266170338612793,0
cumulative250,23,test,0.5684931506849316,0.5458146020646021,12,3250.0,0.5266170338612793,0
cumulative250,23,test,0.5684931506849316,0.5458146020646021,13,3500.0,0.5266170338612793,0
cumulative250,23,test,0.5684931506849316,0.5458146020646021,14,3750.0,0.5266170338612793,0
cumulative250,23,test,0.5684931506849316,0.5458146020646021,15,4000.0,0.5266170338612793,0
cumulative250,101,val,0.1111111111111111,0.09722222222222221,0,250.0,0.03955026455026455,126
cumulative250,101,val,0.1746031746031746,0.16468253968253968,1,500.0,0.15866197356135436,126
cumulative250,101,val,0.29365079365079366,0.29437830687830685,2,750.0,0.2847918989223337,126
cumulative250,101,val,0.3968253968253968,0.4024891774891775,3,1000.0,0.3754184362438507,126
cumulative250,101,val,0.42063492063492064,0.4292087542087543,4,1250.0,0.4039108601448755,111
cumulative250,101,val,0.47619047619047616,0.47781986531986537,5,1500.0,0.46415766789807705,80
cumulative250,101,val,0.49206349206349204,0.4917087542087543,6,1750.0,0.47411197702182245,47
cumulative250,101,val,0.5079365079365079,0.5055976430976431,7,2000.0,0.48858460989816094,20
cumulative250,101,val,0.5158730158730159,0.5125420875420875,8,2250.0,0.49437622166803363,6
cumulative250,101,val,0.5158730158730159,0.5125420875420875,9,2500.0,0.49437622166803363,3
cumulative250,101,val,0.5158730158730159,0.5125420875420875,10,2750.0,0.49437622166803363,2
cumulative250,101,val,0.5158730158730159,0.5125420875420875,11,3000.0,0.49437622166803363,0
cumulative250,101,val,0.5158730158730159,0.5125420875420875,12,3250.0,0.49437622166803363,0
cumulative250,101,val,0.5158730158730159,0.5125420875420875,13,3500.0,0.49437622166803363,0
cumulative250,101,val,0.5158730158730159,0.5125420875420875,14,3750.0,0.49437622166803363,0
cumulative250,101,val,0.5158730158730159,0.5125420875420875,15,4000.0,0.49437622166803363,0
cumulative250,101,test,0.07534246575342465,0.07983682983682984,0,250.0,0.02956668654343073,146
cumulative250,101,test,0.1917808219178082,0.19791319791319786,1,500.0,0.1856840976951606,146
cumulative250,101,test,0.3424657534246575,0.3420482295482295,2,750.0,0.3255190504295364,146
cumulative250,101,test,0.4794520547945205,0.46937576312576307,3,1000.0,0.4562573888447398,141
cumulative250,101,test,0.547945205479452,0.5315150127650127,4,1250.0,0.5236380059270084,111
cumulative250,101,test,0.5616438356164384,0.5434197746697745,5,1500.0,0.5407305726258068,82
cumulative250,101,test,0.5753424657534246,0.5553245365745364,6,1750.0,0.5523762528557924,36
cumulative250,101,test,0.5821917808219178,0.5636578699078698,7,2000.0,0.5614342238702851,15
cumulative250,101,test,0.5821917808219178,0.5636578699078698,8,2250.0,0.5614342238702851,1
cumulative250,101,test,0.5821917808219178,0.5636578699078698,9,2500.0,0.5614342238702851,0
cumulative250,101,test,0.5821917808219178,0.5636578699078698,10,2750.0,0.5614342238702851,0
cumulative250,101,test,0.5821917808219178,0.5636578699078698,11,3000.0,0.5614342238702851,0
cumulative250,101,test,0.5821917808219178,0.5636578699078698,12,3250.0,0.5614342238702851,0
cumulative250,101,test,0.5821917808219178,0.5636578699078698,13,3500.0,0.5614342238702851,0
cumulative250,101,test,0.5821917808219178,0.5636578699078698,14,3750.0,0.5614342238702851,0
cumulative250,101,test,0.5821917808219178,0.5636578699078698,15,4000.0,0.5614342238702851,0
prefix250_uniform,11,val,0.10317460317460317,0.0909090909090909,0,250.0,0.032791794087665645,126
prefix250_uniform,11,val,0.19047619047619047,0.1781084656084656,1,500.0,0.1368272419489458,126
prefix250_uniform,11,val,0.2777777777777778,0.2720358345358346,2,750.0,0.27122210344777103,126
prefix250_uniform,11,val,0.4126984126984127,0.4026214526214526,3,1000.0,0.38985138833537003,126
prefix250_uniform,11,val,0.47619047619047616,0.4648268398268398,4,1250.0,0.46361317405367747,111
prefix250_uniform,11,val,0.5238095238095238,0.5078823953823953,5,1500.0,0.5056491800208758,80
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,6,1750.0,0.5092564955527438,47
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,7,2000.0,0.5092564955527438,20
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,8,2250.0,0.5085942273466159,6
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,9,2500.0,0.5085942273466159,3
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,10,2750.0,0.5085942273466159,2
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,11,3000.0,0.5085942273466159,0
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,12,3250.0,0.5085942273466159,0
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,13,3500.0,0.5085942273466159,0
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,14,3750.0,0.5085942273466159,0
prefix250_uniform,11,val,0.5317460317460317,0.5148268398268399,15,4000.0,0.5085942273466159,0
prefix250_uniform,11,test,0.08904109589041095,0.0970397657897658,0,250.0,0.06775077655747318,146
prefix250_uniform,11,test,0.2054794520547945,0.21462495837495843,1,500.0,0.19729511537223754,146
prefix250_uniform,11,test,0.3287671232876712,0.32318584193584193,2,750.0,0.3159190155649636,146
prefix250_uniform,11,test,0.4931506849315068,0.4781572594072594,3,1000.0,0.46264774125814195,141
prefix250_uniform,11,test,0.5342465753424658,0.5199862637362638,4,1250.0,0.4916943082065596,111
prefix250_uniform,11,test,0.589041095890411,0.5699862637362637,5,1500.0,0.5426026191049994,82
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,6,1750.0,0.5509821589551275,36
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,7,2000.0,0.5509821589551275,15
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,8,2250.0,0.5509821589551275,1
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,9,2500.0,0.5509821589551275,0
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,10,2750.0,0.5509821589551275,0
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,11,3000.0,0.5509821589551275,0
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,12,3250.0,0.5509821589551275,0
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,13,3500.0,0.5509821589551275,0
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,14,3750.0,0.5509821589551275,0
prefix250_uniform,11,test,0.5958904109589042,0.5775620213120213,15,4000.0,0.5509821589551275,0
prefix250_uniform,23,val,0.1111111111111111,0.09861111111111111,0,250.0,0.04932098765432099,126
prefix250_uniform,23,val,0.18253968253968253,0.17380952380952383,1,500.0,0.16134915796158422,126
prefix250_uniform,23,val,0.25396825396825395,0.24250240500240497,2,750.0,0.2298457262511979,126
prefix250_uniform,23,val,0.38095238095238093,0.37312409812409814,3,1000.0,0.3766381032942818,126
prefix250_uniform,23,val,0.48412698412698413,0.4811928811928812,4,1250.0,0.471765061501567,111
prefix250_uniform,23,val,0.5,0.49508177008177007,5,1500.0,0.4820113389602909,80
prefix250_uniform,23,val,0.5238095238095238,0.5159151034151034,6,1750.0,0.5007946150711532,47
prefix250_uniform,23,val,0.5396825396825397,0.5298039923039923,7,2000.0,0.5118277528571645,20
prefix250_uniform,23,val,0.5396825396825397,0.5298039923039923,8,2250.0,0.5118277528571645,6
prefix250_uniform,23,val,0.5317460317460317,0.5228595478595479,9,2500.0,0.5053553937985987,3
prefix250_uniform,23,val,0.5238095238095238,0.5159151034151034,10,2750.0,0.49963700299400093,2
prefix250_uniform,23,val,0.5238095238095238,0.5159151034151034,11,3000.0,0.49963700299400093,0
prefix250_uniform,23,val,0.5238095238095238,0.5159151034151034,12,3250.0,0.49963700299400093,0
prefix250_uniform,23,val,0.5238095238095238,0.5159151034151034,13,3500.0,0.49963700299400093,0
prefix250_uniform,23,val,0.5238095238095238,0.5159151034151034,14,3750.0,0.49963700299400093,0
prefix250_uniform,23,val,0.5238095238095238,0.5159151034151034,15,4000.0,0.49963700299400093,0
prefix250_uniform,23,test,0.0821917808219178,0.08776223776223775,0,250.0,0.05087719298245614,146
prefix250_uniform,23,test,0.2328767123287671,0.24365634365634362,1,500.0,0.22016045269835918,146
prefix250_uniform,23,test,0.363013698630137,0.36064560439560434,2,750.0,0.3371483209950006,146
prefix250_uniform,23,test,0.4863013698630137,0.47051906426906426,3,1000.0,0.4355865159175856,141
prefix250_uniform,23,test,0.5205479452054794,0.5077575202575203,4,1250.0,0.48008449392202346,111
prefix250_uniform,23,test,0.5958904109589042,0.5762459762459763,5,1500.0,0.5528241625717082,82
prefix250_uniform,23,test,0.6027397260273972,0.5821983571983572,6,1750.0,0.5594563437397108,36
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,7,2000.0,0.5660829703663374,15
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,8,2250.0,0.5660829703663374,1
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,9,2500.0,0.5660829703663374,0
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,10,2750.0,0.5660829703663374,0
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,11,3000.0,0.5660829703663374,0
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,12,3250.0,0.5660829703663374,0
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,13,3500.0,0.5660829703663374,0
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,14,3750.0,0.5660829703663374,0
prefix250_uniform,23,test,0.6095890410958904,0.5881507381507382,15,4000.0,0.5660829703663374,0
prefix250_uniform,101,val,0.12698412698412698,0.11452020202020202,0,250.0,0.06543068297655454,126
prefix250_uniform,101,val,0.19047619047619047,0.19219576719576717,1,500.0,0.18167632051778393,126
prefix250_uniform,101,val,0.2777777777777778,0.2803631553631553,2,750.0,0.27170348808279843,126
prefix250_uniform,101,val,0.40476190476190477,0.4041366041366042,3,1000.0,0.3835376930604222,126
prefix250_uniform,101,val,0.4603174603174603,0.4561568061568062,4,1250.0,0.45308899502963523,111
prefix250_uniform,101,val,0.49206349206349204,0.4853234728234728,5,1500.0,0.48304568657568087,80
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,6,1750.0,0.5044981376112028,47
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,7,2000.0,0.5044981376112028,20
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,8,2250.0,0.5044981376112028,6
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,9,2500.0,0.5044981376112028,3
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,10,2750.0,0.5044981376112028,2
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,11,3000.0,0.5044981376112028,0
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,12,3250.0,0.5044981376112028,0
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,13,3500.0,0.5044981376112028,0
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,14,3750.0,0.5044981376112028,0
prefix250_uniform,101,val,0.5238095238095238,0.5131012506012507,15,4000.0,0.5044981376112028,0
prefix250_uniform,101,test,0.08904109589041095,0.09174159174159174,0,250.0,0.046653907383995885,146
prefix250_uniform,101,test,0.17123287671232876,0.1758283383283383,1,500.0,0.15855324357682846,146
prefix250_uniform,101,test,0.3424657534246575,0.34338092463092457,2,750.0,0.3184826255192388,146
prefix250_uniform,101,test,0.4520547945205479,0.4486867299367299,3,1000.0,0.44124596927726617,141
prefix250_uniform,101,test,0.5342465753424658,0.5233911921411921,4,1250.0,0.5109028516286581,111
prefix250_uniform,101,test,0.589041095890411,0.5723991286491287,5,1500.0,0.5686690863685769,82
prefix250_uniform,101,test,0.6164383561643836,0.5994554057054057,6,1750.0,0.5933983309531555,36
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,7,2000.0,0.5993353024073683,15
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,8,2250.0,0.5993353024073683,1
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,9,2500.0,0.5993353024073683,0
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,10,2750.0,0.5993353024073683,0
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,11,3000.0,0.5993353024073683,0
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,12,3250.0,0.5993353024073683,0
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,13,3500.0,0.5993353024073683,0
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,14,3750.0,0.5993353024073683,0
prefix250_uniform,101,test,0.6232876712328768,0.6054077866577866,15,4000.0,0.5993353024073683,0
prefix250_weighted,11,val,0.10317460317460317,0.0909090909090909,0,250.0,0.022504708097928438,126
prefix250_weighted,11,val,0.1746031746031746,0.16485088985088983,1,500.0,0.1173317439962389,126
prefix250_weighted,11,val,0.2777777777777778,0.27002164502164505,2,750.0,0.2657289537572531,126
prefix250_weighted,11,val,0.40476190476190477,0.39491943241943245,3,1000.0,0.38327412590381593,126
prefix250_weighted,11,val,0.5238095238095238,0.5206168831168831,4,1250.0,0.5263268250174021,111
prefix250_weighted,11,val,0.5634920634920635,0.5567279942279942,5,1500.0,0.5642155482735193,80
prefix250_weighted,11,val,0.5793650793650794,0.572005772005772,6,1750.0,0.5778762035560281,47
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,7,2000.0,0.5836746187747331,20
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,8,2250.0,0.5836746187747331,6
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,9,2500.0,0.5826578577579722,3
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,10,2750.0,0.5826578577579722,2
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,11,3000.0,0.5826578577579722,0
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,12,3250.0,0.5826578577579722,0
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,13,3500.0,0.5826578577579722,0
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,14,3750.0,0.5826578577579722,0
