representation_family,condition,requested_duration_ms,samples_per_bin,actual_duration_ms,n_bins,classifier,n_splits,mean_delta_balanced_accuracy_combined60_minus_accel30,sd_delta_balanced_accuracy_combined60_minus_accel30,mean_delta_balanced_accuracy_combined60_minus_angular30,sd_delta_balanced_accuracy_combined60_minus_angular30,mean_delta_balanced_accuracy_angular30_minus_accel30,sd_delta_balanced_accuracy_angular30_minus_accel30,mean_delta_accuracy_combined60_minus_accel30,sd_delta_accuracy_combined60_minus_accel30,mean_delta_accuracy_combined60_minus_angular30,sd_delta_accuracy_combined60_minus_angular30,mean_delta_accuracy_angular30_minus_accel30,sd_delta_accuracy_angular30_minus_accel30,mean_delta_macro_f1_combined60_minus_accel30,sd_delta_macro_f1_combined60_minus_accel30,mean_delta_macro_f1_combined60_minus_angular30,sd_delta_macro_f1_combined60_minus_angular30,mean_delta_macro_f1_angular30_minus_accel30,sd_delta_macro_f1_angular30_minus_accel30
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,5nn,5,0.0770701058201058,0.03574835327689573,0.060145502645502655,0.03262911588512245,0.016924603174603148,0.022374134326164925,0.07678180229941303,0.03617766923417359,0.06534673179011533,0.03779358386646726,0.011435070509297707,0.022964619288468196,0.06844420604979293,0.044784863595554524,0.06482340876586976,0.04011558073991703,0.0036207972839231717,0.030245684387567424
fixed_duration,fixed_0050ms,50.0,3.0,46.875,86,linear,5,0.05738756613756616,0.06323255722641496,0.04790343915343918,0.0473724173828021,0.009484126984126984,0.09113880020915974,0.05253686894499524,0.07275638603334349,0.047700648346995736,0.04916529379820963,0.004836220597999508,0.0999506160310155,0.05178632320992914,0.06778957103766359,0.042185728563731116,0.03820507388883791,0.009600594646198024,0.0919995879585583
fixed_duration,fixed_0150ms,150.0,10.0,156.25,26,linear,5,0.09923280423280419,0.037875310152467416,0.027387566137566145,0.026627839581140244,0.07184523809523805,0.03996262624269975,0.09182145890545935,0.03514153823897742,0.020160675466322366,0.02555417824077468,0.07166078343913698,0.03533399062843904,0.09099262035615065,0.039989197822337015,0.02967629383490642,0.022328291100517775,0.061316326521244226,0.032223525358895874
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,linear,5,0.05005952380952381,0.022452515338962135,0.002804232804232831,0.08900657054883662,0.04725529100529098,0.08305200015078464,0.05007045100189302,0.02711244978870184,0.003817162955523312,0.09116373446622723,0.04625328804636971,0.08530630687928942,0.05033889013434266,0.02689988183860506,0.0036245104165730014,0.09195737539143255,0.04671437971776966,0.07989482570833467
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,linear,5,0.12756613756613758,0.06618649231975564,0.039417989417989394,0.07092678131804704,0.08814814814814818,0.132917785327042,0.1251269297459434,0.05855542731809818,0.0376602185142638,0.06746579598089765,0.0874667112316796,0.12323401516674283,0.13048505882616582,0.06874719430966048,0.04378032622567557,0.06805771086171365,0.08670473260049025,0.13474948906256584
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,linear,5,0.08356481481481481,0.04063620644339816,0.04041005291005291,0.04803554058664304,0.043154761904761904,0.05551367725095295,0.08464679289853214,0.0403976758625181,0.04091867142536394,0.04592889989204015,0.043728121473168194,0.048904702892605886,0.0797093148749422,0.04682636565168672,0.0383071560412387,0.04623188554592373,0.041402158833703503,0.05645605363712659
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,linear,5,0.093478835978836,0.05004442955992369,0.023082010582010582,0.06046810772150329,0.07039682539682542,0.07071616567992332,0.092684313868915,0.053936578465055555,0.021450548489886756,0.06034988261541853,0.07123376537902824,0.06458060564773217,0.09013910320131434,0.04295360479551008,0.021455107819580453,0.05554293090512491,0.06868399538173389,0.06649736225462305
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,linear,5,0.13138888888888894,0.05844218348058809,0.009464285714285791,0.02954156198975702,0.12192460317460316,0.07902216274856294,0.12976511452099188,0.057770782759360595,0.014981551117347424,0.026331248568096474,0.11478356340364448,0.0732218207441918,0.13850124773658581,0.05153462449412024,0.0174558054525636,0.03367736948214226,0.12104544228402223,0.07162067485505119
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,linear,5,0.06714947089947093,0.03607645553714922,0.030707671957672,0.0426907141387345,0.03644179894179893,0.03481678826917937,0.06388488018527491,0.03595938245064783,0.031382373847887654,0.042628784737292334,0.03250250633738725,0.03451682261310133,0.0670202579654959,0.036365184630311666,0.03677861463404608,0.05019759563417442,0.03024164333144983,0.024695242978854257
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,linear,5,0.06469576719576721,0.03682807436111077,0.013637566137566125,0.033136889192122904,0.05105820105820108,0.06894509384498301,0.0635063427691262,0.03167535832367444,0.019436492883239797,0.027778723645520743,0.0440698498858864,0.058444536568347194,0.0651388570966522,0.042999046547735835,0.016028173106470988,0.03560974551942306,0.0491106839901812,0.07539965406020915
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,linear,5,0.05377645502645505,0.08612528355036202,0.059649470899470924,0.06728511881355205,-0.0058730158730158745,0.08625518584376846,0.055648764426125076,0.08003962754816261,0.06224844804386065,0.06434739092287951,-0.006599683617735575,0.07572888635110354,0.04600263432643294,0.09081571436091557,0.0656778528800335,0.06535431548426282,-0.01967521855360056,0.08342984453659813
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,linear,5,0.06347222222222222,0.09619168329352722,0.06038359788359787,0.06307219579554127,0.0030886243386243463,0.03424017076385192,0.06637788787890148,0.09112931853576937,0.059029796269346194,0.06907066510769981,0.007348091609555285,0.024187839033844197,0.06094497059973687,0.10679494999844123,0.05688463378549641,0.07657744303361272,0.004060336814240462,0.03553126144146383
relative_progress,relative_01bin,,,,1,5nn,5,0.08566137566137566,0.07208702165682128,0.043968253968253976,0.05037270480041631,0.041693121693121685,0.029786718051312937,0.08159264118196248,0.07070511048319378,0.04050460929183327,0.04874949410968088,0.04108803189012921,0.03412657710132823,0.08263069244934233,0.0688371448665592,0.028398653439637194,0.051669884741043316,0.05423203900970515,0.02456366790355872
relative_progress,relative_02bin,,,,2,5nn,5,0.05711640211640211,0.06857939979628454,-0.0004629629629629872,0.06773021212688371,0.0575793650793651,0.09033553700585796,0.06124951629068213,0.06429951734102007,0.0021680941182872005,0.063992624415939,0.059081422172394926,0.08754875593768613,0.06598234228424557,0.06824428839525906,-0.005990223573209152,0.07074765674584188,0.07197256585745472,0.09543490656077487
relative_progress,relative_04bin,,,,4,5nn,5,0.09406084656084658,0.04456414896821017,0.03233465608465606,0.03689802308048271,0.06172619047619051,0.04825212305673866,0.08888680712913537,0.044502275476773594,0.027966347799381765,0.034922005547163015,0.06092045932975361,0.04926830319249189,0.08889899328447588,0.028706924115082244,0.03236349230056331,0.03308923532775299,0.056535500983912565,0.046977988720927844
relative_progress,relative_06bin,,,,6,5nn,5,0.0762169312169312,0.0768570787900482,0.0003439153439153242,0.044580243421627176,0.07587301587301587,0.07092447090304789,0.07989143209079345,0.07949802950409217,-0.00014414454214541905,0.04662637589555771,0.08003557663293888,0.07570623720354155,0.08608858173625518,0.07684608037096535,0.0012087297138038133,0.03597771867796175,0.08487985202245137,0.06539548089488281
relative_progress,relative_08bin,,,,8,5nn,5,0.08573412698412705,0.06270808579217307,-0.0469179894179893,0.022698852069599602,0.13265211640211635,0.06591183618316955,0.09045841477313331,0.06116430835692365,-0.0508755872849878,0.023476912448790292,0.14133400205812113,0.06985204305965194,0.09793905018003572,0.07896070081623606,-0.03776327392306668,0.022138006693744508,0.1357023241031024,0.07486636587999536
relative_progress,relative_10bin,,,,10,5nn,5,0.08635582010582006,0.03989152558649566,-0.0014748677248677677,0.028851831945686822,0.08783068783068783,0.024901704892086592,0.08197295327401763,0.03394408521864703,-0.002807658337105723,0.02915444014481191,0.08478061161112335,0.02701947792198529,0.10657435621437514,0.05767158208121639,-0.003448525283684123,0.03953309860307423,0.11002288149805928,0.033778265986139526
relative_progress,relative_12bin,,,,12,5nn,5,0.04749338624338626,0.05123508465765252,-0.03435185185185189,0.06356802200329796,0.08184523809523815,0.04869019814598875,0.046239048832119156,0.05231961769788513,-0.037758517563752036,0.06558527319664435,0.08399756639587119,0.049604734868019966,0.06558887066479349,0.04768444930477514,-0.02493602399349736,0.052846412442170594,0.09052489465829086,0.049640847870046904
relative_progress,relative_16bin,,,,16,5nn,5,0.002645502645502651,0.03498499085290758,0.007506613756613756,0.06369163084027016,-0.004861111111111105,0.0749536667920114,0.007423750359551884,0.0316076233158109,0.008097729413527821,0.0636328402842605,-0.0006739790539759371,0.07132258401220423,0.02429733700450042,0.01736355089047309,0.01734518870610432,0.06573116201323857,0.0069521482983960995,0.07727471875752247
relative_progress,relative_20bin,,,,20,5nn,5,-0.03511243386243386,0.057664090026303426,-0.051712962962962974,0.09907387374062296,0.01660052910052911,0.05772554156179972,-0.033682815883583364,0.06301673726765539,-0.05374233825515588,0.0987278674374086,0.02005952237157253,0.05268019349416014,-0.039618270259274585,0.05875562529754395,-0.07074455462464654,0.11144809069685988,0.03112628436537197,0.07093261512708554
relative_progress,relative_01bin,,,,1,linear,5,0.07466269841269838,0.08246240107499224,0.059338624338624336,0.05167082591889534,0.015324074074074046,0.041483886174529465,0.07073723625692016,0.07826294766045476,0.0607440980646183,0.05078676284642328,0.009993138192301864,0.03519697739086746,0.0774445658949479,0.08057032758236782,0.05491811969640588,0.07269821580186712,0.02252644619854203,0.022771376685586493
relative_progress,relative_02bin,,,,2,linear,5,0.04578042328042322,0.07793918827468017,0.03732142857142852,0.04971407136152128,0.008458994708994704,0.06018755809613705,0.04521468650546042,0.07590966631773723,0.039589275687347235,0.04346021816402568,0.005625410818113186,0.05705509513773164,0.0500587252818374,0.07611836013376874,0.04337684994146164,0.04930104666981385,0.006681875340375764,0.06062771933941399
relative_progress,relative_04bin,,,,4,linear,5,0.06912698412698412,0.02455400677468441,0.004252645502645569,0.06046352580246158,0.06487433862433856,0.06306073608407324,0.06662124542145112,0.02700279510370608,-0.001088340013951372,0.06302470786808066,0.06770958543540248,0.06928596204897113,0.06844963977076135,0.028586456715837427,0.006226088154577858,0.06566115904107674,0.062223551616183495,0.06505010315230533
relative_progress,relative_06bin,,,,6,linear,5,0.07990740740740745,0.03184865982649892,0.04621031746031749,0.048117423668775285,0.033697089947089955,0.0748470942032688,0.07509515127885973,0.025144696678985685,0.03776705336736737,0.04399282269353271,0.037328097911492365,0.0652110967877578,0.07607176526894306,0.02755722972980146,0.04697584843336855,0.04495294215729892,0.02909591683557451,0.06873097382024519
relative_progress,relative_08bin,,,,8,linear,5,0.0970833333333333,0.04821660138072814,0.0291402116402115,0.02886633342695897,0.0679431216931218,0.05935728930611455,0.09726222137526645,0.04918125013208384,0.026615696696712,0.030852532563702115,0.07064652467855445,0.06063040258297749,0.09685246985556581,0.04623519884819042,0.030818538616526236,0.027321833953040938,0.06603393123903958,0.06302368094083965
relative_progress,relative_10bin,,,,10,linear,5,0.08962301587301587,0.028329511330803147,0.004292328042327975,0.02518954071759201,0.0853306878306879,0.04028133835184421,0.09005508231228707,0.030791430739264936,0.006422624737304217,0.02121715593879235,0.08363245757498286,0.041441743685871224,0.0923816299637406,0.026294926156258457,0.005752668097869296,0.026689790793176463,0.0866289618658713,0.03664273513673606
relative_progress,relative_12bin,,,,12,linear,5,0.10094576719576717,0.023599026797320146,0.036150793650793725,0.043057596272722966,0.06479497354497346,0.04421276262059217,0.10145839946989972,0.024434755368759487,0.034103589288416614,0.04110369495093252,0.06735481018148311,0.04647586827723219,0.10368058532454816,0.017790965447650048,0.04245459397818396,0.043282519363427426,0.061225991346364195,0.040057476150724226
relative_progress,relative_16bin,,,,16,linear,5,0.08243386243386246,0.02012714849224779,0.052275132275132294,0.017439063467952827,0.030158730158730163,0.029492618089022114,0.0766612025855008,0.018635665877040186,0.05202827912767325,0.018121392067025052,0.024632923457827548,0.028855978682020222,0.08016720572094789,0.019600265611582953,0.05386548164024949,0.017801726203469433,0.026301724080698398,0.027582891872459252
relative_progress,relative_20bin,,,,20,linear,5,0.11537698412698412,0.025768487165877745,0.05637566137566141,0.040475808184123344,0.05900132275132271,0.060992106880930604,0.11476266133933186,0.022093685144200275,0.053206995827209135,0.04060368652892246,0.06155566551212273,0.05787279410740769,0.10889047742762917,0.02227717215557521,0.05606948177381617,0.0373652271676055,0.052820995653813,0.05267950650060126
