channel_set,channel_start,channel_stop,channel_count,representation_family,condition,requested_duration_ms,samples_per_bin,actual_duration_ms,n_bins,feature_dim,classifier,n_splits,mean_test_balanced_accuracy,sd_test_balanced_accuracy,mean_test_accuracy,sd_test_accuracy,mean_test_macro_f1,sd_test_macro_f1
angular30,30,60,30,fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,480,linear,5,0.5712301587301587,0.05757059069974232,0.571701787431721,0.06236077450024664,0.565187952334677,0.054247168334295374
angular30,30,60,30,fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,360,linear,5,0.5871362433862435,0.06533048395419143,0.5899649027435828,0.06921727933062448,0.5801967044349936,0.07053952351823892
angular30,30,60,30,fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,270,linear,5,0.563425925925926,0.07254940941017732,0.5651232903530865,0.06876520813192105,0.5552946200586529,0.07648842763374426
angular30,30,60,30,fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,240,linear,5,0.5787500000000001,0.04354518775823734,0.5749005028835987,0.042721318127226626,0.5727619797356638,0.04576850385357945
angular30,30,60,30,fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,210,linear,5,0.5771825396825396,0.04492514976088295,0.5760404263072163,0.03710887599979258,0.5677132290097808,0.03869449314076516
angular30,30,60,30,fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,180,linear,5,0.5082208994708994,0.05985931862543254,0.5117222673701411,0.05182577681174202,0.4920272336521158,0.04962002135807677
angular30,30,60,30,fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,150,linear,5,0.5160317460317461,0.03646463835269945,0.5185260569374822,0.03250191831810102,0.5091418796488456,0.02577204549993637
angular30,30,60,30,fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,150,linear,5,0.4673544973544973,0.03130967154993612,0.4710717906510159,0.03283491117389545,0.45569292694612396,0.015453095934865883
angular30,30,60,30,fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,120,linear,5,0.4744047619047619,0.062266863301190266,0.48240453441206627,0.05731454476776039,0.46868786472198776,0.04926919082209548
combined60,0,60,60,fixed_duration,fixed_0050ms,50.0,3.0,46.875,86,5160,linear,5,0.3930621693121693,0.07436372839714259,0.39427061661064766,0.07759809408573068,0.38275109857462797,0.0729612620537178
combined60,0,60,60,fixed_duration,fixed_0150ms,150.0,10.0,156.25,26,1560,linear,5,0.553611111111111,0.08420002286271172,0.5487298501769754,0.08661769956039456,0.5461499785463868,0.08906941994232205
combined60,0,60,60,fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,960,linear,5,0.5740343915343915,0.11013206433148955,0.5755189503872444,0.10566515586365927,0.5688124627512499,0.1097760105817303
combined60,0,60,60,fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,720,linear,5,0.6265542328042328,0.08401348059207414,0.6276251212578465,0.0807548122857773,0.6239770306606691,0.07833485993022872
combined60,0,60,60,fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,540,linear,5,0.6038359788359788,0.07413753821246981,0.6060419617784504,0.07271542097765173,0.5936017760998916,0.0728082118467158
combined60,0,60,60,fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,480,linear,5,0.6018320105820105,0.09169818693991302,0.5963510513734855,0.08762111748827213,0.5942170875552443,0.08015181350971029
combined60,0,60,60,fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,420,linear,5,0.5866468253968253,0.04390255778196753,0.5910219774245637,0.0398427582350486,0.5851690344623444,0.03925518893005517
combined60,0,60,60,fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,360,linear,5,0.5389285714285714,0.05138486366025396,0.5431046412180288,0.043114592748603846,0.528805848286162,0.04353040713857687
combined60,0,60,60,fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,300,linear,5,0.5296693121693121,0.04413910495677,0.537962549820722,0.03693523712126317,0.5251700527553166,0.037925497033251834
combined60,0,60,60,fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,300,linear,5,0.5270039682539682,0.06834816530690667,0.5333202386948767,0.06117960175440733,0.5213707798261573,0.06304175387561772
combined60,0,60,60,fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,240,linear,5,0.5347883597883598,0.09206566277069776,0.5414343306814124,0.08403602213123004,0.5255724985074842,0.09045576497857126
accel30,0,30,30,relative_progress,relative_01bin,,,,1,30,5nn,5,0.27168650793650795,0.02975217911344552,0.27719814977822244,0.03640689244469776,0.2507522123148385,0.029898105514018565
accel30,0,30,30,relative_progress,relative_02bin,,,,2,60,5nn,5,0.4273677248677249,0.04992758554052052,0.4287765181443389,0.044302280602972824,0.4054116347073893,0.052608168458996483
accel30,0,30,30,relative_progress,relative_04bin,,,,4,120,5nn,5,0.5114087301587301,0.0938923617923026,0.5189975058537208,0.09126559023493247,0.5095163586382458,0.09988187948440502
accel30,0,30,30,relative_progress,relative_06bin,,,,6,180,5nn,5,0.5258399470899471,0.11115631953808933,0.5304126570751739,0.10005530984085743,0.5193698248760191,0.10960110697444903
accel30,0,30,30,relative_progress,relative_08bin,,,,8,240,5nn,5,0.4669708994708994,0.05968075465980939,0.4719492385658521,0.058268976102827344,0.4655353327672385,0.06058336706938215
accel30,0,30,30,relative_progress,relative_10bin,,,,10,300,5nn,5,0.43285714285714283,0.07312804772888754,0.44711649992927904,0.07056176874653762,0.4234841707978946,0.06946182659274161
accel30,0,30,30,relative_progress,relative_12bin,,,,12,360,5nn,5,0.3972222222222222,0.048937335569748934,0.4040703614912363,0.04505651171598806,0.39806235534748813,0.04771035598062992
accel30,0,30,30,relative_progress,relative_16bin,,,,16,480,5nn,5,0.3513955026455026,0.059774221577764935,0.35760377182744585,0.054894368421284784,0.34583896719160545,0.04114709033357472
accel30,0,30,30,relative_progress,relative_20bin,,,,20,600,5nn,5,0.26814814814814814,0.043530656285646646,0.2768717433186293,0.04375697622488966,0.24919689379051144,0.04868863712163916
angular30,30,60,30,relative_progress,relative_01bin,,,,1,30,5nn,5,0.3133796296296296,0.02854758919958684,0.31828618166835165,0.031594798166231064,0.30498425132454365,0.027697026454433945
angular30,30,60,30,relative_progress,relative_02bin,,,,2,60,5nn,5,0.48494708994708996,0.07656572887844355,0.4878579403167339,0.08061062611633771,0.477384200564844,0.0801188330571747
angular30,30,60,30,relative_progress,relative_04bin,,,,4,120,5nn,5,0.5731349206349207,0.0792561725218549,0.5799179651834745,0.07730240235525829,0.5660518596221584,0.08102797875122718
angular30,30,60,30,relative_progress,relative_06bin,,,,6,180,5nn,5,0.601712962962963,0.10292624173886444,0.6104482337081129,0.10353627081469009,0.6042496768984705,0.09817992613408305
angular30,30,60,30,relative_progress,relative_08bin,,,,8,240,5nn,5,0.5996230158730158,0.09917069906187082,0.6132832406239732,0.09519391243958557,0.6012376568703409,0.1077720773236511
angular30,30,60,30,relative_progress,relative_10bin,,,,10,300,5nn,5,0.5206878306878308,0.08517348835408671,0.5318971115404024,0.08606089594978464,0.5335070522959539,0.0858541321700047
angular30,30,60,30,relative_progress,relative_12bin,,,,12,360,5nn,5,0.4790674603174603,0.07685650111951042,0.48806792788710746,0.07525055385324578,0.48858725000577896,0.08556113520348738
angular30,30,60,30,relative_progress,relative_16bin,,,,16,480,5nn,5,0.34653439153439153,0.049109717032989206,0.3569297927734699,0.05028134193075749,0.3527911154900016,0.06618408323345606
angular30,30,60,30,relative_progress,relative_20bin,,,,20,600,5nn,5,0.28474867724867725,0.07730955800084778,0.2969312656902018,0.07359899843089873,0.2803231781558834,0.09864560536236554
combined60,0,60,60,relative_progress,relative_01bin,,,,1,60,5nn,5,0.3573478835978836,0.07730932107157962,0.35879079096018496,0.07788820133615468,0.33338290476418087,0.07737411724515988
combined60,0,60,60,relative_progress,relative_02bin,,,,2,120,5nn,5,0.484484126984127,0.08562327080944891,0.4900260344350211,0.08572799205098484,0.4713939769916348,0.07819471990136143
combined60,0,60,60,relative_progress,relative_04bin,,,,4,240,5nn,5,0.6054695767195767,0.11294175474370254,0.6078843129828562,0.10905014700139598,0.5984153519227217,0.10720089895576378
combined60,0,60,60,relative_progress,relative_06bin,,,,6,360,5nn,5,0.6020568783068783,0.09800494542759709,0.6103040891659675,0.09473109877808104,0.6054584066122743,0.09609687994703217
combined60,0,60,60,relative_progress,relative_08bin,,,,8,480,5nn,5,0.5527050264550265,0.09876174734579733,0.5624076533389853,0.09096996734509807,0.5634743829472743,0.10851140429425311
combined60,0,60,60,relative_progress,relative_10bin,,,,10,600,5nn,5,0.5192129629629629,0.09089734488677981,0.5290894532032967,0.08819611830351018,0.5300585270122697,0.08874294433086274
combined60,0,60,60,relative_progress,relative_12bin,,,,12,720,5nn,5,0.4447156084656084,0.04029404010064624,0.4503094103233555,0.04076790683954122,0.46365122601228154,0.053021839484471145
combined60,0,60,60,relative_progress,relative_16bin,,,,16,960,5nn,5,0.3540410052910053,0.042782088057071226,0.36502752218699774,0.03896433351084942,0.37013630419610594,0.03856346793231859
combined60,0,60,60,relative_progress,relative_20bin,,,,20,1200,5nn,5,0.2330357142857143,0.02233202031676244,0.24318892743504592,0.025418022277807775,0.20957862353123685,0.01792821731147362
accel30,0,30,30,relative_progress,relative_01bin,,,,1,30,linear,5,0.38083333333333336,0.04923775008634827,0.39314095019103223,0.05423893696958863,0.36497985697491014,0.042809610444331736
accel30,0,30,30,relative_progress,relative_02bin,,,,2,60,linear,5,0.557797619047619,0.08444576039978256,0.562959810604311,0.08269078608286612,0.5482877887244895,0.08356155786087385
accel30,0,30,30,relative_progress,relative_04bin,,,,4,120,linear,5,0.6400462962962964,0.09112692255140316,0.6404751402246525,0.09395361566041521,0.636685881761146,0.09415751194168982
accel30,0,30,30,relative_progress,relative_06bin,,,,6,180,linear,5,0.6493320105820105,0.10391055533493757,0.6515417547948065,0.10356304366253086,0.6479546001402914,0.10040873646340186
accel30,0,30,30,relative_progress,relative_08bin,,,,8,240,linear,5,0.685297619047619,0.07180581704121983,0.6859107535697523,0.07592590740701023,0.6847723607088932,0.075169704206796
accel30,0,30,30,relative_progress,relative_10bin,,,,10,300,linear,5,0.6675925925925925,0.09723650317584252,0.6730633697542492,0.0942540008331508,0.663731853359495,0.09835032752512438
accel30,0,30,30,relative_progress,relative_12bin,,,,12,360,linear,5,0.6365211640211641,0.0801271032598943,0.6360019799669909,0.08355807992426038,0.6356065751700426,0.08096006288745197
accel30,0,30,30,relative_progress,relative_16bin,,,,16,480,linear,5,0.6559391534391534,0.10189290201672786,0.6624553340340997,0.1001756281648292,0.6560441192171573,0.10354787346933651
accel30,0,30,30,relative_progress,relative_20bin,,,,20,600,linear,5,0.5950595238095238,0.10595469956063068,0.6013000499702834,0.1052980336731185,0.6009814760975751,0.09932580443831582
angular30,30,60,30,relative_progress,relative_01bin,,,,1,30,linear,5,0.39615740740740735,0.046458782792624546,0.4031340883833341,0.045717646707543226,0.38750630317345214,0.03854506510186719
angular30,30,60,30,relative_progress,relative_02bin,,,,2,60,linear,5,0.5662566137566138,0.04221595479790993,0.5685852214224242,0.04778888071884846,0.5549696640648654,0.05148671256127743
angular30,30,60,30,relative_progress,relative_04bin,,,,4,120,linear,5,0.704920634920635,0.07723006461439418,0.708184725660055,0.07290430164414208,0.6989094333773295,0.07658357032648377
angular30,30,60,30,relative_progress,relative_06bin,,,,6,180,linear,5,0.6830291005291006,0.0988143694626843,0.6888698527062989,0.10186106504906597,0.6770505169758658,0.10204365561270372
angular30,30,60,30,relative_progress,relative_08bin,,,,8,240,linear,5,0.7532407407407409,0.09736298040828285,0.7565572782483068,0.09952356745548323,0.7508062919479328,0.09525323658713289
angular30,30,60,30,relative_progress,relative_10bin,,,,10,300,linear,5,0.7529232804232804,0.0700526465511597,0.7566958273292321,0.07392406838205565,0.7503608152253664,0.06933399542330451
angular30,30,60,30,relative_progress,relative_12bin,,,,12,360,linear,5,0.7013161375661375,0.10566139718837296,0.703356790148474,0.10672996097470716,0.6968325665164068,0.10939265319540759
angular30,30,60,30,relative_progress,relative_16bin,,,,16,480,linear,5,0.6860978835978836,0.08600353417645998,0.6870882574919273,0.09254677874814231,0.6823458432978556,0.09361572427804737
angular30,30,60,30,relative_progress,relative_20bin,,,,20,600,linear,5,0.6540608465608465,0.056725149862174404,0.6628557154824062,0.054139728127635685,0.6538024717513882,0.056760222672851114
combined60,0,60,60,relative_progress,relative_01bin,,,,1,60,linear,5,0.4554960317460317,0.07068021468037228,0.4638781864479524,0.06104474486058597,0.44242442286985806,0.07707371649588615
combined60,0,60,60,relative_progress,relative_02bin,,,,2,120,linear,5,0.6035780423280424,0.08212403546752385,0.6081744971097715,0.07929340442449342,0.5983465140063269,0.08524677933339235
combined60,0,60,60,relative_progress,relative_04bin,,,,4,240,linear,5,0.7091732804232804,0.0835076826041225,0.7070963856461036,0.08566004635395719,0.7051355215319074,0.08485238950199854
combined60,0,60,60,relative_progress,relative_06bin,,,,6,360,linear,5,0.729239417989418,0.09722554704029446,0.7266369060736662,0.09917519602203152,0.7240263654092344,0.10410890677747403
combined60,0,60,60,relative_progress,relative_08bin,,,,8,480,linear,5,0.7823809523809524,0.06927063708705485,0.7831729749450187,0.06985578438129551,0.7816248305644591,0.0690582510929794
combined60,0,60,60,relative_progress,relative_10bin,,,,10,600,linear,5,0.7572156084656084,0.09259464873945294,0.7631184520665364,0.09201559225163339,0.7561134833232357,0.09561661251045313
combined60,0,60,60,relative_progress,relative_12bin,,,,12,720,linear,5,0.7374669312169313,0.07673497638957688,0.7374603794368906,0.08196611625882305,0.7392871604945908,0.078375969141488
combined60,0,60,60,relative_progress,relative_16bin,,,,16,960,linear,5,0.738373015873016,0.08586526381731024,0.7391165366196006,0.08909328900875921,0.7362113249381051,0.08799370195599081
combined60,0,60,60,relative_progress,relative_20bin,,,,20,1200,linear,5,0.7104365079365079,0.08990926747680626,0.7160627113096154,0.08879082210867442,0.7098719535252043,0.08816566362989242
