method,seed,feature,feature_dim,probe_C,train_ba,val_ba,test_ba,train_test_gap
l1_fixed250_l2_whole_count,37,l1whole_l2fixed250,2176,0.01,0.9950273378582201,0.6158249158249158,0.5584998334998335,0.4365275043583866
l1_fixed250_l2_whole_count,37,l2_fixed250,2048,0.01,0.9923391658152093,0.6207852332852333,0.5271145521145522,0.46522461370065715
l1_fixed250_l2_whole_count,37,l2_whole,128,1.0,0.9967936860278703,0.5985990860990861,0.5161588411588411,0.4806348448690292
l1_capacity_no_phase_l2_whole_count,11,l1_fixed250,2048,0.01,0.9556664800209905,0.5336760461760462,0.6019320956820956,0.3537343843388949
l1_capacity_no_phase_l2_whole_count,11,l1_l2_fixed250,4096,10.0,1.0,0.6092472342472341,0.6260413197913196,0.3739586802086804
l1_capacity_no_phase_l2_whole_count,11,l1_l2_whole,256,10.0,0.9983974358974358,0.6221741221741222,0.5892607392607393,0.4091366966366965
l1_capacity_no_phase_l2_whole_count,11,l1_whole,128,0.1,0.8883736809043367,0.5689935064935064,0.6205849705849705,0.26778871031936613
l1_capacity_no_phase_l2_whole_count,11,l1fixed250_l2whole,2176,0.01,0.9798361981039084,0.6042508417508418,0.6507665945165945,0.32906960358731396
l1_capacity_no_phase_l2_whole_count,11,l1whole_l2fixed250,2176,0.1,0.9983974358974358,0.6376202501202501,0.614767871017871,0.3836295648795648
l1_capacity_no_phase_l2_whole_count,11,l2_fixed250,2048,0.1,0.9983974358974358,0.6445646945646946,0.6258068320568321,0.3725906038406037
l1_capacity_no_phase_l2_whole_count,11,l2_whole,128,0.1,0.9774281635575092,0.6030242905242905,0.5583714896214896,0.41905667393601953
l1_capacity_no_phase_l2_whole_count,23,l1_fixed250,2048,0.1,0.9885001549402216,0.5528679653679655,0.5914183039183037,0.39708185102191784
l1_capacity_no_phase_l2_whole_count,23,l1_l2_fixed250,4096,0.1,0.996545584045584,0.5962542087542088,0.6717823842823843,0.3247631997631997
l1_capacity_no_phase_l2_whole_count,23,l1_l2_whole,256,0.01,0.8855063420599324,0.5450817700817701,0.6540133477633477,0.23149299429658465
l1_capacity_no_phase_l2_whole_count,23,l1_whole,128,1.0,0.9457527347314606,0.5768999518999519,0.6074057886557886,0.33834694607567195
l1_capacity_no_phase_l2_whole_count,23,l1fixed250_l2whole,2176,0.01,0.9629131587301201,0.5983645983645983,0.6841450216450218,0.2787681370850983
l1_capacity_no_phase_l2_whole_count,23,l1whole_l2fixed250,2176,10.0,1.0,0.5894781144781144,0.6216242091242091,0.3783757908757909
l1_capacity_no_phase_l2_whole_count,23,l2_fixed250,2048,10.0,0.9983974358974358,0.5769781144781144,0.6220820845820846,0.3763153513153512
l1_capacity_no_phase_l2_whole_count,23,l2_whole,128,0.1,0.9563313145458879,0.5661495911495912,0.5807019369519368,0.3756293775939511
l1_capacity_no_phase_l2_whole_count,37,l1_fixed250,2048,0.1,0.9917064689123514,0.5539201539201539,0.6125985125985126,0.37910795631383876
l1_capacity_no_phase_l2_whole_count,37,l1_l2_fixed250,4096,0.1,0.996545584045584,0.5879208754208755,0.6371503496503496,0.35939523439523446
l1_capacity_no_phase_l2_whole_count,37,l1_l2_whole,256,0.1,0.9806783673776817,0.5930074555074555,0.5903291153291153,0.3903492520485664
l1_capacity_no_phase_l2_whole_count,37,l1_whole,128,0.1,0.8733236974039232,0.5540103415103416,0.6217032967032967,0.2516204007006265
l1_capacity_no_phase_l2_whole_count,37,l1fixed250_l2whole,2176,1.0,0.996545584045584,0.5754208754208755,0.6006937506937506,0.3958518333518334
l1_capacity_no_phase_l2_whole_count,37,l1whole_l2fixed250,2176,0.1,0.996545584045584,0.5991943241943243,0.6166777666777666,0.3798678173678174
l1_capacity_no_phase_l2_whole_count,37,l2_fixed250,2048,0.1,0.996545584045584,0.598563011063011,0.5884039571539571,0.4081416268916269
l1_capacity_no_phase_l2_whole_count,37,l2_whole,128,0.1,0.9704047107989934,0.5619468494468495,0.5775294150294149,0.39287529576957847
