method,seed,bin_index,coef_fro_norm,coef_rms,norm_fraction
l1_fixed250_l2_whole_count,37,2,6.334350855388609,0.16162424424441926,0.07155878730098206
l1_fixed250_l2_whole_count,37,3,6.104379501243682,0.15575640598283638,0.06896081450277872
l1_fixed250_l2_whole_count,37,4,6.00356672735641,0.15318411582056146,0.06782193855344851
l1_fixed250_l2_whole_count,37,5,6.261142116274653,0.15975628533252628,0.0707317525012958
l1_fixed250_l2_whole_count,37,6,7.99836514735854,0.20408243111967925,0.09035705842667664
l1_fixed250_l2_whole_count,37,7,8.378462674510766,0.21378081647401911,0.09465099773001931
l1_fixed250_l2_whole_count,37,8,7.890868582844226,0.20133960057632255,0.08914267608959435
l1_fixed250_l2_whole_count,37,9,7.91692825049268,0.20200452649929365,0.0894370706150892
l1_fixed250_l2_whole_count,37,10,6.636311989226997,0.16932893903667248,0.0749700243863296
l1_fixed250_l2_whole_count,37,11,6.285936956164615,0.1603889385198639,0.07101185834234475
l1_fixed250_l2_whole_count,37,12,0.7290207795741138,0.018601342935860292,0.00823570466722113
l1_fixed250_l2_whole_count,37,13,1.2156565366321566,0.031018106429456148,0.01373320005820425
l1_fixed250_l2_whole_count,37,14,2.4446876556754704,0.06237747225922624,0.027617491983570434
l1_fixed250_l2_whole_count,37,15,2.1425930369376247,0.054669371530597616,0.024204746927201665
l1_capacity_no_phase_l2_whole_count,11,0,7.111656689147672,0.18145760535690209,0.06264262380184946
l1_capacity_no_phase_l2_whole_count,11,1,7.104340499024713,0.18127092897500166,0.0625781795569192
l1_capacity_no_phase_l2_whole_count,11,2,7.104724726785254,0.18128073274540105,0.06258156400531285
l1_capacity_no_phase_l2_whole_count,11,3,7.0961781838367015,0.18106266327364334,0.06250628226743742
l1_capacity_no_phase_l2_whole_count,11,4,7.081975131747193,0.1807002650402114,0.06238117549024458
l1_capacity_no_phase_l2_whole_count,11,5,7.104998376514736,0.18128771506004143,0.06258397443340391
l1_capacity_no_phase_l2_whole_count,11,6,7.088875925003993,0.18087634235583225,0.06244196073548564
l1_capacity_no_phase_l2_whole_count,11,7,7.087341078482377,0.18083717995154636,0.06242844112712296
l1_capacity_no_phase_l2_whole_count,11,8,7.07490961338315,0.18051998467812633,0.06231893927325745
l1_capacity_no_phase_l2_whole_count,11,9,7.099070324901298,0.18113645775148096,0.06253175752764899
l1_capacity_no_phase_l2_whole_count,11,10,7.101255341973322,0.18119220959424898,0.06255100412635675
l1_capacity_no_phase_l2_whole_count,11,11,7.095057863538775,0.18103407772074334,0.06249641398975921
l1_capacity_no_phase_l2_whole_count,11,12,7.092452728179668,0.18096760634219444,0.06247346680299436
l1_capacity_no_phase_l2_whole_count,11,13,7.097243593432875,0.18108984775153597,0.06251566686731973
l1_capacity_no_phase_l2_whole_count,11,14,7.1024779478101365,0.1812234050156734,0.06256177338039152
l1_capacity_no_phase_l2_whole_count,11,15,7.084881561833954,0.18077442410985348,0.06240677661449586
l1_capacity_no_phase_l2_whole_count,23,0,5.545747754934721,0.14150262751849416,0.06239677267409044
l1_capacity_no_phase_l2_whole_count,23,1,5.550692228243918,0.14162878831697687,0.0624524043383313
l1_capacity_no_phase_l2_whole_count,23,2,5.567484507612143,0.14205725202604372,0.06264133901129522
l1_capacity_no_phase_l2_whole_count,23,3,5.563766817343445,0.14196239323250182,0.0625995102291689
l1_capacity_no_phase_l2_whole_count,23,4,5.54654752409914,0.14152303404312788,0.06240577110260706
l1_capacity_no_phase_l2_whole_count,23,5,5.52634708750043,0.14100760943637494,0.06217849029106176
l1_capacity_no_phase_l2_whole_count,23,6,5.552063371405168,0.14166377374519948,0.06246783145689436
l1_capacity_no_phase_l2_whole_count,23,7,5.557344142560287,0.14179851535747498,0.06252724690308313
l1_capacity_no_phase_l2_whole_count,23,8,5.5470749610673264,0.14153649187066472,0.062411705444747764
l1_capacity_no_phase_l2_whole_count,23,9,5.583119722446524,0.14245619263399192,0.0628172552247334
l1_capacity_no_phase_l2_whole_count,23,10,5.558020863835838,0.14181578225146652,0.06253486088508524
l1_capacity_no_phase_l2_whole_count,23,11,5.551558766095788,0.14165089847926737,0.062462154000188626
l1_capacity_no_phase_l2_whole_count,23,12,5.5488552642605775,0.14158191722911173,0.062431736138271715
l1_capacity_no_phase_l2_whole_count,23,13,5.5561691814414,0.14176853561571578,0.06251402708402973
l1_capacity_no_phase_l2_whole_count,23,14,5.55757430130217,0.14180438797703182,0.0625298364840253
l1_capacity_no_phase_l2_whole_count,23,15,5.566393051655816,0.14202940296177577,0.06262905873238601
l1_capacity_no_phase_l2_whole_count,37,0,6.946941736095701,0.17725481798207066,0.06216780091897113
l1_capacity_no_phase_l2_whole_count,37,1,6.994787790951188,0.1784756348633327,0.06259597264201279
l1_capacity_no_phase_l2_whole_count,37,2,6.987421789708229,0.17828768752489568,0.06253005470053045
l1_capacity_no_phase_l2_whole_count,37,3,6.981017307083086,0.1781242738322069,0.06247274133646981
l1_capacity_no_phase_l2_whole_count,37,4,6.9826294343546,0.17816540809486978,0.06248716817508151
l1_capacity_no_phase_l2_whole_count,37,5,6.975564103456524,0.17798513251607595,0.06242394091603944
l1_capacity_no_phase_l2_whole_count,37,6,6.984168374817488,0.17820467495818848,0.06250094006895329
l1_capacity_no_phase_l2_whole_count,37,7,6.982930861837889,0.17817309917329172,0.06248986563311189
l1_capacity_no_phase_l2_whole_count,37,8,6.992443834523819,0.178415827600558,0.06257499670438799
l1_capacity_no_phase_l2_whole_count,37,9,6.9689223757366925,0.17781566539186672,0.06236450445862696
l1_capacity_no_phase_l2_whole_count,37,10,6.992824755380121,0.17842554699358223,0.0625784055442574
l1_capacity_no_phase_l2_whole_count,37,11,7.012526284261086,0.17892824171140587,0.06275471344661208
l1_capacity_no_phase_l2_whole_count,37,12,6.999770923028839,0.17860278206032376,0.06264056641791085
l1_capacity_no_phase_l2_whole_count,37,13,6.966210489659442,0.17774647021343107,0.062340235938727125
l1_capacity_no_phase_l2_whole_count,37,14,6.9795423884961085,0.17808664052022521,0.06245954237085729
l1_capacity_no_phase_l2_whole_count,37,15,6.9973107794070515,0.17854001022108063,0.06261855072745001
