method,seed,aggregation,split,both_correct,both_wrong,l1_only_correct,l2_only_correct,oracle_union_accuracy,prediction_disagreement
l1_fixed250_l2_whole_count,11,whole,train,0.7728055077452668,0.0,0.0,0.22719449225473323,1.0,0.22719449225473323
l1_fixed250_l2_whole_count,11,whole,val,0.3968253968253968,0.3253968253968254,0.09523809523809523,0.18253968253968253,0.6746031746031746,0.38095238095238093
l1_fixed250_l2_whole_count,23,fixed250,test,0.5205479452054794,0.3082191780821918,0.07534246575342465,0.0958904109589041,0.6917808219178082,0.2671232876712329
l1_fixed250_l2_whole_count,23,fixed250,train,1.0,0.0,0.0,0.0,1.0,0.0
l1_fixed250_l2_whole_count,23,fixed250,val,0.5317460317460317,0.29365079365079366,0.05555555555555555,0.11904761904761904,0.7063492063492064,0.30158730158730157
l1_fixed250_l2_whole_count,23,whole,test,0.4520547945205479,0.3287671232876712,0.136986301369863,0.0821917808219178,0.6712328767123288,0.3493150684931507
l1_fixed250_l2_whole_count,23,whole,train,0.9053356282271945,0.03442340791738382,0.03442340791738382,0.025817555938037865,0.9655765920826161,0.06884681583476764
l1_fixed250_l2_whole_count,23,whole,val,0.4523809523809524,0.35714285714285715,0.0873015873015873,0.10317460317460317,0.6428571428571429,0.31746031746031744
l1_fixed250_l2_whole_count,37,fixed250,test,0.4589041095890411,0.3561643835616438,0.10273972602739725,0.0821917808219178,0.6438356164383562,0.3013698630136986
l1_fixed250_l2_whole_count,37,fixed250,train,0.9931153184165232,0.0,0.0068846815834767644,0.0,1.0,0.0068846815834767644
l1_fixed250_l2_whole_count,37,fixed250,val,0.5396825396825397,0.31746031746031744,0.05555555555555555,0.0873015873015873,0.6825396825396826,0.2857142857142857
l1_fixed250_l2_whole_count,37,whole,test,0.3835616438356164,0.3561643835616438,0.1232876712328767,0.136986301369863,0.6438356164383562,0.410958904109589
l1_fixed250_l2_whole_count,37,whole,train,0.9225473321858864,0.0034423407917383822,0.0,0.07401032702237521,0.9965576592082617,0.07401032702237521
l1_fixed250_l2_whole_count,37,whole,val,0.4603174603174603,0.29365079365079366,0.1111111111111111,0.1349206349206349,0.7063492063492064,0.373015873015873
l1_capacity_no_phase_l2_whole_count,11,fixed250,test,0.5205479452054794,0.2602739726027397,0.0958904109589041,0.1232876712328767,0.7397260273972602,0.3424657534246575
l1_capacity_no_phase_l2_whole_count,11,fixed250,train,0.9569707401032702,0.0017211703958691911,0.0,0.04130808950086059,0.9982788296041308,0.043029259896729774
l1_capacity_no_phase_l2_whole_count,11,fixed250,val,0.4603174603174603,0.2698412698412698,0.0873015873015873,0.18253968253968253,0.7301587301587301,0.4126984126984127
l1_capacity_no_phase_l2_whole_count,11,whole,test,0.5136986301369864,0.2945205479452055,0.13013698630136986,0.06164383561643835,0.7054794520547946,0.3150684931506849
l1_capacity_no_phase_l2_whole_count,11,whole,train,0.8881239242685026,0.020654044750430294,0.0017211703958691911,0.08950086058519793,0.9793459552495697,0.0981067125645439
l1_capacity_no_phase_l2_whole_count,11,whole,val,0.4523809523809524,0.2619047619047619,0.1349206349206349,0.15079365079365079,0.7380952380952381,0.3888888888888889
l1_capacity_no_phase_l2_whole_count,23,fixed250,test,0.541095890410959,0.3082191780821918,0.06164383561643835,0.08904109589041095,0.6917808219178082,0.2808219178082192
l1_capacity_no_phase_l2_whole_count,23,fixed250,train,0.9879518072289156,0.0017211703958691911,0.0,0.010327022375215147,0.9982788296041308,0.012048192771084338
l1_capacity_no_phase_l2_whole_count,23,fixed250,val,0.4523809523809524,0.30952380952380953,0.1111111111111111,0.12698412698412698,0.6904761904761905,0.3888888888888889
l1_capacity_no_phase_l2_whole_count,23,whole,test,0.4931506849315068,0.2808219178082192,0.1232876712328767,0.10273972602739725,0.7191780821917808,0.3219178082191781
l1_capacity_no_phase_l2_whole_count,23,whole,train,0.927710843373494,0.025817555938037865,0.01721170395869191,0.029259896729776247,0.9741824440619621,0.05163511187607573
l1_capacity_no_phase_l2_whole_count,23,whole,val,0.4603174603174603,0.30952380952380953,0.12698412698412698,0.10317460317460317,0.6904761904761905,0.30158730158730157
l1_capacity_no_phase_l2_whole_count,37,fixed250,test,0.5273972602739726,0.3013698630136986,0.0958904109589041,0.07534246575342465,0.6986301369863014,0.3287671232876712
l1_capacity_no_phase_l2_whole_count,37,fixed250,train,0.9913941480206541,0.0034423407917383822,0.0,0.0051635111876075735,0.9965576592082617,0.008605851979345954
l1_capacity_no_phase_l2_whole_count,37,fixed250,val,0.5079365079365079,0.3412698412698413,0.05555555555555555,0.09523809523809523,0.6587301587301587,0.2857142857142857
l1_capacity_no_phase_l2_whole_count,37,whole,test,0.5,0.2602739726027397,0.14383561643835616,0.0958904109589041,0.7397260273972602,0.3219178082191781
l1_capacity_no_phase_l2_whole_count,37,whole,train,0.8760757314974182,0.027538726333907058,0.0017211703958691911,0.09466437177280551,0.9724612736660929,0.10671256454388985
l1_capacity_no_phase_l2_whole_count,37,whole,val,0.46825396825396826,0.3333333333333333,0.10317460317460317,0.09523809523809523,0.6666666666666666,0.30952380952380953
