architecture,regularization,seed,condition,probe,split,accuracy,balanced_accuracy,macro_f1
234x234,task_only,23,sum_ce_reuse_c0,l2_wholecount_matched_biasfree,test,0.4383561643835616,0.43781704406704397,0.4124755133630777
234x234,task_only,23,sum_ce_reuse_c0,l2_wholecount_matched_biasfree,train,0.8881239242685026,0.8895731468510296,0.8925585913370603
234x234,task_only,23,sum_ce_reuse_c0,l2_wholecount_matched_biasfree,val,0.4126984126984127,0.4157467532467532,0.41156538393380493
234x234,task_only,23,mean_ce,l2_fixed250_linear,test,0.5958904109589042,0.5749729437229437,0.5697199222927845
234x234,task_only,23,mean_ce,l2_fixed250_linear,train,0.8674698795180723,0.8622036144779246,0.8686205609121748
234x234,task_only,23,mean_ce,l2_fixed250_linear,val,0.5873015873015873,0.570045695045695,0.5758747867745996
234x234,task_only,23,mean_ce,l2_wholecount_linear,test,0.5616438356164384,0.5496614496614497,0.5350064444675033
234x234,task_only,23,mean_ce,l2_wholecount_linear,train,0.7969018932874354,0.7904556601045046,0.7961265478079423
234x234,task_only,23,mean_ce,l2_wholecount_linear,val,0.5158730158730159,0.5046416546416547,0.5165081933889984
234x234,task_only,23,mean_ce,l2_wholecount_matched_biasfree,test,0.4931506849315068,0.4876005938505938,0.49043369068835957
234x234,task_only,23,mean_ce,l2_wholecount_matched_biasfree,train,0.8089500860585198,0.8109669091147927,0.8094164440096984
234x234,task_only,23,mean_ce,l2_wholecount_matched_biasfree,val,0.5238095238095238,0.5180976430976431,0.5215773179239975
234x234,task_only,37,sum_ce_reuse_c0,l2_fixed250_linear,test,0.4383561643835616,0.4327283827283827,0.42762916555134023
234x234,task_only,37,sum_ce_reuse_c0,l2_fixed250_linear,train,0.9104991394148021,0.9088649777273008,0.9231206161945771
234x234,task_only,37,sum_ce_reuse_c0,l2_fixed250_linear,val,0.40476190476190477,0.39025372775372774,0.40169079578000405
234x234,task_only,37,sum_ce_reuse_c0,l2_wholecount_linear,test,0.4383561643835616,0.41869519369519365,0.3860292870709538
234x234,task_only,37,sum_ce_reuse_c0,l2_wholecount_linear,train,0.6901893287435457,0.6712376109661161,0.696748329490677
234x234,task_only,37,sum_ce_reuse_c0,l2_wholecount_linear,val,0.42063492063492064,0.3952801827801828,0.391938751691915
234x234,task_only,37,sum_ce_reuse_c0,l2_wholecount_matched_biasfree,test,0.363013698630137,0.35798507048507044,0.3285193393027556
234x234,task_only,37,sum_ce_reuse_c0,l2_wholecount_matched_biasfree,train,0.8330464716006885,0.8354627678001648,0.8398419047824978
234x234,task_only,37,sum_ce_reuse_c0,l2_wholecount_matched_biasfree,val,0.3492063492063492,0.3501443001443001,0.33637643073637147
234x234,task_only,37,mean_ce,l2_fixed250_linear,test,0.5753424657534246,0.5669927294927294,0.5682196616020146
234x234,task_only,37,mean_ce,l2_fixed250_linear,train,0.9965576592082617,0.996545584045584,0.9966520448207478
234x234,task_only,37,mean_ce,l2_fixed250_linear,val,0.6349206349206349,0.6324915824915824,0.6372140705721943
234x234,task_only,37,mean_ce,l2_wholecount_linear,test,0.541095890410959,0.5350732600732601,0.521038525118634
234x234,task_only,37,mean_ce,l2_wholecount_linear,train,0.9724612736660929,0.9705544349207379,0.9726274571281642
234x234,task_only,37,mean_ce,l2_wholecount_linear,val,0.5952380952380952,0.6005772005772005,0.598021501327128
234x234,task_only,37,mean_ce,l2_wholecount_matched_biasfree,test,0.4383561643835616,0.43974913974913976,0.4382648265731941
234x234,task_only,37,mean_ce,l2_wholecount_matched_biasfree,train,0.8932874354561101,0.8948759917432197,0.8944079249997038
234x234,task_only,37,mean_ce,l2_wholecount_matched_biasfree,val,0.5079365079365079,0.5221260221260221,0.5160420540939105
