variant,l1_init,topology,fusion,architecture_case,layer,support,fixed250_ba_count,fixed250_ba_mean,fixed250_ba_std,whole_ba_count,whole_ba_mean,whole_ba_std,temporal_gap_count,temporal_gap_mean,temporal_gap_std
original,pretrained_frozen,ff,on,C,readout,valid,3,0.5684780497280498,0.05821779370461162,3,0.5152219308469308,0.05276823204240438,3,0.05325611888111894,0.06573481764963995
original,pretrained_frozen,ff,on,C,readout,window,3,0.5996082144979203,0.05420389323909428,3,0.5238011715952892,0.045223424665358655,3,0.07580704290263124,0.02874823637516752
original,pretrained_trainable,dense,off,B,l1,valid,3,0.6591475177872237,0.008589178972267231,3,0.5181639166933284,0.02921311137661035,3,0.1409836010938952,0.029914253687685806
original,pretrained_trainable,dense,off,B,l1,window,3,0.6501731588128646,0.02160294518014632,3,0.5009662042750277,0.025062800394191148,3,0.14920695453783692,0.03920712761946554
original,pretrained_trainable,dense,off,B,rsnn,valid,3,0.4858600141688377,0.05533123750989272,3,0.4317704286454287,0.027431796331104458,3,0.05408958552340898,0.03150815311139402
original,pretrained_trainable,dense,off,B,rsnn,window,3,0.3950778048204519,0.03182572404010886,3,0.37001943454149333,0.03877452786959016,3,0.025058370278958537,0.02965646308654083
original,pretrained_trainable,dense,off,B,readout,valid,3,0.4858600141688377,0.05533123750989272,3,0.4317704286454287,0.027431796331104458,3,0.05408958552340898,0.03150815311139402
original,pretrained_trainable,dense,off,B,readout,window,3,0.3950778048204519,0.03182572404010886,3,0.37001943454149333,0.03877452786959016,3,0.025058370278958537,0.02965646308654083
original,pretrained_trainable,dense,on,D,l1,valid,3,0.6566659715556774,0.017047898878389128,3,0.4920810194707253,0.028254342394135525,3,0.16458495208495205,0.03820964504824213
original,pretrained_trainable,dense,on,D,l1,window,3,0.648494370553194,0.003925221709845376,3,0.5002175316513552,0.03359882246121659,3,0.14827683890183888,0.0366670360004205
original,pretrained_trainable,dense,on,D,rsnn,valid,3,0.5098244416259122,0.0660509411692218,3,0.4059493406919878,0.058439515227600144,3,0.10387510093392445,0.012554295075329373
original,pretrained_trainable,dense,on,D,rsnn,window,3,0.4314345376845377,0.07358022010194755,3,0.3010821354571354,0.03829046461380339,3,0.13035240222740227,0.04072635387646838
original,pretrained_trainable,dense,on,D,readout,valid,3,0.5277841575635693,0.03654106220335241,3,0.4640394803997745,0.03533064669741815,3,0.06374467716379488,0.021435260330904884
original,pretrained_trainable,dense,on,D,readout,window,3,0.4825098172524642,0.03533027780062214,3,0.3934212505903682,0.04297254044101118,3,0.08908856666209604,0.015927520309313173
original,pretrained_trainable,diagonal,off,B,l1,valid,3,0.6633653179609061,0.018435900516225026,3,0.5189687695202402,0.04242073300632239,3,0.14439654844066604,0.024472286008014776
original,pretrained_trainable,diagonal,off,B,l1,window,3,0.6608509682039094,0.004064102787397588,3,0.4991572969514146,0.039944530460254535,3,0.16169367125249487,0.037354787989480776
original,pretrained_trainable,diagonal,off,B,rsnn,valid,3,0.5817361015890428,0.04623325232331045,3,0.500316799213858,0.002842163303470687,3,0.08141930237518478,0.04344067249296342
original,pretrained_trainable,diagonal,off,B,rsnn,window,3,0.576208921797157,0.027613975437134054,3,0.5245060903149138,0.04095523995184895,3,0.05170283148224323,0.014499430740676639
original,pretrained_trainable,diagonal,off,B,readout,valid,3,0.5817361015890428,0.04623325232331045,3,0.500316799213858,0.002842163303470687,3,0.08141930237518478,0.04344067249296342
original,pretrained_trainable,diagonal,off,B,readout,window,3,0.576208921797157,0.027613975437134054,3,0.5245060903149138,0.04095523995184895,3,0.05170283148224323,0.014499430740676639
original,pretrained_trainable,diagonal,on,D,l1,valid,3,0.6743215050200345,0.003927568066380414,3,0.4817662389353566,0.02514412081646988,3,0.19255526608467788,0.02246601870409346
original,pretrained_trainable,diagonal,on,D,l1,window,3,0.6579799693770282,0.04139841354294575,3,0.48185945998445995,0.022851588960481235,3,0.1761205093925682,0.032111346617921845
original,pretrained_trainable,diagonal,on,D,rsnn,valid,3,0.6249109686609686,0.01175182436703171,3,0.5309090147325443,0.005917971458146361,3,0.09400195392842443,0.014974022311546467
original,pretrained_trainable,diagonal,on,D,rsnn,window,3,0.6503674566174565,0.011341714733278663,3,0.5291573826500297,0.011597383058339747,3,0.121210073967427,0.022676124500247183
original,pretrained_trainable,diagonal,on,D,readout,valid,3,0.5373130817983759,0.03640009500950837,3,0.5070823239940886,0.0337027448222594,3,0.030230757804287245,0.019936061608585024
original,pretrained_trainable,diagonal,on,D,readout,window,3,0.5348285837256426,0.06955901573857837,3,0.4265401469445587,0.020569395402157825,3,0.10828843678108385,0.07948436659262159
original,pretrained_trainable,ff,off,A,l1,valid,3,0.6879154478419185,0.013245162697763104,3,0.5300920212684919,0.03243345934215666,3,0.1578234265734266,0.020314179943384917
original,pretrained_trainable,ff,off,A,l1,window,3,0.6853827681033563,0.014137604697830552,3,0.525286852308911,0.028725336009221454,3,0.16009591579444518,0.02407916756404609
original,pretrained_trainable,ff,off,A,rsnn,valid,3,0.6490814060667002,0.04647793027700104,3,0.5604081444154974,0.02441483391358455,3,0.08867326165120286,0.04267716950194088
original,pretrained_trainable,ff,off,A,rsnn,window,3,0.6741652954888249,0.034752700017374016,3,0.540403945183357,0.021171884660220117,3,0.1337613503054679,0.05217636219707969
original,pretrained_trainable,ff,off,A,readout,valid,3,0.6490814060667002,0.04647793027700104,3,0.5604081444154974,0.02441483391358455,3,0.08867326165120286,0.04267716950194088
original,pretrained_trainable,ff,off,A,readout,window,3,0.6741652954888249,0.034752700017374016,3,0.540403945183357,0.021171884660220117,3,0.1337613503054679,0.05217636219707969
original,pretrained_trainable,ff,on,C,l1,valid,3,0.648530268750857,0.01495761511286299,3,0.5351447640050582,0.042930041783016376,3,0.11338550474579878,0.04465020678422839
original,pretrained_trainable,ff,on,C,l1,window,3,0.6591542308454073,0.012946582854409385,3,0.516096009110715,0.04274623600791321,3,0.14305822173469232,0.04168888868751714
original,pretrained_trainable,ff,on,C,rsnn,valid,3,0.6655040697320108,0.039347083480487176,3,0.5482363225010283,0.019460237336018635,3,0.11726774723098259,0.028898089782007315
original,pretrained_trainable,ff,on,C,rsnn,window,3,0.6611518179532885,0.0468365194474684,3,0.5475529712662065,0.005675152199358371,3,0.11359884668708198,0.042789406668574385
original,pretrained_trainable,ff,on,C,readout,valid,3,0.5886864021055197,0.071009678297448,3,0.5424210049210049,0.032139150083551886,3,0.0462653971845148,0.04170482772351559
original,pretrained_trainable,ff,on,C,readout,window,3,0.6053507834757834,0.029624992808418446,3,0.5507729538979539,0.0006978721162101362,3,0.05457782957782956,0.02898564528395223
postencode_mask,dynamics_only,dense,off,B,l1,valid,3,0.6773845163551048,0.015758188413755637,3,0.4983991974800798,0.04020521242624704,3,0.17898531887502486,0.02489971252677123
postencode_mask,dynamics_only,dense,off,B,l1,window,3,0.6713523812788518,0.012287949654103849,3,0.4993985385529503,0.040076483894099464,3,0.17195384272590153,0.027996462307394953
postencode_mask,dynamics_only,dense,off,B,rsnn,valid,3,0.5178455463381934,0.04066899261823999,3,0.44128454606395784,0.00761734439549625,3,0.07656100027423555,0.04395677363303188
postencode_mask,dynamics_only,dense,off,B,rsnn,window,3,0.4375873649770708,0.031283259194213715,3,0.4128722652619712,0.019805982318760008,3,0.024715099715099626,0.030402113823062717
postencode_mask,dynamics_only,dense,off,B,readout,valid,3,0.5178455463381934,0.04066899261823999,3,0.44128454606395784,0.00761734439549625,3,0.07656100027423555,0.04395677363303188
postencode_mask,dynamics_only,dense,off,B,readout,window,3,0.4375873649770708,0.031283259194213715,3,0.4128722652619712,0.019805982318760008,3,0.024715099715099626,0.030402113823062717
postencode_mask,dynamics_only,dense,on,D,l1,valid,3,0.6686303076008958,0.0033555172914837544,3,0.49263572756219814,0.018789581778354644,3,0.17599458003869764,0.022143107713526747
postencode_mask,dynamics_only,dense,on,D,l1,window,3,0.6711555601261483,0.006625026436315458,3,0.48864712357359413,0.026794237224575534,3,0.1825084365525542,0.031973272285372244
postencode_mask,dynamics_only,dense,on,D,rsnn,valid,3,0.5165883000441823,0.03016799921415842,3,0.4489795675457439,0.009383072104387439,3,0.06760873249843845,0.036101684173693846
postencode_mask,dynamics_only,dense,on,D,rsnn,window,3,0.4732613655407772,0.014302130081560133,3,0.38369593369593363,0.046835746933451376,3,0.08956543184484354,0.03317529768082857
postencode_mask,dynamics_only,dense,on,D,readout,valid,3,0.5452143988908694,0.017936424163483976,3,0.4919711348020171,0.010962134322126036,3,0.05324326408885235,0.012501965885520739
postencode_mask,dynamics_only,dense,on,D,readout,window,3,0.5160782028429086,0.015553275541992966,3,0.45534592722092726,0.019307910632028136,3,0.060732275621981434,0.03414555125907256
postencode_mask,dynamics_only,diagonal,off,B,l1,valid,3,0.6551354895104895,0.027556704637385823,3,0.5080018225238814,0.016730515678415693,3,0.14713366698660818,0.010827155515025335
postencode_mask,dynamics_only,diagonal,off,B,l1,window,3,0.6552648468089645,0.018627084840503155,3,0.5044759434465317,0.022549312230018194,3,0.15078890336243275,0.009711610762100826
postencode_mask,dynamics_only,diagonal,off,B,rsnn,valid,3,0.6135612821274585,0.006403454169008056,3,0.5267453475174063,0.04932728267390752,3,0.08681593461005223,0.04359087691819376
postencode_mask,dynamics_only,diagonal,off,B,rsnn,window,3,0.5515704271218977,0.031586878367080115,3,0.503486790986791,0.04904015749110638,3,0.04808363613510667,0.020792614743834186
postencode_mask,dynamics_only,diagonal,off,B,readout,valid,3,0.6135612821274585,0.006403454169008056,3,0.5267453475174063,0.04932728267390752,3,0.08681593461005223,0.04359087691819376
postencode_mask,dynamics_only,diagonal,off,B,readout,window,3,0.5515704271218977,0.031586878367080115,3,0.503486790986791,0.04904015749110638,3,0.04808363613510667,0.020792614743834186
postencode_mask,dynamics_only,diagonal,on,D,l1,valid,3,0.6377694269238386,0.014544023711835816,3,0.4251265006779712,0.052064361144589344,3,0.21264292624586748,0.06652278890334704
postencode_mask,dynamics_only,diagonal,on,D,l1,window,3,0.6361490565534683,0.017613109904717997,3,0.44589113228819105,0.0461479413207344,3,0.19025792426527732,0.061003811617010364
postencode_mask,dynamics_only,diagonal,on,D,rsnn,valid,3,0.6557535669668023,0.018721364462460834,3,0.519511384584914,0.022143340781559998,3,0.1362421823818883,0.035262994481202334
postencode_mask,dynamics_only,diagonal,on,D,rsnn,window,3,0.6104477086094734,0.016256977815236544,3,0.5153221030059265,0.029589029535130828,3,0.09512560560354684,0.01753139026805088
postencode_mask,dynamics_only,diagonal,on,D,readout,valid,3,0.5756793519661166,0.02599115926118796,3,0.5065286157197922,0.01929358681065533,3,0.06915073624632447,0.021167098571490708
postencode_mask,dynamics_only,diagonal,on,D,readout,window,3,0.5057393790849672,0.06691942234296169,3,0.41117614683791154,0.10123148799531521,3,0.0945632322470557,0.04681169609882577
postencode_mask,dynamics_only,ff,off,A,l1,valid,3,0.6870984543778662,0.005055092143861894,3,0.5567494324847265,0.033273374514553075,3,0.13034902189313965,0.028413293430612375
postencode_mask,dynamics_only,ff,off,A,l1,window,3,0.6896709363621129,0.0075334691303691826,3,0.556108406843701,0.030082365425743104,3,0.13356252951841194,0.022954273466731547
postencode_mask,dynamics_only,ff,off,A,rsnn,valid,3,0.6672937900879078,0.01750765978246407,3,0.5911171004921005,0.04729903725519891,3,0.07617668959580721,0.030064447053679003
postencode_mask,dynamics_only,ff,off,A,rsnn,window,3,0.6598561025031614,0.030680487766382263,3,0.5292813599798893,0.04918450346584216,3,0.13057474252327203,0.059106081813612585
postencode_mask,dynamics_only,ff,off,A,readout,valid,3,0.6672937900879078,0.01750765978246407,3,0.5911171004921005,0.04729903725519891,3,0.07617668959580721,0.030064447053679003
postencode_mask,dynamics_only,ff,off,A,readout,window,3,0.6598561025031614,0.030680487766382263,3,0.5292813599798893,0.04918450346584216,3,0.13057474252327203,0.059106081813612585
postencode_mask,dynamics_only,ff,on,C,l1,valid,3,0.6654659338482868,0.0030314024006551656,3,0.5118055555555555,0.006474141220184871,3,0.15366037829273127,0.0053063363299533425
postencode_mask,dynamics_only,ff,on,C,l1,window,3,0.6562108642990996,0.012321506020980979,3,0.5038283475783475,0.005496163505772018,3,0.1523825167207521,0.016399358466530352
postencode_mask,dynamics_only,ff,on,C,rsnn,valid,3,0.7017182572329631,0.03577584471248795,3,0.5955973764797294,0.049016684221069154,3,0.10612088075323363,0.025217956649658133
postencode_mask,dynamics_only,ff,on,C,rsnn,window,3,0.7192768084312201,0.006163097043196451,3,0.5782143646114234,0.036733372589156175,3,0.1410624438197967,0.031632944406767456
postencode_mask,dynamics_only,ff,on,C,readout,valid,3,0.6507538621509209,0.022896964125617387,3,0.5772239266724561,0.04377932998813486,3,0.0735299354784648,0.03656600930463321
postencode_mask,dynamics_only,ff,on,C,readout,window,3,0.6490073719853132,0.04355334425680552,3,0.5450492386154151,0.05901811863728217,3,0.10395813336989813,0.015582583523551708
postencode_mask,pretrained_frozen,dense,off,B,l1,valid,3,0.6794674211953623,0.05446034222379544,3,0.5355825887075887,0.0665590064092506,3,0.14388483248777362,0.06613056101598368
postencode_mask,pretrained_frozen,dense,off,B,l1,window,3,0.6702944794856559,0.05805654533979248,3,0.5258692696192696,0.06583404283377808,3,0.14442520986638635,0.0660589926450674
postencode_mask,pretrained_frozen,dense,off,B,rsnn,valid,3,0.4537877835671953,0.03477688154433911,3,0.40766902623520274,0.038600556116652834,3,0.046118757331992555,0.039633038043753926
postencode_mask,pretrained_frozen,dense,off,B,rsnn,window,3,0.3850514001249295,0.01860492460795448,3,0.38763111888111895,0.037109391314712505,3,-0.0025797187561893975,0.022730043331875508
postencode_mask,pretrained_frozen,dense,off,B,readout,valid,3,0.4537877835671953,0.03477688154433911,3,0.40766902623520274,0.038600556116652834,3,0.046118757331992555,0.039633038043753926
postencode_mask,pretrained_frozen,dense,off,B,readout,window,3,0.3850514001249295,0.01860492460795448,3,0.38763111888111895,0.037109391314712505,3,-0.0025797187561893975,0.022730043331875508
postencode_mask,pretrained_frozen,dense,on,D,l1,valid,3,0.6794674211953623,0.05446034222379544,3,0.5355825887075887,0.0665590064092506,3,0.14388483248777362,0.06613056101598368
postencode_mask,pretrained_frozen,dense,on,D,l1,window,3,0.6702944794856559,0.05805654533979248,3,0.5258692696192696,0.06583404283377808,3,0.14442520986638635,0.0660589926450674
postencode_mask,pretrained_frozen,dense,on,D,rsnn,valid,3,0.4614038671023965,0.050854689516073505,3,0.3938433162697869,0.03969235679299451,3,0.06756055083260963,0.026309855068430775
postencode_mask,pretrained_frozen,dense,on,D,rsnn,window,3,0.39057020049667107,0.0425534717809678,3,0.3434023492847022,0.046605155072430446,3,0.047167851211968835,0.015497325771480793
postencode_mask,pretrained_frozen,dense,on,D,readout,valid,3,0.46142638679403386,0.05605946144297439,3,0.41318825510001983,0.036491757713934495,3,0.048238131694014065,0.023989397708792742
postencode_mask,pretrained_frozen,dense,on,D,readout,window,3,0.4070937028657617,0.04041329856777142,3,0.3926865277968219,0.048286339220372024,3,0.014407175068939793,0.013549609730249145
postencode_mask,pretrained_frozen,diagonal,off,B,l1,valid,3,0.6794674211953623,0.05446034222379544,3,0.5355825887075887,0.0665590064092506,3,0.14388483248777362,0.06613056101598368
postencode_mask,pretrained_frozen,diagonal,off,B,l1,window,3,0.6702944794856559,0.05805654533979248,3,0.5258692696192696,0.06583404283377808,3,0.14442520986638635,0.0660589926450674
postencode_mask,pretrained_frozen,diagonal,off,B,rsnn,valid,3,0.6034586056644881,0.03246850022880235,3,0.5436092162195103,0.02775246883811674,3,0.05984938944497772,0.004815716195749614
postencode_mask,pretrained_frozen,diagonal,off,B,rsnn,window,3,0.5864809482456541,0.023125817303028057,3,0.5358263060468943,0.03892054245866817,3,0.050654642198759814,0.019413351106743217
postencode_mask,pretrained_frozen,diagonal,off,B,readout,valid,3,0.6034586056644881,0.03246850022880235,3,0.5436092162195103,0.02775246883811674,3,0.05984938944497772,0.004815716195749614
