variant,l1_init,topology,fusion,architecture_case,layer,state,support,aggregation,count,mean,std
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,window,fixed250_ordered_mean,3,0.5780892922437041,0.026668735969695406
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,window,whole_count,3,0.5023695190974602,0.020131283774099697
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,window,fixed250_count,3,0.5780892922437041,0.026668735969695406
original,pretrained_trainable,dense,off,B,l1,pre_reset,valid,whole_mean,3,0.508200357648887,0.01205007385310769
original,pretrained_trainable,dense,off,B,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7089164171884761,0.013032443574878583
original,pretrained_trainable,dense,off,B,l1,pre_reset,window,whole_mean,3,0.5634935802215214,0.04557831464556678
original,pretrained_trainable,dense,off,B,l1,pre_reset,window,fixed250_ordered_mean,3,0.6798496846290963,0.021239427338657635
original,pretrained_trainable,dense,off,B,l1,communication,valid,whole_mean,3,0.46091214749302983,0.025588402774567486
original,pretrained_trainable,dense,off,B,l1,communication,valid,fixed250_ordered_mean,3,0.6420757347227936,0.009514952946876465
original,pretrained_trainable,dense,off,B,l1,communication,valid,whole_count,3,0.5181639166933284,0.02921311137661035
original,pretrained_trainable,dense,off,B,l1,communication,valid,fixed250_count,3,0.6591475177872237,0.008589178972267231
original,pretrained_trainable,dense,off,B,l1,communication,window,whole_mean,3,0.5009662042750277,0.025062800394191148
original,pretrained_trainable,dense,off,B,l1,communication,window,fixed250_ordered_mean,3,0.6501731588128646,0.02160294518014632
original,pretrained_trainable,dense,off,B,l1,communication,window,whole_count,3,0.5009662042750277,0.025062800394191148
original,pretrained_trainable,dense,off,B,l1,communication,window,fixed250_count,3,0.6501731588128646,0.02160294518014632
original,pretrained_trainable,dense,off,B,rsnn,pre_reset,valid,whole_mean,3,0.4093202004966711,0.06092392708893909
original,pretrained_trainable,dense,off,B,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.4663207775340128,0.0673405214252506
original,pretrained_trainable,dense,off,B,rsnn,pre_reset,window,whole_mean,3,0.3984152897755839,0.03310076359277256
original,pretrained_trainable,dense,off,B,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.43513562281944623,0.012073374326027033
original,pretrained_trainable,dense,off,B,rsnn,communication,valid,whole_mean,3,0.4251909174703292,0.05878007463351284
original,pretrained_trainable,dense,off,B,rsnn,communication,valid,fixed250_ordered_mean,3,0.4699522087389734,0.08310031565737798
original,pretrained_trainable,dense,off,B,rsnn,communication,valid,whole_count,3,0.4317704286454287,0.027431796331104458
original,pretrained_trainable,dense,off,B,rsnn,communication,valid,fixed250_count,3,0.4858600141688377,0.05533123750989272
original,pretrained_trainable,dense,off,B,rsnn,communication,window,whole_mean,3,0.37001943454149333,0.03877452786959016
original,pretrained_trainable,dense,off,B,rsnn,communication,window,fixed250_ordered_mean,3,0.3950778048204519,0.03182572404010886
original,pretrained_trainable,dense,off,B,rsnn,communication,window,whole_count,3,0.37001943454149333,0.03877452786959016
original,pretrained_trainable,dense,off,B,rsnn,communication,window,fixed250_count,3,0.3950778048204519,0.03182572404010886
original,pretrained_trainable,dense,off,B,readout,pre_reset,valid,whole_mean,3,0.4093202004966711,0.06092392708893909
original,pretrained_trainable,dense,off,B,readout,pre_reset,valid,fixed250_ordered_mean,3,0.4663207775340128,0.0673405214252506
original,pretrained_trainable,dense,off,B,readout,pre_reset,window,whole_mean,3,0.3984152897755839,0.03310076359277256
original,pretrained_trainable,dense,off,B,readout,pre_reset,window,fixed250_ordered_mean,3,0.43513562281944623,0.012073374326027033
original,pretrained_trainable,dense,off,B,readout,communication,valid,whole_mean,3,0.4251909174703292,0.05878007463351284
original,pretrained_trainable,dense,off,B,readout,communication,valid,fixed250_ordered_mean,3,0.4699522087389734,0.08310031565737798
original,pretrained_trainable,dense,off,B,readout,communication,valid,whole_count,3,0.4317704286454287,0.027431796331104458
original,pretrained_trainable,dense,off,B,readout,communication,valid,fixed250_count,3,0.4858600141688377,0.05533123750989272
original,pretrained_trainable,dense,off,B,readout,communication,window,whole_mean,3,0.37001943454149333,0.03877452786959016
original,pretrained_trainable,dense,off,B,readout,communication,window,fixed250_ordered_mean,3,0.3950778048204519,0.03182572404010886
original,pretrained_trainable,dense,off,B,readout,communication,window,whole_count,3,0.37001943454149333,0.03877452786959016
original,pretrained_trainable,dense,off,B,readout,communication,window,fixed250_count,3,0.3950778048204519,0.03182572404010886
postencode_mask,pretrained_trainable,dense,off,B,l1,pre_reset,valid,whole_mean,3,0.5276734635190518,0.012592023267403479
postencode_mask,pretrained_trainable,dense,off,B,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7243661159102336,0.008931308041217613
postencode_mask,pretrained_trainable,dense,off,B,l1,pre_reset,window,whole_mean,3,0.5337674920395509,0.017787302055893805
postencode_mask,pretrained_trainable,dense,off,B,l1,pre_reset,window,fixed250_ordered_mean,3,0.7310055685055685,0.00986427876932482
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,valid,whole_mean,3,0.5193073266602678,0.0365757112486898
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,valid,fixed250_ordered_mean,3,0.6874266324633972,0.02335503899919546
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,valid,whole_count,3,0.5575021043771043,0.02225782690452024
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,valid,fixed250_count,3,0.6968744286758993,0.03426703777260058
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,window,whole_mean,3,0.5516550306991483,0.026990462861359865
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,window,fixed250_ordered_mean,3,0.6938243197434374,0.034519800774397515
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,window,whole_count,3,0.5516550306991483,0.026990462861359865
postencode_mask,pretrained_trainable,dense,off,B,l1,communication,window,fixed250_count,3,0.6938243197434374,0.034519800774397515
postencode_mask,pretrained_trainable,dense,off,B,rsnn,pre_reset,valid,whole_mean,3,0.4218007278669043,0.01767755418030772
postencode_mask,pretrained_trainable,dense,off,B,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5052546105854929,0.028382624502301283
postencode_mask,pretrained_trainable,dense,off,B,rsnn,pre_reset,window,whole_mean,3,0.396681749622926,0.01700503952811373
postencode_mask,pretrained_trainable,dense,off,B,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.4292346542346543,0.029279085988882056
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,valid,whole_mean,3,0.39753892621539677,0.04244936563006424
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,valid,fixed250_ordered_mean,3,0.5014674459527401,0.03902455119050098
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,valid,whole_count,3,0.44029377485259835,0.04178027133317224
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,valid,fixed250_count,3,0.4979005267608209,0.014813788559198824
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,window,whole_mean,3,0.3880637064460594,0.0033293659191392638
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,window,fixed250_ordered_mean,3,0.4082449209287445,0.0071246693017110695
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,window,whole_count,3,0.3880637064460594,0.0033293659191392638
postencode_mask,pretrained_trainable,dense,off,B,rsnn,communication,window,fixed250_count,3,0.4082449209287445,0.0071246693017110695
postencode_mask,pretrained_trainable,dense,off,B,readout,pre_reset,valid,whole_mean,3,0.4218007278669043,0.01767755418030772
postencode_mask,pretrained_trainable,dense,off,B,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5052546105854929,0.028382624502301283
postencode_mask,pretrained_trainable,dense,off,B,readout,pre_reset,window,whole_mean,3,0.396681749622926,0.01700503952811373
postencode_mask,pretrained_trainable,dense,off,B,readout,pre_reset,window,fixed250_ordered_mean,3,0.4292346542346543,0.029279085988882056
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,valid,whole_mean,3,0.39753892621539677,0.04244936563006424
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,valid,fixed250_ordered_mean,3,0.5014674459527401,0.03902455119050098
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,valid,whole_count,3,0.44029377485259835,0.04178027133317224
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,valid,fixed250_count,3,0.4979005267608209,0.014813788559198824
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,window,whole_mean,3,0.3880637064460594,0.0033293659191392638
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,window,fixed250_ordered_mean,3,0.4082449209287445,0.0071246693017110695
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,window,whole_count,3,0.3880637064460594,0.0033293659191392638
postencode_mask,pretrained_trainable,dense,off,B,readout,communication,window,fixed250_count,3,0.4082449209287445,0.0071246693017110695
original,pretrained_trainable,dense,on,D,l1,pre_reset,valid,whole_mean,3,0.5382870941694472,0.010766976846644703
original,pretrained_trainable,dense,on,D,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6876945834666423,0.01044753147498862
original,pretrained_trainable,dense,on,D,l1,pre_reset,window,whole_mean,3,0.5808074618736384,0.0571695558842193
original,pretrained_trainable,dense,on,D,l1,pre_reset,window,fixed250_ordered_mean,3,0.6736093019181255,0.012881380938554652
original,pretrained_trainable,dense,on,D,l1,communication,valid,whole_mean,3,0.4676683882566235,0.014804339151890146
original,pretrained_trainable,dense,on,D,l1,communication,valid,fixed250_ordered_mean,3,0.6353827681033564,0.02203780441441135
original,pretrained_trainable,dense,on,D,l1,communication,valid,whole_count,3,0.4920810194707253,0.028254342394135525
original,pretrained_trainable,dense,on,D,l1,communication,valid,fixed250_count,3,0.6566659715556774,0.017047898878389128
original,pretrained_trainable,dense,on,D,l1,communication,window,whole_mean,3,0.5002175316513552,0.03359882246121659
original,pretrained_trainable,dense,on,D,l1,communication,window,fixed250_ordered_mean,3,0.648494370553194,0.003925221709845376
original,pretrained_trainable,dense,on,D,l1,communication,window,whole_count,3,0.5002175316513552,0.03359882246121659
original,pretrained_trainable,dense,on,D,l1,communication,window,fixed250_count,3,0.648494370553194,0.003925221709845376
original,pretrained_trainable,dense,on,D,rsnn,pre_reset,valid,whole_mean,3,0.4365117045264104,0.03659748912381299
original,pretrained_trainable,dense,on,D,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5417796460075871,0.037074374651211287
original,pretrained_trainable,dense,on,D,rsnn,pre_reset,window,whole_mean,3,0.40611440574675867,0.030097939360557678
original,pretrained_trainable,dense,on,D,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.5123640248640248,0.03135471039642353
original,pretrained_trainable,dense,on,D,rsnn,communication,valid,whole_mean,3,0.3926008291817115,0.04682397962010947
original,pretrained_trainable,dense,on,D,rsnn,communication,valid,fixed250_ordered_mean,3,0.5036865163703398,0.07213787075623933
original,pretrained_trainable,dense,on,D,rsnn,communication,valid,whole_count,3,0.4059493406919878,0.058439515227600144
original,pretrained_trainable,dense,on,D,rsnn,communication,valid,fixed250_count,3,0.5098244416259122,0.0660509411692218
original,pretrained_trainable,dense,on,D,rsnn,communication,window,whole_mean,3,0.3010821354571354,0.03829046461380339
original,pretrained_trainable,dense,on,D,rsnn,communication,window,fixed250_ordered_mean,3,0.4314345376845377,0.07358022010194755
original,pretrained_trainable,dense,on,D,rsnn,communication,window,whole_count,3,0.3010821354571354,0.03829046461380339
original,pretrained_trainable,dense,on,D,rsnn,communication,window,fixed250_count,3,0.4314345376845377,0.07358022010194755
original,pretrained_trainable,dense,on,D,readout,pre_reset,valid,whole_mean,3,0.42319637742431865,0.01864441884404547
original,pretrained_trainable,dense,on,D,readout,pre_reset,valid,fixed250_ordered_mean,3,0.50928573060926,0.029042564051370432
original,pretrained_trainable,dense,on,D,readout,pre_reset,window,whole_mean,3,0.42664460403430987,0.04263582541262137
original,pretrained_trainable,dense,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.46493379305879307,0.03332468307443269
original,pretrained_trainable,dense,on,D,readout,communication,valid,whole_mean,3,0.45218793325410966,0.011519701652283085
original,pretrained_trainable,dense,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5193002803296921,0.0384529485017979
original,pretrained_trainable,dense,on,D,readout,communication,valid,whole_count,3,0.4640394803997745,0.03533064669741815
original,pretrained_trainable,dense,on,D,readout,communication,valid,fixed250_count,3,0.5277841575635693,0.03654106220335241
original,pretrained_trainable,dense,on,D,readout,communication,window,whole_mean,3,0.3934212505903682,0.04297254044101118
original,pretrained_trainable,dense,on,D,readout,communication,window,fixed250_ordered_mean,3,0.4825098172524642,0.03533027780062214
original,pretrained_trainable,dense,on,D,readout,communication,window,whole_count,3,0.3934212505903682,0.04297254044101118
original,pretrained_trainable,dense,on,D,readout,communication,window,fixed250_count,3,0.4825098172524642,0.03533027780062214
postencode_mask,pretrained_trainable,dense,on,D,l1,pre_reset,valid,whole_mean,3,0.4950059608147844,0.021903084292223436
postencode_mask,pretrained_trainable,dense,on,D,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7345822002072002,0.011202382540364448
postencode_mask,pretrained_trainable,dense,on,D,l1,pre_reset,window,whole_mean,3,0.521367426146838,0.03042791451952552
postencode_mask,pretrained_trainable,dense,on,D,l1,pre_reset,window,fixed250_ordered_mean,3,0.7347088437161967,0.005726410461610891
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,valid,whole_mean,3,0.49724169485198905,0.03263520683057147
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,valid,fixed250_ordered_mean,3,0.6695342851592851,0.04524794774233745
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,valid,whole_count,3,0.5315751310236604,0.03953920710514694
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,valid,fixed250_count,3,0.6813085131099837,0.023951762414703082
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,window,whole_mean,3,0.5197025401069518,0.04455892426444217
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,window,fixed250_ordered_mean,3,0.6883696505020035,0.007733768361130273
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,window,whole_count,3,0.5197025401069518,0.04455892426444217
postencode_mask,pretrained_trainable,dense,on,D,l1,communication,window,fixed250_count,3,0.6883696505020035,0.007733768361130273
postencode_mask,pretrained_trainable,dense,on,D,rsnn,pre_reset,valid,whole_mean,3,0.5083338570470923,0.015617185053004226
postencode_mask,pretrained_trainable,dense,on,D,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5527103139235492,0.020927841678495547
postencode_mask,pretrained_trainable,dense,on,D,rsnn,pre_reset,window,whole_mean,3,0.4969727440315676,0.04458725840531782
postencode_mask,pretrained_trainable,dense,on,D,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.5092326450782333,0.04112182783625274
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,valid,whole_mean,3,0.4806425872602343,0.026507259265876618
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,valid,fixed250_ordered_mean,3,0.5177059052059052,0.02171386728651575
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,valid,whole_count,3,0.49010442852354613,0.02157928487778105
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,valid,fixed250_count,3,0.5335573876015053,0.02673127312341941
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,window,whole_mean,3,0.4298502083428554,0.051227927004079084
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,window,fixed250_ordered_mean,3,0.4832312091503268,0.07194662819742463
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,window,whole_count,3,0.4298502083428554,0.051227927004079084
postencode_mask,pretrained_trainable,dense,on,D,rsnn,communication,window,fixed250_count,3,0.4832312091503268,0.07194662819742463
postencode_mask,pretrained_trainable,dense,on,D,readout,pre_reset,valid,whole_mean,3,0.4918766758840288,0.02857602867115657
postencode_mask,pretrained_trainable,dense,on,D,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5530641539832716,0.021815635581212606
postencode_mask,pretrained_trainable,dense,on,D,readout,pre_reset,window,whole_mean,3,0.47974737000472295,0.035527844601722175
postencode_mask,pretrained_trainable,dense,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.5059698131389307,0.056010301687956496
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,valid,whole_mean,3,0.5010876582567759,0.02803765118510988
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5485465990980697,0.021373131704050745
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,valid,whole_count,3,0.5115498880204763,0.014901087788732366
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,valid,fixed250_count,3,0.5537470767250179,0.04009854603917391
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,window,whole_mean,3,0.47427665607812663,0.025852193950014753
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,window,fixed250_ordered_mean,3,0.5160712041226746,0.05100357761628979
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,window,whole_count,3,0.47427665607812663,0.025852193950014753
postencode_mask,pretrained_trainable,dense,on,D,readout,communication,window,fixed250_count,3,0.5160712041226746,0.05100357761628979
original,pretrained_frozen,ff,off,A,l1,pre_reset,valid,whole_mean,3,0.5162357930740283,0.016769347911184434
original,pretrained_frozen,ff,off,A,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6793955295793531,0.021329178726454234
original,pretrained_frozen,ff,off,A,l1,pre_reset,window,whole_mean,3,0.5758473212517331,0.02562823959603142
original,pretrained_frozen,ff,off,A,l1,pre_reset,window,fixed250_ordered_mean,3,0.680366780550604,0.012251153408430866
original,pretrained_frozen,ff,off,A,l1,communication,valid,whole_mean,3,0.42057223821929707,0.03108026743264406
original,pretrained_frozen,ff,off,A,l1,communication,valid,fixed250_ordered_mean,3,0.6025042087542088,0.023340602949834897
original,pretrained_frozen,ff,off,A,l1,communication,valid,whole_count,3,0.4766412713103889,0.016232047248011753
original,pretrained_frozen,ff,off,A,l1,communication,valid,fixed250_count,3,0.638188207489678,0.028817801455853057
original,pretrained_frozen,ff,off,A,l1,communication,window,whole_mean,3,0.47092022220698687,0.017374675946193855
original,pretrained_frozen,ff,off,A,l1,communication,window,fixed250_ordered_mean,3,0.6397252121516828,0.025577252569375868
original,pretrained_frozen,ff,off,A,l1,communication,window,whole_count,3,0.47092022220698687,0.017374675946193855
original,pretrained_frozen,ff,off,A,l1,communication,window,fixed250_count,3,0.6397252121516828,0.025577252569375868
original,pretrained_frozen,ff,off,A,rsnn,pre_reset,valid,whole_mean,3,0.40552146655087834,0.02547332468567272
original,pretrained_frozen,ff,off,A,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5897523500464676,0.03515524750654413
original,pretrained_frozen,ff,off,A,rsnn,pre_reset,window,whole_mean,3,0.46834145565763213,0.009406328889043815
original,pretrained_frozen,ff,off,A,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.615486549126255,0.002670564966182583
original,pretrained_frozen,ff,off,A,rsnn,communication,valid,whole_mean,3,0.492075306229718,0.03231658626501904
original,pretrained_frozen,ff,off,A,rsnn,communication,valid,fixed250_ordered_mean,3,0.5886132726206256,0.029680685419940938
original,pretrained_frozen,ff,off,A,rsnn,communication,valid,whole_count,3,0.5263180447003976,0.029072259011493736
original,pretrained_frozen,ff,off,A,rsnn,communication,valid,fixed250_count,3,0.6213827090665326,0.016540094105086917
original,pretrained_frozen,ff,off,A,rsnn,communication,window,whole_mean,3,0.5076363179304355,0.020280836836638297
original,pretrained_frozen,ff,off,A,rsnn,communication,window,fixed250_ordered_mean,3,0.633576860231272,0.06400599733822093
original,pretrained_frozen,ff,off,A,rsnn,communication,window,whole_count,3,0.5076363179304355,0.020280836836638297
original,pretrained_frozen,ff,off,A,rsnn,communication,window,fixed250_count,3,0.633576860231272,0.06400599733822093
original,pretrained_frozen,ff,off,A,readout,pre_reset,valid,whole_mean,3,0.40552146655087834,0.02547332468567272
original,pretrained_frozen,ff,off,A,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5897523500464676,0.03515524750654413
original,pretrained_frozen,ff,off,A,readout,pre_reset,window,whole_mean,3,0.46834145565763213,0.009406328889043815
original,pretrained_frozen,ff,off,A,readout,pre_reset,window,fixed250_ordered_mean,3,0.615486549126255,0.002670564966182583
original,pretrained_frozen,ff,off,A,readout,communication,valid,whole_mean,3,0.492075306229718,0.03231658626501904
original,pretrained_frozen,ff,off,A,readout,communication,valid,fixed250_ordered_mean,3,0.5886132726206256,0.029680685419940938
original,pretrained_frozen,ff,off,A,readout,communication,valid,whole_count,3,0.5263180447003976,0.029072259011493736
original,pretrained_frozen,ff,off,A,readout,communication,valid,fixed250_count,3,0.6213827090665326,0.016540094105086917
original,pretrained_frozen,ff,off,A,readout,communication,window,whole_mean,3,0.5076363179304355,0.020280836836638297
original,pretrained_frozen,ff,off,A,readout,communication,window,fixed250_ordered_mean,3,0.633576860231272,0.06400599733822093
original,pretrained_frozen,ff,off,A,readout,communication,window,whole_count,3,0.5076363179304355,0.020280836836638297
original,pretrained_frozen,ff,off,A,readout,communication,window,fixed250_count,3,0.633576860231272,0.06400599733822093
postencode_mask,pretrained_frozen,ff,off,A,l1,pre_reset,valid,whole_mean,3,0.5038299187196246,0.02633119232343351
postencode_mask,pretrained_frozen,ff,off,A,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7422179468135351,0.008271472993763037
postencode_mask,pretrained_frozen,ff,off,A,l1,pre_reset,window,whole_mean,3,0.5299443815987933,0.006766007552549919
postencode_mask,pretrained_frozen,ff,off,A,l1,pre_reset,window,fixed250_ordered_mean,3,0.7319137833843715,0.007624766454642008
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,valid,whole_mean,3,0.5083940841293783,0.043631670729249734
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,valid,fixed250_ordered_mean,3,0.6615578865578866,0.044853581708060634
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,valid,whole_count,3,0.5355825887075887,0.0665590064092506
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,valid,fixed250_count,3,0.6794674211953623,0.05446034222379544
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,window,whole_mean,3,0.5258692696192696,0.06583404283377808
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,window,fixed250_ordered_mean,3,0.6702944794856559,0.05805654533979248
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,window,whole_count,3,0.5258692696192696,0.06583404283377808
postencode_mask,pretrained_frozen,ff,off,A,l1,communication,window,fixed250_count,3,0.6702944794856559,0.05805654533979248
postencode_mask,pretrained_frozen,ff,off,A,rsnn,pre_reset,valid,whole_mean,3,0.5034640332434449,0.02381562580221235
postencode_mask,pretrained_frozen,ff,off,A,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.6099635590444413,0.023428798801445234
postencode_mask,pretrained_frozen,ff,off,A,rsnn,pre_reset,window,whole_mean,3,0.5418800086079497,0.01794952521860911
postencode_mask,pretrained_frozen,ff,off,A,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6209871147371148,0.01024105086546022
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,valid,whole_mean,3,0.5514748731660496,0.011422455917387693
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,valid,fixed250_ordered_mean,3,0.6446663086368969,0.015341168383913991
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,valid,whole_count,3,0.5548025503907857,0.012929577606018802
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,valid,fixed250_count,3,0.630645967594497,0.03327625168710223
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,window,whole_mean,3,0.5625370884562061,0.009589149484152437
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,window,fixed250_ordered_mean,3,0.6565070482349894,0.005806298431522928
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,window,whole_count,3,0.5625370884562061,0.009589149484152437
postencode_mask,pretrained_frozen,ff,off,A,rsnn,communication,window,fixed250_count,3,0.6565070482349894,0.005806298431522928
postencode_mask,pretrained_frozen,ff,off,A,readout,pre_reset,valid,whole_mean,3,0.5034640332434449,0.02381562580221235
postencode_mask,pretrained_frozen,ff,off,A,readout,pre_reset,valid,fixed250_ordered_mean,3,0.6099635590444413,0.023428798801445234
postencode_mask,pretrained_frozen,ff,off,A,readout,pre_reset,window,whole_mean,3,0.5418800086079497,0.01794952521860911
postencode_mask,pretrained_frozen,ff,off,A,readout,pre_reset,window,fixed250_ordered_mean,3,0.6209871147371148,0.01024105086546022
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,valid,whole_mean,3,0.5514748731660496,0.011422455917387693
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,valid,fixed250_ordered_mean,3,0.6446663086368969,0.015341168383913991
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,valid,whole_count,3,0.5548025503907857,0.012929577606018802
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,valid,fixed250_count,3,0.630645967594497,0.03327625168710223
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,window,whole_mean,3,0.5625370884562061,0.009589149484152437
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,window,fixed250_ordered_mean,3,0.6565070482349894,0.005806298431522928
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,window,whole_count,3,0.5625370884562061,0.009589149484152437
postencode_mask,pretrained_frozen,ff,off,A,readout,communication,window,fixed250_count,3,0.6565070482349894,0.005806298431522928
original,pretrained_frozen,ff,on,C,l1,pre_reset,valid,whole_mean,3,0.5190135708518061,0.013879907284409618
original,pretrained_frozen,ff,on,C,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6793955295793531,0.021329178726454234
original,pretrained_frozen,ff,on,C,l1,pre_reset,window,whole_mean,3,0.5737433726404314,0.02907250018952189
original,pretrained_frozen,ff,on,C,l1,pre_reset,window,fixed250_ordered_mean,3,0.680366780550604,0.012251153408430866
original,pretrained_frozen,ff,on,C,l1,communication,valid,whole_mean,3,0.42057223821929707,0.03108026743264406
original,pretrained_frozen,ff,on,C,l1,communication,valid,fixed250_ordered_mean,3,0.6025042087542088,0.023340602949834897
original,pretrained_frozen,ff,on,C,l1,communication,valid,whole_count,3,0.4766412713103889,0.016232047248011753
original,pretrained_frozen,ff,on,C,l1,communication,valid,fixed250_count,3,0.638188207489678,0.028817801455853057
original,pretrained_frozen,ff,on,C,l1,communication,window,whole_mean,3,0.47092022220698687,0.017374675946193855
original,pretrained_frozen,ff,on,C,l1,communication,window,fixed250_ordered_mean,3,0.6397252121516828,0.025577252569375868
original,pretrained_frozen,ff,on,C,l1,communication,window,whole_count,3,0.47092022220698687,0.017374675946193855
original,pretrained_frozen,ff,on,C,l1,communication,window,fixed250_count,3,0.6397252121516828,0.025577252569375868
original,pretrained_frozen,ff,on,C,rsnn,pre_reset,valid,whole_mean,3,0.4499078739887563,0.02888937589783897
original,pretrained_frozen,ff,on,C,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.611804079634962,0.04813832035481235
original,pretrained_frozen,ff,on,C,rsnn,pre_reset,window,whole_mean,3,0.47311258322287736,0.0275488308990898
original,pretrained_frozen,ff,on,C,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6401973639105992,0.04929394144818012
original,pretrained_frozen,ff,on,C,rsnn,communication,valid,whole_mean,3,0.508625518000518,0.05160298756461472
original,pretrained_frozen,ff,on,C,rsnn,communication,valid,fixed250_ordered_mean,3,0.6301969068513186,0.026045251204122644
original,pretrained_frozen,ff,on,C,rsnn,communication,valid,whole_count,3,0.49256488337370685,0.03846903196250282
