variant,l1_init,topology,fusion,architecture_case,seed,best_epoch,stopped_epoch,native_train_ba,native_val_ba,native_test_ba,window_test_ba,output_lif_test_ba,parameter_count,trainable_parameter_count,recurrent_param_count,l1_source_available,l1_relative_frobenius_drift,l1_cosine_similarity_to_source,mean_abs_external_input,mean_abs_recurrent_input,recurrent_to_external_abs_ratio,recurrent_weight_norm,l1_pre_valid_fixed250_ba,l1_pre_valid_whole_ba,l1_pre_valid_temporal_gap,l1_comm_valid_fixed250_ba,l1_comm_valid_whole_ba,l1_comm_valid_temporal_gap,l1_comm_window_fixed250_ba,l1_comm_window_whole_ba,l1_comm_window_temporal_gap,rsnn_pre_valid_fixed250_ba,rsnn_pre_valid_whole_ba,rsnn_pre_valid_temporal_gap,rsnn_comm_valid_fixed250_ba,rsnn_comm_valid_whole_ba,rsnn_comm_valid_temporal_gap,rsnn_comm_window_fixed250_ba,rsnn_comm_window_whole_ba,rsnn_comm_window_temporal_gap,readout_pre_valid_fixed250_ba,readout_pre_valid_whole_ba,readout_pre_valid_temporal_gap,readout_comm_valid_fixed250_ba,readout_comm_valid_whole_ba,readout_comm_valid_temporal_gap,readout_comm_window_fixed250_ba,readout_comm_window_whole_ba,readout_comm_window_temporal_gap
original,dynamics_only,ff,on,C,11,52,82,0.9046998191314074,0.4938849345099345,0.5097829254079254,0.43961732711732715,0.41919691827780065,54528,54528,0,False,,,0.13704019784927368,0.0,0.0,0.0,0.7008834098907628,0.4987545134603959,0.2021288964303669,0.6516765505736094,0.3927671797157091,0.2589093708579003,0.6516765505736093,0.4096770876182641,0.2419994629553452,0.6197989510489511,0.3986862402303578,0.2211127108185933,0.6260310971708031,0.5127730929201517,0.11325800425065136,0.6559880478998126,0.4930345593948534,0.16295348850495917,0.568463480963481,0.4919379027834911,0.0765255781799899,0.5909839343662873,0.5267591069061658,0.06422482746012148,0.6895743349787468,0.5260083870377988,0.16356594794094792
original,dynamics_only,ff,on,C,23,83,100,0.9831802560272971,0.5734824203574204,0.5231656211435624,0.41577682937977056,0.44547896955985183,54528,54528,0,False,,,0.15026018023490906,0.0,0.0,0.0,0.6726471445221445,0.5171710030165914,0.1554761415055531,0.6454079825403355,0.4712491144476439,0.1741588680926916,0.6506571655468715,0.3764056001188354,0.2742515654280361,0.6327278726175785,0.4596795157456922,0.17304835687188624,0.671773304310069,0.5172348484848485,0.15453845582522052,0.6832834853055442,0.4847012260615202,0.19858225924402395,0.5333953219982631,0.4558676413455825,0.07752768065268062,0.5149504090680562,0.499673916769505,0.015276492298551214,0.5784993601170071,0.4841528977558389,0.09434646236116817
original,dynamics_only,ff,on,C,37,67,97,0.9525065609792921,0.5226027444777445,0.42516911193381784,0.38225210247269065,0.344642122583299,54528,54528,0,False,,,0.13802166283130646,0.0,0.0,0.0,0.6944168780565839,0.5284386569313041,0.16597822112527982,0.6707106414827003,0.4697156805612688,0.20099496092143154,0.6374150155400157,0.4639590189222542,0.17345599661776145,0.5797955516705516,0.4273092920151744,0.1524862596553772,0.6725130261894968,0.5254377770921889,0.14707524909730796,0.7072195369989488,0.5228988127885186,0.18432072421043022,0.58371897710133,0.4760696615476027,0.10764931555372731,0.6469039946981123,0.5275575323369441,0.11934646236116819,0.6305801224918872,0.5508776966497554,0.07970242584213183
original,pretrained_frozen,dense,off,B,11,56,86,0.6466568675708101,0.461976911976912,0.33659787924493806,0.22116798642533939,0.3051213492389963,38144,34304,16384,True,0.0,0.9999999999999999,0.16567619144916534,0.30275627970695496,1.8273976306357216,6.772976875305176,0.6990731694775812,0.5111642442524796,0.1879089252251016,0.6682882272955801,0.4953017162575986,0.17298651103798152,0.6684484837058365,0.4909480837789661,0.17750039992687044,0.4777803487362311,0.3742754182092417,0.10350493052698939,0.5171782873988756,0.3844828374240138,0.13269544997486182,0.4194580133918369,0.3576464589332236,0.061811554458613305,0.4777803487362311,0.3742754182092417,0.10350493052698939,0.5171782873988756,0.3844828374240138,0.13269544997486182,0.4194580133918369,0.3576464589332236,0.061811554458613305
original,pretrained_frozen,dense,off,B,23,90,100,0.7275767324700809,0.4995109057609057,0.3585948569404453,0.34322466748937336,0.2866617247131953,38144,34304,16384,True,0.0,1.0000000000000002,0.1808401346206665,0.3273615539073944,1.8102262232555504,6.783992767333984,0.6567299122446181,0.5108368755427579,0.14589303670186016,0.635424665204077,0.4688342703048585,0.1665903948992185,0.6194115933086523,0.4598850495909319,0.15952654371772035,0.5082366367292838,0.4256184583390466,0.08261817839023716,0.5004152097902098,0.4697415329768271,0.030673676813382733,0.3905081642213995,0.3783808103661045,0.012127353855295009,0.5082366367292838,0.4256184583390466,0.08261817839023716,0.5004152097902098,0.4697415329768271,0.030673676813382733,0.3905081642213995,0.3783808103661045,0.012127353855295009
original,pretrained_frozen,dense,off,B,37,94,100,0.7742382557682456,0.4688065406815407,0.33528254833401894,0.27206953585630056,0.24182977969742672,38144,34304,16384,True,0.0,1.0000000000000009,0.18109247088432312,0.336333304643631,1.8572462068755549,6.773256301879883,0.68238350701586,0.535039592760181,0.14734391425567905,0.610851729969377,0.4657878273687096,0.14506390260066737,0.6313155594405594,0.4619275332510626,0.16938802618949678,0.4275525332510626,0.3170023195758489,0.11055021367521373,0.4577482974541798,0.3582809143470908,0.09946738310708897,0.3634656805612688,0.321124994286759,0.04234068627450982,0.4275525332510626,0.3170023195758489,0.11055021367521373,0.4577482974541798,0.3582809143470908,0.09946738310708897,0.3634656805612688,0.321124994286759,0.04234068627450982
original,pretrained_frozen,dense,on,D,11,62,92,0.8115730277444193,0.4824762043512043,0.373407576900224,0.2795654508889803,0.29733020247726133,70912,67072,16384,True,0.0,0.9999999999999999,0.15168271958827972,0.38561758399009705,2.5422644388022504,7.072356700897217,0.6990731694775812,0.5111642442524796,0.1879089252251016,0.6682882272955801,0.4953017162575986,0.17298651103798152,0.6684484837058365,0.4909480837789661,0.17750039992687044,0.543422345628228,0.4221603763883175,0.1212619692399105,0.5265464315096667,0.4042000891265597,0.12234634238310704,0.3974680344165638,0.330417723616253,0.06705031080031082,0.4960480083641849,0.3718367212852507,0.1242112870789342,0.5430195621372093,0.464596330956625,0.07842323118058425,0.442035027880616,0.3846858003108004,0.057349227569815586
original,pretrained_frozen,dense,on,D,23,56,86,0.7379236454659956,0.5301028832278832,0.4131297419900361,0.15883295625942687,0.3199683486448192,70912,67072,16384,True,0.0,1.0000000000000002,0.1520475298166275,0.3876696825027466,2.549661168256297,6.8797688484191895,0.6567299122446181,0.5108368755427579,0.14589303670186016,0.635424665204077,0.4688342703048585,0.1665903948992185,0.6194115933086523,0.4598850495909319,0.15952654371772035,0.5127840909090909,0.4468762854792267,0.06590780542986424,0.4997844679829973,0.4408318193244664,0.05895264865853089,0.4146898852781205,0.3082177830339595,0.10647210224416098,0.4775810994560994,0.4070287147493029,0.07055238470679648,0.4939523915626857,0.448913770053476,0.04503862150920973,0.4586409913615796,0.4149548368298368,0.043686154531742794
original,pretrained_frozen,dense,on,D,37,37,67,0.6335244511729368,0.41890054390054393,0.34770999017322546,0.17877645230586406,0.24084881621646334,70912,67072,16384,True,0.0,1.0000000000000002,0.14220483601093292,0.39539986848831177,2.7804952319477576,6.784987926483154,0.68238350701586,0.535039592760181,0.14734391425567905,0.610851729969377,0.4657878273687096,0.14506390260066737,0.6313155594405594,0.4619275332510626,0.16938802618949678,0.4783663844325609,0.3651046665752548,0.1132617178573061,0.4889715880524704,0.3277502113899173,0.1612213766625531,0.3945632798573975,0.3032985396955985,0.09126474016179897,0.4832727729786553,0.3820145744778098,0.1012581985008455,0.476644413592943,0.3895309143470908,0.08711349924585221,0.4237330888066182,0.3489690456602221,0.07476404314639612
original,pretrained_frozen,diagonal,off,B,11,55,85,0.9456034340558904,0.5382260101010101,0.4490048962475433,0.2908503873577403,0.4075641882627177,21888,18048,128,True,0.0,0.9999999999999996,0.12557624280452728,0.05828654766082764,0.464152664222936,1.5300188064575195,0.6990731694775812,0.5028309109191462,0.19624225855843502,0.6682882272955801,0.4953017162575986,0.17298651103798152,0.6684484837058365,0.4909480837789661,0.17750039992687044,0.6005273321449792,0.4596041009643951,0.14092323118058414,0.653926996206408,0.5063075609031492,0.14761943530325883,0.5945532816856347,0.52382764294529,0.07072563874034465,0.6005273321449792,0.4596041009643951,0.14092323118058414,0.653926996206408,0.5063075609031492,0.14761943530325883,0.5945532816856347,0.52382764294529,0.07072563874034465
original,pretrained_frozen,diagonal,off,B,23,88,100,0.9756636519151897,0.600622988122988,0.45380287604552305,0.31233917226564284,0.37841294734677083,21888,18048,128,True,0.0,0.9999999999999997,0.12926235795021057,0.07085671275854111,0.5481620007723654,1.8302078247070312,0.6567299122446181,0.5108368755427579,0.14589303670186016,0.635424665204077,0.4688342703048585,0.1665903948992185,0.6194115933086523,0.4598850495909319,0.15952654371772035,0.5823115201791672,0.4494275332510626,0.1328839869281046,0.6010942284839343,0.5030958624708625,0.09799836601307188,0.5307765151515152,0.4732824569221627,0.05749405822935255,0.5823115201791672,0.4494275332510626,0.1328839869281046,0.6010942284839343,0.5030958624708625,0.09799836601307188,0.5307765151515152,0.4732824569221627,0.05749405822935255
original,pretrained_frozen,diagonal,off,B,37,84,100,0.9775688603001814,0.5089965589965589,0.4006265997074821,0.3119746674893734,0.3833217640202935,21888,18048,128,True,0.0,1.0000000000000009,0.12828101217746735,0.07146640866994858,0.5571082380538132,1.7883659601211548,0.68238350701586,0.535039592760181,0.14734391425567905,0.610851729969377,0.4657878273687096,0.14506390260066737,0.6313155594405594,0.4619275332510626,0.16938802618949678,0.5593794277617807,0.3926137791946615,0.16676564856711923,0.5608795820192879,0.4732133267059737,0.08766625531331418,0.510659907902555,0.4866311588738059,0.024028749028749075,0.5593794277617807,0.3926137791946615,0.16676564856711923,0.5608795820192879,0.4732133267059737,0.08766625531331418,0.510659907902555,0.4866311588738059,0.024028749028749075
original,pretrained_frozen,diagonal,on,D,11,69,99,0.99822695035461,0.5553467365967365,0.4055204191233604,0.2384942467663056,0.3610518362356598,54656,50816,128,True,0.0,0.9999999999999999,0.12174312770366669,0.020593134686350822,0.16915233799871066,1.1478468179702759,0.6990731694775812,0.5111642442524796,0.1879089252251016,0.6682882272955801,0.4953017162575986,0.17298651103798152,0.6684484837058365,0.4909480837789661,0.17750039992687044,0.6174736619589561,0.4332874845742493,0.18418617738470683,0.6250004284930756,0.4912575986105398,0.13374282988253577,0.590584578819873,0.5296641471273823,0.06092043169249073,0.517986853832442,0.4250619886649298,0.09292486516751225,0.5158236779560309,0.4609848484848486,0.05483882947118229,0.5026248057498057,0.422988367841309,0.07963643790849673
original,pretrained_frozen,diagonal,on,D,23,48,78,0.9836046615578443,0.552746558996559,0.4905817221993693,0.23074009324009326,0.440363333561863,54656,50816,128,True,0.0,1.0000000000000002,0.13149474561214447,0.019870378077030182,0.1511115747213173,1.0402873754501343,0.6567299122446181,0.5108368755427579,0.14589303670186016,0.635424665204077,0.4688342703048585,0.1665903948992185,0.6194115933086523,0.4598850495909319,0.15952654371772035,0.6556829608300196,0.4651386603592486,0.19054430047077103,0.6363802047625577,0.4717798745372274,0.16460033022533033,0.6359629953379954,0.5047578442799031,0.13120515105809227,0.5604365201791672,0.4620278006307418,0.09840871954842545,0.566720513963161,0.5238474964577905,0.042873017505370536,0.5289926984779926,0.4075374788610083,0.1214552196169843
original,pretrained_frozen,diagonal,on,D,37,53,83,0.9839845770672894,0.5596774753024752,0.4143693724576078,0.22354198089492208,0.3722936377348142,54656,50816,128,True,0.0,1.0000000000000009,0.129017636179924,0.021598240360617638,0.1674053331011072,1.0578923225402832,0.68238350701586,0.535039592760181,0.14734391425567905,0.610851729969377,0.4657878273687096,0.14506390260066737,0.6313155594405594,0.4619275332510626,0.16938802618949678,0.5888034759358288,0.4309543397778692,0.15784913615795965,0.6462205482426071,0.4947143950820421,0.15150615316056498,0.6231449106449106,0.488547379907674,0.13459753073723663,0.4871144990630285,0.3979305212761095,0.089183977786919,0.5531602792632204,0.4469592703048585,0.10620100895836193,0.4912531708487591,0.3836095685360391,0.10764360231271997
original,pretrained_frozen,ff,off,A,11,97,100,0.922022934228123,0.547219794094794,0.5189191119338178,0.45081956442250565,0.4205575266237031,21760,17920,0,True,0.0,0.9999999999999996,0.19959822297096252,0.0,0.0,0.0,0.6990731694775812,0.5028309109191462,0.19624225855843502,0.6682882272955801,0.4953017162575986,0.17298651103798152,0.6684484837058365,0.4909480837789661,0.17750039992687044,0.6015875668449199,0.4143593742858449,0.18722819255907497,0.6320252868046986,0.5318448912198912,0.1001803955848074,0.6673002650943828,0.5142559646236117,0.1530443004707711,0.6015875668449199,0.4143593742858449,0.18722819255907497,0.6320252868046986,0.5318448912198912,0.1001803955848074,0.6673002650943828,0.5142559646236117,0.1530443004707711
original,pretrained_frozen,ff,off,A,23,92,100,0.9027491537558774,0.5766951798201797,0.5029327494401025,0.4589326523150053,0.39730492138580376,21760,17920,0,True,0.0,1.0000000000000002,0.19941826164722443,0.0,0.0,0.0,0.6567299122446181,0.5108368755427579,0.14589303670186016,0.635424665204077,0.4688342703048585,0.1665903948992185,0.6194115933086523,0.4598850495909319,0.15952654371772035,0.6174626639700168,0.3768062411444765,0.24065642282554034,0.6297955516705517,0.5522301636272224,0.07756538804332924,0.6736696718314366,0.5237802230449288,0.14988944878650778,0.6174626639700168,0.3768062411444765,0.24065642282554034,0.6297955516705517,0.5522301636272224,0.07756538804332924,0.6736696718314366,0.5237802230449288,0.14988944878650778
original,pretrained_frozen,ff,off,A,37,100,100,0.9225788669276228,0.5098911505161505,0.4480122206225148,0.4522982940262352,0.39016908336761275,21760,17920,0,True,0.0,1.0000000000000002,0.20396524667739868,0.0,0.0,0.0,0.68238350701586,0.535039592760181,0.14734391425567905,0.610851729969377,0.4657878273687096,0.14506390260066737,0.6313155594405594,0.4619275332510626,0.16938802618949678,0.5502068193244664,0.4253987842223137,0.12480803510215266,0.6023272887243476,0.4948790792540792,0.1074482094702684,0.5597606437679967,0.4848727661227661,0.07488787764523064,0.5502068193244664,0.4253987842223137,0.12480803510215266,0.6023272887243476,0.4948790792540792,0.1074482094702684,0.5597606437679967,0.4848727661227661,0.07488787764523064
original,pretrained_frozen,ff,on,C,11,70,100,0.9836907942021164,0.5968798562548562,0.5277122183372184,0.44080196764020285,0.4480145059189178,54528,50688,0,True,0.0,0.9999999999999999,0.14247743785381317,0.0,0.0,0.0,0.6990731694775812,0.5111642442524796,0.1879089252251016,0.6682882272955801,0.4953017162575986,0.17298651103798152,0.6684484837058365,0.4909480837789661,0.17750039992687044,0.6339776440879382,0.4602699792038027,0.17370766488413553,0.6058469308469309,0.4542506513094749,0.15159627953745597,0.6080088212441154,0.5153903286256227,0.09261849261849264,0.5437444295900179,0.4998118915398327,0.04393253805018521,0.6188575517619636,0.567455808080808,0.051401743681155576,0.6556728198272316,0.5757692879016408,0.07990353192559074
original,pretrained_frozen,ff,on,C,23,80,100,0.981407206381907,0.5884244227994228,0.5120265151515151,0.4546154417477948,0.4342594497006262,54528,50688,0,True,0.0,1.0000000000000002,0.15896202623844147,0.0,0.0,0.0,0.6567299122446181,0.5108368755427579,0.14589303670186016,0.635424665204077,0.4688342703048585,0.1665903948992185,0.6194115933086523,0.4598850495909319,0.15952654371772035,0.6448596542346542,0.472187085790027,0.1726725684446272,0.6303203128570777,0.4922571301247772,0.1380631827323005,0.6401129507747154,0.4944190205219618,0.14569393025275362,0.5685828877005349,0.4870309429132959,0.08155194478723898,0.504742989853284,0.5162748811645871,-0.011531891311303055,0.5956722199369259,0.4933849238996297,0.1022872960372962
