contrast,variant,l1_init,topology,fusion,delta_native_test_ba_count,delta_native_test_ba_mean,delta_native_test_ba_std,delta_window_test_ba_count,delta_window_test_ba_mean,delta_window_test_ba_std,delta_output_lif_test_ba_count,delta_output_lif_test_ba_mean,delta_output_lif_test_ba_std,delta_l1_pre_valid_fixed250_ba_count,delta_l1_pre_valid_fixed250_ba_mean,delta_l1_pre_valid_fixed250_ba_std,delta_l1_pre_valid_whole_ba_count,delta_l1_pre_valid_whole_ba_mean,delta_l1_pre_valid_whole_ba_std,delta_l1_pre_valid_temporal_gap_count,delta_l1_pre_valid_temporal_gap_mean,delta_l1_pre_valid_temporal_gap_std,delta_l1_comm_valid_fixed250_ba_count,delta_l1_comm_valid_fixed250_ba_mean,delta_l1_comm_valid_fixed250_ba_std,delta_l1_comm_valid_whole_ba_count,delta_l1_comm_valid_whole_ba_mean,delta_l1_comm_valid_whole_ba_std,delta_l1_comm_valid_temporal_gap_count,delta_l1_comm_valid_temporal_gap_mean,delta_l1_comm_valid_temporal_gap_std,delta_rsnn_comm_valid_fixed250_ba_count,delta_rsnn_comm_valid_fixed250_ba_mean,delta_rsnn_comm_valid_fixed250_ba_std,delta_rsnn_comm_valid_whole_ba_count,delta_rsnn_comm_valid_whole_ba_mean,delta_rsnn_comm_valid_whole_ba_std,delta_rsnn_comm_valid_temporal_gap_count,delta_rsnn_comm_valid_temporal_gap_mean,delta_rsnn_comm_valid_temporal_gap_std,delta_readout_comm_valid_fixed250_ba_count,delta_readout_comm_valid_fixed250_ba_mean,delta_readout_comm_valid_fixed250_ba_std,delta_readout_comm_valid_whole_ba_count,delta_readout_comm_valid_whole_ba_mean,delta_readout_comm_valid_whole_ba_std,delta_readout_comm_valid_temporal_gap_count,delta_readout_comm_valid_temporal_gap_mean,delta_readout_comm_valid_temporal_gap_std,delta_readout_pre_valid_fixed250_ba_count,delta_readout_pre_valid_fixed250_ba_mean,delta_readout_pre_valid_fixed250_ba_std,delta_readout_pre_valid_whole_ba_count,delta_readout_pre_valid_whole_ba_mean,delta_readout_pre_valid_whole_ba_std,delta_readout_pre_valid_temporal_gap_count,delta_readout_pre_valid_temporal_gap_mean,delta_readout_pre_valid_temporal_gap_std,delta_recurrent_to_external_abs_ratio_count,delta_recurrent_to_external_abs_ratio_mean,delta_recurrent_to_external_abs_ratio_std
dense_minus_ff,original,dynamics_only,dense_vs_ff,off,3,-0.11270991399667869,0.026061925362429097,3,-0.215076290811585,0.015159954269278696,3,-0.11905084974937914,0.038259478163288146,3,0.001083373326020376,0.01019798719691323,3,-0.03952201121318771,0.03146552171092525,3,0.04060538453920809,0.022027982827228718,3,-0.03752685223273452,0.037332740718629784,3,-0.061164529914529975,0.010215428284619639,3,0.02363767768179546,0.045305476090597194,3,-0.12856925209866388,0.004359709341504297,3,-0.10609740885476178,0.041711865778303464,3,-0.022471843243902095,0.04393016434999978,3,-0.12856925209866388,0.004359709341504297,3,-0.10609740885476178,0.041711865778303464,3,-0.022471843243902095,0.04393016434999978,3,-0.10117678481649073,0.022543760689566532,3,-0.033898515699986365,0.017378088029245488,3,-0.06727826911650436,0.03919465403817397,3,1.4661730926255625,0.07491226670960309
dense_minus_diagonal,original,dynamics_only,dense_vs_diagonal,off,3,-0.059556633453692276,0.02804328214792641,3,-0.08119848561025032,0.03375391356766439,3,-0.06879337302131418,0.0434485122197571,3,0.016754364916129583,0.021900808694041124,3,-0.015402231211054737,0.016090028526355306,3,0.03215659612718432,0.0063918074687540445,3,-0.011665009826774467,0.02802140302025766,3,-0.04285278311013605,0.022355240994267687,3,0.031187773283361586,0.018080549504226627,3,-0.034355003656474224,0.009021474611963365,3,-0.035694044517573874,0.04656241748570739,3,0.0013390408610996496,0.04237562147135331,3,-0.034355003656474224,0.009021474611963365,3,-0.035694044517573874,0.04656241748570739,3,0.0013390408610996496,0.04237562147135331,3,-0.048013220439690994,0.04093383482836329,3,-0.024797941709706468,0.03476689043422484,3,-0.023215278729984523,0.04380341055303388,3,0.8954108257039204,0.07141180112925663
diagonal_minus_ff,original,pretrained_trainable,diagonal_vs_ff,off,3,-0.05992342352636467,0.011926906443771222,3,-0.1534359907521672,0.031604320747255284,3,-0.03086192810457511,0.037488242999523844,3,0.009742456617456652,0.02303332857537112,3,-0.02116098770510529,0.0216980991865131,3,0.03090344432256194,0.017479005637400822,3,-0.024550129881012277,0.016827841164841487,3,-0.01112325174825172,0.04379219181643393,3,-0.013426878132760556,0.027347247533667962,3,-0.06734530447765745,0.028175053263311562,3,-0.06009134520163937,0.022336215163786147,3,-0.007253959276018074,0.04783434843505465,3,-0.06734530447765745,0.028175053263311562,3,-0.06009134520163937,0.022336215163786147,3,-0.007253959276018074,0.04783434843505465,3,0.007275431540137396,0.02568780921598859,3,0.0012170155552509072,0.02196121298226591,3,0.006058415984886489,0.012010389175230587,3,0.4983680755205467,0.015085153398686114
dense_minus_ff,original,pretrained_trainable,dense_vs_ff,off,3,-0.12234129568688386,0.029567322811494972,3,-0.20309362478480128,0.053950359496565646,3,-0.11771304675716436,0.045160142260982646,3,0.027432983682983785,0.014332479708045567,3,-0.030136394106982323,0.021802022818635056,3,0.057569377789966104,0.023613690352257938,3,-0.0287679300546948,0.021639713330275874,3,-0.011928104575163412,0.04605394489432601,3,-0.01683982547953139,0.03669357701959318,3,-0.16322139189786256,0.030962876314209548,3,-0.1286377157700687,0.005423320328471444,3,-0.03458367612779387,0.031135610892238836,3,-0.16322139189786256,0.030962876314209548,3,-0.1286377157700687,0.005423320328471444,3,-0.03458367612779387,0.031135610892238836,3,-0.13002922322775265,0.057267718469719585,3,-0.05269226960403426,0.06477951903144388,3,-0.0773369536237184,0.009725491972956989,3,1.4626518290704107,0.02641340278215668
dense_minus_diagonal,original,pretrained_trainable,dense_vs_diagonal,off,3,-0.062417872160519194,0.024087612677221697,3,-0.04965763403263405,0.053576781236773265,3,-0.08685111865258925,0.019519446796590293,3,0.017690527065527133,0.03712090354804931,3,-0.008975406401877032,0.015582902993182948,3,0.026665933467404163,0.022857662269585872,3,-0.004217800173682525,0.02198448499955468,3,-0.0008048528269116914,0.020792363808941138,3,-0.0034129473467708338,0.009756615614800526,3,-0.0958760874202051,0.009177202888611576,3,-0.06854637056842931,0.02502961498279653,3,-0.027329716851775803,0.01790364419551828,3,-0.0958760874202051,0.009177202888611576,3,-0.06854637056842931,0.02502961498279653,3,-0.027329716851775803,0.01790364419551828,3,-0.13730465476789006,0.03221763316558641,3,-0.05390928515928517,0.0510242459433387,3,-0.08339536960860489,0.021700277572347916,3,0.964283753549864,0.04117876237553666
diagonal_minus_ff,original,pretrained_frozen,diagonal_vs_ff,off,3,-0.05547656999862886,0.012533747002775963,3,-0.14896209455032985,0.010034673132531384,3,-0.012910877249112532,0.006022750745040304,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,-0.016082440163322536,0.033506928937666665,3,-0.032112461340402486,0.014867903404472901,3,0.01603002117707995,0.033826099772038036,3,-0.016082440163322536,0.033506928937666665,3,-0.032112461340402486,0.014867903404472901,3,0.01603002117707995,0.033826099772038036,3,-0.009012923351158627,0.02320738450328529,3,0.02836033791916137,0.05469400156069645,3,-0.03737326127032,0.07526355938057662,3,0.5231409676830382,0.05128083218123337
dense_minus_ff,original,pretrained_frozen,dense_vs_ff,off,3,-0.14646293249234424,0.034844413698151944,3,-0.17519610699757762,0.05713826467068283,3,-0.12480622590916708,0.020520659777557335,3,0.0,0.0,3,0.0027777777777778048,0.004811252243246928,3,-0.0027777777777778048,0.004811252243246928,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,-0.1296021108521109,0.01486723650054025,3,-0.12214961645108706,0.03476651653552723,3,-0.007452494401023839,0.039706019160249705,3,-0.1296021108521109,0.01486723650054025,3,-0.12214961645108706,0.03476651653552723,3,-0.007452494401023839,0.039706019160249705,3,-0.11856251047427518,0.008106155219779393,3,-0.03322273450949929,0.07882860954370313,3,-0.08533977596477589,0.07190384098284998,3,1.8316233535889423,0.02379311383077892
dense_minus_diagonal,original,pretrained_frozen,dense_vs_diagonal,off,3,-0.09098636249371539,0.02381380842831837,3,-0.026234012447247757,0.05165897849515016,3,-0.11189534866005457,0.02618297724049816,3,0.0,0.0,3,0.0027777777777778048,0.004811252243246928,3,-0.0027777777777778048,0.004811252243246928,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,-0.11351967068878836,0.020154269049447983,3,-0.09003715511068457,0.049209582685287884,3,-0.023482515578103786,0.040251211891657944,3,-0.11351967068878836,0.020154269049447983,3,-0.09003715511068457,0.049209582685287884,3,-0.023482515578103786,0.040251211891657944,3,-0.10954958712311656,0.03105562987499519,3,-0.06158307242866066,0.03307207693298028,3,-0.0479665146944559,0.009607191474464911,3,1.308482385905904,0.051103891318496575
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,ff,on,3,0.054789076664076695,0.005884564194365302,3,0.029029882154882152,0.012534113844174381,3,0.043935204229321866,0.021527321255299197,3,0.0008595094992153532,0.01603670535818221,3,0.010821925895455239,0.04403119100844489,3,-0.009962416396239885,0.056878220525816536,3,-0.0074014561146914515,0.007724116191518642,3,0.0905674390968509,0.08728135825691968,3,-0.09796889521154235,0.08000298160627063,3,0.00873159384188793,0.05035094441348876,3,0.029754416335298628,0.025883225399604297,3,-0.021022822493410698,0.02573007341312111,3,0.004406956061367724,0.13179641581021156,3,0.02442415291679989,0.03954430521530491,3,-0.020017196855432167,0.09330525904523596,3,0.0018771805536511958,0.0672421558161792,3,0.032982587945823226,0.038820126140841606,3,-0.03110540739217203,0.028656662229979202,3,0.0,0.0
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,ff,on,3,0.02326012767189234,0.03735106030159975,3,0.029301165882048247,0.02476574302865056,3,0.02306311607782202,0.03179834297806073,3,-0.009920281243810614,0.007287020394683759,3,0.004225513049042395,0.009595052407903534,3,-0.014145794292853009,0.004526056934045874,3,-0.01774351737587036,0.03882142764961212,3,0.03206394640218165,0.06103400982300925,3,-0.04980746377805201,0.039534494855686254,3,-0.02957454446425034,0.010850511303109505,3,-0.025917022792022792,0.0321460606412936,3,-0.0036575216722275483,0.03727800997333645,3,-0.015801396316102185,0.04672383149034553,3,-0.0027749211572741608,0.055745027295582526,3,-0.013026475158828025,0.013681346689156122,3,-0.011889159315629838,0.04215251912057926,3,-0.009193461766991207,0.05107595594520669,3,-0.0026956975486386314,0.02716799554373474,3,0.0,0.0
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,ff,on,3,0.03152894899218436,0.034277511384683185,3,-0.00027128372716609767,0.018931555944679945,3,0.02087208815149984,0.011188296566409916,3,0.010779790743025966,0.023301700160063037,3,0.006596412846412843,0.042555175870440796,3,0.004183377896613123,0.05863240709334027,3,0.010342061261178906,0.03478736771879531,3,0.05850349269466926,0.026848590134679776,3,-0.04816143143349035,0.058835216839528894,3,0.03830613830613827,0.05206146395729127,3,0.05567143912732142,0.05779552325580423,3,-0.01736530082118315,0.02933671329622818,3,0.020208352377469912,0.10219244823303233,3,0.027199074074074053,0.02276666897691631,3,-0.006990721696604141,0.1068759723348987,3,0.013766339869281033,0.02835597591836803,3,0.04217604971281443,0.02092264036134962,3,-0.028409709843533398,0.04633397173517617,3,0.0,0.0
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,diagonal,on,3,0.07962067888538477,0.033537835252969925,3,0.021101617608970547,0.014961987146599489,3,0.017072830491948188,0.04152055197645533,3,-0.000674638542285703,0.00912597993998422,3,0.03577888614653315,0.0637075830203383,3,-0.03645352468881885,0.05624079008750903,3,0.05018339503633625,0.02460616444588459,3,0.07526928409281348,0.04611165191527569,3,-0.02508588905647724,0.05448110255126282,3,-0.001954594969300875,0.025849518530793546,3,0.044236625302801834,0.04000905525826477,3,-0.04619122027210271,0.039379430285840344,3,0.017608161174337666,0.008057646030564872,3,0.04052239971357611,0.016899752414056658,3,-0.022914238539238446,0.012574876257672235,3,0.04504462041226746,0.009351440840258988,3,0.06359651378033736,0.024719173238196203,3,-0.018551893368069894,0.03189981620563071,3,-0.005705549096905353,0.02592142703533629
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,diagonal,on,3,0.027639898228133564,0.046372274242229804,3,-0.012011375062845636,0.03326104780977456,3,0.02318671252494786,0.01802713310913333,3,0.002100425446013595,0.0113227030762415,3,0.029026930313695038,0.007618224588294239,3,-0.026926504867681444,0.008136764450268404,3,0.014050097505979853,0.01919727668323575,3,0.07014431646784584,0.032568977338534824,3,-0.056094218961865984,0.017456841912544895,3,0.009001496869143977,0.017885518814046816,3,-0.0007551000198059062,0.030130767730348746,3,0.009756596888949884,0.012765594213089237,3,0.02552990310343256,0.011031867464514157,3,0.01070394746865333,0.022029176805494984,3,0.014825955634779231,0.03176017685505741,3,0.027631471197647695,0.028676841895963107,3,0.02874369639075521,0.03572391892663931,3,-0.0011122251931075151,0.01819335156420295,3,0.006965821650156898,0.027755556597157286
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,diagonal,on,3,0.0519807806572512,0.012857330673147278,3,0.03311299267181619,0.026402003029984387,3,-0.0061138820329996735,0.04593724176653861,3,-0.002775063988299298,0.0033537601001718664,3,0.006751955832838108,0.05609087447605274,3,-0.009527019821137406,0.056224063492723575,3,0.0361332975303564,0.025666427804906928,3,0.005124967624967651,0.013546295804037338,3,0.031008329905388748,0.037049091248313064,3,-0.010956091838444851,0.0199432141187984,3,0.044991725322607735,0.011728117996578944,3,-0.05594781716105259,0.02998878746463062,3,-0.007921741929094894,0.011934894937582239,3,0.029818452244922782,0.009824200935221716,3,-0.03774019417401767,0.019462065272975136,3,0.017413149214619766,0.03714346769455564,3,0.034852817389582146,0.01286290132904819,3,-0.01743966817496238,0.033267534988435016,3,-0.012671370747062252,0.010544311860771441
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,dense,on,3,0.015282300760241932,0.008680509653659383,3,0.011975714916891358,0.0453162018552551,3,0.022852678367384322,0.021549520742579417,3,-0.0030701528863294283,0.015258834534710504,3,0.03486467236467239,0.022525827295008842,3,-0.037934825251001815,0.02225218829364898,3,0.0186288316803022,0.016678598129792603,3,0.047472271736977566,0.020525340898071523,3,-0.028843440056675367,0.0039758635177255105,3,-0.01422049491902431,0.06844696521955099,3,0.012347075582369712,0.04792007933000095,3,-0.026567570501394022,0.020983570289884543,3,-0.011924010085774742,0.015145190192590864,3,-0.003399521230403583,0.03272679859899891,3,-0.00852448885537116,0.02568486066403534,3,-0.036781559943324695,0.050442015899768586,3,0.02697440087145973,0.038011784781800236,3,-0.06375596081478442,0.014451758690016034,3,0.014390623551549927,0.21411495817074433
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,dense,on,3,-0.04220523485229368,0.029593215486576226,3,0.021088858037387453,0.05546210891605327,3,-0.03220811051693398,0.009526799962315662,3,-0.01136920677361856,0.005153821222959903,3,0.015591149047031442,0.04206509834809573,3,-0.02696035582065,0.03691768661321819,3,0.00015106761430287255,0.01615384754213579,3,0.03203252357664116,0.0448908385028079,3,-0.03188145596233829,0.05386648687027956,3,-0.01894410736322505,0.0672464297924705,3,-0.002674891829303583,0.02990001667753053,3,-0.016269215533921466,0.05160165353119459,3,-0.035169378551731446,0.05375254385244682,3,-0.03309199651111414,0.03567840210908418,3,-0.002077382040617304,0.018835474638591802,3,-0.060433330286271514,0.03783979090511804,3,-0.00926197304873777,0.025930922177035135,3,-0.05117135723753374,0.019395784424264373,3,0.25792125981578184,0.15166838660580018
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,dense,on,3,0.05748753561253561,0.03174376534229164,3,-0.009113143120496095,0.07468522923465586,3,0.055060788884318305,0.016568260470708803,3,0.008299053887289132,0.01677830597173241,3,0.019273523317640946,0.02403865626326328,3,-0.010974469430351816,0.016227643732423476,3,0.018477764065999325,0.028536281779291534,3,0.015439748160336405,0.024756220413292312,3,0.00303801590566292,0.049912179769340835,3,0.004723612444200738,0.05134015987916339,3,0.015021967411673295,0.018554073984318232,3,-0.010298354967472556,0.052015219923004744,3,0.023245368465956706,0.04236698022553398,3,0.029692475280710562,0.005202118760355586,3,-0.006447106814753856,0.03977283037114217,3,0.023651770342946816,0.023773189594260613,3,0.0362363739201975,0.012858790878443705,3,-0.012584603577250683,0.012426092824180574,3,-0.2435306362642319,0.14370525735057357
