variant,l1_init,topology,fusion,architecture_case,layer,mean_events_per_neuron_step_count,mean_events_per_neuron_step_mean,mean_events_per_neuron_step_std,mean_events_per_neuron_s_count,mean_events_per_neuron_s_mean,mean_events_per_neuron_s_std,nonzero_fraction_count,nonzero_fraction_mean,nonzero_fraction_std,dead_neuron_fraction_count,dead_neuron_fraction_mean,dead_neuron_fraction_std,post_valid_event_fraction_count,post_valid_event_fraction_mean,post_valid_event_fraction_std
postencode_mask,dynamics_only,ff,on,C,readout,3,0.40080201848915514,0.005231993561984039,3,25.65132918330593,0.3348475879669785,3,0.40080201848915514,0.005231993561984039,3,0.0,0.0,3,0.13172994537127533,0.0023387250604949223
postencode_mask,dynamics_only,ff,on,C,rsnn,3,0.20491219119489468,0.01966343424171295,3,13.11438023647326,1.2584597914696287,3,0.20491219119489468,0.01966343424171295,3,0.0026041666666666665,0.004510548978043952,3,0.0586535421335033,0.006219060241427993
original,dynamics_only,diagonal,off,B,l1,3,0.06490657544436614,0.003785527034382789,3,4.154020828439433,0.2422737302004985,3,0.06490657544436614,0.003785527034382789,3,0.020833333333333332,0.009021097956087904,3,0.05927988706972508,0.0049849731288394905
original,dynamics_only,diagonal,off,B,readout,3,0.45921087082060924,0.003100796638118952,3,29.38949573251899,0.19845098483961293,3,0.45921087082060924,0.003100796638118952,3,0.0,0.0,3,0.6464464873108858,0.012742399344495725
original,dynamics_only,diagonal,off,B,rsnn,3,0.45921087082060924,0.003100796638118952,3,29.38949573251899,0.19845098483961293,3,0.45921087082060924,0.003100796638118952,3,0.0,0.0,3,0.6464464873108858,0.012742399344495725
postencode_mask,dynamics_only,diagonal,off,B,l1,3,0.05220935126458382,0.0028403696323181815,3,3.3413984809333646,0.1817836564683636,3,0.05220935126458382,0.0028403696323181815,3,0.041666666666666664,0.03157384284630766,3,0.010672222084734964,0.0008614401815418975
postencode_mask,dynamics_only,diagonal,off,B,readout,3,0.3974451087914024,0.0057581819042647605,3,25.436486962649752,0.3685236418729447,3,0.3974451087914024,0.0057581819042647605,3,0.0,0.0,3,0.6603063393615147,0.028923701396700408
postencode_mask,dynamics_only,diagonal,off,B,rsnn,3,0.3974451087914024,0.0057581819042647605,3,25.436486962649752,0.3685236418729447,3,0.3974451087914024,0.0057581819042647605,3,0.0,0.0,3,0.6603063393615147,0.028923701396700408
original,dynamics_only,diagonal,on,D,l1,3,0.05238828449220891,0.0054135033680668635,3,3.3528502075013704,0.34646421555627926,3,0.05238828449220891,0.0054135033680668635,3,0.033854166666666664,0.04009063624567878,3,0.06101867687314395,0.004338314966003872
original,dynamics_only,diagonal,on,D,readout,3,0.4428556091437632,0.016049742069650395,3,28.342758985200845,1.0271834924576253,3,0.4428556091437632,0.016049742069650395,3,0.0,0.0,3,0.6084997483164251,0.012014606007405436
original,dynamics_only,diagonal,on,D,rsnn,3,0.1920523977664239,0.02273211365344884,3,12.29135345705113,1.4548552738207257,3,0.1920523977664239,0.02273211365344884,3,0.005208333333333333,0.004510548978043952,3,0.3896949640982757,0.06991283223934085
postencode_mask,dynamics_only,diagonal,on,D,l1,3,0.03873216173361522,0.0017898896352695384,3,2.478858350951374,0.11455293665725046,3,0.03873216173361522,0.0017898896352695384,3,0.057291666666666664,0.027436598314720673,3,0.012960956626678044,0.0017509905584790356
postencode_mask,dynamics_only,diagonal,on,D,readout,3,0.3782484792204996,0.014310225524499664,3,24.207902670111974,0.9158544335679785,3,0.3782484792204996,0.014310225524499664,3,0.0,0.0,3,0.6272987579356615,0.024842765474306923
postencode_mask,dynamics_only,diagonal,on,D,rsnn,3,0.17805492546589932,0.02791625483290031,3,11.395515229817557,1.7866403093056198,3,0.17805492546589932,0.02791625483290031,3,0.013020833333333334,0.004510548978043952,3,0.3301343248745232,0.05266399926625319
original,dynamics_only,dense,off,B,l1,3,0.09860505490956073,0.005774523156210213,3,6.310723514211887,0.36956948199745365,3,0.09860505490956073,0.005774523156210213,3,0.026041666666666668,0.018042195912175808,3,0.06720846540654375,0.005084293102562559
original,dynamics_only,dense,off,B,readout,3,0.4146051111894135,0.009143822989855423,3,26.534727116122465,0.585204671350747,3,0.4146051111894135,0.009143822989855423,3,0.0026041666666666665,0.004510548978043952,3,0.6487044371089569,0.016046211256461076
original,dynamics_only,dense,off,B,rsnn,3,0.4146051111894135,0.009143822989855423,3,26.534727116122465,0.585204671350747,3,0.4146051111894135,0.009143822989855423,3,0.0026041666666666665,0.004510548978043952,3,0.6487044371089569,0.016046211256461076
postencode_mask,dynamics_only,dense,off,B,l1,3,0.06325733106256362,0.006218372723670945,3,4.048469188004072,0.3979758543149405,3,0.06325733106256362,0.006218372723670945,3,0.044270833333333336,0.016263015620829165,3,0.011707939618364985,0.0010779640344286282
postencode_mask,dynamics_only,dense,off,B,readout,3,0.3731334358605434,0.02747011541291707,3,23.88053989507478,1.7580873864266924,3,0.3731334358605434,0.02747011541291707,3,0.010416666666666666,0.004510548978043951,3,0.6771500872415052,0.012362720185850691
postencode_mask,dynamics_only,dense,off,B,rsnn,3,0.3731334358605434,0.02747011541291707,3,23.88053989507478,1.7580873864266924,3,0.3731334358605434,0.02747011541291707,3,0.010416666666666666,0.004510548978043951,3,0.6771500872415052,0.012362720185850691
original,dynamics_only,dense,on,D,l1,3,0.08615634910147991,0.007409888629621941,3,5.5140063424947146,0.47423287229580424,3,0.08615634910147991,0.007409888629621941,3,0.0234375,0.013531646934131853,3,0.061987118984088437,0.006743140602271545
original,dynamics_only,dense,on,D,readout,3,0.450349393890455,0.017121588404275943,3,28.82236120898912,1.0957816578736603,3,0.450349393890455,0.017121588404275943,3,0.0078125,0.0,3,0.6521463570259202,0.006880484287354686
original,dynamics_only,dense,on,D,rsnn,3,0.3583032358468405,0.02413325916310863,3,22.93140709419779,1.5445285864389524,3,0.3583032358468405,0.02413325916310863,3,0.010416666666666666,0.004510548978043952,3,0.6550685368268382,0.006140318249544786
postencode_mask,dynamics_only,dense,on,D,l1,3,0.06207499535079477,0.0056612452781480025,3,3.9727997024508652,0.36231969780147216,3,0.06207499535079477,0.0056612452781480025,3,0.041666666666666664,0.027436598314720673,3,0.012144224022595322,0.00036221934882329034
postencode_mask,dynamics_only,dense,on,D,readout,3,0.407743710114713,0.008253077139886055,3,26.095597447341632,0.5281969369527075,3,0.407743710114713,0.008253077139886055,3,0.0026041666666666665,0.004510548978043952,3,0.6778668450448774,0.008648767490539796
postencode_mask,dynamics_only,dense,on,D,rsnn,3,0.29792780028971894,0.013209421213805366,3,19.067379218542012,0.8454029576835435,3,0.29792780028971894,0.013209421213805366,3,0.013020833333333334,0.004510548978043951,3,0.6803576952035408,0.017122736796516956
original,pretrained_trainable,ff,off,A,l1,3,0.11704955318690784,0.004322332913824343,3,7.491171403962102,0.276629306484758,3,0.11704955318690784,0.004322332913824343,3,0.005208333333333333,0.004510548978043952,3,0.0833809004232808,0.004332350873184562
original,pretrained_trainable,ff,off,A,readout,3,0.44809636456620466,0.006807274105497195,3,28.6781673322371,0.43566554275182046,3,0.44809636456620466,0.006807274105497195,3,0.0026041666666666665,0.004510548978043952,3,0.18718338081252608,0.012149928775542778
original,pretrained_trainable,ff,off,A,rsnn,3,0.44809636456620466,0.006807274105497195,3,28.6781673322371,0.43566554275182046,3,0.44809636456620466,0.006807274105497195,3,0.0026041666666666665,0.004510548978043952,3,0.18718338081252608,0.012149928775542778
postencode_mask,pretrained_trainable,ff,off,A,l1,3,0.09488049095607236,0.007632473389718857,3,6.072351421188631,0.48847829694200684,3,0.09488049095607236,0.007632473389718857,3,0.018229166666666668,0.019661027175184247,3,0.027110239854865742,0.001039230368073361
postencode_mask,pretrained_trainable,ff,off,A,readout,3,0.398712781888654,0.004009075120238685,3,25.517618040873856,0.25658080769527586,3,0.398712781888654,0.004009075120238685,3,0.0078125,0.0078125,3,0.11324430541569902,0.007224882201318435
postencode_mask,pretrained_trainable,ff,off,A,rsnn,3,0.398712781888654,0.004009075120238685,3,25.517618040873856,0.25658080769527586,3,0.398712781888654,0.004009075120238685,3,0.0078125,0.0078125,3,0.11324430541569902,0.007224882201318435
original,pretrained_trainable,ff,on,C,l1,3,0.0887296230228643,0.0037635754300955836,3,5.678695873463315,0.24086882752611735,3,0.0887296230228643,0.0037635754300955836,3,0.015625,0.0078125,3,0.07462428492844957,0.0008244587827642043
original,pretrained_trainable,ff,on,C,readout,3,0.4630275012724141,0.004406078146069249,3,29.633760081434502,0.2819890013484319,3,0.4630275012724141,0.004406078146069249,3,0.0,0.0,3,0.2224909779392706,0.004865222903530925
original,pretrained_trainable,ff,on,C,rsnn,3,0.2578221348661029,0.005068209544864461,3,16.500616631430585,0.3243654108713255,3,0.2578221348661029,0.005068209544864461,3,0.0026041666666666665,0.004510548978043952,3,0.14943860201415524,0.009348041208468232
postencode_mask,pretrained_trainable,ff,on,C,l1,3,0.0683849150418918,0.003219819898472186,3,4.376634562681075,0.2060684735022199,3,0.0683849150418918,0.003219819898472186,3,0.03125,0.0078125,3,0.021844623783892708,0.0011681242725061426
postencode_mask,pretrained_trainable,ff,on,C,readout,3,0.40066942437945346,0.007321594695754948,3,25.64284316028502,0.4685820605283167,3,0.40066942437945346,0.007321594695754948,3,0.0026041666666666665,0.004510548978043952,3,0.1484069963860545,0.005316695018280695
postencode_mask,pretrained_trainable,ff,on,C,rsnn,3,0.23836154055085743,0.012976826480909268,3,15.255138595254875,0.8305168947781931,3,0.23836154055085743,0.012976826480909268,3,0.0078125,0.0078125,3,0.06798386549684392,0.004418903164088004
original,pretrained_trainable,diagonal,off,B,l1,3,0.09161916524743559,0.0033573546724772764,3,5.863626575835878,0.2148706990385457,3,0.09161916524743559,0.0033573546724772764,3,0.013020833333333334,0.009021097956087904,3,0.06727438473852464,0.00395766080348741
original,pretrained_trainable,diagonal,off,B,readout,3,0.451510624657427,0.007426240902269654,3,28.896679978075326,0.47527941774525784,3,0.451510624657427,0.007426240902269654,3,0.005208333333333333,0.009021097956087904,3,0.6284486061312552,0.007238685148096129
original,pretrained_trainable,diagonal,off,B,rsnn,3,0.451510624657427,0.007426240902269654,3,28.896679978075326,0.47527941774525784,3,0.451510624657427,0.007426240902269654,3,0.005208333333333333,0.009021097956087904,3,0.6284486061312552,0.007238685148096129
postencode_mask,pretrained_trainable,diagonal,off,B,l1,3,0.07185270216701903,0.005470265485530151,3,4.598572938689218,0.35009699107392966,3,0.07185270216701903,0.005470265485530151,3,0.028645833333333332,0.019661027175184243,3,0.01738819978606008,0.0006080324909803606
postencode_mask,pretrained_trainable,diagonal,off,B,readout,3,0.39614256665492126,0.007276340336435527,3,25.35312426591496,0.46568578153187373,3,0.39614256665492126,0.007276340336435527,3,0.0078125,0.0078125,3,0.6451590701703068,0.02745649588958434
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,3,0.39614256665492126,0.007276340336435527,3,25.35312426591496,0.46568578153187373,3,0.39614256665492126,0.007276340336435527,3,0.0078125,0.0078125,3,0.6451590701703068,0.02745649588958434
original,pretrained_trainable,diagonal,on,D,l1,3,0.07849647761530029,0.0033357363026886994,3,5.023774567379219,0.21348712337207676,3,0.07849647761530029,0.0033357363026886994,3,0.018229166666666668,0.009021097956087904,3,0.06823953626865742,0.0007969429587589052
original,pretrained_trainable,diagonal,on,D,readout,3,0.44752270769712627,0.01819868590352271,3,28.64145329261608,1.1647158978254535,3,0.44752270769712627,0.01819868590352271,3,0.0,0.0,3,0.5744207018405462,0.037831339660348406
original,pretrained_trainable,diagonal,on,D,rsnn,3,0.2567271246867904,0.014127044439990534,3,16.430535979954584,0.9041308441593942,3,0.2567271246867904,0.014127044439990534,3,0.005208333333333333,0.009021097956087904,3,0.3142478279127981,0.06287162146511231
postencode_mask,pretrained_trainable,diagonal,on,D,l1,3,0.06220988347623522,0.0036767741813971207,3,3.981432542479054,0.23531354760941572,3,0.06220988347623522,0.0036767741813971207,3,0.036458333333333336,0.011933790872280832,3,0.019212835140568745,0.0006178980622241121
postencode_mask,pretrained_trainable,diagonal,on,D,readout,3,0.39823042684597915,0.005189509938032685,3,25.486747318142665,0.3321286360340918,3,0.39823042684597915,0.005189509938032685,3,0.0,0.0,3,0.5772150851613754,0.05369649467863567
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,3,0.22218261221713256,0.012768903457663674,3,14.219687181896484,0.8172098212904751,3,0.22218261221713256,0.012768903457663674,3,0.010416666666666666,0.011933790872280832,3,0.23689153491524853,0.06655826671010641
original,pretrained_trainable,dense,off,B,l1,3,0.11804286200180096,0.000866379054549018,3,7.5547431681152615,0.05544825949113715,3,0.11804286200180096,0.000866379054549018,3,0.018229166666666668,0.009021097956087904,3,0.06962293371600158,0.0020234570922141805
original,pretrained_trainable,dense,off,B,readout,3,0.4443201087914024,0.008879036810981067,3,28.436486962649752,0.5682583559027883,3,0.4443201087914024,0.008879036810981067,3,0.0078125,0.0078125,3,0.65417825705111,0.01119709786367498
original,pretrained_trainable,dense,off,B,rsnn,3,0.4443201087914024,0.008879036810981067,3,28.436486962649752,0.5682583559027883,3,0.4443201087914024,0.008879036810981067,3,0.0078125,0.0078125,3,0.65417825705111,0.01119709786367498
postencode_mask,pretrained_trainable,dense,off,B,l1,3,0.08694625518753425,0.0028501624201316984,3,5.564560332002192,0.1824103948884287,3,0.08694625518753425,0.0028501624201316984,3,0.028645833333333332,0.019661027175184243,3,0.016657354758586956,0.0004950052121501248
postencode_mask,pretrained_trainable,dense,off,B,readout,3,0.38814838060840967,0.0182007672895568,3,24.84149635893822,1.164849106531635,3,0.38814838060840967,0.0182007672895568,3,0.0078125,0.0078125,3,0.6743217982650137,0.008646432565361958
postencode_mask,pretrained_trainable,dense,off,B,rsnn,3,0.38814838060840967,0.0182007672895568,3,24.84149635893822,1.164849106531635,3,0.38814838060840967,0.0182007672895568,3,0.0078125,0.0078125,3,0.6743217982650137,0.008646432565361958
original,pretrained_trainable,dense,on,D,l1,3,0.10111639040599796,0.006719048967053812,3,6.471448985983869,0.43001913389144397,3,0.10111639040599796,0.006719048967053812,3,0.018229166666666668,0.009021097956087904,3,0.06556112599175086,0.003857943343709411
original,pretrained_trainable,dense,on,D,readout,3,0.44641638037350245,0.010982421500990812,3,28.570648343904157,0.702874976063412,3,0.44641638037350245,0.010982421500990812,3,0.0078125,0.013531646934131853,3,0.6427140997685132,0.011239730915158671
original,pretrained_trainable,dense,on,D,rsnn,3,0.39498882967269594,0.020955950753611632,3,25.27928509905254,1.3411808482311445,3,0.39498882967269594,0.020955950753611632,3,0.0078125,0.0078125,3,0.6519867805734215,0.004734652580697457
postencode_mask,pretrained_trainable,dense,on,D,l1,3,0.07651827137655626,0.0044133558306275675,3,4.8971693680996005,0.2824547731601643,3,0.07651827137655626,0.0044133558306275675,3,0.0390625,0.015625,3,0.01709008616491138,0.0007497439978217935
postencode_mask,pretrained_trainable,dense,on,D,readout,3,0.4107774694620625,0.007213629703835537,3,26.289758045572,0.46167230104547435,3,0.4107774694620625,0.007213629703835537,3,0.0078125,0.013531646934131853,3,0.6635426952474297,0.004904014704580965
postencode_mask,pretrained_trainable,dense,on,D,rsnn,3,0.33303893464685613,0.039587643456625084,3,21.314491817398793,2.5336091812240054,3,0.33303893464685613,0.039587643456625084,3,0.018229166666666668,0.011933790872280834,3,0.6692692346835303,0.008783903642127772
original,pretrained_frozen,ff,off,A,l1,3,0.0760301048273432,0.003470958070663043,3,4.8659267089499645,0.22214131652243474,3,0.0760301048273432,0.003470958070663043,3,0.033854166666666664,0.009021097956087902,3,0.06579691820219254,0.002602370963167387
original,pretrained_frozen,ff,off,A,readout,3,0.43956201428040087,0.0025956978694072173,3,28.131968913945656,0.1661246636420619,3,0.43956201428040087,0.0025956978694072173,3,0.0078125,0.0078125,3,0.13995486931429857,0.006613729314757249
original,pretrained_frozen,ff,off,A,rsnn,3,0.43956201428040087,0.0025956978694072173,3,28.131968913945656,0.1661246636420619,3,0.43956201428040087,0.0025956978694072173,3,0.0078125,0.0078125,3,0.13995486931429857,0.006613729314757249
postencode_mask,pretrained_frozen,ff,off,A,l1,3,0.058106501057082455,0.0032667622778463213,3,3.718816067653277,0.20907278578216457,3,0.058106501057082455,0.0032667622778463213,3,0.033854166666666664,0.009021097956087904,3,0.016337663368517028,0.0003054639210229722
postencode_mask,pretrained_frozen,ff,off,A,readout,3,0.3832856789797197,0.00994663913816449,3,24.53028345470206,0.6365849048425274,3,0.3832856789797197,0.00994663913816449,3,0.013020833333333334,0.01626301562082916,3,0.06857514523898349,0.0028791817006347115
postencode_mask,pretrained_frozen,ff,off,A,rsnn,3,0.3832856789797197,0.00994663913816449,3,24.53028345470206,0.6365849048425274,3,0.3832856789797197,0.00994663913816449,3,0.013020833333333334,0.01626301562082916,3,0.06857514523898349,0.0028791817006347115
original,pretrained_frozen,ff,on,C,l1,3,0.0760301048273432,0.003470958070663043,3,4.8659267089499645,0.22214131652243474,3,0.0760301048273432,0.003470958070663043,3,0.033854166666666664,0.009021097956087902,3,0.06579691820219254,0.002602370963167387
original,pretrained_frozen,ff,on,C,readout,3,0.4534296452901104,0.004322921753594926,3,29.019497298567064,0.27666699223007524,3,0.4534296452901104,0.004322921753594926,3,0.0,0.0,3,0.19658473545722535,0.009328851009330385
original,pretrained_frozen,ff,on,C,rsnn,3,0.2598957721595803,0.005629560714989544,3,16.63332941821314,0.3602918857593308,3,0.2598957721595803,0.005629560714989544,3,0.005208333333333333,0.004510548978043952,3,0.12684548021573538,0.006893867517597856
postencode_mask,pretrained_frozen,ff,on,C,l1,3,0.058106501057082455,0.0032667622778463213,3,3.718816067653277,0.20907278578216457,3,0.058106501057082455,0.0032667622778463213,3,0.033854166666666664,0.009021097956087904,3,0.016337663368517028,0.0003054639210229722
postencode_mask,pretrained_frozen,ff,on,C,readout,3,0.39719842563229185,0.004875331631675455,3,25.42069924046668,0.3120212244272291,3,0.39719842563229185,0.004875331631675455,3,0.0026041666666666665,0.004510548978043952,3,0.12248181327848502,0.01264694634248122
postencode_mask,pretrained_frozen,ff,on,C,rsnn,3,0.2258652721497925,0.004281596115835366,3,14.45537741758672,0.2740221514134634,3,0.2258652721497925,0.004281596115835366,3,0.015625,0.027063293868263706,3,0.04963367506862739,0.005836303337945625
original,pretrained_frozen,diagonal,off,B,l1,3,0.0760301048273432,0.003470958070663043,3,4.8659267089499645,0.22214131652243474,3,0.0760301048273432,0.003470958070663043,3,0.033854166666666664,0.009021097956087902,3,0.06579691820219254,0.002602370963167387
original,pretrained_frozen,diagonal,off,B,readout,3,0.4512619533513429,0.007158822137847989,3,28.880765014485945,0.4581646168222713,3,0.4512619533513429,0.007158822137847989,3,0.005208333333333333,0.004510548978043952,3,0.6198950993104771,0.03166245338960033
original,pretrained_frozen,diagonal,off,B,rsnn,3,0.4512619533513429,0.007158822137847989,3,28.880765014485945,0.4581646168222713,3,0.4512619533513429,0.007158822137847989,3,0.005208333333333333,0.004510548978043952,3,0.6198950993104771,0.03166245338960033
postencode_mask,pretrained_frozen,diagonal,off,B,l1,3,0.058106501057082455,0.0032667622778463213,3,3.718816067653277,0.20907278578216457,3,0.058106501057082455,0.0032667622778463213,3,0.033854166666666664,0.009021097956087904,3,0.016337663368517028,0.0003054639210229722
postencode_mask,pretrained_frozen,diagonal,off,B,readout,3,0.3965424900653825,0.002278440699107758,3,25.37871936418448,0.1458202047428965,3,0.3965424900653825,0.002278440699107758,3,0.013020833333333334,0.009021097956087904,3,0.6244087625830801,0.06971631133067634
postencode_mask,pretrained_frozen,diagonal,off,B,rsnn,3,0.3965424900653825,0.002278440699107758,3,25.37871936418448,0.1458202047428965,3,0.3965424900653825,0.002278440699107758,3,0.013020833333333334,0.009021097956087904,3,0.6244087625830801,0.06971631133067634
original,pretrained_frozen,diagonal,on,D,l1,3,0.0760301048273432,0.003470958070663043,3,4.8659267089499645,0.22214131652243474,3,0.0760301048273432,0.003470958070663043,3,0.033854166666666664,0.009021097956087902,3,0.06579691820219254,0.002602370963167387
original,pretrained_frozen,diagonal,on,D,readout,3,0.44918418682953565,0.009318350318405883,3,28.74778795709028,0.5963744203779765,3,0.44918418682953565,0.009318350318405883,3,0.0,0.0,3,0.5960520810617057,0.012557479966627195
original,pretrained_frozen,diagonal,on,D,rsnn,3,0.2589566021161225,0.014725798894663049,3,16.57322253543184,0.9424511292584351,3,0.2589566021161225,0.014725798894663049,3,0.010416666666666666,0.011933790872280834,3,0.35279270259566387,0.03863556111712125
postencode_mask,pretrained_frozen,diagonal,on,D,l1,3,0.058106501057082455,0.0032667622778463213,3,3.718816067653277,0.20907278578216457,3,0.058106501057082455,0.0032667622778463213,3,0.033854166666666664,0.009021097956087904,3,0.016337663368517028,0.0003054639210229722
postencode_mask,pretrained_frozen,diagonal,on,D,readout,3,0.3913179456874951,0.0114873956107985,3,25.044348523999687,0.735193319091104,3,0.3913179456874951,0.0114873956107985,3,0.0,0.0,3,0.5437915300928748,0.0634884403059514
postencode_mask,pretrained_frozen,diagonal,on,D,rsnn,3,0.22486905758163026,0.006347266360846715,3,14.391619685224336,0.4062250470941898,3,0.22486905758163026,0.006347266360846715,3,0.013020833333333334,0.011933790872280834,3,0.21632271138391923,0.07505890704299635
original,pretrained_frozen,dense,off,B,l1,3,0.0760301048273432,0.003470958070663043,3,4.8659267089499645,0.22214131652243474,3,0.0760301048273432,0.003470958070663043,3,0.033854166666666664,0.009021097956087902,3,0.06579691820219254,0.002602370963167387
original,pretrained_frozen,dense,off,B,readout,3,0.43278228016600107,0.022641050863298772,3,27.698065930624068,1.4490272552511214,3,0.43278228016600107,0.022641050863298772,3,0.0078125,0.0078125,3,0.6568138966138912,0.0032805573842273833
original,pretrained_frozen,dense,off,B,rsnn,3,0.43278228016600107,0.022641050863298772,3,27.698065930624068,1.4490272552511214,3,0.43278228016600107,0.022641050863298772,3,0.0078125,0.0078125,3,0.6568138966138912,0.0032805573842273833
postencode_mask,pretrained_frozen,dense,off,B,l1,3,0.058106501057082455,0.0032667622778463213,3,3.718816067653277,0.20907278578216457,3,0.058106501057082455,0.0032667622778463213,3,0.033854166666666664,0.009021097956087904,3,0.016337663368517028,0.0003054639210229722
postencode_mask,pretrained_frozen,dense,off,B,readout,3,0.38108984711455646,0.010908114553898944,3,24.389750215331613,0.6981193314495324,3,0.38108984711455646,0.010908114553898944,3,0.005208333333333333,0.004510548978043952,3,0.6777848051113496,0.0031669596318011192
postencode_mask,pretrained_frozen,dense,off,B,rsnn,3,0.38108984711455646,0.010908114553898944,3,24.389750215331613,0.6981193314495324,3,0.38108984711455646,0.010908114553898944,3,0.005208333333333333,0.004510548978043952,3,0.6777848051113496,0.0031669596318011192
original,pretrained_frozen,dense,on,D,l1,3,0.0760301048273432,0.003470958070663043,3,4.8659267089499645,0.22214131652243474,3,0.0760301048273432,0.003470958070663043,3,0.033854166666666664,0.009021097956087902,3,0.06579691820219254,0.002602370963167387
original,pretrained_frozen,dense,on,D,readout,3,0.4492993464196226,0.027254178713609745,3,28.755158170855847,1.7442674376710237,3,0.4492993464196226,0.027254178713609745,3,0.0078125,0.0078125,3,0.6496741483072493,0.008999850352625125
original,pretrained_frozen,dense,on,D,rsnn,3,0.3711299954486728,0.02732875505106392,3,23.75231970871506,1.749040323268091,3,0.3711299954486728,0.02732875505106392,3,0.0234375,0.015625,3,0.6419920160273328,0.007016578832711943
postencode_mask,pretrained_frozen,dense,on,D,l1,3,0.058106501057082455,0.0032667622778463213,3,3.718816067653277,0.20907278578216457,3,0.058106501057082455,0.0032667622778463213,3,0.033854166666666664,0.009021097956087904,3,0.016337663368517028,0.0003054639210229722
postencode_mask,pretrained_frozen,dense,on,D,readout,3,0.3941278090987393,0.011932265267404103,3,25.224179782319315,0.7636649771138626,3,0.3941278090987393,0.011932265267404103,3,0.0078125,0.0,3,0.6613942487092512,0.005417159262540233
postencode_mask,pretrained_frozen,dense,on,D,rsnn,3,0.32286283376399655,0.0159684955571024,3,20.66322136089578,1.0219837156545537,3,0.32286283376399655,0.0159684955571024,3,0.013020833333333334,0.011933790872280832,3,0.6751791401631019,0.0015537731539176547
