interaction,variant,l1_init,topology,fusion,seed,interaction_native_test_ba,interaction_window_test_ba,interaction_output_lif_test_ba,interaction_l1_pre_valid_fixed250_ba,interaction_l1_pre_valid_whole_ba,interaction_l1_pre_valid_temporal_gap,interaction_l1_comm_valid_fixed250_ba,interaction_l1_comm_valid_whole_ba,interaction_l1_comm_valid_temporal_gap,interaction_rsnn_comm_valid_fixed250_ba,interaction_rsnn_comm_valid_whole_ba,interaction_rsnn_comm_valid_temporal_gap,interaction_readout_comm_valid_fixed250_ba,interaction_readout_comm_valid_whole_ba,interaction_readout_comm_valid_temporal_gap,interaction_readout_pre_valid_fixed250_ba,interaction_readout_pre_valid_whole_ba,interaction_readout_pre_valid_temporal_gap,interaction_recurrent_to_external_abs_ratio
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,diagonal,on,11,0.022610294117647034,0.1399368401206636,0.07440453745600795,-0.002673796791443639,-0.022484031491384615,0.019810234699940976,-0.031048036930389933,0.06268010992275713,-0.09372814685314707,0.021516494126788133,0.08008649846885135,-0.05857000434206322,0.03462581128022291,0.035510363819187485,-0.0008845525389645781,-0.06235331253713594,-0.06331199437817081,0.0009586818410348696,-0.05954236577795387
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,dense,on,11,0.0378602198455138,0.09812534279446045,0.03587515425750709,0.04575034850770143,-0.0003010878010878404,0.04605143630878927,-0.04835601490013253,-0.018505473284885,-0.029850541615247528,0.05621272110242703,0.07585955710955727,-0.01964683600713024,0.028845582522052826,-0.03443241807212383,0.06327800059417665,-0.04947995223730506,-0.03856737625119977,-0.010912575986105288,-0.6245023319320007
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,off,11,-0.012650829562594279,0.02842351684263461,0.006605363590657831,0.001654411764705821,-0.02354669431875317,0.02520110608345899,0.010621914849855973,-0.01262826226061492,0.023250177110470893,0.0538854323780793,-0.0141352724073312,0.0680207047854105,0.0538854323780793,-0.0141352724073312,0.0680207047854105,0.055197049682343846,0.004802978883861331,0.050394070798482515,0.00958421994357761
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,off,11,-0.0946732597467893,-0.014754587732528718,-0.08214055144202187,-0.06949286416198186,-0.0536874685771746,-0.015805395584807258,0.05909005210475793,-0.01102755496137825,0.07011760706613618,-0.05854515174368119,-0.014845142602495531,-0.04370000914118566,-0.05854515174368119,-0.014845142602495531,-0.04370000914118566,-0.02767979569450152,-0.04714152269299321,0.01946172699849169,0.7531361943843218
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,on,11,0.06910936285936281,-0.12120355135061009,0.003147281639928723,0.010177567530508247,0.006827894327894435,0.003349673202613812,-0.02277497828968411,-0.12828339960692908,0.10550842131724497,0.01546345811051697,-0.02971699460670052,0.04518045271721749,0.05127162461721296,0.0021017585355818658,0.0491698660816311,0.1530778657616893,0.09781197152520688,0.05526589423648243,0.017917790553446306
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,on,11,0.017597924950866095,-0.1022005976050093,-0.016828779880250333,-0.055114350518762456,-0.05968537181772471,0.004571021298962252,0.007873988756341599,-0.09127930892636787,0.09915329768270947,0.007640745692216289,0.039779011837835165,-0.03213826614561888,0.00770416266739804,0.014976975638740286,-0.007272812971342246,0.08528154851684255,0.13517371109282872,-0.049892162575986165,0.35365405905337344
d1_x_fusion,d1_vs_d0,dynamics_only,ff,on_vs_off,11,-0.03439071141277028,0.047814256821609835,-0.0071075574752044735,-0.019946352666940892,-0.027158176790529898,0.007211824123589006,-0.014093137254902022,0.07716746080716691,-0.09126059806206893,0.015676847662141724,0.022894385026738018,-0.007217537364596294,0.009082767722473517,0.020635369532428394,-0.011552601809954877,-0.038627508112802134,-0.0683647847250789,0.029737276612276764,0.0
d1_x_fusion,d1_vs_d0,dynamics_only,diagonal,on_vs_off,11,0.04736948100918681,-0.10181281137163489,-0.010565639425933582,-0.011423196901138466,0.003216411856117707,-0.014639608757256173,-0.047490030394442106,-0.03848767653914725,-0.009002353855294853,-0.022745126605420607,0.007312662827368699,-0.030057789432789306,0.006468959961607179,0.03687240047534146,-0.03040344051373428,0.05925330796654332,0.024644207916266647,0.034609100050276675,0.008333570609868723
d1_x_fusion,d1_vs_d0,dynamics_only,dense,on_vs_off,11,0.07788047328488512,-0.039631753050870744,0.05820421408656706,-0.005567839023721488,-0.033156080031080004,0.027588241007358516,-0.06530920060331835,-0.003084293157822715,-0.062224907445495636,0.0818627450980392,0.07751853946706871,0.004344205630970488,0.07533208213355275,0.05045748777366421,0.024874594359888536,0.07433383609854194,0.11395044906074303,-0.03961661296220109,-0.39948213533094834
d1_x_recurrence,d1_vs_d0,pretrained_trainable,diagonal,off,11,0.06724041889483057,0.027980455002513782,-0.011224947438182753,-0.014463926596279486,0.009950037707390502,-0.024413964303669988,0.025617172859819903,-0.04972033685268984,0.07533750971250974,0.027007632889985755,0.05535944855797814,-0.028351815667992386,0.027007632889985755,0.05535944855797814,-0.028351815667992386,0.01144290758261346,-0.010526360894007991,0.02196926847662145,-0.004782392284362835
d1_x_recurrence,d1_vs_d0,pretrained_trainable,dense,off,11,-0.07108700123406009,-0.1379449186434481,0.007221250971250925,-0.05673519699255014,0.05795283148224312,-0.11468802847479326,0.036959241738653725,0.007612179487179627,0.0293470622514741,-0.031425967823026646,-0.06560557498057507,0.03417960715754842,-0.031425967823026646,-0.06560557498057507,0.03417960715754842,-0.03531582796288674,-0.05763203299968017,0.022316205036793435,0.25079701049902803
d1_x_recurrence,d1_vs_d0,pretrained_trainable,diagonal,on,11,0.09898975615887373,0.020826048951048975,0.06457547762694799,-0.019709967320261423,-0.05701928790164096,0.037309320581379535,-0.07524924013894607,0.03130256181726776,-0.10655180195621383,0.06190996503496493,0.07681095456830733,-0.014900989533342401,0.11287493144110794,0.05512920494538126,0.05774572649572668,0.05686017413958616,-0.01679050116550118,0.07365067530508734,-0.05056681648905832
d1_x_recurrence,d1_vs_d0,pretrained_trainable,dense,on,11,0.09222884958179062,0.024503519356460612,0.039554767128296475,-0.011887254901960853,-0.016894196489784852,0.005006941587823999,-0.05748463138169024,0.03541295306001191,-0.09289758444170215,0.044041375291375306,0.10145687645687657,-0.05741550116550126,0.06650669591846037,-0.001422454179807131,0.0679291500982675,0.014859854198089661,0.05562411444764381,-0.04076426024955415,-0.04622626752661141
d1_x_fusion,d1_vs_d0,pretrained_trainable,ff,on_vs_off,11,-0.07058609282873984,-0.009564108277343608,-0.024586504182092406,-0.009901046665752644,-0.004090966223319226,-0.0058100804424334185,0.0738839183692126,-0.007573329448329447,0.08145724781754204,-0.048883918369212465,-0.05167712189771001,0.0027932035284975454,-0.022382478632478553,-0.0061897253073721625,-0.01619275332510639,-0.0016195609945610645,-0.012553133141368467,0.010933572146807402,0.0
d1_x_fusion,d1_vs_d0,pretrained_trainable,diagonal,on_vs_off,11,-0.03883675556469668,-0.016718514328808415,0.05121392088303833,-0.015147087389734581,-0.07106029183235069,0.055913204442616105,-0.026982494629553377,0.07344956922162815,-0.10043206385118153,-0.013981586224233289,-0.03022561588738082,0.01624402966314753,0.06348481991864363,-0.0064199689199690435,0.06990478883861267,0.04379770556241164,-0.018817273412861657,0.0626149789752733,-0.04578442420469547
d1_x_fusion,d1_vs_d0,pretrained_trainable,dense,on_vs_off,11,0.09272975798711086,0.1528843297225651,0.007747011974953144,0.034946895424836644,-0.0789379941953472,0.11388488962018384,-0.02055995475113137,0.020227444124502836,-0.040787398875634207,0.026583424745189488,0.11538532953974162,-0.08880190479455213,0.07555018510900846,0.05799339549339577,0.01755678961561269,0.048556121166415334,0.10070301430595552,-0.052146893139540185,-0.29702327802563944
d1_x_recurrence,d1_vs_d0,pretrained_frozen,diagonal,off,11,0.048585687188628435,-0.049617927007632956,-0.023879490607431664,0.0,0.0,0.0,0.0,0.0,0.0,-0.07443253233694402,-0.012982626034096723,-0.0614499063028473,-0.07443253233694402,-0.012982626034096723,-0.0614499063028473,0.031084744503862227,-0.03650289661319067,0.0675876411170529,0.11432074302849371
d1_x_recurrence,d1_vs_d0,pretrained_frozen,dense,off,11,-0.03232494629553456,-0.07240918803418808,-0.04771584624525799,0.0,-0.008333333333333415,0.008333333333333415,0.0,0.0,0.0,-0.05498051784816477,-0.0376354038118743,-0.017345114036290465,-0.05498051784816477,-0.0376354038118743,-0.017345114036290465,-0.011485042735042639,-0.09753102289866983,0.08604598016362719,0.286221864843031
d1_x_recurrence,d1_vs_d0,pretrained_frozen,diagonal,on,11,0.10028280542986417,-0.046371949129302203,0.0710250125691303,0.0,0.0,0.0,0.0,0.0,0.0,-0.03578245692216275,0.0010499508661272472,-0.03683240778829,0.08195858471593775,0.11773418574889144,-0.035775601032953686,0.0645411981809042,0.13015934229169523,-0.06561814411079103,-0.0035412206936265844
d1_x_recurrence,d1_vs_d0,pretrained_frozen,dense,on,11,0.043152680652680686,-0.08353758169934655,0.010213275286804768,0.0,0.0,0.0,0.0,0.0,0.0,-0.05443218954248363,-0.03610011312217204,-0.018332076420311594,-0.010796311531605651,-0.043652874902875005,0.032856563371269354,0.004226084373143257,0.018092691622103307,-0.01386660724896005,0.19767676696653158
d1_x_fusion,d1_vs_d0,pretrained_frozen,ff,on_vs_off,11,0.008894230769230682,0.020611231089172344,0.010487653686183096,0.0,-0.008333333333333415,0.008333333333333415,0.0,0.0,0.0,0.03845054047259944,0.04995943598884772,-0.011508895516248285,-0.013422259929612768,-0.008073809360574002,-0.005348450569038765,0.01189168266374152,-0.051210064445358416,0.06310174710909994,0.0
d1_x_fusion,d1_vs_d0,pretrained_frozen,diagonal,on_vs_off,11,0.06059134901046642,0.023857208967503096,0.10539215686274506,0.0,-0.008333333333333415,0.008333333333333415,0.0,0.0,0.0,0.07710061588738071,0.06399201288907169,0.013108602998309016,0.142968857123269,0.12264300242241416,0.02032585470085485,0.045348136340783496,0.11545217445952749,-0.070104038118744,-0.11786196372212032
d1_x_fusion,d1_vs_d0,pretrained_frozen,dense,on_vs_off,11,0.08437185771744593,0.009482837424013874,0.06841677521824585,0.0,0.0,0.0,0.0,0.0,0.0,0.03899886877828057,0.051494726678549985,-0.012495857900269414,0.03076194638694635,-0.014091280451574706,0.044853226838521054,0.027602809771927417,0.06441365007541472,-0.0368108403034873,-0.08854509787649945
recurrence_x_fusion,original,dynamics_only,diagonal,on_vs_off,23,-0.06241830065359477,-0.04762843365784536,-0.012773664244252525,-0.015561868686868707,-0.030991333013391853,0.015429464326523146,-0.08531140020110606,-0.08998240321769746,0.004671003016591402,0.02217166003930715,-0.011721285250697044,0.033892945290004195,0.12167332259244013,0.05410796311531607,0.06756535947712405,-0.013118744001096916,-0.05400698158051093,0.04088823757941401,-0.4601931902194324
recurrence_x_fusion,original,dynamics_only,dense,on_vs_off,23,0.0759269733534439,-0.02240061817267694,0.03460438662644544,-3.770739064867801e-05,0.031542089446501165,-0.03157979683714984,-0.008616138763197778,0.08495317998994473,-0.0935693187531425,0.051248485991133186,0.09321466931761041,-0.041966183326477224,0.19586232803144554,0.1691956327985738,0.02666669523287174,0.11554201517436818,0.026896367521367592,0.08864564765300059,0.6037990465570127
recurrence_x_fusion,original,pretrained_trainable,diagonal,on_vs_off,23,0.007779291786644771,-0.05019910644910647,-0.0877382421500068,-0.017241704374057254,0.040759832487773595,-0.05800153686183085,0.04903631907308381,-0.05769459298871077,0.10673091206179458,0.006262569130216278,0.029600587321175653,-0.023338018190959375,0.034134901046666055,0.04607086132821425,-0.011935960281548197,-0.050607746012157784,-0.051385175282234075,0.0007774292700762908,-0.36515493653956344
recurrence_x_fusion,original,pretrained_trainable,dense,on_vs_off,23,0.026551002102472687,-0.1100005998903058,-0.014144413592942884,-0.038214297956944976,0.06568441770647648,-0.10389871566342146,0.01267325403354802,-0.0455596690890811,0.05823292312262912,0.021205979478038484,0.012259329722565104,0.00894664975547338,0.11661453334247485,0.052452265871383574,0.06416226747109127,-0.012171345811051726,-0.09384398281457113,0.0816726370035194,0.7597144676470686
recurrence_x_fusion,original,pretrained_frozen,diagonal,on_vs_off,23,0.02768508044243362,-0.07728186845833906,0.024995857900269758,0.0,0.0,0.0,0.0,0.0,0.0,0.0347612150920974,0.028657045568810213,0.006104169523287184,0.09067884729649434,0.05670691644956338,0.03397193084693095,0.027004776269481945,-0.09762443438914026,0.1246292106586222,-0.3970504260510481
recurrence_x_fusion,original,pretrained_frozen,dense,on_vs_off,23,0.04544111933817818,-0.180074500662736,-0.003647904383198508,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011555029937385108,0.031063319850084592,-0.0322188228438231,0.11858974358974356,0.015127519539284262,0.1034622240504593,0.018224238996297548,-0.12881444535856312,0.14703868435486067,0.7394349450007465
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,diagonal,off,23,-0.0013747486173958379,-0.0301334898761369,0.04566679235796883,-0.016452991452991617,-0.04094265620000914,0.024489664747017525,-0.05064673888203297,0.028539781297134137,-0.07918652017916711,-0.009530828648475875,0.0143376639700169,-0.023868492618492776,-0.009530828648475875,0.0143376639700169,-0.023868492618492776,0.01678764454499737,-0.0009432560903148146,0.017730900635312186,-0.08546234333313546
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,dense,off,23,0.006967154577448675,0.027881473102061377,0.06799842314548193,0.0395610516934044,-0.008310623200329048,0.04787167489373345,-0.00561183097947815,0.1101684263448971,-0.11578025732437525,-0.05758732688879764,0.02517196855432141,-0.08275929544311905,-0.05758732688879764,0.02517196855432141,-0.08275929544311905,-0.006181155445861453,0.06027912038941469,-0.06646027583527614,-0.07679017039790947
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,diagonal,on,23,0.0688228438228437,-0.03270416266739801,-0.02929778554778545,-0.018132827140180163,0.030808509301156306,-0.04894133644133647,0.0837009803921569,0.06082759152612083,0.02287338886603607,-0.025439919557566748,0.0556595365418896,-0.08109945609945635,-0.09706925019424995,0.0063005621829150815,-0.10336981237716503,-0.020701357466063497,0.0016785502079620374,-0.022379907674025534,0.009575910346733538
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,dense,on,23,-0.04240881667352253,-0.05971850861556749,0.019249622926093612,0.0013844611271081053,0.02583170505964627,-0.024447243932538165,0.01567756181726765,-0.02034442273412873,0.03602198455139638,-0.08762983340189234,-0.055783371040723895,-0.03184646236116845,-0.13683512157776834,-0.09157139837286882,-0.04526372320489952,-0.13389451643128136,-0.06046122994652403,-0.07343328648475733,0.07912525069214649
recurrence_x_fusion,postencode_mask,dynamics_only,diagonal,on_vs_off,23,-0.025596748023218763,-0.14825203391379876,-0.025656165729695257,-0.015155228758169992,0.05435491795785918,-0.06951014671602918,-0.005743806846748023,-0.04489193404634573,0.039148127199597704,-0.03558792106586206,-0.034203459938753844,-0.0013844611271082163,0.0032022715846244942,-0.03380253325106253,0.03700480483568702,-0.04823032359797075,-0.08522727272727287,0.036996949129302126,-0.430140323169399
recurrence_x_fusion,postencode_mask,dynamics_only,dense,on_vs_off,23,0.10145930458430441,-0.04182021001873959,0.040381473102061305,-0.001882227249874413,0.023639105992047327,-0.02552133324192174,0.02090931943873109,0.11396687462863947,-0.09305755518990838,-0.055401298048356695,0.04514574477809796,-0.10054704282645466,0.021285822021116174,0.0766154188948307,-0.055329596873714526,0.047054967091731736,0.0679317210567209,-0.02087675396498917,0.2347143962273508
recurrence_x_fusion,postencode_mask,pretrained_trainable,diagonal,on_vs_off,23,-0.015505593262946205,-0.03889645893322352,-0.012525423922482848,-0.029692713332418963,0.046381661639014415,-0.07607437497143338,0.04106363407834013,-0.053278686183097945,0.09434232026143807,0.037777806343982645,-0.002903469079939769,0.040681275423922414,0.03117929864253377,0.0590796254399194,-0.027900326797385633,-0.05632355797796973,-0.02807315233785812,-0.02825040564011161,-0.3222930965947143
recurrence_x_fusion,postencode_mask,pretrained_trainable,dense,on_vs_off,23,0.1396173271173271,0.06810997417615072,0.14378999268705145,-0.003532925407925269,0.03548422574157867,-0.03901715114950394,0.009658091091914622,-0.03920283148224324,0.04886092257415786,0.04205916632387208,0.11737153777594944,-0.07531237145207736,0.11808826386032267,0.13882075848987618,-0.02073249462955351,0.06672294209058927,0.04973004936240233,0.016992892728186937,0.3747637290045227
recurrence_x_fusion,postencode_mask,pretrained_frozen,diagonal,on_vs_off,23,-0.016495412267471143,-0.06914121417797897,0.018446484071484304,0.0,0.0,0.0,0.0,0.0,0.0,-0.015577865761689402,-0.008072238219296812,-0.00750562754239259,-0.06902652086475625,0.013380124777183755,-0.08240664564194,-0.03731617647058838,-0.056524664061428975,0.019208487590840595,-0.29785631989015443
recurrence_x_fusion,postencode_mask,pretrained_frozen,dense,on_vs_off,23,0.010828020019196416,-0.03552007632889992,0.04771527492115735,0.0,0.0,0.0,0.0,0.0,0.0,-0.07065993646876012,-0.0523061497326201,-0.01835378673614002,-0.04350618744001106,-0.05274735476941361,0.009241167329402555,-0.033355043649161364,0.014923271173270802,-0.04827831482243217,0.37108847584640214
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,diagonal,off,23,0.08366013071895395,-0.005458144796380293,0.013485391242744116,-0.0024305555555557135,-0.0024261277937747128,-4.427761781000683e-06,-0.022927664655605695,0.08639834430275595,-0.10932600895836164,0.018225238813474154,0.047384335435806224,-0.02915909662233207,0.018225238813474154,0.047384335435806224,-0.02915909662233207,0.09935997417615061,0.03861293934823329,0.06074703482791732,-0.07872918309679061
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,dense,off,23,0.024936868686868563,0.05077742927007617,-0.027972313634078372,-0.012924493806846682,0.003063154166095483,-0.015987647972942165,0.00607717445952749,0.1158676699117876,-0.1097904954522601,-0.05687688536953239,0.012151492298551392,-0.06902837766808378,-0.05687688536953239,0.012151492298551392,-0.06902837766808378,0.008925653594771266,0.038063754056400945,-0.02913810046162968,-0.17496869054531272
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,diagonal,on,23,0.09375128547922651,0.10389743018419495,0.026616133049956525,-0.016968040129804685,-0.01039938411261948,-0.006568656017185204,0.023879776269482456,0.07801159216600373,-0.054131815896521274,0.09159096622331886,0.0786843262946203,0.01290663992869856,0.04620226587138343,0.14026649412678815,-0.09406422825540472,0.09126673979615163,0.09576705973764804,-0.004500319941496411,0.029118043477894123
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,dense,on,23,0.06309489121989126,0.16070761346496648,0.07543620595091177,-0.014575191964897538,0.014908273915626824,-0.029483465880524362,-0.005174053887288976,-0.03730203619909511,0.032127982311806136,0.04058357900269638,0.08437728529640287,-0.04379370629370649,0.039925556469674106,0.07435683189359688,-0.03443127542392277,0.028593628593628795,0.019862082362082367,0.008731546231546428,-0.03491935776814081
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,off,23,-0.02132981397687278,-0.0777170745920745,-0.00337066936331637,0.0031249999999998224,-0.00790155514420221,0.011026555144202033,-0.05615887380593265,-0.06728855295031766,0.011129679144385007,0.01860959710224419,-0.000792712189771172,0.019402309292015363,0.01860959710224419,-0.000792712189771172,0.019402309292015363,-0.029037833081950737,0.0013189016865488012,-0.030356734768499538,-0.010392526025829074
