contrast,variant,l1_init,topology,fusion,seed,delta_native_test_ba,delta_window_test_ba,delta_output_lif_test_ba,delta_l1_pre_valid_fixed250_ba,delta_l1_pre_valid_whole_ba,delta_l1_pre_valid_temporal_gap,delta_l1_comm_valid_fixed250_ba,delta_l1_comm_valid_whole_ba,delta_l1_comm_valid_temporal_gap,delta_rsnn_comm_valid_fixed250_ba,delta_rsnn_comm_valid_whole_ba,delta_rsnn_comm_valid_temporal_gap,delta_readout_comm_valid_fixed250_ba,delta_readout_comm_valid_whole_ba,delta_readout_comm_valid_temporal_gap,delta_readout_pre_valid_fixed250_ba,delta_readout_pre_valid_whole_ba,delta_readout_pre_valid_temporal_gap,delta_recurrent_to_external_abs_ratio
dense_minus_ff,original,dynamics_only,dense_vs_ff,off,11,-0.08421345811051689,-0.23257575757575769,-0.07494658119658126,0.012582984825631804,-0.008333333333333304,0.020916318158965108,-0.07596225261666434,-0.05718640020110616,-0.01877585241555818,-0.12428041729512329,-0.10312685680332745,-0.021153560491795842,-0.12428041729512329,-0.10312685680332745,-0.021153560491795842,-0.11173985328397101,-0.01945572809543411,-0.0922841251885369,1.390799790929684
dense_minus_diagonal,original,dynamics_only,dense_vs_diagonal,off,11,-0.03010178138854608,-0.053878862150921,-0.020883895516248474,0.029450757575757436,-0.008441742081447878,0.037892499657205314,-0.004345491110196997,-0.022184514831573632,0.017839023721376635,-0.02540221216691818,-0.033870663650075405,0.008468451483157224,-0.02540221216691818,-0.033870663650075405,0.008468451483157224,-0.05667763608940074,0.009830345308286415,-0.06650798139768715,0.8199145358616531
diagonal_minus_ff,original,pretrained_trainable,diagonal_vs_ff,off,11,-0.055580979478038195,-0.1748645961881256,-0.051899509803921495,0.004757130124777298,-0.006761906394259221,0.011519036519036518,-0.021538775766717033,0.004965092097445112,-0.026503867864162145,-0.03826486013986008,-0.08540066959184622,0.047135809451986144,-0.03826486013986008,-0.08540066959184622,0.047135809451986144,0.01852661227661223,0.020673076923077016,-0.002146464646464785,0.5153408555274588
dense_minus_ff,original,pretrained_trainable,dense_vs_ff,off,11,-0.09022464463640928,-0.16621046437222914,-0.12124311554458606,0.0342443096119569,-0.005600832990538818,0.03984514260249572,-0.05029380341880363,-0.019381313131313194,-0.030912490287490435,-0.12797074249280138,-0.12724987430869789,-0.0007208681841034958,-0.12797074249280138,-0.12724987430869789,-0.0007208681841034958,-0.1154330351021528,-0.043656017185428886,-0.07177701791672392,1.4356711639450983
dense_minus_diagonal,original,pretrained_trainable,dense_vs_diagonal,off,11,-0.034643665158371084,0.00865413181589647,-0.06934360574066456,0.029487179487179604,0.001161073403720403,0.0283261060834592,-0.028755027652086596,-0.024346405228758305,-0.00440862242332829,-0.0897058823529413,-0.04184920471685166,-0.04785667763608964,-0.0897058823529413,-0.04184920471685166,-0.04785667763608964,-0.13395964737876503,-0.0643290941085059,-0.06963055327025913,0.9203303084176395
diagonal_minus_ff,original,pretrained_frozen,diagonal_vs_ff,off,11,-0.06991421568627448,-0.15996917706476532,-0.01299333836098543,0.0,0.0,0.0,0.0,0.0,0.0,0.021901709401709435,-0.02553733031674199,0.047439039718451426,0.021901709401709435,-0.02553733031674199,0.047439039718451426,-0.0010602346999406542,0.04524472667855017,-0.04630496137849083,0.464152664222936
dense_minus_ff,original,pretrained_frozen,dense_vs_ff,off,11,-0.18232123268887973,-0.22965157799716626,-0.1154361773847068,0.0,0.008333333333333415,-0.008333333333333415,0.0,0.0,0.0,-0.11484699940582299,-0.1473620537958774,0.03251505439005442,-0.11484699940582299,-0.1473620537958774,0.03251505439005442,-0.12380721810868878,-0.0400839560766032,-0.08372326203208558,1.8273976306357216
dense_minus_diagonal,original,pretrained_frozen,dense_vs_diagonal,off,11,-0.11240701700260525,-0.06968240093240094,-0.10244283902372137,0.0,0.008333333333333415,-0.008333333333333415,0.0,0.0,0.0,-0.13674870880753243,-0.12182472347913542,-0.014923985328397005,-0.13674870880753243,-0.12182472347913542,-0.014923985328397005,-0.12274698340874812,-0.08532868275515337,-0.03741830065359475,1.3632449664127857
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,ff,on,11,0.05979706567941867,0.017609351432880838,0.051923076923076905,-0.01737210910005027,0.053684611956670736,-0.071056721056721,0.0012694821518350885,0.1909449414964121,-0.18967545934457702,0.04487750811280222,0.05301416312445728,-0.008136655011655058,0.03540852529823113,0.042167289409936304,-0.006758764111705173,0.0004851969925500077,0.028972844965491962,-0.028487647972941954,0.0
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,ff,on,11,0.017929292929293017,0.0011846405228757018,0.028817587641117137,-0.001810240413181563,0.01240973079208374,-0.014219971205265303,0.016611676721970725,0.10253453654188949,-0.08592285981991876,-0.02018416632387221,-0.05852244161067682,0.03833827528680461,0.027873617395676287,0.04069670117464219,-0.012823083778965905,-0.024719051373463086,0.007873988756341599,-0.032593040129804685,0.0
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,ff,on,11,0.041867772750125654,0.016424710910005136,0.023105489281959768,-0.015561868686868707,0.041274881164586996,-0.0568367498514557,-0.015342194570135637,0.08841040495452263,-0.10375259952465826,0.06506167443667443,0.1115366047351341,-0.04647493029845967,0.007534907902554844,0.0014705882352941124,0.006064319667260731,0.025204248366013093,0.021098856209150363,0.0041053921568627305,0.0
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,diagonal,on,11,0.05252696649755478,0.01551659125188537,0.06489941839206559,0.009841628959275761,0.09504776269482151,-0.08520613373554575,0.022695707070707116,0.0940390899949724,-0.07134338292426529,0.019947495315142394,0.02657271241830078,-0.006625217103158387,0.00843102975455906,0.024650206819324394,-0.016219177064765333,0.03434957607751721,0.08026332327802921,-0.045913747200512,0.00894224126455076
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,diagonal,on,11,-0.010559069198775028,0.008135369532428355,0.023789935554641484,0.014949123588829272,0.036210664335664444,-0.021261540746835172,0.012183200786141879,0.08368555464143701,-0.07150235385529513,0.007877702362996564,-0.00800782142693901,0.015885523789935574,0.02443910256410259,-0.0017622491887197,0.02620135175282229,0.05415981077745785,0.044768099547511264,0.009391711229946587,0.010859780426741933
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,diagonal,on,11,0.06308603569632981,0.007381221719457015,0.041109482837424105,-0.005107494629553511,0.05883709835915707,-0.06394459298871058,0.010512506284565237,0.010353535353535392,0.00015897093102984483,0.01206979295214583,0.03458053384523979,-0.02251074089309396,-0.016008072809543528,0.026412456008044094,-0.04242052881758762,-0.019810234699940643,0.035495223730517944,-0.05530545843045859,-0.001917539162191173
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,dense,on,11,0.023026360894007947,-0.010969422734128653,0.03141468417203719,-0.01484885620915044,0.010592348827643039,-0.02544120503679348,0.018272087389734404,0.04574720622514733,-0.027475118835412926,0.06468959961607024,0.06719585561497315,-0.0025062559989029176,0.005451574569221629,0.024134301156359894,-0.018682726587138265,0.02142693907399784,0.0699550653594771,-0.048528126285479256,-0.22462200535201582
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,dense,on,11,-0.06667480803510212,0.0809206316559258,-0.03716077631518799,-0.015191650669591938,-0.017312120069472914,0.0021204693998809754,0.016361579596873566,0.035740893093834214,-0.01937931349696065,0.03333119086795555,0.03184646236116817,0.0014847285067873806,0.019062371452077342,0.00021967411673290416,0.018842697335344438,-0.020717068878833567,0.020619658119658102,-0.04133672699849167,0.10225401309468252
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,dense,on,11,0.08970116892911006,-0.09189005439005446,0.06857546048722518,0.00034279446044149786,0.027904468897115953,-0.027561674436674455,0.0019105077928608383,0.010006313131313116,-0.008095805338452278,0.031358408748114686,0.035349393253804984,-0.003990984505690298,-0.013610796882855714,0.02391462703962699,-0.037525423922482704,0.04214400795283141,0.049335407239818996,-0.007191399286987588,-0.32687601844669834
diagonal_minus_ff,original,dynamics_only,diagonal_vs_ff,on,11,-0.09370343708578993,-0.2092584498834499,-0.08193501759678234,-0.016759364002010835,-0.023800933543580705,0.00704156954156987,0.004428475935828846,0.018848981900452477,-0.014420505964623631,-0.008908371040724061,-0.013507672882672905,0.004599301841948844,-0.09959935897435895,-0.06401200923259748,-0.035587349741761476,-0.1046364379084968,-0.11164401366607257,0.007007575757575768,0.15829255757196872
dense_minus_ff,original,dynamics_only,dense_vs_ff,on,11,-0.06970054047259922,-0.24097250788427263,-0.08470593948535132,0.013381410256410375,0.029721850861556653,-0.016340440605146278,0.00025009712509715953,0.06679364344805527,-0.06654354632295811,-0.1328158565290919,-0.1404194661547602,0.007603609625668306,-0.06702674368115535,-0.06238245006627369,-0.004644293614881667,-0.05169840372046253,-0.1407208396178985,0.08902243589743597,2.440010425707568
dense_minus_diagonal,original,dynamics_only,dense_vs_diagonal,on,11,0.024002896613190716,-0.03171405800082272,-0.002770921888568978,0.03014077425842121,0.05352278440513736,-0.023382010146716148,-0.004178378810731687,0.047944661547602796,-0.05212304035833448,-0.12390748548836783,-0.1269117932720873,0.003004307783719462,0.0325726152932036,0.0016295591663237907,0.03094305612687981,0.05293803418803428,-0.029076825951825924,0.0820148601398602,2.281717868135599
diagonal_minus_ff,original,pretrained_trainable,diagonal_vs_ff,on,11,-0.10097353626765382,-0.21135121006444538,-0.06895867612779366,0.010454374057315197,0.017562217194570073,-0.007107843137254877,0.025854700854700874,-0.07805686960098723,0.10391157045568811,-0.03383838383838389,-0.039949123588829405,0.006110739750445515,-0.12657685451803102,-0.08152909182320939,-0.045047762694821636,-0.0707720588235296,-0.060353535353535326,-0.010418523469994279,0.16723479883651948
dense_minus_ff,original,pretrained_trainable,dense_vs_ff,on,11,-0.10647124525800994,-0.2695512820512821,-0.10521433223639104,0.015904663147310205,-0.013370412267471043,0.02927507541478125,0.017252702362996475,-0.07840409182320951,0.09565679418620598,-0.11300376502582388,-0.12623777366424432,0.013234008638420447,-0.09698369441016486,-0.0804154383198501,-0.01656825609031476,-0.030756661639014693,-0.09973861922391336,0.06898195758489867,2.215388420355552
dense_minus_diagonal,original,pretrained_trainable,dense_vs_diagonal,on,11,-0.0054977089903561205,-0.05820007198683674,-0.03625565610859738,0.0054502890899950085,-0.030932629462041117,0.036382918552036125,-0.008601998491704399,-0.0003472222222222765,-0.008254776269482123,-0.07916538118743999,-0.08628865007541492,0.007123268887974932,0.029593160107866168,0.001113653503359291,0.028479506604506877,0.04001539718451491,-0.039385083870378035,0.07940048105489295,2.048153621519033
diagonal_minus_ff,original,pretrained_frozen,diagonal_vs_ff,on,11,-0.12219179921385798,-0.20230772087389726,-0.086962669683258,0.0,0.0,0.0,0.0,0.0,0.0,0.019153497646144713,0.03700694730106491,-0.017853449654920195,-0.10303387380593265,-0.10647095959595937,0.003437085790026717,-0.025757575757575868,-0.07474990287490291,0.04899232711732704,0.16915233799871066
dense_minus_ff,original,pretrained_frozen,dense_vs_ff,on,11,-0.15430464143699435,-0.16123651675122253,-0.15068430344165645,0.0,0.0,0.0,0.0,0.0,0.0,-0.07930049933726413,-0.050050562182915204,-0.029249937154348926,-0.0758379896247543,-0.10285947712418297,0.027021487499428676,-0.04769642122583301,-0.127975170254582,0.08027874902874899,2.5422644388022504
dense_minus_diagonal,original,pretrained_frozen,dense_vs_diagonal,on,11,-0.03211284222313637,0.04107120412267473,-0.06372163375839845,0.0,0.0,0.0,0.0,0.0,0.0,-0.09845399698340884,-0.08705750948398011,-0.011396487499428731,0.027195884181178354,0.003611482471776395,0.02358440170940196,-0.02193884546825714,-0.053225267379679086,0.03128642191142195,2.3731121008035396
fusion_on_minus_off,original,dynamics_only,ff,on_vs_off,11,0.006177441839206543,-0.026319758672699922,0.01622017688194155,0.022521738882033016,0.01234702797202808,0.010174710910004936,-0.008777680652680697,-0.10939599616070211,0.10061831550802142,-0.004665289775583892,-0.04807692307692313,0.043411633301339236,-0.0397124525800997,-0.03409090909090906,-0.005621543489190639,-0.025451203208556206,0.05589777869189638,-0.08134898190045259,0.0
fusion_on_minus_off,original,dynamics_only,diagonal,on_vs_off,11,-0.033414318524612574,-0.056881313131313144,-0.011652155034508005,0.022630147630147812,-0.0115623143196672,0.03419246194981501,0.06726755678961549,-0.05554512889071711,0.1228126856803326,0.08530454431189716,0.00767159719365601,0.07763294711824115,-0.04043360642625354,-0.028846725170254495,-0.011586881255999049,-0.07502542392248274,-0.026460161570455665,-0.04856526235202707,-0.4125926974960623
fusion_on_minus_off,original,dynamics_only,dense,on_vs_off,11,0.02069035947712422,-0.034716508981214866,0.006460818593171491,0.023320164312811587,0.05040221216691804,-0.02708204785410645,0.0674346690890808,0.014584047488459317,0.052850621600621484,-0.013200729009552492,-0.08536953242835588,0.07216880341880338,0.017541221033868237,0.0066534976461447015,0.010887723387723536,0.03459024635495228,-0.065367332830568,0.09995757918552028,1.0492106347778838
fusion_on_minus_off,original,pretrained_trainable,ff,on_vs_off,11,0.03423616824352127,-0.01612590840532019,0.023890774258421343,-0.005458430458430308,0.044380027652086596,-0.0498384581105169,-0.048901772247360586,0.026175927830339618,-0.0750777000777002,0.013919740390328617,-0.021740167512226405,0.03565990790255502,-0.030596405228758283,-0.018601027240733314,-0.011995377988024969,-0.03674928013163303,0.04124502948032366,-0.07799430961195669,0.0
fusion_on_minus_off,original,pretrained_trainable,diagonal,on_vs_off,11,-0.011156388546094353,-0.052612522281639956,0.006831607934549178,0.0002388134741075909,0.06870415124091589,-0.0684653377668083,-0.0015082956259426794,-0.05684603386809273,0.05533773824215005,0.018346216691804806,0.023711378490790413,-0.005365161798985607,-0.11890839960692923,-0.014729449472096479,-0.10417895013483275,-0.12604795123177487,-0.039781582796288684,-0.08626636843548618,-0.3481060566909393
fusion_on_minus_off,original,pretrained_trainable,dense,on_vs_off,11,0.01798956762192061,-0.11946672608437317,0.03991955756661636,-0.023798076923077005,0.03661044837515437,-0.060408525298231375,0.018644733534439517,-0.0328468508615567,0.051491584395996215,0.02888671785730612,-0.020728066867772843,0.049614784725078964,0.0003906428538782425,0.028233408748114475,-0.027842765894236232,0.04792709333150508,-0.014837572558160816,0.0627646658896659,0.7797172564104538
fusion_on_minus_off,original,pretrained_frozen,ff,on_vs_off,11,0.008793106403400586,-0.010017596782302796,0.02745697929521468,0.0,0.008333333333333415,-0.008333333333333415,0.0,0.0,0.0,-0.02617835595776774,-0.07759423991041631,0.05141588395264857,-0.013167735042735051,0.035610916860916775,-0.048778651903651826,-0.05784313725490198,0.08545251725398778,-0.14329565450888976,0.0
fusion_on_minus_off,original,pretrained_frozen,diagonal,on_vs_off,11,-0.04348447712418291,-0.05235614059143473,-0.04651235202705789,0.0,0.008333333333333415,-0.008333333333333415,0.0,0.0,0.0,-0.028926567713332463,-0.015049962292609409,-0.013876605420723054,-0.13810331825037714,-0.045322712418300604,-0.09278060583207653,-0.08254047831253719,-0.0345421122994653,-0.04799836601307189,-0.29500032622422534
fusion_on_minus_off,original,pretrained_frozen,dense,on_vs_off,11,0.03680969765528597,0.05839746446364094,-0.0077911467617349794,0.0,0.0,0.0,0.0,0.0,0.0,0.009368144110791121,0.0197172517025459,-0.01034910759175478,0.02584127473833364,0.08011349353261121,-0.05427221879427757,0.01826765962795379,-0.002438696923991013,0.020706356551944805,0.7148668081665288
pretrained_trainable_minus_dynamics_only,postencode_mask,pretrained_trainable_vs_dynamics_only,ff,off,11,-0.00205662393162398,0.042894013666072595,-0.015945512820512764,0.009090909090908927,-0.003557635175282292,0.01264854426619122,-0.01014457356369125,0.007585755747520517,-0.017730329311211768,0.012217194570135703,0.04449943438914028,-0.03228223981900458,0.012217194570135703,0.04449943438914028,-0.03228223981900458,0.0319585847159376,0.04187591411856123,-0.009917329402623631,0.0
pretrained_frozen_minus_dynamics_only,postencode_mask,pretrained_frozen_vs_dynamics_only,ff,off,11,-0.05050062274326983,0.03442584784496561,-0.03809046345811051,-0.014322238219297123,0.0049553795877324,-0.019277617807029523,-0.05361648155765808,-0.07128996412084632,0.017673482563188236,-0.036019984917043946,-0.013864750445632734,-0.02215523447141121,-0.036019984917043946,-0.013864750445632734,-0.02215523447141121,-0.003998268887974832,-0.020905034507975706,0.016906765620000874,0.0
pretrained_trainable_minus_frozen,postencode_mask,pretrained_trainable_vs_pretrained_frozen,ff,off,11,0.04844399881164585,0.008468165821106988,0.02214495063759775,0.02341314731020605,-0.008513014763014692,0.03192616207322074,0.04347190799396683,0.07887571986836683,-0.035403811874400004,0.04823717948717965,0.058364184834773014,-0.010127005347593365,0.04823717948717965,0.058364184834773014,-0.010127005347593365,0.03595685360391243,0.06278094862653694,-0.026824095022624506,0.0
pretrained_trainable_minus_dynamics_only,postencode_mask,pretrained_trainable_vs_dynamics_only,diagonal,off,11,0.07636532176973349,0.046283251062662845,-0.031612647972942054,0.01459747360482655,0.023068781708487585,-0.008471308103661035,0.05492867018602299,0.010460658622423236,0.04446801156359975,0.04595274007038719,0.09784967891585544,-0.051896938845468255,0.04595274007038719,0.09784967891585544,-0.051896938845468255,0.06179327208738972,0.07650572466748945,-0.014712452580099733,-0.06991101176851267
pretrained_frozen_minus_dynamics_only,postencode_mask,pretrained_frozen_vs_dynamics_only,diagonal,off,11,-0.005066644956350785,-0.024887877645230594,-0.027505970336852648,0.0008911227661226873,0.028393665158370995,-0.027502542392248308,0.007378365098953288,-0.02365981649069887,0.03103818158965216,-0.043558035102152726,0.031006758764111797,-0.07456479386626452,-0.043558035102152726,0.031006758764111797,-0.07456479386626452,0.025891408428173168,0.01231989007724299,0.013571518350930178,-0.00199606776017891
pretrained_trainable_minus_frozen,postencode_mask,pretrained_trainable_vs_pretrained_frozen,diagonal,off,11,0.08143196672608427,0.07117112870789344,-0.004106677636089406,0.013706350838703862,-0.005324883449883411,0.019031234288587273,0.0475503050870697,0.034120475113122106,0.013429829973947593,0.08951077517253991,0.06684292015174365,0.022667855020796268,0.08951077517253991,0.06684292015174365,0.022667855020796268,0.03590186365921655,0.06418583459024646,-0.02828397093102991,-0.06791494400833376
pretrained_trainable_minus_dynamics_only,postencode_mask,pretrained_trainable_vs_dynamics_only,dense,off,11,0.015518448055212852,-0.013931024041318213,0.02711975524475524,0.043509901046665744,0.11081516522692991,-0.06730526418026417,-0.006606934731934744,0.06403057726587136,-0.0706375119978061,0.03564605329311216,-0.03038401549430969,0.06603006878742185,0.03564605329311216,-0.03038401549430969,0.06603006878742185,0.02062937062937059,0.007185114721879493,0.013444255907491098,-0.45746781086987953
pretrained_frozen_minus_dynamics_only,postencode_mask,pretrained_frozen_vs_dynamics_only,dense,off,11,-0.08626008387037792,-0.020304572878102334,-0.04415535444947216,0.04258764111705293,0.0669761814982403,-0.024388540381187374,-0.03674428104575167,-0.003076008958361909,-0.03366827208738976,-0.023021933132227224,-0.08089020864756147,0.057868275515334244,-0.023021933132227224,-0.08089020864756147,0.057868275515334244,0.00012911924676628495,-0.09192276269482141,0.0920518819415877,-0.030316489835253257
pretrained_trainable_minus_frozen,postencode_mask,pretrained_trainable_vs_pretrained_frozen,dense,off,11,0.10177853192559078,0.006373548836784121,0.0712751096942274,0.000922259929612812,0.04383898372868961,-0.042916723799076795,0.030137346313816926,0.06710658622423327,-0.03696923991041634,0.05866798642533938,0.05050619315325178,0.008161793272087603,0.05866798642533938,0.05050619315325178,0.008161793272087603,0.020500251382604306,0.0991078774167009,-0.0786076260340966,-0.4271513210346263
diagonal_minus_ff,postencode_mask,dynamics_only,diagonal_vs_ff,off,11,-0.06676250628456509,-0.15027337858220208,-0.04745732208967496,-0.01521336098541981,-0.023438285570638595,0.008224924585218785,-0.06099484665661137,-0.047630147630147446,-0.013364699026463922,-0.04499277275012581,-0.08339146556058324,0.038398692810457435,-0.04499277275012581,-0.08339146556058324,0.038398692810457435,0.00013483248777357293,-0.024483094519859194,0.024617927007632767,0.5804694750116086
dense_minus_ff,postencode_mask,dynamics_only,dense_vs_ff,off,11,-0.1788867178573062,-0.2473303453082864,-0.15708713263860313,-0.056909879336350055,-0.062020801910507906,0.00511092257415785,-0.01687220051190641,-0.06821395516248441,0.051341754650578,-0.18282556903880448,-0.11797199940582298,-0.0648535696329815,-0.18282556903880448,-0.11797199940582298,-0.0648535696329815,-0.13941964897847253,-0.06659725078842732,-0.07282239819004521,2.143935985314006
dense_minus_diagonal,postencode_mask,dynamics_only,dense_vs_diagonal,off,11,-0.1121242115727411,-0.09705696672608433,-0.10962981054892817,-0.041696518350930245,-0.03858251633986931,-0.0031140020110609345,0.04412264614470496,-0.020583807532336962,0.06470645367704192,-0.13783279628867867,-0.034580533845239736,-0.10325226244343894,-0.13783279628867867,-0.034580533845239736,-0.10325226244343894,-0.1395544814662461,-0.042114156268568126,-0.09744032519767798,1.5634665103023972
diagonal_minus_ff,postencode_mask,pretrained_trainable,diagonal_vs_ff,off,11,0.011659439416792372,-0.14688414118561183,-0.06312445724210425,-0.009706796471502188,0.0031881313131312816,-0.01289492778463347,0.00407839709310287,-0.04475524475524473,0.0488336418483476,-0.011257227249874324,-0.030041221033868082,0.018783993783993758,-0.011257227249874324,-0.030041221033868082,0.018783993783993758,0.02996951985922569,0.010146716029069025,0.019822803830156666,0.510558463243096
dense_minus_ff,postencode_mask,pretrained_trainable,dense_vs_ff,off,11,-0.16131164587046937,-0.30415538301567724,-0.11402186457333513,-0.02249088738059324,0.0523519984917043,-0.07484288587229754,-0.013334561680149903,-0.011769133644133567,-0.0015654280360163364,-0.15939671031582803,-0.19285544928927295,0.033458738973444924,-0.15939671031582803,-0.19285544928927295,0.033458738973444924,-0.15074886306503954,-0.10128805018510906,-0.04946081287993048,1.6864681744441263
dense_minus_diagonal,postencode_mask,pretrained_trainable,dense_vs_diagonal,off,11,-0.17297108528726174,-0.15727124183006538,-0.05089740733123088,-0.01278409090909105,0.04916386717857302,-0.06194795808766407,-0.017412958773252774,0.03298611111111116,-0.050399069884363934,-0.1481394830659537,-0.16281422825540487,0.014674745189451166,-0.1481394830659537,-0.16281422825540487,0.014674745189451166,-0.18071838292426523,-0.11143476621417808,-0.06928361671008715,1.1759097112010304
diagonal_minus_ff,postencode_mask,pretrained_frozen,diagonal_vs_ff,off,11,-0.02132852849764605,-0.20958710407239828,-0.03687282896841709,0.0,0.0,0.0,0.0,0.0,0.0,-0.05253082293523459,-0.03851995635083871,-0.014010866584395876,-0.05253082293523459,-0.03851995635083871,-0.014010866584395876,0.030024509803921573,0.008741830065359502,0.02128267973856207,0.5784734072514297
