coding,l2_mem_shift,seed,layer,cap_hit_fraction,communication_cap,count,dead_neuron_fraction,large_event_fraction_ge_4,mean_count_per_neuron_step,mean_events_per_neuron_s,multi_event_fraction_ge_2,nonzero_communication_fraction,shift,start,stop
binary,2,23,l2,0.3893696292290127,1,43,0.0,0.0,0.3893696292290127,24.919656270656812,0.0,0.3893696292290127,3,43,86
binary,2,23,l2,0.39692187657303935,1,42,0.0,0.0,0.39692187657303935,25.403000100674518,0.0,0.39692187657303935,4,86,128
binary,2,37,l1,0.011614249580717943,1,43,0.04651162773370743,0.0,0.011614249580717943,0.7433119731659483,0.0,0.011614249580717943,2,0,43
binary,2,37,l1,0.035128188319102326,1,43,0.04651162773370743,0.0,0.035128188319102326,2.248204052422549,0.0,0.035128188319102326,3,43,86
binary,2,37,l1,0.11622174122174123,1,42,0.02380952425301075,0.0,0.11622174122174123,7.4381914381914385,0.0,0.11622174122174123,4,86,128
binary,2,37,l2,0.3868129646928998,1,43,0.0,0.0,0.3868129646928998,24.756029740345586,0.0,0.3868129646928998,2,0,43
binary,2,37,l2,0.3836417173356059,1,43,0.0,0.0,0.3836417173356059,24.55306990947878,0.0,0.3836417173356059,3,43,86
binary,2,37,l2,0.399912748749958,1,42,0.0,0.0,0.399912748749958,25.594415919997314,0.0,0.399912748749958,4,86,128
binary,3,11,l1,0.015236191006877864,1,43,0.04651162773370743,0.0,0.015236191006877864,0.9751162244401833,0.0,0.015236191006877864,2,0,43
binary,3,11,l1,0.039632397528557614,1,43,0.023255813866853714,0.0,0.039632397528557614,2.5364734418276873,0.0,0.039632397528557614,3,43,86
binary,3,11,l1,0.13657197668825577,1,42,0.02380952425301075,0.0,0.13657197668825577,8.74060650804837,0.0,0.13657197668825577,4,86,128
binary,3,11,l2,0.36689911554703336,1,43,0.0,0.0,0.36689911554703336,23.481543395010135,0.0,0.36689911554703336,2,0,43
binary,3,11,l2,0.3935009915269515,1,43,0.0,0.0,0.3935009915269515,25.184063457724896,0.0,0.3935009915269515,3,43,86
binary,3,11,l2,0.39068425114936745,1,42,0.0,0.0,0.39068425114936745,25.003792073559516,0.0,0.39068425114936745,4,86,128
binary,3,23,l1,0.01327225745830397,1,43,0.04651162773370743,0.0,0.01327225745830397,0.8494244773314541,0.0,0.01327225745830397,2,0,43
binary,3,23,l1,0.04709070149848949,1,43,0.04651162773370743,0.0,0.04709070149848949,3.0138048959033275,0.0,0.04709070149848949,3,43,86
binary,3,23,l1,0.11743123371030348,1,42,0.0,0.0,0.11743123371030348,7.515598957459423,0.0,0.11743123371030348,4,86,128
binary,3,23,l2,0.3821858389192083,1,43,0.0,0.0,0.3821858389192083,24.459893690829333,0.0,0.3821858389192083,2,0,43
binary,3,23,l2,0.390619280965414,1,43,0.0,0.0,0.390619280965414,24.999633981786495,0.0,0.390619280965414,3,43,86
binary,3,23,l2,0.3967820508518183,1,42,0.0,0.0,0.3967820508518183,25.39405125451637,0.0,0.3967820508518183,4,86,128
binary,3,37,l1,0.00840203003534534,1,43,0.04651162773370743,0.0,0.00840203003534534,0.5377299222621018,0.0,0.00840203003534534,2,0,43
binary,3,37,l1,0.031227636014007024,1,43,0.09302325546741486,0.0,0.031227636014007024,1.9985687048964496,0.0,0.031227636014007024,3,43,86
binary,3,37,l1,0.10628292895734756,1,42,0.0476190485060215,0.0,0.10628292895734756,6.802107453270244,0.0,0.10628292895734756,4,86,128
binary,3,37,l2,0.3509377168111619,1,43,0.0,0.0,0.3509377168111619,22.460013875914363,0.0,0.3509377168111619,2,0,43
binary,3,37,l2,0.355824333109352,1,43,0.0,0.0,0.355824333109352,22.77275731899853,0.0,0.355824333109352,3,43,86
binary,3,37,l2,0.36756826291710015,1,42,0.0,0.0,0.36756826291710015,23.52436882669441,0.0,0.36756826291710015,4,86,128
weighted31,1,11,l1,0.0,31,43,0.023255813866853714,0.0,0.01528126041376447,0.9780006664809261,6.692124052859585e-05,0.015214339173235874,2,0,43
weighted31,1,11,l1,0.0,31,43,0.023255813866853714,0.0,0.055518680586284695,3.5531955575222205,0.00035099507787447217,0.055167685508410225,3,43,86
weighted31,1,11,l1,0.0,31,42,0.02380952425301075,1.6779086546528407e-05,0.2038840788840789,13.048581048581049,0.007718379811403067,0.19576160273834692,4,86,128
weighted31,1,11,l2,6.692124052859585e-05,31,43,0.023255813866853714,0.20529114836848747,1.9968232896842957,127.79669053979492,0.4176021982944644,0.5685710539685661,2,0,43
weighted31,1,11,l2,0.0006487263112465925,31,43,0.0,0.4008336474534419,3.623932674500549,231.93169116803514,0.5901155961999661,0.6804920486640336,3,43,86
weighted31,1,11,l2,0.012661219056567894,31,42,0.0,0.5334421177444433,6.152492533306487,393.75952213161514,0.6427788404532591,0.6945451189637236,4,86,128
weighted31,1,23,l1,0.0,31,43,0.04651162773370743,0.0,0.013202604738570125,0.844966703268488,3.824070887348334e-05,0.013164364029696642,2,0,43
weighted31,1,23,l1,0.0,31,43,0.06976744532585144,0.0,0.05234606748938821,3.3501483193208452,0.00010652768900470361,0.0522395398003835,3,43,86
weighted31,1,23,l1,0.0,31,42,0.02380952425301075,0.0,0.10549710840408515,6.751814937861449,0.0009256462744834838,0.10454629349978187,4,86,128
weighted31,1,23,l2,0.0,31,43,0.0,0.049422019000169355,0.8317873161031625,53.2343882306024,0.20502482914597572,0.42668846387072457,2,0,43
weighted31,1,23,l2,0.0,31,43,0.0,0.16789856378823387,1.693798449612403,108.40310077519379,0.38677062676521845,0.5608792085265855,3,43,86
weighted31,1,23,l2,0.00036774164681141426,31,42,0.0,0.31010408626687697,2.865251350716467,183.3760864458539,0.5060013199548083,0.6243344295669877,4,86,128
weighted31,1,37,l1,0.0,31,43,0.023255813866853714,0.0,0.01874750752522521,1.1998404816144135,7.101845933646906e-05,0.01867648906588874,2,0,43
weighted31,1,37,l1,0.0,31,43,0.09302325546741486,0.0,0.05595162004031663,3.5809036825802645,0.00037557839072171144,0.055573310170389675,3,43,86
weighted31,1,37,l1,0.0,31,42,0.0476190485060215,1.3982572122107005e-06,0.1819216528518854,11.642985782520666,0.005425237983377519,0.1762615076568565,4,86,128
weighted31,1,37,l2,9.423603258108396e-05,31,43,0.0,0.2565651102698155,2.428808091733998,155.44371787097586,0.49427755106500376,0.648419019836002,2,0,43
weighted31,1,37,l2,0.0002553933056907638,31,43,0.0,0.3838083375671261,3.435115077218917,219.8473649420107,0.5691392016432579,0.661945304860394,3,43,86
weighted31,1,37,l2,0.01520604718279137,31,42,0.0,0.5545250399901562,6.3756655704330125,408.0425965077128,0.6678887434701388,0.7169479960177635,4,86,128
weighted31,2,11,l1,0.0,31,43,0.04651162773370743,0.0,0.016350634522619378,1.0464406094476402,7.101845933646906e-05,0.01627961606328291,2,0,43
weighted31,2,11,l1,0.0,31,43,0.023255813866853714,0.0,0.05608136530256595,3.589207379364221,0.0004124533599925704,0.055664814723765506,3,43,86
weighted31,2,11,l1,0.0,31,42,0.0,4.194771636632102e-06,0.20436647762229157,13.07945456782666,0.00724437061646364,0.19678652527489737,4,86,128
weighted31,2,11,l2,3.960644847610775e-05,31,43,0.0,0.22334212869637424,2.1354171788190177,136.66669944441713,0.457718067642351,0.6083127106653337,2,0,43
weighted31,2,11,l2,0.0005913652479363675,31,43,0.0,0.4006110318982142,3.528238032023862,225.80723404952718,0.5905826791440637,0.6744950860689097,3,43,86
weighted31,2,11,l2,0.01708111010436592,31,42,0.0,0.5429544615591128,6.4681379129053544,413.9608264259427,0.648306151213128,0.6951533608510353,4,86,128
weighted31,2,23,l1,0.0,31,43,0.06976744532585144,0.0,0.013613692358960072,0.8712763109734446,4.233792768135656e-05,0.013571354431278715,2,0,43
weighted31,2,23,l1,0.0,31,43,0.06976744532585144,0.0,0.053897547677969525,3.4494430513900496,0.0001051619494020792,0.05379238572856745,3,43,86
weighted31,2,23,l1,0.0,31,42,0.02380952425301075,0.0,0.1063794087049901,6.808282157119367,0.0009689922480620155,0.10538804434153272,4,86,128
weighted31,2,23,l2,0.0,31,43,0.0,0.050102157322276304,0.8745841322910008,55.973384466624054,0.21876007232956934,0.4529611966064102,2,0,43
weighted31,2,23,l2,0.0,31,43,0.0,0.18362778679165914,1.8184426744459194,116.38033116453884,0.4123823415332339,0.5853355075907807,3,43,86
weighted31,2,23,l2,0.0006823495195588219,31,42,0.0,0.30436703692517647,2.866200767363558,183.43684911126772,0.49416367439623254,0.6076546192825263,4,86,128
weighted31,2,37,l1,0.0,31,43,0.023255813866853714,0.0,0.019084845207073438,1.2214300932527,9.013881377321075e-05,0.01899470639330023,2,0,43
weighted31,2,37,l1,0.0,31,43,0.06976744532585144,0.0,0.05758094738624755,3.685180632719843,0.00039743022436370193,0.0571807856826786,3,43,86
weighted31,2,37,l1,0.0,31,42,0.0476190485060215,1.3982572122107005e-06,0.18290322941485732,11.705806682550868,0.005802767430674407,0.1768515722004094,4,86,128
weighted31,2,37,l2,5.872680291284943e-05,31,43,0.0,0.26216327690097296,2.4288804759329365,155.44835045970794,0.5080920071455496,0.6547546858525766,2,0,43
weighted31,2,37,l2,0.00020076372158578756,31,43,0.0,0.4009538325384729,3.5331970325209916,226.12461008134346,0.5885327040005245,0.6767499221528427,3,43,86
weighted31,2,37,l2,0.0197573744085372,31,42,0.0,0.5664731478684967,6.794944181572088,434.87642762061364,0.6716780205152298,0.7162656464982047,4,86,128
weighted31,3,11,l1,0.0,31,43,0.06976744532585144,0.0,0.01598734778832129,1.0231902584525625,6.965271973384467e-05,0.015917695068587444,2,0,43
weighted31,3,11,l1,0.0,31,43,0.04651162773370743,0.0,0.05336627497254864,3.4154415982431128,0.00037694413032433584,0.05298523362341642,3,43,86
weighted31,3,11,l1,0.0,31,42,0.02380952425301075,2.796514424421401e-06,0.1989747978120071,12.734387059968455,0.006106189245724129,0.19261552401087284,4,86,128
weighted31,3,11,l2,3.141201086036132e-05,31,43,0.0,0.19917263494873014,1.9571116792587857,125.25514747256229,0.4366201222610092,0.5949626060496801,2,0,43
weighted31,3,11,l2,0.00016252301271230422,31,43,0.0,0.3431611955138186,2.9812128860262987,190.79762470568312,0.5475864649742421,0.6416381227089718,3,43,86
weighted31,3,11,l2,0.017619439131067036,31,42,0.0,0.5175830844435496,6.176708949964764,395.3093727977449,0.6272511941116592,0.6765201852411155,4,86,128
weighted31,3,23,l1,0.0,31,43,0.06976744532585144,0.0,0.014377140796827113,0.9201370109969352,6.145828211809823e-05,0.014315682514709015,2,0,43
weighted31,3,23,l1,0.0,31,43,0.06976744532585144,0.0,0.05613189766786306,3.5924414507432356,0.0001297452622493185,0.056002152405613737,3,43,86
weighted31,3,23,l1,0.0,31,42,0.02380952425301075,0.0,0.11510453370918487,7.366690157387832,0.0011521639428616172,0.11391601507880578,4,86,128
weighted31,3,23,l2,0.0,31,43,0.0,0.06667950461893134,1.0251091225942497,65.60698384603198,0.2593334644443352,0.49627699384324586,2,0,43
weighted31,3,23,l2,0.0,31,43,0.0,0.21344461379615517,2.0213069035405433,129.36364182659477,0.4470953450131384,0.6055921573769059,3,43,86
weighted31,3,23,l2,0.0020092956139467766,31,42,0.0,0.3291203843529425,3.175924527668714,203.25916977079768,0.5089810060740293,0.6088095797398123,4,86,128
weighted31,3,37,l1,0.0,31,43,0.04651162773370743,0.0,0.01840334114536386,1.177813833303287,9.013881377321075e-05,0.018313202331590648,2,0,43
weighted31,3,37,l1,0.0,31,43,0.09302325546741486,0.0,0.056861202615664484,3.639116967402527,0.00040289318277419956,0.056454212214082415,3,43,86
weighted31,3,37,l1,0.0,31,42,0.0476190485060215,4.194771636632102e-06,0.1913039587458192,12.24345335973243,0.006027886841840331,0.1850187925769321,4,86,128
weighted31,3,37,l2,6.145828211809823e-05,31,43,0.0,0.2733746332989167,2.4884144309509373,159.25852358086,0.5266728944392546,0.6663211345472027,2,0,43
weighted31,3,37,l2,0.00027178218092225665,31,43,0.0,0.3744516555495463,3.3029306040393114,211.38755865851593,0.5690504285690873,0.6614591015618598,3,43,86
weighted31,3,37,l2,0.030287649473695985,31,42,0.0,0.5614548027338725,7.240451301497813,463.38888329586,0.6598851191874447,0.7020761323086905,4,86,128
