coding,l2_mem_shift,layer,shift,mean_count_per_neuron_step_count,mean_count_per_neuron_step_mean,mean_count_per_neuron_step_std,mean_events_per_neuron_s_count,mean_events_per_neuron_s_mean,mean_events_per_neuron_s_std,nonzero_communication_fraction_count,nonzero_communication_fraction_mean,nonzero_communication_fraction_std,multi_event_fraction_ge_2_count,multi_event_fraction_ge_2_mean,multi_event_fraction_ge_2_std,large_event_fraction_ge_4_count,large_event_fraction_ge_4_mean,large_event_fraction_ge_4_std,cap_hit_fraction_count,cap_hit_fraction_mean,cap_hit_fraction_std,dead_neuron_fraction_count,dead_neuron_fraction_mean,dead_neuron_fraction_std
binary,3,l2,2,3,0.3666742237591345,0.015625274911406934,3,23.467150320584608,1.0000175943300438,3,0.3666742237591345,0.015625274911406934,3,0.0,0.0,3,0.0,0.0,3,0.3666742237591345,0.015625274911406934,3,0.0,0.0
binary,3,l2,3,3,0.3799815352005725,0.020970309334799268,3,24.31881825283664,1.3420997974271531,3,0.3799815352005725,0.020970309334799268,3,0.0,0.0,3,0.0,0.0,3,0.3799815352005725,0.020970309334799268,3,0.0,0.0
binary,3,l2,4,3,0.3850115216394286,0.015410913225483066,3,24.64073738492343,0.9862984464309162,3,0.3850115216394286,0.015410913225483066,3,0.0,0.0,3,0.0,0.0,3,0.3850115216394286,0.015410913225483066,3,0.0,0.0
weighted31,1,l1,2,3,0.015743790892519937,0.0028012385762724956,3,1.007602617121276,0.17927926888143972,3,0.015685064089607084,0.0027860486470669263,3,5.872680291284942e-05,1.7859362733093534e-05,3,0.0,0.0,3,0.0,0.0,3,0.03100775182247162,0.013426750396251824
weighted31,1,l1,3,3,0.05460545603866318,0.0019686255624573492,3,3.4947491864744435,0.12599203599727035,3,0.0543268451597278,0.0018190012613965032,3,0.00027770038586696243,0.00014874862665235054,3,0.0,0.0,3,0.0,0.0,3,0.06201550488670667,0.03552384287068283
weighted31,1,l1,4,3,0.16376761338001647,0.05164470787909853,3,10.481127256321054,3.305261304262306,3,0.15885646796499509,0.048033943361733444,3,0.00468975468975469,0.0034555765050562435,3,6.059114586246369e-06,9.310055312929115e-06,3,0.0,0.0,3,0.031746032337347664,0.013746435236752681
weighted31,1,l2,2,3,1.7524728991738188,0.8260745574438759,3,112.1582655471244,52.86877167640806,3,0.5478928458917642,0.11230227548504258,3,0.3723015261684813,0.14985291940997014,3,0.17042609254615745,0.10788301142120052,3,5.371909103655994e-05,4.848535884742246e-05,3,0.007751937955617905,0.013426750396251824
weighted31,1,l2,3,3,2.9176154004439567,1.0640530851972483,3,186.72738562841323,68.09939745262389,3,0.6344388540170044,0.06437593890528152,3,0.5153418082028142,0.11183878488406444,3,0.3175135162696006,0.12984968540078368,3,0.00030137320564578546,0.00032679821010190375,3,0.0,0.0
weighted31,1,l2,4,3,5.131136484818655,1.965484197808275,3,328.39273502839393,125.7909886597296,3,0.6786091815161583,0.04831960005455965,3,0.6055563012927354,0.08712647438795817,3,0.4660237480004921,0.13544123481771878,3,0.009411669295390225,0.007934954822338356,3,0.0,0.0
weighted31,2,l1,2,3,0.016349724029550962,0.002735576537697853,3,1.0463823378912616,0.17507689841266258,3,0.01628189229595395,0.002711676697528124,3,6.783173359701212e-05,2.405925172351569e-05,3,0.0,0.0,3,0.0,0.0,3,0.04651162897547086,0.023255815729498888
weighted31,2,l1,3,3,0.055853286788927675,0.0018522616470205394,3,3.574610354491371,0.11854474540931452,3,0.05554599537833718,0.0016973220348216562,3,0.0003050151779194505,0.00017324089691133363,3,0.0,0.0,3,0.0,0.0,3,0.054263568172852196,0.026853502943301005
weighted31,2,l1,4,3,0.16454970524737966,0.051507332543780954,3,10.531181135832298,3.296469282801981,3,0.15967538060561318,0.048059200445986584,3,0.004672043431733354,0.0032869432590153865,3,1.8643429496142674e-06,2.1358731719911555e-06,3,0.0,0.0,3,0.02380952425301075,0.02380952425301075
weighted31,2,l2,2,3,1.812960595680985,0.8257983815505233,3,116.02947812358305,52.85109641923349,3,0.5720095310414401,0.10568156752073264,3,0.3948567157058233,0.15457006275975843,3,0.17853585430654118,0.11290784418172782,3,3.277775046298573e-05,2.9953007904165108e-05,3,0.0,0.0
weighted31,2,l2,3,3,2.9599592463302575,0.9885854595513791,3,189.43739176513648,63.26946941128826,3,0.6455268386041777,0.052139412331887645,3,0.5304992415592741,0.1022973711946864,3,0.32839755040944874,0.12537441015427647,3,0.0002640429898407184,0.00030071816283668327,3,0.0,0.0
weighted31,2,l2,4,3,5.376427620613666,2.1800526886736993,3,344.0913677192746,139.52337207511675,3,0.6730245422105887,0.057587778816581725,3,0.6047159487081968,0.09645162043910654,3,0.4712648821175953,0.14501534470129102,3,0.012506944677487314,0.010327457849980544,3,0.0,0.0
weighted31,3,l1,2,3,0.016255943243504087,0.002026494498030527,3,1.0403803675842616,0.12969564787395374,3,0.01618219330496237,0.0020118426030319636,3,7.374993854171788e-05,1.477273249858232e-05,3,0.0,0.0,3,0.0,0.0,3,0.0620155061284701,0.013426752547049179
weighted31,3,l1,3,3,0.05545312508535873,0.001843686245466813,3,3.549000005462959,0.11799591970987604,3,0.05514719941437086,0.0018859113389953182,3,0.00030319419178261796,0.00015077047687775966,3,0.0,0.0,3,0.0,0.0,3,0.06976744284232457,0.023255813866853818
weighted31,3,l1,4,3,0.16846109675567042,0.04636704172248891,3,10.781510192362907,2.96749067023929,3,0.16385011055553692,0.043410689932657495,3,0.004428746676808692,0.002837873962302336,3,2.3304286870178344e-06,2.1358731719911555e-06,3,0.0,0.0,3,0.031746032337347664,0.013746435236752681
weighted31,3,l2,2,3,1.8235450776013244,0.7407399234380158,3,116.70688496648476,47.40735510003301,3,0.5858535781467095,0.08538725454621193,3,0.407542160381533,0.13602109618658537,3,0.17974225762219273,0.10470851793095746,3,3.0956764326153184e-05,3.073167010238981e-05,3,0.0,0.0
weighted31,3,l2,3,3,2.7684834645353846,0.6667684624334997,3,177.18294173026462,42.67318159574398,3,0.6362297938825792,0.028323424557457434,3,0.5212440795188226,0.06510531126487333,3,0.3103524882865067,0.08537051789693066,3,0.00014476839787818695,0.0001367582108235021,3,0.0,0.0
weighted31,3,l2,4,3,5.531028259710429,2.107788447429884,3,353.98580862146747,134.89846063551258,3,0.6624686324298728,0.04819488623626149,3,0.5987057731243778,0.07939863747661208,3,0.46938609051012153,0.1234383779837755,3,0.01663879473956993,0.014164659255387308,3,0.0,0.0
