architecture,seed,true_phase,predicted_phase,count,row_fraction
gru64_progress,23,0,2,0,0.0
gru64_progress,23,0,3,146,0.11442006269592477
gru64_progress,23,0,4,0,0.0
gru64_progress,23,0,5,0,0.0
gru64_progress,23,0,6,0,0.0
gru64_progress,23,0,7,0,0.0
gru64_progress,23,0,8,0,0.0
gru64_progress,23,0,9,0,0.0
gru64_progress,23,1,0,223,0.18614357262103506
gru64_progress,23,1,1,764,0.6377295492487479
gru64_progress,23,1,2,199,0.166110183639399
gru64_progress,23,1,3,12,0.01001669449081803
gru64_progress,23,1,4,0,0.0
gru64_progress,23,1,5,0,0.0
gru64_progress,23,1,6,0,0.0
gru64_progress,23,1,7,0,0.0
gru64_progress,23,1,8,0,0.0
gru64_progress,23,1,9,0,0.0
gru64_progress,23,2,0,1,0.0008257638315441783
gru64_progress,23,2,1,290,0.23947151114781173
gru64_progress,23,2,2,590,0.48720066061106526
gru64_progress,23,2,3,275,0.22708505367464904
gru64_progress,23,2,4,55,0.04541701073492981
gru64_progress,23,2,5,0,0.0
gru64_progress,23,2,6,0,0.0
gru64_progress,23,2,7,0,0.0
gru64_progress,23,2,8,0,0.0
gru64_progress,23,2,9,0,0.0
gru64_progress,23,3,0,0,0.0
gru64_progress,23,3,1,39,0.03231151615575808
gru64_progress,23,3,2,301,0.24937862468931235
gru64_progress,23,3,3,462,0.3827671913835957
gru64_progress,23,3,4,284,0.23529411764705882
gru64_progress,23,3,5,111,0.09196354598177299
gru64_progress,23,3,6,10,0.008285004142502071
gru64_progress,23,3,7,0,0.0
gru64_progress,23,3,8,0,0.0
gru64_progress,23,3,9,0,0.0
gru64_progress,23,4,0,0,0.0
gru64_progress,23,4,1,7,0.005937234944868533
gru64_progress,23,4,2,112,0.09499575911789652
gru64_progress,23,4,3,315,0.26717557251908397
gru64_progress,23,4,4,349,0.2960135708227311
gru64_progress,23,4,5,233,0.19762510602205258
gru64_progress,23,4,6,121,0.10262934690415607
gru64_progress,23,4,7,40,0.033927056827820185
gru64_progress,23,4,8,2,0.0016963528413910093
gru64_progress,23,4,9,0,0.0
gru64_progress,23,5,0,0,0.0
gru64_progress,23,5,1,2,0.0016233766233766235
gru64_progress,23,5,2,31,0.025162337662337664
gru64_progress,23,5,3,156,0.1266233766233766
gru64_progress,23,5,4,307,0.24918831168831168
gru64_progress,23,5,5,312,0.2532467532467532
gru64_progress,23,5,6,261,0.21185064935064934
gru64_progress,23,5,7,94,0.0762987012987013
gru64_progress,23,5,8,63,0.05113636363636364
gru64_progress,23,5,9,6,0.00487012987012987
gru64_progress,23,6,0,0,0.0
gru64_progress,23,6,1,0,0.0
gru64_progress,23,6,2,9,0.007383100902378999
gru64_progress,23,6,3,82,0.06726825266611977
gru64_progress,23,6,4,125,0.10254306808859721
gru64_progress,23,6,5,283,0.2321575061525841
gru64_progress,23,6,6,267,0.21903199343724364
gru64_progress,23,6,7,278,0.2280557834290402
gru64_progress,23,6,8,143,0.1173092698933552
gru64_progress,23,6,9,32,0.026251025430680888
gru64_progress,23,7,0,0,0.0
gru64_progress,23,7,1,0,0.0
gru64_progress,23,7,2,1,0.0008340283569641367
gru64_progress,23,7,3,38,0.0316930775646372
gru64_progress,23,7,4,85,0.07089241034195162
gru64_progress,23,7,5,126,0.10508757297748124
gru64_progress,23,7,6,250,0.2085070892410342
gru64_progress,23,7,7,300,0.25020850708924103
gru64_progress,23,7,8,289,0.24103419516263552
gru64_progress,23,7,9,110,0.09174311926605505
gru64_progress,23,8,0,0,0.0
gru64_progress,23,8,1,0,0.0
gru64_progress,23,8,2,0,0.0
gru64_progress,23,8,3,7,0.005785123966942148
gru64_progress,23,8,4,53,0.043801652892561986
gru64_progress,23,8,5,75,0.06198347107438017
gru64_progress,23,8,6,159,0.13140495867768595
gru64_progress,23,8,7,232,0.19173553719008266
gru64_progress,23,8,8,434,0.3586776859504132
gru64_progress,23,8,9,250,0.2066115702479339
gru64_progress,23,9,0,0,0.0
gru64_progress,23,9,1,0,0.0
gru64_progress,23,9,2,0,0.0
gru64_progress,23,9,3,0,0.0
gru64_progress,23,9,4,20,0.017528483786152498
gru64_progress,23,9,5,61,0.05346187554776512
gru64_progress,23,9,6,66,0.057843996494303246
gru64_progress,23,9,7,158,0.13847502191060473
gru64_progress,23,9,8,321,0.2813321647677476
gru64_progress,23,9,9,515,0.45135845749342685
gru64_progress,37,0,0,924,0.7241379310344828
gru64_progress,37,0,1,206,0.1614420062695925
gru64_progress,37,0,2,0,0.0
gru64_progress,37,0,3,146,0.11442006269592477
gru64_progress,37,0,4,0,0.0
gru64_progress,37,0,5,0,0.0
gru64_progress,37,0,6,0,0.0
gru64_progress,37,0,7,0,0.0
gru64_progress,37,0,8,0,0.0
gru64_progress,37,0,9,0,0.0
gru64_progress,37,1,0,241,0.2011686143572621
gru64_progress,37,1,1,758,0.6327212020033389
gru64_progress,37,1,2,179,0.14941569282136896
gru64_progress,37,1,3,20,0.01669449081803005
gru64_progress,37,1,4,0,0.0
gru64_progress,37,1,5,0,0.0
gru64_progress,37,1,6,0,0.0
gru64_progress,37,1,7,0,0.0
gru64_progress,37,1,8,0,0.0
gru64_progress,37,1,9,0,0.0
gru64_progress,37,2,0,1,0.0008257638315441783
gru64_progress,37,2,1,288,0.23781998348472336
gru64_progress,37,2,2,566,0.467382328654005
gru64_progress,37,2,3,308,0.2543352601156069
gru64_progress,37,2,4,42,0.03468208092485549
gru64_progress,37,2,5,6,0.00495458298926507
gru64_progress,37,2,6,0,0.0
gru64_progress,37,2,7,0,0.0
gru64_progress,37,2,8,0,0.0
gru64_progress,37,2,9,0,0.0
gru64_progress,37,3,0,0,0.0
gru64_progress,37,3,1,48,0.03976801988400994
gru64_progress,37,3,2,269,0.22286661143330572
gru64_progress,37,3,3,471,0.39022369511184757
gru64_progress,37,3,4,331,0.2742336371168186
gru64_progress,37,3,5,69,0.05716652858326429
gru64_progress,37,3,6,10,0.008285004142502071
gru64_progress,37,3,7,5,0.004142502071251036
gru64_progress,37,3,8,4,0.0033140016570008283
gru64_progress,37,3,9,0,0.0
gru64_progress,37,4,0,0,0.0
gru64_progress,37,4,1,4,0.0033927056827820186
gru64_progress,37,4,2,91,0.07718405428329092
gru64_progress,37,4,3,264,0.22391857506361323
gru64_progress,37,4,4,370,0.3138252756573367
gru64_progress,37,4,5,303,0.25699745547073793
gru64_progress,37,4,6,87,0.0737913486005089
gru64_progress,37,4,7,47,0.03986429177268872
gru64_progress,37,4,8,13,0.01102629346904156
gru64_progress,37,4,9,0,0.0
gru64_progress,37,5,0,0,0.0
gru64_progress,37,5,1,0,0.0
gru64_progress,37,5,2,16,0.012987012987012988
gru64_progress,37,5,3,138,0.11201298701298701
gru64_progress,37,5,4,279,0.22646103896103897
gru64_progress,37,5,5,323,0.2621753246753247
gru64_progress,37,5,6,258,0.20941558441558442
gru64_progress,37,5,7,133,0.10795454545454546
gru64_progress,37,5,8,85,0.0689935064935065
gru64_progress,37,5,9,0,0.0
gru64_progress,37,6,0,0,0.0
gru64_progress,37,6,1,0,0.0
gru64_progress,37,6,2,0,0.0
gru64_progress,37,6,3,56,0.04593929450369155
gru64_progress,37,6,4,150,0.12305168170631665
gru64_progress,37,6,5,244,0.20016406890894176
gru64_progress,37,6,6,343,0.28137817883511074
gru64_progress,37,6,7,209,0.17145200984413453
gru64_progress,37,6,8,197,0.1616078753076292
gru64_progress,37,6,9,20,0.016406890894175553
gru64_progress,37,7,0,0,0.0
gru64_progress,37,7,1,0,0.0
gru64_progress,37,7,2,0,0.0
gru64_progress,37,7,3,9,0.007506255212677231
gru64_progress,37,7,4,77,0.06422018348623854
gru64_progress,37,7,5,152,0.1267723102585488
gru64_progress,37,7,6,231,0.1926605504587156
gru64_progress,37,7,7,326,0.2718932443703086
gru64_progress,37,7,8,312,0.2602168473728107
gru64_progress,37,7,9,92,0.07673060884070058
gru64_progress,37,8,0,0,0.0
gru64_progress,37,8,1,0,0.0
gru64_progress,37,8,2,0,0.0
gru64_progress,37,8,3,0,0.0
gru64_progress,37,8,4,39,0.032231404958677684
gru64_progress,37,8,5,78,0.06446280991735537
gru64_progress,37,8,6,153,0.12644628099173555
gru64_progress,37,8,7,272,0.22479338842975208
gru64_progress,37,8,8,416,0.343801652892562
gru64_progress,37,8,9,252,0.20826446280991737
gru64_progress,37,9,0,0,0.0
gru64_progress,37,9,1,0,0.0
gru64_progress,37,9,2,0,0.0
gru64_progress,37,9,3,0,0.0
gru64_progress,37,9,4,16,0.014022787028921999
gru64_progress,37,9,5,36,0.03155127081507449
gru64_progress,37,9,6,75,0.06573181419807186
gru64_progress,37,9,7,182,0.15950920245398773
gru64_progress,37,9,8,339,0.2971078001752848
gru64_progress,37,9,9,493,0.43207712532865905
gru64_progress,53,0,0,925,0.7249216300940439
gru64_progress,53,0,1,205,0.16065830721003135
gru64_progress,53,0,2,0,0.0
gru64_progress,53,0,3,146,0.11442006269592477
gru64_progress,53,0,4,0,0.0
gru64_progress,53,0,5,0,0.0
gru64_progress,53,0,6,0,0.0
gru64_progress,53,0,7,0,0.0
gru64_progress,53,0,8,0,0.0
gru64_progress,53,0,9,0,0.0
gru64_progress,53,1,0,241,0.2011686143572621
gru64_progress,53,1,1,754,0.6293823038397329
gru64_progress,53,1,2,177,0.14774624373956594
gru64_progress,53,1,3,26,0.021702838063439065
gru64_progress,53,1,4,0,0.0
gru64_progress,53,1,5,0,0.0
gru64_progress,53,1,6,0,0.0
gru64_progress,53,1,7,0,0.0
gru64_progress,53,1,8,0,0.0
gru64_progress,53,1,9,0,0.0
gru64_progress,53,2,0,2,0.0016515276630883566
gru64_progress,53,2,1,310,0.25598678777869527
gru64_progress,53,2,2,557,0.4599504541701073
gru64_progress,53,2,3,259,0.2138728323699422
gru64_progress,53,2,4,64,0.05284888521882741
gru64_progress,53,2,5,14,0.011560693641618497
gru64_progress,53,2,6,5,0.004128819157720892
gru64_progress,53,2,7,0,0.0
gru64_progress,53,2,8,0,0.0
gru64_progress,53,2,9,0,0.0
gru64_progress,53,3,0,0,0.0
gru64_progress,53,3,1,46,0.03811101905550953
gru64_progress,53,3,2,287,0.23777961888980945
gru64_progress,53,3,3,469,0.38856669428334717
gru64_progress,53,3,4,242,0.20049710024855014
gru64_progress,53,3,5,129,0.10687655343827672
gru64_progress,53,3,6,25,0.020712510356255178
gru64_progress,53,3,7,9,0.007456503728251864
gru64_progress,53,3,8,0,0.0
gru64_progress,53,3,9,0,0.0
gru64_progress,53,4,0,0,0.0
gru64_progress,53,4,1,2,0.0016963528413910093
gru64_progress,53,4,2,114,0.09669211195928754
gru64_progress,53,4,3,250,0.21204410517387617
gru64_progress,53,4,4,395,0.33502968617472434
gru64_progress,53,4,5,279,0.2366412213740458
gru64_progress,53,4,6,92,0.07803223070398643
gru64_progress,53,4,7,29,0.024597116200169637
gru64_progress,53,4,8,18,0.015267175572519083
gru64_progress,53,4,9,0,0.0
gru64_progress,53,5,0,0,0.0
gru64_progress,53,5,1,0,0.0
gru64_progress,53,5,2,31,0.025162337662337664
gru64_progress,53,5,3,146,0.1185064935064935
gru64_progress,53,5,4,289,0.23457792207792208
gru64_progress,53,5,5,362,0.29383116883116883
gru64_progress,53,5,6,265,0.2150974025974026
gru64_progress,53,5,7,89,0.07224025974025974
gru64_progress,53,5,8,36,0.02922077922077922
gru64_progress,53,5,9,14,0.011363636363636364
gru64_progress,53,6,0,0,0.0
gru64_progress,53,6,1,0,0.0
gru64_progress,53,6,2,12,0.009844134536505332
gru64_progress,53,6,3,46,0.03773584905660377
gru64_progress,53,6,4,145,0.11894995898277276
gru64_progress,53,6,5,320,0.26251025430680885
gru64_progress,53,6,6,322,0.2641509433962264
gru64_progress,53,6,7,261,0.21410992616899097
gru64_progress,53,6,8,70,0.05742411812961444
gru64_progress,53,6,9,43,0.03527481542247744
gru64_progress,53,7,0,0,0.0
gru64_progress,53,7,1,0,0.0
gru64_progress,53,7,2,0,0.0
gru64_progress,53,7,3,20,0.016680567139282735
gru64_progress,53,7,4,86,0.07172643869891576
gru64_progress,53,7,5,141,0.11759799833194329
gru64_progress,53,7,6,315,0.2627189324437031
gru64_progress,53,7,7,328,0.2735613010842369
gru64_progress,53,7,8,226,0.1884904086738949
gru64_progress,53,7,9,83,0.06922435362802336
gru64_progress,53,8,0,0,0.0
gru64_progress,53,8,1,0,0.0
gru64_progress,53,8,2,0,0.0
gru64_progress,53,8,3,2,0.001652892561983471
gru64_progress,53,8,4,37,0.030578512396694214
gru64_progress,53,8,5,98,0.08099173553719008
gru64_progress,53,8,6,183,0.15123966942148762
gru64_progress,53,8,7,324,0.26776859504132233
gru64_progress,53,8,8,400,0.3305785123966942
gru64_progress,53,8,9,166,0.1371900826446281
gru64_progress,53,9,0,0,0.0
gru64_progress,53,9,1,0,0.0
gru64_progress,53,9,2,0,0.0
gru64_progress,53,9,3,0,0.0
gru64_progress,53,9,4,9,0.007887817703768623
gru64_progress,53,9,5,55,0.04820333041191937
gru64_progress,53,9,6,76,0.06660823838737949
gru64_progress,53,9,7,206,0.18054338299737072
gru64_progress,53,9,8,399,0.3496932515337423
gru64_progress,53,9,9,396,0.3470639789658195
gru64_progress,71,0,0,921,0.7217868338557993
gru64_progress,71,0,1,209,0.16379310344827586
gru64_progress,71,0,2,0,0.0
gru64_progress,71,0,3,146,0.11442006269592477
gru64_progress,71,0,4,0,0.0
gru64_progress,71,0,5,0,0.0
gru64_progress,71,0,6,0,0.0
gru64_progress,71,0,7,0,0.0
gru64_progress,71,0,8,0,0.0
gru64_progress,71,0,9,0,0.0
gru64_progress,71,1,0,239,0.1994991652754591
gru64_progress,71,1,1,722,0.6026711185308848
gru64_progress,71,1,2,221,0.18447412353923207
gru64_progress,71,1,3,15,0.012520868113522538
gru64_progress,71,1,4,1,0.0008347245409015025
gru64_progress,71,1,5,0,0.0
gru64_progress,71,1,6,0,0.0
gru64_progress,71,1,7,0,0.0
gru64_progress,71,1,8,0,0.0
gru64_progress,71,1,9,0,0.0
gru64_progress,71,2,0,3,0.002477291494632535
gru64_progress,71,2,1,267,0.22047894302229562
gru64_progress,71,2,2,601,0.4962840627580512
gru64_progress,71,2,3,288,0.23781998348472336
gru64_progress,71,2,4,45,0.037159372419488024
gru64_progress,71,2,5,7,0.005780346820809248
gru64_progress,71,2,6,0,0.0
gru64_progress,71,2,7,0,0.0
gru64_progress,71,2,8,0,0.0
gru64_progress,71,2,9,0,0.0
gru64_progress,71,3,0,0,0.0
gru64_progress,71,3,1,34,0.028169014084507043
gru64_progress,71,3,2,295,0.2444076222038111
gru64_progress,71,3,3,414,0.34299917149958575
gru64_progress,71,3,4,318,0.2634631317315659
gru64_progress,71,3,5,127,0.1052195526097763
gru64_progress,71,3,6,18,0.014913007456503728
gru64_progress,71,3,7,1,0.0008285004142502071
gru64_progress,71,3,8,0,0.0
gru64_progress,71,3,9,0,0.0
gru64_progress,71,4,0,0,0.0
gru64_progress,71,4,1,1,0.0008481764206955047
gru64_progress,71,4,2,105,0.089058524173028
gru64_progress,71,4,3,283,0.24003392705682783
gru64_progress,71,4,4,323,0.273960983884648
gru64_progress,71,4,5,316,0.2680237489397795
gru64_progress,71,4,6,107,0.090754877014419
gru64_progress,71,4,7,37,0.031382527565733676
gru64_progress,71,4,8,7,0.005937234944868533
gru64_progress,71,4,9,0,0.0
gru64_progress,71,5,0,0,0.0
gru64_progress,71,5,1,0,0.0
gru64_progress,71,5,2,17,0.013798701298701298
gru64_progress,71,5,3,156,0.1266233766233766
gru64_progress,71,5,4,273,0.2215909090909091
gru64_progress,71,5,5,338,0.27435064935064934
gru64_progress,71,5,6,287,0.23295454545454544
gru64_progress,71,5,7,105,0.08522727272727272
gru64_progress,71,5,8,56,0.045454545454545456
gru64_progress,71,5,9,0,0.0
gru64_progress,71,6,0,0,0.0
gru64_progress,71,6,1,0,0.0
gru64_progress,71,6,2,0,0.0
gru64_progress,71,6,3,51,0.04183757178014766
gru64_progress,71,6,4,168,0.13781788351107466
gru64_progress,71,6,5,255,0.20918785890073832
gru64_progress,71,6,6,366,0.3002461033634126
gru64_progress,71,6,7,233,0.1911402789171452
gru64_progress,71,6,8,132,0.10828547990155865
gru64_progress,71,6,9,14,0.011484823625922888
gru64_progress,71,7,0,0,0.0
gru64_progress,71,7,1,0,0.0
gru64_progress,71,7,2,0,0.0
gru64_progress,71,7,3,14,0.011676396997497914
gru64_progress,71,7,4,81,0.06755629691409508
gru64_progress,71,7,5,146,0.12176814011676397
gru64_progress,71,7,6,261,0.2176814011676397
gru64_progress,71,7,7,385,0.3211009174311927
gru64_progress,71,7,8,286,0.23853211009174313
gru64_progress,71,7,9,26,0.021684737281067557
gru64_progress,71,8,0,0,0.0
gru64_progress,71,8,1,0,0.0
gru64_progress,71,8,2,0,0.0
gru64_progress,71,8,3,2,0.001652892561983471
gru64_progress,71,8,4,24,0.019834710743801654
gru64_progress,71,8,5,102,0.08429752066115702
gru64_progress,71,8,6,163,0.1347107438016529
gru64_progress,71,8,7,358,0.2958677685950413
gru64_progress,71,8,8,448,0.3702479338842975
gru64_progress,71,8,9,113,0.09338842975206611
gru64_progress,71,9,0,0,0.0
gru64_progress,71,9,1,0,0.0
gru64_progress,71,9,2,0,0.0
gru64_progress,71,9,3,0,0.0
gru64_progress,71,9,4,14,0.012269938650306749
gru64_progress,71,9,5,33,0.028921998247151623
gru64_progress,71,9,6,93,0.08150744960560911
gru64_progress,71,9,7,219,0.19193689745836984
gru64_progress,71,9,8,474,0.4154250657318142
gru64_progress,71,9,9,308,0.26993865030674846
rsnn64_progress,11,0,0,4,0.003134796238244514
rsnn64_progress,11,0,1,29,0.022727272727272728
rsnn64_progress,11,0,2,1240,0.9717868338557993
rsnn64_progress,11,0,3,3,0.0023510971786833857
rsnn64_progress,11,0,4,0,0.0
rsnn64_progress,11,0,5,0,0.0
rsnn64_progress,11,0,6,0,0.0
rsnn64_progress,11,0,7,0,0.0
rsnn64_progress,11,0,8,0,0.0
rsnn64_progress,11,0,9,0,0.0
rsnn64_progress,11,1,0,0,0.0
rsnn64_progress,11,1,1,192,0.16026711185308848
rsnn64_progress,11,1,2,983,0.820534223706177
rsnn64_progress,11,1,3,23,0.019198664440734557
rsnn64_progress,11,1,4,0,0.0
rsnn64_progress,11,1,5,0,0.0
rsnn64_progress,11,1,6,0,0.0
rsnn64_progress,11,1,7,0,0.0
rsnn64_progress,11,1,8,0,0.0
rsnn64_progress,11,1,9,0,0.0
rsnn64_progress,11,2,0,6,0.00495458298926507
rsnn64_progress,11,2,1,199,0.16432700247729148
rsnn64_progress,11,2,2,701,0.578860445912469
rsnn64_progress,11,2,3,231,0.1907514450867052
rsnn64_progress,11,2,4,46,0.037985136251032205
rsnn64_progress,11,2,5,25,0.02064409578860446
rsnn64_progress,11,2,6,2,0.0016515276630883566
rsnn64_progress,11,2,7,1,0.0008257638315441783
rsnn64_progress,11,2,8,0,0.0
rsnn64_progress,11,2,9,0,0.0
rsnn64_progress,11,3,0,0,0.0
rsnn64_progress,11,3,1,112,0.0927920463960232
rsnn64_progress,11,3,2,398,0.32974316487158245
rsnn64_progress,11,3,3,261,0.21623860811930407
rsnn64_progress,11,3,4,217,0.17978458989229495
rsnn64_progress,11,3,5,132,0.10936205468102735
rsnn64_progress,11,3,6,48,0.03976801988400994
rsnn64_progress,11,3,7,38,0.03148301574150787
rsnn64_progress,11,3,8,1,0.0008285004142502071
rsnn64_progress,11,3,9,0,0.0
rsnn64_progress,11,4,0,0,0.0
rsnn64_progress,11,4,1,44,0.037319762510602206
rsnn64_progress,11,4,2,215,0.1823579304495335
rsnn64_progress,11,4,3,245,0.20780322307039864
rsnn64_progress,11,4,4,251,0.21289228159457166
rsnn64_progress,11,4,5,197,0.1670907548770144
rsnn64_progress,11,4,6,101,0.08566581849024597
rsnn64_progress,11,4,7,91,0.07718405428329092
rsnn64_progress,11,4,8,35,0.029686174724342665
rsnn64_progress,11,4,9,0,0.0
rsnn64_progress,11,5,0,0,0.0
rsnn64_progress,11,5,1,22,0.017857142857142856
rsnn64_progress,11,5,2,107,0.08685064935064934
rsnn64_progress,11,5,3,137,0.1112012987012987
rsnn64_progress,11,5,4,254,0.20616883116883117
rsnn64_progress,11,5,5,289,0.23457792207792208
rsnn64_progress,11,5,6,204,0.16558441558441558
rsnn64_progress,11,5,7,123,0.09983766233766234
rsnn64_progress,11,5,8,92,0.07467532467532467
rsnn64_progress,11,5,9,4,0.003246753246753247
rsnn64_progress,11,6,0,0,0.0
rsnn64_progress,11,6,1,9,0.007383100902378999
rsnn64_progress,11,6,2,52,0.04265791632485644
rsnn64_progress,11,6,3,82,0.06726825266611977
rsnn64_progress,11,6,4,150,0.12305168170631665
rsnn64_progress,11,6,5,260,0.2132895816242822
rsnn64_progress,11,6,6,273,0.2239540607054963
rsnn64_progress,11,6,7,208,0.17063166529942575
rsnn64_progress,11,6,8,159,0.13043478260869565
rsnn64_progress,11,6,9,26,0.02132895816242822
rsnn64_progress,11,7,0,0,0.0
rsnn64_progress,11,7,1,3,0.0025020850708924102
rsnn64_progress,11,7,2,28,0.02335279399499583
rsnn64_progress,11,7,3,52,0.043369474562135114
rsnn64_progress,11,7,4,101,0.08423686405337781
rsnn64_progress,11,7,5,167,0.13928273561301086
rsnn64_progress,11,7,6,232,0.19349457881567975
rsnn64_progress,11,7,7,264,0.22018348623853212
rsnn64_progress,11,7,8,304,0.2535446205170976
rsnn64_progress,11,7,9,48,0.040033361134278564
rsnn64_progress,11,8,0,0,0.0
rsnn64_progress,11,8,1,0,0.0
rsnn64_progress,11,8,2,14,0.011570247933884297
rsnn64_progress,11,8,3,27,0.02231404958677686
rsnn64_progress,11,8,4,70,0.05785123966942149
rsnn64_progress,11,8,5,124,0.1024793388429752
rsnn64_progress,11,8,6,182,0.15041322314049588
rsnn64_progress,11,8,7,306,0.2528925619834711
rsnn64_progress,11,8,8,412,0.34049586776859503
rsnn64_progress,11,8,9,75,0.06198347107438017
rsnn64_progress,11,9,0,0,0.0
rsnn64_progress,11,9,1,0,0.0
rsnn64_progress,11,9,2,6,0.0052585451358457495
rsnn64_progress,11,9,3,20,0.017528483786152498
rsnn64_progress,11,9,4,42,0.03680981595092025
rsnn64_progress,11,9,5,75,0.06573181419807186
rsnn64_progress,11,9,6,142,0.12445223488168274
rsnn64_progress,11,9,7,241,0.2112182296231376
rsnn64_progress,11,9,8,455,0.3987730061349693
rsnn64_progress,11,9,9,160,0.14022787028921999
rsnn64_progress,23,0,0,15,0.011755485893416929
rsnn64_progress,23,0,1,51,0.039968652037617555
rsnn64_progress,23,0,2,72,0.05642633228840126
rsnn64_progress,23,0,3,1138,0.8918495297805643
rsnn64_progress,23,0,4,0,0.0
rsnn64_progress,23,0,5,0,0.0
rsnn64_progress,23,0,6,0,0.0
rsnn64_progress,23,0,7,0,0.0
rsnn64_progress,23,0,8,0,0.0
rsnn64_progress,23,0,9,0,0.0
rsnn64_progress,23,1,0,16,0.01335559265442404
rsnn64_progress,23,1,1,217,0.18113522537562604
rsnn64_progress,23,1,2,283,0.2362270450751252
rsnn64_progress,23,1,3,679,0.5667779632721202
rsnn64_progress,23,1,4,3,0.0025041736227045075
