experiment,split_seed,representation_family,condition,normalization,control_seed,n_bins,requested_duration_ms,samples_per_bin,actual_duration_ms,feature_dim,classifier,eval_split,accuracy,balanced_accuracy,macro_f1
experiment_1_3_1,23,relative_control,random_10_groups,raw,11,10,,,,300,5nn,val,0.09944751381215469,0.09215686274509804,0.03695324283559578
experiment_1_3_1,23,relative_control,random_10_groups,raw,11,10,,,,300,5nn,test,0.1016949152542373,0.09355450513538749,0.05667361908635046
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,val,0.1712707182320442,0.1772875816993464,0.17317663025393837
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,test,0.1864406779661017,0.17797716308745717,0.17277560447606619
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,val,0.11602209944751381,0.1090890522875817,0.07226136674836159
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,test,0.15819209039548024,0.1505145113600996,0.13900244151387384
experiment_1_3_1,23,relative_control,random_10_groups,raw,23,10,,,,300,linear,val,0.2596685082872928,0.2535952949555891,0.24726645724824478
experiment_1_3_1,23,relative_control,random_10_groups,raw,23,10,,,,300,linear,test,0.1807909604519774,0.16538573762838468,0.16157335645031812
experiment_1_3_1,23,relative_control,random_10_groups,raw,23,10,,,,300,5nn,val,0.11049723756906077,0.10522875816993464,0.05189995189995191
experiment_1_3_1,23,relative_control,random_10_groups,raw,23,10,,,,300,5nn,test,0.12429378531073447,0.11542950513538748,0.07046745820382434
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,val,0.19337016574585636,0.19288534858387799,0.19144194370254564
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,test,0.1864406779661017,0.17449618736383443,0.1651424093482461
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,val,0.143646408839779,0.13590686274509803,0.0858097787805689
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,test,0.0903954802259887,0.08571136788048551,0.06599217865443835
experiment_1_3_1,23,relative_control,random_10_groups,raw,37,10,,,,300,linear,val,0.2430939226519337,0.238630698005698,0.22839217296113848
experiment_1_3_1,23,relative_control,random_10_groups,raw,37,10,,,,300,linear,test,0.23728813559322035,0.22445241985683162,0.2188070822443118
experiment_1_3_1,23,relative_control,random_10_groups,raw,37,10,,,,300,5nn,val,0.11602209944751381,0.10751633986928104,0.04483061105475431
experiment_1_3_1,23,relative_control,random_10_groups,raw,37,10,,,,300,5nn,test,0.14689265536723164,0.13282271241830065,0.0806523682138986
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,val,0.24861878453038674,0.24340330149153674,0.2355011057417494
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,test,0.1977401129943503,0.18316701680672273,0.18241642248680198
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,val,0.10497237569060773,0.09897875816993464,0.05931626585814873
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,test,0.15819209039548024,0.14463702147525676,0.09237161525211923
experiment_1_3_1,23,relative_control,random_10_groups,raw,53,10,,,,300,linear,val,0.143646408839779,0.13698623680241326,0.14497107212661342
experiment_1_3_1,23,relative_control,random_10_groups,raw,53,10,,,,300,linear,test,0.22033898305084745,0.22764744786803615,0.22426345235204584
experiment_1_3_1,23,relative_control,random_10_groups,raw,53,10,,,,300,5nn,val,0.09944751381215469,0.09215686274509804,0.035934373749499794
experiment_1_3_1,23,relative_control,random_10_groups,raw,53,10,,,,300,5nn,test,0.11299435028248588,0.10522875816993464,0.054542124542124544
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,val,0.24861878453038674,0.2502723311546841,0.23354442928670616
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,test,0.1864406779661017,0.1727095004668534,0.1648347969974945
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,val,0.11049723756906077,0.10414624183006536,0.09108228907285686
experiment_1_3_1,23,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,test,0.11299435028248588,0.1022263071895425,0.0752927797135114
experiment_1_3_1,23,relative_control,random_10_groups,raw,71,10,,,,300,linear,val,0.2596685082872928,0.25489515250544664,0.24414850123125023
experiment_1_3_1,23,relative_control,random_10_groups,raw,71,10,,,,300,linear,test,0.24293785310734464,0.22918125583566762,0.2251519905316822
experiment_1_3_1,23,relative_control,random_10_groups,raw,71,10,,,,300,5nn,val,0.12154696132596685,0.11599264705882352,0.05785247890511048
experiment_1_3_1,23,relative_control,random_10_groups,raw,71,10,,,,300,5nn,test,0.10734463276836158,0.09893790849673202,0.06833384321565633
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,11,10,,,,300,linear,val,0.17613636363636365,0.1697391456582633,0.16424528620084597
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,11,10,,,,300,linear,test,0.21518987341772153,0.2003163503163503,0.1904374324401206
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,11,10,,,,300,5nn,val,0.1534090909090909,0.1503530578898226,0.11236624312282206
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,11,10,,,,300,5nn,test,0.1518987341772152,0.14557942057942058,0.09510403811874402
experiment_1_3_1,37,relative_control,random_10_groups,raw,11,10,,,,300,linear,val,0.19886363636363635,0.20075766417678184,0.20743017903606967
experiment_1_3_1,37,relative_control,random_10_groups,raw,11,10,,,,300,linear,test,0.2848101265822785,0.28289002664002666,0.2770349265751701
experiment_1_3_1,37,relative_control,random_10_groups,raw,11,10,,,,300,5nn,val,0.10795454545454546,0.10538923902894491,0.0704677116962641
experiment_1_3_1,37,relative_control,random_10_groups,raw,11,10,,,,300,5nn,test,0.12025316455696203,0.11398601398601399,0.06171061920703239
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,val,0.23295454545454544,0.2328334111422347,0.23602740017969903
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,test,0.1962025316455696,0.186005661005661,0.17466315661083107
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,val,0.14772727272727273,0.1492296918767507,0.11875732088522932
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,test,0.15822784810126583,0.15486457986457985,0.09152989239804214
experiment_1_3_1,37,relative_control,random_10_groups,raw,23,10,,,,300,linear,val,0.1534090909090909,0.15088215841892313,0.15669014203576515
experiment_1_3_1,37,relative_control,random_10_groups,raw,23,10,,,,300,linear,test,0.26582278481012656,0.259489121989122,0.2538200390499242
experiment_1_3_1,37,relative_control,random_10_groups,raw,23,10,,,,300,5nn,val,0.09090909090909091,0.08836659663865547,0.049469385436366566
experiment_1_3_1,37,relative_control,random_10_groups,raw,23,10,,,,300,5nn,test,0.12025316455696203,0.11523754023754024,0.06415418373622707
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,val,0.17045454545454544,0.17350995953937132,0.17145326497879362
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,test,0.21518987341772153,0.20682581307581308,0.20452246243081373
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,val,0.11363636363636363,0.11312733426704014,0.09563932288075494
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,test,0.1518987341772152,0.14564047064047064,0.09253477389151014
experiment_1_3_1,37,relative_control,random_10_groups,raw,37,10,,,,300,linear,val,0.13068181818181818,0.13013052443199502,0.12847717768212524
experiment_1_3_1,37,relative_control,random_10_groups,raw,37,10,,,,300,linear,test,0.1962025316455696,0.18856074481074483,0.17605343730343728
experiment_1_3_1,37,relative_control,random_10_groups,raw,37,10,,,,300,5nn,val,0.09090909090909091,0.08868172268907563,0.050164417952444716
experiment_1_3_1,37,relative_control,random_10_groups,raw,37,10,,,,300,5nn,test,0.10126582278481013,0.09731934731934733,0.03978428978428978
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,val,0.2215909090909091,0.21040499533146592,0.20310494333639248
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,test,0.22151898734177214,0.20131257631257635,0.1958350291683625
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,val,0.13636363636363635,0.13306781045751634,0.09103903928031398
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,test,0.10126582278481013,0.10178363303363304,0.05493842736110777
experiment_1_3_1,37,relative_control,random_10_groups,raw,53,10,,,,300,linear,val,0.22727272727272727,0.22566623871770933,0.21704029045676354
experiment_1_3_1,37,relative_control,random_10_groups,raw,53,10,,,,300,linear,test,0.21518987341772153,0.20472860472860474,0.18330297163290207
experiment_1_3_1,37,relative_control,random_10_groups,raw,53,10,,,,300,5nn,val,0.09090909090909091,0.08976423902894491,0.053341402027259344
experiment_1_3_1,37,relative_control,random_10_groups,raw,53,10,,,,300,5nn,test,0.13291139240506328,0.12634865134865134,0.07975817186526743
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,val,0.2159090909090909,0.21355431061313415,0.2116780290831524
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,test,0.22151898734177214,0.20581085581085581,0.19827071494705653
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,val,0.13636363636363635,0.13800284002489885,0.11903957372476016
experiment_1_3_1,37,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,test,0.13924050632911392,0.13275890775890775,0.08205699433769609
experiment_1_3_1,37,relative_control,random_10_groups,raw,71,10,,,,300,linear,val,0.19318181818181818,0.18932170090258324,0.19189833180367324
experiment_1_3_1,37,relative_control,random_10_groups,raw,71,10,,,,300,linear,test,0.25316455696202533,0.23594461094461092,0.23148646302936807
experiment_1_3_1,37,relative_control,random_10_groups,raw,71,10,,,,300,5nn,val,0.09659090909090909,0.09452614379084967,0.044001276818614286
experiment_1_3_1,37,relative_control,random_10_groups,raw,71,10,,,,300,5nn,test,0.12025316455696203,0.11438283938283939,0.06727669750070571
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,11,10,,,,300,linear,val,0.27638190954773867,0.26631897585844955,0.2597894695200271
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,11,10,,,,300,linear,test,0.20714285714285716,0.1966297591297591,0.18406648346759172
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,11,10,,,,300,5nn,val,0.16080402010050251,0.15217745217745218,0.13711842539175195
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,11,10,,,,300,5nn,test,0.08571428571428572,0.08731546231546232,0.05795474910394265
experiment_1_3_1,53,relative_control,random_10_groups,raw,11,10,,,,300,linear,val,0.19597989949748743,0.1909211463487779,0.19291119504430612
experiment_1_3_1,53,relative_control,random_10_groups,raw,11,10,,,,300,linear,test,0.12857142857142856,0.12747668997668996,0.12544699331831233
experiment_1_3_1,53,relative_control,random_10_groups,raw,11,10,,,,300,5nn,val,0.12562814070351758,0.11555799220272904,0.054112662013958125
experiment_1_3_1,53,relative_control,random_10_groups,raw,11,10,,,,300,5nn,test,0.08571428571428572,0.08741258741258741,0.0417435712297961
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,val,0.21608040201005024,0.2129867269669901,0.21113162386627618
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,test,0.20714285714285716,0.2058080808080808,0.19471471094659498
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,val,0.11557788944723618,0.10527721547458391,0.06992167028044916
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,test,0.12857142857142856,0.12980769230769232,0.07919609630135947
experiment_1_3_1,53,relative_control,random_10_groups,raw,23,10,,,,300,linear,val,0.271356783919598,0.25245679637127005,0.23624443243785662
experiment_1_3_1,53,relative_control,random_10_groups,raw,23,10,,,,300,linear,test,0.15714285714285714,0.15977078477078477,0.15684890828182085
experiment_1_3_1,53,relative_control,random_10_groups,raw,23,10,,,,300,5nn,val,0.10552763819095477,0.0960343567251462,0.051607604282022886
experiment_1_3_1,53,relative_control,random_10_groups,raw,23,10,,,,300,5nn,test,0.1,0.10878010878010878,0.07299994218152786
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,val,0.2613065326633166,0.2518930204785468,0.2591290115215976
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,test,0.17142857142857143,0.16972610722610723,0.16480537365327355
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,val,0.11557788944723618,0.1134498238116659,0.08183285849952517
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,test,0.12857142857142856,0.1281080031080031,0.07849643814740535
experiment_1_3_1,53,relative_control,random_10_groups,raw,37,10,,,,300,linear,val,0.24120603015075376,0.22990227973780608,0.22427745982313116
experiment_1_3_1,53,relative_control,random_10_groups,raw,37,10,,,,300,linear,test,0.2357142857142857,0.22974941724941722,0.2254771396075744
experiment_1_3_1,53,relative_control,random_10_groups,raw,37,10,,,,300,5nn,val,0.11055276381909548,0.10075536062378167,0.05426020173327547
experiment_1_3_1,53,relative_control,random_10_groups,raw,37,10,,,,300,5nn,test,0.11428571428571428,0.11412198912198912,0.058878077362477875
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,val,0.2613065326633166,0.24750431099115308,0.23482921143262694
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,test,0.17142857142857143,0.16234459984459984,0.15127616747181966
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,val,0.135678391959799,0.12742024666366772,0.09864436475171699
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,test,0.12142857142857143,0.12179487179487179,0.07600610865815254
experiment_1_3_1,53,relative_control,random_10_groups,raw,53,10,,,,300,linear,val,0.20100502512562815,0.20167037519011202,0.1983600952145015
experiment_1_3_1,53,relative_control,random_10_groups,raw,53,10,,,,300,linear,test,0.24285714285714285,0.22751554001553997,0.21029155167946836
experiment_1_3_1,53,relative_control,random_10_groups,raw,53,10,,,,300,5nn,val,0.10050251256281408,0.09280579922027292,0.0386432475596492
experiment_1_3_1,53,relative_control,random_10_groups,raw,53,10,,,,300,5nn,test,0.08571428571428572,0.08741258741258741,0.04184898171671908
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,val,0.2814070351758794,0.27513963862648066,0.27321100955830974
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,test,0.22857142857142856,0.21736596736596736,0.21147277306697596
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,val,0.11055276381909548,0.1029155420602789,0.08125058780846958
experiment_1_3_1,53,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,test,0.14285714285714285,0.14083139083139082,0.10264954762105394
experiment_1_3_1,53,relative_control,random_10_groups,raw,71,10,,,,300,linear,val,0.23115577889447236,0.21584804693357326,0.21088608794491148
experiment_1_3_1,53,relative_control,random_10_groups,raw,71,10,,,,300,linear,test,0.17142857142857143,0.16632672882672883,0.15747630457044903
experiment_1_3_1,53,relative_control,random_10_groups,raw,71,10,,,,300,5nn,val,0.10552763819095477,0.09454191033138402,0.050331748861160625
experiment_1_3_1,53,relative_control,random_10_groups,raw,71,10,,,,300,5nn,test,0.08571428571428572,0.08508158508158509,0.03780244303500117
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,11,10,,,,300,linear,val,0.22941176470588234,0.21906669719169722,0.2216449042793129
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,11,10,,,,300,linear,test,0.23333333333333334,0.22333099906629317,0.21969166109190322
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,11,10,,,,300,5nn,val,0.1588235294117647,0.15248015873015872,0.1321990261255798
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,11,10,,,,300,5nn,test,0.16111111111111112,0.15264647525676936,0.10714285714285714
experiment_1_3_1,71,relative_control,random_10_groups,raw,11,10,,,,300,linear,val,0.24705882352941178,0.23380265567765568,0.23468719162788343
experiment_1_3_1,71,relative_control,random_10_groups,raw,11,10,,,,300,linear,test,0.20555555555555555,0.19470704948646123,0.18873594058256082
experiment_1_3_1,71,relative_control,random_10_groups,raw,11,10,,,,300,5nn,val,0.12352941176470589,0.11116071428571428,0.06970129042962582
experiment_1_3_1,71,relative_control,random_10_groups,raw,11,10,,,,300,5nn,test,0.1111111111111111,0.10075280112044817,0.049816664244524946
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,val,0.20588235294117646,0.19656211843711846,0.20928598159464437
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,23,10,,,,300,linear,test,0.2222222222222222,0.21174719887955182,0.21053614912689192
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,val,0.15294117647058825,0.142372557997558,0.11245239343050988
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,23,10,,,,300,5nn,test,0.14444444444444443,0.13713818860877686,0.11321258145946393
experiment_1_3_1,71,relative_control,random_10_groups,raw,23,10,,,,300,linear,val,0.24705882352941178,0.24373092185592185,0.23437503037034926
experiment_1_3_1,71,relative_control,random_10_groups,raw,23,10,,,,300,linear,test,0.16111111111111112,0.15022467320261437,0.15155160459885006
experiment_1_3_1,71,relative_control,random_10_groups,raw,23,10,,,,300,5nn,val,0.11176470588235295,0.10069444444444443,0.05311889248453005
experiment_1_3_1,71,relative_control,random_10_groups,raw,23,10,,,,300,5nn,test,0.12777777777777777,0.11427696078431372,0.05682010135135135
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,val,0.20588235294117646,0.20008394383394382,0.20506353470746275
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,37,10,,,,300,linear,test,0.17777777777777778,0.17154528478057887,0.17578361363303496
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,val,0.14705882352941177,0.13796932234432233,0.10688885441796718
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,37,10,,,,300,5nn,test,0.12222222222222222,0.11561916433239962,0.07757943069727967
experiment_1_3_1,71,relative_control,random_10_groups,raw,37,10,,,,300,linear,val,0.21176470588235294,0.2068299755799756,0.2043807092720136
experiment_1_3_1,71,relative_control,random_10_groups,raw,37,10,,,,300,linear,test,0.2111111111111111,0.19726015406162467,0.19932005809162598
experiment_1_3_1,71,relative_control,random_10_groups,raw,37,10,,,,300,5nn,val,0.11176470588235295,0.10223214285714284,0.06751119251119252
experiment_1_3_1,71,relative_control,random_10_groups,raw,37,10,,,,300,5nn,test,0.1,0.09199929971988796,0.04119430475362679
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,val,0.2235294117647059,0.2160180097680098,0.21270730354063686
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,53,10,,,,300,linear,test,0.25555555555555554,0.23755543884220356,0.2281485958739696
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,val,0.13529411764705881,0.12549603174603174,0.08032335518748562
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,53,10,,,,300,5nn,test,0.16111111111111112,0.15016631652661064,0.11607119027088537
experiment_1_3_1,71,relative_control,random_10_groups,raw,53,10,,,,300,linear,val,0.18235294117647058,0.19044566544566546,0.18951249243587953
experiment_1_3_1,71,relative_control,random_10_groups,raw,53,10,,,,300,linear,test,0.21666666666666667,0.21630485527544352,0.21356906761318528
experiment_1_3_1,71,relative_control,random_10_groups,raw,53,10,,,,300,5nn,val,0.1,0.0927312271062271,0.06839782376133356
experiment_1_3_1,71,relative_control,random_10_groups,raw,53,10,,,,300,5nn,test,0.11666666666666667,0.10701155462184873,0.06582120676367921
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,val,0.2529411764705882,0.24575320512820512,0.25594344247248346
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,71,10,,,,300,linear,test,0.2222222222222222,0.21365838001867413,0.20615043807248104
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,val,0.11764705882352941,0.10998168498168498,0.07324749347775664
experiment_1_3_1,71,relative_control,permuted_10_bins,raw,71,10,,,,300,5nn,test,0.14444444444444443,0.13706524276377216,0.10283426368952685
experiment_1_3_1,71,relative_control,random_10_groups,raw,71,10,,,,300,linear,val,0.21176470588235294,0.20944749694749695,0.2092187539606699
experiment_1_3_1,71,relative_control,random_10_groups,raw,71,10,,,,300,linear,test,0.20555555555555555,0.1887546685340803,0.1857590441596659
experiment_1_3_1,71,relative_control,random_10_groups,raw,71,10,,,,300,5nn,val,0.11176470588235295,0.10354471916971915,0.06855120868986177
