objective,phase_weight,progress_weight,seed,fixed_when_architecture,ablation,replicate,native_test_phase_ba,native_test_progress_mae,probe_test_phase_ba,probe_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd
phase_only,1.0,0.0,37,rsnn_shortmem,temporal_shuffle,3,0.12110252472786268,0.22447740215144746,0.2776686991054967,0.1600523144006729,0.16096771544177238,0.045421956892217535,0.7623681540845004,0.18664003095417753,0.4245636967758879,0.04408569285940429
phase_only,1.0,0.0,37,rsnn_shortmem,temporal_shuffle,4,0.12173327435707396,0.2223288604657944,0.29033085719955004,0.15628059208393097,0.15670066081906017,0.04259702926063753,0.76257489886651,0.1635620706574091,0.42975546009380455,0.04350333545436572
phase_only,1.0,0.0,53,rsnn_shortmem,ordered,0,0.33677132404345433,0.20739576914539076,0.36993051052420445,0.1134537011384964,0.12304065570439378,0.059843049527555876,0.94780774156774,0.04040142545186896,0.2908509532818454,0.05930298423300676
phase_only,1.0,0.0,53,rsnn_shortmem,state_reset,0,0.1257088436449471,0.2398950073817005,0.3134857415214843,0.14191968739032745,0.145878209234917,0.036825531333308265,0.8629259667696576,0.07575693515786074,0.3909319925351025,0.05522391631552654
phase_only,1.0,0.0,53,rsnn_shortmem,temporal_shuffle,0,0.12624503100567255,0.2971249018629936,0.2634428186666271,0.17137590050697327,0.16962870246131126,0.040993907602809715,0.712439768499347,0.19086946098095348,0.43394292847301785,0.04553466185955333
phase_only,1.0,0.0,53,rsnn_shortmem,temporal_shuffle,1,0.11825552238595563,0.2992859997161447,0.27157325767766116,0.17659683525562286,0.17458149637669734,0.045712213806280926,0.6840239969503301,0.21738774443163814,0.4352249825770463,0.0362848743718904
phase_only,1.0,0.0,53,rsnn_shortmem,temporal_shuffle,2,0.11794542284122325,0.30029387670020535,0.26660384170316986,0.16969308257102966,0.16764976660886857,0.03935720960613375,0.7124105452402608,0.19353606063300294,0.43573997168713186,0.042660201398446077
phase_only,1.0,0.0,53,rsnn_shortmem,temporal_shuffle,3,0.11852934599786277,0.2987826980956613,0.2686224641933762,0.17129866778850555,0.16857019765940431,0.041293942970756475,0.7151197944314284,0.19516553685244695,0.43615699543502834,0.0443461104863469
phase_only,1.0,0.0,53,rsnn_shortmem,temporal_shuffle,4,0.12396808917284563,0.29755171684369647,0.26658449068227513,0.1700054556131363,0.16831208347049478,0.04173690665652575,0.7190358790024014,0.1916881013619387,0.4398875607798767,0.04364705329826177
phase_only,1.0,0.0,71,rsnn_shortmem,ordered,0,0.36960473211513045,0.20092928409576416,0.34888763312641213,0.11900126188993454,0.12737795618707187,0.05624436801002051,0.9369189237866024,0.06501144906360352,0.28679684406369504,0.06158096885772233
phase_only,1.0,0.0,71,rsnn_shortmem,state_reset,0,0.1668989678041855,0.25565144460495204,0.31223689889594963,0.14393572509288788,0.1459430857778412,0.03809515218977659,0.8626416879363829,0.08551660817096422,0.39595920079109886,0.05486085761949788
phase_only,1.0,0.0,71,rsnn_shortmem,temporal_shuffle,0,0.11741920017440735,0.256439208984375,0.267794909772486,0.17308063805103302,0.17300539652574554,0.052046667666301574,0.7069193073539396,0.2060635135730729,0.43754405833488164,0.04164882222844062
phase_only,1.0,0.0,71,rsnn_shortmem,temporal_shuffle,1,0.12851647079457504,0.2590980301164601,0.2587025197399606,0.1766863465309143,0.17472595287716552,0.043921114338901945,0.6883586897785602,0.22930689070093588,0.44188570052291815,0.042211342565191365
phase_only,1.0,0.0,71,rsnn_shortmem,temporal_shuffle,2,0.1194750112828197,0.2562270491090539,0.2678500494604081,0.17060916125774384,0.16824261308328747,0.04849199166288939,0.7113847309652241,0.22100559084339494,0.43562925223293636,0.04413105191558397
phase_only,1.0,0.0,71,rsnn_shortmem,temporal_shuffle,3,0.12229774727839804,0.25330679383996413,0.2505957475277216,0.17710696160793304,0.1747159271003449,0.04371901403573487,0.695660535782168,0.22400846478164924,0.4374555730917605,0.035445473535003436
phase_only,1.0,0.0,71,rsnn_shortmem,temporal_shuffle,4,0.11398116087814691,0.25747263268248677,0.2722533468132685,0.17086967825889587,0.16912569651660853,0.04382011225329209,0.7030965994195263,0.21170668624403344,0.4320092898803767,0.03909505203931973
phase_heavy,5.0,1.0,11,rsnn_shortmem,ordered,0,0.3691719312033691,0.15832695569077584,0.36255114174797337,0.11676163971424103,0.12672121200251252,0.05843995431848081,0.9394787809201003,0.05621036138285989,0.3073873243206969,0.06277828021494797
phase_heavy,5.0,1.0,11,rsnn_shortmem,state_reset,0,0.15893070038733625,0.2660194749701513,0.31310547681833434,0.14490710198879242,0.14806966682615347,0.0374003983752296,0.8655961670772979,0.08113608289049308,0.4022503034479564,0.051570436470269335
phase_heavy,5.0,1.0,11,rsnn_shortmem,temporal_shuffle,0,0.12214739973239966,0.26685677815790043,0.23514873744295706,0.19268527626991272,0.19037892143816165,0.04163150097107382,0.5989488424776451,0.24279100771088824,0.45252407430346464,0.041848729114665056
phase_heavy,5.0,1.0,11,rsnn_shortmem,temporal_shuffle,1,0.12177360295960775,0.2657046905935627,0.23658509907955388,0.19183094799518585,0.19026601676867433,0.04431607084391623,0.6058414195646908,0.22987431631155847,0.45275044536830056,0.040313782531476994
phase_heavy,5.0,1.0,11,rsnn_shortmem,temporal_shuffle,2,0.11741096969840423,0.2619013753655839,0.24014693211084043,0.1946227252483368,0.19233004641655374,0.043835732902258055,0.610069135767641,0.22323911034178526,0.4527923073852454,0.035328017141270575
phase_heavy,5.0,1.0,11,rsnn_shortmem,temporal_shuffle,3,0.12072054934593637,0.2622151440137053,0.22901102728127148,0.1930801272392273,0.192536154634332,0.04723518718193397,0.6149586602493374,0.20622713910227605,0.45165367303983195,0.042107590803651555
phase_heavy,5.0,1.0,11,rsnn_shortmem,temporal_shuffle,4,0.12494088256770144,0.26219381044988765,0.2323731948050176,0.19090062379837036,0.18915594609020508,0.04287209215300596,0.6114252201014698,0.24415449949358045,0.4502960016282932,0.037943020471214436
phase_heavy,5.0,1.0,23,rsnn_shortmem,ordered,0,0.38007719593358175,0.16019962585135683,0.35630687691791485,0.11306819319725037,0.12195952861786705,0.05881700585917289,0.9377093937421854,0.055741048705899784,0.2996989500240901,0.06051143557491199
phase_heavy,5.0,1.0,23,rsnn_shortmem,state_reset,0,0.18016634740137394,0.2489648943078028,0.32244458386074987,0.13907092809677124,0.1424895526509579,0.036438204768336445,0.8804711917300536,0.06679075398366484,0.3982254783896284,0.05357824102474326
phase_heavy,5.0,1.0,23,rsnn_shortmem,temporal_shuffle,0,0.1325339947345948,0.24524059850875646,0.2509905074379355,0.1812283992767334,0.1797030675288749,0.042857117205699964,0.7245804294495855,0.22252536339787976,0.4363242537528014,0.03708735159560216
phase_heavy,5.0,1.0,23,rsnn_shortmem,temporal_shuffle,1,0.12261042638940145,0.24946185987289637,0.24744483651143737,0.18836288154125214,0.18904588192905467,0.04210711472941621,0.7175826100614846,0.19151646640896122,0.4468951521679724,0.043282514436516026
phase_heavy,5.0,1.0,23,rsnn_shortmem,temporal_shuffle,2,0.12877728268143834,0.25133791361769586,0.25413198404132514,0.17912721633911133,0.17888718608715762,0.04175080587971046,0.7265917627406553,0.19770996652285652,0.4442432664226419,0.039517038179784476
phase_heavy,5.0,1.0,23,rsnn_shortmem,temporal_shuffle,3,0.1189261575523322,0.25192662461163245,0.2633505263444002,0.18513253331184387,0.1842741422763426,0.043528471351546805,0.698442862848348,0.23115272417361074,0.4434787735674351,0.038586269959804874
phase_heavy,5.0,1.0,23,rsnn_shortmem,temporal_shuffle,4,0.12049571072988727,0.25083879901938244,0.27270714202107565,0.17663125693798065,0.17661209996432475,0.04347531376765,0.7315891553474669,0.19380396582836368,0.4498421620606272,0.03761413598641953
phase_heavy,5.0,1.0,37,rsnn_shortmem,ordered,0,0.37697835650923706,0.16820776789155725,0.357156929418181,0.11788730323314667,0.12833835419318448,0.0613503179672097,0.949463051773713,0.04682532804440219,0.2930957491307406,0.059089940253965204
phase_heavy,5.0,1.0,37,rsnn_shortmem,state_reset,0,0.14505946982494336,0.2644646396375682,0.32070013949948006,0.14486132562160492,0.1487533600669201,0.035778311740416936,0.846942769766298,0.09554353852274144,0.40331836634352164,0.05328458649196412
phase_heavy,5.0,1.0,37,rsnn_shortmem,temporal_shuffle,0,0.12451941037679926,0.24066636497027252,0.2753689595501885,0.16403809189796448,0.16628312579777144,0.05028773006114457,0.7690227606034553,0.1731557877620675,0.43335373387690135,0.04423448439447528
phase_heavy,5.0,1.0,37,rsnn_shortmem,temporal_shuffle,1,0.1216640959167636,0.23951286322449986,0.2699996277482265,0.16348403692245483,0.16418299645389597,0.049330326397599884,0.7559440972649462,0.20456368251638626,0.43218130640729124,0.04007350523916594
phase_heavy,5.0,1.0,37,rsnn_shortmem,temporal_shuffle,2,0.11906444374512626,0.24204108323136422,0.27462936002250815,0.1651582270860672,0.16674455076660197,0.050932664441440186,0.7442608055301334,0.20518952591835637,0.4331761348054285,0.04185328624384948
phase_heavy,5.0,1.0,37,rsnn_shortmem,temporal_shuffle,3,0.1227303141418783,0.2392448219534469,0.2787840093698371,0.16041871905326843,0.1617717915405966,0.04948308990060532,0.7854866215009648,0.16391160029411533,0.42584645803251375,0.04030782712607328
phase_heavy,5.0,1.0,37,rsnn_shortmem,temporal_shuffle,4,0.12245147779573888,0.237721469304333,0.2869069388101975,0.1605064570903778,0.16374732977519296,0.045436951281978805,0.7775499990098601,0.1717332512466344,0.43210707847514973,0.03716019380962292
phase_heavy,5.0,1.0,53,rsnn_shortmem,ordered,0,0.3394251880577731,0.18603482311719086,0.356647957039686,0.11463183909654617,0.12378495931625366,0.061332000568349275,0.9457673167596237,0.05221126755321172,0.27202496989576264,0.056278285851150515
phase_heavy,5.0,1.0,53,rsnn_shortmem,state_reset,0,0.159860798243886,0.24791001946958777,0.31417483238554206,0.14134684205055237,0.14534527257288973,0.03759130701896809,0.8648866364513249,0.0740602804964397,0.39529543538745215,0.05705384551471279
phase_heavy,5.0,1.0,53,rsnn_shortmem,temporal_shuffle,0,0.12224085872409678,0.250182667823687,0.2474818287734339,0.17906004190444946,0.17544318424308136,0.03533377697594425,0.6737660560488747,0.1985314191042708,0.4424540188396859,0.04140202687275653
phase_heavy,5.0,1.0,53,rsnn_shortmem,temporal_shuffle,1,0.11284026224729189,0.25177982408706456,0.266902351267981,0.17676493525505066,0.17195650766769502,0.03501299351315977,0.6605186107501256,0.21545694133861704,0.43709941865654944,0.045838267302014346
phase_heavy,5.0,1.0,53,rsnn_shortmem,temporal_shuffle,2,0.10977803185854258,0.2530702107573209,0.25128261125408485,0.17430922389030457,0.17030006198033895,0.03164248071521725,0.6803262665713992,0.19113128764449008,0.4382031125238498,0.03788699224892737
phase_heavy,5.0,1.0,53,rsnn_shortmem,temporal_shuffle,3,0.11912762879004431,0.2507712089852111,0.2543967987355853,0.17816811800003052,0.17456501957080137,0.03477939056536784,0.6601742932158565,0.21853373200975074,0.43646149609004103,0.04455848324587109
phase_heavy,5.0,1.0,53,rsnn_shortmem,temporal_shuffle,4,0.11878636281351644,0.24835916088051993,0.25281587691396756,0.17500974237918854,0.1713390779515652,0.032874147584748666,0.6832177548635193,0.20579439117081075,0.4442155393506056,0.045884281545768
phase_heavy,5.0,1.0,71,rsnn_shortmem,ordered,0,0.3704078319526739,0.1670488331415882,0.3574905506403437,0.12110256403684616,0.1294410592838101,0.05910993587399743,0.9160149740425378,0.08399124402484066,0.3186609026427361,0.05813272417074227
phase_heavy,5.0,1.0,71,rsnn_shortmem,state_reset,0,0.1518859102885259,0.261345677179833,0.31269324089849926,0.1455649435520172,0.1474472595098084,0.03685874789980577,0.8589570234815168,0.08471906678470623,0.3960550855486337,0.05362368661343825
phase_heavy,5.0,1.0,71,rsnn_shortmem,temporal_shuffle,0,0.11634706091026623,0.2577310277991099,0.26000746206576025,0.18766222894191742,0.18449959317094658,0.04340697910398397,0.6494697596473403,0.2548681221550877,0.4490704339337782,0.04254975339886703
phase_heavy,5.0,1.0,71,rsnn_shortmem,temporal_shuffle,1,0.12251724587856638,0.26171108141337357,0.24986042309413614,0.19122067093849182,0.1888059414923191,0.040054903442567506,0.6302246227544542,0.25881123192438216,0.45056577777982443,0.04340575732195526
phase_heavy,5.0,1.0,71,rsnn_shortmem,temporal_shuffle,2,0.1254226585847899,0.25305640860779643,0.25612853391088475,0.1854555904865265,0.18254126955385078,0.04097560574243905,0.6486381904410718,0.24053807740235528,0.44795097808565354,0.038577830994431815
phase_heavy,5.0,1.0,71,rsnn_shortmem,temporal_shuffle,3,0.1148824807211464,0.25675536181828745,0.2585248945661446,0.18975983560085297,0.18694825904214218,0.038207375568367216,0.6312960671232286,0.24369471180102467,0.4544857714229154,0.03938213486445145
phase_heavy,5.0,1.0,71,rsnn_shortmem,temporal_shuffle,4,0.11207520097648642,0.2596319081032113,0.25183814302725527,0.1935499608516693,0.19060122772847135,0.04185194597998425,0.6180424419670846,0.26399001307869485,0.44867727787804984,0.04158564995163124
joint,1.0,1.0,11,rsnn_shortmem,ordered,0,0.36585246044700004,0.16715675020871096,0.35357947065161355,0.11724085360765457,0.1271279613193992,0.05815685831042915,0.9427004928754017,0.052112566083703876,0.3053818924339489,0.062222196471875976
joint,1.0,1.0,11,rsnn_shortmem,state_reset,0,0.162195180587891,0.26581266481582433,0.318747908863666,0.14421439170837402,0.14761042528568882,0.03773886367553195,0.8668782969112149,0.0804868223853158,0.3994253491848473,0.05063415779029587
joint,1.0,1.0,11,rsnn_shortmem,temporal_shuffle,0,0.11614386127063625,0.25765479427494414,0.2373331622993578,0.19383631646633148,0.1917460300028324,0.0453321536807504,0.5843215764414651,0.26359161897900724,0.44683532861511466,0.03926869168233967
joint,1.0,1.0,11,rsnn_shortmem,temporal_shuffle,1,0.13072059800399577,0.2529126715986696,0.23808613240017337,0.19030536711215973,0.18829669721730768,0.0426268563506168,0.6368862991131896,0.21832223260939645,0.4477958635057902,0.03849471271442787
joint,1.0,1.0,11,rsnn_shortmem,temporal_shuffle,2,0.1266104067433529,0.24938062772358935,0.22867069233203624,0.19460687041282654,0.19254269246777442,0.04244359514533044,0.5926530136876126,0.25727678110934976,0.44657353363742763,0.038432925679596164
joint,1.0,1.0,11,rsnn_shortmem,temporal_shuffle,3,0.11640298536517765,0.25116589297987013,0.23364374157384477,0.19154180586338043,0.19003487220161583,0.04413077107360405,0.6140209986732518,0.23763974224524254,0.4536433368335343,0.04306265568398372
joint,1.0,1.0,11,rsnn_shortmem,temporal_shuffle,4,0.12209582095525633,0.2513355016708374,0.2373421278706324,0.19121982157230377,0.18973182473484784,0.045531564814473,0.6080812417740988,0.2810866479819189,0.4500397021416913,0.039976065216846476
joint,1.0,1.0,23,rsnn_shortmem,ordered,0,0.3756861882324948,0.15592593689487405,0.3640194564671617,0.11532004177570343,0.12482805616439205,0.06090233402012244,0.9354127936877089,0.05368669884503343,0.3069781625114612,0.06287158119901687
joint,1.0,1.0,23,rsnn_shortmem,state_reset,0,0.16195574462254309,0.25725325819564193,0.3211343779554835,0.13850721716880798,0.14164584175976988,0.03615488195319841,0.8813734527325656,0.06491188820042064,0.4008160937141638,0.05825539641177165
joint,1.0,1.0,23,rsnn_shortmem,temporal_shuffle,0,0.1253512733775482,0.24178001325424403,0.25575625046167855,0.18152359127998352,0.1810385324060917,0.04565948103744232,0.717176967198697,0.22811476455775015,0.44585611572810213,0.03985073329210992
joint,1.0,1.0,23,rsnn_shortmem,temporal_shuffle,1,0.12233438216644958,0.24604762416996367,0.24668606568574258,0.18834106624126434,0.1898387029562911,0.04749063099083095,0.6964356522282248,0.19835905880825538,0.4492389580858427,0.040742507656162066
joint,1.0,1.0,23,rsnn_shortmem,temporal_shuffle,2,0.13028869007123928,0.24902208863872372,0.25001078347847805,0.18275459110736847,0.18378053610659625,0.04808234478018416,0.6896750795355249,0.22882785005043188,0.44613416892412644,0.04059497880375983
joint,1.0,1.0,23,rsnn_shortmem,temporal_shuffle,3,0.12864362531978807,0.24746800448796522,0.2449245885671309,0.18672716617584229,0.1876200340075852,0.051675661479688446,0.6894608691825523,0.22973588412312848,0.4471551022843975,0.04572631068583037
joint,1.0,1.0,23,rsnn_shortmem,temporal_shuffle,4,0.11860218466703935,0.24535511617791161,0.2639638566390484,0.18055729568004608,0.1807023047992628,0.049114398919749135,0.7193178051475178,0.20324966584525944,0.4499645502843835,0.04199644325142724
joint,1.0,1.0,37,rsnn_shortmem,ordered,0,0.3877113323519583,0.163342781262855,0.3667578840323028,0.11389077454805374,0.12390386394850195,0.060884283275460825,0.9463236839355754,0.04821665936333544,0.29933620437605335,0.05595290704703896
joint,1.0,1.0,37,rsnn_shortmem,state_reset,0,0.14413554142814297,0.26148460335927465,0.3176320541894205,0.14484821259975433,0.14884179861169972,0.03589287907312796,0.845938974475649,0.09645627116331865,0.40375887859981613,0.054776288438065854
joint,1.0,1.0,37,rsnn_shortmem,temporal_shuffle,0,0.11882803636794811,0.23459054345953956,0.27075312863739665,0.16186311841011047,0.16281983067523942,0.047770750026239116,0.7748623494577241,0.16570714536216255,0.4318008608080728,0.03715823703824403
joint,1.0,1.0,37,rsnn_shortmem,temporal_shuffle,1,0.11554907694141395,0.2355014200079931,0.2823774966158613,0.1601446568965912,0.159906281898283,0.043926116962925324,0.7676247843589922,0.1695310162528896,0.4306451743902613,0.0454946458262316
joint,1.0,1.0,37,rsnn_shortmem,temporal_shuffle,2,0.12920784795438356,0.23598994620858807,0.27864123521426515,0.1612217128276825,0.16288944430751343,0.04998170514891501,0.779441461287238,0.1928218715990869,0.4344985342666977,0.04082087178718113
joint,1.0,1.0,37,rsnn_shortmem,temporal_shuffle,3,0.12322765715473398,0.23145925182185761,0.28866954180318005,0.15596556663513184,0.15806603635827157,0.048944436155186774,0.8046056379158657,0.14627866953896268,0.42923520326477066,0.04245374233424239
joint,1.0,1.0,37,rsnn_shortmem,temporal_shuffle,4,0.1291629554402761,0.2340493577800385,0.28485229812629076,0.15911026298999786,0.1615458625840814,0.04708431616010831,0.7871702208848426,0.15059924856690893,0.437524961654866,0.04195228208338376
joint,1.0,1.0,53,rsnn_shortmem,ordered,0,0.3396589956913453,0.17970757615076352,0.355780475698274,0.11371797323226929,0.12354494562398081,0.06270636761628567,0.9484995537920603,0.05046714187626857,0.27497980601592087,0.06744929461882263
joint,1.0,1.0,53,rsnn_shortmem,state_reset,0,0.14674882913758286,0.2513451935493783,0.31736401758401234,0.1420581340789795,0.14605185614056784,0.03735667691066339,0.8626917430984166,0.0753046876506671,0.39579748309322066,0.05353965752600053
joint,1.0,1.0,53,rsnn_shortmem,temporal_shuffle,0,0.12892224753119605,0.2378210335561674,0.25772761993902427,0.1699480265378952,0.16981717020477335,0.0415399393706236,0.7469411307576009,0.16778574402881372,0.4326223996286104,0.04206358433608074
joint,1.0,1.0,53,rsnn_shortmem,temporal_shuffle,1,0.11853875718350193,0.23920753557388097,0.27744089952818596,0.16515803337097168,0.1629456057123942,0.0421958351817524,0.735736913418558,0.19563750111486244,0.43122814836702644,0.043133374119642326
joint,1.0,1.0,53,rsnn_shortmem,temporal_shuffle,2,0.11699256938629757,0.2371472463215867,0.27386166934291156,0.16346396505832672,0.16250547792201173,0.0399432632016733,0.7582691268139383,0.1710925889367206,0.4350510106432598,0.043606356230956426
joint,1.0,1.0,53,rsnn_shortmem,temporal_shuffle,3,0.12157226830898504,0.23815345764160156,0.26814282218613644,0.16363123059272766,0.1626770334598953,0.04184676698117504,0.7559468136567377,0.17921061369800645,0.42963502598322,0.04459710742381268
joint,1.0,1.0,53,rsnn_shortmem,temporal_shuffle,4,0.12464104935073653,0.23786600975141134,0.275405744100916,0.16517162322998047,0.16403414257993437,0.04101661607270094,0.7458931265300782,0.1798241836181321,0.431739161173926,0.042539668492368794
joint,1.0,1.0,71,rsnn_shortmem,ordered,0,0.3777532753307543,0.17608126548871603,0.3529374369614095,0.11822474002838135,0.12706281982158144,0.056549854153964074,0.9392361291820363,0.0630957967765091,0.3027435694901781,0.0603609097810913
joint,1.0,1.0,71,rsnn_shortmem,state_reset,0,0.17272283224785734,0.25816987965204946,0.31310763231125605,0.1450067162513733,0.14690757093772497,0.037511142159663266,0.8614240640125703,0.08614136940875584,0.39426560332374355,0.05489880521556802
joint,1.0,1.0,71,rsnn_shortmem,temporal_shuffle,0,0.12800841363554902,0.2432240231396401,0.27770390420640584,0.16872814297676086,0.16907206534931105,0.050153447036082495,0.739475471602475,0.2060200076461367,0.4418461191526382,0.04120990348287149
joint,1.0,1.0,71,rsnn_shortmem,temporal_shuffle,1,0.12744902256063081,0.25197182289541586,0.26948999945836793,0.1776553839445114,0.17762177529400341,0.044578489356363556,0.7006520095965794,0.21987098573175157,0.4424570349013161,0.043817358783881204
joint,1.0,1.0,71,rsnn_shortmem,temporal_shuffle,2,0.13081082324203558,0.242727666685026,0.2805306228710355,0.16944587230682373,0.1687392531192466,0.04656045357312234,0.7309343757163513,0.21394354328766882,0.43392771065482755,0.0415441158966064
joint,1.0,1.0,71,rsnn_shortmem,temporal_shuffle,3,0.12453797415065675,0.24387830904085342,0.25394485360421043,0.17796233296394348,0.17783408719178748,0.04749934973160786,0.7157416361172102,0.1975767175372107,0.44025388694447054,0.04034911057565405
joint,1.0,1.0,71,rsnn_shortmem,temporal_shuffle,4,0.12893589879690293,0.24578786222902063,0.2793269936067245,0.17303280532360077,0.1725009469034737,0.043785907471863235,0.7206123972012882,0.1990857368048418,0.44536446220724857,0.044672094569645916
progress_heavy,0.2,1.0,11,rsnn_shortmem,ordered,0,0.3620501311901981,0.1544283203882714,0.3449732840630766,0.11926860362291336,0.12915253057463527,0.05992237134304579,0.9264798134840646,0.07904112199371455,0.31348199274294414,0.06301586786505135
progress_heavy,0.2,1.0,11,rsnn_shortmem,state_reset,0,0.16508749953224972,0.26312194458425864,0.3135910485940745,0.1460205465555191,0.14905944987110895,0.03749565776118129,0.8619349117268607,0.08255289533497633,0.4009039545110306,0.05476978999739398
progress_heavy,0.2,1.0,11,rsnn_shortmem,temporal_shuffle,0,0.1165758859430839,0.2774375758758963,0.23534387996370065,0.19622167944908142,0.1934758875365943,0.043005156503598395,0.5836088516264214,0.24119717051894143,0.45451180532434166,0.04063666604022416
progress_heavy,0.2,1.0,11,rsnn_shortmem,temporal_shuffle,1,0.11903735541482177,0.2731541509497656,0.23919842065547275,0.19436118006706238,0.19271371513605118,0.0459909389251018,0.603700353849136,0.24232013443687606,0.4564530627909714,0.03965114130151502
