objective,phase_weight,progress_weight,seed,fixed_when_architecture,best_epoch,phase_head_trained,progress_head_trained,native_train_loss,native_train_objective_loss,native_train_phase_accuracy,native_train_phase_balanced_accuracy,native_train_phase_ce,native_train_phase_macro_f1,native_train_progress_loss,native_train_progress_mae,native_train_progress_r2,native_train_progress_sample_balanced_mae,native_val_loss,native_val_objective_loss,native_val_phase_accuracy,native_val_phase_balanced_accuracy,native_val_phase_ce,native_val_phase_macro_f1,native_val_progress_loss,native_val_progress_mae,native_val_progress_r2,native_val_progress_sample_balanced_mae,native_test_loss,native_test_objective_loss,native_test_phase_accuracy,native_test_phase_balanced_accuracy,native_test_phase_ce,native_test_phase_macro_f1,native_test_progress_loss,native_test_progress_mae,native_test_progress_r2,native_test_progress_sample_balanced_mae,probe_u_test_phase_ba,probe_u_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd
joint,1.0,1.0,11,rsnn_shortmem,60,True,True,1.4798170317881283,1.4798170070832342,0.4696936707588725,0.4661955127079474,1.4623687002621912,0.4471671885722704,0.01744830682104303,0.14660556614398956,0.5793354511260986,0.14435270279902393,1.8196815252304077,1.819681541994214,0.364849442542358,0.36036332803664484,1.7985659837722778,0.334373240584804,0.021115558221936226,0.16176077723503113,0.5206632614135742,0.16488916911776103,1.9684991281326503,1.96849912831126,0.3705268389662028,0.36585246044700004,1.9470162032401725,0.34365574964763596,0.0214829250710876,0.1596205234527588,0.5314387679100037,0.16715675020871096,0.35357947065161355,0.11724085360765457,0.1271279613193992,0.05815685831042915,0.9427004928754017,0.052112566083703876,0.3053818924339489,0.062222196471875976
joint,1.0,1.0,23,rsnn_shortmem,97,True,True,1.4499811619366303,1.4499811801495168,0.4681025675381446,0.4651658576724914,1.4338640549096717,0.4504790238516131,0.016117125239845192,0.14442168176174164,0.6012307405471802,0.13965813674532812,1.7844632863998413,1.7844632901251316,0.3650250197524361,0.36126959040591455,1.7655528783798218,0.3381785146160837,0.01891041174530983,0.15608732402324677,0.5584172010421753,0.1568025861467634,1.912101432068707,1.9121013970356688,0.37980450629555995,0.3756861882324948,1.892855262103146,0.35443901415950657,0.019246134932522904,0.15020905435085297,0.5766869783401489,0.15592593689487405,0.3640194564671617,0.11532004177570343,0.12482805616439205,0.06090233402012244,0.9354127936877089,0.05368669884503343,0.3069781625114612,0.06287158119901687
joint,1.0,1.0,37,rsnn_shortmem,71,True,True,1.4599368994904878,1.4599369010389518,0.47131827088951045,0.46779448730940826,1.4423602700438638,0.4547764332436108,0.017576630995087904,0.14811913669109344,0.5720369815826416,0.14412413447736258,1.7704588174819946,1.770458772778511,0.37371609165130365,0.3690733718760496,1.7494410276412964,0.3503494852915977,0.02101774513721466,0.16431567072868347,0.5068431496620178,0.16441199893043154,1.8881066319060653,1.888106668265919,0.3919814446653413,0.3877113323519583,1.867160481949375,0.37308596349125756,0.020946186316544064,0.15790438652038574,0.5347319841384888,0.163342781262855,0.3667578840323028,0.11389077454805374,0.12390386394850195,0.060884283275460825,0.9463236839355754,0.04821665936333544,0.29933620437605335,0.05595290704703896
joint,1.0,1.0,53,rsnn_shortmem,32,True,True,1.5417206827006118,1.5417206818157752,0.40539635218651077,0.4054352130152471,1.521438881985702,0.3787426716440502,0.020281799830073128,0.15548010170459747,0.5159756541252136,0.15365185795060124,1.856505036354065,1.8565049842000008,0.3154244579053639,0.3164336253824274,1.832170009613037,0.28010146203433367,0.024334974586963654,0.17287808656692505,0.4397895932197571,0.1756716531420511,1.9394568400840237,1.9394568576133004,0.3384691848906561,0.3396589956913453,1.9142843582858777,0.3070247598038434,0.025172499327422822,0.17255249619483948,0.44268709421157837,0.17970757615076352,0.355780475698274,0.11371797323226929,0.12354494562398081,0.06270636761628567,0.9484995537920603,0.05046714187626857,0.27497980601592087,0.06744929461882263
joint,1.0,1.0,71,rsnn_shortmem,37,True,True,1.585953973451703,1.5859540018370044,0.4423266953623528,0.43943335780762033,1.5655995293451463,0.4260375239130651,0.020354472491858133,0.15888307988643646,0.5128518342971802,0.1567114995802126,1.8141494989395142,1.814149545505643,0.3761741725923975,0.3721079085741434,1.7907288074493408,0.35210181089040066,0.02342073805630207,0.16904793679714203,0.46577203273773193,0.17230086856418186,1.9143543259738243,1.914354308316969,0.3817097415506958,0.3777532753307543,1.890420779789964,0.36183887353772526,0.023933528527005078,0.17021359503269196,0.4672417640686035,0.17608126548871603,0.3529374369614095,0.11822474002838135,0.12706281982158144,0.056549854153964074,0.9392361291820363,0.0630957967765091,0.3027435694901781,0.0603609097810913
progress_heavy,0.2,1.0,11,rsnn_shortmem,86,True,True,1.5283930016466756,0.32035044960536563,0.4404508684073894,0.4365571171293757,1.510053202330348,0.40997465262959026,0.018339809139296028,0.15941955149173737,0.5338171720504761,0.15163369433194554,1.7875984907150269,0.3727446731179953,0.3574751997190765,0.35302664073849227,1.7685672044754028,0.3217731681041946,0.019031232222914696,0.15919159352779388,0.5456631183624268,0.15716846405513704,1.908664386566371,0.39639155896099876,0.36704771371769385,0.3620501311901981,1.8903410385732782,0.33330559641858787,0.018323351246343083,0.1541883945465088,0.5722428560256958,0.1544283203882714,0.3449732840630766,0.11926860362291336,0.12915253057463527,0.05992237134304579,0.9264798134840646,0.07904112199371455,0.31348199274294414,0.06301586786505135
progress_heavy,0.2,1.0,23,rsnn_shortmem,61,True,True,1.4668456728405057,0.3079062109309763,0.4691744686552666,0.46591841554087965,1.448674329586981,0.4546774249854944,0.0181713450135801,0.15218622982501984,0.553462028503418,0.1473332173647856,1.8183419704437256,0.38096512705087665,0.36660521464313933,0.3624970044619823,1.79672110080719,0.3448542150085035,0.02162090688943863,0.16713900864124298,0.49481165409088135,0.16744901263524617,1.8888222844633338,0.39424270019445523,0.39272697150430746,0.388636218269738,1.868224517939842,0.37372437076239917,0.02059779660648679,0.15765030682086945,0.5320804119110107,0.16108468134109288,0.3621234470829434,0.1154334545135498,0.12473766868040986,0.06161700079625701,0.929763484141111,0.05301076793678573,0.3000479287053581,0.058172922612134054
progress_heavy,0.2,1.0,37,rsnn_shortmem,76,True,True,1.4833351628095066,0.30991815238928166,0.45324668799303264,0.44869475593720765,1.4667712437716696,0.4230902861065255,0.016563903634947773,0.1429477334022522,0.5955423712730408,0.13892366635819925,1.7681750059127808,0.36939974240958695,0.36730752348345186,0.3612999819537197,1.7484691143035889,0.3285647055806577,0.019705919548869133,0.15842914581298828,0.5350337028503418,0.15816880786229695,1.9075826831059912,0.3979467979389919,0.38253810470510274,0.3769973145484447,1.88704485272708,0.35199080782336317,0.02053782739357589,0.15695439279079437,0.5437090396881104,0.16218286181149416,0.34994221916542767,0.11690715700387955,0.12623485869230472,0.05847171637672584,0.9353774627090933,0.055881168969678714,0.31129208146551,0.06051377979176641
progress_heavy,0.2,1.0,53,rsnn_shortmem,95,True,True,1.3976184170750865,0.29119777535689473,0.48895439395715745,0.48471665438732864,1.3830257994788033,0.4614523380504614,0.014592615461134049,0.13056376576423645,0.6504610776901245,0.12863139974886292,1.8703129291534424,0.3893782924860716,0.3579141427442718,0.3521687720865871,1.8511682748794556,0.3228222547377889,0.019144637510180473,0.15560026466846466,0.5585455894470215,0.15757413894411118,1.979641277496129,0.41158829146154124,0.36224320742213384,0.35640802974143976,1.9600662335957566,0.32985543387474675,0.0195750447423899,0.1527915596961975,0.5692077279090881,0.15946424987218152,0.3500317058099731,0.11500465124845505,0.12494653575632671,0.06013644805164433,0.9525552528171398,0.04555465128377148,0.2743869548999308,0.0668829327867423
progress_heavy,0.2,1.0,71,rsnn_shortmem,95,True,True,1.4682341686829847,0.3063555519486074,0.46981090994355773,0.46693897563965636,1.452348282333085,0.44930707810285453,0.01588589548199035,0.14071375131607056,0.6131960153579712,0.13729850683688297,1.7964311838150024,0.3747002352029085,0.3585286629795453,0.35418555405076074,1.7771637439727783,0.3302969218435418,0.019267486408352852,0.15538516640663147,0.5569998025894165,0.1571336170983693,1.9087594420942542,0.3975770810797607,0.3884194831013916,0.3843150964803578,1.8889779913915348,0.3666799885454801,0.01978148280145371,0.1521746665239334,0.5699999928474426,0.15895287631309196,0.36626496423266414,0.11635474860668182,0.12647578474899676,0.062359646672584375,0.9321613418670247,0.056726317636471624,0.29515485335591685,0.05572535428548244
progress_only,0.0,1.0,11,rsnn_shortmem,91,False,True,2.4355787204998496,0.013411217425242964,0.08875006280670608,0.08896075447103866,2.4221674969192217,0.08313656319525164,0.013411217425242964,0.1246713250875473,0.6739616394042969,0.12170599495892681,2.4442481994628906,0.0189673975110054,0.08023878500570626,0.08019357246706076,2.425280809402466,0.07959981851597417,0.0189673975110054,0.1536964625120163,0.5620094537734985,0.15527363428993832,2.48527415811199,0.019979885307280985,0.06452948972829689,0.06473519981461753,2.4652943513164782,0.06383998643190927,0.019979885307280985,0.15601733326911926,0.5611814260482788,0.1618309053656173,0.327778061091876,0.12847866117954254,0.1377706378698349,0.059988651799055145,0.8926944470518924,0.08876374909877784,0.33039043307819776,0.06030818778587448
progress_only,0.0,1.0,23,rsnn_shortmem,90,False,True,2.4634590809603774,0.013759563608085432,0.1825916559197414,0.18067864119889282,2.449699522090656,0.12380197744134484,0.013759563608085432,0.1250000298023224,0.667793333530426,0.12245370927242732,2.4559342861175537,0.02141246199607849,0.17513826705293653,0.17208331578396616,2.4345219135284424,0.11080273441165985,0.02141246199607849,0.16267387568950653,0.5093981027603149,0.1651004155476888,2.476998022157852,0.02051977971441125,0.19151756129887343,0.18842872312427345,2.456478288728897,0.12040687773349956,0.02051977971441125,0.1554425209760666,0.552278995513916,0.1627181833737517,0.3431233445491393,0.1217031478881836,0.1312790316057532,0.06055180737293499,0.9056632001520212,0.06874368535753242,0.33349996207938953,0.06128400003838008
progress_only,0.0,1.0,37,rsnn_shortmem,100,False,True,2.5351758869092356,0.012580225481403263,0.0709129582795987,0.07178557102998322,2.5225957174514533,0.04331228596262005,0.012580225481403263,0.1166858971118927,0.7014793157577515,0.11550485738993922,2.52124285697937,0.0203201025724411,0.06996751821613555,0.07124011758924798,2.500922679901123,0.03656104698864425,0.0203201025724411,0.1597946733236313,0.5312564373016357,0.16191148001050193,2.5522126302327197,0.02253560966824832,0.07935719019218025,0.0809038526624923,2.5296770317913735,0.032185589286586117,0.02253560966824832,0.1603783816099167,0.5187450647354126,0.1690711599506744,0.3352096884074139,0.12583595514297485,0.13593693615945235,0.062869121380311,0.9111857693232521,0.06172605437350098,0.3247106150581003,0.05887733719012532
progress_only,0.0,1.0,53,rsnn_shortmem,90,False,True,2.542006021112255,0.013805516963430301,0.14140720518532165,0.14289290510399758,2.528200493416975,0.08293582528305352,0.013805516963430301,0.12264405936002731,0.6717122197151184,0.12121967850781964,2.4936885833740234,0.021904105320572853,0.1581950662803968,0.160388956227896,2.4717845916748047,0.09371777708625574,0.021904105320572853,0.1657671481370926,0.5050187706947327,0.17011824108305432,2.516765401787954,0.020782734025014588,0.15912856196156394,0.1618091600116412,2.495982666538186,0.09378173739990273,0.020782734025014588,0.15785282850265503,0.5399287939071655,0.1636672215918972,0.348345005333974,0.1209772601723671,0.1291957898448183,0.05689230129718871,0.9116364715522915,0.08272311809979466,0.30740778938025565,0.06266728117702597
progress_only,0.0,1.0,71,rsnn_shortmem,99,False,True,2.5722523026950594,0.013689387309174222,0.09692330882476091,0.09827198703703532,2.558562923011189,0.06084442170862262,0.013689387309174222,0.12384913116693497,0.6735639572143555,0.1224139848797744,2.5550894737243652,0.02057596482336521,0.09402159599683961,0.09609617409660867,2.534513473510742,0.06034525449107372,0.02057596482336521,0.15896056592464447,0.5346272587776184,0.16223433661082434,2.5559856107790178,0.01943620483148588,0.08979456593770709,0.09114077875556412,2.536549444067968,0.05580533562813127,0.01943620483148588,0.15011605620384216,0.574102520942688,0.15623839097480252,0.35087525528280633,0.11768637597560883,0.1253442769640521,0.05691964326936686,0.8968781345769773,0.09446562809169715,0.3176409093426221,0.06030142707664838
