condition,architecture_family,beta,tau_mem_ms,recurrent,stateful,seed,probe_type,probe_C,val_ba,test_ba,test_accuracy,test_macro_f1
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,71,hidden_whole_count,1.0,0.534469696969697,0.5596223221223221,0.5684931506849316,0.5599894017169463
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,71,hidden_fixed250_ordered,10.0,0.5422138047138046,0.5522720335220335,0.5684931506849316,0.5627396282319556
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,71,hidden_relative10_ordered,0.01,0.5646945646945648,0.659552947052947,0.678082191780822,0.6597156005279575
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,hidden_whole_count,1.0,0.5297077922077922,0.5324217449217449,0.5547945205479452,0.5158914583483548
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,hidden_fixed250_ordered,0.01,0.5675024050024049,0.6228035853035853,0.636986301369863,0.6106157459098636
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,hidden_relative10_ordered,0.01,0.6181397306397307,0.6892177267177266,0.7123287671232876,0.6799578962321835
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,hidden_whole_count,1.0,0.5568963443963444,0.5846382783882783,0.6027397260273972,0.5816587494959075
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,hidden_fixed250_ordered,0.1,0.5750781625781626,0.6372405372405372,0.6575342465753424,0.6279353051506448
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,hidden_relative10_ordered,0.1,0.5817340067340068,0.6644702519702519,0.684931506849315,0.6656720649836639
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,hidden_whole_count,1.0,0.5579785954785955,0.5200320512820512,0.541095890410959,0.5095336508231333
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,hidden_fixed250_ordered,0.001,0.5599266474266474,0.5970689033189033,0.6095890410958904,0.6003651571490917
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,hidden_relative10_ordered,0.01,0.5799663299663299,0.6463494838494838,0.6712328767123288,0.642744455170421
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,53,hidden_whole_count,1.0,0.5170454545454545,0.549295843045843,0.5547945205479452,0.5416295228913824
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,53,hidden_fixed250_ordered,0.01,0.5157467532467532,0.6322781385281385,0.6506849315068494,0.6306275197430983
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,53,hidden_relative10_ordered,1.0,0.621091871091871,0.646613109113109,0.6643835616438356,0.654836208902679
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,71,hidden_whole_count,1.0,0.5252104377104376,0.5380605505605506,0.547945205479452,0.5351399349058413
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,71,hidden_fixed250_ordered,10.0,0.5352693602693602,0.5401556776556776,0.5616438356164384,0.5438014214899302
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,71,hidden_relative10_ordered,0.1,0.5952501202501203,0.6512196137196137,0.6712328767123288,0.6459571942028082
