condition,architecture_family,beta,tau_mem_ms,recurrent,stateful,seed,probe_type,probe_C,val_ba,test_ba,test_accuracy,test_macro_f1
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,71,phase_gate,10.0,0.3079365079365079,0.3226027397260273,0.3226027397260274,0.29987785110016263
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,phase_contextual,0.1,0.3404761904761905,0.36712328767123287,0.36712328767123287,0.3495861969970687
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,phase_membrane,1.0,0.3476190476190476,0.34863013698630135,0.34863013698630135,0.32913134857148807
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,phase_gate,10.0,0.326984126984127,0.32602739726027397,0.32602739726027397,0.30781315293812206
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,phase_contextual,0.01,0.3547619047619047,0.3657534246575342,0.36575342465753424,0.3474180891904962
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,phase_membrane,1.0,0.3333333333333333,0.35205479452054794,0.35205479452054794,0.33443868556193884
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,phase_gate,10.0,0.2984126984126984,0.3226027397260274,0.3226027397260274,0.3020511448333576
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,phase_contextual,1.0,0.3666666666666666,0.38698630136986306,0.386986301369863,0.37029121610018867
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,phase_membrane,10.0,0.3642857142857143,0.3424657534246575,0.3424657534246575,0.3233283725041437
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,phase_gate,10.0,0.3111111111111111,0.32671232876712325,0.3267123287671233,0.30211082525341937
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,53,phase_contextual,1.0,0.32063492063492066,0.35,0.35,0.3308952744913187
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,53,phase_membrane,1.0,0.32460317460317456,0.3287671232876712,0.3287671232876712,0.308727067256179
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,53,phase_gate,10.0,0.3206349206349206,0.3178082191780821,0.3178082191780822,0.29740150282563815
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,71,phase_contextual,0.01,0.33333333333333337,0.363013698630137,0.363013698630137,0.33993389141384944
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,71,phase_membrane,10.0,0.3373015873015873,0.3445205479452055,0.3445205479452055,0.32413680479250073
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,71,phase_gate,10.0,0.3142857142857142,0.31643835616438354,0.31643835616438354,0.29286838519036934
