fold,seed,best_epoch,stopped_epoch,best_train_ba,epoch_to_70_train_ba,collapsed,train_accuracy,train_balanced_accuracy,train_macro_f1,train_objective_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_objective_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_objective_loss,l1_whole_count_train_ba,l1_whole_count_val_ba,l1_whole_count_test_ba,l1_fixed250_train_ba,l1_fixed250_val_ba,l1_fixed250_test_ba,l2_whole_count_train_ba,l2_whole_count_val_ba,l2_whole_count_test_ba,l2_fixed250_train_ba,l2_fixed250_val_ba,l2_fixed250_test_ba,native_to_l2_whole_test_gap,native_to_l2_fixed250_test_gap,l2_minus_l1_whole_test,l2_minus_l1_fixed250_test
2,11,99,100,0.5283278996852977,,True,0.543859649122807,0.5283278996852977,0.5231006884876955,1.5125651457156355,0.3567251461988304,0.3522949333804597,0.3185412279615178,1.8725878056029828,0.3254437869822485,0.3138713818860878,0.2837413835296473,1.8849413606542103,0.7444259890816736,0.4449916465686589,0.39307889822595704,0.9594533547250036,0.5832313036550653,0.5631915266106443,0.8221858772108964,0.5285622970510742,0.45971930438842207,0.9197528298082379,0.5914610794835253,0.5499387254901962,0.14584792250233425,0.23606734360410836,0.06664040616246503,-0.013252801120448132
2,23,95,100,0.5458522279800647,,True,0.557504873294347,0.5352685360594945,0.5277493270832218,1.514796748031185,0.4152046783625731,0.40124273337315125,0.36535640540848174,1.8378542724408602,0.38461538461538464,0.37556897759103647,0.34745559373062146,1.8773422128350072,0.8543820143199036,0.42513286972458797,0.4140201914098973,0.9513194531460186,0.5657296876240375,0.5772875816993465,0.7827960112287569,0.5125841682826977,0.43201739028944913,0.892636606593054,0.6399382576917406,0.5341736694677871,0.056448412698412664,0.15860469187675064,0.017997198879551812,-0.04311391223155936
2,37,94,100,0.6101903959977063,,True,0.6042884990253411,0.5909389917557378,0.5838817368277385,1.428049432487748,0.49122807017543857,0.4922155265615018,0.4681385884441911,1.7519495501155742,0.3905325443786982,0.3852503501400561,0.37490121445524255,1.7850530493188892,0.8770744113113881,0.4476335344079152,0.4795197245564892,0.9612820441050968,0.5580925076958358,0.5618026377217554,0.8370035567712133,0.5188116446533629,0.5290820494864613,0.9869912732445784,0.6370830805331579,0.5734768907563025,0.14383169934640522,0.18822654061624638,0.04956232492997209,0.011674253034547055
2,53,89,100,0.6078717845608171,,True,0.5828460038986355,0.5780246658771366,0.563688058002357,1.458106382083707,0.45614035087719296,0.4597237894258017,0.4326669149249795,1.7655775282118056,0.3905325443786982,0.3871265172735761,0.36402520037125446,1.7792269379429564,0.8772556757902595,0.4509386013739729,0.42322887488328664,0.9639749388501362,0.5795687370764769,0.53687558356676,0.838449042617528,0.533062581195321,0.4647554855275444,0.9858183902982963,0.6549638023225485,0.5809582166199813,0.07762896825396831,0.19383169934640515,0.04152661064425778,0.04408263305322124
2,71,94,100,0.5674896201296317,,True,0.5672514619883041,0.5518664679392572,0.5528460165641386,1.5309118216033102,0.4152046783625731,0.41834106618355843,0.39901083831695733,1.853922028290598,0.39644970414201186,0.3887634220354808,0.36232019986499364,1.8318505428246492,0.884736613122227,0.4154603018670356,0.37397584033613446,0.9616800957161739,0.5975958112664769,0.5603904061624649,0.660446520031874,0.48312887233165874,0.4042221055088702,0.918603431531572,0.6156070165358091,0.5881506769374417,0.015458683473389412,0.1993872549019609,0.030246265172735765,0.02776027077497678
3,11,99,100,0.924256761989915,58.0,False,0.92578125,0.9223628225959756,0.9246592457706663,0.5350033268332481,0.5705882352941176,0.572653102616338,0.5507735000165178,1.3353192189160514,0.5497076023391813,0.5534961082948698,0.5227315951624897,1.3328764724452593,0.9563957737717838,0.5414723756635521,0.5624808273511834,0.9749197126832607,0.601264054572878,0.67014237375112,0.9205415381810965,0.5859268998974881,0.6049251616976076,0.9961944300294067,0.6542641182347065,0.6297294935743079,0.051429053402737734,0.07623338527943802,0.04244433434642414,-0.040412880176812105
3,23,92,100,0.9316139578249446,54.0,False,0.9140625,0.9113876471630941,0.9144076501862671,0.6062328219413757,0.5352941176470588,0.529173583769172,0.5140118487706208,1.421609720061807,0.5380116959064327,0.5447983843784926,0.5207701730682308,1.4149821599324544,0.8713745810330064,0.5288480310539133,0.5251848788323247,0.9961944300294067,0.5550241833330067,0.6087022325799416,0.9042629940302119,0.5271735821368174,0.5490066370677826,0.9942103030452797,0.6400928728134612,0.6421605602429906,0.004208252689290037,0.09736217586449802,0.023821758235457957,0.033458327663049015
3,37,85,100,0.9192457308138605,53.0,False,0.8984375,0.8958493045450938,0.8967159429264354,0.6726971566677094,0.5647058823529412,0.5657309398118221,0.5542938396640827,1.478454449597527,0.5087719298245614,0.5116546472390125,0.48214547027954896,1.453883655587135,0.8863618769349366,0.5345924500336264,0.5360245802099518,0.9696407351678312,0.588297425613602,0.5962994818935222,0.9498768561814378,0.5704980681083621,0.5386535996539866,0.9786913960826039,0.6010602959132371,0.6164418005168779,0.026998952414974076,0.10478715327786536,0.002629019444034819,0.020142318623355693
3,53,78,100,0.9197191277310264,54.0,False,0.8828125,0.8777665145045975,0.880714086472172,0.7635210156440735,0.5411764705882353,0.5419818539303832,0.521360497981995,1.408930705575382,0.5263157894736842,0.5234070478168775,0.48910226915247473,1.4287079461136756,0.9383310792633205,0.5229787981626216,0.5632925364252763,0.9961944300294067,0.5978323351485115,0.6298193951444725,0.9905254957890438,0.5781004330636683,0.5611919835410548,1.0,0.6671471502353855,0.6861109811670957,0.03778493572417729,0.16270393335021816,-0.002100552884221507,0.056291586022623186
3,71,100,100,0.9386685116804103,49.0,False,0.939453125,0.9386685116804103,0.9412238897237816,0.4928617551922798,0.5705882352941176,0.5663958182340535,0.5549844159699204,1.3278054167242612,0.543859649122807,0.5409191105592034,0.5279554975675665,1.3915698646801955,0.8888194323736247,0.5344641877730112,0.47638685309931433,0.9965602836879434,0.6303597750288927,0.6244702694393097,0.9913226351576118,0.6127074926707281,0.5697280807284677,0.989111235446212,0.6887133495589378,0.6868942718787919,0.028808970169264314,0.14597516131958854,0.09334122762915337,0.06242400243948221
4,11,86,100,0.6117562247871399,,True,0.5836575875486382,0.5670393244906322,0.559406211851933,1.4857689063372779,0.5207100591715976,0.482093002671563,0.4540843761880347,1.67518186780828,0.40588235294117647,0.39052185559538505,0.357529953447945,1.7822524267084459,0.767543167729638,0.495119553004615,0.49529355448473095,0.9574290360184617,0.6229780249420342,0.6122806523541817,0.8335047874746523,0.5583909221583371,0.4678830360815654,0.9389262583676478,0.6393078842382248,0.6391726941359295,0.07736118048618035,0.24865083854054443,-0.02741051840316555,0.026892041781747755
4,23,83,100,0.6226275989203921,,True,0.585603112840467,0.5706607847950232,0.5560360759476097,1.4168031670240113,0.5384615384615384,0.5043855321235352,0.4774276638326937,1.6341240286121708,0.4117647058823529,0.404896206734442,0.3759344892400725,1.7649795504177317,0.8885123617206485,0.5574058949736195,0.47866314649402875,0.9576170059432738,0.5776235514141861,0.5534426153911448,0.6941384625990089,0.5512912322026099,0.4731749663734957,0.9307266441764924,0.610273050607803,0.5869469582704877,0.06827875963905372,0.18205075153604572,-0.005488180120533037,0.0335043428793429
4,37,99,100,0.6149306927297449,,True,0.6089494163424124,0.6103544393048072,0.5942442878003392,1.334392692328427,0.5443786982248521,0.5276570995224246,0.5005744584585196,1.555425112064068,0.4235294117647059,0.42410995866878215,0.3959823375350364,1.6975322849610273,0.9093116028286402,0.4982867987705449,0.49074177456530393,0.8664751800995004,0.5481592656999004,0.5316433158344923,0.8521896764028023,0.5740796398304138,0.48872140930964453,0.9425386125699076,0.6550761931566885,0.6056406828465652,0.06461145064086238,0.1815307241777831,-0.0020203652556594065,0.07399736701207293
4,53,99,100,0.6621450524626017,,True,0.6634241245136187,0.6621450524626017,0.6566375197149978,1.342159052303329,0.5621301775147929,0.5285377687757719,0.5128390128390127,1.5559606044250127,0.4470588235294118,0.4439445562607327,0.4306217454043541,1.6998825423857744,0.9154397504746451,0.503421390486019,0.49345183003271237,0.9684423647949485,0.6003987659657165,0.5968429650414944,0.848665543072438,0.5623986297070662,0.5478117878853173,0.941455222420268,0.6292056176537602,0.6291730532539357,0.10386723162458456,0.18522849699320298,0.05435995785260489,0.03233008821244132
4,71,86,100,0.611556562094476,,True,0.5972762645914397,0.603867888130906,0.5872908451018352,1.4787139252465986,0.5207100591715976,0.5226305374621937,0.47162212079922905,1.6544663031425701,0.4176470588235294,0.42547785139696903,0.4008199797514315,1.7414666708777933,0.7658046217766663,0.46663751625051925,0.4776065437830143,0.8668667162993072,0.54393424235723,0.5244281249795956,0.8130181403742635,0.5119583718654925,0.5143074450059745,0.9804976136663067,0.5794413618717025,0.6655476059887825,0.08882959360900544,0.24006975459181346,0.03670090122296016,0.14111948100918692
