weight_source,gain,split,accuracy_mean,accuracy_std,accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,macro_f1_mean,macro_f1_std,macro_f1_count,zero_output_fraction_mean,zero_output_fraction_std,zero_output_fraction_count,mean_total_output_spikes_mean,mean_total_output_spikes_std,mean_total_output_spikes_count,mean_active_output_classes_mean,mean_active_output_classes_std,mean_active_output_classes_count,mean_per_class_count_variance_mean,mean_per_class_count_variance_std,mean_per_class_count_variance_count,mean_peak_class_spikes_per_timestep_mean,mean_peak_class_spikes_per_timestep_std,mean_peak_class_spikes_per_timestep_count
affine_w,16.0,train,0.6666666666666666,0.021520366418257084,3,0.6694528861775654,0.020088692406057467,3,0.6414104430464201,0.026234984811206754,3,0.0068846815834767,0.0034423407917384,3,265.98164084911076,5.453140554070751,3,9.730923694779117,0.1110699586634242,3,449.0973098195586,15.545711246260844,3,0.6084599033356056,0.006639553987786737,3
affine_w,16.0,val,0.3888888888888889,0.047619047619047616,3,0.394875340708674,0.044427973020051956,3,0.3475123790698387,0.04860182089312092,3,0.005291005291005266,0.004582144993568437,3,220.65343915343917,3.9040547602471802,3,9.029100529100528,0.3389858354819978,3,332.23227758181457,9.59486690429727,3,0.5800438819681183,0.008661044819118899,3
affine_w,32.0,test,0.36301369863013694,0.029855472216031992,3,0.3669161856661856,0.028400651701740585,3,0.3347359878811386,0.028853453948823438,3,0.0,0.0,3,308.31506849315065,1.725823536558562,3,10.440639269406391,0.123351074513607,3,389.51858801943234,4.394738292579024,3,0.7328852730390844,0.004554823187070217,3
affine_w,32.0,train,0.6058519793459552,0.010748705677105647,3,0.6110736276490899,0.01049192880174776,3,0.5920863867312735,0.019772630348741084,3,0.005737234652897234,0.0019874363827525952,3,381.18244406196214,5.055968139947745,3,10.732071141709696,0.11448478883989673,3,609.9049329026624,19.20599892687235,3,0.7163481245568962,0.004276499713570387,3
affine_w,32.0,val,0.3253968253968254,0.027492869961410787,3,0.3340628507295173,0.029640932847577465,3,0.28917085677139914,0.026187564443773945,3,0.002645502645502633,0.004582144993568437,3,314.12433862433863,4.526832277037961,3,10.113756613756614,0.2657644096269698,3,445.5159657484393,12.652340412723959,3,0.6812632785808246,0.008118521505969608,3
affine_w,64.0,test,0.3059360730593607,0.0395445389855908,3,0.30846422096422094,0.042021872761890414,3,0.2867249525094473,0.0521518799011287,3,0.0,0.0,3,360.22831050228314,1.6888990670842106,3,10.8972602739726,0.09515372595513431,3,433.75063593336245,2.8823052751100944,3,0.7731279819321198,0.003019857840348847,3
affine_w,64.0,train,0.5438898450946644,0.020868082018902147,3,0.5478057191588179,0.01965777167261615,3,0.5367036699832053,0.029275563599128543,3,0.0034423407917383,0.0017211703958691998,3,452.00917957544465,2.8837953595229844,3,11.154905335628229,0.06423909675222479,3,687.7190009114402,19.389037038366297,3,0.7674654270761518,0.002135919237604925,3
affine_w,64.0,val,0.3095238095238095,0.02099802627829039,3,0.3165724707391374,0.024986888006637162,3,0.2804170440582761,0.020390042103370285,3,0.0,0.0,3,373.11640211640207,3.6517798299960442,3,10.679894179894179,0.11913576983278115,3,506.01031606058064,17.451037370180952,3,0.729969367933739,0.007001198006398446,3
no_bias_w,0.125,test,0.0753424657534246,0.0,3,0.0833333333333333,0.0,3,0.011677282377919299,0.0,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
no_bias_w,0.125,train,0.0826161790017211,0.0,3,0.0833333333333333,0.0,3,0.012718600953895,0.0,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
no_bias_w,0.125,val,0.0555555555555555,0.0,3,0.0833333333333333,0.0,3,0.0087719298245614,0.0,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
no_bias_w,0.25,test,0.0753424657534246,0.0,3,0.0833333333333333,0.0,3,0.011677282377919299,0.0,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
no_bias_w,0.25,train,0.0826161790017211,0.0,3,0.0833333333333333,0.0,3,0.012718600953895,0.0,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
no_bias_w,0.25,val,0.0555555555555555,0.0,3,0.0833333333333333,0.0,3,0.0087719298245614,0.0,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
no_bias_w,0.5,test,0.16666666666666663,0.08912886436503718,3,0.16649322899322894,0.07983179225391822,3,0.11589216622628652,0.10104877651370915,3,0.7785388127853882,0.19206599801870414,3,0.4794520547945205,0.4294362147785544,3,0.27168949771689493,0.24083241103159303,3,0.09717530910531468,0.0901614583001275,3,0.0050485140287841665,0.004376440132925073,3
no_bias_w,0.5,train,0.2426850258175559,0.14440404217004665,3,0.2409920774444064,0.1442100871359354,3,0.21886505673848342,0.1886653912116316,3,0.7292025243832473,0.23593431457699846,3,0.6500286861732646,0.5655461416669305,3,0.29948364888123924,0.26141399790242603,3,0.16801210250394263,0.14566870293873282,3,0.0067505795461914,0.005852525244574896,3
no_bias_w,0.5,val,0.15873015873015867,0.08943990213956066,3,0.1726310726310726,0.07734625987238314,3,0.14440795068396547,0.1174874906294286,3,0.8095238095238094,0.16571915093508818,3,0.3941798941798942,0.3419459280656351,3,0.20634920634920637,0.18150153374649639,3,0.0754615632261134,0.06536751260366266,3,0.004270917834229366,0.0037021231774667165,3
no_bias_w,1.0,test,0.3424657534246575,0.2325743403609541,3,0.32965206090206084,0.21387860944766116,3,0.29724469538810183,0.24739354875768194,3,0.3333333333333333,0.5773502691896258,3,22.691780821917806,19.666227613301626,3,3.8264840182648405,3.3146887400890277,3,17.012800765205057,14.858855384327489,3,0.11223355526416597,0.09744692889143705,3
no_bias_w,1.0,train,0.559380378657487,0.4129625475906593,3,0.5588130546478276,0.4119151606287258,3,0.5320077260626112,0.4497337347939945,3,0.3453815261044176,0.566922106850652,3,26.12564543889845,22.725830416122484,3,3.844520940906483,3.3295463353420804,3,24.807327992405707,21.842909577223544,3,0.1235972713313674,0.1075253206147484,3
no_bias_w,1.0,val,0.3439153439153439,0.2500104978059632,3,0.34002124418791074,0.2227911631035605,3,0.3054114158382715,0.25693049684189495,3,0.3544973544973545,0.5592469952052407,3,19.34656084656085,16.79490786045438,3,3.214285714285714,2.78379167588636,3,15.724788989669946,13.71358025424729,3,0.09660994745864089,0.08368381452914958,3
no_bias_w,2.0,test,0.3721461187214612,0.2571307438411158,3,0.3689826377326377,0.2474069863308256,3,0.34588389660314417,0.2894443562993463,3,0.3333333333333333,0.5773502691896258,3,94.70319634703196,82.02020714698362,3,6.296803652968038,5.455088529765573,3,117.55253487208358,101.8158051358637,3,0.30241852392815644,0.26193690925909957,3
no_bias_w,2.0,train,0.642570281124498,0.4849375318436649,3,0.6421948767988935,0.4839926967805566,3,0.6198209242546231,0.5257734186079229,3,0.3373493975903614,0.5738780629343997,3,109.97475616752725,95.33017359132758,3,6.409064830751578,5.55060036107056,3,166.9260127140807,145.30844284779783,3,0.31490622882690206,0.273030257421959,3
no_bias_w,2.0,val,0.373015873015873,0.2753865329031346,3,0.3756353214686548,0.25333350649572295,3,0.35106623821871463,0.29733582496162847,3,0.335978835978836,0.5750728881981594,3,86.42063492063492,74.84779087549477,3,5.854497354497354,5.07183428174063,3,117.8913051846253,102.0972466248789,3,0.2661350288804249,0.23048103697057779,3
no_bias_w,4.0,test,0.5091324200913242,0.028515972595426525,3,0.4991765179265178,0.04574071714616735,3,0.47959753694009183,0.058836830053676924,3,0.0228310502283105,0.0395445389855908,3,176.25114155251143,142.90484795231484,3,7.997716894977169,4.621041226594882,3,223.99290048164133,188.25406327065053,3,0.444614034456882,0.318802430944945,3
no_bias_w,4.0,train,0.8244406196213424,0.14608671376194796,3,0.821146213178988,0.14921667135936725,3,0.815923738509792,0.1562007564465293,3,0.017211703958691833,0.022375215146299483,3,212.97934595524956,171.73263376369363,3,8.23580034423408,4.613837629033809,3,332.4963586828259,279.29508371780696,3,0.45731840695856724,0.31674971746863295,3
no_bias_w,4.0,val,0.4708994708994709,0.016521158725921664,3,0.45749158249158245,0.03591722487104226,3,0.44410669031696237,0.04903412093815298,3,0.03439153439153437,0.05956788491638991,3,171.42857142857144,138.8033468998756,3,7.7671957671957665,4.479090677400969,3,243.8642080288906,206.24755664267838,3,0.40507250272044354,0.2899196804097711,3
no_bias_w,8.0,test,0.48630136986301364,0.08904109589041095,3,0.48418710918710905,0.078226975476618,3,0.471429488729086,0.09166152042860994,3,0.0,0.0,3,253.69634703196346,141.67935723700896,3,10.155251141552512,1.8215744518013282,3,313.14172843560397,175.55455290327853,3,0.5883311823343836,0.20877989240718253,3
no_bias_w,8.0,train,0.8410786001147447,0.0199487534718459,3,0.8409076076461951,0.022149382574426675,3,0.8405364219654601,0.01923198064302188,3,0.0068846815834767,0.006205768116117053,3,314.3889845094664,175.62747854955808,3,10.366609294320138,1.6868286537538244,3,477.88128038751165,269.3057179716197,3,0.6108979501530072,0.18923272862393228,3
no_bias_w,8.0,val,0.4735449735449735,0.060616080621108986,3,0.46657647907647903,0.052091422518983806,3,0.4542936735489324,0.04844381702099643,3,0.002645502645502633,0.004582144993568437,3,255.53174603174602,144.96102833330664,3,9.841269841269842,2.0276030428240484,3,349.63874716553283,207.14793271551812,3,0.5475086089618165,0.19184461490547516,3
no_bias_w,16.0,test,0.4634703196347032,0.061770544559217724,3,0.4677422114922114,0.05337234427554439,3,0.4540661283164222,0.05731277910411397,3,0.0,0.0,3,323.0068493150685,96.58131745822584,3,10.970319634703197,0.7676225544261178,3,398.95390134692775,89.28304457658271,3,0.6872612530482621,0.09569333177061919,3
no_bias_w,16.0,train,0.8066551921973608,0.04535319374405433,3,0.8078989415750243,0.044549214314503406,3,0.8050983878914568,0.04946679692346967,3,0.005163511187607501,0.004553788831436496,3,404.0051635111876,125.34432162071752,3,11.103270223752153,0.6946175454895386,3,608.7958322923691,156.61080190314945,3,0.7083072541976839,0.08608257347634227,3
no_bias_w,16.0,val,0.45502645502645495,0.0750129464484541,3,0.4477272727272727,0.06885585753664063,3,0.42721011416684873,0.07624478443081202,3,0.002645502645502633,0.004582144993568437,3,332.33597883597884,105.25982033331616,3,10.71164021164021,0.9884165772294261,3,450.1976061000532,122.5584081360303,3,0.6468022848555618,0.09789286615190514,3
no_bias_w,32.0,test,0.4474885844748859,0.058252743480242355,3,0.4540704665704665,0.05839073835448726,3,0.43486713910145536,0.05327671986168777,3,0.0,0.0,3,368.2648401826484,57.50644890012683,3,11.303652968036529,0.40523023934775854,3,446.4495683993244,36.79895799374845,3,0.7344995498036672,0.04509050852034992,3
no_bias_w,32.0,train,0.7733792312105564,0.03123501454691041,3,0.7749815087569559,0.03202019460719475,3,0.7705061497887616,0.03529131917966748,3,0.0034423407917383,0.0017211703958691998,3,463.74641422834196,79.5784674329007,3,11.386115892139989,0.3790888379187126,3,684.0053266092813,80.91678282613154,3,0.7514198568010251,0.04388500831474485,3
no_bias_w,32.0,val,0.4153439153439153,0.047838998201124694,3,0.41642416225749557,0.054148006041304465,3,0.39943757046376005,0.061705540187844125,3,0.0,0.0,3,384.44708994709,67.18866890600587,3,11.121693121693122,0.5330080577750634,3,512.697630595448,61.367215798535774,3,0.700133934592515,0.05054642540396367,3
no_bias_w,64.0,test,0.41780821917808214,0.04794520547945203,3,0.42266159766159755,0.04652372267772517,3,0.4044381621966962,0.05278614964516677,3,0.0,0.0,3,393.716894977169,34.40265278901652,3,11.452054794520548,0.22644212677830872,3,466.1766461291466,16.138260689638077,3,0.7555315690689891,0.023632197699391167,3
no_bias_w,64.0,train,0.7504302925989673,0.02366218086896304,3,0.7518336190337629,0.024174611847849276,3,0.7476806130035509,0.029011386999492326,3,0.0028686173264485665,0.0009937181913762972,3,498.3734939759036,50.550606833887656,3,11.520367183017784,0.23300307813470553,3,722.4230650986868,42.00404320682974,3,0.7724811411400639,0.0248802874284195,3
no_bias_w,64.0,val,0.3941798941798942,0.05402269274249243,3,0.39706389289722627,0.05847305571209439,3,0.38151746543479176,0.05504026201637625,3,0.0,0.0,3,415.58465608465605,42.256629325210916,3,11.306878306878305,0.3424980973232203,3,545.3864236023628,31.001753637848648,3,0.7263913822481095,0.029525280501183748,3
