stage,l1_mem_shift,seed,layer,bank,count,dead_neuron_fraction,fraction_nonzero,high_rate_neuron_fraction_ge_0p5,mean_spikes_per_neuron_s,mean_value_per_neuron_step,saturated_neuron_fraction_ge_0p95,shift,start,stop,threshold_multiplier
frozen_replay,2,37,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,12.700469970703125,0.19844484329223633,0.0,4,86,128,1.0
frozen_replay,2,37,l2,0,43,0.0,1.0,0.1627907007932663,22.787702560424805,0.3560578525066376,0.0,2,0,43,1.0
frozen_replay,2,37,l2,0,43,0.0,1.0,0.23255814611911774,24.511289596557617,0.38298889994621277,0.0,3,43,86,1.0
frozen_replay,2,37,l2,0,42,0.0,1.0,0.2857142984867096,24.787588119506836,0.3873060643672943,0.0,4,86,128,1.0
frozen_replay,3,11,l1,0,43,0.11627907305955887,0.8837209343910217,0.0,2.0094947814941406,0.03139835596084595,0.0,2,0,43,1.0
frozen_replay,3,11,l1,0,43,0.06976744532585144,0.930232584476471,0.0,6.333359718322754,0.09895874559879303,0.0,3,43,86,1.0
frozen_replay,3,11,l1,0,42,0.02380952425301075,0.976190447807312,0.1190476194024086,17.91129493713379,0.27986398339271545,0.0,4,86,128,1.0
frozen_replay,3,11,l2,0,43,0.0,1.0,0.20930232107639313,23.220718383789062,0.3628237247467041,0.0,2,0,43,1.0
frozen_replay,3,11,l2,0,43,0.0,1.0,0.13953489065170288,23.206470489501953,0.362601101398468,0.0,3,43,86,1.0
frozen_replay,3,11,l2,0,42,0.0,1.0,0.3095238208770752,26.092866897583008,0.4077010452747345,0.0,4,86,128,1.0
frozen_replay,3,23,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,2.6937191486358643,0.04208936169743538,0.0,2,0,43,1.0
frozen_replay,3,23,l1,0,43,0.06976744532585144,0.930232584476471,0.0,6.888834476470947,0.10763803869485855,0.0,3,43,86,1.0
frozen_replay,3,23,l1,0,42,0.1190476194024086,0.8809523582458496,0.095238097012043,14.528898239135742,0.22701403498649597,0.0,4,86,128,1.0
frozen_replay,3,23,l2,0,43,0.0,1.0,0.20930232107639313,22.305740356445312,0.348527193069458,0.0,2,0,43,1.0
frozen_replay,3,23,l2,0,43,0.0,1.0,0.27906978130340576,24.597475051879883,0.38433554768562317,0.0,3,43,86,1.0
frozen_replay,3,23,l2,0,42,0.0,1.0,0.4285714328289032,28.780473709106445,0.4496949017047882,0.0,4,86,128,1.0
frozen_replay,3,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,2.0907833576202393,0.03266848996281624,0.0,2,0,43,1.0
frozen_replay,3,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,5.817570686340332,0.09089954197406769,0.0,3,43,86,1.0
frozen_replay,3,37,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,15.248923301696777,0.23826442658901215,0.0,4,86,128,1.0
frozen_replay,3,37,l2,0,43,0.0,1.0,0.20930232107639313,23.15332794189453,0.36177074909210205,0.0,2,0,43,1.0
frozen_replay,3,37,l2,0,43,0.0,1.0,0.3720930218696594,25.982269287109375,0.405972957611084,0.0,3,43,86,1.0
frozen_replay,3,37,l2,0,42,0.0,1.0,0.380952388048172,24.935691833496094,0.38962018489837646,0.0,4,86,128,1.0
frozen_replay,4,11,l1,0,43,0.11627907305955887,0.8837209343910217,0.0,2.684191942214966,0.04194049909710884,0.0,2,0,43,1.0
frozen_replay,4,11,l1,0,43,0.06976744532585144,0.930232584476471,0.0,7.3287553787231445,0.11451180279254913,0.0,3,43,86,1.0
frozen_replay,4,11,l1,0,42,0.02380952425301075,0.976190447807312,0.1190476194024086,19.335323333740234,0.30211442708969116,0.0,4,86,128,1.0
frozen_replay,4,11,l2,0,43,0.0,1.0,0.23255814611911774,23.591066360473633,0.3686104118824005,0.0,2,0,43,1.0
frozen_replay,4,11,l2,0,43,0.0,1.0,0.23255814611911774,23.568950653076172,0.3682648539543152,0.0,3,43,86,1.0
frozen_replay,4,11,l2,0,42,0.0,1.0,0.3095238208770752,26.79293441772461,0.418639600276947,0.0,4,86,128,1.0
frozen_replay,4,23,l1,0,43,0.06976744532585144,0.930232584476471,0.0,3.5563418865203857,0.05556784197688103,0.0,2,0,43,1.0
frozen_replay,4,23,l1,0,43,0.06976744532585144,0.930232584476471,0.0,8.135787963867188,0.1271216869354248,0.0,3,43,86,1.0
frozen_replay,4,23,l1,0,42,0.1190476194024086,0.8809523582458496,0.095238097012043,15.780485153198242,0.24657008051872253,0.0,4,86,128,1.0
frozen_replay,4,23,l2,0,43,0.0,1.0,0.27906978130340576,22.732810974121094,0.3552001714706421,0.0,2,0,43,1.0
frozen_replay,4,23,l2,0,43,0.0,1.0,0.27906978130340576,24.931455612182617,0.3895539939403534,0.0,3,43,86,1.0
frozen_replay,4,23,l2,0,42,0.0,1.0,0.5,29.92950439453125,0.4676485061645508,0.0,4,86,128,1.0
frozen_replay,4,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,2.8009681701660156,0.043765127658843994,0.0,2,0,43,1.0
frozen_replay,4,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,6.830794811248779,0.10673116892576218,0.0,3,43,86,1.0
frozen_replay,4,37,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,16.49782371520996,0.25777849555015564,0.0,4,86,128,1.0
frozen_replay,4,37,l2,0,43,0.0,1.0,0.25581395626068115,23.620258331298828,0.3690665364265442,0.0,2,0,43,1.0
frozen_replay,4,37,l2,0,43,0.0,1.0,0.3488371968269348,26.914552688598633,0.42053988575935364,0.0,3,43,86,1.0
frozen_replay,4,37,l2,0,42,0.0,1.0,0.380952388048172,25.340091705322266,0.3959389328956604,0.0,4,86,128,1.0
