condition,architecture,objective,train_ba_mean,train_ba_std,train_ba_count,val_ba_mean,val_ba_std,val_ba_count,test_ba_mean,test_ba_std,test_ba_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,test_last_hidden_events_per_neuron_second_mean,test_last_hidden_events_per_neuron_second_std,test_last_hidden_events_per_neuron_second_count,test_mean_dead_neuron_fraction_mean,test_mean_dead_neuron_fraction_std,test_mean_dead_neuron_fraction_count,test_last_hidden_dead_neuron_fraction_mean,test_last_hidden_dead_neuron_fraction_std,test_last_hidden_dead_neuron_fraction_count,test_mean_active_step_fraction_mean,test_mean_active_step_fraction_std,test_mean_active_step_fraction_count,test_last_hidden_active_step_fraction_mean,test_last_hidden_active_step_fraction_std,test_last_hidden_active_step_fraction_count
original_reg,short_mid_long,whole_count_ce,0.07981151443849402,0.008071728922136508,5,0.0875,0.0038036288715636523,5,0.08419913419913419,0.001935989590908913,5,0.07671232876712328,0.003063106818492864,5,0.015732583655142473,0.008419082232309756,5,0.2813452617627568,0.34559167024358667,5,0.5697916666666667,0.20257671729221224,5,0.3609375,0.3708839867675942,5,0.0017997483846918492,0.0021645560860034264,5,0.004396019715043075,0.005399869847556042,5
tau_gain_norm,mid_long,timestep_ce,0.1549129766915098,0.04431886515843736,5,0.13218253968253968,0.03304640777402966,5,0.0970995670995671,0.035901173751271026,5,0.0958904109589041,0.03813537234815082,5,0.05553317550378958,0.027230284732924714,5,1.5564198144466532,2.0781421965169224,5,0.32890625,0.057436488361602506,5,0.1734375,0.09413981457120042,5,0.013162108080682572,0.01740151471914749,5,0.024319059600728957,0.03247097182057691,5
tau_gain_norm,mid_long,whole_count_ce,0.3405886797187398,0.036990840313985404,5,0.19996031746031745,0.019669094229924515,5,0.187246225996226,0.02342339800146388,5,0.19315068493150683,0.02240469484081661,5,0.15906226632556092,0.033470394159630705,5,2.135528495692512,0.25132940372271095,5,0.27109375,0.022541465697271106,5,0.1046875,0.029543235001857873,5,0.017864039720013252,0.002054226169750738,5,0.0333676327451955,0.003927021933167359,5
tau_gain_norm,short_mid,timestep_ce,0.08719647592682182,0.003528821149803967,5,0.08333333333333333,0.0,5,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.011737749158131323,9.882934145026952e-05,5,0.046222664015904566,0.01956776742033459,5,0.6125,0.024456993503903957,5,0.5921875,0.028384222069663987,5,0.00053215861083499,0.00018611954405191016,5,0.0007222291252485088,0.00030574636594272797,5
tau_gain_norm,short_mid,whole_count_ce,0.08770467326585528,0.0037464639286729565,5,0.08333333333333333,0.0,5,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.011817646889035766,0.00027394401703567564,5,0.058896620278330016,0.04175607677530845,5,0.60390625,0.02385692419469135,5,0.58125,0.041926274578121044,5,0.000649876780980782,0.0003811973308189396,5,0.0009202596918489065,0.0006524386996141946,5
tau_gain_norm,short_mid_long,timestep_ce,0.0848128233850117,0.005606699750703291,5,0.08888888888888888,0.005810139073153305,5,0.08538961038961038,0.003300422225536125,5,0.07808219178082192,0.0037515243664737407,5,0.018931828047875472,0.009991263856962904,5,0.26973989396951625,0.3227107680798443,5,0.5625,0.11969255410709786,5,0.353125,0.23230859897182027,5,0.0017078949911641266,0.0020035138743066017,5,0.0042146858432736915,0.005042355751247567,5
tau_gain_norm,short_mid_long,whole_count_ce,0.08808766704822014,0.010602779611277036,5,0.0875,0.006211299937499417,5,0.08571428571428572,0.0034564327754699805,5,0.07808219178082192,0.0037515243664737407,5,0.018386720562943083,0.008911104746707772,5,0.26510934393638175,0.31632198869184824,5,0.56875,0.13279462706536946,5,0.346875,0.26600386583774493,5,0.0016775216755025401,0.0019657432461647876,5,0.004142333499005965,0.004942531073310129,5
temporal_norm,mid_long,timestep_ce,0.22402795788261015,0.03525174484993282,5,0.17222222222222222,0.034971328644483796,5,0.15186868686868688,0.016505667471885834,5,0.1547945205479452,0.01786082850740451,5,0.11506229349461616,0.033709924499882776,5,1.1771454605699136,0.456389624926546,5,0.2,0.028086996894136795,5,0.0546875,0.037057941330098196,5,0.01014505415424122,0.003930527259840189,5,0.0183928978214049,0.007131087889477281,5
temporal_norm,mid_long,whole_count_ce,0.428488175059704,0.10301693737641893,5,0.22357263107263106,0.030172674486625795,5,0.24182067932067933,0.04203746911798683,5,0.2534246575342466,0.043318872057101075,5,0.2198232992586444,0.0533046008773675,5,4.179713386348576,0.7660895852559556,5,0.1515625,0.024300517210930926,5,0.0015625,0.0034938562148434213,5,0.03559114065606362,0.006556341288117056,5,0.0653080216616965,0.011970149769624306,5
temporal_norm,short_mid,timestep_ce,0.09727797711838591,0.02179525025702902,5,0.08611111111111111,0.0062112999374994175,5,0.08499999999999999,0.003726779962499656,5,0.07671232876712328,0.003063106818492864,5,0.014607912942347288,0.006298508641002419,5,0.06872929092113983,0.05353377878469996,5,0.57578125,0.03132315655738976,5,0.5359375,0.050207090665811346,5,0.0007361430376076871,0.0005059513255846002,5,0.0010738951706428098,0.0008364652935109369,5
temporal_norm,short_mid,whole_count_ce,0.16905039035449693,0.023345634800176682,5,0.10861111111111113,0.02593543145849461,5,0.12953213453213452,0.03268153163413764,5,0.13013698630136986,0.03525900733214726,5,0.08032569502251041,0.032541041523467894,5,0.6610089463220676,0.3442809745973937,5,0.39296875,0.06842073139316036,5,0.2453125,0.08461337854101443,5,0.005550291998011929,0.0028316274746127417,5,0.010328264786282307,0.005379390228084277,5
temporal_norm,short_mid_long,timestep_ce,0.0822692702947975,0.007616971864371704,5,0.09166666666666666,0.007607257743127313,5,0.08116883116883117,0.010101815315256746,5,0.07397260273972603,0.008930414253702258,5,0.01851453854212189,0.0062082962534763695,5,0.49881544068919814,0.30136688134434075,5,0.4317708333333333,0.05242078183369219,5,0.1328125,0.06249999999999999,5,0.003127070907886017,0.00194311524355447,5,0.007793991260768721,0.004708857521005324,5
temporal_norm,short_mid_long,whole_count_ce,0.11574773452626763,0.03327495753464928,5,0.09166666666666666,0.005810139073153306,5,0.08528138528138528,0.0060933715412377675,5,0.07945205479452054,0.0061262136369857195,5,0.025354111418117813,0.009914311517422216,5,0.47192677269715044,0.294562425121211,5,0.4828125,0.08696903009796392,5,0.165625,0.08275351673040851,5,0.002875067304506296,0.0019326732804726562,5,0.007373855823392976,0.004602537892518922,5
warmup,mid_long,timestep_ce,0.07985381999557109,0.009024413385437849,5,0.09361111111111112,0.011309001658790159,5,0.07719155844155844,0.011374743335089763,5,0.06986301369863013,0.01125457309942122,5,0.017682139519838103,0.006696544783823465,5,1.8906726308813784,1.673780299177106,5,0.221875,0.05492415313554001,5,0.075,0.07278634186782572,5,0.016442361456262426,0.014360689219389185,5,0.029541759857521537,0.02615281717464228,5
warmup,mid_long,whole_count_ce,0.090331334006917,0.01586470157598397,5,0.11190476190476191,0.008861076457683581,5,0.07677489177489177,0.008922042739658968,5,0.07123287671232877,0.007809420719857105,5,0.03133310486344446,0.013177289191477521,5,1.7585072895957587,1.30223117478613,5,0.22265625,0.05211587525049349,5,0.0640625,0.0716879359184654,5,0.015342191641815772,0.011191931414911857,5,0.02747667639993373,0.02034736210603328,5
warmup,short_mid,timestep_ce,0.08508940090308015,0.002123935319141621,5,0.08333333333333333,0.0,5,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.011737749158131323,9.882934145026956e-05,5,0.040250165672630886,0.0173917157316881,5,0.62578125,0.029153293995383273,5,0.6171875,0.058201814163091184,5,0.0004855631833996024,0.0001703279751556023,5,0.0006289088386348576,0.0002717455583076266,5
warmup,short_mid,whole_count_ce,0.0862167748086172,0.0020268571469201934,5,0.08333333333333333,0.0,5,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.0117383400635555,0.0001365291356313097,5,0.04022531477799868,0.017382071306984912,5,0.62578125,0.029283851271861432,5,0.6171875,0.05975413492491546,5,0.00048523960404241217,0.00017014376763187098,5,0.0006285205434062293,0.00027159486417163925,5
warmup,short_mid_long,timestep_ce,0.08053123376157968,0.008086727696118094,5,0.08611111111111111,0.0038036288715636558,5,0.08419913419913419,0.001935989590908913,5,0.07671232876712328,0.003063106818492864,5,0.015622183902438677,0.008652556587379968,5,0.19756461232604372,0.3555124775269147,5,0.6197916666666667,0.18090994200998342,5,0.4515625,0.3379030434856647,5,0.0012922465208747512,0.0022319711102947648,5,0.003086947067594433,0.005554882461358043,5
warmup,short_mid_long,whole_count_ce,0.07986493324191282,0.009712549801560692,5,0.0875,0.0038036288715636523,5,0.08419913419913419,0.001935989590908913,5,0.07671232876712328,0.003063106818492864,5,0.015629105262190395,0.008275187632343342,5,0.2726971504307488,0.35258860101907624,5,0.5838541666666667,0.20626742613672538,5,0.3921875,0.37342605892515723,5,0.0017461204992268611,0.0022055560406869738,5,0.00426089297548045,0.005509196890923066,5
