architecture,objective,seed,last_layer,feature_dim,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy
A,fixed250_sequence_ce,11,L3,64,L3,0.01,0.4931506849315068,0.4753468753468754,0.443184048627597,full_count,0.43247955747955746
A,fixed250_sequence_ce,23,L3,64,L3,0.01,0.4452054794520548,0.43913863913863915,0.42071514012303485,full_count,0.36732804232804234
A,fixed250_sequence_ce,101,L3,64,L3,0.1,0.3904109589041096,0.38084346209346204,0.3753912216114628,full_count,0.39980759980759983
B,fixed250_sequence_ce,11,L2,2048,L1,1.0,0.4589041095890411,0.4523351648351648,0.43728096294577806,fixed250,0.5036255411255411
B,fixed250_sequence_ce,23,L2,2048,L1,0.1,0.5273972602739726,0.510821817071817,0.5084998208575718,fixed250,0.48906926406926404
B,fixed250_sequence_ce,101,L2,2048,L1,0.01,0.4726027397260274,0.45982767232767235,0.4582121125616432,fixed250,0.4709415584415584
B,fixed250_sequence_ce,11,L2,128,L1,10.0,0.3698630136986301,0.35986582861582855,0.34353458035523254,full_count,0.4412578162578162
B,fixed250_sequence_ce,23,L2,128,L1,1.0,0.5068493150684932,0.48948967698967705,0.49259160458435813,full_count,0.4353234728234729
B,fixed250_sequence_ce,101,L2,128,L1,0.1,0.4041095890410959,0.39467615717615717,0.38167847732573074,full_count,0.4105940355940356
B,fixed250_sequence_ce,11,L2,2048,L2,0.1,0.5136986301369864,0.4942522755022754,0.5054300170231806,fixed250,0.5295093795093795
B,fixed250_sequence_ce,23,L2,2048,L2,10.0,0.5,0.48726759351759347,0.4942487290717781,fixed250,0.5289141414141414
B,fixed250_sequence_ce,101,L2,2048,L2,0.1,0.5068493150684932,0.4934225496725497,0.4842013399255652,fixed250,0.5939033189033188
B,fixed250_sequence_ce,11,L2,128,L2,1.0,0.4589041095890411,0.4503829503829504,0.44955889854086856,full_count,0.47656926406926403
B,fixed250_sequence_ce,23,L2,128,L2,1.0,0.4657534246575342,0.4572975635475635,0.460335371867106,full_count,0.47427849927849924
B,fixed250_sequence_ce,101,L2,128,L2,0.01,0.4315068493150685,0.41810273060273057,0.4039083543945973,full_count,0.41303511303511303
C,fixed250_sequence_ce,11,L3,2048,L1,1.0,0.5136986301369864,0.5045156232656233,0.511378255005706,fixed250,0.46688311688311684
C,fixed250_sequence_ce,23,L3,2048,L1,0.1,0.5547945205479452,0.5393280330780331,0.5159131507971004,fixed250,0.4851551226551227
C,fixed250_sequence_ce,101,L3,2048,L1,0.1,0.5205479452054794,0.5062382062382061,0.5027694884940701,fixed250,0.4133658008658008
C,fixed250_sequence_ce,11,L3,128,L1,10.0,0.3013698630136986,0.31062479187479186,0.28563120694655736,full_count,0.34337421837421833
C,fixed250_sequence_ce,23,L3,128,L1,1.0,0.3972602739726027,0.3833416583416583,0.3700374269942581,full_count,0.4410113035113035
C,fixed250_sequence_ce,101,L3,128,L1,0.1,0.3698630136986301,0.3690871628371628,0.3552309133256799,full_count,0.3265933140933141
C,fixed250_sequence_ce,11,L3,2048,L2,0.1,0.4863013698630137,0.4730713730713731,0.4796589282966723,fixed250,0.4482864357864358
C,fixed250_sequence_ce,23,L3,2048,L2,0.01,0.541095890410959,0.5347825785325785,0.5278265150169175,fixed250,0.4288059163059163
C,fixed250_sequence_ce,101,L3,2048,L2,0.01,0.541095890410959,0.5250353812853813,0.522134594789057,fixed250,0.45995670995670995
C,fixed250_sequence_ce,11,L3,128,L2,0.1,0.4863013698630137,0.47726925851925855,0.47195874107638813,full_count,0.4091991341991342
C,fixed250_sequence_ce,23,L3,128,L2,0.1,0.4246575342465753,0.41334706959706957,0.4058445172351261,full_count,0.39299543049543056
C,fixed250_sequence_ce,101,L3,128,L2,0.1,0.4041095890410959,0.399009324009324,0.3959057802115878,full_count,0.40347522847522854
C,fixed250_sequence_ce,11,L3,2048,L3,0.1,0.4657534246575342,0.4588078588078588,0.47788152264083555,fixed250,0.42325036075036077
C,fixed250_sequence_ce,23,L3,2048,L3,0.01,0.5616438356164384,0.5545627983127984,0.5520735070871187,fixed250,0.47420634920634924
C,fixed250_sequence_ce,101,L3,2048,L3,0.01,0.5616438356164384,0.5468989343989344,0.5523467899849368,fixed250,0.4911375661375661
C,fixed250_sequence_ce,11,L3,128,L3,0.1,0.4383561643835616,0.4416070041070041,0.4441377114206711,full_count,0.36706950456950455
C,fixed250_sequence_ce,23,L3,128,L3,0.1,0.4041095890410959,0.39449786324786323,0.3929557234461571,full_count,0.44051226551226547
C,fixed250_sequence_ce,101,L3,128,L3,0.01,0.4520547945205479,0.44428141303141305,0.42187971930144963,full_count,0.4233886483886484
D,fixed250_sequence_ce,11,L3,2048,L1,0.1,0.4589041095890411,0.4494720557220557,0.44287887170524803,fixed250,0.4801046176046176
D,fixed250_sequence_ce,23,L3,2048,L1,0.1,0.5342465753424658,0.5186299811299812,0.5085117946103836,fixed250,0.441468253968254
D,fixed250_sequence_ce,101,L3,2048,L1,0.1,0.4863013698630137,0.4739961427461427,0.4522593411565226,fixed250,0.4288119288119288
D,fixed250_sequence_ce,11,L3,128,L1,0.1,0.4246575342465753,0.419768426018426,0.39761490419597384,full_count,0.34527417027417023
D,fixed250_sequence_ce,23,L3,128,L1,1.0,0.4657534246575342,0.4544545732045732,0.43184779646704935,full_count,0.3541005291005291
D,fixed250_sequence_ce,101,L3,128,L1,0.1,0.3082191780821918,0.29996947496947496,0.28383683091255774,full_count,0.3013888888888889
D,fixed250_sequence_ce,11,L3,2048,L2,0.1,0.4931506849315068,0.4844669219669219,0.49131797722742715,fixed250,0.4723665223665223
D,fixed250_sequence_ce,23,L3,2048,L2,1.0,0.5205479452054794,0.5085352147852148,0.506889198158548,fixed250,0.4300625300625301
D,fixed250_sequence_ce,101,L3,2048,L2,0.01,0.4931506849315068,0.48560259185259175,0.4665270190057707,fixed250,0.37996031746031744
D,fixed250_sequence_ce,11,L3,128,L2,1.0,0.4452054794520548,0.44725968475968475,0.4470346497740339,full_count,0.4232864357864358
D,fixed250_sequence_ce,23,L3,128,L2,0.1,0.541095890410959,0.5288683538683538,0.5260398909223017,full_count,0.4025853775853776
D,fixed250_sequence_ce,101,L3,128,L2,0.1,0.3904109589041096,0.37889055389055387,0.3736256928319746,full_count,0.4074795574795575
D,fixed250_sequence_ce,11,L3,1024,L3,0.1,0.5068493150684932,0.5019993894993895,0.5125977272585711,fixed250,0.42665945165945157
D,fixed250_sequence_ce,23,L3,1024,L3,0.1,0.5273972602739726,0.5194728882228882,0.5209588083319495,fixed250,0.4619708994708995
D,fixed250_sequence_ce,101,L3,1024,L3,0.01,0.4794520547945205,0.4797854922854922,0.47711622703450085,fixed250,0.3904761904761905
D,fixed250_sequence_ce,11,L3,64,L3,0.1,0.4520547945205479,0.4611444111444111,0.4622822624742608,full_count,0.4084054834054834
D,fixed250_sequence_ce,23,L3,64,L3,0.1,0.5068493150684932,0.4905906593406593,0.4864610656958774,full_count,0.40274771524771524
D,fixed250_sequence_ce,101,L3,64,L3,0.01,0.363013698630137,0.34481074481074486,0.31991238550378337,full_count,0.3728896103896104
E,fixed250_sequence_ce,11,L3,2048,L1,0.1,0.4794520547945205,0.4704177766677766,0.4617651242097796,fixed250,0.49104737854737857
E,fixed250_sequence_ce,23,L3,2048,L1,0.1,0.5136986301369864,0.5038843101343101,0.5068216026655924,fixed250,0.4166426166426167
E,fixed250_sequence_ce,101,L3,2048,L1,0.1,0.4931506849315068,0.4917332667332667,0.4716129233155096,fixed250,0.4453463203463204
E,fixed250_sequence_ce,11,L3,128,L1,10.0,0.3150684931506849,0.3202505827505827,0.3083356186297363,full_count,0.3772246272246272
E,fixed250_sequence_ce,23,L3,128,L1,0.1,0.4726027397260274,0.46314865689865686,0.4450678636965178,full_count,0.42000962000961994
E,fixed250_sequence_ce,101,L3,128,L1,1.0,0.3767123287671233,0.37515470640470644,0.357519555375726,full_count,0.39283309283309276
E,fixed250_sequence_ce,11,L3,2048,L2,1.0,0.4383561643835616,0.4274003774003774,0.42750191267177157,fixed250,0.487049062049062
E,fixed250_sequence_ce,23,L3,2048,L2,1.0,0.4794520547945205,0.4696602009102009,0.47171563162611757,fixed250,0.4365440115440115
E,fixed250_sequence_ce,101,L3,2048,L2,0.01,0.5958904109589042,0.5791479353979354,0.5689689820394226,fixed250,0.4891233766233766
E,fixed250_sequence_ce,11,L3,128,L2,0.1,0.5136986301369864,0.5015102952602952,0.4907489023504545,full_count,0.39517797017797024
E,fixed250_sequence_ce,23,L3,128,L2,0.1,0.5068493150684932,0.4988088300588301,0.4881885951109754,full_count,0.38112073112073114
E,fixed250_sequence_ce,101,L3,128,L2,0.1,0.4383561643835616,0.42420773670773665,0.4087353440141563,full_count,0.4572450697450698
E,fixed250_sequence_ce,11,L3,2048,L3,1.0,0.4863013698630137,0.4802482239982239,0.4819119399692155,fixed250,0.4731962481962481
E,fixed250_sequence_ce,23,L3,2048,L3,0.1,0.5068493150684932,0.5040286102786103,0.4905714222222309,fixed250,0.4374699374699375
E,fixed250_sequence_ce,101,L3,2048,L3,0.1,0.5342465753424658,0.5198946886446886,0.5151309602393194,fixed250,0.4947510822510823
E,fixed250_sequence_ce,11,L3,128,L3,0.1,0.4726027397260274,0.4682782495282494,0.4618977627031165,full_count,0.35241702741702746
E,fixed250_sequence_ce,23,L3,128,L3,0.1,0.4452054794520548,0.4419816294816295,0.42443958083342337,full_count,0.39838263588263584
E,fixed250_sequence_ce,101,L3,128,L3,0.1,0.4246575342465753,0.41142399267399266,0.4002474553744971,full_count,0.41247594997595
A,relative10_sequence_ce,11,L3,2048,L1,0.1,0.4520547945205479,0.442428404928405,0.4302440833690833,fixed250,0.4411796536796537
A,relative10_sequence_ce,23,L3,2048,L1,10.0,0.410958904109589,0.4040639915639916,0.37413926393416547,fixed250,0.43956830206830205
A,relative10_sequence_ce,101,L3,2048,L1,0.01,0.5136986301369864,0.5020805583305583,0.48419110581656133,fixed250,0.4690536315536315
A,relative10_sequence_ce,11,L3,128,L1,1.0,0.4246575342465753,0.42002025752025757,0.40130382944041126,full_count,0.4069264069264069
A,relative10_sequence_ce,23,L3,128,L1,1.0,0.4726027397260274,0.4535318847818847,0.4429388301321798,full_count,0.41833213083213083
A,relative10_sequence_ce,101,L3,128,L1,0.1,0.4315068493150685,0.42120726495726496,0.40174632364174107,full_count,0.3866822991822992
A,relative10_sequence_ce,11,L3,2048,L2,0.01,0.5273972602739726,0.5108759296259296,0.5089954311581502,fixed250,0.47080928330928334
A,relative10_sequence_ce,23,L3,2048,L2,0.01,0.547945205479452,0.5361645299145299,0.5548534120582558,fixed250,0.4692460317460318
A,relative10_sequence_ce,101,L3,2048,L2,0.01,0.5753424657534246,0.5586802086802086,0.5573932142026771,fixed250,0.49547258297258295
A,relative10_sequence_ce,11,L3,128,L2,1.0,0.4041095890410959,0.41350663225663226,0.39280559673426124,full_count,0.43314694564694567
A,relative10_sequence_ce,23,L3,128,L2,0.1,0.4657534246575342,0.44922369297369297,0.4273418237035605,full_count,0.43638167388167387
A,relative10_sequence_ce,101,L3,128,L2,0.01,0.4520547945205479,0.43573648573648566,0.39527581257196664,full_count,0.4440536315536315
A,relative10_sequence_ce,11,L3,1024,L3,0.1,0.4863013698630137,0.4783043345543345,0.4920271455436536,fixed250,0.4766594516594517
A,relative10_sequence_ce,23,L3,1024,L3,0.01,0.5136986301369864,0.5032169219669219,0.5079816483111367,fixed250,0.4136904761904762
A,relative10_sequence_ce,101,L3,1024,L3,0.01,0.541095890410959,0.5279262404262404,0.5256422753544598,fixed250,0.49256253006253004
A,relative10_sequence_ce,11,L3,64,L3,1.0,0.363013698630137,0.36384934509934513,0.3613018149496814,full_count,0.3712361712361713
A,relative10_sequence_ce,23,L3,64,L3,0.1,0.4246575342465753,0.42191489066489063,0.41688203113904215,full_count,0.3794372294372294
A,relative10_sequence_ce,101,L3,64,L3,1.0,0.4589041095890411,0.45492146742146744,0.45419240235582065,full_count,0.4326779701779702
B,relative10_sequence_ce,11,L2,2048,L1,0.1,0.4657534246575342,0.4570630758130758,0.44564102677654766,fixed250,0.4696248196248196
B,relative10_sequence_ce,23,L2,2048,L1,1.0,0.4931506849315068,0.48011294261294263,0.47359079466611226,fixed250,0.44373496873496876
B,relative10_sequence_ce,101,L2,2048,L1,0.01,0.5,0.48385572760572754,0.4732718027462151,fixed250,0.457046657046657
B,relative10_sequence_ce,11,L2,128,L1,1.0,0.3561643835616438,0.34602411477411477,0.33271609980164246,full_count,0.3602212602212602
B,relative10_sequence_ce,23,L2,128,L1,1.0,0.4589041095890411,0.4526348651348651,0.45159138303922824,full_count,0.386940836940837
B,relative10_sequence_ce,101,L2,128,L1,0.01,0.410958904109589,0.3984140859140859,0.352798705395389,full_count,0.3840007215007215
B,relative10_sequence_ce,11,L2,2048,L2,1.0,0.5,0.49251373626373623,0.493320412367785,fixed250,0.5292568542568542
B,relative10_sequence_ce,23,L2,2048,L2,0.01,0.5684931506849316,0.5531406093906094,0.559480221145473,fixed250,0.5301346801346801
B,relative10_sequence_ce,101,L2,2048,L2,0.1,0.5616438356164384,0.5465430402930402,0.5552714374340011,fixed250,0.5364237614237615
B,relative10_sequence_ce,11,L2,128,L2,1.0,0.4657534246575342,0.4685085747585747,0.45849260742087566,full_count,0.4050986050986051
B,relative10_sequence_ce,23,L2,128,L2,1.0,0.4657534246575342,0.4579899267399267,0.4553400206890397,full_count,0.40949374699374697
B,relative10_sequence_ce,101,L2,128,L2,0.1,0.4726027397260274,0.4652028527028527,0.45960792127100425,full_count,0.49163660413660404
C,relative10_sequence_ce,11,L3,2048,L1,1.0,0.4520547945205479,0.44479756354756356,0.4482415104024684,fixed250,0.4833513708513708
C,relative10_sequence_ce,23,L3,2048,L1,0.1,0.4863013698630137,0.4790827228327228,0.4743106456924581,fixed250,0.4461038961038961
C,relative10_sequence_ce,101,L3,2048,L1,0.1,0.5136986301369864,0.5022609335109335,0.4843352466290997,fixed250,0.43082611832611833
C,relative10_sequence_ce,11,L3,128,L1,0.1,0.4589041095890411,0.44713411588411583,0.4271601186667986,full_count,0.3780122655122655
C,relative10_sequence_ce,23,L3,128,L1,0.1,0.5,0.4830038017538017,0.4518248008659675,full_count,0.39683140933140937
C,relative10_sequence_ce,101,L3,128,L1,0.1,0.4178082191780822,0.4070020257520257,0.388168504136246,full_count,0.3675685425685426
C,relative10_sequence_ce,11,L3,2048,L2,0.1,0.5273972602739726,0.5111013986013985,0.5140643235604475,fixed250,0.4362554112554113
C,relative10_sequence_ce,23,L3,2048,L2,0.01,0.5616438356164384,0.5482253857253857,0.536815079105596,fixed250,0.43482443482443484
C,relative10_sequence_ce,101,L3,2048,L2,0.01,0.5547945205479452,0.5429806304806305,0.5310906053755023,fixed250,0.5047619047619047
C,relative10_sequence_ce,11,L3,128,L2,1.0,0.4794520547945205,0.4761988011988012,0.46319795795602253,full_count,0.35053511303511303
C,relative10_sequence_ce,23,L3,128,L2,0.1,0.5068493150684932,0.4989350926850926,0.49054427518226745,full_count,0.38052549302549304
C,relative10_sequence_ce,101,L3,128,L2,0.1,0.4863013698630137,0.48175435675435674,0.47134842984716224,full_count,0.38393458393458396
C,relative10_sequence_ce,11,L3,2048,L3,0.01,0.4794520547945205,0.46881868131868126,0.4852987992546242,fixed250,0.47294973544973545
C,relative10_sequence_ce,23,L3,2048,L3,0.01,0.5,0.48864468864468863,0.4999819624819625,fixed250,0.42896825396825394
C,relative10_sequence_ce,101,L3,2048,L3,0.01,0.5616438356164384,0.5477675102675104,0.5326945265198417,fixed250,0.4478174603174603
C,relative10_sequence_ce,11,L3,128,L3,0.01,0.4383561643835616,0.42295204795204794,0.3910882882735984,full_count,0.2930916305916306
C,relative10_sequence_ce,23,L3,128,L3,0.1,0.4315068493150685,0.4283022533022533,0.4266141403370754,full_count,0.3377344877344877
C,relative10_sequence_ce,101,L3,128,L3,0.1,0.4726027397260274,0.46718697968697964,0.45763345053962906,full_count,0.384565897065897
D,relative10_sequence_ce,11,L3,2048,L1,1.0,0.4315068493150685,0.42585123210123205,0.43478566811270153,fixed250,0.4562409812409813
D,relative10_sequence_ce,23,L3,2048,L1,0.1,0.4931506849315068,0.4820970695970695,0.4735266544001395,fixed250,0.440542328042328
D,relative10_sequence_ce,101,L3,2048,L1,0.1,0.5068493150684932,0.4990211177711177,0.4995003320502047,fixed250,0.46819985569985567
D,relative10_sequence_ce,11,L3,128,L1,1.0,0.5,0.4983780108780109,0.4879848578732738,full_count,0.42837902837902836
D,relative10_sequence_ce,23,L3,128,L1,1.0,0.4315068493150685,0.41252150627150624,0.3858111847373795,full_count,0.3846921596921597
D,relative10_sequence_ce,101,L3,128,L1,1.0,0.363013698630137,0.35925671550671545,0.3374445811869747,full_count,0.3847943722943723
D,relative10_sequence_ce,11,L3,2048,L2,0.1,0.4794520547945205,0.47262737262737264,0.47452694418383207,fixed250,0.49339826839826834
D,relative10_sequence_ce,23,L3,2048,L2,0.01,0.5616438356164384,0.5500242812742813,0.5416789568313783,fixed250,0.4335978835978836
D,relative10_sequence_ce,101,L3,2048,L2,0.01,0.5136986301369864,0.4991945554445554,0.49451238065839087,fixed250,0.49610389610389616
D,relative10_sequence_ce,11,L3,128,L2,0.01,0.4726027397260274,0.4616043678543678,0.4440465668739096,full_count,0.3801587301587302
D,relative10_sequence_ce,23,L3,128,L2,1.0,0.4383561643835616,0.43346583971583974,0.4232663851416936,full_count,0.38356782106782106
D,relative10_sequence_ce,101,L3,128,L2,0.1,0.4520547945205479,0.44288350538350535,0.4384953091358903,full_count,0.44643458393458396
D,relative10_sequence_ce,11,L3,1024,L3,0.1,0.4452054794520548,0.4442044067044067,0.4616052603991199,fixed250,0.4743807118807119
D,relative10_sequence_ce,23,L3,1024,L3,0.01,0.5342465753424658,0.5196220446220445,0.5153230026772117,fixed250,0.4481180856180857
D,relative10_sequence_ce,101,L3,1024,L3,0.01,0.6164383561643836,0.6035554723054724,0.6013624381392296,fixed250,0.5250060125060126
D,relative10_sequence_ce,11,L3,64,L3,0.1,0.4315068493150685,0.42797549672549673,0.43961729438089564,full_count,0.412439874939875
D,relative10_sequence_ce,23,L3,64,L3,0.1,0.5136986301369864,0.4994311244311244,0.49157307521565013,full_count,0.3791005291005291
D,relative10_sequence_ce,101,L3,64,L3,0.1,0.4863013698630137,0.4810619935619936,0.4773012280519396,full_count,0.46575276575276575
E,relative10_sequence_ce,11,L3,2048,L1,1.0,0.4178082191780822,0.41303071928071927,0.4073656357734519,fixed250,0.4773689273689274
E,relative10_sequence_ce,23,L3,2048,L1,0.1,0.5342465753424658,0.5197712010212011,0.5133764148375641,fixed250,0.4556998556998557
E,relative10_sequence_ce,101,L3,2048,L1,0.1,0.4794520547945205,0.4736645299145299,0.46000043424959997,fixed250,0.47252886002885996
E,relative10_sequence_ce,11,L3,128,L1,1.0,0.3493150684931507,0.34943944943944943,0.32914894823804547,full_count,0.3286796536796537
E,relative10_sequence_ce,23,L3,128,L1,1.0,0.4726027397260274,0.4594960594960595,0.44101661990296614,full_count,0.38671837421837424
E,relative10_sequence_ce,101,L3,128,L1,1.0,0.3835616438356164,0.38809385059385065,0.36299627807779977,full_count,0.35860389610389615
E,relative10_sequence_ce,11,L3,2048,L2,1.0,0.4794520547945205,0.4716915029415029,0.4669612332112332,fixed250,0.4580507455507456
E,relative10_sequence_ce,23,L3,2048,L2,0.1,0.5547945205479452,0.5415827228327228,0.5360369262463206,fixed250,0.49705988455988454
E,relative10_sequence_ce,101,L3,2048,L2,0.01,0.4657534246575342,0.46501554001553996,0.44472254474556444,fixed250,0.4273809523809524
E,relative10_sequence_ce,11,L3,128,L2,0.1,0.4794520547945205,0.46394924519924524,0.4459737940140754,full_count,0.348977873977874
E,relative10_sequence_ce,23,L3,128,L2,1.0,0.4726027397260274,0.46479700854700856,0.4615475573808907,full_count,0.41853054353054353
E,relative10_sequence_ce,101,L3,128,L2,0.1,0.410958904109589,0.4082063769563769,0.3845731535386708,full_count,0.41445406445406446
E,relative10_sequence_ce,11,L3,2048,L3,0.1,0.5205479452054794,0.5167381229881229,0.5206049691833116,fixed250,0.40692039442039446
E,relative10_sequence_ce,23,L3,2048,L3,0.1,0.5,0.49013278388278386,0.5100150470066834,fixed250,0.46174242424242423
E,relative10_sequence_ce,101,L3,2048,L3,0.01,0.5205479452054794,0.5037580475080475,0.49087808888625584,fixed250,0.4261904761904762
E,relative10_sequence_ce,11,L3,128,L3,0.01,0.4657534246575342,0.4486985236985237,0.432141448925435,full_count,0.31210918710918717
E,relative10_sequence_ce,23,L3,128,L3,0.01,0.5068493150684932,0.4856393606393606,0.4705671557750937,full_count,0.37110389610389616
E,relative10_sequence_ce,101,L3,128,L3,0.1,0.4657534246575342,0.4665036352536352,0.4507934195434195,full_count,0.39024771524771523
A,timestep_ce,11,L3,2048,L1,0.1,0.5205479452054794,0.5170378232878232,0.5154971390265508,fixed250,0.5333453583453583
A,timestep_ce,23,L3,2048,L1,0.1,0.5753424657534246,0.5661206848706849,0.5645173233535302,fixed250,0.46360028860028857
A,timestep_ce,101,L3,2048,L1,0.1,0.4794520547945205,0.46702186702186704,0.47382244724198747,fixed250,0.4921837421837422
A,timestep_ce,11,L3,128,L1,1.0,0.5136986301369864,0.500019425019425,0.48775418644240043,full_count,0.5223665223665223
A,timestep_ce,23,L3,128,L1,1.0,0.4383561643835616,0.4381507381507381,0.41164246034935686,full_count,0.45648749398749394
A,timestep_ce,101,L3,128,L1,10.0,0.410958904109589,0.4099261849261849,0.40703427059262304,full_count,0.41099687349687347
A,timestep_ce,11,L3,2048,L2,0.01,0.6301369863013698,0.6112956487956488,0.6205333636185167,fixed250,0.5228234728234729
A,timestep_ce,23,L3,2048,L2,0.01,0.6232876712328768,0.605406399156399,0.6078223154360425,fixed250,0.47189754689754687
A,timestep_ce,101,L3,2048,L2,0.01,0.5958904109589042,0.5774773837273838,0.5776379853409886,fixed250,0.52252886002886
A,timestep_ce,11,L3,128,L2,0.1,0.6095890410958904,0.5983238983238983,0.5970533901067827,full_count,0.48108465608465617
A,timestep_ce,23,L3,128,L2,0.1,0.547945205479452,0.5414335664335664,0.5518176109101235,full_count,0.4192580567580568
A,timestep_ce,101,L3,128,L2,0.01,0.547945205479452,0.5286047286047286,0.5048690714071838,full_count,0.45394420394420404
A,timestep_ce,11,L3,1024,L3,0.01,0.5547945205479452,0.5375152625152625,0.5312514297292781,fixed250,0.4893217893217892
A,timestep_ce,23,L3,1024,L3,1.0,0.5,0.4906877844377844,0.47369702502816097,fixed250,0.4107864357864357
A,timestep_ce,101,L3,1024,L3,0.1,0.5068493150684932,0.49542263292263294,0.48685356490266357,fixed250,0.4795093795093795
A,timestep_ce,11,L3,64,L3,10.0,0.4863013698630137,0.4696962759462759,0.46547132598489555,full_count,0.4888648388648389
A,timestep_ce,23,L3,64,L3,0.01,0.5,0.49013070263070263,0.4810941698702589,full_count,0.43344155844155846
A,timestep_ce,101,L3,64,L3,0.1,0.4863013698630137,0.47106920856920853,0.4613818749908069,full_count,0.41942039442039447
B,timestep_ce,11,L2,2048,L1,1.0,0.5,0.4893641081141081,0.5007440323743569,fixed250,0.5585497835497836
B,timestep_ce,23,L2,2048,L1,0.1,0.5342465753424658,0.5261849261849262,0.5135391398785365,fixed250,0.550974025974026
B,timestep_ce,101,L2,2048,L1,0.1,0.5753424657534246,0.5594398656898657,0.5640212048492182,fixed250,0.5585497835497836
B,timestep_ce,11,L2,128,L1,1.0,0.541095890410959,0.5372308247308247,0.5280932152704936,full_count,0.533543771043771
B,timestep_ce,23,L2,128,L1,0.1,0.6301369863013698,0.6101474913974915,0.6104519117509989,full_count,0.5024891774891774
B,timestep_ce,101,L2,128,L1,0.1,0.589041095890411,0.5692002442002442,0.5686633280836179,full_count,0.6308982683982685
B,timestep_ce,11,L2,2048,L2,0.01,0.6575342465753424,0.642110667110667,0.6354867189266167,fixed250,0.5880411255411254
B,timestep_ce,23,L2,2048,L2,1.0,0.6164383561643836,0.5990842490842491,0.5986990634587889,fixed250,0.5996572871572871
B,timestep_ce,101,L2,2048,L2,0.1,0.6506849315068494,0.6366404428904429,0.6417187323113785,fixed250,0.5265933140933141
B,timestep_ce,11,L2,128,L2,1.0,0.5273972602739726,0.5139554889554888,0.5018936867962301,full_count,0.5423340548340548
B,timestep_ce,23,L2,128,L2,10.0,0.547945205479452,0.5378399378399378,0.5225037677699504,full_count,0.5326899951899952
B,timestep_ce,101,L2,128,L2,0.1,0.6438356164383562,0.6259150571650571,0.6269594020593897,full_count,0.5393999518999518
C,timestep_ce,11,L3,2048,L1,0.1,0.5547945205479452,0.5420405982905983,0.5279023891842484,fixed250,0.489033189033189
C,timestep_ce,23,L3,2048,L1,0.1,0.4726027397260274,0.46893870018870015,0.45895700449053717,fixed250,0.48768037518037516
C,timestep_ce,101,L3,2048,L1,0.01,0.541095890410959,0.5258449883449883,0.536435247628206,fixed250,0.47959956709956714
C,timestep_ce,11,L3,128,L1,1.0,0.3904109589041096,0.3884615384615384,0.3824475323388367,full_count,0.4370129870129869
C,timestep_ce,23,L3,128,L1,0.1,0.5684931506849316,0.549320818070818,0.5310046005380692,full_count,0.472991822991823
C,timestep_ce,101,L3,128,L1,1.0,0.5136986301369864,0.5065150127650127,0.4976966850775013,full_count,0.4078403078403079
C,timestep_ce,11,L3,2048,L2,0.01,0.589041095890411,0.5757568820068819,0.5847279182763053,fixed250,0.5189574314574315
C,timestep_ce,23,L3,2048,L2,0.01,0.5958904109589042,0.5856983294483294,0.5810877189767466,fixed250,0.4797619047619048
