objective,architecture,last_layer,layer,probe_type,mean_feature_dim,mean_probe_val_balanced_accuracy,mean_probe_test_balanced_accuracy,mean_probe_test_macro_f1,mean_probe_test_accuracy,sd_feature_dim,sd_probe_val_balanced_accuracy,sd_probe_test_balanced_accuracy,sd_probe_test_macro_f1,sd_probe_test_accuracy
fixed250_sequence_ce,D,L3,L1,fixed250,2048.0,0.4501282667949335,0.4806993931993932,0.46788333582405145,0.4931506849315069,0.0,0.026720438759769545,0.035062869772186346,0.03549650756477452,0.038135372348150856
fixed250_sequence_ce,D,L3,L1,full_count,128.0,0.3335878627545294,0.3913974913974914,0.37109984385852696,0.39954337899543374,0.0,0.028232190687813474,0.08105611539313984,0.0774861135921596,0.08171474962636201
fixed250_sequence_ce,D,L3,L2,fixed250,2048.0,0.4274631232964566,0.4928682428682429,0.48824473146391534,0.502283105022831,0.0,0.046257911355178045,0.013579872727963833,0.020355834695055638,0.015817815594236305
fixed250_sequence_ce,D,L3,L2,full_count,128.0,0.4111171236171236,0.4516728641728642,0.4489000778427701,0.4589041095890411,0.0,0.010819305348070006,0.07508623199991413,0.07622422063418617,0.0762707446963017
fixed250_sequence_ce,D,L3,L3,fixed250,1024.0,0.4263688472021805,0.5004192566692566,0.5035575875416738,0.5045662100456622,0.0,0.035748240401066875,0.019890826123958677,0.023277372667069165,0.02405400400194688
fixed250_sequence_ce,D,L3,L3,full_count,64.0,0.394680936347603,0.4321819384319385,0.4228852378913072,0.44063926940639275,0.0,0.019082688499982788,0.07708478766464129,0.0899928323697198,0.07259412372413081
fixed250_sequence_ce,E,L3,L1,fixed250,2048.0,0.4510121051787719,0.48867845117845116,0.4800665500636272,0.4954337899543379,0.0,0.03752456511209429,0.01694110796619008,0.023687959317069657,0.01723706492070953
fixed250_sequence_ce,E,L3,L1,full_count,128.0,0.39668911335577994,0.3861846486846487,0.3703076792339934,0.3881278538812785,0.0,0.02165157205854831,0.07208473915352173,0.06925733747489424,0.07938510799412653
fixed250_sequence_ce,E,L3,L2,fixed250,2048.0,0.4709054834054834,0.49206950456950455,0.4893955087791039,0.5045662100456622,0.0,0.029775976165414726,0.07831642871982047,0.07237172425040364,0.08171474962636209
fixed250_sequence_ce,E,L3,L2,full_count,128.0,0.41118125701459035,0.47484228734228734,0.4625576138251954,0.4863013698630137,0.0,0.04050688367339061,0.043871605475875125,0.04662902893047796,0.041662757056837155
fixed250_sequence_ce,E,L3,L3,fixed250,2048.0,0.4684724226390893,0.5013905076405076,0.4958714408102553,0.5091324200913242,0.0,0.028931268253923257,0.019954453860923295,0.017232047896331006,0.024054004001946926
fixed250_sequence_ce,E,L3,L3,full_count,128.0,0.38775853775853775,0.4405612905612905,0.42886159963701226,0.4474885844748859,0.0,0.03140735806220434,0.028453728272388533,0.03106212784328814,0.024054004001946898
relative10_sequence_ce,A,L3,L1,fixed250,2048.0,0.4499338624338624,0.44952431827431827,0.4295248177066034,0.4589041095890411,0.0,0.01657779514588134,0.04939206241731297,0.05502944650591064,0.051711194762128466
relative10_sequence_ce,A,L3,L1,full_count,128.0,0.40398027898027894,0.4315864690864691,0.41532966107144403,0.4429223744292237,0.0,0.01602927675448548,0.019014552300733352,0.02391126538784111,0.025931088336987554
relative10_sequence_ce,A,L3,L2,fixed250,2048.0,0.4785092993426327,0.5352402227402228,0.5404140191396943,0.550228310502283,0.0,0.014711413341181935,0.02391553954626998,0.02723891337404497,0.024054004001946825
relative10_sequence_ce,A,L3,L2,full_count,128.0,0.43786075036075034,0.43282227032227033,0.4051410776699294,0.4406392694063927,0.0,0.00560175863367858,0.01803598057153778,0.019266040976509698,0.03236860017981239
relative10_sequence_ce,A,L3,L3,fixed250,1024.0,0.4609708193041526,0.5031491656491656,0.5085503564030834,0.5136986301369864,0.0,0.04171091115504242,0.024811022324342433,0.01681477950256028,0.027397260273972636
relative10_sequence_ce,A,L3,L3,full_count,64.0,0.394450456950457,0.4135619010619011,0.4107920828148481,0.4155251141552512,0.0,0.03335897802052784,0.046107073129235156,0.046743779373387355,0.04859314304518893
relative10_sequence_ce,B,L2,L1,fixed250,2048.0,0.4568021484688151,0.47367724867724864,0.464167874729625,0.48630136986301364,0.0,0.01294665721752748,0.014509485340494205,0.016045513711582273,0.018121584322360215
relative10_sequence_ce,B,L2,L1,full_count,128.0,0.37705427288760623,0.39902435527435526,0.3790353960787532,0.408675799086758,0.0,0.014651750962575287,0.05330799512868236,0.06363258752176404,0.051407900681268076
relative10_sequence_ce,B,L2,L2,fixed250,2048.0,0.5319384319384319,0.5307324619824619,0.5360240236490864,0.54337899543379,0.0,0.003909127781477615,0.03326236952130273,0.03704223639888464,0.03772308594031579
relative10_sequence_ce,B,L2,L2,full_count,128.0,0.4354096520763187,0.4639004514004514,0.45781351646030655,0.4680365296803653,0.0,0.0487435320997753,0.0053789102892151264,0.002213507904645541,0.003954453898559088
relative10_sequence_ce,C,L3,L1,fixed250,2048.0,0.45342712842712846,0.4753804066304066,0.46896246757467547,0.4840182648401827,0.0,0.02701754683451869,0.028910034258596604,0.018631739199120843,0.030885272279608897
relative10_sequence_ce,C,L3,L1,full_count,128.0,0.38080407247073916,0.44571331446331436,0.4223844745563374,0.4589041095890411,0.0,0.014829851056749005,0.03802080346815473,0.032095733530142695,0.0410958904109589
relative10_sequence_ce,C,L3,L2,fixed250,2048.0,0.4586139169472503,0.5341024716024716,0.5273233360138486,0.547945205479452,0.0,0.03997173386147547,0.020091388299340256,0.011833995872114261,0.018121584322360176
relative10_sequence_ce,C,L3,L2,full_count,128.0,0.37166506333173,0.48562941687941685,0.47503022099515074,0.49086757990867574,0.0,0.01837829085795901,0.011853134853996434,0.014040012678151675,0.014257986297713274
relative10_sequence_ce,C,L3,L3,fixed250,2048.0,0.4499118165784832,0.5017436267436267,0.5059917627521427,0.5136986301369862,0.0,0.022065412401256854,0.0410720833728669,0.02426266710844697,0.04277395889313977
relative10_sequence_ce,C,L3,L3,full_count,128.0,0.33846400513067176,0.43948042698042694,0.42511195971676763,0.4474885844748859,0.0,0.04574149651547023,0.024143238628715043,0.03329800392238414,0.022017467490851515
relative10_sequence_ce,D,L3,L1,fixed250,2048.0,0.45499438832772165,0.4689898064898064,0.4692708848543486,0.4771689497716895,0.0,0.013870840077308537,0.03830546047051645,0.03256655666410181,0.04013332381563232
relative10_sequence_ce,D,L3,L1,full_count,128.0,0.39928852012185345,0.4233854108854109,0.40374687459920927,0.4315068493150685,0.0,0.02519317099631533,0.07019403125652367,0.07685610225812703,0.06849315068493149
relative10_sequence_ce,D,L3,L2,fixed250,2048.0,0.4743666827000161,0.5072820697820698,0.503572760557867,0.5182648401826484,0.0,0.03533272336648976,0.03932716978304065,0.0344806621687603,0.04128571077631311
relative10_sequence_ce,D,L3,L2,full_count,128.0,0.40338704505371176,0.44598457098457095,0.4352694203838312,0.45433789954337894,0.0,0.037319209905647355,0.014323290381307918,0.010759124355005697,0.017237064920709488
relative10_sequence_ce,D,L3,L3,fixed250,1024.0,0.48250160333493675,0.5224606412106412,0.5260969004051871,0.5319634703196346,0.0,0.03908196494278757,0.07971344773620936,0.07049875769586161,0.08563926636306415
relative10_sequence_ce,D,L3,L3,full_count,64.0,0.41909772326439,0.46948953823953826,0.4694971992161618,0.4771689497716895,0.0,0.043708096932296076,0.037106845383890884,0.026842651510040866,0.041850006346628714
relative10_sequence_ce,E,L3,L1,fixed250,2048.0,0.4685325476992144,0.4688221500721501,0.46024749495353867,0.4771689497716895,0.0,0.011373875809366808,0.05353474658995733,0.05300582136604033,0.058252743480242355
relative10_sequence_ce,E,L3,L1,full_count,128.0,0.3580006413339747,0.3990097865097865,0.37772061540627044,0.4018264840182648,0.0,0.02902406256334563,0.05583442125587758,0.05736896873096615,0.06364091262450391
relative10_sequence_ce,E,L3,L2,fixed250,2048.0,0.46083052749719416,0.49276325526325526,0.48257356806770607,0.5,0.0,0.03492253982962015,0.042410463692017446,0.047617095847703565,0.04794520547945206
relative10_sequence_ce,E,L3,L2,full_count,128.0,0.39398749398749394,0.4456508769008769,0.43069816831121227,0.45433789954337894,0.0,0.039032727812350405,0.032430658453748644,0.04069733734750675,0.03772308594031579
relative10_sequence_ce,E,L3,L3,fixed250,2048.0,0.4316177649510983,0.5035429847929848,0.5071660350254169,0.5136986301369862,0.0,0.027811064990759735,0.013303973324014087,0.015066834604551797,0.011863361695677217
relative10_sequence_ce,E,L3,L3,full_count,128.0,0.3578202661535996,0.4669471731971731,0.45116734141464937,0.4794520547945205,0.0,0.04072773641397466,0.018474412112511013,0.019215582215959932,0.02372672339135451
timestep_ce,A,L3,L1,fixed250,2048.0,0.4963764630431297,0.5167267917267917,0.5179456365406895,0.5251141552511415,0.0,0.035061059162405796,0.04955014107176954,0.045396987711516526,0.0481080080038938
timestep_ce,A,L3,L1,full_count,128.0,0.46328362995029654,0.4493654493654493,0.43547697246146005,0.45433789954337894,0.0,0.05599500219087319,0.04608172401664873,0.04533198847850472,0.05320173606269887
timestep_ce,A,L3,L2,fixed250,2048.0,0.5057499599166265,0.5980598105598105,0.6019978881318493,0.6164383561643836,0.0,0.029317419729325698,0.018066489312052333,0.022032846717104707,0.018121584322360156
timestep_ce,A,L3,L2,full_count,128.0,0.45142897226230566,0.5561207311207311,0.55124669080803,0.5684931506849314,0.0,0.030989948191037432,0.037107617297443427,0.04609481115971229,0.03559008508703173
timestep_ce,A,L3,L3,fixed250,1024.0,0.4598725348725348,0.5078752266252266,0.4972673398867009,0.5205479452054794,0.0,0.04279199328378409,0.02577796526523336,0.03015729442752802,0.029855472216031995
timestep_ce,A,L3,L3,full_count,64.0,0.4472422639089306,0.4769653957153957,0.4693157902819871,0.49086757990867574,0.0,0.036721619239859914,0.011422137086703607,0.010403296191704148,0.00790890779711817
timestep_ce,B,L2,L1,fixed250,2048.0,0.556024531024531,0.5249962999962999,0.5261014590340373,0.5365296803652968,0.0,0.004373865675678971,0.03505299664959191,0.03345682345989872,0.03772308594031578
timestep_ce,B,L2,L1,full_count,128.0,0.5556437389770723,0.5721928534428534,0.5690694850350367,0.58675799086758,0.0,0.066996493147138,0.03655033313122686,0.04118085045374715,0.04456443218251853
timestep_ce,B,L2,L2,fixed250,2048.0,0.5714305755972422,0.6259451196951197,0.625301504898928,0.641552511415525,0.0,0.03926218049283458,0.023422438296115317,0.023248159403251423,0.022017467490851473
timestep_ce,B,L2,L2,full_count,128.0,0.5381413339746673,0.559236827986828,0.5504522855418568,0.5730593607305936,0.0,0.004943688998706415,0.058966994237342696,0.06705369503469848,0.06214912141011963
timestep_ce,C,L3,L1,fixed250,2048.0,0.4854377104377104,0.5122747622747622,0.5077648804343305,0.5228310502283106,0.0,0.005101025833851608,0.03839381660141195,0.042483631952961565,0.044034934981703015
timestep_ce,C,L3,L1,full_count,128.0,0.4392817059483726,0.48143245643245636,0.47038293931813574,0.49086757990867586,0.0,0.032634955122389245,0.08331133136156206,0.07795403234306292,0.09120997422574513
timestep_ce,C,L3,L2,fixed250,2048.0,0.4934343434343434,0.5915165852665852,0.5948148130623315,0.6050228310502282,0.0,0.02212240370662674,0.01933686460585908,0.020703678712200982,0.02201746749085144
timestep_ce,C,L3,L2,full_count,128.0,0.490165544332211,0.5594939782439782,0.5505244850844819,0.5707762557077626,0.0,0.03903283540016196,0.03272648860153389,0.021003353116012324,0.04013332381563231
timestep_ce,C,L3,L3,fixed250,2048.0,0.45901675485008814,0.5463462463462463,0.5417702029631991,0.5570776255707762,0.0,0.01463633951900696,0.0238457255208989,0.03143005772187419,0.02593108833698756
timestep_ce,C,L3,L3,full_count,128.0,0.44600569183902516,0.5374070374070373,0.5310507449173826,0.5502283105022832,0.0,0.028616012687510354,0.031748883098583126,0.029658798438020648,0.03514795506470469
timestep_ce,D,L3,L1,fixed250,2048.0,0.46922198172198176,0.5307632182632182,0.5314328417142171,0.5433789954337899,0.0,0.034660851356806806,0.04599306133253766,0.041711928628244965,0.04560498711287253
timestep_ce,D,L3,L1,full_count,128.0,0.4686187269520603,0.49897255522255524,0.496637314542229,0.5068493150684932,0.0,0.03682769841265789,0.02527265485862805,0.012492282280123043,0.020547945205479458
timestep_ce,D,L3,L2,fixed250,2048.0,0.48991101491101485,0.5755730380730381,0.5750162602852502,0.589041095890411,0.0,0.029313560398813412,0.03483626003709317,0.03570394610157878,0.02985547221603202
timestep_ce,D,L3,L2,full_count,128.0,0.4654641654641655,0.5433233433233432,0.5348436270972314,0.5570776255707762,0.0,0.004388252134487926,0.029849255876551087,0.030874510882365903,0.028515972595426497
timestep_ce,D,L3,L3,fixed250,1024.0,0.4816558441558441,0.5240361490361489,0.5197989237112327,0.5388127853881279,0.0,0.018698798001205826,0.03005655394210224,0.03489259534406054,0.027681177289913574
timestep_ce,D,L3,L3,full_count,64.0,0.43473224306557645,0.5083215395715396,0.50041816295268,0.5228310502283104,0.0,0.0008771942001471781,0.046381675293116396,0.04418580628595604,0.04954916532924814
timestep_ce,E,L3,L1,fixed250,2048.0,0.4706529581529581,0.49958768083768085,0.4929865329197391,0.5091324200913242,0.0,0.028993964802886556,0.03987146106964868,0.04169635499724484,0.04128571077631307
timestep_ce,E,L3,L1,full_count,128.0,0.4226611351611351,0.44907846782846783,0.4378988221486136,0.4589041095890411,0.0,0.012983565080852187,0.03232878091696492,0.029961564096302188,0.036243168644720415
timestep_ce,E,L3,L2,fixed250,2048.0,0.4862934904601571,0.5483444795944795,0.548875386635907,0.5639269406392694,0.0,0.0240760871683259,0.058289968841499784,0.07048575376715495,0.05744176084661698
timestep_ce,E,L3,L2,full_count,128.0,0.4906946448613115,0.486847643097643,0.4781389356316332,0.5,0.0,0.011475071054037604,0.034222573847419016,0.03942771107351909,0.03559008508703171
timestep_ce,E,L3,L3,fixed250,2048.0,0.4741662658329325,0.5029785029785029,0.49635846642348724,0.5159817351598174,0.0,0.03371574403398422,0.026034576924041705,0.019019326607286398,0.034474129841418934
timestep_ce,E,L3,L3,full_count,128.0,0.47322430655764,0.5056788119288119,0.499200089874527,0.5182648401826484,0.0,0.03787671414369259,0.05399232084381504,0.0553367855524181,0.057441760846617014
