architecture,objective,seed,last_layer,firing_rate,layer,neurons,scope,shift,split,tau_syn_ms
B,fixed250_sequence_ce,101,L2,0.013404071693867802,L1,43,tau_subgroup,3,test,117.0136826471659
B,fixed250_sequence_ce,11,L2,0.07347383950266655,L1,42,tau_subgroup,4,test,242.10347130039656
B,fixed250_sequence_ce,23,L2,0.08191328221149295,L1,42,tau_subgroup,4,test,242.10347130039656
B,fixed250_sequence_ce,101,L2,0.08107900217741172,L1,42,tau_subgroup,4,test,242.10347130039656
B,fixed250_sequence_ce,11,L2,0.14193135759088876,L2,43,tau_subgroup,2,test,54.31342963722199
B,fixed250_sequence_ce,23,L2,0.15345909041872793,L2,43,tau_subgroup,2,test,54.31342963722199
B,fixed250_sequence_ce,101,L2,0.149927951669826,L2,43,tau_subgroup,2,test,54.31342963722199
B,fixed250_sequence_ce,11,L2,0.19898246181823787,L2,43,tau_subgroup,3,test,117.0136826471659
B,fixed250_sequence_ce,23,L2,0.30856720144250777,L2,43,tau_subgroup,3,test,117.0136826471659
B,fixed250_sequence_ce,101,L2,0.26743030190947337,L2,43,tau_subgroup,3,test,117.0136826471659
B,fixed250_sequence_ce,11,L2,0.28974959765218217,L2,42,tau_subgroup,4,test,242.10347130039656
B,fixed250_sequence_ce,23,L2,0.32952286282306165,L2,42,tau_subgroup,4,test,242.10347130039656
B,fixed250_sequence_ce,101,L2,0.32383279686957617,L2,42,tau_subgroup,4,test,242.10347130039656
B,fixed250_sequence_ce,11,L2,0.026831847456925115,L1,128,whole_layer,-1,test,
B,fixed250_sequence_ce,23,L2,0.032838774643803845,L1,128,whole_layer,-1,test,
B,fixed250_sequence_ce,101,L2,0.03154769300861498,L1,128,whole_layer,-1,test,
B,fixed250_sequence_ce,11,L2,0.20959982293737575,L2,128,whole_layer,-1,test,
B,fixed250_sequence_ce,23,L2,0.263336646785951,L2,128,whole_layer,-1,test,
B,fixed250_sequence_ce,101,L2,0.2464639247846256,L2,128,whole_layer,-1,test,
B,fixed250_sequence_ce,11,L2,0.0009402504711963578,L1,43,tau_subgroup,2,train,54.31342963722199
B,fixed250_sequence_ce,23,L2,0.0008767621419482192,L1,43,tau_subgroup,2,train,54.31342963722199
B,fixed250_sequence_ce,101,L2,0.0016752349944554824,L1,43,tau_subgroup,2,train,54.31342963722199
B,fixed250_sequence_ce,11,L2,0.0069615147770060075,L1,43,tau_subgroup,3,train,117.0136826471659
B,fixed250_sequence_ce,23,L2,0.014720723408614392,L1,43,tau_subgroup,3,train,117.0136826471659
B,fixed250_sequence_ce,101,L2,0.012021106169234958,L1,43,tau_subgroup,3,train,117.0136826471659
B,fixed250_sequence_ce,11,L2,0.06252716639270979,L1,42,tau_subgroup,4,train,242.10347130039656
B,fixed250_sequence_ce,23,L2,0.07393485808077062,L1,42,tau_subgroup,4,train,242.10347130039656
B,fixed250_sequence_ce,101,L2,0.06772995429266888,L1,42,tau_subgroup,4,train,242.10347130039656
B,fixed250_sequence_ce,11,L2,0.11711921900786047,L2,43,tau_subgroup,2,train,54.31342963722199
B,fixed250_sequence_ce,23,L2,0.13561574526145312,L2,43,tau_subgroup,2,train,54.31342963722199
B,fixed250_sequence_ce,101,L2,0.1255732937706264,L2,43,tau_subgroup,2,train,54.31342963722199
B,fixed250_sequence_ce,11,L2,0.17240976380394024,L2,43,tau_subgroup,3,train,117.0136826471659
B,fixed250_sequence_ce,23,L2,0.26448770566031565,L2,43,tau_subgroup,3,train,117.0136826471659
B,fixed250_sequence_ce,101,L2,0.22788376260662047,L2,43,tau_subgroup,3,train,117.0136826471659
B,fixed250_sequence_ce,11,L2,0.2693909224969235,L2,42,tau_subgroup,4,train,242.10347130039656
B,fixed250_sequence_ce,23,L2,0.3076479825688461,L2,42,tau_subgroup,4,train,242.10347130039656
B,fixed250_sequence_ce,101,L2,0.3062953454448589,L2,42,tau_subgroup,4,train,242.10347130039656
B,fixed250_sequence_ce,11,L2,0.023171225735675885,L1,128,whole_layer,-1,train,
B,fixed250_sequence_ce,23,L2,0.02949965560989499,L1,128,whole_layer,-1,train,
B,fixed250_sequence_ce,101,L2,0.026825005861959236,L1,128,whole_layer,-1,train,
B,fixed250_sequence_ce,11,L2,0.18565753910764232,L2,128,whole_layer,-1,train,
B,fixed250_sequence_ce,23,L2,0.23535674732443432,L2,128,whole_layer,-1,train,
B,fixed250_sequence_ce,101,L2,0.2192426401008257,L2,128,whole_layer,-1,train,
B,fixed250_sequence_ce,11,L2,0.00029398974710756964,L1,43,tau_subgroup,2,val,54.31342963722199
B,fixed250_sequence_ce,23,L2,0.0003552376110883133,L1,43,tau_subgroup,2,val,54.31342963722199
B,fixed250_sequence_ce,101,L2,0.0006063538534093624,L1,43,tau_subgroup,2,val,54.31342963722199
B,fixed250_sequence_ce,11,L2,0.003395173259999224,L1,43,tau_subgroup,3,val,117.0136826471659
B,fixed250_sequence_ce,23,L2,0.009517918062607567,L1,43,tau_subgroup,3,val,117.0136826471659
B,fixed250_sequence_ce,101,L2,0.007366076441417439,L1,43,tau_subgroup,3,val,117.0136826471659
B,fixed250_sequence_ce,11,L2,0.049619373691009196,L1,42,tau_subgroup,4,val,242.10347130039656
B,fixed250_sequence_ce,23,L2,0.05869713349302499,L1,42,tau_subgroup,4,val,242.10347130039656
B,fixed250_sequence_ce,101,L2,0.056692627011299644,L1,42,tau_subgroup,4,val,242.10347130039656
B,fixed250_sequence_ce,11,L2,0.08995065463758618,L2,43,tau_subgroup,2,val,54.31342963722199
B,fixed250_sequence_ce,23,L2,0.09792716812334504,L2,43,tau_subgroup,2,val,54.31342963722199
B,fixed250_sequence_ce,101,L2,0.10026479493194342,L2,43,tau_subgroup,2,val,54.31342963722199
B,fixed250_sequence_ce,11,L2,0.13485146372186937,L2,43,tau_subgroup,3,val,117.0136826471659
B,fixed250_sequence_ce,23,L2,0.2297631953418958,L2,43,tau_subgroup,3,val,117.0136826471659
B,fixed250_sequence_ce,101,L2,0.18887616294381734,L2,43,tau_subgroup,3,val,117.0136826471659
B,fixed250_sequence_ce,11,L2,0.2354615799440661,L2,42,tau_subgroup,4,val,242.10347130039656
B,fixed250_sequence_ce,23,L2,0.2727884587247242,L2,42,tau_subgroup,4,val,242.10347130039656
B,fixed250_sequence_ce,101,L2,0.28081693567603494,L2,42,tau_subgroup,4,val,242.10347130039656
B,fixed250_sequence_ce,11,L2,0.01752068519006233,L1,128,whole_layer,-1,val,
B,fixed250_sequence_ce,23,L2,0.022576760161531033,L1,128,whole_layer,-1,val,
B,fixed250_sequence_ce,101,L2,0.021280506540251074,L1,128,whole_layer,-1,val,
B,fixed250_sequence_ce,11,L2,0.1527802925555263,L2,128,whole_layer,-1,val,
B,fixed250_sequence_ce,23,L2,0.19959219449565446,L2,128,whole_layer,-1,val,
B,fixed250_sequence_ce,101,L2,0.18927634755508735,L2,128,whole_layer,-1,val,
C,fixed250_sequence_ce,11,L3,0.0004161080031439271,L1,43,tau_subgroup,2,test,54.31342963722199
C,fixed250_sequence_ce,23,L3,0.00023887681661966187,L1,43,tau_subgroup,2,test,54.31342963722199
C,fixed250_sequence_ce,101,L3,0.0001309969639527178,L1,43,tau_subgroup,2,test,54.31342963722199
C,fixed250_sequence_ce,11,L3,0.006320603510718634,L1,43,tau_subgroup,3,test,117.0136826471659
C,fixed250_sequence_ce,23,L3,0.007877155670627398,L1,43,tau_subgroup,3,test,117.0136826471659
C,fixed250_sequence_ce,101,L3,0.00575808713609814,L1,43,tau_subgroup,3,test,117.0136826471659
C,fixed250_sequence_ce,11,L3,0.03978707122345293,L1,42,tau_subgroup,4,test,242.10347130039656
C,fixed250_sequence_ce,23,L3,0.03483661522925936,L1,42,tau_subgroup,4,test,242.10347130039656
C,fixed250_sequence_ce,101,L3,0.035507194925683994,L1,42,tau_subgroup,4,test,242.10347130039656
C,fixed250_sequence_ce,11,L3,0.02485089463220676,L2,43,tau_subgroup,2,test,54.31342963722199
C,fixed250_sequence_ce,23,L3,0.034411746574814675,L2,43,tau_subgroup,2,test,54.31342963722199
C,fixed250_sequence_ce,101,L3,0.015852559064219333,L2,43,tau_subgroup,2,test,54.31342963722199
C,fixed250_sequence_ce,11,L3,0.05118321081264352,L2,43,tau_subgroup,3,test,117.0136826471659
C,fixed250_sequence_ce,23,L3,0.06237767195277945,L2,43,tau_subgroup,3,test,117.0136826471659
C,fixed250_sequence_ce,101,L3,0.05714549909843266,L2,43,tau_subgroup,3,test,117.0136826471659
C,fixed250_sequence_ce,11,L3,0.10277028306352362,L2,42,tau_subgroup,4,test,242.10347130039656
C,fixed250_sequence_ce,23,L3,0.11407152324150337,L2,42,tau_subgroup,4,test,242.10347130039656
C,fixed250_sequence_ce,101,L3,0.12869607750323456,L2,42,tau_subgroup,4,test,242.10347130039656
C,fixed250_sequence_ce,11,L3,0.015318246769383698,L1,128,whole_layer,-1,test,
C,fixed250_sequence_ce,23,L3,0.014157244035785289,L1,128,whole_layer,-1,test,
C,fixed250_sequence_ce,101,L3,0.013629162524850894,L1,128,whole_layer,-1,test,
C,fixed250_sequence_ce,11,L3,0.05926420642809808,L2,128,whole_layer,-1,test,
C,fixed250_sequence_ce,23,L3,0.06994491385023194,L2,128,whole_layer,-1,test,
C,fixed250_sequence_ce,101,L3,0.06675118559476474,L2,128,whole_layer,-1,test,
C,fixed250_sequence_ce,11,L3,0.20804211191186217,L3,128,whole_layer,-1,test,
C,fixed250_sequence_ce,23,L3,0.20884976598740887,L3,128,whole_layer,-1,test,
C,fixed250_sequence_ce,101,L3,0.18213181846421472,L3,128,whole_layer,-1,test,
C,fixed250_sequence_ce,11,L3,0.0005760689506625571,L1,43,tau_subgroup,2,train,54.31342963722199
C,fixed250_sequence_ce,23,L3,0.00034353807605434447,L1,43,tau_subgroup,2,train,54.31342963722199
C,fixed250_sequence_ce,101,L3,0.0003014721891905472,L1,43,tau_subgroup,2,train,54.31342963722199
C,fixed250_sequence_ce,11,L3,0.0058163878568248594,L1,43,tau_subgroup,3,train,117.0136826471659
C,fixed250_sequence_ce,23,L3,0.007140294796177146,L1,43,tau_subgroup,3,train,117.0136826471659
C,fixed250_sequence_ce,101,L3,0.005319776692460585,L1,43,tau_subgroup,3,train,117.0136826471659
C,fixed250_sequence_ce,11,L3,0.034511786525788235,L1,42,tau_subgroup,4,train,242.10347130039656
C,fixed250_sequence_ce,23,L3,0.03134513222107641,L1,42,tau_subgroup,4,train,242.10347130039656
C,fixed250_sequence_ce,101,L3,0.02874792538483563,L1,42,tau_subgroup,4,train,242.10347130039656
C,fixed250_sequence_ce,11,L3,0.02132896263575499,L2,43,tau_subgroup,2,train,54.31342963722199
C,fixed250_sequence_ce,23,L3,0.03149800128612554,L2,43,tau_subgroup,2,train,54.31342963722199
C,fixed250_sequence_ce,101,L3,0.014740977354141406,L2,43,tau_subgroup,2,train,54.31342963722199
C,fixed250_sequence_ce,11,L3,0.04513397011218738,L2,43,tau_subgroup,3,train,117.0136826471659
C,fixed250_sequence_ce,23,L3,0.052571063110125764,L2,43,tau_subgroup,3,train,117.0136826471659
C,fixed250_sequence_ce,101,L3,0.045816761775819205,L2,43,tau_subgroup,3,train,117.0136826471659
C,fixed250_sequence_ce,11,L3,0.08938969427689343,L2,42,tau_subgroup,4,train,242.10347130039656
C,fixed250_sequence_ce,23,L3,0.09945431938665562,L2,42,tau_subgroup,4,train,242.10347130039656
C,fixed250_sequence_ce,101,L3,0.10769655308821571,L2,42,tau_subgroup,4,train,242.10347130039656
C,fixed250_sequence_ce,11,L3,0.013471645912539569,L1,128,whole_layer,-1,train,
C,fixed250_sequence_ce,23,L3,0.012799221615555965,L1,128,whole_layer,-1,train,
C,fixed250_sequence_ce,101,L3,0.011321301313078869,L1,128,whole_layer,-1,train,
C,fixed250_sequence_ce,11,L3,0.05165838490461755,L2,128,whole_layer,-1,train,
C,fixed250_sequence_ce,23,L3,0.06087539986936205,L2,128,whole_layer,-1,train,
C,fixed250_sequence_ce,101,L3,0.05568154697104192,L2,128,whole_layer,-1,train,
C,fixed250_sequence_ce,11,L3,0.1848256119466729,L3,128,whole_layer,-1,train,
C,fixed250_sequence_ce,23,L3,0.19268587121275563,L3,128,whole_layer,-1,train,
C,fixed250_sequence_ce,101,L3,0.1635518029711759,L3,128,whole_layer,-1,train,
C,fixed250_sequence_ce,11,L3,0.0001857851874082558,L1,43,tau_subgroup,2,val,54.31342963722199
C,fixed250_sequence_ce,23,L3,9.391339143714029e-05,L1,43,tau_subgroup,2,val,54.31342963722199
C,fixed250_sequence_ce,101,L3,3.0623931990371835e-05,L1,43,tau_subgroup,2,val,54.31342963722199
C,fixed250_sequence_ce,11,L3,0.003133849040348051,L1,43,tau_subgroup,3,val,117.0136826471659
C,fixed250_sequence_ce,23,L3,0.003868823408116975,L1,43,tau_subgroup,3,val,117.0136826471659
C,fixed250_sequence_ce,101,L3,0.0029276478982795473,L1,43,tau_subgroup,3,val,117.0136826471659
C,fixed250_sequence_ce,11,L3,0.02552767222243124,L1,42,tau_subgroup,4,val,242.10347130039656
C,fixed250_sequence_ce,23,L3,0.022248140762757565,L1,42,tau_subgroup,4,val,242.10347130039656
C,fixed250_sequence_ce,101,L3,0.02269126419771666,L1,42,tau_subgroup,4,val,242.10347130039656
C,fixed250_sequence_ce,11,L3,0.013805268541259623,L2,43,tau_subgroup,2,val,54.31342963722199
C,fixed250_sequence_ce,23,L3,0.019762644111119956,L2,43,tau_subgroup,2,val,54.31342963722199
C,fixed250_sequence_ce,101,L3,0.008225588132613875,L2,43,tau_subgroup,2,val,54.31342963722199
C,fixed250_sequence_ce,11,L3,0.03132624083068436,L2,43,tau_subgroup,3,val,117.0136826471659
C,fixed250_sequence_ce,23,L3,0.03752656626100165,L2,43,tau_subgroup,3,val,117.0136826471659
C,fixed250_sequence_ce,101,L3,0.033569954247845604,L2,43,tau_subgroup,3,val,117.0136826471659
C,fixed250_sequence_ce,11,L3,0.07420436351171142,L2,42,tau_subgroup,4,val,242.10347130039656
C,fixed250_sequence_ce,23,L3,0.08093482323137315,L2,42,tau_subgroup,4,val,242.10347130039656
C,fixed250_sequence_ce,101,L3,0.09392335636739113,L2,42,tau_subgroup,4,val,242.10347130039656
C,fixed250_sequence_ce,11,L3,0.009491457071372136,L1,128,whole_layer,-1,val,
C,fixed250_sequence_ce,23,L3,0.008631403081380037,L1,128,whole_layer,-1,val,
C,fixed250_sequence_ce,101,L3,0.00843936550785708,L1,128,whole_layer,-1,val,
C,fixed250_sequence_ce,11,L3,0.03950967320691774,L2,128,whole_layer,-1,val,
C,fixed250_sequence_ce,23,L3,0.045802332982178916,L2,128,whole_layer,-1,val,
C,fixed250_sequence_ce,101,L3,0.04485929132648582,L2,128,whole_layer,-1,val,
C,fixed250_sequence_ce,11,L3,0.15896253072601177,L3,128,whole_layer,-1,val,
C,fixed250_sequence_ce,23,L3,0.16181428869282768,L3,128,whole_layer,-1,val,
C,fixed250_sequence_ce,101,L3,0.13666559674304277,L3,128,whole_layer,-1,val,
D,fixed250_sequence_ce,11,L3,0.00040454944750104027,L1,43,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.00040840229938200257,L1,43,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.00013484981583368008,L1,43,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.006087505971920416,L1,43,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.007815510040532003,L1,43,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.0025852636121256956,L1,43,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.05523604405314147,L1,42,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.034254788727949764,L1,42,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.024342042980213953,L1,42,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.049071847981876186,L2,43,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.026499915237258618,L2,43,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.008125664616949467,L2,43,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.08028958034737313,L2,43,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.05365674172022131,L2,43,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.04450814492887636,L2,43,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.13428358420903153,L2,42,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.11342658335700086,L2,42,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.09700724226072138,L2,42,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.25833634556298574,L3,22,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.1941683233929755,L3,22,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.11507093800831375,L3,22,tau_subgroup,2,test,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.22080217110038183,L3,21,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.19037757581495157,L3,21,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.13176102117454006,L3,21,tau_subgroup,3,test,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.2519012906686863,L3,21,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.24211871627378587,L3,21,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.1629074757802392,L3,21,tau_subgroup,4,test,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.02030525182239894,L1,128,whole_layer,-1,test,
D,fixed250_sequence_ce,23,L3,0.014002573103048376,L1,128,whole_layer,-1,test,
D,fixed250_sequence_ce,101,L3,0.008901020957587807,L1,128,whole_layer,-1,test,
D,fixed250_sequence_ce,11,L3,0.08751915589794566,L2,128,whole_layer,-1,test,
D,fixed250_sequence_ce,23,L3,0.06414572461066932,L2,128,whole_layer,-1,test,
D,fixed250_sequence_ce,101,L3,0.049512171761100066,L2,128,whole_layer,-1,test,
D,fixed250_sequence_ce,11,L3,0.24390894218025183,L3,64,whole_layer,-1,test,
D,fixed250_sequence_ce,23,L3,0.2086582070079523,L3,64,whole_layer,-1,test,
D,fixed250_sequence_ce,101,L3,0.1362437355036448,L3,64,whole_layer,-1,test,
D,fixed250_sequence_ce,11,L3,0.0005565940030404288,L1,43,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.000560878491517297,L1,43,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.0003022511870954323,L1,43,tau_subgroup,2,train,54.31342963722199
