architecture,objective,seed,last_layer,feature_dim,group_neurons,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy,shift,tau_syn_ms
C,fixed250_sequence_ce,11,L3,672,42,L1,1.0,0.5273972602739726,0.5168283105783105,0.5235085170347319,fixed250,0.46625180375180375,4,242.10347130039656
C,fixed250_sequence_ce,23,L3,672,42,L1,0.1,0.547945205479452,0.5378850316350317,0.5340067703140708,fixed250,0.4509018759018759,4,242.10347130039656
C,fixed250_sequence_ce,101,L3,672,42,L1,0.1,0.5068493150684932,0.49618228993228986,0.4980122389840955,fixed250,0.4440836940836941,4,242.10347130039656
C,fixed250_sequence_ce,11,L3,42,42,L1,10.0,0.363013698630137,0.36303973803973805,0.3593503592348928,full_count,0.3643278018278018,4,242.10347130039656
C,fixed250_sequence_ce,23,L3,42,42,L1,1.0,0.4452054794520548,0.42876706626706623,0.4030762497306615,full_count,0.40431096681096684,4,242.10347130039656
C,fixed250_sequence_ce,101,L3,42,42,L1,0.1,0.3698630136986301,0.359478021978022,0.34560280331161336,full_count,0.3295334295334295,4,242.10347130039656
C,fixed250_sequence_ce,11,L3,688,43,L2,10.0,0.3356164383561644,0.3350101287601288,0.33825921846755186,fixed250,0.36806156806156803,2,54.31342963722199
C,fixed250_sequence_ce,23,L3,688,43,L2,1.0,0.3767123287671233,0.37438603063603065,0.3578147233973404,fixed250,0.37679172679172673,2,54.31342963722199
C,fixed250_sequence_ce,101,L3,688,43,L2,0.01,0.3561643835616438,0.3453407703407703,0.3230682827415227,fixed250,0.32195767195767194,2,54.31342963722199
C,fixed250_sequence_ce,11,L3,43,43,L2,10.0,0.2808219178082192,0.27717143967143965,0.26492318851325514,full_count,0.2567520442520443,2,54.31342963722199
C,fixed250_sequence_ce,23,L3,43,43,L2,10.0,0.3356164383561644,0.32797480297480297,0.3164009793121115,full_count,0.3557900432900433,2,54.31342963722199
C,fixed250_sequence_ce,101,L3,43,43,L2,1.0,0.2465753424657534,0.23933150183150184,0.23812741284978464,full_count,0.2662758537758538,2,54.31342963722199
C,fixed250_sequence_ce,11,L3,688,43,L2,0.01,0.5068493150684932,0.49988830613830615,0.505430392781456,fixed250,0.4152116402116402,3,117.0136826471659
C,fixed250_sequence_ce,23,L3,688,43,L2,0.1,0.4315068493150685,0.42051490176490175,0.40543436982023723,fixed250,0.43102453102453103,3,117.0136826471659
C,fixed250_sequence_ce,101,L3,688,43,L2,1.0,0.4726027397260274,0.45403485403485405,0.4411123246823044,fixed250,0.4582732082732082,3,117.0136826471659
C,fixed250_sequence_ce,11,L3,43,43,L2,0.1,0.3904109589041096,0.38555749805749806,0.39385708559912574,full_count,0.3210678210678211,3,117.0136826471659
C,fixed250_sequence_ce,23,L3,43,43,L2,0.1,0.4178082191780822,0.410298729048729,0.38374786380782616,full_count,0.3037698412698413,3,117.0136826471659
C,fixed250_sequence_ce,101,L3,43,43,L2,0.1,0.3698630136986301,0.3636918636918636,0.34355496691023,full_count,0.4227873977873977,3,117.0136826471659
C,fixed250_sequence_ce,11,L3,672,42,L2,0.1,0.5136986301369864,0.5021117771117771,0.504979081753894,fixed250,0.4016594516594516,4,242.10347130039656
C,fixed250_sequence_ce,23,L3,672,42,L2,0.1,0.4794520547945205,0.4813845876345877,0.466511472183249,fixed250,0.4327140452140452,4,242.10347130039656
C,fixed250_sequence_ce,101,L3,672,42,L2,0.01,0.4863013698630137,0.4691711066711067,0.45484376176220337,fixed250,0.4079365079365079,4,242.10347130039656
C,fixed250_sequence_ce,11,L3,42,42,L2,1.0,0.363013698630137,0.36225233100233106,0.36013014011272526,full_count,0.33757215007215,4,242.10347130039656
C,fixed250_sequence_ce,23,L3,42,42,L2,1.0,0.4178082191780822,0.4090180652680653,0.4001405011099994,full_count,0.39256854256854257,4,242.10347130039656
C,fixed250_sequence_ce,101,L3,42,42,L2,0.1,0.3698630136986301,0.35699786324786326,0.3379342132283309,full_count,0.36392496392496393,4,242.10347130039656
D,fixed250_sequence_ce,11,L3,688,43,L1,0.1,0.14383561643835616,0.14493839493839492,0.12548902520066132,fixed250,0.16547619047619047,2,54.31342963722199
D,fixed250_sequence_ce,23,L3,688,43,L1,10.0,0.1780821917808219,0.17488344988344987,0.14057760084383036,fixed250,0.10866402116402119,2,54.31342963722199
D,fixed250_sequence_ce,101,L3,688,43,L1,0.001,0.1095890410958904,0.0966117216117216,0.041193181818181816,fixed250,0.08333333333333333,2,54.31342963722199
D,fixed250_sequence_ce,11,L3,43,43,L1,0.01,0.17123287671232876,0.15367965367965367,0.10988346733833049,full_count,0.1263888888888889,2,54.31342963722199
D,fixed250_sequence_ce,23,L3,43,43,L1,0.01,0.1506849315068493,0.13658008658008655,0.0991113820390136,full_count,0.1382936507936508,2,54.31342963722199
D,fixed250_sequence_ce,101,L3,43,43,L1,0.01,0.10273972602739725,0.09212454212454212,0.039613880742913,full_count,0.09305555555555556,2,54.31342963722199
D,fixed250_sequence_ce,11,L3,688,43,L1,0.1,0.3082191780821918,0.3032793595293595,0.2932405871004859,fixed250,0.27679172679172676,3,117.0136826471659
D,fixed250_sequence_ce,23,L3,688,43,L1,0.1,0.3767123287671233,0.3663974913974914,0.349083546462063,fixed250,0.28290644540644544,3,117.0136826471659
D,fixed250_sequence_ce,101,L3,688,43,L1,0.1,0.2876712328767123,0.28188894438894435,0.2615401039656404,fixed250,0.2146825396825397,3,117.0136826471659
D,fixed250_sequence_ce,11,L3,43,43,L1,1.0,0.2328767123287671,0.23109945609945612,0.22110825437090734,full_count,0.20992664742664743,3,117.0136826471659
D,fixed250_sequence_ce,23,L3,43,43,L1,1.0,0.273972602739726,0.2648088023088023,0.25174736981857193,full_count,0.26805555555555555,3,117.0136826471659
D,fixed250_sequence_ce,101,L3,43,43,L1,1.0,0.1780821917808219,0.17296869796869796,0.1589684682744505,full_count,0.2006673881673882,3,117.0136826471659
D,fixed250_sequence_ce,11,L3,672,42,L1,1.0,0.4520547945205479,0.44479756354756356,0.43768436813326156,fixed250,0.5091450216450215,4,242.10347130039656
D,fixed250_sequence_ce,23,L3,672,42,L1,0.1,0.4863013698630137,0.47921800421800426,0.47716389603559994,fixed250,0.4044011544011544,4,242.10347130039656
D,fixed250_sequence_ce,101,L3,672,42,L1,0.1,0.4794520547945205,0.46872710622710617,0.44343143694037807,fixed250,0.43638167388167387,4,242.10347130039656
D,fixed250_sequence_ce,11,L3,42,42,L1,1.0,0.4520547945205479,0.448689504939505,0.43412680275425375,full_count,0.39500962000962,4,242.10347130039656
D,fixed250_sequence_ce,23,L3,42,42,L1,1.0,0.410958904109589,0.4002677877677878,0.3703415640028216,full_count,0.40906084656084657,4,242.10347130039656
D,fixed250_sequence_ce,101,L3,42,42,L1,10.0,0.2602739726027397,0.25671273171273173,0.2444007828479244,full_count,0.307972582972583,4,242.10347130039656
D,fixed250_sequence_ce,11,L3,688,43,L2,1.0,0.3972602739726027,0.39066489066489063,0.3685416100004533,fixed250,0.394047619047619,2,54.31342963722199
D,fixed250_sequence_ce,23,L3,688,43,L2,10.0,0.3767123287671233,0.3619893994893995,0.3527169091027787,fixed250,0.31631192881192877,2,54.31342963722199
D,fixed250_sequence_ce,101,L3,688,43,L2,0.01,0.2945205479452055,0.28623321123321116,0.2578306753545099,fixed250,0.2058862433862434,2,54.31342963722199
D,fixed250_sequence_ce,11,L3,43,43,L2,0.1,0.3904109589041096,0.3849601787101787,0.35142034860058113,full_count,0.3431216931216931,2,54.31342963722199
D,fixed250_sequence_ce,23,L3,43,43,L2,0.1,0.3904109589041096,0.37545232545232543,0.3498258194709602,full_count,0.2670334295334295,2,54.31342963722199
D,fixed250_sequence_ce,101,L3,43,43,L2,0.1,0.2465753424657534,0.23295038295038295,0.18540610029934756,full_count,0.21872294372294376,2,54.31342963722199
D,fixed250_sequence_ce,11,L3,688,43,L2,0.1,0.4726027397260274,0.46515775890775884,0.47373958981410663,fixed250,0.5039742664742665,3,117.0136826471659
D,fixed250_sequence_ce,23,L3,688,43,L2,0.01,0.5273972602739726,0.5083215395715396,0.49487664683098115,fixed250,0.39097522847522853,3,117.0136826471659
D,fixed250_sequence_ce,101,L3,688,43,L2,0.1,0.410958904109589,0.4061022311022311,0.3898765991007585,fixed250,0.3292027417027417,3,117.0136826471659
D,fixed250_sequence_ce,11,L3,43,43,L2,1.0,0.363013698630137,0.37080072705072703,0.3663471531402698,full_count,0.4237133237133237,3,117.0136826471659
D,fixed250_sequence_ce,23,L3,43,43,L2,0.1,0.410958904109589,0.3992868242868243,0.38059540247373863,full_count,0.34004930254930255,3,117.0136826471659
D,fixed250_sequence_ce,101,L3,43,43,L2,1.0,0.3287671232876712,0.3117278554778555,0.30439520646300383,full_count,0.3332732082732083,3,117.0136826471659
D,fixed250_sequence_ce,11,L3,672,42,L2,0.01,0.4931506849315068,0.47646936396936396,0.49207467726957693,fixed250,0.4196789321789322,4,242.10347130039656
D,fixed250_sequence_ce,23,L3,672,42,L2,1.0,0.4794520547945205,0.46973651348651346,0.4761496413447412,fixed250,0.4374699374699374,4,242.10347130039656
D,fixed250_sequence_ce,101,L3,672,42,L2,0.1,0.4931506849315068,0.48691724941724934,0.4831587988321735,fixed250,0.39669913419913416,4,242.10347130039656
D,fixed250_sequence_ce,11,L3,42,42,L2,1.0,0.4589041095890411,0.4608377733377733,0.4525903997336244,full_count,0.3455747955747956,4,242.10347130039656
D,fixed250_sequence_ce,23,L3,42,42,L2,1.0,0.4315068493150685,0.42800047175047173,0.41275791827588515,full_count,0.4263949013949014,4,242.10347130039656
D,fixed250_sequence_ce,101,L3,42,42,L2,0.1,0.3287671232876712,0.31248334998335,0.28138282672560005,full_count,0.36892135642135643,4,242.10347130039656
D,fixed250_sequence_ce,11,L3,352,22,L3,0.1,0.5068493150684932,0.4979929792429792,0.49791988634826273,fixed250,0.4643217893217893,2,54.31342963722199
D,fixed250_sequence_ce,23,L3,352,22,L3,0.1,0.4931506849315068,0.48524669774669776,0.4879218349849969,fixed250,0.43452380952380953,2,54.31342963722199
D,fixed250_sequence_ce,101,L3,352,22,L3,1.0,0.410958904109589,0.4015047452547453,0.3921498038574698,fixed250,0.3875661375661375,2,54.31342963722199
D,fixed250_sequence_ce,11,L3,22,22,L3,1.0,0.3835616438356164,0.3797161172161172,0.37073264109094356,full_count,0.37245670995671,2,54.31342963722199
D,fixed250_sequence_ce,23,L3,22,22,L3,0.1,0.4589041095890411,0.4461212398712399,0.43687133561348807,full_count,0.3436207311207311,2,54.31342963722199
D,fixed250_sequence_ce,101,L3,22,22,L3,0.01,0.2808219178082192,0.26018148518148515,0.21510921967854738,full_count,0.3063492063492063,2,54.31342963722199
D,fixed250_sequence_ce,11,L3,336,21,L3,0.1,0.4657534246575342,0.4595682095682096,0.4666843009460108,fixed250,0.38946007696007695,3,117.0136826471659
D,fixed250_sequence_ce,23,L3,336,21,L3,1.0,0.5068493150684932,0.4975004162504162,0.5081954528011474,fixed250,0.4807599807599808,3,117.0136826471659
D,fixed250_sequence_ce,101,L3,336,21,L3,0.1,0.4452054794520548,0.44433691308691303,0.4516577124390864,fixed250,0.3500661375661375,3,117.0136826471659
D,fixed250_sequence_ce,11,L3,21,21,L3,0.01,0.3972602739726027,0.3832264957264957,0.34409474925986877,full_count,0.2662397787397788,3,117.0136826471659
D,fixed250_sequence_ce,23,L3,21,21,L3,10.0,0.4246575342465753,0.41834554334554336,0.4233614768842125,full_count,0.34167267917267913,3,117.0136826471659
D,fixed250_sequence_ce,101,L3,21,21,L3,0.01,0.2876712328767123,0.26789460539460536,0.23035034350823824,full_count,0.3236471861471862,3,117.0136826471659
D,fixed250_sequence_ce,11,L3,336,21,L3,1.0,0.3767123287671233,0.38140470640470636,0.4007876245598094,fixed250,0.4165464165464165,4,242.10347130039656
D,fixed250_sequence_ce,23,L3,336,21,L3,0.1,0.4383561643835616,0.43285464535464535,0.43076368527883285,fixed250,0.4646164021164021,4,242.10347130039656
D,fixed250_sequence_ce,101,L3,336,21,L3,10.0,0.3835616438356164,0.3829018204018204,0.35919301802922504,fixed250,0.3723244348244348,4,242.10347130039656
D,fixed250_sequence_ce,11,L3,21,21,L3,1.0,0.3767123287671233,0.39345168720168716,0.3863015004319352,full_count,0.36147787397787395,4,242.10347130039656
D,fixed250_sequence_ce,23,L3,21,21,L3,1.0,0.4520547945205479,0.44981893106893106,0.4448196611495989,full_count,0.34143819143819143,4,242.10347130039656
D,fixed250_sequence_ce,101,L3,21,21,L3,0.1,0.363013698630137,0.3646589521589521,0.32212472697788863,full_count,0.3434223184223184,4,242.10347130039656
E,fixed250_sequence_ce,11,L3,688,43,L1,10.0,0.1780821917808219,0.16125541125541124,0.12215587989581796,fixed250,0.1369047619047619,2,54.31342963722199
E,fixed250_sequence_ce,23,L3,688,43,L1,0.01,0.1780821917808219,0.15991647241647242,0.13476923403393992,fixed250,0.14027777777777778,2,54.31342963722199
E,fixed250_sequence_ce,101,L3,688,43,L1,1.0,0.13013698630136986,0.12892316017316016,0.10274621212121211,fixed250,0.12738095238095237,2,54.31342963722199
E,fixed250_sequence_ce,11,L3,43,43,L1,0.01,0.14383561643835616,0.1266233766233766,0.07342498131927437,full_count,0.11249999999999999,2,54.31342963722199
E,fixed250_sequence_ce,23,L3,43,43,L1,0.01,0.21232876712328766,0.185515873015873,0.15109794692062384,full_count,0.1263888888888889,2,54.31342963722199
E,fixed250_sequence_ce,101,L3,43,43,L1,0.01,0.1095890410958904,0.10185786435786436,0.06370879851143009,full_count,0.1202020202020202,2,54.31342963722199
E,fixed250_sequence_ce,11,L3,688,43,L1,0.1,0.2945205479452055,0.29489468864468865,0.27450044890705366,fixed250,0.26580687830687827,3,117.0136826471659
E,fixed250_sequence_ce,23,L3,688,43,L1,0.1,0.3082191780821918,0.3068889443889444,0.2804306976203891,fixed250,0.36803150553150554,3,117.0136826471659
E,fixed250_sequence_ce,101,L3,688,43,L1,1.0,0.3013698630136986,0.30620976245976245,0.3113921011651767,fixed250,0.31214526214526217,3,117.0136826471659
E,fixed250_sequence_ce,11,L3,43,43,L1,0.1,0.23972602739726026,0.225511988011988,0.18977959553050294,full_count,0.17904040404040403,3,117.0136826471659
