architecture,objective,seed,last_layer,feature_dim,group_neurons,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy,shift,tau_syn_ms
D,relative10_sequence_ce,101,L3,43,43,L2,10.0,0.3082191780821918,0.29748237873237876,0.293542644471437,full_count,0.37652717652717654,2,54.31342963722199
D,relative10_sequence_ce,11,L3,688,43,L2,0.1,0.547945205479452,0.5397338772338772,0.5310227250903293,fixed250,0.468560606060606,3,117.0136826471659
D,relative10_sequence_ce,23,L3,688,43,L2,0.1,0.4726027397260274,0.4602695915195915,0.4370513426547909,fixed250,0.404431216931217,3,117.0136826471659
D,relative10_sequence_ce,101,L3,688,43,L2,0.01,0.5,0.4840992340992341,0.4681166819869911,fixed250,0.44051226551226547,3,117.0136826471659
D,relative10_sequence_ce,11,L3,43,43,L2,0.01,0.363013698630137,0.35429015429015426,0.3199109239424221,full_count,0.36130952380952386,3,117.0136826471659
D,relative10_sequence_ce,23,L3,43,43,L2,10.0,0.3561643835616438,0.34261502386502385,0.33406230222019695,full_count,0.33866041366041366,3,117.0136826471659
D,relative10_sequence_ce,101,L3,43,43,L2,0.1,0.4041095890410959,0.3875783938283938,0.3708950660831094,full_count,0.3801647426647427,3,117.0136826471659
D,relative10_sequence_ce,11,L3,672,42,L2,0.1,0.4520547945205479,0.4445880508380508,0.44387620190718646,fixed250,0.4620430495430496,4,242.10347130039656
D,relative10_sequence_ce,23,L3,672,42,L2,0.01,0.5342465753424658,0.5229159729159729,0.5159970406345291,fixed250,0.4243386243386243,4,242.10347130039656
D,relative10_sequence_ce,101,L3,672,42,L2,0.01,0.4931506849315068,0.48278735153735153,0.48529724559359094,fixed250,0.4502645502645502,4,242.10347130039656
D,relative10_sequence_ce,11,L3,42,42,L2,0.1,0.4178082191780822,0.40865731490731494,0.40369469425196985,full_count,0.37523448773448775,4,242.10347130039656
D,relative10_sequence_ce,23,L3,42,42,L2,1.0,0.4726027397260274,0.4529102841602841,0.4311090910494184,full_count,0.3868446368446368,4,242.10347130039656
D,relative10_sequence_ce,101,L3,42,42,L2,1.0,0.3835616438356164,0.3859140859140859,0.38068445269386125,full_count,0.45321669071669063,4,242.10347130039656
D,relative10_sequence_ce,11,L3,352,22,L3,0.01,0.4863013698630137,0.47394896769896766,0.48133566959839363,fixed250,0.4570466570466571,2,54.31342963722199
D,relative10_sequence_ce,23,L3,352,22,L3,1.0,0.4315068493150685,0.4226974414474414,0.40282778231586086,fixed250,0.4320767195767196,2,54.31342963722199
D,relative10_sequence_ce,101,L3,352,22,L3,0.1,0.5547945205479452,0.5517218892218893,0.5540813284105338,fixed250,0.47728475228475226,2,54.31342963722199
D,relative10_sequence_ce,11,L3,22,22,L3,10.0,0.3835616438356164,0.3835220335220335,0.38093082599661554,full_count,0.3273508898508899,2,54.31342963722199
D,relative10_sequence_ce,23,L3,22,22,L3,10.0,0.3561643835616438,0.3542471417471417,0.33535143457138344,full_count,0.371530784030784,2,54.31342963722199
D,relative10_sequence_ce,101,L3,22,22,L3,1.0,0.4246575342465753,0.42348623598623597,0.4165374736199618,full_count,0.4044733044733045,2,54.31342963722199
D,relative10_sequence_ce,11,L3,336,21,L3,0.1,0.4178082191780822,0.4211323398823399,0.4314647734983907,fixed250,0.4290103415103415,3,117.0136826471659
D,relative10_sequence_ce,23,L3,336,21,L3,0.01,0.4520547945205479,0.4429716117216116,0.4349590425965886,fixed250,0.39252645502645506,3,117.0136826471659
D,relative10_sequence_ce,101,L3,336,21,L3,0.01,0.6027397260273972,0.5885843323343324,0.5803727572828384,fixed250,0.4833032708032709,3,117.0136826471659
D,relative10_sequence_ce,11,L3,21,21,L3,0.1,0.3904109589041096,0.3832986457986458,0.359995643340895,full_count,0.3900853775853776,3,117.0136826471659
D,relative10_sequence_ce,23,L3,21,21,L3,1.0,0.4041095890410959,0.39309995559995564,0.35982290064750105,full_count,0.38869047619047614,3,117.0136826471659
D,relative10_sequence_ce,101,L3,21,21,L3,1.0,0.4041095890410959,0.3961191586191586,0.38407384981294723,full_count,0.4134018759018758,3,117.0136826471659
D,relative10_sequence_ce,11,L3,336,21,L3,0.01,0.3698630136986301,0.3579559329559329,0.3585819481846985,fixed250,0.44210557960557967,4,242.10347130039656
D,relative10_sequence_ce,23,L3,336,21,L3,0.1,0.4726027397260274,0.4704538517038516,0.4764343411402236,fixed250,0.4216931216931217,4,242.10347130039656
D,relative10_sequence_ce,101,L3,336,21,L3,0.1,0.5136986301369864,0.5132277444777446,0.4951296985798943,fixed250,0.5117544492544492,4,242.10347130039656
D,relative10_sequence_ce,11,L3,21,21,L3,0.1,0.3972602739726027,0.38862179487179493,0.3719107321654011,full_count,0.37553511303511306,4,242.10347130039656
D,relative10_sequence_ce,23,L3,21,21,L3,0.1,0.4452054794520548,0.43325355200355203,0.4125682319216802,full_count,0.3551587301587302,4,242.10347130039656
D,relative10_sequence_ce,101,L3,21,21,L3,10.0,0.3904109589041096,0.3906510156510156,0.3761247900276537,full_count,0.3594035594035594,4,242.10347130039656
E,relative10_sequence_ce,11,L3,688,43,L1,0.001,0.15753424657534246,0.1425824175824176,0.10518519272437767,fixed250,0.14523809523809525,2,54.31342963722199
E,relative10_sequence_ce,23,L3,688,43,L1,0.001,0.18493150684931506,0.1667998667998668,0.1678661055904326,fixed250,0.13194444444444445,2,54.31342963722199
E,relative10_sequence_ce,101,L3,688,43,L1,0.01,0.1232876712328767,0.11013986013986012,0.07732458928631177,fixed250,0.1125,2,54.31342963722199
E,relative10_sequence_ce,11,L3,43,43,L1,0.1,0.1232876712328767,0.10714285714285714,0.06116604947632581,full_count,0.13134920634920635,2,54.31342963722199
E,relative10_sequence_ce,23,L3,43,43,L1,0.001,0.1506849315068493,0.13095238095238096,0.07889652306168647,full_count,0.125,2,54.31342963722199
E,relative10_sequence_ce,101,L3,43,43,L1,0.01,0.1506849315068493,0.13825341325341325,0.10298894113549285,full_count,0.12297979797979798,2,54.31342963722199
E,relative10_sequence_ce,11,L3,688,43,L1,0.1,0.3013698630136986,0.2952866577866578,0.28577177814006766,fixed250,0.27455507455507455,3,117.0136826471659
E,relative10_sequence_ce,23,L3,688,43,L1,1.0,0.2945205479452055,0.29486485736485735,0.2841352016941854,fixed250,0.3950156325156325,3,117.0136826471659
E,relative10_sequence_ce,101,L3,688,43,L1,0.1,0.2876712328767123,0.29017510267510266,0.28350248659922767,fixed250,0.325998075998076,3,117.0136826471659
E,relative10_sequence_ce,11,L3,43,43,L1,1.0,0.2465753424657534,0.2492410367410367,0.25240523566610523,full_count,0.22106782106782105,3,117.0136826471659
E,relative10_sequence_ce,23,L3,43,43,L1,10.0,0.3013698630136986,0.2916409978909979,0.2731751110348499,full_count,0.31630591630591626,3,117.0136826471659
E,relative10_sequence_ce,101,L3,43,43,L1,10.0,0.21232876712328766,0.20828685203685204,0.18827204927033303,full_count,0.2473304473304473,3,117.0136826471659
E,relative10_sequence_ce,11,L3,672,42,L1,1.0,0.4246575342465753,0.4152611277611277,0.4162057212364876,fixed250,0.47071308321308325,4,242.10347130039656
E,relative10_sequence_ce,23,L3,672,42,L1,0.1,0.5547945205479452,0.5442501942501942,0.5428558366058367,fixed250,0.4265331890331891,4,242.10347130039656
E,relative10_sequence_ce,101,L3,672,42,L1,0.1,0.4794520547945205,0.4696581196581196,0.45216656438757785,fixed250,0.48915945165945157,4,242.10347130039656
E,relative10_sequence_ce,11,L3,42,42,L1,0.1,0.3835616438356164,0.3622960372960373,0.31549815368282313,full_count,0.31194083694083696,4,242.10347130039656
E,relative10_sequence_ce,23,L3,42,42,L1,10.0,0.4452054794520548,0.4231102231102231,0.4051020320628164,full_count,0.38330928330928327,4,242.10347130039656
E,relative10_sequence_ce,101,L3,42,42,L1,0.1,0.3493150684931507,0.33841020091020085,0.30770759916631063,full_count,0.30827922077922076,4,242.10347130039656
E,relative10_sequence_ce,11,L3,688,43,L2,0.01,0.4520547945205479,0.4419656732156732,0.42632244783779316,fixed250,0.3827741702741702,2,54.31342963722199
E,relative10_sequence_ce,23,L3,688,43,L2,0.1,0.4178082191780822,0.4149704462204462,0.4209140428137632,fixed250,0.3956409331409331,2,54.31342963722199
E,relative10_sequence_ce,101,L3,688,43,L2,10.0,0.2671232876712329,0.2680361305361305,0.21823376009122433,fixed250,0.29448051948051945,2,54.31342963722199
E,relative10_sequence_ce,11,L3,43,43,L2,0.1,0.3013698630136986,0.28361846486846487,0.268612362723671,full_count,0.24015151515151514,2,54.31342963722199
E,relative10_sequence_ce,23,L3,43,43,L2,1.0,0.3767123287671233,0.37750444000444,0.3661765157948406,full_count,0.34749879749879753,2,54.31342963722199
E,relative10_sequence_ce,101,L3,43,43,L2,1.0,0.2671232876712329,0.25865662115662114,0.24268847144209083,full_count,0.2772186147186147,2,54.31342963722199
E,relative10_sequence_ce,11,L3,688,43,L2,0.1,0.4452054794520548,0.43954656454656454,0.4464984358382172,fixed250,0.4242063492063492,3,117.0136826471659
E,relative10_sequence_ce,23,L3,688,43,L2,0.1,0.5273972602739726,0.51632326007326,0.5172529084928971,fixed250,0.4087301587301588,3,117.0136826471659
E,relative10_sequence_ce,101,L3,688,43,L2,1.0,0.410958904109589,0.4082375957375957,0.397003267106716,fixed250,0.4121031746031745,3,117.0136826471659
E,relative10_sequence_ce,11,L3,43,43,L2,1.0,0.3493150684931507,0.3529817404817405,0.33300449581175945,full_count,0.2756974506974507,3,117.0136826471659
E,relative10_sequence_ce,23,L3,43,43,L2,0.1,0.4657534246575342,0.4492105117105117,0.42021168020381233,full_count,0.2870731120731121,3,117.0136826471659
E,relative10_sequence_ce,101,L3,43,43,L2,1.0,0.3287671232876712,0.32949689199689197,0.32929704291211037,full_count,0.36501322751322757,3,117.0136826471659
E,relative10_sequence_ce,11,L3,672,42,L2,1.0,0.4589041095890411,0.4540577478077478,0.45884671256580006,fixed250,0.4425986050986051,4,242.10347130039656
E,relative10_sequence_ce,23,L3,672,42,L2,0.1,0.5068493150684932,0.5011786824286824,0.49456878514518815,fixed250,0.4456709956709956,4,242.10347130039656
E,relative10_sequence_ce,101,L3,672,42,L2,0.01,0.4726027397260274,0.46503843378843374,0.44031600195344067,fixed250,0.39126984126984127,4,242.10347130039656
E,relative10_sequence_ce,11,L3,42,42,L2,10.0,0.3287671232876712,0.32773823398823404,0.3207648540474996,full_count,0.3394600769600769,4,242.10347130039656
E,relative10_sequence_ce,23,L3,42,42,L2,1.0,0.4178082191780822,0.40739468864468864,0.40086167222212105,full_count,0.39626623376623377,4,242.10347130039656
E,relative10_sequence_ce,101,L3,42,42,L2,0.1,0.3698630136986301,0.36078157953157947,0.3336840688065617,full_count,0.36138167388167397,4,242.10347130039656
E,relative10_sequence_ce,11,L3,688,43,L3,0.01,0.5273972602739726,0.510215478965479,0.5132207147072877,fixed250,0.37552910052910055,2,54.31342963722199
E,relative10_sequence_ce,23,L3,688,43,L3,0.1,0.5205479452054794,0.5177801365301365,0.5093442877313845,fixed250,0.46233766233766227,2,54.31342963722199
E,relative10_sequence_ce,101,L3,688,43,L3,1.0,0.4315068493150685,0.43311341436341433,0.41705965019791197,fixed250,0.38839586339586346,2,54.31342963722199
E,relative10_sequence_ce,11,L3,43,43,L3,0.1,0.4520547945205479,0.44004259629259623,0.4401621473896769,full_count,0.3127344877344877,2,54.31342963722199
E,relative10_sequence_ce,23,L3,43,43,L3,0.1,0.4657534246575342,0.4467754467754468,0.42104734927871657,full_count,0.35860389610389615,2,54.31342963722199
E,relative10_sequence_ce,101,L3,43,43,L3,0.1,0.4931506849315068,0.4908452658452658,0.4848137413661607,full_count,0.4026214526214526,2,54.31342963722199
E,relative10_sequence_ce,11,L3,688,43,L3,0.1,0.4726027397260274,0.47205017205017197,0.47822433361621003,fixed250,0.40464165464165464,3,117.0136826471659
E,relative10_sequence_ce,23,L3,688,43,L3,0.1,0.4657534246575342,0.4623702686202686,0.46751428243419685,fixed250,0.43935185185185177,3,117.0136826471659
E,relative10_sequence_ce,101,L3,688,43,L3,0.1,0.4794520547945205,0.47105810855810853,0.4660657305835418,fixed250,0.4526154401154401,3,117.0136826471659
E,relative10_sequence_ce,11,L3,43,43,L3,0.1,0.3767123287671233,0.38358516483516486,0.3794651909711344,full_count,0.2433261183261183,3,117.0136826471659
E,relative10_sequence_ce,23,L3,43,43,L3,1.0,0.4041095890410959,0.3984321234321235,0.3960531849566937,full_count,0.36651034151034145,3,117.0136826471659
E,relative10_sequence_ce,101,L3,43,43,L3,0.01,0.3972602739726027,0.39056360306360305,0.3481291525852617,full_count,0.36075036075036077,3,117.0136826471659
E,relative10_sequence_ce,11,L3,672,42,L3,0.1,0.4863013698630137,0.4755605505605505,0.47625743681821864,fixed250,0.35082972582972577,4,242.10347130039656
E,relative10_sequence_ce,23,L3,672,42,L3,1.0,0.4383561643835616,0.43685897435897436,0.4399258049897435,fixed250,0.4648569023569023,4,242.10347130039656
E,relative10_sequence_ce,101,L3,672,42,L3,0.1,0.4178082191780822,0.40848387723387725,0.3933589040311221,fixed250,0.4198773448773449,4,242.10347130039656
E,relative10_sequence_ce,11,L3,42,42,L3,0.1,0.4178082191780822,0.4039585414585414,0.38882235850199237,full_count,0.2915704665704666,4,242.10347130039656
E,relative10_sequence_ce,23,L3,42,42,L3,0.1,0.4452054794520548,0.4442633755133754,0.4428808992900786,full_count,0.3343975468975469,4,242.10347130039656
E,relative10_sequence_ce,101,L3,42,42,L3,1.0,0.2945205479452055,0.2997981185481186,0.2823642977969147,full_count,0.3589045214045214,4,242.10347130039656
A,timestep_ce,11,L3,688,43,L1,0.1,0.273972602739726,0.28112651237651237,0.27409972079530726,fixed250,0.29187109187109184,2,54.31342963722199
A,timestep_ce,23,L3,688,43,L1,0.1,0.3150684931506849,0.307262876012876,0.2981021849468141,fixed250,0.28584656084656085,2,54.31342963722199
A,timestep_ce,101,L3,688,43,L1,1.0,0.18493150684931506,0.18227189477189476,0.1550027674000277,fixed250,0.2124037999037999,2,54.31342963722199
A,timestep_ce,11,L3,43,43,L1,10.0,0.1506849315068493,0.14469696969696969,0.12863731040201629,full_count,0.28744588744588745,2,54.31342963722199
A,timestep_ce,23,L3,43,43,L1,0.01,0.2808219178082192,0.2522907647907648,0.21250457707058476,full_count,0.20227272727272727,2,54.31342963722199
A,timestep_ce,101,L3,43,43,L1,0.01,0.2191780821917808,0.20318154068154068,0.17219574248559757,full_count,0.15984848484848485,2,54.31342963722199
A,timestep_ce,11,L3,688,43,L1,1.0,0.4383561643835616,0.44532481407481406,0.43112770227708314,fixed250,0.44226791726791737,3,117.0136826471659
A,timestep_ce,23,L3,688,43,L1,0.1,0.3287671232876712,0.33010531135531135,0.3137993698958611,fixed250,0.3155483405483405,3,117.0136826471659
A,timestep_ce,101,L3,688,43,L1,0.1,0.3904109589041096,0.37892662892662893,0.36235870219229355,fixed250,0.349050024050024,3,117.0136826471659
A,timestep_ce,11,L3,43,43,L1,10.0,0.3150684931506849,0.31952630702630697,0.3021765417818049,full_count,0.39640452140452137,3,117.0136826471659
A,timestep_ce,23,L3,43,43,L1,1.0,0.2876712328767123,0.29189074814074817,0.28599708262751744,full_count,0.2958694083694084,3,117.0136826471659
A,timestep_ce,101,L3,43,43,L1,0.01,0.3082191780821918,0.2945304695304695,0.2555943893663192,full_count,0.26013708513708517,3,117.0136826471659
A,timestep_ce,11,L3,672,42,L1,0.1,0.5205479452054794,0.5110021922521921,0.5129834331624613,fixed250,0.5262686387686388,4,242.10347130039656
A,timestep_ce,23,L3,672,42,L1,1.0,0.5753424657534246,0.5675116550116549,0.5723870991910042,fixed250,0.46978715728715725,4,242.10347130039656
A,timestep_ce,101,L3,672,42,L1,10.0,0.3835616438356164,0.38745768120768115,0.3824902250598845,fixed250,0.5098124098124098,4,242.10347130039656
A,timestep_ce,11,L3,42,42,L1,0.1,0.5205479452054794,0.505484792984793,0.4702640099925803,full_count,0.3957371332371333,4,242.10347130039656
A,timestep_ce,23,L3,42,42,L1,1.0,0.4794520547945205,0.47577491952491946,0.455401287309182,full_count,0.3974025974025974,4,242.10347130039656
A,timestep_ce,101,L3,42,42,L1,10.0,0.3561643835616438,0.36045135420135416,0.345553584487408,full_count,0.3628968253968254,4,242.10347130039656
A,timestep_ce,11,L3,688,43,L2,0.01,0.5547945205479452,0.5331883394383393,0.5243671699026559,fixed250,0.4528439153439154,2,54.31342963722199
A,timestep_ce,23,L3,688,43,L2,0.1,0.5342465753424658,0.5270333832833832,0.5229589580739961,fixed250,0.4149531024531025,2,54.31342963722199
A,timestep_ce,101,L3,688,43,L2,1.0,0.3493150684931507,0.3341047841047841,0.32555849604053316,fixed250,0.40199615199615196,2,54.31342963722199
A,timestep_ce,11,L3,43,43,L2,1.0,0.5,0.5012751137751138,0.4781171596646425,full_count,0.40179172679172687,2,54.31342963722199
A,timestep_ce,23,L3,43,43,L2,1.0,0.4452054794520548,0.4372939560439561,0.4202389305778052,full_count,0.33436147186147186,2,54.31342963722199
A,timestep_ce,101,L3,43,43,L2,1.0,0.4520547945205479,0.4372932622932622,0.41879882352828396,full_count,0.39256854256854257,2,54.31342963722199
A,timestep_ce,11,L3,688,43,L2,0.01,0.5753424657534246,0.564431401931402,0.5762175711315742,fixed250,0.46230158730158727,3,117.0136826471659
A,timestep_ce,23,L3,688,43,L2,1.0,0.5547945205479452,0.5446733821733821,0.5409854594362341,fixed250,0.4636363636363636,3,117.0136826471659
A,timestep_ce,101,L3,688,43,L2,0.01,0.5273972602739726,0.5120913808413808,0.5034260223855178,fixed250,0.42295574795574803,3,117.0136826471659
A,timestep_ce,11,L3,43,43,L2,0.1,0.5136986301369864,0.507031857031857,0.49052553058165227,full_count,0.40797258297258293,3,117.0136826471659
A,timestep_ce,23,L3,43,43,L2,0.01,0.4863013698630137,0.46039377289377287,0.4217741493746818,full_count,0.3612193362193363,3,117.0136826471659
A,timestep_ce,101,L3,43,43,L2,0.1,0.4383561643835616,0.4228549228549228,0.40723990195021603,full_count,0.38125901875901874,3,117.0136826471659
A,timestep_ce,11,L3,672,42,L2,0.01,0.6095890410958904,0.5889763014763014,0.5877165604061444,fixed250,0.5426948051948052,4,242.10347130039656
A,timestep_ce,23,L3,672,42,L2,0.1,0.5205479452054794,0.5186389998889999,0.5209027153649747,fixed250,0.4490440115440115,4,242.10347130039656
A,timestep_ce,101,L3,672,42,L2,0.1,0.5273972602739726,0.5091311466311467,0.511561021304091,fixed250,0.5176046176046176,4,242.10347130039656
A,timestep_ce,11,L3,42,42,L2,1.0,0.5205479452054794,0.5053724053724052,0.5014577991494961,full_count,0.47973184223184234,4,242.10347130039656
A,timestep_ce,23,L3,42,42,L2,0.1,0.4246575342465753,0.41300851925851917,0.4039056393962001,full_count,0.42497594997595,4,242.10347130039656
A,timestep_ce,101,L3,42,42,L2,0.1,0.4863013698630137,0.4686389998889999,0.4653629594806066,full_count,0.44501563251563253,4,242.10347130039656
B,timestep_ce,11,L2,688,43,L1,0.01,0.3698630136986301,0.3593267843267844,0.328201422055145,fixed250,0.2887987012987013,2,54.31342963722199
B,timestep_ce,23,L2,688,43,L1,0.01,0.363013698630137,0.35334249084249086,0.33274880266159335,fixed250,0.3227934102934103,2,54.31342963722199
B,timestep_ce,101,L2,688,43,L1,1.0,0.2602739726027397,0.2609744422244422,0.24563395255729237,fixed250,0.30569985569985564,2,54.31342963722199
B,timestep_ce,11,L2,43,43,L1,1.0,0.2945205479452055,0.2887140637140637,0.2727771411989945,full_count,0.250998075998076,2,54.31342963722199
B,timestep_ce,23,L2,43,43,L1,0.1,0.3424657534246575,0.3314012376512377,0.32143815508750684,full_count,0.2917388167388167,2,54.31342963722199
B,timestep_ce,101,L2,43,43,L1,1.0,0.3082191780821918,0.30438658563658555,0.3045810645233796,full_count,0.2787698412698413,2,54.31342963722199
B,timestep_ce,11,L2,688,43,L1,1.0,0.4383561643835616,0.4374514374514374,0.43804066402845954,fixed250,0.47762145262145267,3,117.0136826471659
B,timestep_ce,23,L2,688,43,L1,0.1,0.4452054794520548,0.43636710511710514,0.42856198724320166,fixed250,0.5051046176046177,3,117.0136826471659
B,timestep_ce,101,L2,688,43,L1,0.01,0.4863013698630137,0.47376165501165496,0.4706980340427673,fixed250,0.4496753246753247,3,117.0136826471659
B,timestep_ce,11,L2,43,43,L1,1.0,0.4589041095890411,0.44508755133755135,0.42339556155345637,full_count,0.4183261183261184,3,117.0136826471659
B,timestep_ce,23,L2,43,43,L1,1.0,0.4794520547945205,0.4682393994893994,0.4662515283833704,full_count,0.43860630110630106,3,117.0136826471659
B,timestep_ce,101,L2,43,43,L1,0.1,0.4452054794520548,0.43909285159285155,0.4388143157164896,full_count,0.40305435305435305,3,117.0136826471659
B,timestep_ce,11,L2,672,42,L1,1.0,0.541095890410959,0.5270625208125208,0.5396743150243772,fixed250,0.580050505050505,4,242.10347130039656
B,timestep_ce,23,L2,672,42,L1,1.0,0.5273972602739726,0.5132499444999444,0.5219553113831489,fixed250,0.5215127465127465,4,242.10347130039656
B,timestep_ce,101,L2,672,42,L1,10.0,0.541095890410959,0.5286858974358974,0.5380784118019378,fixed250,0.5218494468494469,4,242.10347130039656
B,timestep_ce,11,L2,42,42,L1,1.0,0.5273972602739726,0.5175095737595737,0.5001991638518142,full_count,0.502483164983165,4,242.10347130039656
B,timestep_ce,23,L2,42,42,L1,0.1,0.5068493150684932,0.49479340104340114,0.49492296918767503,full_count,0.4282106782106782,4,242.10347130039656
B,timestep_ce,101,L2,42,42,L1,1.0,0.5616438356164384,0.540563603063603,0.5377439596794118,full_count,0.49674122174122176,4,242.10347130039656
B,timestep_ce,11,L2,688,43,L2,0.01,0.6095890410958904,0.5960560273060272,0.6044537815340011,fixed250,0.5662157287157288,2,54.31342963722199
B,timestep_ce,23,L2,688,43,L2,1.0,0.5136986301369864,0.49647713397713394,0.4952846276530487,fixed250,0.5014790764790765,2,54.31342963722199
B,timestep_ce,101,L2,688,43,L2,0.1,0.6438356164383562,0.6246996059496059,0.6207540855257574,fixed250,0.5294793169793169,2,54.31342963722199
B,timestep_ce,11,L2,43,43,L2,1.0,0.5684931506849316,0.5592386779886779,0.5582397833541999,full_count,0.5443181818181818,2,54.31342963722199
B,timestep_ce,23,L2,43,43,L2,0.1,0.5684931506849316,0.5590881340881341,0.561558413216258,full_count,0.48768037518037516,2,54.31342963722199
B,timestep_ce,101,L2,43,43,L2,0.1,0.636986301369863,0.6128156565656566,0.6147535199036095,full_count,0.5287217412217412,2,54.31342963722199
B,timestep_ce,11,L2,688,43,L2,10.0,0.6164383561643836,0.5920787545787545,0.5939229214178504,fixed250,0.5707912457912457,3,117.0136826471659
B,timestep_ce,23,L2,688,43,L2,0.1,0.5753424657534246,0.5539384226884226,0.5384201660164022,fixed250,0.571043771043771,3,117.0136826471659
B,timestep_ce,101,L2,688,43,L2,0.1,0.5821917808219178,0.5691731879231879,0.577039840033261,fixed250,0.5213023088023088,3,117.0136826471659
B,timestep_ce,11,L2,43,43,L2,0.01,0.6301369863013698,0.6065295815295815,0.5854289269506661,full_count,0.5331409331409331,3,117.0136826471659
B,timestep_ce,23,L2,43,43,L2,1.0,0.547945205479452,0.5340090465090465,0.5298417314348687,full_count,0.5187650312650313,3,117.0136826471659
B,timestep_ce,101,L2,43,43,L2,0.1,0.547945205479452,0.5308663558663558,0.528998641718386,full_count,0.514556277056277,3,117.0136826471659
B,timestep_ce,11,L2,672,42,L2,0.01,0.5821917808219178,0.5593635531135531,0.5526050676430183,fixed250,0.5434283309283309,4,242.10347130039656
B,timestep_ce,23,L2,672,42,L2,1.0,0.5821917808219178,0.5714035964035964,0.5750510902959253,fixed250,0.5815897065897065,4,242.10347130039656
B,timestep_ce,101,L2,672,42,L2,1.0,0.547945205479452,0.535939060939061,0.5344152109085091,fixed250,0.554407166907167,4,242.10347130039656
B,timestep_ce,11,L2,42,42,L2,1.0,0.4794520547945205,0.4676060051060051,0.45806500556668817,full_count,0.4643999518999519,4,242.10347130039656
B,timestep_ce,23,L2,42,42,L2,0.1,0.547945205479452,0.5357274669774669,0.5425381161236426,full_count,0.48115680615680617,4,242.10347130039656
B,timestep_ce,101,L2,42,42,L2,1.0,0.5068493150684932,0.49098956598956595,0.48853696720272527,full_count,0.4593133718133719,4,242.10347130039656
C,timestep_ce,11,L3,688,43,L1,0.1,0.22602739726027396,0.21885891885891884,0.22029981110295857,fixed250,0.18227513227513228,2,54.31342963722199
C,timestep_ce,23,L3,688,43,L1,0.01,0.2671232876712329,0.25766178266178263,0.24015795830155098,fixed250,0.29927248677248675,2,54.31342963722199
C,timestep_ce,101,L3,688,43,L1,1.0,0.1643835616438356,0.1572940947940948,0.13870796195511564,fixed250,0.2611772486772487,2,54.31342963722199
C,timestep_ce,11,L3,43,43,L1,1.0,0.136986301369863,0.13348457098457098,0.11468645181347654,full_count,0.16607142857142856,2,54.31342963722199
C,timestep_ce,23,L3,43,43,L1,0.1,0.2945205479452055,0.2821206571206571,0.25387259234766724,full_count,0.25082972582972585,2,54.31342963722199
C,timestep_ce,101,L3,43,43,L1,0.1,0.1917808219178082,0.186038961038961,0.15910856719680247,full_count,0.17765151515151514,2,54.31342963722199
C,timestep_ce,11,L3,688,43,L1,1.0,0.2945205479452055,0.2949501887001887,0.27724933753745,fixed250,0.33495670995670995,3,117.0136826471659
C,timestep_ce,23,L3,688,43,L1,0.1,0.3835616438356164,0.37579018204018205,0.3635859021153139,fixed250,0.41601130351130355,3,117.0136826471659
C,timestep_ce,101,L3,688,43,L1,0.1,0.4041095890410959,0.3896540959040959,0.37951891597360826,fixed250,0.33870250120250117,3,117.0136826471659
C,timestep_ce,11,L3,43,43,L1,0.1,0.2876712328767123,0.28654678654678656,0.27395101811768474,full_count,0.31336580086580085,3,117.0136826471659
C,timestep_ce,23,L3,43,43,L1,1.0,0.3013698630136986,0.2973359973359973,0.2900668921385586,full_count,0.23657407407407408,3,117.0136826471659
C,timestep_ce,101,L3,43,43,L1,0.1,0.3698630136986301,0.34844738594738595,0.31769841269841265,full_count,0.25172558922558924,3,117.0136826471659
C,timestep_ce,11,L3,672,42,L1,1.0,0.5068493150684932,0.49201770451770455,0.4835729085729086,fixed250,0.4966089466089465,4,242.10347130039656
C,timestep_ce,23,L3,672,42,L1,0.1,0.547945205479452,0.5381694694194693,0.5554801488625019,fixed250,0.49466089466089475,4,242.10347130039656
C,timestep_ce,101,L3,672,42,L1,10.0,0.4041095890410959,0.40029206904206904,0.40942411403111195,fixed250,0.49260461760461755,4,242.10347130039656
C,timestep_ce,11,L3,42,42,L1,10.0,0.410958904109589,0.4078657453657453,0.401293478891102,full_count,0.3953102453102453,4,242.10347130039656
C,timestep_ce,23,L3,42,42,L1,10.0,0.4589041095890411,0.4599109224109224,0.4437659478270434,full_count,0.4285834535834536,4,242.10347130039656
C,timestep_ce,101,L3,42,42,L1,0.1,0.5,0.4907009657009657,0.46168035418035425,full_count,0.3903860028860029,4,242.10347130039656
C,timestep_ce,11,L3,688,43,L2,1.0,0.4452054794520548,0.45056055056055055,0.4442584300746008,fixed250,0.44778739778739785,2,54.31342963722199
C,timestep_ce,23,L3,688,43,L2,0.01,0.5,0.4845460095460096,0.4689288531290594,fixed250,0.4140873015873016,2,54.31342963722199
C,timestep_ce,101,L3,688,43,L2,0.1,0.3904109589041096,0.3812173937173937,0.3564870651783078,fixed250,0.33846200096200096,2,54.31342963722199
C,timestep_ce,11,L3,43,43,L2,1.0,0.4520547945205479,0.46291833166833163,0.44255849826502,full_count,0.4111772486772487,2,54.31342963722199
C,timestep_ce,23,L3,43,43,L2,0.1,0.4794520547945205,0.45659895659895655,0.4467221694081947,full_count,0.3454064454064454,2,54.31342963722199
