method,seed,layer,bank,cap,count,fraction_at_cap,fraction_gt1,fraction_nonzero,mean_value_per_neuron_step,shift,start,stop,threshold_multiplier
mm,37,l1,0,1,15,0.03510603048376408,0.0,0.03510603048376408,0.03510603048376408,2,0,15,0.5
mm,37,l1,0,1,14,0.14114124775158574,0.0,0.14114124775158574,0.14114124775158574,3,15,29,0.5
mm,37,l1,0,1,14,0.24836102433020923,0.0,0.24836102433020923,0.24836102433020923,4,29,43,0.5
mm,37,l1,1,1,15,0.005897945659377071,0.0,0.005897945659377071,0.005897945659377071,2,43,58,1.0
mm,37,l1,1,1,14,0.01880384360503645,0.0,0.01880384360503645,0.01880384360503645,3,58,72,1.0
mm,37,l1,1,1,14,0.07178950108870585,0.0,0.07178950108870585,0.07178950108870585,4,72,86,1.0
mm,37,l1,2,1,14,0.00033726214143709176,0.0,0.00033726214143709176,0.00033726214143709176,2,86,100,1.5
mm,37,l1,2,1,14,0.0028696866420524474,0.0,0.0028696866420524474,0.0028696866420524474,3,100,114,1.5
mm,37,l1,2,1,14,0.026270945754047145,0.0,0.026270945754047145,0.026270945754047145,4,114,128,1.5
mm,37,l2,0,1,15,0.4023746410426331,0.0,0.4023746410426331,0.4023746410426331,2,0,15,0.5
mm,37,l2,0,1,14,0.4165364953138313,0.0,0.4165364953138313,0.4165364953138313,3,15,29,0.5
mm,37,l2,0,1,14,0.45989538956735776,0.0,0.45989538956735776,0.45989538956735776,4,29,43,0.5
mm,37,l2,1,1,15,0.37938480229732713,0.0,0.37938480229732713,0.37938480229732713,2,43,58,1.0
mm,37,l2,1,1,14,0.410507194925684,0.0,0.410507194925684,0.410507194925684,3,58,72,1.0
mm,37,l2,1,1,14,0.3790353119378964,0.0,0.3790353119378964,0.3790353119378964,4,72,86,1.0
mm,37,l2,2,1,14,0.41036518981349995,0.0,0.41036518981349995,0.41036518981349995,2,86,100,1.5
mm,37,l2,2,1,14,0.41754828173814257,0.0,0.41754828173814257,0.41754828173814257,3,100,114,1.5
mm,37,l2,2,1,14,0.38499360976995173,0.0,0.38499360976995173,0.38499360976995173,4,114,128,1.5
