seed,condition,max_abs_charge_identity_error,mean_abs_final_membrane,mean_spikes_per_output_neuron_sample,mean_total_output_spikes_per_sample,negative_evidence_fraction,output_spikes_per_neuron_second,potential_multi_crossing_fraction,silent_output_neuron_fraction,silent_sample_fraction,negative_event_fraction,positive_event_fraction,valid_output_positions
23,source_w_if_beta1_gain1,0.0,144.1714532418364,15.743721461187215,188.92465753424656,0.5693685111552905,12.185995140269494,0.1827162027833002,0.4469178082191781,0.0,,,
23,source_w_if_beta1_gain_calibrated,2.842170943040401e-14,20.444280338095094,6.930365296803653,83.16438356164383,0.5693685111552905,5.364258891097857,0.025182239893969515,0.5388127853881278,0.0,,,
23,source_w_lif_beta05_bipolar_gain1,,2.556103315399399,,767.1301369863014,,49.4813342169207,,,0.0,0.7036008607066009,0.29639913929339917,144864.0
23,source_w_lif_beta05_cap31_gain1,2.2737367544323206e-13,4.968095191420907,67.71974885844749,812.6369863013699,0.5693685111552905,52.41661144245637,0.16887563507841838,0.21746575342465754,0.0,,,
23,source_w_lif_beta05_gain1,2.2737367544323206e-13,5.74034582000046,17.765981735159816,213.1917808219178,0.5693685111552905,13.751270156836757,0.18700298210735586,0.21746575342465754,0.0,,,
23,source_w_lif_beta05_gain_calibrated,8.526512829121202e-14,0.8001167935110238,5.738013698630137,68.85616438356165,0.5693685111552905,4.441351888667992,0.006109178263750828,0.5011415525114156,0.0,,,
37,source_w_beta_0.5_cap1_gain1,2.2737367544323206e-13,8.309494042337551,19.92294520547945,239.07534246575344,0.5716741219350563,15.420808482438702,0.22039292025624033,0.16210045662100456,0.0,,,
37,source_w_beta_0.6_cap1_gain1,4.547473508864641e-13,10.293894263032742,19.98230593607306,239.7876712328767,0.5716741219350563,15.466755025403137,0.22432764523967308,0.16837899543378995,0.0,,,
37,source_w_beta_0.7_cap1_gain1,4.547473508864641e-13,13.533720719370367,19.983447488584474,239.8013698630137,0.5716741219350563,15.467638612767837,0.22659183786171858,0.18378995433789955,0.0,,,
37,source_w_beta_0.8_cap1_gain1,3.410605131648481e-13,19.80367830152889,19.90753424657534,238.8904109589041,0.5716741219350563,15.408880053015242,0.22881461232604375,0.2060502283105023,0.0,,,
37,source_w_beta_0.95_cap1_gain1,3.410605131648481e-13,65.8056058181563,18.77853881278539,225.34246575342465,0.5716741219350563,14.535012149326265,0.22026176275679257,0.307648401826484,0.0,,,
37,source_w_beta_0.9_cap1_gain1,3.410605131648481e-13,37.352899945593244,19.477739726027398,233.73287671232876,0.5716741219350563,15.076209410205434,0.2271371769383698,0.2568493150684932,0.0,,,
37,source_w_beta_1_cap1_gain1,0.0,193.95202679278862,17.583333333333332,211.0,0.5716741219350563,13.609896178484648,0.20718743096973713,0.4063926940639269,0.0,,,
37,source_w_if_beta1_bipolar_gain1,,110.16337927868987,,1155.8835616438357,,74.55666003976143,,,0.0,0.614136134961691,0.38586386503830905,144864.0
37,source_w_if_beta1_cap31_gain1,0.0,188.23691442434077,74.71061643835617,896.527397260274,0.5716741219350563,57.82770046388337,0.1276921802518224,0.4063926940639269,0.0,,,
37,source_w_if_beta1_gain1,0.0,193.95202679278862,17.583333333333332,211.0,0.5716741219350563,13.609896178484648,0.20718743096973713,0.4063926940639269,0.0,,,
37,source_w_if_beta1_gain_calibrated,1.4210854715202004e-14,13.935995775189614,5.267694063926941,63.21232876712329,0.5716741219350563,4.07731389441131,0.00621272365805169,0.5348173515981736,0.0,,,
37,source_w_lif_beta05_bipolar_gain1,,3.8660317634498367,,827.3424657534247,,53.36514247846256,,,0.0,0.6809639711239155,0.3190360288760845,144864.0
37,source_w_lif_beta05_cap31_gain1,2.2737367544323206e-13,7.083627921549322,108.49885844748859,1301.986301369863,0.5716741219350563,83.98056107797659,0.2003051137618732,0.16210045662100456,0.0,,,
37,source_w_lif_beta05_gain1,2.2737367544323206e-13,8.309494042337551,19.92294520547945,239.07534246575344,0.5716741219350563,15.420808482438702,0.22039292025624033,0.16210045662100456,0.0,,,
37,source_w_lif_beta05_gain_calibrated,4.263256414560601e-14,0.5889053430004245,3.4480593607305936,41.37671232876713,0.5716741219350563,2.668875635078418,1.38060525734482e-05,0.5605022831050228,0.0,,,
