architecture,hidden_width,tau_mem_ms,tail_spike_fraction_mean,tail_spike_fraction_std,valid_count_balanced_accuracy_mean,valid_count_balanced_accuracy_std,valid_count_macro_f1_mean,valid_count_macro_f1_std,full_count_balanced_accuracy_mean,full_count_balanced_accuracy_std,full_count_macro_f1_mean,full_count_macro_f1_std,valid_membrane_balanced_accuracy_mean,valid_membrane_balanced_accuracy_std,valid_membrane_macro_f1_mean,valid_membrane_macro_f1_std,full_membrane_balanced_accuracy_mean,full_membrane_balanced_accuracy_std,full_membrane_macro_f1_mean,full_membrane_macro_f1_std
ff,128,1000.0,0.049179725497744506,0.017721419451459244,0.2867465867465867,0.030855086406386407,0.25912093413580906,0.029325880174733553,0.2973265623265623,0.02815719790939904,0.2682880870806577,0.026904215558019494,0.1587179487179487,0.03889922110654729,0.13839461497321603,0.0431873053523972,0.10058663558663558,0.013798758235669426,0.0631265692447853,0.019863071189212402
ff,128,2000.0,0.15445735670304273,0.03210348014375072,0.3044319569319569,0.0307886137954506,0.2864968202877729,0.032813223179132746,0.2878363303363304,0.025313558332002176,0.26355834242816156,0.02436332481057393,0.17841186591186592,0.024337438374488027,0.16214282948528072,0.022796818858763643,0.08884976134976134,0.013099309127747311,0.04425074173193489,0.032877260172218245
rsnn,32,250.0,0.03911365460507376,0.023496375493731837,0.23076118326118325,0.029925250550830583,0.19424717820319345,0.034668461804602535,0.23253746253746255,0.046038915498507915,0.1931487246747622,0.04731858230308476,0.12701895326895327,0.02981583160742747,0.11630593188187117,0.026462885103487533,0.08888084138084137,0.028561017047521873,0.08447310613289055,0.027282860173558226
rsnn,32,500.0,0.362004788982779,0.0734742563189589,0.26117687867687867,0.018167550150003486,0.23971479589990968,0.014475013908374837,0.21528457653457655,0.019977953558399146,0.17936446788181376,0.029762370712937254,0.16845682095682096,0.02387959546437458,0.14849958504415028,0.01629221591402351,0.10169871794871795,0.02311846018999806,0.08007722140572157,0.013928796892280793
rsnn,32,1000.0,0.4448291710141315,0.2173994380680661,0.2590585803085803,0.027254568559073707,0.23409949937046398,0.031201575113608514,0.20982878232878233,0.04655053366260589,0.1588198733103591,0.053633063780758654,0.17791292041292042,0.027431154780240625,0.1497340253794014,0.027707973856143542,0.11407703407703407,0.029866169714874477,0.08476218841055877,0.0397519584071026
rsnn,32,2000.0,0.513705695905433,0.05457170625876048,0.2699929237429238,0.019399688252895366,0.24703338012842507,0.015022118826695144,0.21503468753468752,0.03102307669538495,0.15913614050700334,0.01922109986394516,0.1809486346986347,0.04072942368493593,0.15798459972687323,0.03746090332673446,0.0870004995004995,0.022160648280254394,0.06145813738437287,0.020279720494862905
rsnn,64,250.0,0.20832120199304738,0.05766255764536518,0.312031302031302,0.04222513557221004,0.28990941062903086,0.04317680835633495,0.29782231657231656,0.04130384750445407,0.26839370540350865,0.04484575602998157,0.22997585747585747,0.02359175226475206,0.2120008185339947,0.02149402497517391,0.14552461427461427,0.026884070869533424,0.13552805904109666,0.024621442776099026
rsnn,64,500.0,0.38499616787414087,0.1125845633061343,0.31741272616272614,0.027061585647673678,0.3000104509130618,0.028362709580977873,0.2567267454767455,0.02644591918295858,0.21910430473873826,0.02794926603735878,0.22309884559884557,0.05503030888483873,0.20322410016964132,0.05527758246931801,0.09792665667665668,0.025321485273118005,0.07636879859498172,0.013511338597352754
rsnn,64,1000.0,0.5496109694182126,0.09605060525622208,0.34051129426129423,0.030960196426413143,0.3394721818372797,0.04142934684671647,0.1913073038073038,0.04603906799468224,0.13705715193409798,0.03912302283370034,0.24791569541569541,0.033898117483210095,0.22321087263143485,0.03162974827857269,0.09567599067599067,0.04404106428762108,0.05596952550520198,0.03693184206529412
rsnn,64,2000.0,0.605196333317715,0.05086234444412032,0.3108878621378621,0.042832721549289444,0.29622339017932753,0.045241787945477153,0.19705405705405704,0.024854885911008765,0.12428247411777597,0.03878066777572148,0.24674422799422796,0.013787805581948434,0.2193406965503634,0.014133448239643562,0.09333166833166832,0.028513064186281925,0.052730164057765073,0.01366832100848451
rsnn,128,250.0,0.6344985254669814,0.0767570104390471,0.34928848928848927,0.045758655097327426,0.3417186621097052,0.05380933161331849,0.2672169497169497,0.03593762468411682,0.2284861976583791,0.04445198104570291,0.30808233433233434,0.05427802224282027,0.2959237048888579,0.06009302766831346,0.13308039183039183,0.048028114717721115,0.11051662798829405,0.040925211005077664
rsnn,128,500.0,0.674382298157544,0.03388338940416391,0.3392404817404817,0.02960966842489469,0.32753483537439987,0.02622127972848873,0.21978493728493728,0.0466304013571917,0.16659164251019778,0.02922112836193454,0.3201719114219114,0.04862440689216625,0.308932787767914,0.046988334365079786,0.09055971805971805,0.02804090365316888,0.047638073664315446,0.012796301499348255
rsnn,128,1000.0,0.64650535030998,0.048831534966775635,0.32440712065712063,0.039929426386284286,0.31227917880047407,0.03570034209286067,0.18949092574092574,0.0360465268268904,0.13270563182014325,0.03016000283136329,0.2987006049506049,0.05369825101426117,0.28100253786679047,0.04892736115206864,0.12025641025641028,0.020912270451936197,0.06156621248024295,0.02721695470254278
rsnn,128,2000.0,0.6291595926164997,0.02764505585872383,0.306016761016761,0.037518400348024214,0.293396362702901,0.03706577054878388,0.20476745476745478,0.03836122886638105,0.14314814841094411,0.023864671350344806,0.25737401487401484,0.032248566826940564,0.23714187950423865,0.03348545140778692,0.11760378510378511,0.019193760176122527,0.07006461625102596,0.026329339851097196
