representation,channel_set,split_seed,linear_test_ba,local_test_ba,transition_test_ba,local_transition_test_ba,gru_test_ba,local_minus_linear,transition_minus_linear,local_transition_minus_linear,gru_minus_linear,transition_minus_local,local_transition_minus_transition,local_transition_minus_local,local_transition_minus_gru
fixed250,combined60,11,0.725462962962963,0.7115740740740741,0.7465277777777778,0.7078703703703703,0.6881944444444444,-0.01388888888888884,0.021064814814814814,-0.017592592592592715,-0.037268518518518534,0.034953703703703654,-0.03865740740740753,-0.0037037037037038756,0.01967592592592582
fixed250,combined60,23,0.5327050264550265,0.5011243386243387,0.5374669312169312,0.5358465608465609,0.49976851851851856,-0.03158068783068779,0.004761904761904745,0.0031415343915344174,-0.03293650793650793,0.03634259259259254,-0.0016203703703703276,0.03472222222222221,0.03607804232804235
fixed250,combined60,37,0.6492063492063491,0.6420634920634921,0.584920634920635,0.6234126984126984,0.6236111111111111,-0.0071428571428570065,-0.06428571428571417,-0.025793650793650702,-0.025595238095238004,-0.05714285714285716,0.038492063492063466,-0.018650793650793696,-0.0001984126984126977
fixed250,combined60,53,0.4583333333333333,0.4985119047619047,0.5401785714285715,0.5446428571428571,0.3898809523809524,0.0401785714285714,0.08184523809523819,0.08630952380952378,-0.06845238095238093,0.041666666666666796,0.004464285714285587,0.046130952380952384,0.1547619047619047
fixed250,combined60,71,0.5044642857142857,0.5044642857142857,0.5333994708994709,0.5707671957671957,0.587797619047619,0.0,0.02893518518518523,0.06630291005291,0.08333333333333326,0.02893518518518523,0.03736772486772477,0.06630291005291,-0.017030423280423257
relative10,accel30,11,0.800925925925926,0.7916666666666666,0.800925925925926,0.7999999999999999,0.6349537037037037,-0.009259259259259411,0.0,-0.0009259259259261077,-0.1659722222222223,0.009259259259259411,-0.0009259259259261077,0.008333333333333304,0.1650462962962962
relative10,accel30,23,0.673015873015873,0.6713955026455026,0.6879298941798941,0.686904761904762,0.41220238095238093,-0.0016203703703703276,0.014914021164021185,0.013888888888889062,-0.260813492063492,0.016534391534391513,-0.0010251322751321235,0.01550925925925939,0.2747023809523811
relative10,accel30,37,0.5660714285714284,0.5660714285714284,0.5779761904761904,0.5660714285714284,0.5214285714285715,0.0,0.011904761904761973,0.0,-0.044642857142856984,0.011904761904761973,-0.011904761904761973,0.0,0.044642857142856984
relative10,accel30,53,0.581845238095238,0.613095238095238,0.6547619047619048,0.6473214285714285,0.5133928571428572,0.03125,0.07291666666666674,0.06547619047619047,-0.06845238095238082,0.04166666666666674,-0.007440476190476275,0.034226190476190466,0.13392857142857129
relative10,accel30,71,0.7161044973544973,0.6883267195767196,0.7161044973544973,0.7161044973544973,0.5886243386243386,-0.02777777777777768,0.0,0.0,-0.12748015873015872,0.02777777777777768,0.0,0.02777777777777768,0.12748015873015872
relative10,angular30,11,0.8277777777777778,0.8287037037037037,0.825925925925926,0.8277777777777778,0.6527777777777778,0.0009259259259258856,-0.0018518518518518823,0.0,-0.17500000000000004,-0.002777777777777768,0.0018518518518518823,-0.0009259259259258856,0.17500000000000004
relative10,angular30,23,0.7770502645502645,0.7558862433862434,0.8005291005291005,0.7677910052910053,0.604265873015873,-0.021164021164021052,0.023478835978836043,-0.00925925925925919,-0.1727843915343915,0.044642857142857095,-0.03273809523809523,0.011904761904761862,0.16352513227513232
relative10,angular30,37,0.7027777777777778,0.7027777777777778,0.7146825396825397,0.7027777777777778,0.6273809523809524,0.0,0.011904761904761862,0.0,-0.07539682539682546,0.011904761904761862,-0.011904761904761862,0.0,0.07539682539682546
relative10,angular30,53,0.6587301587301587,0.6691468253968255,0.6691468253968255,0.6552579365079365,0.5069444444444445,0.01041666666666674,0.01041666666666674,-0.00347222222222221,-0.1517857142857142,0.0,-0.01388888888888895,-0.01388888888888895,0.14831349206349198
relative10,angular30,71,0.7982804232804234,0.7786044973544975,0.7751322751322752,0.7890211640211642,0.6359126984126983,-0.01967592592592582,-0.02314814814814814,-0.00925925925925919,-0.1623677248677251,-0.003472222222222321,0.01388888888888895,0.01041666666666663,0.15310846560846592
relative10,combined60,11,0.8537037037037036,0.8342592592592593,0.8787037037037039,0.8759259259259259,0.6129629629629628,-0.019444444444444375,0.025000000000000244,0.022222222222222254,-0.2407407407407408,0.04444444444444462,-0.00277777777777799,0.04166666666666663,0.26296296296296306
relative10,combined60,23,0.7866402116402117,0.7863095238095239,0.7654761904761905,0.8122354497354497,0.5460648148148148,-0.0003306878306877925,-0.021164021164021163,0.025595238095238004,-0.24057539682539686,-0.02083333333333337,0.04675925925925917,0.025925925925925797,0.26617063492063486
relative10,combined60,37,0.6720238095238095,0.6672619047619047,0.7097222222222221,0.6720238095238095,0.6265873015873016,-0.004761904761904745,0.037698412698412676,0.0,-0.045436507936507886,0.04246031746031742,-0.037698412698412676,0.004761904761904745,0.045436507936507886
relative10,combined60,53,0.6473214285714285,0.6592261904761905,0.6473214285714286,0.6577380952380952,0.5287698412698413,0.011904761904761973,1.1102230246251565e-16,0.01041666666666674,-0.11855158730158721,-0.011904761904761862,0.01041666666666663,-0.0014880952380952328,0.12896825396825395
relative10,combined60,71,0.8263888888888888,0.8263888888888888,0.8171296296296297,0.8263888888888888,0.5477843915343915,0.0,-0.00925925925925919,0.0,-0.2786044973544973,-0.00925925925925919,0.00925925925925919,0.0,0.2786044973544973
