cv_mode,method,true_label,pred_label,count
cross_user,a2_234x234,B,A,3
cross_user,a2_234x234,B,B,29
cross_user,a2_234x234,B,C,0
cross_user,a2_234x234,B,D,13
cross_user,a2_234x234,B,E,4
cross_user,a2_234x234,B,G,9
cross_user,a2_234x234,B,H,5
cross_user,a2_234x234,B,I,2
cross_user,a2_234x234,B,J,0
cross_user,a2_234x234,B,K,5
cross_user,a2_234x234,B,L,0
cross_user,a2_234x234,B,X,1
cross_user,a2_234x234,C,A,2
cross_user,a2_234x234,C,B,0
cross_user,a2_234x234,C,C,53
cross_user,a2_234x234,C,D,2
cross_user,a2_234x234,C,E,0
cross_user,a2_234x234,C,G,8
cross_user,a2_234x234,C,H,0
cross_user,a2_234x234,C,I,2
cross_user,a2_234x234,C,J,1
cross_user,a2_234x234,C,K,0
cross_user,a2_234x234,C,L,8
cross_user,a2_234x234,C,X,2
cross_user,a2_234x234,D,A,4
cross_user,a2_234x234,D,B,3
cross_user,a2_234x234,D,C,3
cross_user,a2_234x234,D,D,39
cross_user,a2_234x234,D,E,1
cross_user,a2_234x234,D,G,2
cross_user,a2_234x234,D,H,4
cross_user,a2_234x234,D,I,1
cross_user,a2_234x234,D,J,3
cross_user,a2_234x234,D,K,1
cross_user,a2_234x234,D,L,2
cross_user,a2_234x234,D,X,11
cross_user,a2_234x234,E,A,3
cross_user,a2_234x234,E,B,4
cross_user,a2_234x234,E,C,1
cross_user,a2_234x234,E,D,1
cross_user,a2_234x234,E,E,50
cross_user,a2_234x234,E,G,11
cross_user,a2_234x234,E,H,2
cross_user,a2_234x234,E,I,0
cross_user,a2_234x234,E,J,0
cross_user,a2_234x234,E,K,3
cross_user,a2_234x234,E,L,0
cross_user,a2_234x234,E,X,1
cross_user,a2_234x234,G,A,2
cross_user,a2_234x234,G,B,0
cross_user,a2_234x234,G,C,7
cross_user,a2_234x234,G,D,1
cross_user,a2_234x234,G,E,7
cross_user,a2_234x234,G,G,45
cross_user,a2_234x234,G,H,5
cross_user,a2_234x234,G,I,3
cross_user,a2_234x234,G,J,0
cross_user,a2_234x234,G,K,2
cross_user,a2_234x234,G,L,0
cross_user,a2_234x234,G,X,0
cross_user,a2_234x234,H,A,4
cross_user,a2_234x234,H,B,3
cross_user,a2_234x234,H,C,1
cross_user,a2_234x234,H,D,6
cross_user,a2_234x234,H,E,5
cross_user,a2_234x234,H,G,4
cross_user,a2_234x234,H,H,48
cross_user,a2_234x234,H,I,0
cross_user,a2_234x234,H,J,0
cross_user,a2_234x234,H,K,1
cross_user,a2_234x234,H,L,0
cross_user,a2_234x234,H,X,8
cross_user,a2_234x234,I,A,2
cross_user,a2_234x234,I,B,0
cross_user,a2_234x234,I,C,5
cross_user,a2_234x234,I,D,8
cross_user,a2_234x234,I,E,8
cross_user,a2_234x234,I,G,2
cross_user,a2_234x234,I,H,7
cross_user,a2_234x234,I,I,21
cross_user,a2_234x234,I,J,15
cross_user,a2_234x234,I,K,0
cross_user,a2_234x234,I,L,5
cross_user,a2_234x234,I,X,3
cross_user,a2_234x234,J,A,0
cross_user,a2_234x234,J,B,1
cross_user,a2_234x234,J,C,7
cross_user,a2_234x234,J,D,8
cross_user,a2_234x234,J,E,5
cross_user,a2_234x234,J,G,4
cross_user,a2_234x234,J,H,8
cross_user,a2_234x234,J,I,13
cross_user,a2_234x234,J,J,20
cross_user,a2_234x234,J,K,1
cross_user,a2_234x234,J,L,6
cross_user,a2_234x234,J,X,2
cross_user,a2_234x234,K,A,7
cross_user,a2_234x234,K,B,2
cross_user,a2_234x234,K,C,0
cross_user,a2_234x234,K,D,3
cross_user,a2_234x234,K,E,2
cross_user,a2_234x234,K,G,7
cross_user,a2_234x234,K,H,4
cross_user,a2_234x234,K,I,1
cross_user,a2_234x234,K,J,0
cross_user,a2_234x234,K,K,46
cross_user,a2_234x234,K,L,1
cross_user,a2_234x234,K,X,6
cross_user,a2_234x234,L,A,1
cross_user,a2_234x234,L,B,0
cross_user,a2_234x234,L,C,8
cross_user,a2_234x234,L,D,1
cross_user,a2_234x234,L,E,0
cross_user,a2_234x234,L,G,3
cross_user,a2_234x234,L,H,2
cross_user,a2_234x234,L,I,6
cross_user,a2_234x234,L,J,1
cross_user,a2_234x234,L,K,0
cross_user,a2_234x234,L,L,17
cross_user,a2_234x234,L,X,7
cross_user,a2_234x234,X,A,5
cross_user,a2_234x234,X,B,1
cross_user,a2_234x234,X,C,0
cross_user,a2_234x234,X,D,10
cross_user,a2_234x234,X,E,1
cross_user,a2_234x234,X,G,2
cross_user,a2_234x234,X,H,8
cross_user,a2_234x234,X,I,1
cross_user,a2_234x234,X,J,2
cross_user,a2_234x234,X,K,7
cross_user,a2_234x234,X,L,1
cross_user,a2_234x234,X,X,22
