cv_mode,method,split,user,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,n_mean,n_std
within_user,raw250_linear,val,user_19,0.6916666666666667,0.18875608076216077,0.6916666666666667,0.18875608076216077,0.6226851851851851,0.20534116697819524,8.4,0.5477225575051662
within_user,raw250_linear,val,user_2,0.7055555555555555,0.14646029251626738,0.7055555555555555,0.14646029251626738,0.6130555555555556,0.18217942605701568,8.8,0.44721359549995804
within_user,raw250_linear,val,user_20,0.6861111111111111,0.1955819900062754,0.6861111111111111,0.1955819900062754,0.5946296296296295,0.21086771218917263,8.4,0.5477225575051662
within_user,raw250_linear,val,user_3,0.8282051282051281,0.0973641773830362,0.8265151515151515,0.08738431943859584,0.7618686868686868,0.09999330403048784,12.6,0.5477225575051662
within_user,raw250_linear,val,user_4,0.8194444444444444,0.16724436914989296,0.8194444444444444,0.16724436914989296,0.7525925925925926,0.20052058448223564,8.8,0.44721359549995787
within_user,raw250_linear,val,user_5,0.475,0.18952100114906317,0.475,0.18952100114906317,0.37703703703703695,0.16448946953763366,8.4,0.5477225575051662
within_user,raw250_linear,val,user_6,0.5599999999999999,0.1949358868961793,0.5599999999999999,0.1949358868961793,0.47757575757575754,0.18916470976281768,10.0,0.0
within_user,raw250_linear,val,user_7,0.5454545454545454,0.22268088570756164,0.5454545454545454,0.22268088570756164,0.45721500721500724,0.2222388535970178,11.0,0.0
within_user,raw250_linear,val,user_8,0.8111111111111111,0.11393969056663157,0.8111111111111111,0.11393969056663157,0.7192592592592593,0.11950974385032993,8.6,0.547722557505166
within_user,raw250_linear,val,user_9,0.4,0.29843340965783305,0.4,0.29843340965783305,0.3056565656565656,0.24568680037225318,8.0,0.0
within_user,raw250_linear,test,user_0,0.58,0.29706901555025894,0.58,0.29706901555025894,0.4838095238095238,0.3249559537569456,4.4,0.5477225575051662
within_user,raw250_linear,test,user_1,0.85,0.06972166887783961,0.8363636363636363,0.07606000241218872,0.7903030303030303,0.09404685935161618,12.0,0.0
within_user,raw250_linear,test,user_10,0.6333333333333333,0.2784798384231133,0.6333333333333333,0.2784798384231133,0.5272222222222223,0.3467797180336621,6.6,0.5477225575051663
within_user,raw250_linear,test,user_11,0.4083333333333333,0.1225059837288886,0.4083333333333333,0.1225059837288886,0.2994444444444444,0.10012338067616722,8.8,0.44721359549995815
within_user,raw250_linear,test,user_12,0.5027777777777778,0.07375510026306531,0.5027777777777778,0.07375510026306531,0.394074074074074,0.06674892045077815,8.4,0.5477225575051662
within_user,raw250_linear,test,user_13,0.6571428571428571,0.21068401719646615,0.6571428571428571,0.21068401719646615,0.5666666666666667,0.19355969754309793,6.4,0.5477225575051661
within_user,raw250_linear,test,user_14,0.7833333333333333,0.1542229626943479,0.7833333333333333,0.1542229626943479,0.7003703703703703,0.20809410132644007,8.2,0.44721359549995804
within_user,raw250_linear,test,user_15,0.6166666666666666,0.06846531968814573,0.6166666666666666,0.06846531968814573,0.48851851851851846,0.09194588973538637,8.4,0.547722557505166
within_user,raw250_linear,test,user_16,0.7194444444444444,0.1719083160751756,0.7194444444444444,0.1719083160751756,0.6425925925925926,0.20875061091718758,8.4,0.5477225575051662
within_user,raw250_linear,test,user_18,0.29999999999999993,0.1394433377556793,0.29999999999999993,0.1394433377556793,0.21150793650793648,0.13163901275845302,6.0,0.0
within_user,raw250_linear,test,user_19,0.5666666666666667,0.2677711502176605,0.5666666666666667,0.2677711502176605,0.47750841750841744,0.3048313853171324,8.4,0.547722557505166
within_user,raw250_linear,test,user_2,0.7527777777777778,0.18012769818748303,0.7527777777777778,0.18012769818748303,0.6892255892255892,0.21676220100338428,8.8,0.44721359549995776
within_user,raw250_linear,test,user_20,0.6611111111111111,0.14751020052613062,0.6611111111111111,0.14751020052613062,0.5483333333333332,0.16227284429168373,8.4,0.5477225575051662
within_user,raw250_linear,test,user_3,0.7307692307692307,0.12884455924513966,0.7295454545454545,0.12877673748600338,0.6608585858585858,0.13196890933596186,12.6,0.547722557505166
within_user,raw250_linear,test,user_4,0.8416666666666666,0.12561576727327795,0.8416666666666666,0.12561576727327795,0.7851851851851851,0.14907119849998599,8.8,0.44721359549995815
within_user,raw250_linear,test,user_5,0.47777777777777775,0.12211169244629595,0.47777777777777775,0.12211169244629595,0.34649831649831647,0.13905114489218331,8.4,0.5477225575051662
within_user,raw250_linear,test,user_6,0.5599999999999999,0.2073644135332772,0.5599999999999999,0.2073644135332772,0.4590909090909091,0.17054711291218436,10.0,0.0
within_user,raw250_linear,test,user_7,0.5636363636363636,0.1493788793195908,0.5636363636363636,0.1493788793195908,0.48696969696969694,0.154291234760653,11.0,0.0
within_user,raw250_linear,test,user_8,0.861111111111111,0.10015420209622189,0.861111111111111,0.10015420209622189,0.7835690235690235,0.15583777800356954,8.6,0.5477225575051662
within_user,raw250_linear,test,user_9,0.575,0.14252192813739223,0.575,0.14252192813739223,0.4706649831649831,0.1668286409389598,8.0,0.0
within_user,a2_234x234,train,user_0,0.6664835164835164,0.28975117266395606,0.67,0.26151269355212736,0.6278518518518518,0.3065803969279857,13.2,0.8366600265340758
within_user,a2_234x234,train,user_1,0.9166666666666666,0.11453071182271278,0.9055555555555556,0.13015971314475894,0.9013985088985088,0.13573235010549253,36.0,0.0
within_user,a2_234x234,train,user_10,0.8242105263157894,0.21809900163741114,0.8126262626262626,0.23772540037417747,0.7994227994227995,0.24535370126936598,19.8,0.8366600265340756
within_user,a2_234x234,train,user_11,0.4766381766381766,0.14302093619477857,0.4611111111111111,0.12630491715988512,0.41908730158730156,0.12133600839708085,26.4,0.5477225575051664
within_user,a2_234x234,train,user_12,0.8104615384615383,0.1968822072973986,0.775,0.20563061692579718,0.7485317460317461,0.2301891571294459,25.2,0.44721359549995815
within_user,a2_234x234,train,user_13,0.7383625730994152,0.24513898643468227,0.7266161616161616,0.26653723997949735,0.6927272727272726,0.295439188498415,19.2,0.8366600265340759
within_user,a2_234x234,train,user_14,0.7913333333333333,0.25161257696881706,0.7636363636363636,0.27705139185207267,0.7415512265512265,0.3004397753169873,24.6,0.5477225575051664
within_user,a2_234x234,train,user_15,0.7740769230769231,0.2603462078252612,0.7866161616161615,0.2439091988338861,0.740465367965368,0.30073300212407045,25.2,0.8366600265340757
within_user,a2_234x234,train,user_16,0.7868974358974359,0.22625390977766074,0.7861111111111111,0.21819263207394984,0.7356216931216931,0.2720063764985209,25.2,0.8366600265340753
within_user,a2_234x234,train,user_18,0.7555555555555555,0.2955430239615641,0.7363636363636363,0.31520978482292955,0.7012987012987013,0.3411277385825898,18.0,0.0
within_user,a2_234x234,train,user_19,0.827076923076923,0.22000968241200106,0.8262626262626263,0.2196726591681392,0.7839550264550265,0.2761430133405559,25.2,0.8366600265340756
within_user,a2_234x234,train,user_2,0.8267806267806268,0.18890790276992328,0.8194444444444444,0.1993430568667684,0.7868650793650793,0.23078725073547887,26.4,0.547722557505166
within_user,a2_234x234,train,user_20,0.7489230769230769,0.27545422412044945,0.752020202020202,0.28521187374871393,0.72491341991342,0.31839944105958623,25.2,0.44721359549995815
within_user,a2_234x234,train,user_3,0.8280118174855018,0.22041482036095525,0.8166666666666667,0.22846061267362888,0.7988121138121139,0.26134319217149443,37.8,0.8366600265340751
within_user,a2_234x234,train,user_4,0.8341880341880342,0.17783061801472994,0.825,0.19134433443660587,0.794404761904762,0.22200813454461726,26.4,0.5477225575051664
within_user,a2_234x234,train,user_5,0.7316923076923076,0.2281844992116541,0.7335858585858585,0.2355280301025406,0.7068253968253968,0.24389907080539067,25.2,0.44721359549995815
within_user,a2_234x234,train,user_6,0.7733333333333333,0.14981470036162828,0.7861111111111111,0.14978121905047675,0.7520238095238095,0.1802791142087853,30.0,0.0
within_user,a2_234x234,train,user_7,0.6848484848484848,0.2732318564569661,0.675,0.2825288142193598,0.6590079365079365,0.31468487283708413,33.0,0.0
within_user,a2_234x234,train,user_8,0.8532307692307693,0.20216754431988176,0.8568181818181818,0.1957368012608248,0.8338023088023089,0.2300251741947224,25.8,0.44721359549995765
within_user,a2_234x234,train,user_9,0.5666666666666667,0.19676198255195992,0.5752525252525252,0.1897252993551102,0.5189688089688089,0.22716407904237268,24.0,0.0
within_user,a2_234x234,val,user_0,0.43,0.2729468812791236,0.43,0.2729468812791236,0.3166666666666667,0.21921577396609843,4.4,0.5477225575051663
within_user,a2_234x234,val,user_1,0.65,0.10865337342004414,0.6454545454545455,0.09854310631217636,0.5602020202020201,0.1137493265693028,12.0,0.0
within_user,a2_234x234,val,user_10,0.5809523809523809,0.18334879341122345,0.5809523809523809,0.18334879341122345,0.43961640211640207,0.19775126745234664,6.6,0.547722557505166
within_user,a2_234x234,val,user_11,0.36666666666666664,0.27102913150334373,0.36666666666666664,0.27102913150334373,0.30595959595959593,0.24719565563118465,8.8,0.44721359549995787
within_user,a2_234x234,val,user_12,0.425,0.11850405004278634,0.425,0.11850405004278634,0.3181818181818182,0.10708447066524748,8.4,0.5477225575051662
within_user,a2_234x234,val,user_13,0.5904761904761904,0.15282672891315444,0.5904761904761904,0.15282672891315444,0.4674603174603174,0.11316135633420679,6.4,0.5477225575051663
within_user,a2_234x234,val,user_14,0.48888888888888893,0.178514100145107,0.48888888888888893,0.178514100145107,0.38703703703703696,0.1592269562415998,8.2,0.44721359549995804
within_user,a2_234x234,val,user_15,0.38055555555555554,0.21552405268078692,0.38055555555555554,0.21552405268078692,0.3044444444444444,0.23718383764393847,8.4,0.5477225575051662
within_user,a2_234x234,val,user_16,0.6,0.15756392000990863,0.6,0.15756392000990863,0.5098063973063972,0.16764593867604288,8.4,0.5477225575051661
within_user,a2_234x234,val,user_18,0.29999999999999993,0.2173067468400883,0.29999999999999993,0.2173067468400883,0.2013888888888889,0.18440909986324125,6.0,0.0
within_user,a2_234x234,val,user_19,0.6861111111111111,0.14487116456005883,0.6861111111111111,0.14487116456005883,0.5978703703703704,0.1909091085383515,8.4,0.5477225575051662
within_user,a2_234x234,val,user_2,0.6166666666666667,0.18044868632124128,0.6166666666666667,0.18044868632124128,0.5311111111111111,0.17166576770710323,8.8,0.44721359549995804
within_user,a2_234x234,val,user_20,0.4722222222222222,0.15497162225292638,0.4722222222222222,0.15497162225292638,0.35407407407407404,0.16083629179137912,8.4,0.5477225575051662
within_user,a2_234x234,val,user_3,0.6141025641025641,0.25826254040503605,0.6,0.2429799501982563,0.5297979797979797,0.2185649460673498,12.6,0.5477225575051662
within_user,a2_234x234,val,user_4,0.5722222222222222,0.15664302422079648,0.5722222222222222,0.15664302422079648,0.48188552188552186,0.13308597774679432,8.8,0.44721359549995787
within_user,a2_234x234,val,user_5,0.4083333333333333,0.21530017804606355,0.4083333333333333,0.21530017804606355,0.30157407407407405,0.1860856579241076,8.4,0.5477225575051662
within_user,a2_234x234,val,user_6,0.5,0.15811388300841897,0.5,0.15811388300841897,0.4169696969696969,0.1772610718779106,10.0,0.0
within_user,a2_234x234,val,user_7,0.3818181818181817,0.17486712783337585,0.3818181818181817,0.17486712783337585,0.2934343434343434,0.16546089700565056,11.0,0.0
within_user,a2_234x234,val,user_8,0.6722222222222223,0.10829771494232186,0.6722222222222223,0.10829771494232186,0.5734259259259259,0.1487832163694919,8.6,0.547722557505166
within_user,a2_234x234,val,user_9,0.375,0.19764235376052372,0.375,0.19764235376052372,0.2756481481481481,0.15771062842511335,8.0,0.0
within_user,a2_234x234,test,user_0,0.52,0.2949576240750525,0.52,0.2949576240750525,0.40595238095238095,0.34298319442113895,4.4,0.5477225575051662
within_user,a2_234x234,test,user_1,0.6166666666666667,0.12638125740085915,0.6090909090909091,0.11853095282186633,0.5315656565656566,0.14517456921014968,12.0,0.0
within_user,a2_234x234,test,user_10,0.519047619047619,0.1752872601838663,0.519047619047619,0.1752872601838663,0.39529100529100525,0.18362974884719416,6.6,0.5477225575051663
within_user,a2_234x234,test,user_11,0.3194444444444444,0.167244369149893,0.3194444444444444,0.167244369149893,0.23170370370370366,0.11731261508066587,8.8,0.44721359549995815
within_user,a2_234x234,test,user_12,0.5444444444444445,0.1693647353502107,0.5444444444444445,0.1693647353502107,0.45035353535353534,0.14773986727706506,8.4,0.5477225575051662
within_user,a2_234x234,test,user_13,0.43809523809523804,0.18023038921691012,0.43809523809523804,0.18023038921691012,0.34138888888888885,0.167816775325427,6.4,0.5477225575051661
within_user,a2_234x234,test,user_14,0.4083333333333333,0.19851882082619324,0.4083333333333333,0.19851882082619324,0.3296296296296296,0.1787780501651433,8.2,0.44721359549995804
within_user,a2_234x234,test,user_15,0.4333333333333333,0.14939435343916507,0.4333333333333333,0.14939435343916507,0.33076599326599326,0.13218909060997253,8.4,0.547722557505166
within_user,a2_234x234,test,user_16,0.6222222222222222,0.1676475764111823,0.6222222222222222,0.1676475764111823,0.5363215488215488,0.19591104373671722,8.4,0.5477225575051662
within_user,a2_234x234,test,user_18,0.29999999999999993,0.2738612787525831,0.29999999999999993,0.2738612787525831,0.22222222222222218,0.19641855032959654,6.0,0.0
within_user,a2_234x234,test,user_19,0.5611111111111111,0.2188546927603104,0.5611111111111111,0.2188546927603104,0.433030303030303,0.2305033020764256,8.4,0.547722557505166
within_user,a2_234x234,test,user_2,0.5583333333333333,0.2778472135438361,0.5583333333333333,0.2778472135438361,0.4415690235690236,0.26348409671115663,8.8,0.44721359549995776
within_user,a2_234x234,test,user_20,0.4305555555555555,0.1604752778929353,0.4305555555555555,0.1604752778929353,0.3249158249158249,0.14310754570608358,8.4,0.5477225575051662
within_user,a2_234x234,test,user_3,0.65,0.11920319504695212,0.6606060606060606,0.11655346731780077,0.5655555555555556,0.1420855274563161,12.6,0.547722557505166
within_user,a2_234x234,test,user_4,0.6333333333333333,0.10829771494232181,0.6333333333333333,0.10829771494232181,0.5428703703703703,0.12575032009547818,8.8,0.44721359549995815
within_user,a2_234x234,test,user_5,0.38333333333333336,0.24622927938141587,0.38333333333333336,0.24622927938141587,0.29393939393939383,0.21905507580123426,8.4,0.5477225575051662
within_user,a2_234x234,test,user_6,0.5199999999999999,0.14832396974191325,0.5199999999999999,0.14832396974191325,0.4248484848484848,0.16016807058720856,10.0,0.0
within_user,a2_234x234,test,user_7,0.41818181818181815,0.13787046261911912,0.41818181818181815,0.13787046261911912,0.33838383838383834,0.13973571042683763,11.0,0.0
within_user,a2_234x234,test,user_8,0.675,0.09086348463220069,0.675,0.09086348463220069,0.5675925925925925,0.10425202264208455,8.6,0.5477225575051662
within_user,a2_234x234,test,user_9,0.35,0.22360679774997896,0.35,0.22360679774997896,0.23589225589225588,0.18778396892899218,8.0,0.0
cross_user,raw250_linear,train,user_0,0.9696969696969697,0.05248638810814775,0.9583333333333334,0.07216878364870323,0.9537037037037037,0.08018753738744808,22.0,0.0
cross_user,raw250_linear,train,user_11,1.0,0.0,1.0,0.0,1.0,0.0,44.0,0.0
cross_user,raw250_linear,train,user_13,0.9895833333333334,0.01804219591217582,0.9907407407407408,0.016037507477489596,0.9904761904761905,0.016495721976846473,32.0,0.0
cross_user,raw250_linear,train,user_14,0.959349593495935,0.070408569413369,0.9444444444444445,0.09622504486493759,0.9426807760141093,0.09927980819398333,41.0,0.0
cross_user,raw250_linear,train,user_16,0.9523809523809524,0.08247860988423227,0.9375,0.10825317547305482,0.9335177168510502,0.11515069221716129,42.0,0.0
cross_user,raw250_linear,train,user_19,1.0,0.0,1.0,0.0,1.0,0.0,42.0,0.0
cross_user,raw250_linear,train,user_3,0.9682539682539683,0.0549857399228215,0.9652777777777778,0.060140653040585995,0.958994708994709,0.07102324740031109,63.0,0.0
cross_user,raw250_linear,train,user_4,1.0,0.0,1.0,0.0,1.0,0.0,44.0,0.0
cross_user,raw250_linear,train,user_5,0.9682539682539683,0.0549857399228215,0.9652777777777778,0.060140653040585995,0.9667107583774249,0.057658657835736524,42.0,0.0
cross_user,raw250_linear,train,user_7,0.9757575757575757,0.04198911048651824,0.9726851851851852,0.04731064705859429,0.9742283950617283,0.04463772914567943,55.0,0.0
cross_user,raw250_linear,train,user_8,0.9922480620155039,0.01342675044627039,0.9861111111111112,0.0240562612162344,0.9876543209876543,0.021383343303319566,43.0,0.0
cross_user,raw250_linear,train,user_9,1.0,0.0,1.0,0.0,1.0,0.0,40.0,0.0
cross_user,raw250_linear,val,user_10,0.4545454545454545,,0.5,,0.4128968253968254,,33.0,
cross_user,raw250_linear,val,user_12,0.5476190476190477,,0.5416666666666666,,0.5238756613756613,,42.0,
cross_user,raw250_linear,val,user_2,0.7272727272727273,,0.7291666666666666,,0.712121212121212,,44.0,
cross_user,raw250_linear,val,user_6,0.56,,0.5708333333333333,,0.5482804232804233,,50.0,
cross_user,raw250_linear,test,user_1,0.7666666666666667,,0.7541666666666668,,0.7456145706145706,,60.0,
cross_user,raw250_linear,test,user_15,0.6904761904761905,,0.7152777777777777,,0.6866402116402117,,42.0,
cross_user,raw250_linear,test,user_18,0.3333333333333333,,0.3194444444444444,,0.2907407407407407,,30.0,
cross_user,raw250_linear,test,user_20,0.6190476190476191,,0.6180555555555555,,0.5889790764790764,,42.0,
cross_user,raw250_linear,train,user_1,1.0,0.0,1.0,0.0,1.0,0.0,60.0,0.0
cross_user,raw250_linear,train,user_15,1.0,0.0,1.0,0.0,1.0,0.0,42.0,0.0
cross_user,raw250_linear,train,user_18,1.0,0.0,1.0,0.0,1.0,0.0,30.0,0.0
cross_user,raw250_linear,train,user_20,1.0,0.0,1.0,0.0,1.0,0.0,42.0,0.0
cross_user,raw250_linear,val,user_13,0.6875,,0.6527777777777778,,0.6073412698412698,,32.0,
cross_user,raw250_linear,val,user_5,0.4761904761904761,,0.4791666666666667,,0.4551286676286676,,42.0,
cross_user,raw250_linear,val,user_7,0.4909090909090909,,0.4708333333333332,,0.4498196248196248,,55.0,
cross_user,raw250_linear,val,user_8,0.7906976744186046,,0.8055555555555557,,0.7719817219817219,,43.0,
cross_user,raw250_linear,test,user_10,0.5151515151515151,,0.5555555555555556,,0.4470238095238095,,33.0,
cross_user,raw250_linear,test,user_12,0.4761904761904761,,0.4583333333333333,,0.4315836940836941,,42.0,
cross_user,raw250_linear,test,user_2,0.6136363636363636,,0.6249999999999999,,0.5723544973544975,,44.0,
cross_user,raw250_linear,test,user_6,0.6,,0.6124999999999999,,0.5861411736411737,,50.0,
cross_user,raw250_linear,train,user_10,0.9595959595959597,0.06998185081086372,0.9629629629629629,0.06415002990995843,0.9621693121693121,0.06552467340802894,33.0,0.0
cross_user,raw250_linear,train,user_12,0.9682539682539683,0.0549857399228215,0.9652777777777778,0.060140653040585995,0.9672919672919673,0.056651974465937345,42.0,0.0
cross_user,raw250_linear,train,user_2,1.0,0.0,1.0,0.0,1.0,0.0,44.0,0.0
cross_user,raw250_linear,train,user_6,0.9199999999999999,0.13856406460551018,0.9217592592592593,0.13551693818478705,0.921202100368767,0.13648196569100846,50.0,0.0
cross_user,raw250_linear,val,user_0,0.5454545454545454,,0.5416666666666666,,0.525,,22.0,
cross_user,raw250_linear,val,user_14,0.7560975609756098,,0.7569444444444443,,0.7283068783068783,,41.0,
cross_user,raw250_linear,val,user_16,0.6904761904761905,,0.6597222222222222,,0.5908309283309284,,42.0,
cross_user,raw250_linear,val,user_3,0.7142857142857143,,0.7208333333333333,,0.6923902486402486,,63.0,
cross_user,raw250_linear,test,user_13,0.5625,,0.5277777777777778,,0.476984126984127,,32.0,
cross_user,raw250_linear,test,user_5,0.4047619047619047,,0.3958333333333333,,0.3756613756613756,,42.0,
cross_user,raw250_linear,test,user_7,0.509090909090909,,0.4916666666666667,,0.4798085901027076,,55.0,
cross_user,raw250_linear,test,user_8,0.7674418604651163,,0.75,,0.7262806637806637,,43.0,
cross_user,raw250_linear,val,user_11,0.5,,0.5208333333333334,,0.4518032893032893,,44.0,
cross_user,raw250_linear,val,user_19,0.6428571428571429,,0.6666666666666666,,0.6417508417508417,,42.0,
cross_user,raw250_linear,val,user_4,0.7727272727272727,,0.7916666666666666,,0.7546296296296297,,44.0,
cross_user,raw250_linear,val,user_9,0.4,,0.4236111111111111,,0.3346139971139971,,40.0,
cross_user,raw250_linear,test,user_0,0.3636363636363636,,0.4166666666666667,,0.386111111111111,,22.0,
cross_user,raw250_linear,test,user_14,0.7073170731707317,,0.6875,,0.6566137566137566,,41.0,
cross_user,raw250_linear,test,user_16,0.6666666666666666,,0.6388888888888888,,0.5979797979797981,,42.0,
cross_user,raw250_linear,test,user_3,0.7142857142857143,,0.7222222222222223,,0.6954184704184704,,63.0,
cross_user,raw250_linear,val,user_1,0.8166666666666667,,0.7972222222222224,,0.8038151663151664,,60.0,
cross_user,raw250_linear,val,user_15,0.6428571428571429,,0.673611111111111,,0.6115995115995116,,42.0,
cross_user,raw250_linear,val,user_18,0.3666666666666666,,0.3333333333333333,,0.3005291005291005,,30.0,
cross_user,raw250_linear,val,user_20,0.6666666666666666,,0.6458333333333334,,0.6287291412291413,,42.0,
cross_user,raw250_linear,test,user_11,0.3636363636363636,,0.375,,0.2941798941798941,,44.0,
cross_user,raw250_linear,test,user_19,0.6666666666666666,,0.6805555555555555,,0.6418650793650794,,42.0,
cross_user,raw250_linear,test,user_4,0.7954545454545454,,0.7847222222222222,,0.7796536796536797,,44.0,
cross_user,raw250_linear,test,user_9,0.375,,0.3819444444444444,,0.3138888888888889,,40.0,
cross_user,a2_234x234,train,user_0,0.8484848484848485,0.14611592062110543,0.8472222222222222,0.15774745405000762,0.8277777777777778,0.1841731606027864,22.0,0.0
cross_user,a2_234x234,train,user_11,0.49242424242424243,0.25342013157087473,0.5,0.2724311839712921,0.49073195323195323,0.2543128989259498,44.0,0.0
cross_user,a2_234x234,train,user_13,0.7395833333333334,0.3442231592053814,0.7314814814814814,0.3585199054916544,0.7118284493284494,0.3944610262246355,32.0,0.0
cross_user,a2_234x234,train,user_14,0.983739837398374,0.02816342776534756,0.9791666666666666,0.036084391824351594,0.980599647266314,0.03360239661950193,41.0,0.0
cross_user,a2_234x234,train,user_16,0.9920634920634921,0.01374643498070535,0.9930555555555555,0.012028130608117273,0.9929453262786597,0.012219053316182444,42.0,0.0
cross_user,a2_234x234,train,user_19,0.888888888888889,0.13113263207824052,0.9004629629629629,0.1187344315114089,0.888389850889851,0.13789342233148377,42.0,0.0
cross_user,a2_234x234,train,user_3,0.9788359788359787,0.00916428998713674,0.9763888888888889,0.01202813060811724,0.9774484774484775,0.01092618359780116,63.0,0.0
cross_user,a2_234x234,train,user_4,0.8560606060606061,0.19060220644559273,0.8541666666666666,0.19873733362853033,0.8314434022767356,0.23719901314505923,44.0,0.0
cross_user,a2_234x234,train,user_5,0.7380952380952381,0.2182178902359924,0.7430555555555557,0.2369266959615553,0.7246252204585538,0.25802359414868925,42.0,0.0
cross_user,a2_234x234,train,user_7,0.6969696969696969,0.17937755862968174,0.6888888888888888,0.18119012420965755,0.6801837414582513,0.19542343149939995,55.0,0.0
cross_user,a2_234x234,train,user_8,0.8759689922480619,0.17609018126512474,0.8703703703703703,0.17324034483395986,0.8641173641173642,0.1872273905720168,43.0,0.0
cross_user,a2_234x234,train,user_9,0.6583333333333333,0.2897556441785618,0.6458333333333334,0.2890090562039557,0.6189309056956116,0.3340876314145066,40.0,0.0
cross_user,a2_234x234,val,user_10,0.4848484848484848,,0.4583333333333333,,0.4172979797979798,,33.0,
cross_user,a2_234x234,val,user_12,0.4523809523809524,,0.4375,,0.4287097162097162,,42.0,
cross_user,a2_234x234,val,user_2,0.6136363636363636,,0.6041666666666666,,0.5801106301106301,,44.0,
cross_user,a2_234x234,val,user_6,0.54,,0.5402777777777777,,0.4879148629148628,,50.0,
cross_user,a2_234x234,test,user_1,0.6,,0.5694444444444445,,0.5698051948051948,,60.0,
cross_user,a2_234x234,test,user_15,0.3333333333333333,,0.3263888888888889,,0.3196428571428571,,42.0,
