cv_mode,method,split,class_index,class_label,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,support_mean,support_std
within_user,a2_234x234,val,11,X,0.5044444444444445,0.29518774105496964,0.25662337662337664,0.13305383365906673,0.29055214180533867,0.11612314463839253,12.0,1.8708286933869707
within_user,a2_234x234,test,0,A,0.40564964447317386,0.15139277858881328,0.381273432449903,0.24559143724141425,0.3629697065486539,0.15782385936873577,13.2,2.588435821108957
within_user,a2_234x234,test,1,B,0.5522128851540616,0.1585708013982808,0.7156209150326797,0.13973605529767869,0.6142831025183966,0.12468164842535552,14.2,3.1144823004794873
within_user,a2_234x234,test,2,C,0.6761904761904762,0.16256921166926547,0.7513876319758672,0.10492952069732797,0.7025790282157006,0.11188611309800764,15.6,1.6733200530681511
within_user,a2_234x234,test,3,D,0.4905697243932538,0.2313067348139908,0.42590463458110517,0.2097793121174795,0.4318032329988852,0.19534032174865454,14.8,2.280350850198276
within_user,a2_234x234,test,4,E,0.7022222222222222,0.17279977084032586,0.701094591682827,0.1022233193323908,0.6932678132678133,0.09981752702125735,15.2,1.7888543819998317
within_user,a2_234x234,test,5,G,0.5190338164251208,0.17901096391689295,0.5510014005602241,0.08548207346430842,0.5221464725267971,0.13737553685360696,14.4,2.701851217221259
within_user,a2_234x234,test,6,H,0.4620255905085626,0.1476345857726828,0.6405555555555555,0.12828026199413514,0.5296737451737451,0.13623707100367427,16.0,1.224744871391589
within_user,a2_234x234,test,7,I,0.3267942583732057,0.19659191893863193,0.23924812030075185,0.16533867068731403,0.26320346320346316,0.15699908751289707,15.2,2.16794833886788
within_user,a2_234x234,test,8,J,0.46578431372549023,0.11001620760678127,0.36049019607843136,0.1940989543386456,0.3793259673219417,0.1282731324237912,15.0,1.8708286933869709
within_user,a2_234x234,test,9,K,0.6295444493586908,0.1896489777106463,0.5863427800269905,0.19043045902429265,0.5883454106280193,0.17388809033277405,15.8,2.1679483388678804
within_user,a2_234x234,test,10,L,0.37214285714285716,0.18186954283838977,0.3199533799533799,0.13252087544577756,0.32126984126984126,0.1130087388509815,9.2,3.0331501776206204
within_user,a2_234x234,test,11,X,0.4133333333333333,0.2501110864307209,0.27870129870129867,0.1626272741325579,0.3280392156862745,0.18813774024398666,12.0,1.8708286933869709
cross_user,raw250_linear,train,0,A,0.9857142857142858,0.031943828249996996,0.9813953488372092,0.04160126469767057,0.983529411764706,0.036829354923525966,39.6,2.6076809620810595
cross_user,raw250_linear,train,1,B,0.9951219512195122,0.01090764867073069,0.9904761904761905,0.021295885499997978,0.9927710843373493,0.016164346825299686,42.6,0.547722557505166
cross_user,raw250_linear,train,2,C,0.9375,0.13975424859373686,0.9872340425531915,0.028545548648933414,0.9585585585585585,0.09266588014863993,46.8,0.8366600265340753
cross_user,raw250_linear,train,3,D,0.990909090909091,0.020327890704543536,0.990909090909091,0.020327890704543536,0.990909090909091,0.020327890704543536,44.4,1.51657508881031
cross_user,raw250_linear,train,4,E,0.9957446808510639,0.009515182882977787,0.9957446808510639,0.009515182882977787,0.9957446808510639,0.009515182882977787,45.6,1.3416407864998738
cross_user,raw250_linear,train,5,G,1.0,0.0,0.9857142857142858,0.031943828249996996,0.9925925925925926,0.016563466499998524,43.2,1.0954451150103324
cross_user,raw250_linear,train,6,H,0.9956521739130435,0.009722034684781694,0.9875,0.027950849718747384,0.9914893617021276,0.01903036576595563,48.0,0.7071067811865481
cross_user,raw250_linear,train,7,I,0.9615384615384615,0.08600261451922268,0.975,0.055901699437494734,0.968,0.07155417527999328,45.6,1.8165902124584947
cross_user,raw250_linear,train,8,J,0.9625,0.08385254915624211,0.9772727272727273,0.05081972676135887,0.9695652173913043,0.06805424279347186,45.0,0.7071067811865472
cross_user,raw250_linear,train,9,K,0.9956521739130435,0.009722034684781694,0.9956521739130435,0.009722034684781694,0.9956521739130435,0.009722034684781694,47.4,1.51657508881031
cross_user,raw250_linear,train,10,L,0.9882352941176471,0.026306682088232863,0.923076923076923,0.17200522903844537,0.9488372093023255,0.11440347791859391,27.6,1.140175425099138
cross_user,raw250_linear,train,11,X,1.0,0.0,0.94375,0.12577882373436317,0.9672727272727272,0.07318040653635678,36.0,2.9154759474226504
cross_user,raw250_linear,val,0,A,0.5611688311688312,0.11241308180712907,0.505974025974026,0.18967126263957795,0.5211472415052978,0.14080367065488922,13.2,1.6431676725154982
cross_user,raw250_linear,val,1,B,0.6313186813186813,0.14069260423993674,0.5701098901098901,0.20212970664147256,0.587227555053642,0.14832069161185416,14.2,0.8366600265340757
cross_user,raw250_linear,val,2,C,0.7149445865302643,0.07515670666311736,0.7812324929971989,0.0985856153619039,0.7393667861409796,0.025016249363602673,15.6,1.140175425099138
cross_user,raw250_linear,val,3,D,0.6760822510822511,0.06399893399137507,0.5767307692307693,0.18246888047161744,0.6142174432497013,0.12636096099433508,14.8,1.095445115010332
cross_user,raw250_linear,val,4,E,0.7501794871794871,0.08463187485003013,0.7275641025641025,0.2107935358981932,0.7146997115132442,0.08162974810978472,15.2,1.3038404810405295
cross_user,raw250_linear,val,5,G,0.6921525533290239,0.1760944904371866,0.61489010989011,0.14434616001599543,0.6275655101742059,0.09046672455104962,14.4,1.1401754250991378
cross_user,raw250_linear,val,6,H,0.5889813617754794,0.1429513179596691,0.6219117647058823,0.15332372265026584,0.6024273222802634,0.1429519113865624,16.0,0.7071067811865476
cross_user,raw250_linear,val,7,I,0.5955189255189255,0.2661504337365955,0.5709615384615384,0.21781488632355228,0.5768366237049543,0.23050639697874578,15.2,1.3038404810405295
cross_user,raw250_linear,val,8,J,0.5788235294117647,0.10500865016272011,0.724047619047619,0.13792168897693155,0.6419094304388422,0.11268681522321683,15.0,0.7071067811865476
cross_user,raw250_linear,val,9,K,0.6548684210526317,0.104677234426604,0.6469537815126051,0.14922918252150616,0.6484615384615384,0.11815308555945095,15.8,1.095445115010332
cross_user,raw250_linear,val,10,L,0.6766666666666666,0.2618311584887398,0.5688888888888889,0.15100486460972865,0.5829156010230179,0.12115712162101212,9.2,0.8366600265340758
cross_user,raw250_linear,val,11,X,0.5262371615312792,0.08119854512424385,0.49617715617715613,0.1581003598317871,0.5070300342359165,0.11983871413614726,12.0,2.0
cross_user,raw250_linear,test,0,A,0.596978021978022,0.04976160479106504,0.4985281385281385,0.04546546972416327,0.5415268941584731,0.030632815969396245,13.2,1.643167672515498
cross_user,raw250_linear,test,1,B,0.6229059829059829,0.13284262100265212,0.531062271062271,0.14932130085911213,0.5676355328829092,0.12750031213861177,14.2,0.8366600265340755
cross_user,raw250_linear,test,2,C,0.6806363636363637,0.09287719052954369,0.751078431372549,0.16765392071153604,0.6966363385718225,0.02772763609231338,15.6,1.1401754250991378
cross_user,raw250_linear,test,3,D,0.5515041653579814,0.0672578745281109,0.6163461538461539,0.18178389762905947,0.5680082559339525,0.10836394898139066,14.8,1.0954451150103324
cross_user,raw250_linear,test,4,E,0.7541341991341991,0.18406180498869426,0.6892307692307693,0.16944288498544094,0.6903813588024115,0.08043899452227116,15.2,1.3038404810405297
cross_user,raw250_linear,test,5,G,0.7259552042160738,0.1601611119764118,0.5982875457875457,0.1059824710091202,0.6359352359352359,0.031703319337254024,14.4,1.140175425099138
cross_user,raw250_linear,test,6,H,0.5543478260869565,0.13982503244248698,0.6234803921568627,0.12406227468803292,0.5825754650003816,0.11868337597601757,16.0,0.7071067811865474
cross_user,raw250_linear,test,7,I,0.5265686274509804,0.14766557835055535,0.5567948717948717,0.16424263478223425,0.5408441558441559,0.15441655379639582,15.2,1.3038404810405297
cross_user,raw250_linear,test,8,J,0.5508986928104576,0.14555805338066516,0.6127380952380952,0.17305548276023702,0.580056925996205,0.15816289869069455,15.0,0.7071067811865476
cross_user,raw250_linear,test,9,K,0.6316666666666666,0.1374873731576023,0.6097689075630253,0.13574318545224803,0.619785873192436,0.13390184457816598,15.8,1.095445115010332
cross_user,raw250_linear,test,10,L,0.6071428571428571,0.2743266338524503,0.48944444444444446,0.1910053001656185,0.4798263969619468,0.13721782452256903,9.2,0.8366600265340757
cross_user,raw250_linear,test,11,X,0.5704761904761905,0.1264552478358072,0.44624708624708626,0.19671212521385079,0.4832385861797627,0.13789579373473418,12.0,2.0
cross_user,a2_234x234,train,0,A,0.7366848878476786,0.2527337136302075,0.6661899250356426,0.29896730094233115,0.6969572749559066,0.28089171740678787,39.6,2.6076809620810595
cross_user,a2_234x234,train,1,B,0.8864353152748118,0.11122551185506298,0.7693244739756366,0.21403503899217777,0.8189685382456467,0.1726237164196632,42.6,0.547722557505166
cross_user,a2_234x234,train,2,C,0.8541415012942192,0.1644345929875051,0.9228299414122727,0.07592020673600358,0.8844114621341512,0.12284985832227557,46.8,0.8366600265340753
cross_user,a2_234x234,train,3,D,0.7474086120057518,0.21404990706833163,0.8191285963783436,0.16590525079228902,0.7794669920024402,0.1904820469682332,44.4,1.51657508881031
cross_user,a2_234x234,train,4,E,0.8789879588198917,0.12246704019624145,0.8899097356544164,0.052842303389526404,0.8830841177025552,0.08736835206975055,45.6,1.3416407864998738
cross_user,a2_234x234,train,5,G,0.7815942028985507,0.1858216496956586,0.8423698781838317,0.13538054473331693,0.8081597089829392,0.1612873758303544,43.2,1.0954451150103324
cross_user,a2_234x234,train,6,H,0.7381205816363818,0.2243973335260549,0.8135059342886091,0.15262450653849927,0.7713671664944701,0.19339107765461516,48.0,0.7071067811865481
cross_user,a2_234x234,train,7,I,0.6893369567329175,0.2990610263123553,0.6302251235761874,0.28025020380685894,0.6577550304359019,0.28823670794669093,45.6,1.8165902124584947
cross_user,a2_234x234,train,8,J,0.8026740375570084,0.11674014146980721,0.6741765480895916,0.35636633881490914,0.6842441231418968,0.2744626744252524,45.0,0.7071067811865472
cross_user,a2_234x234,train,9,K,0.809336566398561,0.12743337687861875,0.8497385263078405,0.16101150430253697,0.8279849748132708,0.14221227622532323,47.4,1.51657508881031
cross_user,a2_234x234,train,10,L,0.8135412186379929,0.1606378447214985,0.7735042735042735,0.27751466829152516,0.7848571414161283,0.22220917442326818,27.6,1.140175425099138
cross_user,a2_234x234,train,11,X,0.8251275742664479,0.23837461482099453,0.7565484140368042,0.12913892786913778,0.7802904495131385,0.17583311684219038,36.0,2.9154759474226504
cross_user,a2_234x234,val,0,A,0.3341176470588235,0.22543307034273438,0.22809523809523807,0.20829183260114803,0.24217171717171718,0.19621634617085904,13.2,1.6431676725154982
cross_user,a2_234x234,val,1,B,0.5784882764294529,0.19983516234760373,0.4331135531135531,0.18351348582433197,0.47897496194905215,0.17393407581468984,14.2,0.8366600265340757
cross_user,a2_234x234,val,2,C,0.7398504273504274,0.16445792214479601,0.7327871148459384,0.14823415212206012,0.7315966386554622,0.14365521025586162,15.6,1.140175425099138
cross_user,a2_234x234,val,3,D,0.4337419762180364,0.18575756859233683,0.5502564102564103,0.1286862766223618,0.46503955814300646,0.13005773254702638,14.8,1.095445115010332
cross_user,a2_234x234,val,4,E,0.5421158476886031,0.17429494705067472,0.6822435897435898,0.06118756797493838,0.5916214990308913,0.09466257461763597,15.2,1.3038404810405295
cross_user,a2_234x234,val,5,G,0.4814192343604108,0.06402652379744854,0.5822161172161172,0.049820064941498536,0.5252793339558045,0.05166276154973837,14.4,1.1401754250991378
cross_user,a2_234x234,val,6,H,0.4453193652042756,0.10930513738793635,0.5875490196078431,0.12768565781123656,0.5020481144871389,0.10588854555882146,16.0,0.7071067811865476
cross_user,a2_234x234,val,7,I,0.5166305916305916,0.24939803769559984,0.31198717948717947,0.0644045770095299,0.3796003513394818,0.11834403286015219,15.2,1.3038404810405295
cross_user,a2_234x234,val,8,J,0.4982905982905983,0.18104735025554308,0.27928571428571425,0.2378445108424167,0.33755411255411255,0.23732053718149912,15.0,0.7071067811865476
cross_user,a2_234x234,val,9,K,0.5435786435786436,0.026576310379731814,0.5996848739495798,0.2558157012239994,0.5440341169128354,0.13272663651313396,15.8,1.095445115010332
cross_user,a2_234x234,val,10,L,0.5478632478632479,0.26609900131527403,0.48777777777777775,0.27047055475162973,0.42842712842712843,0.1670273391115542,9.2,0.8366600265340758
cross_user,a2_234x234,val,11,X,0.5163170163170163,0.27764870045621437,0.2683449883449883,0.10267984569029545,0.3142857142857142,0.05248906591678237,12.0,2.0
cross_user,a2_234x234,test,0,A,0.37888278388278385,0.23341471962036434,0.3735930735930736,0.2523089157847267,0.3638312954102428,0.21897285299597335,13.2,1.643167672515498
cross_user,a2_234x234,test,1,B,0.6671428571428571,0.12632966268248083,0.40534798534798533,0.08486539978847067,0.5012178932178932,0.09395745388226404,14.2,0.8366600265340755
cross_user,a2_234x234,test,2,C,0.6616194331983806,0.20054025606466142,0.6812394957983193,0.15777824237193472,0.6521064301552106,0.13365319313037893,15.6,1.1401754250991378
cross_user,a2_234x234,test,3,D,0.4163658021416642,0.15412138022233832,0.5321794871794872,0.17451468348953245,0.4506912442396313,0.12271300924065869,14.8,1.0954451150103324
cross_user,a2_234x234,test,4,E,0.5895858770858771,0.15417653781961405,0.6584615384615384,0.1589964250091192,0.6119615255885835,0.11976783889499319,15.2,1.3038404810405297
cross_user,a2_234x234,test,5,G,0.4691497108588563,0.12978307140400624,0.623434065934066,0.04415942816662031,0.5263936598018394,0.0847879465549473,14.4,1.140175425099138
cross_user,a2_234x234,test,6,H,0.48332480818414325,0.13487871288014727,0.5969117647058824,0.17420217915242417,0.530329443518298,0.14223714181103214,16.0,0.7071067811865474
cross_user,a2_234x234,test,7,I,0.40873348873348875,0.21587325065227767,0.2678846153846154,0.15593474112950026,0.32055664475454576,0.1750312097514214,15.2,1.3038404810405297
cross_user,a2_234x234,test,8,J,0.5732142857142857,0.240939117129754,0.26369047619047614,0.1381375653522649,0.3192080745341615,0.12265593706551298,15.0,0.7071067811865476
cross_user,a2_234x234,test,9,K,0.6604411764705882,0.11070072110866867,0.5707983193277311,0.26223908324052153,0.5774085950169542,0.1756209375659706,15.8,1.095445115010332
cross_user,a2_234x234,test,10,L,0.4822222222222223,0.21090633343141094,0.36333333333333334,0.21175340888127278,0.3800258564964447,0.14671646575041103,9.2,0.8366600265340757
cross_user,a2_234x234,test,11,X,0.399469696969697,0.1840245702892853,0.35668997668997665,0.15774724809896265,0.32284916495442806,0.10174733667051683,12.0,2.0
