pi,si,user,label,valid,pad,source_trial,sample_id,y,cv_fold
27,88,user_7,I,56,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_88,7,3
27,114,user_7,K,122,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_114,9,1
27,115,user_7,B,144,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_115,1,4
27,116,user_7,L,85,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_116,10,4
27,123,user_7,H,150,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_123,6,0
27,124,user_7,X,106,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_124,11,0
27,125,user_7,J,82,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_125,8,2
27,126,user_7,C,103,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_126,2,2
27,130,user_7,G,112,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_130,5,3
27,131,user_7,E,149,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_131,4,4
27,133,user_7,I,73,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_133,7,1
8,26,user_8,J,76,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_26,8,0
8,27,user_8,B,112,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_27,1,2
8,28,user_8,X,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_28,11,4
8,29,user_8,E,153,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_29,4,4
8,33,user_8,G,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_33,5,1
8,37,user_8,C,70,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_37,2,1
8,39,user_8,I,98,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_39,7,1
8,40,user_8,D,87,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_40,3,4
8,41,user_8,H,100,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_41,6,1
8,44,user_8,A,97,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_44,0,3
8,46,user_8,K,98,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_46,9,0
8,70,user_8,A,100,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_70,0,4
8,71,user_8,K,99,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_71,9,2
8,73,user_8,B,122,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_73,1,4
8,76,user_8,E,125,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_76,4,1
8,78,user_8,L,65,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_78,10,1
8,79,user_8,J,79,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_79,8,2
8,80,user_8,G,125,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_80,5,4
8,81,user_8,D,91,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_81,3,1
8,85,user_8,C,66,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_85,2,2
8,87,user_8,I,108,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_87,7,4
8,90,user_8,H,116,256,user_8/action_0/user_8_action_0,user_8/action_0/user_8_action_0/segment_90,6,3
28,22,user_8,B,106,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_22,1,1
28,23,user_8,X,74,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_23,11,1
28,24,user_8,E,115,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_24,4,3
28,28,user_8,G,108,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_28,5,3
28,32,user_8,C,63,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_32,2,0
28,34,user_8,I,153,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_34,7,3
28,35,user_8,D,83,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_35,3,3
28,36,user_8,H,97,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_36,6,2
28,39,user_8,A,97,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_39,0,0
28,41,user_8,K,84,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_41,9,3
28,43,user_8,A,92,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_43,0,2
28,44,user_8,K,98,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_44,9,4
28,46,user_8,B,98,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_46,1,0
28,49,user_8,E,111,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_49,4,0
28,51,user_8,L,76,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_51,10,2
28,52,user_8,J,87,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_52,8,4
28,53,user_8,G,157,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_53,5,0
28,54,user_8,D,83,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_54,3,2
28,58,user_8,C,60,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_58,2,3
28,60,user_8,I,93,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_60,7,2
28,63,user_8,H,93,256,user_8/action_1/user_8_action_1,user_8/action_1/user_8_action_1/segment_63,6,0
9,24,user_9,J,64,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_24,8,1
9,25,user_9,B,164,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_25,1,0
9,26,user_9,X,102,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_26,11,3
9,27,user_9,E,121,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_27,4,4
9,31,user_9,G,109,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_31,5,4
9,35,user_9,C,93,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_35,2,2
9,37,user_9,I,59,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_37,7,0
9,38,user_9,H,159,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_38,6,2
9,41,user_9,A,131,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_41,0,4
9,43,user_9,K,112,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_43,9,1
9,68,user_9,H,96,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_68,6,4
9,71,user_9,E,95,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_71,4,2
9,73,user_9,D,112,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_73,3,1
9,75,user_9,J,73,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_75,8,4
9,76,user_9,I,53,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_76,7,1
9,77,user_9,B,140,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_77,1,2
9,80,user_9,X,90,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_80,11,2
9,82,user_9,K,98,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_82,9,4
9,85,user_9,C,74,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_85,2,3
9,87,user_9,L,63,256,user_9/action_0/user_9_action_0,user_9/action_0/user_9_action_0/segment_87,10,1
29,23,user_9,J,65,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_23,8,3
29,24,user_9,B,117,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_24,1,4
29,25,user_9,X,72,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_25,11,0
29,26,user_9,E,113,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_26,4,3
29,30,user_9,G,88,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_30,5,0
29,34,user_9,C,68,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_34,2,1
29,35,user_9,D,63,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_35,3,2
29,36,user_9,H,171,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_36,6,1
29,39,user_9,A,105,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_39,0,2
29,41,user_9,K,97,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_41,9,3
29,65,user_9,H,94,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_65,6,3
29,68,user_9,E,103,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_68,4,0
29,70,user_9,D,87,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_70,3,0
29,72,user_9,J,67,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_72,8,0
29,73,user_9,I,52,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_73,7,3
29,74,user_9,B,117,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_74,1,1
29,77,user_9,X,75,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_77,11,4
29,79,user_9,K,101,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_79,9,2
29,82,user_9,C,79,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_82,2,0
29,84,user_9,L,77,256,user_9/action_1/user_9_action_1,user_9/action_1/user_9_action_1/segment_84,10,3
