method,feature,train_ba_mean,train_ba_std,val_ba_mean,val_ba_std,test_ba_mean,test_ba_std,train_test_gap_mean,train_test_gap_std,feature_dim_mean,feature_dim_std,probe_C_mean,probe_C_std
l1_l2_timeshared_count,l1fixed250_l2whole,0.9351886852662027,0.060152148259230966,0.4597081930415264,0.027384985066351127,0.521540959040959,0.031278438446752446,0.41364772622524365,0.05289848234352278,2176.0,0.0,0.37000000000000005,0.5474486277268398
l1_l2_timeshared_count,l1whole_l2fixed250,0.9396138994670071,0.04498369753017176,0.43993306076639405,0.009006889201368783,0.49930439930439924,0.02476785973148605,0.440309500162608,0.06945056750284463,2176.0,0.0,0.37000000000000005,0.5474486277268398
l1_l2_timeshared_count,l2_fixed250,0.9318768727539348,0.038711204410534064,0.43210477793811125,0.014252771158944058,0.5076287138787138,0.02155077551401543,0.424248158875221,0.041028421133860626,2048.0,0.0,0.07,0.05196152422706632
l1_l2_timeshared_count,l2_whole,0.8460460474453115,0.11704409290310186,0.43225709475709473,0.04721995312418353,0.4707782957782958,0.011276764399955745,0.3752677516670158,0.11949174546156044,128.0,0.0,0.37000000000000005,0.5474486277268398
l1_fixed250_l2_whole_count,l1_fixed250,0.9890119905935043,0.011662144936408955,0.5275753567420234,0.025346196956244658,0.5064363876863877,0.01941776789772253,0.4825756029071167,0.030677497076800286,2048.0,0.0,3.6999999999999997,5.474486277268397
l1_fixed250_l2_whole_count,l1_l2_fixed250,0.9747714137237801,0.02132399237412241,0.5232864357864357,0.038214170946935466,0.5699897324897324,0.02332766482604337,0.4047816812340475,0.030158087005547573,4096.0,0.0,0.04,0.051961524227066326
l1_fixed250_l2_whole_count,l1_l2_whole,0.9337248606912193,0.05374786653085953,0.4506473464806799,0.009818341930433724,0.4650809838309838,0.04710959441458653,0.46864387686023545,0.06333689137167026,256.0,0.0,0.39999999999999997,0.5196152422706632
l1_fixed250_l2_whole_count,l1_whole,0.8558326301961684,0.04041416763679671,0.44483726150392816,0.01163897139125208,0.4490807803307803,0.04660676865340587,0.4067518498653881,0.07993673317875996,128.0,0.0,4.0,5.196152422706632
l1_fixed250_l2_whole_count,l1fixed250_l2whole,0.957707890972824,0.05383425602481529,0.546079846079846,0.039363817170400967,0.547236790986791,0.02439029822769656,0.41047109998603304,0.07036129097059673,2176.0,0.0,0.07,0.051961524227066326
l1_fixed250_l2_whole_count,l1whole_l2fixed250,0.9630078063900945,0.017452326178272394,0.505136684303351,0.031803186974476476,0.5747546435046434,0.026071711126981582,0.3882531628854511,0.017648837060565352,2176.0,0.0,0.01,0.0
l1_fixed250_l2_whole_count,l2_fixed250,0.9730976682193669,0.028566799845777643,0.4967071508738175,0.04517008190933208,0.5496154308654309,0.02666280982678831,0.42348223735393603,0.028342412563585988,2048.0,0.0,0.07,0.051961524227066326
l1_fixed250_l2_whole_count,l2_whole,0.879698126537155,0.0399733312968612,0.44555475388808724,0.010562664626957692,0.446776603026603,0.05520919315435523,0.4329215235105521,0.017280814694715364,128.0,0.0,0.10000000000000002,0.0
l1_capacity_no_phase_l2_whole_count,l1_fixed250,0.9590538669964284,0.01659832102090454,0.4996172037838704,0.035208113151228536,0.4774156399156399,0.03539230475886993,0.48163822708078863,0.05175832771590341,2048.0,0.0,0.39999999999999997,0.5196152422706632
l1_capacity_no_phase_l2_whole_count,l1_l2_fixed250,0.9781161100129521,0.01031416063827932,0.4720378387045054,0.03290185926477837,0.467321336071336,0.022102929159265802,0.510794773941616,0.030121014251983193,4096.0,0.0,0.7000000000000001,0.5196152422706632
l1_capacity_no_phase_l2_whole_count,l1_l2_whole,0.8662039205347294,0.1132454044038426,0.4067861151194485,0.007227608277515163,0.4555759055759056,0.03011164484582422,0.4106280149588238,0.1428331606279388,256.0,0.0,3.3699999999999997,5.741924764397388
l1_capacity_no_phase_l2_whole_count,l1_whole,0.8209592484932883,0.10215922346693282,0.43283629950296615,0.03417809787607328,0.45972985347985346,0.03393606538804352,0.3612293950134347,0.13364648824680408,128.0,0.0,3.4,5.715767664977295
l1_capacity_no_phase_l2_whole_count,l1fixed250_l2whole,0.9617669662489288,0.012569052988423875,0.4839766714766715,0.008226336565720103,0.48324083324083317,0.029379436274643986,0.4785261330080956,0.03810467456378337,2176.0,0.0,0.39999999999999997,0.5196152422706632
l1_capacity_no_phase_l2_whole_count,l1whole_l2fixed250,0.9633586498696552,0.01650661817752385,0.4355379188712522,0.026837438926461062,0.4530927405927406,0.02904952136212133,0.5102659092769146,0.044215512654113456,2176.0,0.0,0.7000000000000001,0.5196152422706632
l1_capacity_no_phase_l2_whole_count,l2_fixed250,0.9310327308922955,0.044793310032737295,0.42939514189514183,0.04694561421875215,0.4411789599289599,0.06862378514241545,0.48985377096333566,0.10675013978936083,2048.0,0.0,0.37000000000000005,0.5474486277268399
l1_capacity_no_phase_l2_whole_count,l2_whole,0.8735138651976325,0.04326301564845905,0.388375821709155,0.023312972666605546,0.42877862877862877,0.04443085545033677,0.44473523641900375,0.08064547929254498,128.0,0.0,0.39999999999999997,0.5196152422706632
