method,seed,feature,block_index,layer,aggregation,feature_dim,coef_fro_norm,coef_rms,coef_norm_fraction
l1_l2_timeshared_count,23,l2_whole,0,l2,whole_count,128,1.9296557651836805,0.04923616670749844,1.0
l1_l2_timeshared_count,37,l1_fixed250,0,l1,fixed250,2048,10.999031468303833,0.0701614967764574,1.0
l1_l2_timeshared_count,37,l1_l2_fixed250,0,l1,fixed250,2048,5.195235965671406,0.0331397843990895,0.47174260424315906
l1_l2_timeshared_count,37,l1_l2_fixed250,1,l2,fixed250,2048,5.817625537491723,0.03710993250374857,0.5282573957568408
l1_l2_timeshared_count,37,l1_l2_whole,0,l1,whole_count,128,2.7647980877324287,0.07054525579965759,0.3639543469526257
l1_l2_timeshared_count,37,l1_l2_whole,1,l2,whole_count,128,4.831753817422615,0.12328470224406418,0.6360456530473743
l1_l2_timeshared_count,37,l1_whole,0,l1,whole_count,128,5.8149160826949835,0.14837059687194065,1.0
l1_l2_timeshared_count,37,l1fixed250_l2whole,0,l1,fixed250,2048,8.507194484579314,0.05426636882770483,0.6306352093231637
l1_l2_timeshared_count,37,l1fixed250_l2whole,1,l2,whole_count,128,4.9826873977053046,0.12713585075181408,0.3693647906768363
l1_l2_timeshared_count,37,l1whole_l2fixed250,0,l1,whole_count,128,2.749628691489791,0.07015820079444349,0.2576140778861981
l1_l2_timeshared_count,37,l1whole_l2fixed250,1,l2,fixed250,2048,7.923812426524144,0.05054504495444991,0.7423859221138019
l1_l2_timeshared_count,37,l2_fixed250,0,l2,fixed250,2048,4.176060698414933,0.026638588140644088,1.0
l1_l2_timeshared_count,37,l2_whole,0,l2,whole_count,128,13.25375870365627,0.3381765208117636,1.0
l1_fixed250_l2_whole_count,11,l1_fixed250,0,l1,fixed250,2048,5.038319029583584,0.03213883016623512,1.0
l1_fixed250_l2_whole_count,11,l1_l2_fixed250,0,l1,fixed250,2048,0.9806044656803636,0.006255157761488099,0.382600511775801
l1_fixed250_l2_whole_count,11,l1_l2_fixed250,1,l2,fixed250,2048,1.5823938458717788,0.010093899725276427,0.6173994882241989
l1_fixed250_l2_whole_count,11,l1_l2_whole,0,l1,whole_count,128,6.677876891172159,0.17038948904682313,0.3685312848672494
l1_fixed250_l2_whole_count,11,l1_l2_whole,1,l2,whole_count,128,11.442367346919141,0.2919579317649542,0.6314687151327507
l1_fixed250_l2_whole_count,11,l1_whole,0,l1,whole_count,128,15.73182619497917,0.4014056968734291,1.0
l1_fixed250_l2_whole_count,11,l1fixed250_l2whole,0,l1,fixed250,2048,3.8618466113097325,0.024634254329700952,0.595959525832446
l1_fixed250_l2_whole_count,11,l1fixed250_l2whole,1,l2,whole_count,128,2.6182018549270336,0.06680477696020479,0.4040404741675539
l1_fixed250_l2_whole_count,11,l1whole_l2fixed250,0,l1,whole_count,128,0.42017334312465227,0.010720940564320339,0.17912828710215783
l1_fixed250_l2_whole_count,11,l1whole_l2fixed250,1,l2,fixed250,2048,1.9254826664425306,0.012282421982702558,0.8208717128978421
l1_fixed250_l2_whole_count,11,l2_fixed250,0,l2,fixed250,2048,3.871641390598985,0.02469673404689326,1.0
l1_fixed250_l2_whole_count,11,l2_whole,0,l2,whole_count,128,5.916788857650696,0.1509699335107206,1.0
l1_fixed250_l2_whole_count,23,l1_fixed250,0,l1,fixed250,2048,9.263912903292296,0.05909338446523752,1.0
l1_fixed250_l2_whole_count,23,l1_l2_fixed250,0,l1,fixed250,2048,1.8142734167840493,0.01157303157556437,0.38508479221831565
l1_fixed250_l2_whole_count,23,l1_l2_fixed250,1,l2,fixed250,2048,2.897087440477448,0.018480171795300728,0.6149152077816843
l1_fixed250_l2_whole_count,23,l1_l2_whole,0,l1,whole_count,128,2.7494290990108996,0.07015310808892493,0.351608981937603
l1_fixed250_l2_whole_count,23,l1_l2_whole,1,l2,whole_count,128,5.070135361088181,0.12936713084903942,0.6483910180623971
l1_fixed250_l2_whole_count,23,l1_whole,0,l1,whole_count,128,16.037179307848085,0.40919693976821364,1.0
l1_fixed250_l2_whole_count,23,l1fixed250_l2whole,0,l1,fixed250,2048,3.7981913355039856,0.02422820499334623,0.6088348171179464
l1_fixed250_l2_whole_count,23,l1fixed250_l2whole,1,l2,whole_count,128,2.44026814269005,0.06226470609541495,0.3911651828820535
l1_fixed250_l2_whole_count,23,l1whole_l2fixed250,0,l1,whole_count,128,0.430731644855883,0.010990341103818876,0.18482871573747092
l1_fixed250_l2_whole_count,23,l1whole_l2fixed250,1,l2,fixed250,2048,1.899705176810348,0.012117990481533987,0.8151712842625292
l1_fixed250_l2_whole_count,23,l2_fixed250,0,l2,fixed250,2048,3.8037825911947785,0.024263870939866743,1.0
l1_fixed250_l2_whole_count,23,l2_whole,0,l2,whole_count,128,5.873246008283447,0.14985891514721406,1.0
l1_fixed250_l2_whole_count,37,l1_fixed250,0,l1,fixed250,2048,19.357032948893583,0.12347618140372615,1.0
l1_fixed250_l2_whole_count,37,l1_l2_fixed250,0,l1,fixed250,2048,0.9756811683436803,0.0062237526408451885,0.3815162059330807
l1_fixed250_l2_whole_count,37,l1_l2_fixed250,1,l2,fixed250,2048,1.581696875289984,0.010089453833893279,0.6184837940669191
l1_fixed250_l2_whole_count,37,l1_l2_whole,0,l1,whole_count,128,2.829932002503437,0.07220718138443777,0.3634854550054312
l1_fixed250_l2_whole_count,37,l1_l2_whole,1,l2,whole_count,128,4.955611995291886,0.12644500783000784,0.6365145449945687
l1_fixed250_l2_whole_count,37,l1_whole,0,l1,whole_count,128,42.247236740299535,1.0779601360030868,1.0
l1_fixed250_l2_whole_count,37,l1fixed250_l2whole,0,l1,fixed250,2048,1.703283817414572,0.010865042291160336,0.6137079280738998
l1_fixed250_l2_whole_count,37,l1fixed250_l2whole,1,l2,whole_count,128,1.072114282395327,0.02735555143561147,0.38629207192610004
l1_fixed250_l2_whole_count,37,l1whole_l2fixed250,0,l1,whole_count,128,0.3968413709901383,0.010125613205753725,0.17265343465930433
l1_fixed250_l2_whole_count,37,l1whole_l2fixed250,1,l2,fixed250,2048,1.9016438677960013,0.012130357157793844,0.8273465653406956
l1_fixed250_l2_whole_count,37,l2_fixed250,0,l2,fixed250,2048,1.957929796575178,0.012489398317188679,1.0
l1_fixed250_l2_whole_count,37,l2_whole,0,l2,whole_count,128,5.730099815883236,0.14620646587635172,1.0
l1_capacity_no_phase_l2_whole_count,11,l1_fixed250,0,l1,fixed250,2048,11.131253050011438,0.07100492231855984,1.0
l1_capacity_no_phase_l2_whole_count,11,l1_l2_fixed250,0,l1,fixed250,2048,6.1770739433129815,0.039402810584787465,0.5158546976276294
l1_capacity_no_phase_l2_whole_count,11,l1_l2_fixed250,1,l2,fixed250,2048,5.797371519180244,0.0369807345607691,0.4841453023723706
l1_capacity_no_phase_l2_whole_count,11,l1_l2_whole,0,l1,whole_count,128,19.219772318460752,0.49040244950726736,0.4959738742575484
l1_capacity_no_phase_l2_whole_count,11,l1_l2_whole,1,l2,whole_count,128,19.53180980314177,0.4983642476123718,0.5040261257424515
l1_capacity_no_phase_l2_whole_count,11,l1_whole,0,l1,whole_count,128,37.68826970353211,0.9616357298129989,1.0
l1_capacity_no_phase_l2_whole_count,11,l1fixed250_l2whole,0,l1,fixed250,2048,8.969456333294524,0.05721508147590248,0.6544354551145026
l1_capacity_no_phase_l2_whole_count,11,l1fixed250_l2whole,1,l2,whole_count,128,4.736183028382774,0.12084616404132682,0.34556454488549737
l1_capacity_no_phase_l2_whole_count,11,l1whole_l2fixed250,0,l1,whole_count,128,3.8716323635413206,0.09878670585751935,0.31930874618309407
l1_capacity_no_phase_l2_whole_count,11,l1whole_l2fixed250,1,l2,fixed250,2048,8.253410905149156,0.05264751394567106,0.680691253816906
l1_capacity_no_phase_l2_whole_count,11,l2_fixed250,0,l2,fixed250,2048,9.04566558787513,0.05770121113059087,1.0
l1_capacity_no_phase_l2_whole_count,11,l2_whole,0,l2,whole_count,128,13.26722465473385,0.33852011153094436,1.0
l1_capacity_no_phase_l2_whole_count,23,l1_fixed250,0,l1,fixed250,2048,5.117331271632545,0.03264283974033207,1.0
l1_capacity_no_phase_l2_whole_count,23,l1_l2_fixed250,0,l1,fixed250,2048,5.688670861615981,0.03628734616041116,0.515484140410125
l1_capacity_no_phase_l2_whole_count,23,l1_l2_fixed250,1,l2,fixed250,2048,5.346917657344097,0.034107343638465175,0.48451585958987486
l1_capacity_no_phase_l2_whole_count,23,l1_l2_whole,0,l1,whole_count,128,1.019288612157931,0.026007677087672428,0.38094891362741484
l1_capacity_no_phase_l2_whole_count,23,l1_l2_whole,1,l2,whole_count,128,1.6563683478586058,0.042263096649483065,0.6190510863725852
l1_capacity_no_phase_l2_whole_count,23,l1_whole,0,l1,whole_count,128,5.906093815422707,0.15069704396659464,1.0
l1_capacity_no_phase_l2_whole_count,23,l1fixed250_l2whole,0,l1,fixed250,2048,4.145005327074816,0.02644048966784217,0.6360750224307675
l1_capacity_no_phase_l2_whole_count,23,l1fixed250_l2whole,1,l2,whole_count,128,2.3715299571352664,0.060510815674019426,0.3639249775692325
l1_capacity_no_phase_l2_whole_count,23,l1whole_l2fixed250,0,l1,whole_count,128,3.1627318450446937,0.08069874180844472,0.29070614888373636
l1_capacity_no_phase_l2_whole_count,23,l1whole_l2fixed250,1,l2,fixed250,2048,7.7167485415555275,0.04922420937546177,0.7092938511162636
l1_capacity_no_phase_l2_whole_count,23,l2_fixed250,0,l2,fixed250,2048,4.23656978212373,0.02702456829660739,1.0
l1_capacity_no_phase_l2_whole_count,23,l2_whole,0,l2,whole_count,128,5.618603318439925,0.14336157497173047,1.0
l1_capacity_no_phase_l2_whole_count,37,l1_fixed250,0,l1,fixed250,2048,5.195798443562723,0.033143372377801274,1.0
l1_capacity_no_phase_l2_whole_count,37,l1_l2_fixed250,0,l1,fixed250,2048,2.512999502222661,0.016030121104983443,0.4412427495943298
l1_capacity_no_phase_l2_whole_count,37,l1_l2_fixed250,1,l2,fixed250,2048,3.1822770876659314,0.020299362200342775,0.5587572504056701
l1_capacity_no_phase_l2_whole_count,37,l1_l2_whole,0,l1,whole_count,128,2.9843388225393475,0.07614695140416415,0.39377668526410586
l1_capacity_no_phase_l2_whole_count,37,l1_l2_whole,1,l2,whole_count,128,4.594420749114197,0.11722902603109825,0.6062233147358942
l1_capacity_no_phase_l2_whole_count,37,l1_whole,0,l1,whole_count,128,5.848272775112538,0.14922171016287789,1.0
l1_capacity_no_phase_l2_whole_count,37,l1fixed250_l2whole,0,l1,fixed250,2048,4.138290195031582,0.026397654649453275,0.6230982786694951
l1_capacity_no_phase_l2_whole_count,37,l1fixed250_l2whole,1,l2,whole_count,128,2.5031824854388156,0.06386999814996751,0.37690172133050504
l1_capacity_no_phase_l2_whole_count,37,l1whole_l2fixed250,0,l1,whole_count,128,1.2012540529305602,0.0306506195951055,0.22905095045593526
l1_capacity_no_phase_l2_whole_count,37,l1whole_l2fixed250,1,l2,fixed250,2048,4.043229982343753,0.025791277003813635,0.7709490495440647
l1_capacity_no_phase_l2_whole_count,37,l2_fixed250,0,l2,fixed250,2048,1.8839067543683226,0.012017214247878006,1.0
l1_capacity_no_phase_l2_whole_count,37,l2_whole,0,l2,whole_count,128,5.554185480859711,0.1417179204675116,1.0
