method,seed,feature,feature_dim,probe_C,train_ba,val_ba,test_ba,train_test_gap
l1_capacity_no_phase_l2_whole_count,11,l1_fixed250,2048,1.0,0.976250018402764,0.5241221741221741,0.4378642191142191,0.538385799288545
l1_capacity_no_phase_l2_whole_count,11,l1_l2_fixed250,4096,1.0,0.9778525825053279,0.43860630110630106,0.4491203241203241,0.5287322583850038
l1_capacity_no_phase_l2_whole_count,11,l1_l2_whole,256,10.0,0.9739049171649524,0.39905002405002404,0.4316801254301254,0.5422247917348271
l1_capacity_no_phase_l2_whole_count,11,l1_whole,128,10.0,0.9388686932580739,0.39998196248196244,0.42378871128871126,0.5150799819693626
l1_capacity_no_phase_l2_whole_count,11,l1fixed250_l2whole,2176,1.0,0.9762802554613028,0.4914201539201539,0.46359681984681983,0.5126834356144829
l1_capacity_no_phase_l2_whole_count,11,l1whole_l2fixed250,2176,1.0,0.9677225631536106,0.40738335738335735,0.46221348096348097,0.5055090821901296
l1_capacity_no_phase_l2_whole_count,11,l2_fixed250,2048,1.0,0.9597376081653258,0.3768278018278018,0.364957264957265,0.5947803432080608
l1_capacity_no_phase_l2_whole_count,11,l2_whole,128,1.0,0.91974171153541,0.3615079365079365,0.3819049006549007,0.5378368108805093
l1_capacity_no_phase_l2_whole_count,23,l1_fixed250,2048,0.1,0.9577854258899364,0.5154581529581529,0.488281857031857,0.4695035688580794
l1_capacity_no_phase_l2_whole_count,23,l1_l2_fixed250,4096,1.0,0.9885595091662425,0.5043831168831169,0.4609272671772671,0.5276322419889754
l1_capacity_no_phase_l2_whole_count,23,l1_l2_whole,256,0.01,0.7481280914518252,0.41336580086580094,0.4893974081474081,0.2587306833044171
l1_capacity_no_phase_l2_whole_count,23,l1_whole,128,0.1,0.7650914446086329,0.46819985569985567,0.49122197247197247,0.2738694721366604
l1_capacity_no_phase_l2_whole_count,23,l1fixed250_l2whole,2176,0.1,0.9545768062597482,0.4853655603655604,0.46911005661005656,0.4854667496496916
l1_capacity_no_phase_l2_whole_count,23,l1whole_l2fixed250,2176,1.0,0.9772448492916492,0.46082852332852337,0.4205773393273393,0.5566675099643099
l1_capacity_no_phase_l2_whole_count,23,l2_fixed250,2048,0.1,0.9539423794120861,0.46714165464165464,0.4605304417804417,0.4934119376316444
l1_capacity_no_phase_l2_whole_count,23,l2_whole,128,0.1,0.8667989721899132,0.40325276575276575,0.4702776390276389,0.3965213331622743
l1_capacity_no_phase_l2_whole_count,37,l1_fixed250,2048,0.1,0.9431261566965848,0.4592712842712843,0.5061008436008435,0.43702531309574133
l1_capacity_no_phase_l2_whole_count,37,l1_l2_fixed250,4096,0.1,0.9679362383672858,0.4731240981240981,0.4919164169164169,0.4760198214508689
l1_capacity_no_phase_l2_whole_count,37,l1_l2_whole,256,0.1,0.8765787529874104,0.40794252044252044,0.4456501831501831,0.43092856983722727
l1_capacity_no_phase_l2_whole_count,37,l1_whole,128,0.1,0.7589176076131579,0.4303270803270804,0.46417887667887664,0.2947387309342812
l1_capacity_no_phase_l2_whole_count,37,l1fixed250_l2whole,2176,0.1,0.9544438370257354,0.4751443001443001,0.5170156232656232,0.4374282137601122
l1_capacity_no_phase_l2_whole_count,37,l1whole_l2fixed250,2176,0.1,0.9451085371637059,0.4384018759018759,0.4764874014874015,0.4686211356763044
l1_capacity_no_phase_l2_whole_count,37,l2_fixed250,2048,0.01,0.8794182050994747,0.4442159692159691,0.498049173049173,0.38136903205030165
l1_capacity_no_phase_l2_whole_count,37,l2_whole,128,0.1,0.8340009118675744,0.4003667628667628,0.4341533466533467,0.3998475652142277
