method,seed,aggregation,split,both_correct,both_wrong,l1_only_correct,l2_only_correct,oracle_union_accuracy,prediction_disagreement
l1_l2_timeshared_count,11,whole,train,0.8296041308089501,0.07056798623063683,0.043029259896729774,0.05679862306368331,0.9294320137693631,0.12048192771084337
l1_l2_timeshared_count,11,whole,val,0.3412698412698413,0.42857142857142855,0.09523809523809523,0.1349206349206349,0.5714285714285714,0.38095238095238093
l1_l2_timeshared_count,23,fixed250,test,0.410958904109589,0.3904109589041096,0.0958904109589041,0.10273972602739725,0.6095890410958904,0.3698630136986301
l1_l2_timeshared_count,23,fixed250,train,0.8864027538726333,0.05163511187607573,0.058519793459552494,0.0034423407917383822,0.9483648881239243,0.06884681583476764
l1_l2_timeshared_count,23,fixed250,val,0.3412698412698413,0.46825396825396826,0.10317460317460317,0.0873015873015873,0.5317460317460317,0.373015873015873
l1_l2_timeshared_count,23,whole,test,0.3493150684931507,0.4246575342465753,0.0958904109589041,0.13013698630136986,0.5753424657534246,0.363013698630137
l1_l2_timeshared_count,23,whole,train,0.6833046471600689,0.20654044750430292,0.060240963855421686,0.04991394148020654,0.7934595524956971,0.1738382099827883
l1_l2_timeshared_count,23,whole,val,0.35714285714285715,0.5079365079365079,0.09523809523809523,0.03968253968253968,0.49206349206349204,0.2222222222222222
l1_l2_timeshared_count,37,fixed250,test,0.4657534246575342,0.3561643835616438,0.10273972602739725,0.07534246575342465,0.6438356164383562,0.3767123287671233
l1_l2_timeshared_count,37,fixed250,train,0.9569707401032702,0.01721170395869191,0.025817555938037865,0.0,0.9827882960413081,0.027538726333907058
l1_l2_timeshared_count,37,fixed250,val,0.36507936507936506,0.4365079365079365,0.10317460317460317,0.09523809523809523,0.5634920634920635,0.42063492063492064
l1_l2_timeshared_count,37,whole,test,0.3150684931506849,0.3767123287671233,0.1643835616438356,0.14383561643835616,0.6232876712328768,0.5
l1_l2_timeshared_count,37,whole,train,0.7521514629948365,0.05679862306368331,0.0034423407917383822,0.18760757314974183,0.9432013769363167,0.20309810671256454
l1_l2_timeshared_count,37,whole,val,0.3492063492063492,0.4365079365079365,0.09523809523809523,0.11904761904761904,0.5634920634920635,0.42857142857142855
l1_fixed250_l2_whole_count,11,fixed250,test,0.4520547945205479,0.3698630136986301,0.08904109589041095,0.08904109589041095,0.6301369863013698,0.363013698630137
l1_fixed250_l2_whole_count,11,fixed250,train,0.9741824440619621,0.0068846815834767644,0.0017211703958691911,0.01721170395869191,0.9931153184165232,0.0189328743545611
l1_fixed250_l2_whole_count,11,fixed250,val,0.4603174603174603,0.35714285714285715,0.09523809523809523,0.0873015873015873,0.6428571428571429,0.31746031746031744
l1_fixed250_l2_whole_count,11,whole,test,0.3424657534246575,0.3835616438356164,0.1232876712328767,0.1506849315068493,0.6164383561643836,0.4931506849315068
l1_fixed250_l2_whole_count,11,whole,train,0.8003442340791739,0.06540447504302926,0.03270223752151463,0.10154905335628227,0.9345955249569707,0.1703958691910499
l1_fixed250_l2_whole_count,11,whole,val,0.31746031746031744,0.38095238095238093,0.15079365079365079,0.15079365079365079,0.6190476190476191,0.5238095238095238
l1_fixed250_l2_whole_count,23,fixed250,test,0.4657534246575342,0.3561643835616438,0.04794520547945205,0.13013698630136986,0.6438356164383562,0.3219178082191781
l1_fixed250_l2_whole_count,23,fixed250,train,0.9879518072289156,0.0051635111876075735,0.0068846815834767644,0.0,0.9948364888123924,0.008605851979345954
l1_fixed250_l2_whole_count,23,fixed250,val,0.3888888888888889,0.31746031746031744,0.15873015873015872,0.1349206349206349,0.6825396825396826,0.3968253968253968
l1_fixed250_l2_whole_count,23,whole,test,0.363013698630137,0.363013698630137,0.15753424657534246,0.11643835616438356,0.636986301369863,0.4520547945205479
l1_fixed250_l2_whole_count,23,whole,train,0.8089500860585198,0.06540447504302926,0.029259896729776247,0.0963855421686747,0.9345955249569707,0.14629948364888123
l1_fixed250_l2_whole_count,23,whole,val,0.3333333333333333,0.4126984126984127,0.12698412698412698,0.12698412698412698,0.5873015873015873,0.4365079365079365
l1_fixed250_l2_whole_count,37,fixed250,test,0.3767123287671233,0.3287671232876712,0.1232876712328767,0.17123287671232876,0.6712328767123288,0.4863013698630137
l1_fixed250_l2_whole_count,37,fixed250,train,0.9432013769363167,0.0034423407917383822,0.05335628227194492,0.0,0.9965576592082617,0.05679862306368331
l1_fixed250_l2_whole_count,37,fixed250,val,0.3253968253968254,0.3412698412698413,0.18253968253968253,0.15079365079365079,0.6587301587301587,0.5555555555555556
l1_fixed250_l2_whole_count,37,whole,test,0.21232876712328766,0.4041095890410959,0.2054794520547945,0.1780821917808219,0.5958904109589042,0.6164383561643836
l1_fixed250_l2_whole_count,37,whole,train,0.8123924268502581,0.06712564543889846,0.09294320137693632,0.027538726333907058,0.9328743545611016,0.1549053356282272
l1_fixed250_l2_whole_count,37,whole,val,0.2857142857142857,0.373015873015873,0.16666666666666666,0.1746031746031746,0.626984126984127,0.5158730158730159
l1_capacity_no_phase_l2_whole_count,11,fixed250,test,0.2602739726027397,0.4383561643835616,0.18493150684931506,0.11643835616438356,0.5616438356164384,0.5753424657534246
l1_capacity_no_phase_l2_whole_count,11,fixed250,train,0.9586919104991394,0.024096385542168676,0.01721170395869191,0.0,0.9759036144578314,0.020654044750430294
l1_capacity_no_phase_l2_whole_count,11,fixed250,val,0.3492063492063492,0.42063492063492064,0.19047619047619047,0.03968253968253968,0.5793650793650794,0.42857142857142855
l1_capacity_no_phase_l2_whole_count,11,whole,test,0.2671232876712329,0.4383561643835616,0.17123287671232876,0.1232876712328767,0.5616438356164384,0.5068493150684932
l1_capacity_no_phase_l2_whole_count,11,whole,train,0.9053356282271945,0.04647160068846816,0.03270223752151463,0.01549053356282272,0.9535283993115319,0.06884681583476764
l1_capacity_no_phase_l2_whole_count,11,whole,val,0.2619047619047619,0.46825396825396826,0.15873015873015872,0.1111111111111111,0.5317460317460317,0.46825396825396826
l1_capacity_no_phase_l2_whole_count,23,fixed250,test,0.3356164383561644,0.3835616438356164,0.15753424657534246,0.1232876712328767,0.6164383561643836,0.4589041095890411
l1_capacity_no_phase_l2_whole_count,23,fixed250,train,0.9432013769363167,0.03098106712564544,0.01549053356282272,0.010327022375215147,0.9690189328743546,0.029259896729776247
l1_capacity_no_phase_l2_whole_count,23,fixed250,val,0.4365079365079365,0.42063492063492064,0.09523809523809523,0.047619047619047616,0.5793650793650794,0.2619047619047619
l1_capacity_no_phase_l2_whole_count,23,whole,test,0.363013698630137,0.3835616438356164,0.14383561643835616,0.1095890410958904,0.6164383561643836,0.4246575342465753
l1_capacity_no_phase_l2_whole_count,23,whole,train,0.7555938037865749,0.11187607573149742,0.01549053356282272,0.11703958691910499,0.8881239242685026,0.1686746987951807
l1_capacity_no_phase_l2_whole_count,23,whole,val,0.3333333333333333,0.42857142857142855,0.15873015873015872,0.07936507936507936,0.5714285714285714,0.4126984126984127
l1_capacity_no_phase_l2_whole_count,37,fixed250,test,0.410958904109589,0.3904109589041096,0.10273972602739725,0.0958904109589041,0.6095890410958904,0.3356164383561644
l1_capacity_no_phase_l2_whole_count,37,fixed250,train,0.882960413080895,0.055077452667814115,0.060240963855421686,0.0017211703958691911,0.9449225473321858,0.07056798623063683
l1_capacity_no_phase_l2_whole_count,37,fixed250,val,0.373015873015873,0.4365079365079365,0.09523809523809523,0.09523809523809523,0.5634920634920635,0.31746031746031744
l1_capacity_no_phase_l2_whole_count,37,whole,test,0.3287671232876712,0.410958904109589,0.14383561643835616,0.11643835616438356,0.589041095890411,0.4726027397260274
l1_capacity_no_phase_l2_whole_count,37,whole,train,0.7435456110154905,0.1342512908777969,0.025817555938037865,0.0963855421686747,0.8657487091222031,0.16695352839931152
l1_capacity_no_phase_l2_whole_count,37,whole,val,0.3412698412698413,0.4603174603174603,0.1111111111111111,0.0873015873015873,0.5396825396825397,0.2698412698412698
