reset_case,phase,delay_steps,layer,state,corr_mean_mean,corr_mean_std,corr_mean_count,cosine_mean_mean,cosine_mean_std,cosine_mean_count,normalized_l2_mean_mean,normalized_l2_mean_std,normalized_l2_mean_count
intact,0.25,32,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.25,32,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,0,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,0,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,0,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,0,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,0,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,0,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,1,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,1,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,1,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,1,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,1,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,1,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,2,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,2,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,2,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,2,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,2,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,2,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,4,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,4,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,4,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,4,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,4,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,4,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,8,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,8,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,8,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,8,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,8,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,8,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,16,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,16,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,16,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,16,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,16,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,16,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,32,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,32,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,32,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,32,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,32,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.5,32,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,0,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,0,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,0,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,0,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,0,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,0,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,1,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,1,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,1,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,1,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,1,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,1,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,2,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,2,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,2,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,2,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,2,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,2,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,4,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,4,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,4,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,4,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,4,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,4,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,8,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,8,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,8,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,8,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,8,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,8,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,16,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,16,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,16,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,16,L2,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,16,L2,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,16,L2,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
intact,0.75,32,L1,spike50,1.0,0.0,3,1.0,1.3597399555105182e-16,3,0.0,0.0,3
intact,0.75,32,L1,syn_current,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
intact,0.75,32,L1,pre_reset,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
intact,0.75,32,L2,spike50,1.0,1.3597399555105182e-16,3,1.0,0.0,3,0.0,0.0,3
intact,0.75,32,L2,syn_current,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
intact,0.75,32,L2,pre_reset,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
reset_l1,0.25,0,L1,spike50,0.9253635737314984,0.005427051383473308,6,0.9301952956194044,0.005255151640321564,6,0.3598190389383639,0.02262256698705622,6
reset_l1,0.25,0,L1,syn_current,0.5345472374163082,0.019819387070771875,6,0.5606199892379801,0.020568371654366528,6,0.883569967353634,0.01619224268408995,6
reset_l1,0.25,0,L1,pre_reset,0.4166897486488161,0.024273835162107973,6,0.45161307277345064,0.02273808738342106,6,0.9401200524880081,0.010477864395347041,6
reset_l1,0.25,0,L2,spike50,0.9519615684829406,0.0034207581281812545,6,0.9604865574017817,0.0027644072168718863,6,0.2080108766722907,0.02618724832922319,6
reset_l1,0.25,0,L2,syn_current,0.9014889508819456,0.024669680710933183,6,0.91163632846098,0.022034912797133016,6,0.35770242895940196,0.036150331926341726,6
reset_l1,0.25,0,L2,pre_reset,0.9539293259095151,0.0073705551661110156,6,0.9571892268358804,0.007164750294371693,6,0.25358562653411987,0.022459608344923505,6
reset_l1,0.25,1,L1,spike50,0.8789969590936274,0.021914981425959035,6,0.8868086999739105,0.02090081887093259,6,0.5543658719373212,0.03226273459926904,6
reset_l1,0.25,1,L1,syn_current,0.6166520962394122,0.02139170642472554,6,0.6394325629832022,0.019589362647139185,6,0.7895566667349545,0.027352711517147833,6
reset_l1,0.25,1,L1,pre_reset,0.5220032210845493,0.01992414133138805,6,0.5527848895235424,0.01755517571956178,6,0.8597130117348084,0.019204257117028525,6
reset_l1,0.25,1,L2,spike50,0.9133229609443618,0.0033230123360716243,6,0.9306378551439966,0.003545960432278063,6,0.30236254660037576,0.03134865203793024,6
reset_l1,0.25,1,L2,syn_current,0.8833839108151369,0.015765567093443556,6,0.8904105514665538,0.015774497916252878,6,0.46353485268894595,0.03082267815268691,6
reset_l1,0.25,1,L2,pre_reset,0.9179825981262324,0.011183443973578046,6,0.9213830028721355,0.009816778296693479,6,0.38354890935993247,0.02754036629156048,6
reset_l1,0.25,2,L1,spike50,0.6995750722235687,0.021564825425514404,6,0.713865993581296,0.022415339502274104,6,0.7741810288016051,0.020196989564017647,6
reset_l1,0.25,2,L1,syn_current,0.7092005671790177,0.020452748892642113,6,0.7266539323973052,0.018490500050780356,6,0.703311403706263,0.0216900708604163,6
reset_l1,0.25,2,L1,pre_reset,0.6291841093700096,0.02715961640749697,6,0.6544021032633146,0.023306109882515916,6,0.774434343015539,0.02277041756830546,6
reset_l1,0.25,2,L2,spike50,0.8508014459026866,0.004773258304703297,6,0.8846273047955426,0.00745809230608596,6,0.43432473635458896,0.030091154274383337,6
reset_l1,0.25,2,L2,syn_current,0.8337693136045593,0.01454531712903712,6,0.8450770920297562,0.013174547164248903,6,0.5699914367446673,0.03224152286244466,6
reset_l1,0.25,2,L2,pre_reset,0.8752462062234226,0.011126931485053358,6,0.8803187402452065,0.009899809747928602,6,0.4968035832205182,0.01676548538454101,6
reset_l1,0.25,4,L1,spike50,0.41023062515349507,0.07415269934087479,6,0.4310541366219672,0.07973666986071216,6,0.9512426554598917,0.046485288299318576,6
reset_l1,0.25,4,L1,syn_current,0.7926346781157214,0.02815503988467912,6,0.8066180391173378,0.026154798038045837,6,0.6102577406323054,0.04822029193150172,6
reset_l1,0.25,4,L1,pre_reset,0.7482861014121452,0.024033231931322584,6,0.7666528954682121,0.021322122036718932,6,0.6535263133873391,0.037461506255723726,6
reset_l1,0.25,4,L2,spike50,0.6559838448882158,0.031754234170895464,6,0.7275737684066689,0.040086787708329776,6,0.6672644241473936,0.06176033458847399,6
reset_l1,0.25,4,L2,syn_current,0.7749620630010415,0.04684675249908492,6,0.786226459872906,0.04100729983843943,6,0.6719008343303,0.0510665658581189,6
reset_l1,0.25,4,L2,pre_reset,0.8085316770607985,0.03518424332433592,6,0.8143704438831662,0.02905530028034921,6,0.626407671049462,0.0399304333146955,6
reset_l1,0.25,8,L1,spike50,0.6090072495860773,0.06659511278793177,6,0.6259927800136305,0.06873474146089374,6,0.8436845536661618,0.09080782530385587,6
reset_l1,0.25,8,L1,syn_current,0.9000586222818275,0.011392172077185089,6,0.9095276007398084,0.00923319541429721,6,0.45194348565394676,0.03626389023747244,6
reset_l1,0.25,8,L1,pre_reset,0.8736316857180698,0.013669972934694801,6,0.8858695884525108,0.01054360962045167,6,0.4801556851511517,0.03232212040565903,6
reset_l1,0.25,8,L2,spike50,0.5122954697181844,0.10073454768233406,6,0.6064152090053846,0.11339657578911894,6,0.7845980601996109,0.11291606541506306,6
reset_l1,0.25,8,L2,syn_current,0.7371135067700257,0.07660124914988098,6,0.7478899331028178,0.0666256757966773,6,0.7057196559394874,0.08160913942275672,6
reset_l1,0.25,8,L2,pre_reset,0.7537773344026348,0.06542988948931845,6,0.760582171161701,0.05556745936585603,6,0.6894239068280906,0.0655331613409256,6
reset_l1,0.25,16,L1,spike50,0.8344231849298162,0.03444597134658352,6,0.8435957517164657,0.03511208757296216,6,0.5584005151508759,0.06677762009640088,6
reset_l1,0.25,16,L1,syn_current,0.9801730823556566,0.0022657732403479967,6,0.9823095438133339,0.0016871057381669147,6,0.22744753963278433,0.015029847322387596,6
reset_l1,0.25,16,L1,pre_reset,0.9680964952592799,0.0038322387448344424,6,0.9715320541315874,0.002601582889648505,6,0.2565262884851589,0.007911719264676514,6
reset_l1,0.25,16,L2,spike50,0.5880184887561495,0.08137700633851598,6,0.7038340513126532,0.08424512008920398,6,0.6845672318234627,0.1013538406611137,6
reset_l1,0.25,16,L2,syn_current,0.7909038778904063,0.040231564104709246,6,0.8236027427107334,0.03213522071010625,6,0.6001985353879654,0.05906008615416856,6
reset_l1,0.25,16,L2,pre_reset,0.7805558416684772,0.04157432487385802,6,0.8060222856234551,0.03322923383033424,6,0.6228644466553311,0.05761031896482507,6
reset_l1,0.25,32,L1,spike50,0.9570442957778761,0.005220186413590532,6,0.9602985806238952,0.005181520001678912,6,0.2842360057979991,0.026281231385470002,6
reset_l1,0.25,32,L1,syn_current,0.9980517088154062,0.0002886721316715516,6,0.9982886709746758,0.00018780963242007528,6,0.0784532453858265,0.003658769139637085,6
reset_l1,0.25,32,L1,pre_reset,0.9907892301330863,0.0017603950532422438,6,0.9918111222165411,0.0013517280912190555,6,0.13269423147067272,0.00951267455774648,6
reset_l1,0.25,32,L2,spike50,0.8344809664604921,0.016631202521435795,6,0.9136160624760298,0.011444447460670684,6,0.3893632222166712,0.028139895542255187,6
reset_l1,0.25,32,L2,syn_current,0.9138487610351897,0.01168303617459481,6,0.9401258930590478,0.005784363206589968,6,0.35200384049153993,0.02169329768945619,6
reset_l1,0.25,32,L2,pre_reset,0.9045101819453879,0.016817343241149814,6,0.9292723173087866,0.008775448723757868,6,0.37795516483637775,0.02728688489740406,6
reset_l1,0.5,0,L1,spike50,0.9581424650592821,0.004678732256925976,6,0.9616993144318506,0.004698489824397012,6,0.3287580838568698,0.013729189495945513,6
reset_l1,0.5,0,L1,syn_current,0.5078994685994178,0.027083212776985333,6,0.537015095977475,0.030819656745368105,6,0.8992527097191206,0.01732604430937092,6
reset_l1,0.5,0,L1,pre_reset,0.41011206961824276,0.028661569754405824,6,0.44440826391777644,0.03226371758642626,6,0.9475505418167559,0.009222089239760057,6
reset_l1,0.5,0,L2,spike50,0.9824730997759065,0.00413256059519817,6,0.9900691706569867,0.003042093168850029,6,0.12471862656447436,0.013940348150483664,6
reset_l1,0.5,0,L2,syn_current,0.958401868950284,0.011010272650583547,6,0.9675279859369844,0.0063480539821706835,6,0.25544774868112097,0.02489408348034527,6
reset_l1,0.5,0,L2,pre_reset,0.9829788863140602,0.005299990094842725,6,0.9861802801205823,0.0034184270506663525,6,0.16453393776315886,0.019688359476562892,6
reset_l1,0.5,1,L1,spike50,0.9162425362770762,0.010285248996646082,6,0.9227644769211096,0.010074773646209336,6,0.5503764182372154,0.008508613820082424,6
reset_l1,0.5,1,L1,syn_current,0.5889476353628402,0.032842345075756056,6,0.613910994221812,0.033168943591732676,6,0.8256496029654968,0.01902299477003942,6
reset_l1,0.5,1,L1,pre_reset,0.5098777294394262,0.03522830048870206,6,0.5395945304498321,0.036475055829936015,6,0.8794509424464999,0.015634632649856484,6
reset_l1,0.5,1,L2,spike50,0.9558142491851355,0.006977374962532771,6,0.9749816170804705,0.003486590466819544,6,0.213520336108474,0.015386569858197934,6
reset_l1,0.5,1,L2,syn_current,0.930177979049604,0.014134441563607525,6,0.9453032285369467,0.008407734122717454,6,0.3615119940771363,0.021133570941269098,6
reset_l1,0.5,1,L2,pre_reset,0.9578214491436458,0.00960949096445107,6,0.9651499304395829,0.006749630469692618,6,0.28279912005425434,0.024987779911515788,6
reset_l1,0.5,2,L1,spike50,0.7649836851486719,0.024316979366235787,6,0.7795380916132525,0.02691121008110567,6,0.7796599598668091,0.017004040811417247,6
reset_l1,0.5,2,L1,syn_current,0.6625462708246815,0.034408657154907644,6,0.6865974863643473,0.034670350286809266,6,0.7594665825422737,0.028442577713190424,6
reset_l1,0.5,2,L1,pre_reset,0.5953146535310945,0.03376823115712804,6,0.6245840496622939,0.03500156027273774,6,0.8109401246657891,0.02285875126302549,6
reset_l1,0.5,2,L2,spike50,0.9002257562509085,0.017526905091364925,6,0.9412956890934918,0.009723798086485592,6,0.33098444616416334,0.02780980762770156,6
reset_l1,0.5,2,L2,syn_current,0.8944885740727554,0.024610178971578096,6,0.9165567350789644,0.013373972144686325,6,0.4501222566637082,0.02952684608135409,6
reset_l1,0.5,2,L2,pre_reset,0.9277424281579073,0.01567891868733638,6,0.9399099372391034,0.009776944208259395,6,0.3801837142716203,0.029565446270651743,6
reset_l1,0.5,4,L1,spike50,0.3851412343147524,0.05521721958457722,6,0.4152708751390559,0.05105192049079961,6,0.9699989674050333,0.005189527891005126,6
reset_l1,0.5,4,L1,syn_current,0.7690098384590347,0.02725203100174293,6,0.7865963832070904,0.025804467701778903,6,0.656279894295842,0.02451520327909662,6
reset_l1,0.5,4,L1,pre_reset,0.7257815319927321,0.027355208732695924,6,0.7472715650729455,0.02706499566177312,6,0.6882321207991651,0.02768803632487169,6
reset_l1,0.5,4,L2,spike50,0.7247704852626534,0.047083022892935186,6,0.8238677651584462,0.0330835297165971,6,0.559246985223899,0.047638986206154026,6
reset_l1,0.5,4,L2,syn_current,0.8307700784653834,0.03538289537684348,6,0.8612588743314603,0.022464332667503622,6,0.569103242157805,0.04167695277804322,6
reset_l1,0.5,4,L2,pre_reset,0.86539967819589,0.030874956646220086,6,0.8855530179516403,0.021186027333387626,6,0.5219972643345777,0.04318281469323913,6
reset_l1,0.5,8,L1,spike50,0.5984576615177134,0.02386707789367778,6,0.6224688373516205,0.024861564338061946,6,0.8614404101341941,0.023596104564730467,6
reset_l1,0.5,8,L1,syn_current,0.8905797282630895,0.015486993013851407,6,0.9007532377873785,0.01475732138464761,6,0.492135906965862,0.022115659004520633,6
reset_l1,0.5,8,L1,pre_reset,0.8674304024363013,0.014924897837811688,6,0.8791578551470632,0.014979060882189206,6,0.5094016878479,0.025213972989572706,6
reset_l1,0.5,8,L2,spike50,0.5426792132526591,0.05862955362482154,6,0.6864014531523223,0.04953525380989342,6,0.7148002591752401,0.045692089134703164,6
reset_l1,0.5,8,L2,syn_current,0.7597427862349044,0.04310349722553622,6,0.7943161795855094,0.03152777122184254,6,0.6601321314086839,0.039515245630629345,6
reset_l1,0.5,8,L2,pre_reset,0.7823132670098745,0.03991985781377467,6,0.8079260568371129,0.02917205079249138,6,0.6466718563300464,0.04231479414321177,6
reset_l1,0.5,16,L1,spike50,0.8385314106777518,0.02113873798960826,6,0.8483793667398377,0.021174894445935937,6,0.6003176426816751,0.05215778421434269,6
reset_l1,0.5,16,L1,syn_current,0.9746896104033334,0.0032006752728887225,6,0.9775918588343556,0.0024714725661011076,6,0.27655798999261194,0.0028211162782943106,6
reset_l1,0.5,16,L1,pre_reset,0.9631915997736789,0.004167462956431281,6,0.966937819382988,0.0032492277954827525,6,0.29492251434984973,0.008063828205832502,6
reset_l1,0.5,16,L2,spike50,0.5485099529374428,0.047669357099091016,6,0.7140074291723876,0.044759736256853824,6,0.692791812851033,0.05620023796097555,6
reset_l1,0.5,16,L2,syn_current,0.7493675801375801,0.027741001680895452,6,0.8018414996244968,0.01665855574233459,6,0.6484064913261975,0.03833985564226643,6
reset_l1,0.5,16,L2,pre_reset,0.7493340351238107,0.029901841361797767,6,0.7895316789168683,0.02163868078195029,6,0.663676534457004,0.03615358716920255,6
reset_l1,0.5,32,L1,spike50,0.9435552308819085,0.013232341812387919,6,0.9471765695053086,0.01299426738909133,6,0.33667251878460264,0.029356369165889167,6
reset_l1,0.5,32,L1,syn_current,0.9969756527557929,0.00043318917110013564,6,0.9973027416551963,0.0003307444454226094,6,0.10612559397242087,0.0017455836023447262,6
reset_l1,0.5,32,L1,pre_reset,0.9891485333793836,0.0017241097789183204,6,0.9902570339979594,0.0011498676355757484,6,0.15005974323690066,0.0050739609538694086,6
reset_l1,0.5,32,L2,spike50,0.7657644936482946,0.02777230724119611,6,0.8787894636661658,0.021798672558419,6,0.46486943895924765,0.040481278936353865,6
reset_l1,0.5,32,L2,syn_current,0.8744816434851005,0.01385026888529749,6,0.9099721663162873,0.01126137490734663,6,0.43825980806274306,0.020251399256038624,6
reset_l1,0.5,32,L2,pre_reset,0.8589192107864149,0.01602230013167402,6,0.8935764611994621,0.013482773661464149,6,0.47254442770766253,0.02116548650999347,6
reset_l1,0.75,0,L1,spike50,0.9675257911917261,0.005005162650526543,6,0.970436552860225,0.004613163720532844,6,0.308331944698308,0.02253340491123402,6
reset_l1,0.75,0,L1,syn_current,0.4798182573973446,0.008401492946804517,6,0.5126804639850764,0.00770686195022732,6,0.9184058295353377,0.008025502192298906,6
reset_l1,0.75,0,L1,pre_reset,0.39209404784182916,0.009278827415231042,6,0.4291570531191538,0.005733181671173396,6,0.9556305070619989,0.005448520860320681,6
reset_l1,0.75,0,L2,spike50,0.9840138156970646,0.0009353282853614998,6,0.9921936934714181,0.00047554145902874715,6,0.12020220837093563,0.004948842444006288,6
reset_l1,0.75,0,L2,syn_current,0.9679504590966986,0.006683469602893921,6,0.9756262787846387,0.005285383243178132,6,0.22952382819637462,0.020264639282203394,6
reset_l1,0.75,0,L2,pre_reset,0.9876609640961261,0.0028753564056543373,6,0.9902283313847166,0.0020432330226467753,6,0.14529233203972133,0.012062396098360446,6
reset_l1,0.75,1,L1,spike50,0.9344277465217427,0.015561415879261594,6,0.9398064933497569,0.014938627915130231,6,0.5289081805302532,0.016437367282642005,6
reset_l1,0.75,1,L1,syn_current,0.59041623297259,0.012274117016285295,6,0.6145978130960438,0.01191888812643716,6,0.8328441465814723,0.01753196795125909,6
reset_l1,0.75,1,L1,pre_reset,0.5077974024611254,0.015652796924263843,6,0.5374290048801043,0.013569258797531812,6,0.8867915463547366,0.014336587516613826,6
reset_l1,0.75,1,L2,spike50,0.959562627218578,0.002672153291104824,6,0.9791809931300374,0.0012785078684804188,6,0.20256240400455097,0.007564670194921884,6
reset_l1,0.75,1,L2,syn_current,0.945823762993551,0.010830678091637245,6,0.9583987690995334,0.009147674704309786,6,0.32565433708122,0.021179237662221035,6
reset_l1,0.75,1,L2,pre_reset,0.9681083013079,0.006286901214848558,6,0.9746176101542248,0.005224498004522727,6,0.24982467447316034,0.016885973271147218,6
reset_l1,0.75,2,L1,spike50,0.808701413040711,0.028793347104868007,6,0.8223423850466759,0.026427631918665706,6,0.7510244642027479,0.015876775310893765,6
reset_l1,0.75,2,L1,syn_current,0.6489666179073765,0.030967865070450358,6,0.6714017244560093,0.02899226461216948,6,0.7846423569599911,0.034764860950055015,6
