objective,baseline_objective,variant,seed,readout,delta_ba
timestep_ce,whole_count_ce,multi_ho,11,l2_uend_linear,0.02126623376623374
timestep_ce,whole_count_ce,multi_ho,23,output_whole_count,-0.022401209901209973
timestep_ce,whole_count_ce,multi_ho,23,l1_whole_count_linear,-0.009577228327228293
timestep_ce,whole_count_ce,multi_ho,23,l2_whole_count_linear,-0.033112026862026966
timestep_ce,whole_count_ce,multi_ho,23,l2_fixed250_ordered_linear,-0.03628454878454879
timestep_ce,whole_count_ce,multi_ho,23,l2_relative10_ordered_linear,-0.007343351093351047
timestep_ce,whole_count_ce,multi_ho,23,l2_uend_linear,-0.028388972138972207
timestep_ce,whole_count_ce,multi_ho,37,output_whole_count,0.028122571872571833
timestep_ce,whole_count_ce,multi_ho,37,l1_whole_count_linear,0.011032717282717264
timestep_ce,whole_count_ce,multi_ho,37,l2_whole_count_linear,0.04555860805860812
timestep_ce,whole_count_ce,multi_ho,37,l2_fixed250_ordered_linear,0.06930569430569433
timestep_ce,whole_count_ce,multi_ho,37,l2_relative10_ordered_linear,-0.027462121212121215
timestep_ce,whole_count_ce,multi_ho,37,l2_uend_linear,0.006996475746475772
timestep_ce,whole_count_ce,multi_ho,53,output_whole_count,-0.04598526473526471
timestep_ce,whole_count_ce,multi_ho,53,l1_whole_count_linear,0.006633644133644201
timestep_ce,whole_count_ce,multi_ho,53,l2_whole_count_linear,0.02914169164169178
timestep_ce,whole_count_ce,multi_ho,53,l2_fixed250_ordered_linear,0.03773448773448773
timestep_ce,whole_count_ce,multi_ho,53,l2_relative10_ordered_linear,0.007715201465201549
timestep_ce,whole_count_ce,multi_ho,53,l2_uend_linear,-0.01268245643245644
timestep_ce,whole_count_ce,multi_ho,71,output_whole_count,-0.06687062937062938
timestep_ce,whole_count_ce,multi_ho,71,l1_whole_count_linear,-0.06712246087246088
timestep_ce,whole_count_ce,multi_ho,71,l2_whole_count_linear,0.008216089466089427
timestep_ce,whole_count_ce,multi_ho,71,l2_fixed250_ordered_linear,-0.03729950604950605
timestep_ce,whole_count_ce,multi_ho,71,l2_relative10_ordered_linear,-0.05105311355311348
timestep_ce,whole_count_ce,multi_ho,71,l2_uend_linear,-0.008008658008657993
fixed250_bin_ce,whole_count_ce,binary,11,output_whole_count,-0.06868270618270617
fixed250_bin_ce,whole_count_ce,binary,11,l1_whole_count_linear,-0.006426212676212739
fixed250_bin_ce,whole_count_ce,binary,11,l2_whole_count_linear,-0.03844280719280713
fixed250_bin_ce,whole_count_ce,binary,11,l2_fixed250_ordered_linear,-0.09825036075036075
fixed250_bin_ce,whole_count_ce,binary,11,l2_relative10_ordered_linear,-0.09624888999889003
fixed250_bin_ce,whole_count_ce,binary,11,l2_uend_linear,-0.008890415140415164
fixed250_bin_ce,whole_count_ce,binary,23,output_whole_count,0.003848928848928901
fixed250_bin_ce,whole_count_ce,binary,23,l1_whole_count_linear,-0.01091963591963585
fixed250_bin_ce,whole_count_ce,binary,23,l2_whole_count_linear,-0.020078532578532593
fixed250_bin_ce,whole_count_ce,binary,23,l2_fixed250_ordered_linear,-0.03232531357531354
fixed250_bin_ce,whole_count_ce,binary,23,l2_relative10_ordered_linear,-0.05009920634920639
fixed250_bin_ce,whole_count_ce,binary,23,l2_uend_linear,-0.03541458541458542
fixed250_bin_ce,whole_count_ce,binary,37,output_whole_count,-0.06656329781329784
fixed250_bin_ce,whole_count_ce,binary,37,l1_whole_count_linear,-0.04676226551226553
fixed250_bin_ce,whole_count_ce,binary,37,l2_whole_count_linear,-0.01322150072150069
fixed250_bin_ce,whole_count_ce,binary,37,l2_fixed250_ordered_linear,-0.07738580863580863
fixed250_bin_ce,whole_count_ce,binary,37,l2_relative10_ordered_linear,-0.062312687312687354
fixed250_bin_ce,whole_count_ce,binary,37,l2_uend_linear,-0.03304681429681433
fixed250_bin_ce,whole_count_ce,binary,53,output_whole_count,-0.04315961815961822
fixed250_bin_ce,whole_count_ce,binary,53,l1_whole_count_linear,0.004205516705516721
fixed250_bin_ce,whole_count_ce,binary,53,l2_whole_count_linear,-0.07805250305250305
fixed250_bin_ce,whole_count_ce,binary,53,l2_fixed250_ordered_linear,-0.09178807303807301
fixed250_bin_ce,whole_count_ce,binary,53,l2_relative10_ordered_linear,-0.005395299145299126
fixed250_bin_ce,whole_count_ce,binary,53,l2_uend_linear,0.016946941946941907
fixed250_bin_ce,whole_count_ce,binary,71,output_whole_count,-0.10329462204462203
fixed250_bin_ce,whole_count_ce,binary,71,l1_whole_count_linear,0.016679847929848002
fixed250_bin_ce,whole_count_ce,binary,71,l2_whole_count_linear,-0.034884559884559796
fixed250_bin_ce,whole_count_ce,binary,71,l2_fixed250_ordered_linear,-0.014240620490620581
fixed250_bin_ce,whole_count_ce,binary,71,l2_relative10_ordered_linear,-0.04189005439005422
fixed250_bin_ce,whole_count_ce,binary,71,l2_uend_linear,0.018675074925074808
fixed250_bin_ce,whole_count_ce,multi_h,11,output_whole_count,-0.09870823620823627
fixed250_bin_ce,whole_count_ce,multi_h,11,l1_whole_count_linear,-0.011627955377955412
fixed250_bin_ce,whole_count_ce,multi_h,11,l2_whole_count_linear,-0.06430652680652676
fixed250_bin_ce,whole_count_ce,multi_h,11,l2_fixed250_ordered_linear,-0.06648004773004773
fixed250_bin_ce,whole_count_ce,multi_h,11,l2_relative10_ordered_linear,0.052168664668664655
fixed250_bin_ce,whole_count_ce,multi_h,11,l2_uend_linear,-0.03884795759795767
fixed250_bin_ce,whole_count_ce,multi_h,23,output_whole_count,-0.04292235542235545
fixed250_bin_ce,whole_count_ce,multi_h,23,l1_whole_count_linear,-0.05499639249639249
fixed250_bin_ce,whole_count_ce,multi_h,23,l2_whole_count_linear,0.05395229770229765
fixed250_bin_ce,whole_count_ce,multi_h,23,l2_fixed250_ordered_linear,0.0007554945054944473
fixed250_bin_ce,whole_count_ce,multi_h,23,l2_relative10_ordered_linear,-0.036203379953379855
fixed250_bin_ce,whole_count_ce,multi_h,23,l2_uend_linear,0.03787740037740034
fixed250_bin_ce,whole_count_ce,multi_h,37,output_whole_count,-0.025559163059163004
fixed250_bin_ce,whole_count_ce,multi_h,37,l1_whole_count_linear,-0.09135170385170382
fixed250_bin_ce,whole_count_ce,multi_h,37,l2_whole_count_linear,-0.0545981795981797
fixed250_bin_ce,whole_count_ce,multi_h,37,l2_fixed250_ordered_linear,-0.04458041958041953
fixed250_bin_ce,whole_count_ce,multi_h,37,l2_relative10_ordered_linear,-0.07811216561216561
fixed250_bin_ce,whole_count_ce,multi_h,37,l2_uend_linear,-0.03611874236874235
fixed250_bin_ce,whole_count_ce,multi_h,53,output_whole_count,-0.028003246753246724
fixed250_bin_ce,whole_count_ce,multi_h,53,l1_whole_count_linear,-0.08251262626262629
fixed250_bin_ce,whole_count_ce,multi_h,53,l2_whole_count_linear,-0.07255383505383506
fixed250_bin_ce,whole_count_ce,multi_h,53,l2_fixed250_ordered_linear,-0.017990342990343022
fixed250_bin_ce,whole_count_ce,multi_h,53,l2_relative10_ordered_linear,0.021660977910977874
fixed250_bin_ce,whole_count_ce,multi_h,53,l2_uend_linear,0.009738178488178428
fixed250_bin_ce,whole_count_ce,multi_h,71,output_whole_count,-0.060735098235098206
fixed250_bin_ce,whole_count_ce,multi_h,71,l1_whole_count_linear,-0.02541971916971919
fixed250_bin_ce,whole_count_ce,multi_h,71,l2_whole_count_linear,-0.0952880452880453
fixed250_bin_ce,whole_count_ce,multi_h,71,l2_fixed250_ordered_linear,-0.08977966477966476
fixed250_bin_ce,whole_count_ce,multi_h,71,l2_relative10_ordered_linear,-0.07311785436785434
fixed250_bin_ce,whole_count_ce,multi_h,71,l2_uend_linear,0.058956321456321514
fixed250_bin_ce,whole_count_ce,multi_ho,11,output_whole_count,-0.04771409146409139
fixed250_bin_ce,whole_count_ce,multi_ho,11,l1_whole_count_linear,-0.04428904428904423
fixed250_bin_ce,whole_count_ce,multi_ho,11,l2_whole_count_linear,0.006163974913975023
fixed250_bin_ce,whole_count_ce,multi_ho,11,l2_fixed250_ordered_linear,-0.02711732711732706
fixed250_bin_ce,whole_count_ce,multi_ho,11,l2_relative10_ordered_linear,-0.013079975579975645
fixed250_bin_ce,whole_count_ce,multi_ho,11,l2_uend_linear,-0.08049034299034302
fixed250_bin_ce,whole_count_ce,multi_ho,23,output_whole_count,-0.02059260184260181
fixed250_bin_ce,whole_count_ce,multi_ho,23,l1_whole_count_linear,-0.08733766233766238
fixed250_bin_ce,whole_count_ce,multi_ho,23,l2_whole_count_linear,-0.04850982350982347
fixed250_bin_ce,whole_count_ce,multi_ho,23,l2_fixed250_ordered_linear,-0.07408008658008658
fixed250_bin_ce,whole_count_ce,multi_ho,23,l2_relative10_ordered_linear,-0.003921078921078847
fixed250_bin_ce,whole_count_ce,multi_ho,23,l2_uend_linear,-0.04963924963924965
fixed250_bin_ce,whole_count_ce,multi_ho,37,output_whole_count,0.0705044955044955
fixed250_bin_ce,whole_count_ce,multi_ho,37,l1_whole_count_linear,0.016797785547785438
fixed250_bin_ce,whole_count_ce,multi_ho,37,l2_whole_count_linear,0.04342324342324333
fixed250_bin_ce,whole_count_ce,multi_ho,37,l2_fixed250_ordered_linear,0.0527874902874903
fixed250_bin_ce,whole_count_ce,multi_ho,37,l2_relative10_ordered_linear,-0.009088134088134137
fixed250_bin_ce,whole_count_ce,multi_ho,37,l2_uend_linear,0.03874042624042631
fixed250_bin_ce,whole_count_ce,multi_ho,53,output_whole_count,-0.027203352203352127
fixed250_bin_ce,whole_count_ce,multi_ho,53,l1_whole_count_linear,-0.004390054390054243
fixed250_bin_ce,whole_count_ce,multi_ho,53,l2_whole_count_linear,0.007674963924963918
fixed250_bin_ce,whole_count_ce,multi_ho,53,l2_fixed250_ordered_linear,-0.014804639804639863
fixed250_bin_ce,whole_count_ce,multi_ho,53,l2_relative10_ordered_linear,-0.024240342990342834
fixed250_bin_ce,whole_count_ce,multi_ho,53,l2_uend_linear,-0.03909840159840158
fixed250_bin_ce,whole_count_ce,multi_ho,71,output_whole_count,-0.05949259074259072
fixed250_bin_ce,whole_count_ce,multi_ho,71,l1_whole_count_linear,-0.08508991008991007
fixed250_bin_ce,whole_count_ce,multi_ho,71,l2_whole_count_linear,-0.113938838938839
fixed250_bin_ce,whole_count_ce,multi_ho,71,l2_fixed250_ordered_linear,-0.06110902985902977
fixed250_bin_ce,whole_count_ce,multi_ho,71,l2_relative10_ordered_linear,-0.09106934731934713
fixed250_bin_ce,whole_count_ce,multi_ho,71,l2_uend_linear,-0.0514839327339327
fixed500_bin_ce,whole_count_ce,binary,11,output_whole_count,-0.06349900099900097
fixed500_bin_ce,whole_count_ce,binary,11,l1_whole_count_linear,-0.02226315351315361
fixed500_bin_ce,whole_count_ce,binary,11,l2_whole_count_linear,-0.05997752247752247
fixed500_bin_ce,whole_count_ce,binary,11,l2_fixed250_ordered_linear,0.012175324675324672
fixed500_bin_ce,whole_count_ce,binary,11,l2_relative10_ordered_linear,-0.05137362637362641
fixed500_bin_ce,whole_count_ce,binary,11,l2_uend_linear,-0.0015380452880453532
fixed500_bin_ce,whole_count_ce,binary,23,output_whole_count,-0.0025023587523587687
fixed500_bin_ce,whole_count_ce,binary,23,l1_whole_count_linear,-0.06960053835053825
fixed500_bin_ce,whole_count_ce,binary,23,l2_whole_count_linear,0.023238566988566967
fixed500_bin_ce,whole_count_ce,binary,23,l2_fixed250_ordered_linear,-0.0473013098013097
fixed500_bin_ce,whole_count_ce,binary,23,l2_relative10_ordered_linear,-0.05046689421689421
fixed500_bin_ce,whole_count_ce,binary,23,l2_uend_linear,-0.04045121545121544
fixed500_bin_ce,whole_count_ce,binary,37,output_whole_count,-0.08363858363858367
fixed500_bin_ce,whole_count_ce,binary,37,l1_whole_count_linear,-0.0402777777777778
fixed500_bin_ce,whole_count_ce,binary,37,l2_whole_count_linear,-0.03788364413364409
fixed500_bin_ce,whole_count_ce,binary,37,l2_fixed250_ordered_linear,-0.02478840603840604
fixed500_bin_ce,whole_count_ce,binary,37,l2_relative10_ordered_linear,-0.05033369408369415
fixed500_bin_ce,whole_count_ce,binary,37,l2_uend_linear,0.0336489898989899
fixed500_bin_ce,whole_count_ce,binary,53,output_whole_count,-0.06509046509046507
fixed500_bin_ce,whole_count_ce,binary,53,l1_whole_count_linear,-0.03537781662781658
fixed500_bin_ce,whole_count_ce,binary,53,l2_whole_count_linear,-0.0633186258186258
fixed500_bin_ce,whole_count_ce,binary,53,l2_fixed250_ordered_linear,-0.06135878010878004
fixed500_bin_ce,whole_count_ce,binary,53,l2_relative10_ordered_linear,-0.014083139083139073
fixed500_bin_ce,whole_count_ce,binary,53,l2_uend_linear,0.017485292485292403
fixed500_bin_ce,whole_count_ce,binary,71,output_whole_count,-0.09531718281718282
fixed500_bin_ce,whole_count_ce,binary,71,l1_whole_count_linear,-0.06565934065934059
fixed500_bin_ce,whole_count_ce,binary,71,l2_whole_count_linear,-0.054649517149517046
fixed500_bin_ce,whole_count_ce,binary,71,l2_fixed250_ordered_linear,0.03409992784992777
fixed500_bin_ce,whole_count_ce,binary,71,l2_relative10_ordered_linear,-0.012272449772449678
fixed500_bin_ce,whole_count_ce,binary,71,l2_uend_linear,-0.03422272172272178
fixed500_bin_ce,whole_count_ce,multi_h,11,output_whole_count,0.013780663780663782
fixed500_bin_ce,whole_count_ce,multi_h,11,l1_whole_count_linear,-0.028538128538128538
fixed500_bin_ce,whole_count_ce,multi_h,11,l2_whole_count_linear,-0.03562201687201688
fixed500_bin_ce,whole_count_ce,multi_h,11,l2_fixed250_ordered_linear,-0.01001082251082247
fixed500_bin_ce,whole_count_ce,multi_h,11,l2_relative10_ordered_linear,0.024041930291930247
fixed500_bin_ce,whole_count_ce,multi_h,11,l2_uend_linear,-0.034345515595515685
fixed500_bin_ce,whole_count_ce,multi_h,23,output_whole_count,-0.12582556332556338
fixed500_bin_ce,whole_count_ce,multi_h,23,l1_whole_count_linear,-0.11637390387390384
fixed500_bin_ce,whole_count_ce,multi_h,23,l2_whole_count_linear,-0.10097680097680106
fixed500_bin_ce,whole_count_ce,multi_h,23,l2_fixed250_ordered_linear,-0.009983072483072453
fixed500_bin_ce,whole_count_ce,multi_h,23,l2_relative10_ordered_linear,-0.08241550116550123
fixed500_bin_ce,whole_count_ce,multi_h,23,l2_uend_linear,0.0008886946386946204
fixed500_bin_ce,whole_count_ce,multi_h,37,output_whole_count,-0.010033022533022518
fixed500_bin_ce,whole_count_ce,multi_h,37,l1_whole_count_linear,0.008024614274614261
fixed500_bin_ce,whole_count_ce,multi_h,37,l2_whole_count_linear,-0.0015241702741704
fixed500_bin_ce,whole_count_ce,multi_h,37,l2_fixed250_ordered_linear,-0.09094308469308465
fixed500_bin_ce,whole_count_ce,multi_h,37,l2_relative10_ordered_linear,-0.06338383838383843
fixed500_bin_ce,whole_count_ce,multi_h,37,l2_uend_linear,-0.03544372294372289
fixed500_bin_ce,whole_count_ce,multi_h,53,output_whole_count,-0.018317099567099426
fixed500_bin_ce,whole_count_ce,multi_h,53,l1_whole_count_linear,-0.001080169830169897
fixed500_bin_ce,whole_count_ce,multi_h,53,l2_whole_count_linear,-0.062484043734043704
fixed500_bin_ce,whole_count_ce,multi_h,53,l2_fixed250_ordered_linear,-0.05525169275169273
fixed500_bin_ce,whole_count_ce,multi_h,53,l2_relative10_ordered_linear,0.018500249750249775
fixed500_bin_ce,whole_count_ce,multi_h,53,l2_uend_linear,0.04806374181374179
fixed500_bin_ce,whole_count_ce,multi_h,71,output_whole_count,-0.09132881007881005
fixed500_bin_ce,whole_count_ce,multi_h,71,l1_whole_count_linear,0.032249000999000965
fixed500_bin_ce,whole_count_ce,multi_h,71,l2_whole_count_linear,-0.06388195138195135
fixed500_bin_ce,whole_count_ce,multi_h,71,l2_fixed250_ordered_linear,-0.02619255744255733
fixed500_bin_ce,whole_count_ce,multi_h,71,l2_relative10_ordered_linear,-0.02543983793983784
fixed500_bin_ce,whole_count_ce,multi_h,71,l2_uend_linear,0.06709332334332335
fixed500_bin_ce,whole_count_ce,multi_ho,11,output_whole_count,0.014768564768564696
fixed500_bin_ce,whole_count_ce,multi_ho,11,l1_whole_count_linear,-0.012671356421356417
fixed500_bin_ce,whole_count_ce,multi_ho,11,l2_whole_count_linear,0.030731074481074483
fixed500_bin_ce,whole_count_ce,multi_ho,11,l2_fixed250_ordered_linear,-0.001713564213564167
fixed500_bin_ce,whole_count_ce,multi_ho,11,l2_relative10_ordered_linear,-0.012820512820512775
fixed500_bin_ce,whole_count_ce,multi_ho,11,l2_uend_linear,-0.023647186147186167
fixed500_bin_ce,whole_count_ce,multi_ho,23,output_whole_count,-0.045491314241314196
fixed500_bin_ce,whole_count_ce,multi_ho,23,l1_whole_count_linear,-0.01856476856476852
fixed500_bin_ce,whole_count_ce,multi_ho,23,l2_whole_count_linear,-0.019530469530469552
fixed500_bin_ce,whole_count_ce,multi_ho,23,l2_fixed250_ordered_linear,-0.03661616161616155
fixed500_bin_ce,whole_count_ce,multi_ho,23,l2_relative10_ordered_linear,0.027031302031302107
fixed500_bin_ce,whole_count_ce,multi_ho,23,l2_uend_linear,-0.041978160728160685
fixed500_bin_ce,whole_count_ce,multi_ho,37,output_whole_count,0.059323315573315605
fixed500_bin_ce,whole_count_ce,multi_ho,37,l1_whole_count_linear,0.029415029415029492
fixed500_bin_ce,whole_count_ce,multi_ho,37,l2_whole_count_linear,0.04395743145743136
fixed500_bin_ce,whole_count_ce,multi_ho,37,l2_fixed250_ordered_linear,0.04475385725385728
fixed500_bin_ce,whole_count_ce,multi_ho,37,l2_relative10_ordered_linear,-0.006856338106338122
fixed500_bin_ce,whole_count_ce,multi_ho,37,l2_uend_linear,-0.012905844155844115
fixed500_bin_ce,whole_count_ce,multi_ho,53,output_whole_count,-0.0392905705405705
fixed500_bin_ce,whole_count_ce,multi_ho,53,l1_whole_count_linear,0.02188644688644692
fixed500_bin_ce,whole_count_ce,multi_ho,53,l2_whole_count_linear,-0.014980158730158677
fixed500_bin_ce,whole_count_ce,multi_ho,53,l2_fixed250_ordered_linear,-0.01966783216783219
fixed500_bin_ce,whole_count_ce,multi_ho,53,l2_relative10_ordered_linear,0.019642857142857184
fixed500_bin_ce,whole_count_ce,multi_ho,53,l2_uend_linear,-0.011118048618048632
fixed500_bin_ce,whole_count_ce,multi_ho,71,output_whole_count,-0.02148545898545906
fixed500_bin_ce,whole_count_ce,multi_ho,71,l1_whole_count_linear,-0.06742216117216115
fixed500_bin_ce,whole_count_ce,multi_ho,71,l2_whole_count_linear,-0.045414307914308005
fixed500_bin_ce,whole_count_ce,multi_ho,71,l2_fixed250_ordered_linear,-0.05839646464646464
fixed500_bin_ce,whole_count_ce,multi_ho,71,l2_relative10_ordered_linear,-0.06339077589077591
fixed500_bin_ce,whole_count_ce,multi_ho,71,l2_uend_linear,-0.013281857031856997
relative10_bin_ce,whole_count_ce,binary,11,output_whole_count,-0.07399059274059272
relative10_bin_ce,whole_count_ce,binary,11,l1_whole_count_linear,0.002091658341658198
relative10_bin_ce,whole_count_ce,binary,11,l2_whole_count_linear,-0.04028957153957147
relative10_bin_ce,whole_count_ce,binary,11,l2_fixed250_ordered_linear,-0.061361555111555055
relative10_bin_ce,whole_count_ce,binary,11,l2_relative10_ordered_linear,-0.09891844266844263
relative10_bin_ce,whole_count_ce,binary,11,l2_uend_linear,-0.045260295260295236
relative10_bin_ce,whole_count_ce,binary,23,output_whole_count,0.025847763347763397
relative10_bin_ce,whole_count_ce,binary,23,l1_whole_count_linear,-0.06896853146853138
relative10_bin_ce,whole_count_ce,binary,23,l2_whole_count_linear,-0.05240176490176496
relative10_bin_ce,whole_count_ce,binary,23,l2_fixed250_ordered_linear,-0.058109945609945535
relative10_bin_ce,whole_count_ce,binary,23,l2_relative10_ordered_linear,-0.09724303474303475
relative10_bin_ce,whole_count_ce,binary,23,l2_uend_linear,-0.0730248917748918
relative10_bin_ce,whole_count_ce,binary,37,output_whole_count,-0.12856726606726604
relative10_bin_ce,whole_count_ce,binary,37,l1_whole_count_linear,-0.041529304029304215
relative10_bin_ce,whole_count_ce,binary,37,l2_whole_count_linear,-0.1184121434121434
relative10_bin_ce,whole_count_ce,binary,37,l2_fixed250_ordered_linear,-0.024032911532911483
relative10_bin_ce,whole_count_ce,binary,37,l2_relative10_ordered_linear,-0.03657106782106778
relative10_bin_ce,whole_count_ce,binary,37,l2_uend_linear,-0.07697996447996447
relative10_bin_ce,whole_count_ce,binary,53,output_whole_count,-0.022095959595959613
relative10_bin_ce,whole_count_ce,binary,53,l1_whole_count_linear,0.030479242979242926
relative10_bin_ce,whole_count_ce,binary,53,l2_whole_count_linear,-0.10446220446220439
relative10_bin_ce,whole_count_ce,binary,53,l2_fixed250_ordered_linear,-0.05007839382839374
relative10_bin_ce,whole_count_ce,binary,53,l2_relative10_ordered_linear,-0.023334304584304633
relative10_bin_ce,whole_count_ce,binary,53,l2_uend_linear,0.03565670440670432
relative10_bin_ce,whole_count_ce,binary,71,output_whole_count,-0.033027389277389296
relative10_bin_ce,whole_count_ce,binary,71,l1_whole_count_linear,-0.07293539793539794
relative10_bin_ce,whole_count_ce,binary,71,l2_whole_count_linear,-0.010232128982128885
relative10_bin_ce,whole_count_ce,binary,71,l2_fixed250_ordered_linear,-0.02196761571761574
relative10_bin_ce,whole_count_ce,binary,71,l2_relative10_ordered_linear,-0.013442807192807105
relative10_bin_ce,whole_count_ce,binary,71,l2_uend_linear,0.015678765678765583
relative10_bin_ce,whole_count_ce,multi_h,11,output_whole_count,-0.04881923631923635
relative10_bin_ce,whole_count_ce,multi_h,11,l1_whole_count_linear,-0.04479895104895104
relative10_bin_ce,whole_count_ce,multi_h,11,l2_whole_count_linear,-0.02781177156177156
relative10_bin_ce,whole_count_ce,multi_h,11,l2_fixed250_ordered_linear,-0.04041583416583411
relative10_bin_ce,whole_count_ce,multi_h,11,l2_relative10_ordered_linear,0.024118242868242823
relative10_bin_ce,whole_count_ce,multi_h,11,l2_uend_linear,0.047497641247641165
relative10_bin_ce,whole_count_ce,multi_h,23,output_whole_count,-0.01402833277833282
relative10_bin_ce,whole_count_ce,multi_h,23,l1_whole_count_linear,-0.0667596292596293
