run_key,split_seed,architecture,objective,train_regime,best_epoch,model_seed,sample_hash,trainable_parameters,history_file,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,train_output_firing_rate,train_hidden1_firing_rate,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,val_output_firing_rate,val_hidden1_firing_rate,test_loss,test_balanced_accuracy,test_accuracy,test_macro_f1,test_output_firing_rate,test_hidden1_firing_rate,hidden_1_tau_syn_ms_mean,hidden_1_tau_syn_ms_std,hidden_1_tau_mem_ms_mean,hidden_1_tau_mem_ms_std,hidden_1_threshold_mean,hidden_1_threshold_std,train_hidden2_firing_rate,val_hidden2_firing_rate,test_hidden2_firing_rate,hidden_2_tau_syn_ms_mean,hidden_2_tau_syn_ms_std,hidden_2_tau_mem_ms_mean,hidden_2_tau_mem_ms_std,hidden_2_threshold_mean,hidden_2_threshold_std,baseline_test_ba,delta_vs_fixed250_linear
split11__2h128__timestep_ce__weight_only,11,2h128,timestep_ce,weight_only,157,2564229023,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,79360,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__2h128__timestep_ce__weight_only.csv,1.798006156205631,0.9722600558356372,0.9748427672955975,0.9740452115859631,0.06892033542976939,0.1184035966981132,2.2744063422793435,0.4190705128205128,0.42857142857142855,0.41725958889756115,0.06355406746031746,0.08497256324404762,2.1450081238379846,0.588160403050109,0.5961538461538461,0.5804210106886446,0.06673177083333333,0.12793673001802885,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.30269138168238996,0.25234258742559523,0.29962392953725964,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.683183551198257,-0.09502314814814805
split11__2h128__whole_count_ce__weight_only,11,2h128,whole_count_ce,weight_only,108,2564229023,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,79360,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__2h128__whole_count_ce__weight_only.csv,0.025613639909828734,0.99375,0.9937106918238994,0.9935064935064934,0.05432171558350803,0.05444591850104822,2.6943820544651578,0.433295177045177,0.44642857142857145,0.4414080185577103,0.041914682539682536,0.03586542038690476,1.6213411092758179,0.6520084422657951,0.6586538461538461,0.6515961378094924,0.05178285256410257,0.06076754056490385,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.1596915127096436,0.10909598214285714,0.1745323768028846,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.683183551198257,-0.031175108932461892
split23__1h1024__timestep_ce__trainable_dynamics,23,1h1024,timestep_ce,trainable_dynamics,27,3735695246,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,506883,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__timestep_ce__trainable_dynamics.csv,1.86115739080641,0.9616041366041367,0.9656565656565657,0.9641043923321447,0.0721696127946128,0.05491684422348485,2.19930966914688,0.6177261396011395,0.6187845303867403,0.6079373564670932,0.06445672191528545,0.04103585764848066,2.2043055491258867,0.5097834967320262,0.5254237288135594,0.49701206227264016,0.07153366290018832,0.05203126379325565,641434.6804579755,3098734.402482484,25.125285157321628,1.5575387952291477,0.4936071754200384,0.03719602613022764,,,,,,,,,,0.5375632197323373,-0.027779723000311174
split23__1h1024__whole_count_ce__trainable_dynamics,23,1h1024,whole_count_ce,trainable_dynamics,25,3735695246,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,506883,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__whole_count_ce__trainable_dynamics.csv,0.05666313550689004,0.9878674024950621,0.9878787878787879,0.9877758843231406,0.056470959595959595,0.026572857481060606,1.7056257013457914,0.5802942223898107,0.585635359116022,0.573356033298693,0.0441701197053407,0.019079050306457183,2.264893981696522,0.4883802131963897,0.5028248587570622,0.5057228697851069,0.04955273069679849,0.024803377140713276,259758.33481366807,1996406.6999181258,24.15576519322403,1.2039625812443953,0.49052972020581365,0.02269210551327301,,,,,,,,,,0.5375632197323373,-0.04918300653594765
split23__1h1024__timestep_ce__weight_only,23,1h1024,timestep_ce,weight_only,70,3735695246,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,503808,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__timestep_ce__weight_only.csv,1.7657139421713473,0.996031746031746,0.9959595959595959,0.9959101762476302,0.07355850168350168,0.05955009075126263,2.164106058152341,0.6384882478632478,0.6408839779005525,0.6320532625446058,0.069722605893186,0.04373286969095304,2.195358859617158,0.5162426081543728,0.5310734463276836,0.5217145051800623,0.07385828625235405,0.05584165066649011,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,-0.0213206115779645
split23__1h1024__whole_count_ce__weight_only,23,1h1024,whole_count_ce,weight_only,38,3735695246,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,503808,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__whole_count_ce__weight_only.csv,0.026377667983373005,0.9957251082251082,0.9959595959595959,0.9958156706313991,0.06465698653198654,0.029240402067550506,2.0409507448502007,0.5721138134741076,0.574585635359116,0.5641996693515009,0.05763697053406998,0.020828162767610497,2.2286881114129966,0.4946555010893246,0.5028248587570622,0.5044370611128998,0.06544256120527307,0.027614097810734463,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,-0.04290771864301274
split23__1h128__timestep_ce__trainable_dynamics,23,1h128,timestep_ce,trainable_dynamics,43,1207237746,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,63363,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__timestep_ce__trainable_dynamics.csv,1.8334363108933573,0.9763087687506292,0.9777777777777777,0.9775454551380882,0.07518939393939394,0.16235302241161617,2.189579091678008,0.5892471091000503,0.5911602209944752,0.5795025661985251,0.0664134438305709,0.13085397962707182,2.213720925110208,0.49958274976657324,0.5141242937853108,0.5022081977124796,0.0701800847457627,0.16036866613700565,2076143.2157087903,5302317.331338669,27.166624346087634,2.6224240947073976,0.4636028737295419,0.04468533638915006,,,,,,,,,,0.5375632197323373,-0.037980469965764097
split23__1h128__whole_count_ce__trainable_dynamics,23,1h128,whole_count_ce,trainable_dynamics,122,1207237746,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,63363,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__whole_count_ce__trainable_dynamics.csv,0.0014354060295818732,1.0,1.0,1.0,0.06255260942760943,0.10052181976010101,1.98063756879522,0.5971070051952404,0.5911602209944752,0.5809091255408924,0.0528890423572744,0.07934435428176796,2.3110463740461964,0.4962097338935573,0.5084745762711864,0.503776335676116,0.0561734934086629,0.0999073093220339,1465107.3919801712,4554297.002546767,26.124472064046742,2.5603102308216723,0.4717228312510997,0.03054539327864999,,,,,,,,,,0.5375632197323373,-0.04135348583878001
split23__1h128__timestep_ce__weight_only,23,1h128,timestep_ce,weight_only,150,1207237746,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,62976,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__timestep_ce__weight_only.csv,1.7440268083052202,0.9950396825396824,0.9959595959595959,0.9954235289934251,0.07489478114478114,0.1630050505050505,2.1638459764132842,0.6606659544159543,0.6574585635359116,0.6482561836639126,0.06762200736648251,0.12894401761049723,2.1958070084200068,0.5130339635854342,0.5254237288135594,0.5196853874998304,0.07185734463276836,0.1588624426200565,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,-0.024529256146903156
split23__1h128__whole_count_ce__weight_only,23,1h128,whole_count_ce,weight_only,146,1207237746,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,62976,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__whole_count_ce__weight_only.csv,0.002352516947436438,1.0,1.0,1.0,0.07084385521885522,0.10150232796717172,1.9265093223824685,0.6025127786157198,0.6022099447513812,0.58754705895047,0.06074470534069982,0.07864025811464088,2.323394576034977,0.4941604419545596,0.5084745762711864,0.5066886478992482,0.06862052730696798,0.1003073137358757,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,-0.043402777777777735
split23__1h256__timestep_ce__trainable_dynamics,23,1h256,timestep_ce,trainable_dynamics,40,620995131,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,126723,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__timestep_ce__trainable_dynamics.csv,1.82580414227765,0.957784365393061,0.9595959595959596,0.9589727097936067,0.07577861952861953,0.11901633522727273,2.161520022713677,0.6471824199765376,0.6464088397790055,0.636907495771707,0.07104627071823204,0.09391051234461326,2.201886120489088,0.49178532524120766,0.5141242937853108,0.4926696832946833,0.0731520715630885,0.11517644332627118,1526244.7870954156,4638147.44109054,26.73373820596805,2.408048210038609,0.4723662801552564,0.044621351182234814,,,,,,,,,,0.5375632197323373,-0.04577789449112968
split23__1h256__whole_count_ce__trainable_dynamics,23,1h256,whole_count_ce,trainable_dynamics,200,620995131,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,126723,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__whole_count_ce__trainable_dynamics.csv,0.00044733507922060337,1.0,1.0,1.0,0.06374158249158249,0.07310754024621212,2.2394053903073896,0.609576629797218,0.6077348066298343,0.5991346006434248,0.05711901473296501,0.05612941341505525,2.619532643064941,0.491532446311858,0.4971751412429379,0.4923961547942726,0.06220574387947269,0.0713580287782486,1160348.405331426,4095535.075849416,25.771098022165766,2.858999416315659,0.4768336791312322,0.029662693737134954,,,,,,,,,,0.5375632197323373,-0.04603077342047934
