architecture,objective,profile,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_valid_hidden_activity_mean,test_valid_hidden_activity_std,test_tail_area_final_hidden_mean,test_tail_area_final_hidden_std,test_tail_area_output_mean,test_tail_area_output_std,test_settling_ms_final_hidden_mean_mean,test_settling_ms_final_hidden_mean_std,test_settling_ms_output_mean_mean,test_settling_ms_output_mean_std
short_mid,whole_count_ce,a1,0.32753589003589,0.06884726431107296,0.04498745374972388,0.010740367869108276,1.7247788242009132,0.27590205665643913,3.4891552511415522,0.27489203124912376,452.0191210045662,2.5714642253053617,322.0248287671233,8.63954817665835
short_mid,whole_count_ce,a1_p2,0.3162892662892663,0.03569819623775517,0.0487918841119947,0.010754681598524605,1.889001855022831,0.36022090386231403,3.368340943683409,0.28590269440294075,461.9006849315069,27.175001791610562,320.0271118721461,19.631878407709355
short_mid,whole_count_ce,a1_tail,0.30588647463647467,0.02020146389540551,0.043526061512867247,0.009044008778753844,1.5003032248858448,0.1960663634122377,2.993531202435312,0.34532026365717505,454.6589611872146,47.848159707014055,309.00399543378995,42.704059568160154
short_mid,whole_count_ce,none,0.46581635956635953,0.022803959363771702,0.08885133211149769,0.005020547015609628,3.759096746575342,0.2110739667821378,7.034817351598174,0.8411104230793256,572.5599315068494,16.89399943323133,533.9255136986302,35.09931359616441
short_mid,whole_count_ce,tail,0.3655185092685092,0.03779753649727011,0.05150153764910537,0.008585029127130401,1.830265410958904,0.21774951902682768,3.736301369863014,0.28197040273954393,485.0171232876712,3.6933719877434816,345.4623287671233,26.53656439165882
short_mid_long,timestep_ce,a1,0.0836940836940837,0.011367930199558968,0.004348978467160003,0.0028834530137263723,0.8065068493150686,0.5255176308098009,0.0426179604261796,0.05365398004162321,87.43578767123289,33.36004035691058,29.466324200913245,23.294204996199586
short_mid_long,timestep_ce,a1_p2,0.09072871572871573,0.008212519796415739,0.0028108979226492896,0.001870186822503745,0.5303759988584474,0.44066500863287245,0.11948249619482497,0.18752526477593046,63.67722602739726,34.41621751631457,29.073915525114156,28.289143158998474
short_mid_long,timestep_ce,a1_tail,0.0992063492063492,0.01716599423229095,0.0030540138796848536,0.0022233849264802546,0.5669056792237444,0.4803613638550047,0.1189117199391172,0.1830015255576914,64.85445205479452,40.640762455899,31.74942922374429,32.75359163706365
short_mid_long,timestep_ce,none,0.13174603174603175,0.021393652222461406,0.013823597765260291,0.0037749270482331536,1.84189497716895,0.28596661580001737,0.5732496194824962,0.2296460178087342,203.55308219178082,50.9328991408441,147.08190639269407,44.45339507338339
short_mid_long,timestep_ce,tail,0.11725820475820477,0.012876063736011783,0.0045810927260511005,0.002803424725411741,0.687375142694064,0.3111309421303308,0.16666666666666666,0.14509846434187806,102.24029680365295,37.90542314326764,48.33761415525114,28.679976041919467
short_mid_long,whole_count_ce,a1,0.09484728234728235,0.0116444485057315,0.005059702548597305,0.0008938573353516607,0.9571204337899544,0.048399217025341626,0.46308980213089795,0.33599302353546123,107.48430365296804,3.1354159230962764,74.12956621004567,22.77661108308304
short_mid_long,whole_count_ce,a1_p2,0.0943061568061568,0.008508439571352621,0.005634091860871806,0.0018319997571435444,1.043361158675799,0.17657211794328329,0.4655631659056316,0.3631367775709971,111.08732876712328,9.368424971196406,74.6646689497717,27.72169623420246
short_mid_long,whole_count_ce,a1_tail,0.11306517556517555,0.0328255985640711,0.007362149441315073,0.0038048435434400703,1.1465646404109588,0.4107665704902649,0.6166286149162862,0.2580668336185445,134.91723744292236,55.552049432628884,107.80536529680364,44.282502583059674
short_mid_long,whole_count_ce,none,0.22966662966662968,0.005051390140387446,0.033330327640637654,0.0021308499553675275,4.1937785388127855,0.3284560710567944,1.819254185692542,0.2749674748079771,354.88013698630135,23.983350162402907,323.3447488584475,25.48827157238908
short_mid_long,whole_count_ce,tail,0.15033901283901283,0.007084894623290598,0.011101001053862013,0.0025718802504664947,1.331638841324201,0.3507978493234674,0.8601598173515982,0.23806502189665252,204.37357305936072,19.116078856793198,150.43521689497717,27.234223780420944
