run_key,split_seed,architecture,objective,train_regime,best_epoch,sample_hash,history_file,test_balanced_accuracy,val_balanced_accuracy,tau_syn_min_ms,tau_syn_max_ms,hidden_1_tau_syn_mean_ms,hidden_1_tau_syn_min_ms,hidden_1_tau_syn_max_ms,hidden_2_tau_syn_mean_ms,hidden_2_tau_syn_min_ms,hidden_2_tau_syn_max_ms,baseline_test_ba,delta_vs_fixed250_linear
split101__1h256__whole_count_ce__trainable_dynamics,101,1h256,whole_count_ce,trainable_dynamics,74,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h256__whole_count_ce__trainable_dynamics.csv,0.5413614163614163,0.6231240981240981,20.0,300.0,140.25664116442204,54.48691940307617,250.39523315429688,,,,0.6591804029304028,-0.11781898656898648
split101__1h256__whole_count_ce__weight_only,101,1h256,whole_count_ce,weight_only,158,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h256__whole_count_ce__weight_only.csv,0.5627289377289377,0.6039051226551226,20.0,300.0,137.4840352904058,54.31342963722199,242.10347130039656,,,,0.6591804029304028,-0.09645146520146508
split101__1h512__timestep_ce__trainable_dynamics,101,1h512,timestep_ce,trainable_dynamics,57,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__timestep_ce__trainable_dynamics.csv,0.5981684981684982,0.6540695415695416,20.0,300.0,140.80186837911606,54.733154296875,249.01446533203125,,,,0.6591804029304028,-0.061011904761904656
split101__1h512__timestep_ce__weight_only,101,1h512,timestep_ce,weight_only,109,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__timestep_ce__weight_only.csv,0.5803495115995115,0.6510413197913197,20.0,300.0,137.85081271552923,54.31342963722199,242.10347130039656,,,,0.6591804029304028,-0.07883089133089127
split101__1h512__whole_count_ce__trainable_dynamics,101,1h512,whole_count_ce,trainable_dynamics,88,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__whole_count_ce__trainable_dynamics.csv,0.60376221001221,0.640563603063603,20.0,300.0,140.17103499174118,54.537254333496094,249.09010314941406,,,,0.6591804029304028,-0.05541819291819283
split101__1h512__whole_count_ce__weight_only,101,1h512,whole_count_ce,weight_only,93,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__whole_count_ce__weight_only.csv,0.5889423076923077,0.6412712287712289,20.0,300.0,137.85081271552923,54.31342963722199,242.10347130039656,,,,0.6591804029304028,-0.0702380952380951
split101__2h128__timestep_ce__trainable_dynamics,101,2h128,timestep_ce,trainable_dynamics,98,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__timestep_ce__trainable_dynamics.csv,0.478998778998779,0.5838696026196025,20.0,300.0,140.29320046305656,54.21723556518555,246.6134033203125,139.47892978787422,53.9100456237793,245.3032684326172,0.6591804029304028,-0.1801816239316238
split101__2h128__timestep_ce__weight_only,101,2h128,timestep_ce,weight_only,68,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__timestep_ce__weight_only.csv,0.4934447496947498,0.6312139249639249,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,137.9726672773325,54.31342963722199,242.10347130039656,0.6591804029304028,-0.16573565323565304
split101__2h128__whole_count_ce__trainable_dynamics,101,2h128,whole_count_ce,trainable_dynamics,85,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__whole_count_ce__trainable_dynamics.csv,0.5048305860805861,0.549413086913087,20.0,300.0,140.49338048696518,54.566837310791016,246.25082397460938,138.88028544187546,53.07230758666992,245.75576782226562,0.6591804029304028,-0.15434981684981675
split101__2h128__whole_count_ce__weight_only,101,2h128,whole_count_ce,weight_only,153,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__whole_count_ce__weight_only.csv,0.5727869352869353,0.6183073870573871,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,137.9726672773325,54.31342963722199,242.10347130039656,0.6591804029304028,-0.08639346764346756
split11__1h1024__timestep_ce__trainable_dynamics,11,1h1024,timestep_ce,trainable_dynamics,40,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h1024__timestep_ce__trainable_dynamics.csv,0.6311342592592594,0.4895070207570207,20.0,300.0,139.8995807096362,54.24367141723633,248.03585815429688,,,,0.683183551198257,-0.052049291938997655
split11__1h1024__timestep_ce__weight_only,11,1h1024,timestep_ce,weight_only,51,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h1024__timestep_ce__weight_only.csv,0.6843818082788671,0.49163995726495724,20.0,300.0,137.72865471879754,54.31342963722199,242.10347130039656,,,,0.683183551198257,0.0011982570806100545
split11__1h1024__whole_count_ce__trainable_dynamics,11,1h1024,whole_count_ce,trainable_dynamics,195,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h1024__whole_count_ce__trainable_dynamics.csv,0.6493532135076253,0.46683836996336997,20.0,300.0,139.65903838723898,54.18745040893555,249.54371643066406,,,,0.683183551198257,-0.03383033769063171
split11__1h1024__whole_count_ce__weight_only,11,1h1024,whole_count_ce,weight_only,133,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h1024__whole_count_ce__weight_only.csv,0.6764365468409587,0.49053724053724057,20.0,300.0,137.72865471879754,54.31342963722199,242.10347130039656,,,,0.683183551198257,-0.0067470043572983585
split11__1h128__timestep_ce__trainable_dynamics,11,1h128,timestep_ce,trainable_dynamics,38,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h128__timestep_ce__trainable_dynamics.csv,0.6579180283224401,0.44667277167277164,20.0,300.0,141.1955895125866,55.33708572387695,247.9275665283203,,,,0.683183551198257,-0.02526552287581696
split11__1h128__timestep_ce__weight_only,11,1h128,timestep_ce,weight_only,130,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h128__timestep_ce__weight_only.csv,0.6951048474945534,0.45860424297924296,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,,,,0.683183551198257,0.011921296296296346
split11__1h128__whole_count_ce__trainable_dynamics,11,1h128,whole_count_ce,trainable_dynamics,30,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h128__whole_count_ce__trainable_dynamics.csv,0.5947984749455338,0.43123473748473745,20.0,300.0,140.42215409874916,54.753623962402344,246.50738525390625,,,,0.683183551198257,-0.08838507625272318
split11__1h128__whole_count_ce__weight_only,11,1h128,whole_count_ce,weight_only,38,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h128__whole_count_ce__weight_only.csv,0.6275054466230937,0.4371871184371185,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,,,,0.683183551198257,-0.05567810457516331
split11__1h256__timestep_ce__trainable_dynamics,11,1h256,timestep_ce,trainable_dynamics,40,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h256__timestep_ce__trainable_dynamics.csv,0.6573801742919391,0.4910065628815628,20.0,300.0,140.3570152670145,54.981544494628906,247.75648498535156,,,,0.683183551198257,-0.025803376906317954
split11__1h256__timestep_ce__weight_only,11,1h256,timestep_ce,weight_only,188,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h256__timestep_ce__weight_only.csv,0.6955337690631808,0.4937728937728938,20.0,300.0,137.4840352904058,54.31342963722199,242.10347130039656,,,,0.683183551198257,0.01235021786492374
split11__1h256__whole_count_ce__trainable_dynamics,11,1h256,whole_count_ce,trainable_dynamics,42,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h256__whole_count_ce__trainable_dynamics.csv,0.6644744008714596,0.45446047008547014,20.0,300.0,139.94760389626026,54.658164978027344,247.54115295410156,,,,0.683183551198257,-0.01870915032679743
split11__1h256__whole_count_ce__weight_only,11,1h256,whole_count_ce,weight_only,52,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h256__whole_count_ce__weight_only.csv,0.7135144335511984,0.4621375152625153,20.0,300.0,137.4840352904058,54.31342963722199,242.10347130039656,,,,0.683183551198257,0.030330882352941346
split11__1h512__timestep_ce__trainable_dynamics,11,1h512,timestep_ce,trainable_dynamics,42,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h512__timestep_ce__trainable_dynamics.csv,0.6170547385620915,0.468574481074481,20.0,300.0,140.3758696243167,54.68140411376953,247.64999389648438,,,,0.683183551198257,-0.06612881263616555
split11__1h512__timestep_ce__weight_only,11,1h512,timestep_ce,weight_only,77,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h512__timestep_ce__weight_only.csv,0.6950708061002179,0.5065209096459097,20.0,300.0,137.85081271552923,54.31342963722199,242.10347130039656,,,,0.683183551198257,0.011887254901960853
split11__1h512__whole_count_ce__trainable_dynamics,11,1h512,whole_count_ce,trainable_dynamics,79,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h512__whole_count_ce__trainable_dynamics.csv,0.6582652505446623,0.48683989621489626,20.0,300.0,139.9104677811265,54.27499771118164,248.04148864746094,,,,0.683183551198257,-0.024918300653594683
split11__1h512__whole_count_ce__weight_only,11,1h512,whole_count_ce,weight_only,38,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__1h512__whole_count_ce__weight_only.csv,0.6865876906318084,0.48097527472527474,20.0,300.0,137.85081271552923,54.31342963722199,242.10347130039656,,,,0.683183551198257,0.003404139433551334
split11__2h128__timestep_ce__trainable_dynamics,11,2h128,timestep_ce,trainable_dynamics,133,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__2h128__timestep_ce__trainable_dynamics.csv,0.538562091503268,0.4204212454212454,20.0,300.0,140.13946017622948,54.24462890625,247.0688018798828,139.65055194497108,54.24171447753906,246.21153259277344,0.683183551198257,-0.14462145969498907
split11__2h128__timestep_ce__weight_only,11,2h128,timestep_ce,weight_only,141,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__2h128__timestep_ce__weight_only.csv,0.6303717320261438,0.4303914835164835,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,137.9726672773325,54.31342963722199,242.10347130039656,0.683183551198257,-0.052811819172113195
split11__2h128__whole_count_ce__trainable_dynamics,11,2h128,whole_count_ce,trainable_dynamics,189,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__2h128__whole_count_ce__trainable_dynamics.csv,0.635035403050109,0.40491071428571423,20.0,300.0,140.27626952528954,54.36993408203125,249.55181884765625,139.0669728219509,53.588924407958984,244.8004608154297,0.683183551198257,-0.04814814814814805
split11__2h128__whole_count_ce__weight_only,11,2h128,whole_count_ce,weight_only,186,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split11__2h128__whole_count_ce__weight_only.csv,0.6305623638344227,0.44193757631257635,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,137.9726672773325,54.31342963722199,242.10347130039656,0.683183551198257,-0.052621187363834365
split23__1h1024__timestep_ce__trainable_dynamics,23,1h1024,timestep_ce,trainable_dynamics,70,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__timestep_ce__trainable_dynamics.csv,0.5128861266728914,0.6165760641863584,20.0,300.0,140.30001902207732,54.62215805053711,249.73680114746094,,,,0.5375632197323373,-0.024677093059445987
split23__1h1024__timestep_ce__weight_only,23,1h1024,timestep_ce,weight_only,70,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__timestep_ce__weight_only.csv,0.5162426081543728,0.6384882478632478,20.0,300.0,137.72865471879754,54.31342963722199,242.10347130039656,,,,0.5375632197323373,-0.0213206115779645
split23__1h1024__whole_count_ce__trainable_dynamics,23,1h1024,whole_count_ce,trainable_dynamics,46,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__whole_count_ce__trainable_dynamics.csv,0.48466094771241836,0.5810771744595274,20.0,300.0,139.58373967930675,54.36160659790039,247.93894958496094,,,,0.5375632197323373,-0.05290227201991898
split23__1h1024__whole_count_ce__weight_only,23,1h1024,whole_count_ce,weight_only,38,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h1024__whole_count_ce__weight_only.csv,0.4946555010893246,0.5721138134741076,20.0,300.0,137.72865471879754,54.31342963722199,242.10347130039656,,,,0.5375632197323373,-0.04290771864301274
split23__1h128__timestep_ce__trainable_dynamics,23,1h128,timestep_ce,trainable_dynamics,61,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__timestep_ce__trainable_dynamics.csv,0.5366596638655462,0.6418410633484163,20.0,300.0,141.6323747932911,54.55745315551758,248.82518005371094,,,,0.5375632197323373,-0.0009035558667911392
split23__1h128__timestep_ce__weight_only,23,1h128,timestep_ce,weight_only,115,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__timestep_ce__weight_only.csv,0.5235478913787738,0.6714062761856882,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,,,,0.5375632197323373,-0.014015328353563561
split23__1h128__whole_count_ce__trainable_dynamics,23,1h128,whole_count_ce,trainable_dynamics,122,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__whole_count_ce__trainable_dynamics.csv,0.5089752567693743,0.5702211119490531,20.0,300.0,140.878004103899,54.63400650024414,247.64222717285156,,,,0.5375632197323373,-0.028587962962963065
split23__1h128__whole_count_ce__weight_only,23,1h128,whole_count_ce,weight_only,89,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h128__whole_count_ce__weight_only.csv,0.48428162931839397,0.5819858178314061,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,,,,0.5375632197323373,-0.05328159041394337
split23__1h256__timestep_ce__trainable_dynamics,23,1h256,timestep_ce,trainable_dynamics,36,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__timestep_ce__trainable_dynamics.csv,0.5266680283224401,0.6548857256577845,20.0,300.0,140.2405742406845,54.608375549316406,247.49778747558594,,,,0.5375632197323373,-0.010895191409897254
split23__1h256__timestep_ce__weight_only,23,1h256,timestep_ce,weight_only,68,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__timestep_ce__weight_only.csv,0.5440359477124183,0.656046799061505,20.0,300.0,137.4840352904058,54.31342963722199,242.10347130039656,,,,0.5375632197323373,0.006472727980080917
